id,m1,m2,q0star,alpha,phi0,tc,dist,incl,k,mean_20_300,p95_20_300,max_20_300,n_20_300,status,error_code,wall_time_s,model,score,p95_20_300_circ,p95_20_300_recalc,phi_ref_fpeak,phi_mcgt_fpeak
439,70.322693,58.153268,0.119576,0.653894,0.0,0.0,1000.0,0.0,-1,1.846107,3.01703,3.140953,117,ok,,0.001561,default,3.01703,3.0170295381979155,3.0170295381979155,-2.6846217457514303,-2.271341472090384
440,20.429329,9.304727,-0.011291,-0.303343,0.0,0.0,1000.0,0.0,2,1.682231,2.962578,3.136447,117,ok,,0.002279,default,2.962578,2.962578254378989,2.962578254378989,0.3509639383132672,2.41287756253541
441,73.968688,16.944674,0.096702,-0.577706,0.0,0.0,1000.0,0.0,-56,1.581623,2.909639,3.139938,117,ok,,0.002029,default,2.909639,2.9096387474001912,2.9096387474001912,2.3483683336548697,0.17432970844432205
442,62.010921,28.64613,-0.0717,0.473248,0.0,0.0,1000.0,0.0,1,1.69563,2.98835,3.13169,117,ok,,0.002158,default,2.98835,2.9883498657382943,2.9883498657382943,1.7881012534698613,2.3023393206160137
443,45.719762,44.834806,0.257632,-0.383255,0.0,0.0,1000.0,0.0,-72,1.519358,2.933946,3.136214,117,ok,,0.002146,default,2.933946,2.9339455544263653,2.9339455544263653,-2.1566884438318086,2.284248545035826
444,33.309204,22.623477,-0.211467,0.534648,0.0,0.0,1000.0,0.0,2,1.552865,2.975251,3.105105,117,ok,,0.002727,default,2.975251,2.9752508315222674,2.9752508315222674,0.36013069800372577,-2.484737836279482
445,54.648178,24.047185,-0.145542,0.831766,0.0,0.0,1000.0,0.0,1,1.850641,3.001217,3.122456,117,ok,,0.002382,default,3.001217,3.001217324476704,3.001217324476704,-1.8134533786687452,1.974868714395365
446,55.205384,10.466497,0.02297,-0.242873,0.0,0.0,1000.0,0.0,-4,1.606051,2.997399,3.119671,117,ok,,0.002199,default,2.997399,2.9973989063528235,2.9973989063528235,-1.4750012871927076,2.7201614298436176
447,71.572275,62.978989,-0.287616,0.14488,0.0,0.0,1000.0,0.0,11,1.564992,2.880294,3.072172,117,ok,,0.001712,default,2.880294,2.880293812203312,2.880293812203312,-0.570161947573812,-1.5124667563320564
448,41.979722,7.753666,0.181373,-0.811838,0.0,0.0,1000.0,0.0,-259,1.538583,2.918913,3.140195,117,ok,,0.001596,default,2.918913,2.918913467289965,2.918913467289965,-2.725068212306212,1.2887254207842425
449,72.05619,8.495178,-0.273041,0.499289,0.0,0.0,1000.0,0.0,3,1.527432,2.950982,3.123611,117,ok,,0.001653,default,2.950982,2.950981544175721,2.950981544175721,2.13905225291127,0.5287575481684961
450,71.123602,32.901948,0.158594,-0.582324,0.0,0.0,1000.0,0.0,-94,1.571218,2.958273,3.123077,117,ok,,0.003053,default,2.958273,2.958273349301626,2.958273349301626,2.7715130601802382,-1.0115879044380627
451,54.75684,44.975905,-0.114415,0.555315,0.0,0.0,1000.0,0.0,1,1.740234,3.015247,3.118701,117,ok,,0.002152,default,3.015247,3.0152466018398782,3.0152466018398782,1.8349388075152735,-2.7014453813663515
452,24.788827,20.139341,0.016452,-0.394216,0.0,0.0,1000.0,0.0,-5,1.646325,3.047374,3.133804,117,ok,,0.001958,default,3.047374,3.047373822295769,3.047373822295769,-0.45871397354432375,-0.18994674104295584
453,53.921672,33.757748,0.232363,-0.222095,0.0,0.0,1000.0,0.0,-36,1.620895,3.065918,3.129042,117,ok,,0.00208,default,3.065918,3.0659178291129887,3.0659178291129887,1.3552314609476142,-3.0711756988986956
454,44.978121,13.537181,-0.199089,0.820695,0.0,0.0,1000.0,0.0,1,1.691639,2.96697,3.131793,117,ok,,0.001839,default,2.96697,2.9669697472254866,2.9669697472254866,2.730892376654001,1.8363633703775548
455,64.305025,61.269409,0.092674,-0.785694,0.0,0.0,1000.0,0.0,-120,1.477325,2.897312,3.046775,117,ok,,0.001875,default,2.897312,2.897311887008311,2.897311887008311,-0.7771761960758639,-2.462716445252642
456,38.30922,17.393347,-0.038375,0.140159,0.0,0.0,1000.0,0.0,2,1.716082,3.004404,3.118909,117,ok,,0.002086,default,3.004404,3.004404090540512,3.004404090540512,1.6528835815218095,1.7617048883139788
457,48.481036,20.859548,0.144844,0.990756,0.0,0.0,1000.0,0.0,0,1.924281,3.068439,3.130888,117,ok,,0.002205,default,3.068439,3.0684385187642835,3.0684385187642835,-0.94796312612743,-3.111529709562973
458,69.599348,18.977531,-0.023668,-0.091315,0.0,0.0,1000.0,0.0,2,1.688348,3.014397,3.133482,117,ok,,0.002717,default,3.014397,3.0143965946759503,3.0143965946759503,-1.7930240737425933,-1.5739634654020414
459,77.944222,48.389532,0.284497,0.048253,0.0,0.0,1000.0,0.0,-16,1.635128,3.01727,3.118254,117,ok,,0.002598,default,3.01727,3.0172703980112088,3.0172703980112088,0.19051111490054318,-1.4497125604789964
460,41.996278,24.670309,-0.184492,-0.900759,0.0,0.0,1000.0,0.0,372,1.379527,2.93895,3.123154,117,ok,,0.002445,default,2.93895,2.938949803287458,2.938949803287458,-2.974995155382043,2.3186966567228104
461,67.828851,33.09359,-0.099826,-0.729127,0.0,0.0,1000.0,0.0,104,1.64235,3.000777,3.140415,117,ok,,0.002228,default,3.000777,3.000777270427688,3.000777270427688,0.17506301152315729,-1.4663313893752097
462,58.239064,37.129573,0.068576,0.314121,0.0,0.0,1000.0,0.0,-1,1.698561,2.990885,3.127575,117,ok,,0.001867,default,2.990885,2.9908846704131697,2.9908846704131697,-1.4342215988200326,-0.60647379251904
463,79.373577,59.754674,-0.258343,-0.294196,0.0,0.0,1000.0,0.0,52,1.511815,2.939798,3.136532,117,ok,,0.001468,default,2.939798,2.939797841897688,2.939797841897688,-2.98511011550465,-0.20254973155075007
464,11.885991,5.360285,0.210756,0.631138,0.0,0.0,1000.0,0.0,-2,1.616015,2.990007,3.102677,117,ok,,0.001505,default,2.990007,2.9900070703421178,2.9900070703421178,3.1210193779536564,-1.8274716359733354
465,58.822932,12.763236,-0.000263,-0.864314,0.0,0.0,1000.0,0.0,0,1.341096,2.90428,3.129122,117,ok,,0.001571,default,2.90428,2.9042804309786754,2.9042804309786754,-2.1527923692790374,2.5274456710513
466,75.351495,8.635494,0.130749,0.216826,0.0,0.0,1000.0,0.0,-4,1.519012,3.016617,3.120015,117,ok,,0.001463,default,3.016617,3.0166171610283885,3.0166171610283885,-2.50449706062345,2.9152965362444903
467,69.20463,58.988131,-0.161014,-0.174741,0.0,0.0,1000.0,0.0,21,1.483064,2.990349,3.121586,117,ok,,0.002135,default,2.990349,2.9903488985506184,2.9903488985506184,-2.549832268437841,1.210830615629508
468,33.410331,29.053201,0.270475,0.775293,0.0,0.0,1000.0,0.0,-1,1.620883,2.988796,3.121596,117,ok,,0.001695,default,2.988796,2.988795788443616,2.988795788443616,2.651716014577257,0.33651807306619475
469,76.971674,38.903529,0.054564,0.602685,0.0,0.0,1000.0,0.0,0,1.774025,2.988445,3.12591,117,ok,,0.002114,default,2.988445,2.988445037642354,2.988445037642354,-0.9186073839281015,2.1411706255102327
470,50.086103,27.986894,-0.076339,-0.439633,0.0,0.0,1000.0,0.0,26,1.684015,3.022667,3.129416,117,ok,,0.002244,default,3.022667,3.0226670829067386,3.0226670829067386,-2.0423735696361085,2.3414206590767357
471,66.378428,49.888465,0.19667,0.420684,0.0,0.0,1000.0,0.0,-3,1.527452,2.942906,3.111461,117,ok,,0.00243,default,2.942906,2.942905625204902,2.942905625204902,1.477705131038558,-2.310932911822265
472,22.537805,15.226067,-0.234929,-0.505672,0.0,0.0,1000.0,0.0,104,1.604196,2.98417,3.133512,117,ok,,0.002814,default,2.98417,2.9841695511675934,2.9841695511675934,3.004214152763275,-2.2758402083542855
473,63.373921,16.631724,0.172698,-0.37184,0.0,0.0,1000.0,0.0,-46,1.518769,2.919944,3.126667,117,ok,,0.002673,default,2.919944,2.9199439839435866,2.9199439839435866,-0.8260644571253124,0.3954654401882287
474,65.331508,41.584933,-0.296437,0.710734,0.0,0.0,1000.0,0.0,2,1.571836,2.980511,3.135451,117,ok,,0.002023,default,2.980511,2.980510711002833,2.980510711002833,0.3878873024379992,-0.31464157077056853
475,55.296803,44.124946,0.030482,-0.682748,0.0,0.0,1000.0,0.0,-27,1.660046,3.031599,3.081291,117,ok,,0.001504,default,3.031599,3.0315985304525217,3.0315985304525217,2.4568932141246336,1.4911015771857485
476,37.764914,9.817443,-0.137884,0.26579,0.0,0.0,1000.0,0.0,4,1.506352,2.996746,3.117383,117,ok,,0.001702,default,2.996746,2.9967458401125358,2.9967458401125358,-2.475201061554671,0.6906015210433516
477,44.002709,27.985681,-0.222549,0.094647,0.0,0.0,1000.0,0.0,11,1.555046,3.005834,3.139345,117,ok,,0.001597,default,3.005834,3.0058338491340533,3.0058338491340533,2.9469153320630816,2.445236642731391
478,53.093495,23.45543,0.246402,-0.949105,0.0,0.0,1000.0,0.0,-599,1.693243,3.007214,3.121962,117,ok,,0.00161,default,3.007214,3.0072136999838803,3.0072136999838803,-0.842648289812681,0.41454674663168234
479,74.228902,73.464259,-0.061762,0.913127,0.0,0.0,1000.0,0.0,0,1.07808,1.780738,1.865187,117,ok,,0.001611,default,1.780738,1.7807384585798665,1.7807384585798665,-1.5585554938745556,-0.35032379375413925
480,29.150988,6.776902,0.106787,-0.011733,0.0,0.0,1000.0,0.0,-8,1.591132,2.912862,3.06333,117,ok,,0.001569,default,2.912862,2.9128617695070584,2.9128617695070584,-0.04944712769095361,-0.40421938633257426
481,46.374468,5.696134,0.299553,-0.533249,0.0,0.0,1000.0,0.0,-148,1.48288,2.968337,3.137847,117,ok,,0.001958,default,2.968337,2.968337126820084,2.968337126820084,-2.4514087208971693,-2.628100836085178
482,73.039449,21.083528,-0.168995,0.383809,0.0,0.0,1000.0,0.0,3,1.522483,2.894211,3.131938,117,ok,,0.002245,default,2.894211,2.894210815442784,2.894210815442784,-0.8689559777336378,2.5859428526320123
483,71.110672,51.976104,0.139173,-0.474541,0.0,0.0,1000.0,0.0,-55,1.558336,2.952292,3.125765,117,ok,,0.002187,default,2.952292,2.952292265578812,2.952292265578812,1.8587564127502993,1.05819254583189
484,31.504432,26.686366,-0.029778,0.577045,0.0,0.0,1000.0,0.0,0,1.698841,3.010022,3.134548,117,ok,,0.002323,default,3.010022,3.0100216943717903,3.0100216943717903,-2.664905367514823,-0.7340358841573504
485,65.689667,36.538268,-0.245107,0.810686,0.0,0.0,1000.0,0.0,1,1.833915,3.014917,3.131876,117,ok,,0.003216,default,3.014917,3.0149173186037146,3.0149173186037146,2.1688331307141837,2.7587903521741346
486,43.080226,39.26933,0.223257,-0.145682,0.0,0.0,1000.0,0.0,-26,1.575782,2.957173,3.092835,117,ok,,0.002484,default,2.957173,2.957173338133788,2.957173338133788,-2.818974531589907,1.0109937461004712
487,64.068241,52.962895,-0.103656,0.243917,0.0,0.0,1000.0,0.0,3,1.543236,2.987771,3.022548,117,ok,,0.00177,default,2.987771,2.987770589609262,2.987770589609262,0.3651367170456439,-1.6662142882705204
488,15.47714,12.151494,0.065478,-0.830857,0.0,0.0,1000.0,0.0,-101,1.582633,3.000887,3.11658,117,ok,,0.001955,default,3.000887,3.0008868530616155,3.0008868530616155,0.6350406549805534,2.552401719064836
489,79.324045,23.654016,-0.127704,-0.042729,0.0,0.0,1000.0,0.0,10,1.648921,2.999135,3.105378,117,ok,,0.001478,default,2.999135,2.99913497493252,2.99913497493252,-2.070772287734698,1.4423341925808977
490,67.678924,25.634666,0.003893,0.875763,0.0,0.0,1000.0,0.0,0,0.077572,0.13044,0.137007,117,ok,,0.001683,default,0.13044,0.1304404341252608,0.1304404341252608,2.286524675017777,2.199725562212956
491,51.165691,47.517922,-0.269118,-0.980594,0.0,0.0,1000.0,0.0,739,1.484097,2.894049,3.131177,117,ok,,0.001539,default,2.894049,2.894049117535621,2.894049117535621,2.9520170121216047,0.5475378272365212
492,40.094162,17.596753,0.161783,0.069496,0.0,0.0,1000.0,0.0,-8,1.598526,3.017414,3.132106,117,ok,,0.001465,default,3.017414,3.017413801588963,3.017413801588963,0.6234922812840651,-0.27618316377462193
493,61.158056,30.317647,0.077708,0.304603,0.0,0.0,1000.0,0.0,-2,1.657832,3.017417,3.124609,117,ok,,0.001876,default,3.017417,3.01741718895036,3.01741718895036,-1.8351073333378327,-3.0534872525107435
494,60.141535,6.300226,-0.053779,-0.6532,0.0,0.0,1000.0,0.0,42,1.464863,2.922311,3.104909,117,ok,,0.001791,default,2.922311,2.922311028460784,2.922311028460784,0.8664710059804648,-2.8649244179267335
495,76.579321,66.887669,0.237978,0.734407,0.0,0.0,1000.0,0.0,-1,1.656708,2.981936,3.121382,117,ok,,0.001846,default,2.981936,2.9819359248661046,2.9819359248661046,0.6334115321189735,-1.834622046005654
496,35.727149,13.806775,-0.193034,-0.338873,0.0,0.0,1000.0,0.0,46,1.652901,3.029456,3.135951,117,ok,,0.002033,default,3.029456,3.029455720560993,3.029455720560993,2.300373274836627,-0.8165972545074816
497,70.162844,10.84331,0.027363,0.164334,0.0,0.0,1000.0,0.0,-1,1.730551,2.990292,3.141451,117,ok,,0.001763,default,2.990292,2.9902916848727426,2.9902916848727426,0.26838529096081487,-1.691783207825356
498,78.146609,34.795436,-0.141734,-0.753228,0.0,0.0,1000.0,0.0,162,1.464507,2.931018,3.116222,117,ok,,0.002434,default,2.931018,2.931017707831712,2.931017707831712,-2.0399919899959613,-2.714150409156364
499,57.438853,57.086518,0.18518,0.859035,0.0,0.0,1000.0,0.0,-1,1.68509,2.995861,3.135802,117,ok,,0.002271,default,2.995861,2.995861403403566,2.995861403403566,2.4436881205608856,-1.9349789279931695
500,31.830001,7.675964,-0.283222,-0.192077,0.0,0.0,1000.0,0.0,39,1.651093,3.0711,3.14142,117,ok,,0.002226,default,3.0711,3.071100067781212,3.071100067781212,-1.5150575711922656,-2.4985276497101587
501,50.834547,40.805359,-0.067892,-0.426207,0.0,0.0,1000.0,0.0,22,1.630508,3.002529,3.105168,117,ok,,0.002019,default,3.002529,3.002528877599987,3.002528877599987,2.8594134911516633,0.46052460912896365
502,47.309657,16.624164,0.101095,0.530665,0.0,0.0,1000.0,0.0,-1,1.730965,2.98128,3.122949,117,ok,,0.001887,default,2.98128,2.981280316074642,2.981280316074642,0.3216763749978355,-1.1586682940885433
503,75.572548,68.298567,-0.207073,-0.612848,0.0,0.0,1000.0,0.0,138,1.578534,2.901828,3.141566,117,ok,,0.00142,default,2.901828,2.9018275123826127,2.9018275123826127,0.38934528552455916,-1.9855734032286172
504,27.042126,19.743052,0.261438,0.461454,0.0,0.0,1000.0,0.0,-3,1.531165,3.005475,3.111084,117,ok,,0.001226,default,3.005475,3.005475180865247,3.005475180865247,-1.576055480391025,-2.3290856903760258
505,56.238566,18.547073,-0.154974,0.657753,0.0,0.0,1000.0,0.0,1,1.674291,2.977874,3.114177,117,ok,,0.001546,default,2.977874,2.977874270559953,2.977874270559953,-2.335278904083612,-1.1159785982246788
506,62.531817,11.22043,0.276074,-0.260266,0.0,0.0,1000.0,0.0,-49,1.59671,2.942304,3.137454,117,ok,,0.001601,default,2.942304,2.942304146489225,2.942304146489225,-2.7760107854493254,-0.5005428172383795
507,61.969959,46.021982,-0.015683,0.350021,0.0,0.0,1000.0,0.0,0,1.641395,2.953398,3.117395,117,ok,,0.0015,default,2.953398,2.9533983070723235,2.9533983070723235,-2.197381470485624,0.1500607731620569
508,40.644429,34.983536,0.115768,-0.700572,0.0,0.0,1000.0,0.0,-108,1.483963,2.987068,3.068612,117,ok,,0.001615,default,2.987068,2.9870682884895654,2.9870682884895654,-2.254895294114391,-2.466210850166153
509,74.426791,26.088428,0.199843,-0.935191,0.0,0.0,1000.0,0.0,-460,1.549779,2.947498,3.0797,117,ok,,0.00171,default,2.947498,2.9474977865421166,2.9474977865421166,3.1153601824448227,1.1453420454436873
510,55.874517,30.531204,-0.231022,0.022139,0.0,0.0,1000.0,0.0,14,1.579572,2.93999,3.137862,117,ok,,0.00175,default,2.93999,2.939990369618972,2.939990369618972,0.8084558868155653,1.3749829721553972
511,72.313341,42.623467,0.04199,-0.119398,0.0,0.0,1000.0,0.0,-4,1.549487,2.956701,3.113312,117,ok,,0.002033,default,2.956701,2.956701201435422,2.956701201435422,-1.6893305454324832,-1.7323643887225728
512,22.491636,9.576233,-0.089644,0.954385,0.0,0.0,1000.0,0.0,0,1.353413,2.192648,2.289852,117,ok,,0.001677,default,2.192648,2.192647820078381,2.192647820078381,-0.9762178794180123,0.5427160833719036
513,74.18679,9.667808,0.018525,0.639195,0.0,0.0,1000.0,0.0,0,0.87228,1.652521,1.770634,117,ok,,0.002494,default,1.652521,1.652520787928066,1.652520787928066,2.7162041901859943,1.7572897838362955
514,72.295013,30.771921,-0.112962,-0.286621,0.0,0.0,1000.0,0.0,22,1.596871,2.974241,3.126808,117,ok,,0.0023,default,2.974241,2.974240751389065,2.974240751389065,-0.2567704871989456,0.7837592476095274
515,55.929463,42.712555,0.157701,0.321689,0.0,0.0,1000.0,0.0,-3,1.517821,2.940145,3.088488,117,ok,,0.002142,default,2.940145,2.9401453639974284,2.9401453639974284,-2.3568059233724536,2.818421438354118
516,25.960236,22.40212,-0.27331,-0.721077,0.0,0.0,1000.0,0.0,276,1.687327,3.042603,3.113529,117,ok,,0.001549,default,3.042603,3.042603023595833,3.042603023595833,-0.09285206663067669,1.1400475722605172
517,56.03912,34.928658,-0.039221,-0.893195,0.0,0.0,1000.0,0.0,77,1.449787,3.020705,3.089433,117,ok,,0.002297,default,3.020705,3.020704591096253,3.020704591096253,0.8069248270585376,1.1934770710942395
518,46.150106,11.419162,0.092376,0.056307,0.0,0.0,1000.0,0.0,-5,1.514492,2.967796,3.065505,117,ok,,0.001495,default,2.967796,2.967796333646868,2.967796333646868,-2.1897337556196046,-0.26120070054493283
519,62.440317,62.027361,-0.197042,-0.083253,0.0,0.0,1000.0,0.0,18,1.55296,2.875554,3.052485,117,ok,,0.001558,default,2.875554,2.875554010093509,2.875554010093509,0.05330985203483607,3.1057950727967203
520,40.587457,18.565326,0.233859,0.998327,0.0,0.0,1000.0,0.0,0,2.141498,3.032541,3.130259,117,ok,,0.001721,default,3.032541,3.032541388493868,3.032541388493868,-1.19749087041839,1.6827143020362776
521,50.886866,19.688064,-0.18359,0.132096,0.0,0.0,1000.0,0.0,8,1.589502,3.033579,3.136104,117,ok,,0.001554,default,3.033579,3.033578988687329,3.033578988687329,-0.293910795608177,-0.5932869981345199
522,68.426793,16.57113,0.284775,-0.793263,0.0,0.0,1000.0,0.0,-379,1.678478,2.971244,3.124029,117,ok,,0.001772,default,2.971244,2.971243601900484,2.971243601900484,-1.0146389796767554,-1.1801816621908081
523,75.36902,47.218054,-0.025732,0.813133,0.0,0.0,1000.0,0.0,0,0.64144,1.11214,1.17386,117,ok,,0.001748,default,1.11214,1.112139615434464,1.112139615434464,-3.102093669113348,-2.386750164622976
524,40.823725,27.246084,0.143402,-0.230151,0.0,0.0,1000.0,0.0,-23,1.618112,3.02868,3.12024,117,ok,,0.001854,default,3.02868,3.028679658651657,3.028679658651657,-0.9891967705360152,1.128622442673457
525,70.257006,31.921534,0.208736,-0.401781,0.0,0.0,1000.0,0.0,-63,1.403591,2.968419,3.133934,117,ok,,0.001707,default,2.968419,2.968418890529489,2.968418890529489,-0.32731274427901624,-0.15399539799400586
526,57.068222,34.701991,-0.259812,0.547263,0.0,0.0,1000.0,0.0,2,1.534071,2.951781,3.11534,117,ok,,0.001645,default,2.951781,2.951781311514217,2.951781311514217,-0.3706169917209614,-0.4421313369898705
527,78.201524,57.202924,0.06945,-0.590383,0.0,0.0,1000.0,0.0,-43,1.468711,3.008408,3.080234,117,ok,,0.001723,default,3.008408,3.008408153116423,3.008408153116423,-0.6630586621716059,2.4058822801717277
528,10.715156,7.911465,-0.099501,0.491716,0.0,0.0,1000.0,0.0,1,1.748532,2.987389,3.140232,117,ok,,0.001553,default,2.987389,2.987389099111136,2.987389099111136,0.7952463793990887,-2.957415580153043
529,61.101159,13.934933,0.270745,-0.004647,0.0,0.0,1000.0,0.0,-19,1.479286,2.893677,3.040876,117,ok,,0.002383,default,2.893677,2.893677141289923,2.893677141289923,-2.552587804459016,-1.3480060598514534
530,76.524411,6.357837,-0.16012,0.921673,0.0,0.0,1000.0,0.0,0,2.132149,3.040743,3.140278,117,ok,,0.001731,default,3.040743,3.040743104256727,3.040743104256727,2.679259384987347,-0.5636003753725163
531,67.086619,60.159827,0.129298,-0.940567,0.0,0.0,1000.0,0.0,-304,1.609536,3.029891,3.122181,117,ok,,0.00175,default,3.029891,3.0298911797081813,3.0298911797081813,-1.9542881248595636,-1.597740946308857
532,35.527769,30.22611,-0.002336,0.101726,0.0,0.0,1000.0,0.0,0,0.899234,2.268981,2.574562,117,ok,,0.001558,default,2.268981,2.2689808409277314,2.2689808409277314,-1.282414285152555,-0.3888875495209838
533,79.234461,40.0758,-0.236425,0.274332,0.0,0.0,1000.0,0.0,6,1.611976,2.996921,3.115606,117,ok,,0.001848,default,2.996921,2.996920933214194,2.996920933214194,1.8812013467507889,-1.396277608878787
534,51.257299,25.723534,0.194623,-0.675673,0.0,0.0,1000.0,0.0,-165,1.461393,2.846284,3.11914,117,ok,,0.001473,default,2.846284,2.846283614880382,2.846283614880382,-1.2458607933183465,3.014060142343933
535,67.550693,47.758429,-0.076041,0.717817,0.0,0.0,1000.0,0.0,0,1.949625,3.011484,3.130593,117,ok,,0.001721,default,3.011484,3.0114837206372127,3.0114837206372127,2.7537018847050554,-0.5623935604810057
536,23.708999,17.356675,0.055411,-0.36329,0.0,0.0,1000.0,0.0,-14,1.516398,2.892303,3.131388,117,ok,,0.001897,default,2.892303,2.8923032798285573,2.8923032798285573,0.9640932508595306,2.734264257669853
537,65.92509,15.458883,-0.136441,-0.512753,0.0,0.0,1000.0,0.0,62,1.513933,2.852818,3.110232,117,ok,,0.001819,default,2.852818,2.852817712460156,2.852817712460156,2.874765753336849,1.067479158429375
538,64.159737,39.033191,0.032546,0.412133,0.0,0.0,1000.0,0.0,-1,1.630044,2.954491,3.137586,117,ok,,0.00209,default,2.954491,2.9544914452618016,2.9544914452618016,-0.45461686531358225,1.9617151711464498
539,52.869229,42.952107,-0.296716,-0.448177,0.0,0.0,1000.0,0.0,106,1.554345,2.941448,3.083961,117,ok,,0.00152,default,2.941448,2.9414479474367967,2.9414479474367967,1.7070401417965524,-0.5649844842354845
540,36.59315,12.245588,0.171796,0.595611,0.0,0.0,1000.0,0.0,-1,1.642586,2.980778,3.134601,117,ok,,0.001491,default,2.980778,2.980778113469276,2.980778113469276,2.0773231729815542,-2.0523404009753676
541,46.578491,26.814554,0.106461,0.766753,0.0,0.0,1000.0,0.0,0,1.884541,3.009049,3.13562,117,ok,,0.001637,default,3.009049,3.0090488638164805,3.0090488638164805,0.5330809132994503,-2.9556196978120237
542,51.921154,20.880219,-0.062636,-0.181818,0.0,0.0,1000.0,0.0,8,1.602827,2.983344,3.111078,117,ok,,0.001432,default,2.983344,2.983344260639921,2.983344260639921,-0.16326082162440514,2.5891511928959083
543,73.057781,71.057848,0.247871,0.209741,0.0,0.0,1000.0,0.0,-8,1.58137,2.962049,3.118241,117,ok,,0.001321,default,2.962049,2.9620493330630864,2.9620493330630864,0.22388732168513314,0.198623831398951
544,31.556827,5.604563,-0.22053,-0.872861,0.0,0.0,1000.0,0.0,399,1.465177,2.958814,3.123212,117,ok,,0.001249,default,2.958814,2.9588138516110387,2.9588138516110387,2.338244935993096,1.594126471049254
545,44.243287,6.868403,-0.028922,-0.33179,0.0,0.0,1000.0,0.0,7,1.534093,2.906696,3.116143,117,ok,,0.001635,default,2.906696,2.9066959799689607,2.9066959799689607,-1.540133507147658,1.8676865835616105
546,74.210648,23.215281,0.13948,0.742956,0.0,0.0,1000.0,0.0,-1,1.683598,2.962203,3.120058,117,ok,,0.001721,default,2.962203,2.9622030762965137,2.9622030762965137,0.702241118654634,2.0104151055730304
547,73.374603,53.148371,-0.171033,-0.644658,0.0,0.0,1000.0,0.0,129,1.451308,2.970067,3.132557,117,ok,,0.00167,default,2.970067,2.970067238205105,2.970067238205105,-0.8030783458082649,-1.6653284271633773
548,29.239928,27.857558,0.298066,0.311678,0.0,0.0,1000.0,0.0,-7,1.598491,2.957899,3.136405,117,ok,,0.001921,default,2.957899,2.957898665769761,2.957898665769761,-2.652598589078714,2.4050669126619972
549,63.5728,37.709967,0.063395,0.078034,0.0,0.0,1000.0,0.0,-3,1.57568,2.992242,3.13658,117,ok,,0.001435,default,2.992242,2.99224204941125,2.99224204941125,2.6303722375032645,1.2115041476042592
550,44.25314,41.385624,-0.105117,-0.973515,0.0,0.0,1000.0,0.0,281,1.582819,3.005667,3.093606,117,ok,,0.001933,default,3.005667,3.00566664547062,3.00566664547062,1.8449583430233556,-1.49819671665146
551,65.239934,55.239978,0.224142,0.88285,0.0,0.0,1000.0,0.0,-1,1.627259,2.975608,3.118744,117,ok,,0.001634,default,2.975608,2.975608235754972,2.975608235754972,-2.780960145163247,-1.3726074632138765
552,16.650051,9.874982,-0.244847,-0.034183,0.0,0.0,1000.0,0.0,19,1.521074,2.992042,3.130247,117,ok,,0.001444,default,2.992042,2.9920418113068674,2.9920418113068674,-2.613475206660816,-1.6691334148138317
553,76.918778,22.48289,0.163811,-0.837942,0.0,0.0,1000.0,0.0,-259,1.568185,3.000335,3.091902,117,ok,,0.001318,default,3.000335,3.000335301268544,3.000335301268544,-0.626775854048871,2.9563350432878117
554,66.50658,28.03936,-0.26764,0.23537,0.0,0.0,1000.0,0.0,8,1.570756,2.90491,3.090182,117,ok,,0.001312,default,2.90491,2.904910280208694,2.904910280208694,2.5485493017211738,1.3198291998756382
555,50.09256,49.994568,0.003029,-0.154222,0.0,0.0,1000.0,0.0,0,1.466682,2.940515,3.11936,117,ok,,0.001465,default,2.940515,2.940514707179237,2.940514707179237,0.8121826986765726,-2.307177449416958
556,38.921825,15.022686,-0.12802,0.803609,0.0,0.0,1000.0,0.0,1,1.860308,3.008125,3.136735,117,ok,,0.001265,default,3.008125,3.008124924914346,3.008124924914346,2.7910046239614275,0.18871903228926712
557,58.729337,29.144803,-0.193945,0.568501,0.0,0.0,1000.0,0.0,2,1.619353,3.004068,3.137215,117,ok,,0.001135,default,3.004068,3.0040683607310514,3.0040683607310514,-0.18928294388288336,0.21737429669050456
558,58.969767,8.729516,0.23769,-0.481614,0.0,0.0,1000.0,0.0,-96,1.562406,2.947291,3.131467,117,ok,,0.00121,default,2.947291,2.9472907694620685,2.9472907694620685,3.1353062694090106,-0.25332983402468656
559,75.406484,69.439983,-0.051725,0.376728,0.0,0.0,1000.0,0.0,1,1.74763,2.996025,3.141177,117,ok,,0.001236,default,2.996025,2.9960252452877474,2.9960252452877474,-0.12495632301948234,0.6008337605050293
560,33.174262,12.635009,0.079141,-0.541801,0.0,0.0,1000.0,0.0,-40,1.493649,2.974268,3.134566,117,ok,,0.001325,default,2.974268,2.97426809515765,2.97426809515765,0.8495279394222486,-1.910500690277356
561,67.886325,12.014222,-0.281735,0.962447,0.0,0.0,1000.0,0.0,1,1.654178,2.989041,3.123392,117,ok,,0.001268,default,2.989041,2.989040656428923,2.989040656428923,1.1685847750309044,-0.47264313592421203
562,79.318592,37.072529,0.187217,-0.111827,0.0,0.0,1000.0,0.0,-19,1.606159,2.951535,3.137351,117,ok,,0.001739,default,2.951535,2.9515349592007607,2.9515349592007607,-0.39556827802805117,-0.41429519814975535
563,59.555157,58.257424,-0.142042,0.029703,0.0,0.0,1000.0,0.0,9,1.598493,2.978919,3.137826,117,ok,,0.001699,default,2.978919,2.978918521200265,2.978918521200265,-0.6524731665414265,1.8631813350260806
