id,m1,m2,q0star,alpha,phi0,tc,dist,incl,k,mean_20_300,p95_20_300,max_20_300,n_20_300,status,error_code,wall_time_s,model,score,p95_20_300_circ,p95_20_300_recalc,phi_ref_fpeak,phi_mcgt_fpeak
2680,39.742392,19.217524,-0.269796,0.068327,0.0,0.0,1000.0,0.0,14,1.652209,2.979652,3.119677,117,ok,,0.001912,default,2.979652,2.979651596118576,2.979651596118576,2.5027817858515196,0.40655659890639484
2681,48.155778,18.156441,0.221628,0.809551,0.0,0.0,1000.0,0.0,-1,1.841254,3.032856,3.139555,117,ok,,0.001536,default,3.032856,3.0328558952550027,3.0328558952550027,-1.3201674881449499,-1.276743611747147
2682,63.21586,16.885369,-0.24692,-0.148391,0.0,0.0,1000.0,0.0,29,1.640588,2.85556,3.038483,117,ok,,0.000808,default,2.85556,2.855559869875468,2.855559869875468,-2.591102909651939,0.9166687911219036
2683,79.963331,46.839979,0.061248,0.24522,0.0,0.0,1000.0,0.0,-2,1.689153,2.994032,3.134174,117,ok,,0.001568,default,2.994032,2.994031593071724,2.994031593071724,0.2331211862366782,-0.7836768826067093
2684,34.459209,24.922424,-0.107703,-0.828194,0.0,0.0,1000.0,0.0,164,1.669278,2.932266,3.134673,117,ok,,0.001864,default,2.932266,2.932266312984121,2.932266312984121,-0.7354089745043808,-0.20668009140228705
2685,66.323055,25.268074,-0.173042,-0.532053,0.0,0.0,1000.0,0.0,85,1.524504,2.981477,3.122947,117,ok,,0.002427,default,2.981477,2.981477291482779,2.981477291482779,-0.35613358436375364,0.07103017464338635
2686,56.401201,36.218807,0.295323,0.386579,0.0,0.0,1000.0,0.0,-5,1.600177,3.078295,3.134042,117,ok,,0.00218,default,3.078295,3.0782949041892165,3.0782949041892165,-2.8510817138537394,2.552863722401142
2687,72.701609,60.592012,-0.031591,-0.475783,0.0,0.0,1000.0,0.0,13,1.594245,3.009835,3.098321,117,ok,,0.002003,default,3.009835,3.0098345339372794,3.0098345339372794,0.31881853117250003,-2.778425503903602
2688,8.894554,6.792742,0.137544,0.574443,0.0,0.0,1000.0,0.0,-1,1.760081,2.999723,3.137364,117,ok,,0.001733,default,2.999723,2.9997225960128966,2.9997225960128966,2.4373295161730546,-0.2829686221603378
2689,73.207121,8.645305,-0.18426,-0.321724,0.0,0.0,1000.0,0.0,41,1.663715,2.93007,3.119697,117,ok,,0.001881,default,2.93007,2.930069767223256,2.930069767223256,-0.5181316270342329,2.089247553574051
2690,72.434157,29.334455,0.284289,0.721173,0.0,0.0,1000.0,0.0,-1,1.617672,2.983924,3.128505,117,ok,,0.001479,default,2.983924,2.983924245221161,2.983924245221161,3.0487649454448142,-1.6285290578871177
2691,56.0604,43.747012,-0.02388,-0.639236,0.0,0.0,1000.0,0.0,18,1.496097,2.973776,3.116785,117,ok,,0.001672,default,2.973776,2.973776321459127,2.973776321459127,2.0257395840790515,2.1892176933453023
2692,24.94569,23.638028,0.145071,0.286723,0.0,0.0,1000.0,0.0,-3,1.527019,2.896628,3.139383,117,ok,,0.001667,default,2.896628,2.89662831044784,2.89662831044784,2.5451424632032236,0.15774997256302115
2693,55.041248,34.799939,0.210401,0.083353,0.0,0.0,1000.0,0.0,-11,1.572737,3.033109,3.132968,117,ok,,0.001857,default,3.033109,3.033108739832495,3.033108739832495,2.85898842947414,-1.8032171909676542
2694,47.162435,10.000185,-0.257964,-0.998366,0.0,0.0,1000.0,0.0,759,1.519459,3.045436,3.137043,117,ok,,0.001594,default,3.045436,3.045436272357335,3.045436272357335,0.2657893145192425,2.3844466450967694
2695,63.465037,63.116929,0.06895,0.893293,0.0,0.0,1000.0,0.0,0,1.291014,2.152699,2.258093,117,ok,,0.001586,default,2.152699,2.1526985123196924,2.1526985123196924,-1.5449421202488853,-2.9906554991875254
2696,41.76854,18.423965,-0.100184,-0.056344,0.0,0.0,1000.0,0.0,8,1.621435,3.010558,3.12617,117,ok,,0.001895,default,3.010558,3.0105580479980585,3.0105580479980585,0.36891968843110945,1.7127049109732972
2697,49.632613,19.572022,0.016823,-0.813229,0.0,0.0,1000.0,0.0,-24,1.521432,2.967815,3.132363,117,ok,,0.001477,default,2.967815,2.9678145393546056,2.9678145393546056,-1.1477791373893176,1.034091510143714
2698,69.417323,15.408534,-0.114774,0.230187,0.0,0.0,1000.0,0.0,3,1.518065,2.94449,3.128282,117,ok,,0.001173,default,2.94449,2.9444897418656115,2.9444897418656115,0.24965822011289518,2.0568098696718486
2699,76.71497,48.218795,0.158238,-0.132198,0.0,0.0,1000.0,0.0,-17,1.550465,3.023478,3.101954,117,ok,,0.00117,default,3.023478,3.0234781983665373,3.0234781983665373,1.218085558949534,2.4979689439395507
2700,40.697152,28.170785,-0.272664,0.793304,0.0,0.0,1000.0,0.0,1,1.632415,3.005349,3.110082,117,ok,,0.001359,default,3.005349,3.005348641436977,3.005348641436977,0.8994254737953966,2.7475135177103454
2701,68.947785,30.923154,-0.038589,0.590422,0.0,0.0,1000.0,0.0,0,1.841136,3.003601,3.133698,117,ok,,0.002116,default,3.003601,3.003600649714674,3.003600649714674,-2.5769503632314343,-0.19351731917858928
2702,57.192436,33.594077,0.092899,-0.491816,0.0,0.0,1000.0,0.0,-39,1.584139,2.930732,3.129487,117,ok,,0.001943,default,2.930732,2.9307317266303965,2.9307317266303965,2.2004454982852675,1.9700504293625265
2703,78.319926,58.566933,-0.198858,0.401819,0.0,0.0,1000.0,0.0,3,1.528358,2.9673,3.139715,117,ok,,0.001623,default,2.9673,2.96729954131756,2.96729954131756,-1.643218390205904,-2.228144151590481
2704,9.722265,8.81782,0.232153,-0.547361,0.0,0.0,1000.0,0.0,-121,1.417466,3.01434,3.098985,117,ok,,0.000826,default,3.01434,3.0143398876678305,3.0143398876678305,0.8747241647901767,-1.0474699886691887
2705,59.93842,13.753499,-0.138262,0.940648,0.0,0.0,1000.0,0.0,0,2.077503,3.052813,3.130003,117,ok,,0.001653,default,3.052813,3.0528128903951104,3.0528128903951104,-2.2481563169855168,0.20917834663246992
2706,77.580012,5.103441,0.030835,-0.101746,0.0,0.0,1000.0,0.0,-3,1.624498,3.013288,3.104609,117,ok,,0.001931,default,3.013288,3.013288399621258,3.013288399621258,0.23192070021627664,-0.5079427523520987
2707,68.011177,61.20536,-0.296078,0.004733,0.0,0.0,1000.0,0.0,20,1.545908,3.001116,3.132199,117,ok,,0.001884,default,3.001116,3.0011156392074168,3.0011156392074168,2.9187198715863314,-2.330307393459673
2708,36.873575,30.055065,0.172323,-0.921699,0.0,0.0,1000.0,0.0,-377,1.587212,2.924004,3.076304,117,ok,,0.001951,default,2.924004,2.92400392807408,2.92400392807408,0.09176023435834324,1.5664487393314879
2709,78.12669,39.028049,0.106993,-0.717841,0.0,0.0,1000.0,0.0,-107,1.636007,3.009206,3.102674,117,ok,,0.001865,default,3.009206,3.0092061823150784,3.0092061823150784,-2.0994884426281892,0.4567090199345394
2710,51.430561,24.414456,-0.061994,0.363375,0.0,0.0,1000.0,0.0,1,1.696261,3.004622,3.132622,117,ok,,0.001638,default,3.004622,3.0046217162915894,3.0046217162915894,-1.410375736658949,1.1350694197269036
2711,67.72991,48.664927,0.246174,-0.274354,0.0,0.0,1000.0,0.0,-46,1.582316,2.861262,3.133618,117,ok,,0.000981,default,2.861262,2.8612618157859546,2.8612618157859546,1.5974938676068398,-2.827868587341978
2712,22.655616,18.720827,-0.222337,0.675756,0.0,0.0,1000.0,0.0,1,1.70534,3.029093,3.119649,117,ok,,0.001375,default,3.029093,3.0290933668964706,3.0290933668964706,2.706043246068937,0.22786923893905708
2713,64.487767,14.425955,0.270249,0.448196,0.0,0.0,1000.0,0.0,-4,1.531496,2.967948,3.130944,117,ok,,0.001436,default,2.967948,2.9679480155858013,2.9679480155858013,-0.864409553779204,2.4522305929136294
2714,64.309055,38.053664,-0.160799,-0.595692,0.0,0.0,1000.0,0.0,101,1.599284,3.001267,3.115067,117,ok,,0.001758,default,3.001267,3.001267315296256,3.001267315296256,1.0835831757933043,-1.4212087500004564
2715,54.10528,43.10949,0.130958,0.512779,0.0,0.0,1000.0,0.0,-1,1.685539,2.984488,3.12122,117,ok,,0.001683,default,2.984488,2.984488373846579,2.984488373846579,-0.4258705810173069,1.403083942258312
2716,35.552408,13.280188,-0.000492,-0.412219,0.0,0.0,1000.0,0.0,0,1.07475,2.826591,3.132145,117,ok,,0.001794,default,2.826591,2.8265909580483304,2.8265909580483304,-2.5846424327524122,-1.1800929519797911
2717,45.159371,26.654811,-0.234568,-0.209826,0.0,0.0,1000.0,0.0,34,1.600456,2.935553,3.12774,117,ok,,0.001741,default,2.935553,2.9355526166427848,2.9355526166427848,-0.49446725901009003,-1.6688125042373336
2718,52.964256,19.882204,0.196298,0.872886,0.0,0.0,1000.0,0.0,-1,1.680936,2.997754,3.138785,117,ok,,0.001753,default,2.997754,2.997753754906675,2.997753754906675,-2.486288745530512,-0.6242156628535795
2719,74.088349,72.238787,-0.076714,-0.766836,0.0,0.0,1000.0,0.0,92,1.559598,2.991204,3.134404,117,ok,,0.001584,default,2.991204,2.991203813616396,2.991203813616396,-0.8906579910336401,-1.9378564048601952
2720,32.646252,5.457605,0.054919,0.18184,0.0,0.0,1000.0,0.0,-2,1.685748,3.023405,3.124342,117,ok,,0.00179,default,3.023405,3.0234049350606127,3.0234049350606127,-2.174618422905697,1.19458871180327
2721,42.805927,6.756922,0.162144,0.644759,0.0,0.0,1000.0,0.0,-1,1.687955,2.974855,3.124802,117,ok,,0.002051,default,2.974855,2.97485539725422,2.97485539725422,-0.8767301258352767,-2.8197309766922514
2722,75.205739,22.235791,-0.269491,-0.311717,0.0,0.0,1000.0,0.0,58,1.56436,2.84747,3.074435,117,ok,,0.001402,default,2.84747,2.847470305038644,2.847470305038644,3.0173143838132184,-2.5498605181286003
2723,74.610689,54.153708,0.003517,0.331888,0.0,0.0,1000.0,0.0,0,0.53676,1.198031,1.324188,117,ok,,0.0013,default,1.198031,1.1980309103677655,1.1980309103677655,-2.4660022508503285,-3.0293119933666794
2724,30.274493,27.73558,-0.127348,-0.742994,0.0,0.0,1000.0,0.0,140,1.585888,2.967759,3.137357,117,ok,,0.001386,default,2.967759,2.967758968852092,2.967758968852092,-2.353014103420385,1.8349022423491839
2725,62.153716,36.706991,-0.19326,-0.882885,0.0,0.0,1000.0,0.0,364,1.625796,3.035484,3.110122,117,ok,,0.00141,default,3.035484,3.0354844078625782,3.0354844078625782,0.13507789770945067,-1.7803701346424639
2726,44.372757,40.387573,0.238192,0.034279,0.0,0.0,1000.0,0.0,-14,1.61579,2.98314,3.12361,117,ok,,0.001602,default,2.98314,2.983140124486781,2.983140124486781,-2.3487585135253326,-0.9890376757086905
2727,65.353776,56.420882,-0.053571,-0.078075,0.0,0.0,1000.0,0.0,5,1.519058,2.924472,3.049267,117,ok,,0.001637,default,2.924472,2.924471579326805,2.924471579326805,2.3662731116557723,-0.621921977006533
2728,15.6526,10.964443,0.077478,0.973617,0.0,0.0,1000.0,0.0,0,1.093638,1.756109,1.831513,117,ok,,0.001535,default,1.756109,1.756108500838325,1.756108500838325,-0.5720555746775347,-1.800103278456171
2729,75.756004,21.464983,-0.029571,0.154261,0.0,0.0,1000.0,0.0,1,1.706567,2.98727,3.138243,117,ok,,0.001127,default,2.98727,2.987269706454124,2.987269706454124,-0.8979101944327361,2.075418595135048
2730,66.65032,26.784999,0.138941,-0.803709,0.0,0.0,1000.0,0.0,-193,1.5687,3.066786,3.12727,117,ok,,0.001688,default,3.066786,3.0667860606129183,3.0667860606129183,0.031386177770835744,-0.25650336586633316
2731,51.017155,50.130065,-0.169223,0.83798,0.0,0.0,1000.0,0.0,1,1.691677,2.989882,3.123992,117,ok,,0.001616,default,2.989882,2.9898823283769427,2.9898823283769427,-0.690719534484197,-2.664666344308646
2732,37.91184,16.368456,0.299765,-0.235468,0.0,0.0,1000.0,0.0,-48,1.525931,2.879072,3.118043,117,ok,,0.001926,default,2.879072,2.879071794658492,2.879071794658492,0.23158085322534916,2.8215600186880927
2733,57.621602,29.011524,0.0651,-0.376824,0.0,0.0,1000.0,0.0,-18,1.565337,2.94393,3.103303,117,ok,,0.001898,default,2.94393,2.9439301932710715,2.9439301932710715,2.3688995607237135,-1.9498402678150448
2734,59.977535,7.420402,-0.103303,0.541836,0.0,0.0,1000.0,0.0,1,1.709532,2.979882,3.123398,117,ok,,0.001853,default,2.979882,2.97988152063406,2.97988152063406,-1.7707533191735383,-0.4382297754539408
2735,76.426609,70.346445,0.223616,-0.568603,0.0,0.0,1000.0,0.0,-126,1.54774,2.988528,3.084988,117,ok,,0.002449,default,2.988528,2.9885277648856867,2.9885277648856867,-1.0860641105793558,-2.610305977340868
2736,34.538451,12.489052,-0.245482,0.481655,0.0,0.0,1000.0,0.0,3,1.516162,2.943964,3.121439,117,ok,,0.002194,default,2.943964,2.9439644922546235,2.9439644922546235,3.0427481409303656,0.47374402380127023
2737,66.632107,10.985854,0.115554,-0.029727,0.0,0.0,1000.0,0.0,-9,1.573301,3.00682,3.13516,117,ok,,0.002115,default,3.00682,3.0068198759146285,3.0068198759146285,-2.0040862524191825,0.09141972239804019
2738,79.47247,35.909898,-0.015459,0.927221,0.0,0.0,1000.0,0.0,0,0.256761,0.421295,0.440822,117,ok,,0.002422,default,0.421295,0.4212945048485487,0.4212945048485487,1.2098801634625254,1.497788018686169
2739,60.90107,58.419403,0.276305,-0.962468,0.0,0.0,1000.0,0.0,-708,1.612811,3.016007,3.121549,117,ok,,0.001782,default,3.016007,3.016007331597615,3.016007331597615,-1.9836034918937049,0.8375451181457585
2740,31.965836,6.483827,-0.155184,0.11191,0.0,0.0,1000.0,0.0,7,1.588441,2.929417,3.070202,117,ok,,0.001603,default,2.929417,2.9294174750429587,2.9294174750429587,0.05257604790627113,0.595493441252632
2741,47.260796,41.813647,-0.089273,0.25229,0.0,0.0,1000.0,0.0,2,1.616793,3.00335,3.083812,117,ok,,0.001733,default,3.00335,3.003350371446721,3.003350371446721,1.0032661789200574,1.4312951737228836
2742,49.519578,17.780208,0.04163,-0.665348,0.0,0.0,1000.0,0.0,-34,1.644423,2.856957,3.018454,117,ok,,0.001417,default,2.856957,2.856956610016638,2.856956610016638,-3.096958319636091,0.8410639374852131
2743,79.068338,70.497199,-0.231379,0.693092,0.0,0.0,1000.0,0.0,1,1.726945,2.998088,3.136997,117,ok,,0.001099,default,2.998088,2.9980884912586463,2.9980884912586463,-2.3995428165595527,1.1819089621837264
2744,25.817274,20.76294,0.20022,-0.358097,0.0,0.0,1000.0,0.0,-51,1.556172,2.899498,3.125797,117,ok,,0.00082,default,2.899498,2.8994981773339745,2.8994981773339745,-2.6767244562487402,1.5138434518251636
2745,52.706039,17.198178,-0.283576,-0.523184,0.0,0.0,1000.0,0.0,135,1.482719,2.906887,3.089583,117,ok,,0.001507,default,2.906887,2.9068866381255387,2.9068866381255387,3.042797583960688,2.665448717422013
2746,62.421175,12.335251,0.185559,0.434283,0.0,0.0,1000.0,0.0,-3,1.529775,2.928559,3.137834,117,ok,,0.001566,default,2.928559,2.928558959244547,2.928558959244547,-3.1402081567966125,1.6813689975392858
2747,65.43368,45.900025,-0.14136,-0.453478,0.0,0.0,1000.0,0.0,52,1.619147,3.026751,3.137673,117,ok,,0.002207,default,3.026751,3.026750749167972,3.026750749167972,0.6630525668175444,-0.985015767987786
2748,39.451645,33.646214,0.027005,0.620442,0.0,0.0,1000.0,0.0,0,1.363541,2.608672,2.799994,117,ok,,0.002165,default,2.608672,2.6086723212594114,2.6086723212594114,0.04390650414528352,-1.4520242504710286
2749,70.854826,23.864634,0.261671,0.761311,0.0,0.0,1000.0,0.0,-1,1.634687,3.013553,3.130641,117,ok,,0.002735,default,3.013553,3.013553267874393,3.013553267874393,-2.702965422252559,1.120878777011491
2750,54.870661,31.686893,-0.207281,-0.156846,0.0,0.0,1000.0,0.0,25,1.705637,3.037051,3.116987,117,ok,,0.002052,default,3.037051,3.037051439172447,3.037051439172447,-0.8058259443453615,1.2333899062149207
2751,71.316481,46.117756,0.100884,0.199665,0.0,0.0,1000.0,0.0,-3,1.531667,2.983175,3.101714,117,ok,,0.002044,default,2.983175,2.983175037032598,2.983175037032598,1.3053760817116533,-0.13992872512207732
2752,21.267427,7.345703,-0.067665,-0.851066,0.0,0.0,1000.0,0.0,113,1.790558,3.033307,3.115823,117,ok,,0.002277,default,3.033307,3.0333068263020464,3.0333068263020464,2.855589137806657,-0.19541874009425797
2753,55.790567,8.087215,0.088506,0.413491,0.0,0.0,1000.0,0.0,-1,1.733407,3.028398,3.13186,117,ok,,0.002186,default,3.028398,3.0283982750344367,3.0283982750344367,-2.968332507466652,-0.8647455866604545
2754,70.867808,11.595187,-0.042397,-0.512097,0.0,0.0,1000.0,0.0,19,1.599944,2.985947,3.124726,117,ok,,0.001778,default,2.985947,2.985946950464585,2.985946950464585,-2.217716025529686,2.3888879854296015
2755,61.777093,54.422118,0.228346,0.594284,0.0,0.0,1000.0,0.0,-2,1.566706,3.023088,3.136068,117,ok,,0.002016,default,3.023088,3.023088365484843,3.023088365484843,0.9724382891618646,-0.36846790252882045
2756,40.764052,24.606277,-0.203252,-0.448741,0.0,0.0,1000.0,0.0,73,1.473483,2.977669,3.136052,117,ok,,0.00211,default,2.977669,2.9776687071610093,2.9776687071610093,2.452650613061241,1.5345991645041615
2757,75.096808,34.094758,-0.118582,-0.182871,0.0,0.0,1000.0,0.0,16,1.652599,3.000682,3.097445,117,ok,,0.002171,default,3.000682,3.000682359573923,3.000682359573923,2.261922762159024,0.6537308524315399
2758,45.158383,29.787944,0.01243,0.765914,0.0,0.0,1000.0,0.0,0,0.367488,0.652357,0.691233,117,ok,,0.00206,default,0.652357,0.6523570984532844,0.6523570984532844,-2.35594751047317,-2.7644928176070644
2759,61.679662,43.619714,-0.277058,-0.871717,0.0,0.0,1000.0,0.0,499,1.546834,2.918162,3.119486,117,ok,,0.002197,default,2.918162,2.918161650362823,2.918161650362823,1.4759017205318052,0.7862763579974903
2760,21.422147,17.646851,0.154431,0.210611,0.0,0.0,1000.0,0.0,-5,1.535198,2.95716,3.117479,117,ok,,0.003168,default,2.95716,2.9571604718704494,2.9571604718704494,1.2094208004818654,-0.12457308015458324
2761,69.990574,21.19316,-0.254157,0.92056,0.0,0.0,1000.0,0.0,1,1.62197,2.98838,3.136186,117,ok,,0.002533,default,2.98838,2.988380341985214,2.988380341985214,-2.1397198943806366,2.7049358313434695
2762,69.773855,34.894465,0.214795,-0.005547,0.0,0.0,1000.0,0.0,-15,1.543359,2.897473,3.041147,117,ok,,0.002047,default,2.897473,2.8974732489039816,2.8974732489039816,0.3864602601041316,1.956346498438048
2763,56.933629,48.796389,-0.095791,0.102809,0.0,0.0,1000.0,0.0,4,1.511827,2.935394,3.116186,117,ok,,0.002288,default,2.935394,2.935394002585218,2.935394002585218,-0.16828563399435836,-1.3785262759919839
2764,42.244024,8.107946,0.072758,-0.939758,0.0,0.0,1000.0,0.0,-171,1.504951,3.007016,3.098631,117,ok,,0.001887,default,3.007016,3.007015549972232,3.007015549972232,-0.9233796640076708,-0.6179122286965573
2765,51.814768,32.689024,0.288683,-0.674376,0.0,0.0,1000.0,0.0,-244,1.530378,2.986084,3.132093,117,ok,,0.001418,default,2.986084,2.9860836272121825,2.9860836272121825,2.3261875093969433,-2.2571586677287065
2766,57.989026,15.5707,-0.180453,0.274927,0.0,0.0,1000.0,0.0,5,1.528581,2.974729,3.084999,117,ok,,0.001912,default,2.974729,2.9747288215659347,2.9747288215659347,1.2926875372793454,-0.6226622617314312
2767,79.04225,76.295203,0.148879,-0.364679,0.0,0.0,1000.0,0.0,-39,1.574198,2.912806,3.086633,117,ok,,0.001935,default,2.912806,2.9128058074591365,2.9128058074591365,1.280494300097125,1.4413432181044676
2768,26.246228,11.709199,-0.019487,0.717191,0.0,0.0,1000.0,0.0,0,0.688116,1.25211,1.332258,117,ok,,0.001837,default,1.25211,1.2521097185486354,1.2521097185486354,-2.662397639833209,-1.9003176449191024
2769,79.424218,12.937739,0.191316,-0.794072,0.0,0.0,1000.0,0.0,-256,1.524584,2.913873,3.112206,117,ok,,0.001888,default,2.913873,2.91387318175726,2.91387318175726,0.07341310442981808,-2.8359554502145947
2770,75.68511,25.461251,-0.240136,0.131012,0.0,0.0,1000.0,0.0,10,1.537846,3.018992,3.140703,117,ok,,0.002484,default,3.018992,3.0189920386085984,3.0189920386085984,-2.9681944383421115,-2.5181474151138623
2771,59.23588,47.94876,0.049352,-0.229251,0.0,0.0,1000.0,0.0,-8,1.550088,2.975805,3.088845,117,ok,,0.001965,default,2.975805,2.9758054186881964,2.9758054186881964,-1.7103663250775565,-0.8201068142711314
2772,29.460055,17.092673,-0.081697,0.814247,0.0,0.0,1000.0,0.0,0,1.94033,3.040012,3.130957,117,ok,,0.002453,default,3.040012,3.040011711816925,3.040011711816925,3.0111539065674116,-1.0098027362578392
2773,60.103448,38.653495,-0.166367,0.547889,0.0,0.0,1000.0,0.0,2,1.6879,3.02024,3.105678,117,ok,,0.002527,default,3.02024,3.020239613257231,3.020239613257231,-0.8529885860703672,-1.422546199493052
2774,49.681534,7.281592,0.265268,-0.400393,0.0,0.0,1000.0,0.0,-79,1.551763,2.938506,3.137147,117,ok,,0.002081,default,2.938506,2.9385063843492203,2.9385063843492203,-2.94638350521781,-2.773758631613429
2775,66.201633,66.092916,-0.005474,0.49112,0.0,0.0,1000.0,0.0,0,0.450417,0.922871,1.003098,117,ok,,0.002216,default,0.922871,0.9228713103009518,0.9228713103009518,0.7769690112648409,1.2629137818644658
2776,36.44866,22.206482,0.125391,-0.59168,0.0,0.0,1000.0,0.0,-77,1.576056,2.956993,3.128031,117,ok,,0.002218,default,2.956993,2.9569930161732487,2.9569930161732487,-2.2108807967524484,-2.7526060694992474
2777,46.74808,16.375932,-0.056427,-0.286057,0.0,0.0,1000.0,0.0,11,1.633454,3.000416,3.125007,117,ok,,0.002413,default,3.000416,3.0004163204288545,3.0004163204288545,-0.27066392308027787,3.079728049468894
2778,64.923543,20.636673,0.111976,0.640523,0.0,0.0,1000.0,0.0,-1,1.84364,3.013952,3.12807,117,ok,,0.002295,default,3.013952,3.0139518362744804,3.0139518362744804,-1.4930037992268197,-0.9783310209907068
2779,71.231439,43.942395,-0.217356,-0.721733,0.0,0.0,1000.0,0.0,220,1.342163,2.819492,3.137021,117,ok,,0.002871,default,2.819492,2.8194915909502654,2.8194915909502654,-2.361286920704881,2.8860351447049233
2780,37.430193,31.310423,0.251742,0.320331,0.0,0.0,1000.0,0.0,-5,1.583424,2.889942,3.078209,117,ok,,0.002219,default,2.889942,2.8899419907070336,2.8899419907070336,-1.8464867697775027,0.03371126260250534
2781,64.947552,28.165943,0.035818,0.055437,0.0,0.0,1000.0,0.0,-2,1.687973,3.016008,3.130858,117,ok,,0.00189,default,3.016008,3.016008067154435,3.016008067154435,-1.6335426535008288,0.8554406896247038
2782,53.430506,39.938203,-0.132695,-0.894339,0.0,0.0,1000.0,0.0,261,1.502725,2.934009,3.125024,117,ok,,0.002386,default,2.934009,2.934009412412119,2.934009412412119,0.27246509391111573,0.9558139745764542
2783,74.482407,51.892261,0.177891,0.999166,0.0,0.0,1000.0,0.0,0,2.150033,3.059261,3.133609,117,ok,,0.002642,default,3.059261,3.0592614521436525,3.0592614521436525,-0.5090286270999176,-3.090103484205323
2784,13.148886,7.187154,-0.291097,-0.0822,0.0,0.0,1000.0,0.0,27,1.540507,2.88892,3.135928,117,ok,,0.00229,default,2.88892,2.888920104710498,2.888920104710498,0.178977821362575,0.34181372654747477
2785,62.575663,5.887838,-0.108868,-0.619276,0.0,0.0,1000.0,0.0,74,1.711532,2.97983,3.073532,117,ok,,0.001809,default,2.97983,2.979829846184168,2.979829846184168,-2.950451797318191,1.1321827965035673
2786,73.365017,42.309948,0.06012,0.454264,0.0,0.0,1000.0,0.0,-1,1.718738,3.000172,3.141494,117,ok,,0.002954,default,3.000172,3.000172061730772,3.000172061730772,-2.2298811613154506,-2.059290461113214
2787,54.2457,52.241054,-0.250461,-0.435312,0.0,0.0,1000.0,0.0,85,1.599973,3.01342,3.135311,117,ok,,0.00189,default,3.01342,3.013419880502756,3.013419880502756,-1.3446160034240204,-2.666370095987862
2788,27.085173,10.795304,0.21805,0.52226,0.0,0.0,1000.0,0.0,-2,1.561176,2.920007,3.105286,117,ok,,0.00399,default,2.920007,2.920006502886363,2.920006502886363,-3.0469311036689994,-1.4653790583163424
2789,44.432473,36.27561,0.133961,0.849652,0.0,0.0,1000.0,0.0,0,2.028726,3.016222,3.124902,117,ok,,0.002009,default,3.016222,3.016222492411724,3.016222492411724,2.1424382084301605,-1.1314396853979733
2790,42.679127,22.952423,-0.035136,-0.200204,0.0,0.0,1000.0,0.0,5,1.537345,2.961483,3.13855,117,ok,,0.001769,default,2.961483,2.9614828557547925,2.9614828557547925,-0.40488777385257535,-1.0566482466828937
2791,73.565504,63.878822,0.294199,0.158123,0.0,0.0,1000.0,0.0,-11,1.584668,3.064879,3.138731,117,ok,,0.005287,default,3.064879,3.064879448578099,3.064879448578099,-2.303491432676916,1.1955790875821712
2792,28.976501,15.149287,-0.174202,-0.760635,0.0,0.0,1000.0,0.0,205,1.518306,2.891409,3.125251,117,ok,,0.002162,default,2.891409,2.891408904529984,2.891408904529984,-2.8015860174834613,2.776025057279906
2793,57.751225,23.397114,0.243171,-0.113215,0.0,0.0,1000.0,0.0,-25,1.521471,2.973961,3.112605,117,ok,,0.00199,default,2.973961,2.9739609528443105,2.9739609528443105,0.12685475057126538,0.3918442521216825
2794,67.281223,9.633958,-0.187694,0.961821,0.0,0.0,1000.0,0.0,0,2.161741,3.038478,3.131622,117,ok,,0.001793,default,3.038478,3.038478069698842,3.038478069698842,-1.0600988156206554,2.0391345931693543
2795,68.463589,50.982031,0.083043,-0.92584,0.0,0.0,1000.0,0.0,-185,1.421121,2.990195,3.140588,117,ok,,0.002053,default,2.990195,2.990195255185521,2.990195255185521,-1.409605754882918,-0.2604425020811796
2796,39.769705,34.07813,-0.04859,0.030298,0.0,0.0,1000.0,0.0,3,1.606197,3.053594,3.129954,117,ok,,0.002171,default,3.053594,3.05359376294535,3.05359376294535,-2.6037089347549243,2.9942243394757746
2797,77.088937,30.503595,-0.263925,0.359154,0.0,0.0,1000.0,0.0,5,1.571558,2.987678,3.136752,117,ok,,0.001541,default,2.987678,2.987678359147112,2.987678359147112,0.9625416782792513,1.4451336752926345
2798,60.463705,27.796389,0.167123,-0.692196,0.0,0.0,1000.0,0.0,-151,1.590876,3.06636,3.141166,117,ok,,0.001487,default,3.06636,3.0663596300235283,3.0663596300235283,1.1090592390885643,-1.7660190701607696
2799,76.838513,50.265582,-0.122368,0.664214,0.0,0.0,1000.0,0.0,1,1.843873,3.0054,3.113491,117,ok,,0.002131,default,3.0054,3.005400060911577,3.005400060911577,-0.7275599130503778,-1.2230373458344097
2800,14.775707,14.202186,0.009082,-0.253109,0.0,0.0,1000.0,0.0,-2,1.683532,2.957503,3.111378,117,ok,,0.00196,default,2.957503,2.9575025381319646,2.9575025381319646,1.8902995873730006,0.6642864643766089
2801,49.480645,10.44561,-0.21109,0.234775,0.0,0.0,1000.0,0.0,6,1.584037,2.934482,3.022569,117,ok,,0.003011,default,2.934482,2.9344820417645803,2.9344820417645803,1.9080314490866215,0.3387480774254392
2802,77.889706,17.90468,0.257275,-0.839239,0.0,0.0,1000.0,0.0,-409,1.581641,2.829943,3.126448,117,ok,,0.002362,default,2.829943,2.829942758829608,2.829942758829608,0.9425984597315349,-2.267633640641005
