id,m1,m2,q0star,alpha,phi0,tc,dist,incl,k,mean_20_300,p95_20_300,max_20_300,n_20_300,status,error_code,wall_time_s,model,score,p95_20_300_circ,p95_20_300_recalc,n_jalons_total,n_jalons_used,penalty_mean
671,74.140149,48.779648,0.086560,0.269139,0.000000,0.000000,1000.000000,0.000000,-2,1.629259,2.987841,3.132395,117,ok,,0.001062,default,2.987841,2.987841,2.987841,0,0,0.000000
672,18.678778,5.478471,-0.045074,-0.680237,0.000000,0.000000,1000.000000,0.000000,39,1.618755,3.095932,3.134852,117,ok,,0.001479,default,3.095932,3.095932,3.095932,0,0,0.000000
673,75.869012,6.706297,-0.153475,-0.147094,0.000000,0.000000,1000.000000,0.000000,18,1.589450,2.984927,3.123395,117,ok,,0.002038,default,2.984927,2.984927,2.984927,0,0,0.000000
674,75.183688,26.745806,0.278160,0.810146,0.000000,0.000000,1000.000000,0.000000,-1,1.678067,3.023836,3.130527,117,ok,,0.002628,default,3.023836,3.023836,3.023836,0,0,0.000000
675,54.194641,51.133015,-0.013676,-0.829583,0.000000,0.000000,1000.000000,0.000000,21,1.675005,2.920599,3.039566,117,ok,,0.001841,default,2.920599,2.920599,2.920599,0,0,0.000000
676,27.768466,16.325266,0.117189,0.244595,0.000000,0.000000,1000.000000,0.000000,-3,1.536859,3.005915,3.124801,117,ok,,0.002363,default,3.005915,3.005915,3.005915,0,0,0.000000
677,57.726036,36.663769,0.201865,0.385465,0.000000,0.000000,1000.000000,0.000000,-3,1.519496,2.950382,3.136381,117,ok,,0.002408,default,2.950382,2.950382,2.950382,0,0,0.000000
678,44.342160,7.388638,-0.229588,-0.532953,0.000000,0.000000,1000.000000,0.000000,113,1.509039,2.986348,3.106741,117,ok,,0.001772,default,2.986348,2.986348,2.986348,0,0,0.000000
679,70.452605,65.402112,0.043494,0.575526,0.000000,0.000000,1000.000000,0.000000,0,1.822658,2.987807,3.125344,117,ok,,0.001552,default,2.987807,2.987807,2.987807,0,0,0.000000
680,34.506106,15.676939,-0.087555,-0.474974,0.000000,0.000000,1000.000000,0.000000,35,1.437631,3.008229,3.090188,117,ok,,0.001482,default,3.008229,3.008229,3.008229,0,0,0.000000
681,42.919504,21.441257,0.020582,-0.655590,0.000000,0.000000,1000.000000,0.000000,-16,1.517526,2.931709,3.124281,117,ok,,0.001206,default,2.931709,2.931709,2.931709,0,0,0.000000
682,66.600236,22.194885,-0.147931,0.301132,0.000000,0.000000,1000.000000,0.000000,3,1.511445,3.005282,3.104922,117,ok,,0.002153,default,3.005282,3.005282,3.005282,0,0,0.000000
683,74.725973,50.161265,0.179062,-0.336621,0.000000,0.000000,1000.000000,0.000000,-42,1.608411,2.899803,3.130965,117,ok,,0.001637,default,2.899803,2.899803,2.899803,0,0,0.000000
684,37.953305,30.233024,-0.289927,0.738015,0.000000,0.000000,1000.000000,0.000000,1,1.681900,3.009542,3.135985,117,ok,,0.001594,default,3.009542,3.009542,3.009542,0,0,0.000000
685,62.257574,28.978034,-0.074007,0.878397,0.000000,0.000000,1000.000000,0.000000,0,1.460916,2.453485,2.576489,117,ok,,0.001967,default,2.453485,2.453485,2.453485,0,0,0.000000
686,59.938359,40.357531,0.094396,-0.039503,0.000000,0.000000,1000.000000,0.000000,-7,1.580846,2.887801,3.130578,117,ok,,0.002138,default,2.887801,2.887801,2.887801,0,0,0.000000
687,76.448046,56.527610,-0.213842,0.067000,0.000000,0.000000,1000.000000,0.000000,11,1.589379,3.016931,3.134307,117,ok,,0.001926,default,3.016931,3.016931,3.016931,0,0,0.000000
688,12.541424,10.930386,0.255257,-0.983958,0.000000,0.000000,1000.000000,0.000000,-711,1.516485,2.895810,3.021678,117,ok,,0.001948,default,2.895810,2.895810,2.895810,0,0,0.000000
689,52.666857,10.936339,-0.124443,0.528156,0.000000,0.000000,1000.000000,0.000000,1,1.682783,3.010270,3.130058,117,ok,,0.002059,default,3.010270,3.010270,3.010270,0,0,0.000000
690,79.449312,12.448246,0.006570,-0.429557,0.000000,0.000000,1000.000000,0.000000,-2,1.694832,3.064527,3.125746,117,ok,,0.001438,default,3.064527,3.064527,3.064527,0,0,0.000000
691,65.390485,58.461444,-0.266512,0.464069,0.000000,0.000000,1000.000000,0.000000,3,1.526577,2.939239,3.123136,117,ok,,0.001591,default,2.939239,2.939239,2.939239,0,0,0.000000
692,39.567510,31.997614,0.164976,-0.609605,0.000000,0.000000,1000.000000,0.000000,-109,1.517568,2.990766,3.078791,117,ok,,0.000958,default,2.990766,2.990766,2.990766,0,0,0.000000
693,70.823057,41.773895,0.080302,-0.750963,0.000000,0.000000,1000.000000,0.000000,-91,1.650979,2.993972,3.092023,117,ok,,0.001569,default,2.993972,2.993972,2.993972,0,0,0.000000
694,49.485511,31.791331,-0.050601,0.167928,0.000000,0.000000,1000.000000,0.000000,2,1.687273,3.018722,3.141230,117,ok,,0.001905,default,3.018722,3.018722,3.018722,0,0,0.000000
695,70.549004,46.085424,0.241235,-0.194449,0.000000,0.000000,1000.000000,0.000000,-33,1.679306,2.897992,3.087524,117,ok,,0.001718,default,2.897992,2.897992,2.897992,0,0,0.000000
696,21.373572,20.783810,-0.190363,0.855548,0.000000,0.000000,1000.000000,0.000000,1,1.655580,2.985463,3.124659,117,ok,,0.001172,default,2.985463,2.985463,2.985463,0,0,0.000000
697,66.591205,17.175560,0.292199,0.020606,0.000000,0.000000,1000.000000,0.000000,-18,1.522032,2.944483,3.134149,117,ok,,0.001163,default,2.944483,2.944483,2.944483,0,0,0.000000
698,62.369982,36.023469,-0.176936,-0.935612,0.000000,0.000000,1000.000000,0.000000,408,1.463234,2.704725,3.130544,117,ok,,0.001610,default,2.704725,2.704725,2.704725,0,0,0.000000
699,60.859587,45.932335,0.131302,0.956025,0.000000,0.000000,1000.000000,0.000000,0,1.956626,3.066585,3.137457,117,ok,,0.001793,default,3.066585,3.066585,3.066585,0,0,0.000000
700,33.686571,6.599123,-0.037064,-0.119083,0.000000,0.000000,1000.000000,0.000000,4,1.558473,2.890745,3.123971,117,ok,,0.001590,default,2.890745,2.890745,2.890745,0,0,0.000000
701,47.230738,23.834614,-0.252984,-0.258977,0.000000,0.000000,1000.000000,0.000000,44,1.660216,3.001206,3.116330,117,ok,,0.001553,default,3.001206,3.001206,3.001206,0,0,0.000000
702,54.828017,17.884079,0.215968,0.658419,0.000000,0.000000,1000.000000,0.000000,-1,1.654734,2.987024,3.131412,117,ok,,0.001423,default,2.987024,2.987024,2.987024,0,0,0.000000
703,79.034284,71.341387,-0.111024,-0.701968,0.000000,0.000000,1000.000000,0.000000,104,1.497866,2.934658,3.131406,117,ok,,0.001004,default,2.934658,2.934658,2.934658,0,0,0.000000
704,25.923997,7.394606,0.057524,0.349463,0.000000,0.000000,1000.000000,0.000000,-1,1.699040,3.013064,3.116057,117,ok,,0.001485,default,3.013064,3.013064,3.013064,0,0,0.000000
705,69.947952,8.117812,-0.078725,-0.911920,0.000000,0.000000,1000.000000,0.000000,166,1.450482,2.937030,3.117494,117,ok,,0.002801,default,2.937030,2.937030,2.937030,0,0,0.000000
706,70.911030,35.010902,0.052178,0.014433,0.000000,0.000000,1000.000000,0.000000,-3,1.572697,2.946035,3.132204,117,ok,,0.002563,default,2.946035,2.946035,2.946035,0,0,0.000000
707,56.893876,54.397779,-0.237237,-0.095885,0.000000,0.000000,1000.000000,0.000000,23,1.641445,3.071667,3.120757,117,ok,,0.001666,default,3.071667,3.071667,3.071667,0,0,0.000000
708,24.557941,8.220370,0.194361,0.946436,0.000000,0.000000,1000.000000,0.000000,0,2.097413,3.030550,3.134707,117,ok,,0.001553,default,3.030550,3.030550,3.030550,0,0,0.000000
709,51.781865,34.116808,0.128446,0.681545,0.000000,0.000000,1000.000000,0.000000,-1,1.836795,3.012153,3.123566,117,ok,,0.001665,default,3.012153,3.012153,3.012153,0,0,0.000000
710,45.209008,15.676274,-0.002567,-0.268493,0.000000,0.000000,1000.000000,0.000000,0,1.500769,2.941482,3.130250,117,ok,,0.001626,default,2.941482,2.941482,2.941482,0,0,0.000000
711,76.264008,61.646776,0.268103,0.373074,0.000000,0.000000,1000.000000,0.000000,-5,1.564723,2.906383,3.113534,117,ok,,0.001667,default,2.906383,2.906383,2.906383,0,0,0.000000
712,26.351239,17.605918,-0.163386,-0.708062,0.000000,0.000000,1000.000000,0.000000,157,1.506854,2.911912,3.094027,117,ok,,0.001945,default,2.911912,2.911912,2.911912,0,0,0.000000
713,55.748513,21.232336,0.244092,-0.417982,0.000000,0.000000,1000.000000,0.000000,-78,1.631310,3.030036,3.138948,117,ok,,0.001595,default,3.030036,3.030036,3.030036,0,0,0.000000
714,69.807344,11.709912,-0.224860,0.506875,0.000000,0.000000,1000.000000,0.000000,2,1.514948,2.959474,3.043330,117,ok,,0.001777,default,2.959474,2.959474,2.959474,0,0,0.000000
715,61.736765,48.744017,0.104398,-0.605356,0.000000,0.000000,1000.000000,0.000000,-68,1.529677,2.873675,3.141361,117,ok,,0.002040,default,2.873675,2.873675,2.873675,0,0,0.000000
716,42.222586,40.878196,-0.064151,0.438399,0.000000,0.000000,1000.000000,0.000000,1,1.708073,2.992115,3.140652,117,ok,,0.002030,default,2.992115,2.992115,2.992115,0,0,0.000000
717,75.063328,32.739108,-0.298812,0.172042,0.000000,0.000000,1000.000000,0.000000,11,1.558856,3.004752,3.134972,117,ok,,0.001898,default,3.004752,3.004752,3.004752,0,0,0.000000
718,58.012753,29.895240,0.170323,-0.776500,0.000000,0.000000,1000.000000,0.000000,-213,1.726150,2.959855,3.056740,117,ok,,0.002024,default,2.959855,2.959855,2.959855,0,0,0.000000
719,79.000785,43.589086,-0.140190,0.866982,0.000000,0.000000,1000.000000,0.000000,0,2.056007,3.025288,3.134244,117,ok,,0.001711,default,3.025288,3.025288,3.025288,0,0,0.000000
720,21.525446,11.677998,0.028176,-0.215588,0.000000,0.000000,1000.000000,0.000000,-4,1.570963,2.969990,3.120570,117,ok,,0.001769,default,2.969990,2.969990,2.969990,0,0,0.000000
721,46.864512,12.971805,-0.201464,0.296408,0.000000,0.000000,1000.000000,0.000000,5,1.539917,3.026441,3.134265,117,ok,,0.001851,default,3.026441,3.026441,3.026441,0,0,0.000000
722,75.724863,20.594055,0.229988,-0.629441,0.000000,0.000000,1000.000000,0.000000,-164,1.468308,3.004542,3.125915,117,ok,,0.002050,default,3.004542,3.004542,3.004542,0,0,0.000000
723,71.343875,59.215010,-0.040681,0.726946,0.000000,0.000000,1000.000000,0.000000,0,1.386136,2.509710,2.668100,117,ok,,0.001878,default,2.509710,2.509710,2.509710,0,0,0.000000
724,31.270656,29.408250,0.090368,-0.315848,0.000000,0.000000,1000.000000,0.000000,-20,1.603651,2.903956,3.135675,117,ok,,0.001748,default,2.903956,2.903956,2.903956,0,0,0.000000
725,65.053139,38.676654,0.156284,-0.050468,0.000000,0.000000,1000.000000,0.000000,-13,1.504805,2.943963,3.131824,117,ok,,0.001739,default,2.943963,2.943963,2.943963,0,0,0.000000
726,49.731050,39.905285,-0.275352,0.899066,0.000000,0.000000,1000.000000,0.000000,1,1.671678,2.956852,3.120652,117,ok,,0.001304,default,2.956852,2.956852,2.956852,0,0,0.000000
727,66.169855,51.997267,0.014063,-0.988571,0.000000,0.000000,1000.000000,0.000000,-40,1.650480,2.911090,3.085196,117,ok,,0.000917,default,2.911090,2.911090,2.911090,0,0,0.000000
728,22.164441,13.117693,-0.116803,0.093037,0.000000,0.000000,1000.000000,0.000000,6,1.545665,2.994551,3.085797,117,ok,,0.001737,default,2.994551,2.994551,2.994551,0,0,0.000000
729,79.538929,16.418577,0.066273,0.787385,0.000000,0.000000,1000.000000,0.000000,0,1.797091,3.045333,3.137080,117,ok,,0.001421,default,3.045333,3.045333,3.045333,0,0,0.000000
730,64.953564,25.419209,-0.102130,-0.137945,0.000000,0.000000,1000.000000,0.000000,11,1.509645,2.908123,3.117790,117,ok,,0.001427,default,2.908123,2.908123,2.908123,0,0,0.000000
731,48.062907,43.893491,0.208383,0.220374,0.000000,0.000000,1000.000000,0.000000,-6,1.593605,2.938666,3.058241,117,ok,,0.001374,default,2.938666,2.938666,2.938666,0,0,0.000000
732,37.405286,17.052339,-0.260716,-0.822878,0.000000,0.000000,1000.000000,0.000000,389,1.664462,2.990652,3.093772,117,ok,,0.000828,default,2.990652,2.990652,2.990652,0,0,0.000000
733,60.210747,28.217135,-0.026055,-0.557010,0.000000,0.000000,1000.000000,0.000000,14,1.668356,2.925657,3.082191,117,ok,,0.001076,default,2.925657,2.925657,2.925657,0,0,0.000000
734,53.453123,7.248106,0.142458,0.392006,0.000000,0.000000,1000.000000,0.000000,-2,1.579649,3.027432,3.106729,117,ok,,0.001670,default,3.027432,3.027432,3.027432,0,0,0.000000
735,74.442051,66.196200,-0.186800,-0.497563,0.000000,0.000000,1000.000000,0.000000,80,1.562783,2.964393,3.134826,117,ok,,0.001188,default,2.964393,2.964393,2.964393,0,0,0.000000
736,36.418045,7.154845,0.282188,0.584503,0.000000,0.000000,1000.000000,0.000000,-2,1.524446,2.906530,3.111140,117,ok,,0.001049,default,2.906530,2.906530,2.906530,0,0,0.000000
737,57.857375,5.927018,0.098792,0.117706,0.000000,0.000000,1000.000000,0.000000,-4,1.517118,2.942914,3.129153,117,ok,,0.001798,default,2.942914,2.942914,2.942914,0,0,0.000000
738,73.398511,9.601622,-0.070196,-0.956600,0.000000,0.000000,1000.000000,0.000000,176,1.561833,2.874571,3.103744,117,ok,,0.001692,default,2.874571,2.874571,2.874571,0,0,0.000000
739,68.568031,52.188677,0.259066,0.936913,0.000000,0.000000,1000.000000,0.000000,-1,1.646210,2.995335,3.137691,117,ok,,0.001687,default,2.995335,2.995335,2.995335,0,0,0.000000
740,34.046357,27.063731,-0.209445,-0.019955,0.000000,0.000000,1000.000000,0.000000,15,1.638647,3.037559,3.108370,117,ok,,0.001688,default,3.037559,3.037559,3.037559,0,0,0.000000
741,77.204805,36.325698,-0.144120,-0.348325,0.000000,0.000000,1000.000000,0.000000,35,1.595979,2.929616,3.129745,117,ok,,0.001765,default,2.929616,2.929616,2.929616,0,0,0.000000
742,42.702858,27.753189,0.024977,0.702783,0.000000,0.000000,1000.000000,0.000000,0,0.929834,1.704485,1.815878,117,ok,,0.001576,default,1.704485,1.704485,1.704485,0,0,0.000000
743,63.837353,50.378582,-0.285530,-0.659480,0.000000,0.000000,1000.000000,0.000000,228,1.527610,2.797984,3.125552,117,ok,,0.002113,default,2.797984,2.797984,2.797984,0,0,0.000000
744,15.118081,14.736522,0.182871,0.258086,0.000000,0.000000,1000.000000,0.000000,-5,1.546858,2.931848,3.120762,117,ok,,0.001801,default,2.931848,2.931848,2.931848,0,0,0.000000
745,62.682382,23.427707,-0.233397,0.610637,0.000000,0.000000,1000.000000,0.000000,2,1.595446,3.005162,3.116845,117,ok,,0.002038,default,3.005162,3.005162,3.005162,0,0,0.000000
746,67.324440,42.275899,0.197468,-0.463149,0.000000,0.000000,1000.000000,0.000000,-75,1.512461,2.957221,3.134200,117,ok,,0.001897,default,2.957221,2.957221,2.957221,0,0,0.000000
747,54.349566,50.957696,-0.091950,0.428387,0.000000,0.000000,1000.000000,0.000000,1,1.723765,3.009640,3.136189,117,ok,,0.001930,default,3.009640,3.009640,3.009640,0,0,0.000000
748,39.721373,10.765251,0.039684,-0.528939,0.000000,0.000000,1000.000000,0.000000,-19,1.505483,2.801947,3.135068,117,ok,,0.001742,default,2.801947,2.801947,2.801947,0,0,0.000000
749,44.547765,30.525641,0.273764,-0.856821,0.000000,0.000000,1000.000000,0.000000,-466,1.478109,2.960950,3.073401,117,ok,,0.001980,default,2.960950,2.960950,2.960950,0,0,0.000000
750,60.514325,22.910945,-0.157285,0.193769,0.000000,0.000000,1000.000000,0.000000,5,1.562335,3.015459,3.139937,117,ok,,0.001933,default,3.015459,3.015459,3.015459,0,0,0.000000
751,76.805631,73.679071,0.113379,-0.166518,0.000000,0.000000,1000.000000,0.000000,-14,1.644291,3.020521,3.138037,117,ok,,0.002026,default,3.020521,3.020521,3.020521,0,0,0.000000
752,28.935603,14.161258,-0.018072,0.751505,0.000000,0.000000,1000.000000,0.000000,0,0.563014,1.006744,1.068034,117,ok,,0.001877,default,1.006744,1.006744,1.006744,0,0,0.000000
753,72.747721,10.488259,0.220947,-0.737110,0.000000,0.000000,1000.000000,0.000000,-237,1.589108,2.949366,3.132814,117,ok,,0.001832,default,2.949366,2.949366,2.949366,0,0,0.000000
754,77.919731,32.210990,-0.247418,0.337669,0.000000,0.000000,1000.000000,0.000000,5,1.579252,3.031317,3.111517,117,ok,,0.001784,default,3.031317,3.031317,3.031317,0,0,0.000000
755,56.713151,45.923151,0.063089,-0.301930,0.000000,0.000000,1000.000000,0.000000,-13,1.659792,3.007573,3.094818,117,ok,,0.001719,default,3.007573,3.007573,3.007573,0,0,0.000000
756,31.621431,19.191524,-0.106044,0.654435,0.000000,0.000000,1000.000000,0.000000,1,1.778550,3.014917,3.125767,117,ok,,0.001534,default,3.014917,3.014917,3.014917,0,0,0.000000
757,53.376625,41.178725,-0.171370,0.983293,0.000000,0.000000,1000.000000,0.000000,0,2.152833,3.058158,3.137350,117,ok,,0.001400,default,3.058158,3.058158,3.058158,0,0,0.000000
758,47.518229,14.081658,0.297178,-0.068288,0.000000,0.000000,1000.000000,0.000000,-26,1.550102,2.925443,3.127713,117,ok,,0.001078,default,2.925443,2.925443,2.925443,0,0,0.000000
759,68.653618,64.090204,-0.032084,0.040060,0.000000,0.000000,1000.000000,0.000000,2,1.695311,2.990071,3.133650,117,ok,,0.001180,default,2.990071,2.990071,2.990071,0,0,0.000000
760,38.524614,19.969928,0.136867,-0.877002,0.000000,0.000000,1000.000000,0.000000,-252,1.616505,3.013741,3.135255,117,ok,,0.001496,default,3.013741,3.013741,3.013741,0,0,0.000000
761,49.446584,18.906699,-0.056166,-0.245124,0.000000,0.000000,1000.000000,0.000000,9,1.576166,2.882553,3.129590,117,ok,,0.001324,default,2.882553,2.882553,2.882553,0,0,0.000000
762,62.763273,18.011412,0.075322,0.828159,0.000000,0.000000,1000.000000,0.000000,0,1.776024,3.055630,3.141270,117,ok,,0.001576,default,3.055630,3.055630,3.055630,0,0,0.000000
763,78.580831,46.399927,-0.195342,-0.809449,0.000000,0.000000,1000.000000,0.000000,277,1.678187,2.974853,3.136793,117,ok,,0.001056,default,2.974853,2.974853,2.974853,0,0,0.000000
764,35.196683,24.034274,0.235669,0.148350,0.000000,0.000000,1000.000000,0.000000,-9,1.564646,2.989261,3.108866,117,ok,,0.001216,default,2.989261,2.989261,2.989261,0,0,0.000000
765,67.595728,25.710487,0.001590,0.475743,0.000000,0.000000,1000.000000,0.000000,0,0.138762,0.286663,0.312070,117,ok,,0.001842,default,0.286663,0.286663,0.286663,34,34,0.000000
766,55.661368,37.363269,-0.130008,-0.574343,0.000000,0.000000,1000.000000,0.000000,75,1.557501,2.979889,3.126425,117,ok,,0.001179,default,2.979889,2.979889,2.979889,0,0,0.000000
767,71.953711,59.264549,0.159410,0.532016,0.000000,0.000000,1000.000000,0.000000,-2,1.676531,2.983491,3.141321,117,ok,,0.001767,default,2.983491,2.983491,2.983491,0,0,0.000000
768,9.344780,5.849840,-0.271491,-0.386480,0.000000,0.000000,1000.000000,0.000000,77,1.532692,3.005208,3.141557,117,ok,,0.001634,default,3.005208,3.005208,3.005208,0,0,0.000000
769,59.368462,9.159460,-0.068706,0.265070,0.000000,0.000000,1000.000000,0.000000,2,1.690602,3.026032,3.138308,117,ok,,0.002519,default,3.026032,3.026032,3.026032,0,0,0.000000
770,71.924021,5.673399,0.099659,-0.660550,0.000000,0.000000,1000.000000,0.000000,-80,1.632019,3.007261,3.127156,117,ok,,0.001971,default,3.007261,3.007261,3.007261,0,0,0.000000
771,67.404697,55.402666,-0.210926,0.695860,0.000000,0.000000,1000.000000,0.000000,1,1.708396,3.031720,3.122892,117,ok,,0.001486,default,3.031720,3.031720,3.031720,0,0,0.000000
772,37.480056,25.607416,0.258207,-0.347193,0.000000,0.000000,1000.000000,0.000000,-63,1.565052,3.011664,3.135976,117,ok,,0.001655,default,3.011664,3.011664,3.011664,0,0,0.000000
773,78.696643,35.455384,0.023547,-0.018825,0.000000,0.000000,1000.000000,0.000000,-2,1.694674,3.051235,3.123655,117,ok,,0.001798,default,3.051235,3.051235,3.051235,0,0,0.000000
774,46.502998,23.844502,-0.145002,0.929992,0.000000,0.000000,1000.000000,0.000000,0,2.127435,3.050914,3.139256,117,ok,,0.000961,default,3.050914,3.050914,3.050914,0,0,0.000000
775,62.948594,49.271403,0.184329,-0.957669,0.000000,0.000000,1000.000000,0.000000,-463,1.576503,3.040600,3.139754,117,ok,,0.001792,default,3.040600,3.040600,3.040600,0,0,0.000000
776,18.936390,18.114351,-0.284622,0.124688,0.000000,0.000000,1000.000000,0.000000,12,1.567142,3.014933,3.139011,117,ok,,0.001790,default,3.014933,3.014933,3.014933,0,0,0.000000
777,63.917885,20.233220,0.198954,0.756483,0.000000,0.000000,1000.000000,0.000000,-1,1.826343,3.024440,3.125592,117,ok,,0.002047,default,3.024440,3.024440,3.024440,0,0,0.000000
778,68.761262,38.623547,-0.232534,-0.169595,0.000000,0.000000,1000.000000,0.000000,29,1.550950,3.035709,3.096506,117,ok,,0.001783,default,3.035709,3.035709,3.035709,0,0,0.000000
779,53.498731,47.708131,0.038207,0.188731,0.000000,0.000000,1000.000000,0.000000,-1,1.713888,2.982865,3.137736,117,ok,,0.001974,default,2.982865,2.982865,2.982865,0,0,0.000000
780,41.212978,13.886737,-0.092804,-0.853804,0.000000,0.000000,1000.000000,0.000000,156,1.414350,2.968736,3.106062,117,ok,,0.001781,default,2.968736,2.968736,2.968736,0,0,0.000000
781,45.729258,31.431528,-0.158720,-0.525924,0.000000,0.000000,1000.000000,0.000000,76,1.604441,3.009056,3.119834,117,ok,,0.002004,default,3.009056,3.009056,3.009056,0,0,0.000000
782,56.678898,19.312316,0.272878,0.423351,0.000000,0.000000,1000.000000,0.000000,-4,1.545663,3.022572,3.122937,117,ok,,0.001872,default,3.022572,3.022572,3.022572,0,0,0.000000
783,77.656439,72.845340,-0.016609,-0.466225,0.000000,0.000000,1000.000000,0.000000,6,1.572474,2.974375,3.122679,117,ok,,0.001827,default,2.974375,2.974375,2.974375,0,0,0.000000
784,32.039699,10.380616,0.114292,0.615612,0.000000,0.000000,1000.000000,0.000000,-1,1.790252,3.005947,3.120919,117,ok,,0.001788,default,3.005947,3.005947,3.005947,0,0,0.000000
785,73.781590,14.268763,-0.246565,-0.880025,0.000000,0.000000,1000.000000,0.000000,459,1.522190,3.032160,3.120312,117,ok,,0.001769,default,3.032160,3.032160,3.032160,0,0,0.000000
786,77.068767,28.759986,0.222423,0.045091,0.000000,0.000000,1000.000000,0.000000,-13,1.622304,3.057445,3.124312,117,ok,,0.001646,default,3.057445,3.057445,3.057445,0,0,0.000000
787,60.548735,44.358129,-0.106907,-0.065204,0.000000,0.000000,1000.000000,0.000000,9,1.588270,2.953428,3.063844,117,ok,,0.001737,default,2.953428,2.953428,2.953428,0,0,0.000000
788,30.715682,23.026911,0.061604,0.978323,0.000000,0.000000,1000.000000,0.000000,0,0.855404,1.370598,1.428989,117,ok,,0.001507,default,1.370598,1.370598,1.370598,0,0,0.000000
789,54.466775,39.686963,0.296265,0.649467,0.000000,0.000000,1000.000000,0.000000,-2,1.528251,2.933890,3.097345,117,ok,,0.001727,default,2.933890,2.933890,2.933890,0,0,0.000000
790,50.767655,10.574658,-0.172833,-0.298847,0.000000,0.000000,1000.000000,0.000000,35,1.568604,3.005839,3.101389,117,ok,,0.001437,default,3.005839,3.005839,3.005839,0,0,0.000000
791,67.216935,62.505808,0.137753,0.342698,0.000000,0.000000,1000.000000,0.000000,-3,1.554742,2.933426,3.109687,117,ok,,0.001813,default,2.933426,2.933426,2.933426,0,0,0.000000
792,42.379661,23.164571,-0.030649,-0.740131,0.000000,0.000000,1000.000000,0.000000,33,1.518911,3.013456,3.118227,117,ok,,0.001562,default,3.013456,3.013456,3.013456,0,0,0.000000
793,50.207157,15.088261,0.076180,-0.387606,0.000000,0.000000,1000.000000,0.000000,-22,1.622477,2.977918,3.120704,117,ok,,0.001515,default,2.977918,2.977918,2.977918,0,0,0.000000
794,63.651885,14.833989,-0.054685,0.538945,0.000000,0.000000,1000.000000,0.000000,1,1.648653,2.961320,3.125839,117,ok,,0.001374,default,2.961320,2.961320,2.961320,0,0,0.000000
795,77.326019,42.599935,0.234802,-0.573279,0.000000,0.000000,1000.000000,0.000000,-135,1.483233,2.948952,3.114584,117,ok,,0.001776,default,2.948952,2.948952,2.948952,0,0,0.000000
796,36.067126,27.559736,-0.196832,0.468753,0.000000,0.000000,1000.000000,0.000000,2,1.527513,2.946144,3.113006,117,ok,,0.001566,default,2.946144,2.946144,2.946144,0,0,0.000000
797,68.373245,27.166654,-0.130916,0.141361,0.000000,0.000000,1000.000000,0.000000,5,1.541444,2.971144,3.111821,117,ok,,0.001445,default,2.971144,2.971144,2.971144,0,0,0.000000
798,52.447249,34.168617,0.000132,-0.808387,0.000000,0.000000,1000.000000,0.000000,0,1.083744,2.861360,3.098326,117,ok,,0.001355,default,2.861360,2.861360,2.861360,0,0,0.000000
799,73.428331,57.955888,-0.270609,0.835087,0.000000,0.000000,1000.000000,0.000000,1,1.833159,3.018738,3.132896,117,ok,,0.001468,default,3.018738,3.018738,3.018738,0,0,0.000000
800,9.428865,6.112487,0.160841,-0.246247,0.000000,0.000000,1000.000000,0.000000,-27,1.610669,3.007059,3.138668,117,ok,,0.001015,default,3.007059,3.007059,3.007059,0,0,0.000000
801,66.021021,7.267071,0.053622,-0.705230,0.000000,0.000000,1000.000000,0.000000,-51,1.439821,2.823413,3.122960,117,ok,,0.002485,default,2.823413,2.823413,2.823413,0,0,0.000000
802,74.691597,36.520983,-0.077830,0.368343,0.000000,0.000000,1000.000000,0.000000,1,1.710274,3.032526,3.125939,117,ok,,0.002142,default,3.032526,3.032526,3.032526,0,0,0.000000
803,60.326561,53.491969,0.192908,-0.271264,0.000000,0.000000,1000.000000,0.000000,-36,1.573295,2.994049,3.126031,117,ok,,0.002184,default,2.994049,2.994049,2.994049,0,0,0.000000
804,28.393300,7.058336,-0.238141,0.686337,0.000000,0.000000,1000.000000,0.000000,1,1.673672,3.005190,3.121892,117,ok,,0.001953,default,3.005190,3.005190,3.005190,0,0,0.000000
805,47.871876,37.366441,-0.004061,0.951231,0.000000,0.000000,1000.000000,0.000000,0,0.061993,0.100582,0.105064,117,ok,,0.001713,default,0.100582,0.100582,0.100582,34,34,0.000000
806,43.717326,17.169127,0.127574,-0.098657,0.000000,0.000000,1000.000000,0.000000,-12,1.560693,2.915065,3.116311,117,ok,,0.001645,default,2.915065,2.915065,2.915065,0,0,0.000000
807,79.642842,64.841338,-0.161919,0.009699,0.000000,0.000000,1000.000000,0.000000,11,1.502254,2.953292,3.110366,117,ok,,0.001882,default,2.953292,2.953292,2.953292,0,0,0.000000
808,25.242770,16.169030,0.268947,-0.909087,0.000000,0.000000,1000.000000,0.000000,-560,1.595878,3.009942,3.131612,117,ok,,0.002026,default,3.009942,3.009942,3.009942,0,0,0.000000
809,52.094886,22.121032,-0.223420,-0.214763,0.000000,0.000000,1000.000000,0.000000,33,1.631615,2.979729,3.124095,117,ok,,0.002063,default,2.979729,2.979729,2.979729,0,0,0.000000
810,65.989108,12.946404,0.244982,0.860244,0.000000,0.000000,1000.000000,0.000000,-1,1.728225,2.951140,3.117979,117,ok,,0.001709,default,2.951140,2.951140,2.951140,0,0,0.000000
811,64.859247,49.614251,-0.065599,-0.777386,0.000000,0.000000,1000.000000,0.000000,82,1.740953,2.990149,3.123418,117,ok,,0.001641,default,2.990149,2.990149,2.990149,0,0,0.000000
