q0star,DV_calc
0.04999999999999982,1695.978269649613
0.05500000000000016,1691.231886709609
0.06000000000000005,1686.5253166106186
0.06499999999999995,1681.8580034058596
0.06999999999999984,1677.2294020021354
0.07500000000000018,1672.6389778878402
0.08000000000000007,1668.0862068692825
0.08499999999999996,1663.5705748150206
0.08999999999999986,1659.0915774079294
0.0950000000000002,1654.648719904718
0.10000000000000009,1650.2415169026417
0.10499999999999998,1645.869492113139
0.10999999999999988,1641.5321781421696
0.11500000000000021,1637.2291162770077
0.1200000000000001,1632.9598562792714
0.125,1628.7239561839688
0.1299999999999999,1624.52098210436
0.13500000000000023,1620.3505080424347
0.14000000000000012,1616.212115704812
0.14500000000000002,1612.1053943238812
0.1499999999999999,1608.0299404840123
0.15500000000000025,1603.985357952655
0.16000000000000014,1599.971257516179
0.16500000000000004,1595.987256820287
0.16999999999999993,1592.0329802148533
0.17500000000000027,1588.1080586030464
0.18000000000000016,1584.212129294595
0.18500000000000005,1580.3448358630576
0.18999999999999995,1576.5058280069745
0.19499999999999984,1572.6947614147773
0.20000000000000018,1568.9112976333233
0.20500000000000007,1565.1551039399628
0.20999999999999996,1561.425853218004
0.21499999999999986,1557.7232238354866
0.2200000000000002,1554.0468995271465
0.2250000000000001,1550.3965692794875
0.22999999999999998,1546.7719272188478
0.23499999999999988,1543.1726725023825
0.2400000000000002,1539.5985092118626
0.2450000000000001,1536.0491462502139
0.25,1532.524297240702
0.2549999999999999,1529.0236804286915
0.26000000000000023,1525.547018585903
0.2650000000000001,1522.0940389170821
0.27,1518.6644729690233
0.2749999999999999,1515.2580565418655
0.28000000000000025,1511.8745296026025
0.28500000000000014,1508.5136362007388
0.29000000000000004,1505.1751243860251
0.29499999999999993,1501.8587461282168
0.30000000000000027,1498.5642572387999
0.30500000000000016,1495.2914172946184
0.31000000000000005,1492.0399895633566
0.31499999999999995,1488.8097409308214
0.31999999999999984,1485.6004418299692
0.3250000000000002,1482.4118661716336
0.33000000000000007,1479.2437912769028
0.33499999999999996,1476.0959978111016
0.33999999999999986,1472.9682697193318
0.3450000000000002,1469.8603941635263
0.3500000000000001,1466.7721614609827
0.355,1463.703365024323
0.3599999999999999,1460.6538013028505
0.3650000000000002,1457.6232697252628
0.3700000000000001,1454.6115726436817
0.375,1451.6185152789647
0.3799999999999999,1448.6439056672677
0.38500000000000023,1445.6875546078188
0.3900000000000001,1442.749275611876
0.395,1439.8288848528355
0.3999999999999999,1436.9262011174578
0.40500000000000025,1434.0410457581847
0.41000000000000014,1431.1732426465194
0.41500000000000004,1428.3226181274367
0.41999999999999993,1425.4890009748033
0.42500000000000027,1422.6722223477755
0.43000000000000016,1419.8721157481532
0.43500000000000005,1417.0885169786636
0.43999999999999995,1414.321264102152
0.44499999999999984,1411.570197401654
0.4500000000000002,1408.8351593413288
0.45500000000000007,1406.1159945282322
0.45999999999999996,1403.4125496749064
0.46499999999999986,1400.7246735627648
0.4700000000000002,1398.0522170062566
0.4750000000000001,1395.3950328177864
0.48,1392.7529757733737
0.4849999999999999,1390.1259025790296
0.4900000000000002,1387.5136718378408
0.4950000000000001,1384.9161440177347
0.5,1382.3331814199128
0.5049999999999999,1379.7646481479378
0.5100000000000002,1377.2104100774552
0.5150000000000001,1374.6703348265376
0.52,1372.1442917266295
0.5249999999999999,1369.632151794089
0.5300000000000002,1367.1337877023034
0.5350000000000001,1364.6490737543675
0.54,1362.177885856312
0.5449999999999999,1359.7201014908685
0.5500000000000003,1357.2755996917579
0.5550000000000002,1354.8442610184918
0.56,1352.425967531671
0.565,1350.0206027687736
0.5699999999999998,1347.6280517204193
0.5750000000000002,1345.248200807098
0.5800000000000001,1342.8809378563562
0.585,1340.5261520804208
0.5899999999999999,1338.1837340542663
0.5950000000000002,1335.8535756940985
0.6000000000000001,1333.5355702362538
0.605,1331.2296122165078
0.6099999999999999,1328.9355974497748
0.6150000000000002,1326.6534230101959
0.6200000000000001,1324.382987211606
0.625,1322.1241895883695
0.6299999999999999,1319.876930876578
0.6350000000000002,1317.6411129955995
0.6400000000000001,1315.4166390299781
0.645,1313.2034132116653
0.6499999999999999,1311.001340902585
0.6550000000000002,1308.810328577524
0.6600000000000001,1306.6302838073332
0.665,1304.4611152424422
0.6699999999999999,1302.3027325966762
0.6750000000000003,1300.1550466313663
0.6800000000000002,1298.0179691397523
0.685,1295.891412931667
0.69,1293.7752918184988
0.6949999999999998,1291.669520598425
0.7000000000000002,1289.5740150419122
0.7050000000000001,1287.488691877473
0.71,1285.413468777684
0.7149999999999999,1283.3482643454438
0.7200000000000002,1281.292998100483
0.7250000000000001,1279.2475904661085
0.73,1277.211962756183
0.7349999999999999,1275.1860371623336
0.7400000000000002,1273.169736741383
0.7450000000000001,1271.162985403003
0.75,1269.1657078975798
0.7549999999999999,1267.1778298042925
0.7600000000000002,1265.1992775193974
0.7650000000000001,1263.2299782447128
0.77,1261.2698599763032
0.7749999999999999,1259.3188514933572
0.7800000000000002,1257.3768823472549
0.7850000000000001,1255.4438828508241
0.79,1253.5197840677727
0.7949999999999999,1251.6045178023076
0.8000000000000003,1249.6980165889238
0.8050000000000002,1247.800213682367
0.81,1245.9110430477633
0.815,1244.0304393509161
0.8199999999999998,1242.1583379487627
0.8250000000000002,1240.2946748799895
0.8300000000000001,1238.4393868558063
0.835,1236.5924112508656
0.8399999999999999,1234.7536860943394
0.8450000000000002,1232.923150061138
0.8500000000000001,1231.1007424632735
0.855,1229.2864032413634
0.8599999999999999,1227.4800729562742
0.8650000000000002,1225.6816927808998
0.8700000000000001,1223.8912044920723
0.875,1222.1085504626033
0.8799999999999999,1220.3336736534545
0.8850000000000002,1218.5665176060309
0.8900000000000001,1216.807026434602
0.895,1215.0551448188387
0.8999999999999999,1213.3108179964718
0.9050000000000002,1211.5739917560647
0.9100000000000001,1209.8446124299046
0.915,1208.1226268869998
0.9199999999999999,1206.4079825261906
0.9250000000000003,1204.7006272693686
0.9300000000000002,1203.0005095547992
0.935,1201.3075783305503
0.94,1199.6217830480225
0.9449999999999998,1197.943073655578
0.9500000000000002,1196.2714005922721
0.9550000000000001,1194.6067147816755
0.96,1192.9489676257942
0.9649999999999999,1191.2981109990858
0.9700000000000002,1189.6540972425598
0.9750000000000001,1188.0168791579752
0.98,1186.3864100021208
0.9849999999999999,1184.7626434811853
0.9900000000000002,1183.14553374521
0.9950000000000001,1181.5350353826288
1.0,1179.9311034148843
1.005,1178.3336932911316
1.0100000000000002,1176.742760883014
1.0150000000000001,1175.1582624795228
1.02,1173.5801547819294
1.025,1172.0083948987942
1.0300000000000002,1170.4429403410486
1.0350000000000001,1168.8837490171488
1.04,1167.3307792283042
1.045,1165.7839896637706
1.0500000000000003,1164.2433393962158
1.0550000000000002,1162.7087878771517
1.06,1161.1802949324335
1.065,1159.6578207578225
1.0700000000000003,1158.1413259146138
1.0750000000000002,1156.6307713253293
1.08,1155.126118269468
1.085,1153.6273283793225
1.0899999999999999,1152.1343636358506
1.0950000000000002,1150.6471863646095
1.1,1149.165759231747
1.105,1147.690045240046
1.1099999999999999,1146.2200077250316
1.1150000000000002,1144.7556103511267
1.12,1143.2968171078676
1.125,1141.8435923061668
1.13,1140.3959005746335
1.1350000000000002,1138.9537068559425
1.1400000000000001,1137.5169764032541
1.145,1136.0856747766848
1.15,1134.6597678398257
1.1550000000000002,1133.2392217563108
1.1600000000000001,1131.8240029864305
1.165,1130.4140782837937
1.17,1129.009414692034
1.1750000000000003,1127.6099795415628
1.1800000000000002,1126.2157404463649
1.185,1124.8266653008397
1.19,1123.4427222766842
1.1950000000000003,1122.0638798198172
1.2000000000000002,1120.6901066473495
1.205,1119.3213717445872
1.21,1117.957644362085
1.2149999999999999,1116.59889401273
1.2200000000000002,1115.2450904688715
1.225,1113.8962037594852
1.23,1112.5522041673755
1.2349999999999999,1111.2130622264178
1.2400000000000002,1109.8787487188345
1.245,1108.5492346725066
1.25,1107.2244913583245
1.255,1105.9044902875703
1.2600000000000002,1104.5892032093352
1.2650000000000001,1103.2786021079717
1.27,1101.9726592005788
1.275,1100.6713469345186
1.2800000000000002,1099.3746379849674
1.2850000000000001,1098.082505252498
1.29,1096.7949218606911
1.295,1095.5118611537812
1.3000000000000003,1094.2332966943295
1.3050000000000002,1092.9592022609295
1.31,1091.6895518459407
1.315,1090.42431965325
1.3200000000000003,1089.1634800960644
1.3250000000000002,1087.9070077947306
1.33,1086.6548775745812
1.335,1085.4070644638093
1.3399999999999999,1084.1635436913718
1.3450000000000002,1082.9242906849151
1.35,1081.68928106873
1.355,1080.4584906617315
1.3599999999999999,1079.231895475464
1.3650000000000002,1078.00947171213
1.37,1076.7911957626477
1.375,1075.5770442047262
1.38,1074.3669938009714
1.3850000000000002,1073.1610214970085
1.3900000000000001,1071.959104419636
1.395,1070.7612198749948
1.4,1069.5673453467627
1.4050000000000002,1068.3774584943733
1.4100000000000001,1067.1915371512534
1.415,1066.0095593230842
1.42,1064.831503186081
1.4250000000000003,1063.6573470852977
1.4300000000000002,1062.4870695329496
1.435,1061.320649206756
1.44,1060.158064948303
1.4450000000000003,1058.9992957614286
1.4500000000000002,1057.8443208106244
1.455,1056.693119419457
1.46,1055.545671069009
1.4649999999999999,1054.4019553963396
1.4700000000000002,1053.2619521929603
1.475,1052.1256414033328
1.48,1050.9930031233812
1.4849999999999999,1049.864017599025
1.4900000000000002,1048.7386652247262
1.495,1047.616926542057
1.5,1046.4987822382818
1.505,1045.3842131449562
1.5100000000000002,1044.2732002365435
1.5150000000000001,1043.165724629047
1.52,1042.0617675786584
1.525,1040.96131048042
1.5300000000000002,1039.8643348669068
1.5350000000000001,1038.7708224069186
1.54,1037.6807549041912
1.545,1036.5941142961212
1.5500000000000003,1035.510882652506
1.5550000000000002,1034.431042174296
1.56,1033.354575192364
1.565,1032.281464166289
1.5700000000000003,1031.2116916831492
1.5750000000000002,1030.1452404563354
1.58,1029.0820933243733
1.585,1028.02223324976
1.5899999999999999,1026.9656433178145
1.5950000000000002,1025.912306735542
1.6,1024.8622068305083
1.605,1023.8153270497297
1.6099999999999999,1022.771650958574
1.6150000000000002,1021.7311622396734
1.62,1020.6938446918513
1.625,1019.6596822290593
1.63,1018.628658879327
1.6350000000000002,1017.600758783723
1.6400000000000001,1016.5759661953289
1.645,1015.5542654782221
1.65,1014.5356411064718
1.6550000000000002,1013.5200776631458
1.6600000000000001,1012.5075598393281
1.665,1011.4980724331466
1.67,1010.4916003488124
1.6750000000000003,1009.4881285956704
1.6800000000000002,1008.4876422872572
1.685,1007.4901266403728
1.69,1006.4955669741606
1.6950000000000003,1005.5039487091968
1.7000000000000002,1004.5152573665922
1.705,1003.5294785671009
1.71,1002.5465980302403
1.7149999999999999,1001.5666015734199
1.7200000000000002,1000.5894751110799
1.725,999.6152046538385
1.73,998.64377630765
1.7349999999999999,997.6751762729682
1.7400000000000002,996.7093908439238
1.745,995.7464064075058
1.75,994.7862094427555
1.755,993.8287865199654
1.7600000000000002,992.87412429989
1.7650000000000001,991.9222095329636
1.77,990.9730290585239
1.775,990.0265698040489
1.7800000000000002,989.0828187843969
1.7850000000000001,988.1417631010578
1.79,987.2033899414109
1.795,986.2676865779895
1.8000000000000003,985.3346403677548
1.8050000000000002,984.4042387513783
1.81,983.4764692525274
1.815,982.5513194771632
1.8200000000000003,981.6287771128427
1.8250000000000002,980.70882992803
1.83,979.7914657714118
1.835,978.8766725712236
1.8399999999999999,977.9644383345807
1.8450000000000002,977.0547511468152
1.85,976.147599170823
1.855,975.2429706464136
1.8599999999999999,974.3408538896696
1.8650000000000002,973.4412372923101
1.87,972.5441093210648
1.875,971.6494585170481
1.88,970.7572734951458
1.8850000000000002,969.8675429434037
1.8900000000000001,968.9802556224249
1.895,968.0954003647721
1.9,967.2129660743752
1.9050000000000002,966.3329417259465
1.9100000000000001,965.4553163644009
1.915,964.5800791042817
1.92,963.7072191291923
1.9250000000000003,962.8367256912334
1.9300000000000002,961.9685881104466
1.935,961.102795774263
1.94,960.2393381369562
1.9450000000000003,959.3782047191029
1.9500000000000002,958.5193851070468
1.955,957.6628689523692
1.96,956.8086459713641
1.9650000000000003,955.9567059445175
1.9700000000000002,955.1070387159949
1.975,954.2596341931302
1.98,953.4144823459218
1.9849999999999999,952.5715732065331
1.9900000000000002,951.7308968687968
1.995,950.8924434877268
2.0,950.0562032790318
