q0star,dchi2_smooth
0.5499999999999998,20059.726327162232
0.5549999999999999,20191.30033297679
0.5599999999999998,20321.20743185796
0.565,20449.47069021238
0.5699999999999998,20576.11278898227
0.575,20701.156031330444
0.5799999999999998,20824.622350145655
0.585,20946.533315373963
0.5899999999999999,21066.910141181204
0.595,21185.77369294947
0.5999999999999999,21303.144494112163
0.605,21419.04273283467
0.6099999999999999,21533.48826854083
0.615,21646.500638291953
0.6199999999999999,21758.099063021356
0.6249999999999998,21868.302453627337
0.6299999999999999,21977.129416929434
0.6349999999999998,22084.598261491577
0.6399999999999999,22190.7270033143
0.6449999999999998,22295.53337140088
0.6499999999999999,22399.03481319928
0.6549999999999998,22501.24849992393
0.6599999999999999,22602.191331760547
0.6649999999999998,22701.879942954776
0.6699999999999999,22800.330706791672
0.6749999999999998,22897.559740465716
0.6799999999999999,22993.582909843513
0.6849999999999998,23088.41583412473
0.69,23182.073890401334
0.6949999999999998,23274.572218118174
0.7,23365.925723439632
0.7049999999999998,23456.14908352108
0.71,23545.256750688757
0.7149999999999999,23633.262956531675
0.72,23720.181715906358
0.7249999999999999,23806.026830857343
0.7299999999999998,23890.811894454324
0.7349999999999999,23974.550294549143
0.7399999999999998,24057.255217454018
0.7449999999999999,24138.939651541445
0.7499999999999998,24219.616390771687
0.7549999999999999,24299.298038146153
0.7599999999999998,24377.997009087267
0.7649999999999999,24455.725534752135
0.7699999999999998,24532.49566527581
0.7749999999999999,24608.319272947014
0.7799999999999998,24683.208055321742
0.7849999999999999,24757.17353827202
0.7899999999999998,24830.227078971646
0.7949999999999999,24902.379868823933
0.7999999999999998,24973.642936328353
0.8049999999999999,25044.02714988907
0.8099999999999998,25113.543220568867
0.815,25182.20170478712
0.8199999999999998,25250.013006963407
0.825,25316.987382109182
0.8299999999999998,25383.134938368235
0.8349999999999997,25448.465639505688
0.8399999999999999,25512.989307348424
0.8449999999999998,25576.71562417901
0.8499999999999999,25639.65413508026
0.8549999999999998,25701.81425023437
0.8599999999999999,25763.205247180435
0.8649999999999998,25823.836273023655
0.8699999999999999,25883.716346602625
0.8749999999999998,25942.854360618723
0.8799999999999999,26001.259083718956
0.8849999999999998,26058.93916254068
0.8899999999999999,26115.903123720615
0.8949999999999998,26172.159375859417
0.8999999999999999,26227.716211453175
0.9049999999999998,26282.58180878769
0.9099999999999999,26336.76423379447
0.9149999999999998,26390.2714418732
0.9199999999999999,26443.11127968143
0.9249999999999998,26495.291486887523
0.9299999999999999,26546.819697892744
0.9349999999999998,26597.70344352081
0.94,26647.950152675185
0.9449999999999998,26697.567153966094
0.9499999999999997,26746.561677308626
0.9549999999999998,26794.940855489196
0.9599999999999997,26842.71172570339
0.9649999999999999,26889.881231066043
0.9699999999999998,26936.45622209458
0.9749999999999999,26982.443458164285
0.9799999999999998,27027.849608936463
0.9849999999999999,27072.681255761785
0.9899999999999998,27116.94489305661
0.9949999999999999,27160.6469296549
0.9999999999999998,27203.793690137594
1.005,27246.39141613634
1.0099999999999998,27288.44626761262
1.015,27329.964324116816
1.0199999999999998,27370.95158602337
1.025,27411.413975742806
1.0299999999999998,27451.35733891369
1.035,27490.78744557329
1.0399999999999998,27529.709991307227
1.045,27568.13059837892
1.0499999999999998,27606.054816839314
1.0549999999999997,27643.488125615804
1.0599999999999998,27680.435933584973
1.0649999999999997,27716.90358062383
1.0699999999999998,27752.89633864387
1.0749999999999997,27788.419412607436
1.0799999999999998,27823.477941525365
1.0849999999999997,27858.076999439058
1.0899999999999999,27892.22159638445
1.0949999999999998,27925.91667933906
1.0999999999999999,27959.167133153158
1.1049999999999998,27991.977781466194
1.1099999999999999,28024.353387606236
1.1149999999999998,28056.298655475
1.1199999999999999,28087.8182304155
1.1249999999999998,28118.916700067683
1.13,28149.598595209627
1.1349999999999998,28179.86839058219
1.14,28209.730505701904
1.1449999999999998,28239.18930565957
1.15,28268.24910190516
1.1549999999999998,28296.914153019374
1.1599999999999997,28325.18866547464
1.1649999999999998,28353.076794379387
1.1699999999999997,28380.582644213253
1.1749999999999998,28407.710269549192
1.1799999999999997,28434.46367576359
1.1849999999999998,28460.846819734554
1.1899999999999997,28486.863610528893
1.1949999999999998,28512.517910077102
1.1999999999999997,28537.813533839435
1.2049999999999998,28562.75425145921
1.2099999999999997,28587.34378740444
1.2149999999999999,28611.58582160236
1.2199999999999998,28635.483990061202
1.2249999999999999,28659.041885481987
1.2299999999999998,28682.263057862518
1.2349999999999999,28705.151015089556
1.24,28727.70922352147
1.2449999999999999,28749.941108561892
1.2499999999999998,28771.850055225503
1.2549999999999997,28793.439408694103
1.26,28814.712474862976
1.265,28835.67252087879
1.2699999999999998,28856.32277567008
1.2749999999999997,28876.666430467274
1.2799999999999996,28896.706639316883
1.285,28916.44651958783
1.2899999999999998,28935.88915246709
1.2949999999999997,28955.03758344735
1.2999999999999996,28973.894822812013
1.305,28992.463846107632
1.3099999999999998,29010.74759461105
1.3149999999999997,29028.74897578926
1.3199999999999996,29046.470863751998
1.325,29063.916099695398
1.3299999999999998,29081.08749234357
1.3349999999999997,29097.987818378042
1.3399999999999996,29114.619822863755
1.345,29130.98621966809
1.3499999999999999,29147.08969187435
1.3549999999999998,29162.93289218368
1.3599999999999997,29178.51844331979
1.365,29193.848938420568
1.3699999999999999,29208.926941424204
1.3749999999999998,29223.754987454304
1.3799999999999997,29238.335583194617
1.3849999999999996,29252.67120725761
1.39,29266.764310553066
1.3949999999999998,29280.617316646258
1.3999999999999997,29294.23262211006
1.4049999999999996,29307.612596876053
1.41,29320.759584576932
1.4149999999999998,29333.67590288558
1.4199999999999997,29346.36384384791
1.4249999999999996,29358.825674213644
1.43,29371.063635756505
1.4349999999999998,29383.07994559511
1.4399999999999997,29394.87679650661
1.4449999999999996,29406.45635723677
1.45,29417.82077280509
1.4549999999999998,29428.972164805957
1.4599999999999997,29439.91263170245
1.4649999999999996,29450.64424912121
1.47,29461.1690701374
1.4749999999999999,29471.489125560016
1.4799999999999998,29481.606424211568
1.4849999999999997,29491.522953202082
1.4899999999999995,29501.240678201008
1.4949999999999999,29510.761543704168
1.4999999999999998,29520.08747329849
1.5049999999999997,29529.220369920953
1.5099999999999996,29538.162116115844
1.515,29546.91457428537
1.5199999999999998,29555.47958694092
1.5249999999999997,29563.85897694499
1.5299999999999996,29572.054547756867
1.535,29580.06808366886
1.5399999999999998,29587.90135004174
1.5449999999999997,29595.55609353614
1.5499999999999996,29603.034042342937
1.555,29610.336906405053
1.5599999999999998,29617.466377642915
1.5649999999999997,29624.424130171625
1.5699999999999996,29631.211820517885
1.575,29637.831087832536
1.5799999999999998,29644.283554099566
1.5849999999999997,29650.570824343755
1.5899999999999996,29656.694486836037
1.5949999999999995,29662.656113293862
1.5999999999999999,29668.45725907993
1.6049999999999998,29674.0994633985
1.6099999999999997,29679.584249486947
1.6149999999999995,29684.913124807314
1.6199999999999999,29690.087581234184
1.6249999999999998,29695.109095241274
1.6299999999999997,29699.979128081617
1.6349999999999996,29704.69912597034
1.64,29709.270520260136
1.6449999999999998,29713.69472761867
1.6499999999999997,29717.97315020019
1.6549999999999996,29722.107175818157
1.66,29726.09817811137
1.6649999999999998,29729.947516711338
1.6699999999999997,29733.65653740526
1.6749999999999996,29737.226572300304
1.68,29740.658939979767
1.6849999999999998,29743.954945663387
1.6899999999999997,29747.115881359998
1.6949999999999996,29750.143026020774
1.6999999999999995,29753.03764569349
1.7049999999999998,29755.800993669574
1.7099999999999997,29758.434310632245
1.7149999999999996,29760.938824801393
1.7199999999999995,29763.315752074785
1.7249999999999999,29765.566296170797
1.7299999999999998,29767.691648770877
1.7349999999999997,29769.692989652398
1.7399999999999995,29771.571486831286
1.7449999999999999,29773.32829668969
1.7499999999999998,29774.964564109174
1.7549999999999997,29776.481422604367
1.7599999999999996,29777.879994451578
1.765,29779.161390813133
1.7699999999999998,29780.326711868755
1.7749999999999997,29781.377046931335
1.7799999999999996,29782.313474576164
1.785,29783.137062759204
1.7899999999999998,29783.848868936653
1.7949999999999997,29784.449940183196
1.7999999999999996,29784.941313306954
1.8049999999999995,29785.3240149648
1.8099999999999998,29785.59906177788
1.8149999999999997,29785.767460440482
1.8199999999999996,29785.830207829338
1.8249999999999995,29785.78829111704
1.8299999999999998,29785.64268787571
1.8349999999999997,29785.394366187727
1.8399999999999996,29785.044284746225
1.8449999999999995,29784.59339296006
1.8499999999999999,29784.04263105483
1.8549999999999998,29783.392930178255
1.8599999999999997,29782.64521249479
1.8649999999999995,29781.800391288183
1.8699999999999999,29780.8593710562
1.8749999999999998,29779.82304760543
1.8799999999999997,29778.69230814932
1.8849999999999996,29777.468031402164
1.89,29776.151087666927
1.8949999999999998,29774.742338930457
1.8999999999999997,29773.242638954383
1.9049999999999996,29771.65283335938
1.9099999999999995,29769.973759718483
1.9149999999999998,29768.20624764248
1.9199999999999997,29766.351118863582
1.9249999999999996,29764.409187320685
1.9299999999999995,29762.38125924586
1.9349999999999998,29760.268133243077
1.9399999999999997,29758.07060037542
1.9449999999999996,29755.789444239745
1.9499999999999995,29753.42544104955
1.9549999999999998,29750.979359713583
1.9599999999999997,29748.451961913037
1.9649999999999996,29745.844002176054
1.9699999999999995,29743.156227960008
1.9749999999999999,29740.389379720356
1.9799999999999998,29737.544190986722
1.9849999999999997,29734.46953545559
1.9899999999999995,29731.46983661501
1.9949999999999999,29728.849514576206
2.0,29726.875028623796
