q0star,chi2_total,chi2_err
0.5199999999999998,5290.03385098495,529.003385098495
0.5249999999999999,5386.561014237308,538.6561014237308
0.5299999999999998,5483.794022877698,548.3794022877698
0.5349999999999999,5581.723872062468,558.1723872062469
0.5399999999999998,5680.341683603838,568.0341683603838
0.5449999999999999,5779.638703814316,577.9638703814315
0.5499999999999998,5879.606301394791,587.9606301394791
0.5549999999999999,5980.235965365509,598.0235965365509
0.5599999999999998,6081.51930303867,608.1519303038671
0.565,6183.448038031926,618.3448038031927
0.5699999999999998,6286.014008321565,628.6014008321565
0.575,6389.209164334694,638.9209164334694
0.5799999999999998,6493.025567079243,649.3025567079244
0.585,6597.455386311219,659.7455386311219
0.5899999999999999,6702.49089873804,670.2490898738041
0.595,6808.124486257392,680.8124486257393
0.5999999999999999,6914.348634230522,691.4348634230523
0.605,7021.15592978948,702.115592978948
0.6099999999999999,7128.539060177181,712.8539060177181
0.615,7236.4908111199165,723.6490811119917
0.6199999999999999,7345.00406523125,734.5004065231251
0.6249999999999998,7454.0718004468035,745.4071800446804
0.6299999999999999,7563.687088489158,756.3687088489158
0.6349999999999998,7673.843093362137,767.3843093362137
0.6399999999999999,7784.533069873967,778.4533069873968
0.6449999999999998,7895.7503621885,789.5750362188501
0.6499999999999999,8007.488402404007,800.7488402404007
0.6549999999999998,8119.74070915883,811.9740709158831
0.6599999999999999,8232.500886263402,823.2500886263402
0.6649999999999998,8345.762621357926,834.5762621357926
0.6699999999999999,8459.519684595314,845.9519684595315
0.6749999999999998,8573.765927348633,857.3765927348634
0.6799999999999999,8688.495280942729,868.849528094273
0.6849999999999998,8803.701755409365,880.3701755409365
0.69,8919.379438265401,891.9379438265402
0.6949999999999998,9035.522493313514,903.5522493313515
0.7,9152.12515946503,915.212515946503
0.7049999999999998,9269.181749584273,926.9181749584274
0.71,9386.686649354138,938.6686649354139
0.7149999999999999,9504.634316162228,950.4634316162228
0.72,9623.019278007325,962.3019278007325
0.7249999999999999,9741.83613242561,974.183613242561
0.7299999999999998,9861.07954543631,986.1079545436311
0.7349999999999999,9980.744250506337,998.0744250506337
0.7399999999999998,10100.825047533424,1010.0825047533425
0.7449999999999999,10221.316801847606,1022.1316801847606
0.7499999999999998,10342.21444323037,1034.221444323037
0.7549999999999999,10463.51296495136,1046.351296495136
0.7599999999999998,10585.207422822052,1058.5207422822052
0.7649999999999999,10707.292934266354,1070.7292934266354
0.7699999999999998,10829.764677407324,1082.9764677407325
0.7749999999999999,10952.617890170193,1095.2617890170193
0.7799999999999998,11075.847869400945,1107.5847869400945
0.7849999999999999,11199.449970000365,1119.9449970000367
0.7899999999999998,11323.41960407316,1132.341960407316
0.7949999999999999,11447.752240091868,1144.7752240091868
0.7999999999999998,11572.443402075227,1157.2443402075228
0.8049999999999999,11697.488668780776,1169.7488668780777
0.8099999999999998,11822.883672911306,1182.2883672911307
0.815,11948.624100334993,1194.8624100334994
0.8199999999999998,12074.705689318806,1207.4705689318805
0.825,12201.12422977514,1220.112422977514
0.8299999999999998,12327.87556252109,1232.7875562521092
0.8349999999999997,12454.955578550467,1245.4955578550469
0.8399999999999999,12582.360218318046,1258.2360218318047
0.8449999999999998,12710.085471035909,1271.008547103591
0.8499999999999999,12838.127373981659,1283.812737398166
0.8549999999999998,12966.482011818187,1296.6482011818189
0.8599999999999999,13095.14551592496,1309.514551592496
0.8649999999999998,13224.11406374025,1322.411406374025
0.8699999999999999,13353.383878114555,1335.3383878114555
0.8749999999999998,13482.951226674584,1348.2951226674586
0.8799999999999999,13612.812421197817,1361.2812421197818
0.8849999999999998,13742.963816997431,1374.2963816997433
0.8899999999999999,13873.401812317332,1387.3401812317334
0.8949999999999998,14004.122847737015,1400.4122847737017
0.8999999999999999,14135.12340558641,1413.512340558641
0.9049999999999998,14266.40000937,1426.640000937
0.9099999999999999,14397.949223200547,1439.7949223200549
0.9149999999999998,14529.767651241867,1452.9767651241868
0.9199999999999999,14661.851937160725,1466.1851937160727
0.9249999999999998,14794.198763587508,1479.419876358751
0.9299999999999999,14926.804851585663,1492.6804851585664
0.9349999999999998,15059.666960129605,1505.9666960129607
0.94,15192.781885591019,1519.278188559102
0.9449999999999998,15326.146461233344,1532.6146461233345
0.9499999999999997,15459.757556714385,1545.9757556714385
0.9549999999999998,15593.612077596732,1559.3612077596733
0.9599999999999997,15727.706964866044,1572.7706964866045
0.9649999999999999,15862.039194456891,1586.2039194456893
0.9699999999999998,15996.605776786073,1599.6605776786073
0.9749999999999999,16131.40375629333,1613.140375629333
0.9799999999999998,16266.430210989205,1626.6430210989206
0.9849999999999999,16401.682252010094,1640.1682252010096
0.9899999999999998,16537.15702318003,1653.715702318003
0.9949999999999999,16672.851700579547,1667.285170057955
0.9999999999999998,16808.763492121056,1680.8763492121057
1.005,16944.88963713089,1694.488963713089
1.0099999999999998,17081.227405937774,1708.1227405937775
1.015,17217.774099467664,1721.7774099467665
1.0199999999999998,17354.527048844797,1735.4527048844798
1.025,17491.483614998855,1749.1483614998856
1.0299999999999998,17628.641188278194,1762.8641188278195
1.035,17765.997188068897,1776.5997188068898
1.0399999999999998,17903.549062419672,1790.3549062419672
1.045,18041.294287672466,1804.1294287672467
1.0499999999999998,18179.230368098626,1817.9230368098627
1.0549999999999997,18317.354835540613,1831.7354835540614
1.0599999999999998,18455.66524905906,1845.5665249059061
1.0649999999999997,18594.159194585165,1859.4159194585166
1.0699999999999998,18732.834284578348,1873.2834284578348
1.0749999999999997,18871.688157688943,1887.1688157688943
1.0799999999999998,19010.71847842597,1901.071847842597
1.0849999999999997,19149.92293682987,1914.992293682987
1.0899999999999999,19289.29924815009,1928.9299248150091
1.0949999999999998,19428.845152527436,1942.8845152527438
1.0999999999999999,19568.558414681138,1956.8558414681138
1.1049999999999998,19708.436823600478,1970.8436823600478
1.1099999999999999,19848.4781922411,1984.84781922411
1.1149999999999998,19988.680357225563,1998.8680357225564
1.1199999999999999,20129.041178548534,2012.9041178548534
1.1249999999999998,20269.55853928601,2026.9558539286008
1.13,20410.230345309046,2041.0230345309046
1.1349999999999998,20551.054525001415,2055.1054525001414
1.14,20692.029028981593,2069.202902898159
1.1449999999999998,20833.151829828537,2083.315182982854
1.15,20974.420921811598,2097.4420921811598
1.1549999999999998,21115.834320624246,2111.583432062425
1.1599999999999997,21257.390063121646,2125.7390063121647
1.1649999999999998,21399.086207062006,2139.9086207062005
1.1699999999999997,21540.920830851537,2154.0920830851537
1.1749999999999998,21682.892033293283,2168.2892033293283
1.1799999999999997,21824.99793333917,2182.4997933339173
1.1849999999999998,21967.236669846006,2196.7236669846006
1.1899999999999997,22109.606401334495,2210.9606401334495
1.1949999999999998,22252.105305752113,2225.2105305752116
1.1999999999999997,22394.7315802389,2239.47315802389
1.2049999999999998,22537.483440896896,2253.74834408969
1.2099999999999997,22680.35912256258,2268.035912256258
1.2149999999999999,22823.3568785827,2282.3356878582704
1.2199999999999998,22966.474980593004,2296.6474980593007
1.2249999999999999,23109.71171830028,2310.971171830028
1.2299999999999998,23253.065399267332,2325.3065399267334
1.2349999999999999,23396.53434870092,2339.653434870092
1.24,23540.11690924271,2354.011690924271
1.2449999999999999,23683.811440763027,2368.381144076303
1.2499999999999998,23827.616320157595,2382.7616320157595
1.2549999999999997,23971.52994114691,2397.152994114691
1.26,24115.550714078472,2411.555071407847
1.265,24259.677065731732,2425.9677065731735
1.2699999999999998,24403.90743912569,2440.390743912569
1.2749999999999997,24548.24029332907,2454.824029332907
1.2799999999999996,24692.674103273155,2469.2674103273157
1.285,24837.207359567168,2483.720735956717
1.2899999999999998,24981.838568316063,2498.1838568316066
1.2949999999999997,25126.56625094092,2512.6566250940923
1.2999999999999996,25271.388944001657,2527.138894400166
1.305,25416.305199022172,2541.630519902217
1.3099999999999998,25561.313582317827,2556.131358231783
1.3149999999999997,25706.41267482531,2570.6412674825315
1.3199999999999996,25851.60107193466,2585.160107193466
1.325,25996.877383323656,2599.687738332366
1.3299999999999998,26142.24023279429,2614.2240232794293
1.3349999999999997,26287.688258111582,2628.7688258111584
1.3399999999999996,26433.220110844355,2643.322011084436
1.345,26578.834456208282,2657.8834456208283
1.3499999999999999,26724.529972910845,2672.4529972910846
1.3549999999999998,26870.30535299852,2687.030535299852
1.3599999999999997,27016.159301705873,2701.6159301705875
1.365,27162.090537306598,2716.20905373066
1.3699999999999999,27308.097790966563,2730.8097790966567
1.3749999999999998,27454.179806598942,2745.4179806598945
1.3799999999999997,27600.335340720812,2760.0335340720812
1.3849999999999996,27746.563162312133,2774.6563162312136
1.39,27892.86205267619,2789.286205267619
1.3949999999999998,28039.230805301995,2803.9230805301995
1.3999999999999997,28185.668225728466,2818.566822572847
1.4049999999999996,28332.17313141037,2833.2173131410373
1.41,28478.74435158597,2847.8744351585974
1.4149999999999998,28625.380727146323,2862.5380727146326
1.4199999999999997,28772.081110506395,2877.2081110506397
1.4249999999999996,28918.84436547776,2891.884436547776
1.43,29065.66936714286,2906.566936714286
1.4349999999999998,29212.55500173101,2921.255500173101
1.4399999999999997,29359.500166495818,2935.950016649582
1.4449999999999996,29506.503769594376,2950.650376959438
1.45,29653.564729967788,2965.356472996779
1.4549999999999998,29800.6819772233,2980.0681977223303
1.4599999999999997,29947.85445151796,2994.785445151796
1.4649999999999996,30095.08110344367,3009.508110344367
1.47,30242.36089391374,3024.236089391374
1.4749999999999999,30389.692794050818,3038.969279405082
1.4799999999999998,30537.07578507629,3053.707578507629
1.4849999999999997,30684.508858201032,3068.4508858201034
1.4899999999999995,30831.99101451755,3083.1991014517553
1.4949999999999999,30979.521264893432,3097.9521264893433
1.4999999999999998,31127.098629866105,3112.7098629866105
1.5049999999999997,31274.72213953901,3127.4722139539012
1.5099999999999996,31422.390833478978,3142.239083347898
1.515,31570.10376061492,3157.010376061492
1.5199999999999998,31717.85997913764,3171.7859979137643
1.5249999999999997,31865.65855640115,3186.5658556401154
1.5299999999999996,32013.498568824933,3201.3498568824934
1.535,32161.379101797596,3216.1379101797597
1.5399999999999998,32309.299249581487,3230.929924958149
1.5449999999999997,32457.258115218836,3245.7258115218838
1.5499999999999996,32605.254810438644,3260.5254810438646
1.555,32753.28845556502,3275.328845556502
1.5599999999999998,32901.358179426396,3290.1358179426397
1.5649999999999997,33049.46311926606,3304.946311926606
1.5699999999999996,33197.60242065363,3319.7602420653634
1.575,33345.77523739768,3334.577523739768
1.5799999999999998,33493.980731459276,3349.398073145928
1.5849999999999997,33642.21807286685,3364.2218072866854
1.5899999999999996,33790.48643963177,3379.0486439631773
1.5949999999999995,33938.78501766511,3393.8785017665114
1.5999999999999999,34087.11300069545,3408.711300069545
1.6049999999999998,34235.469590187495,3423.5469590187495
1.6099999999999997,34383.85399526182,3438.3853995261825
1.6149999999999995,34532.265432615546,3453.226543261555
1.6199999999999999,34680.703126443885,3468.0703126443887
1.6249999999999998,34829.16630836268,3482.916630836268
1.6299999999999997,34977.65421733184,3497.7654217331838
1.6349999999999996,35126.16609957979,3512.6166099579787
1.64,35274.701208528604,3527.4701208528604
1.6449999999999998,35423.2588047202,3542.3258804720203
1.6499999999999997,35571.838155743324,3557.1838155743326
1.6549999999999996,35720.43853616144,3572.043853616144
1.66,35869.059227441474,3586.9059227441476
1.6649999999999998,36017.69951788323,3601.769951788323
1.6699999999999997,36166.358702549944,3616.6358702549946
1.6749999999999996,36315.036083199324,3631.5036083199325
1.68,36463.73096821566,3646.3730968215664
1.6849999999999998,36612.442672542515,3661.2442672542516
1.6899999999999997,36761.17051761634,3676.117051761634
1.6949999999999996,36909.913831300786,3690.9913831300787
1.6999999999999995,37058.67194782187,3705.8671947821877
1.7049999999999998,37207.44420770369,3720.744420770369
1.7099999999999997,37356.22995770515,3735.6229957705154
1.7149999999999996,37505.028550757204,3750.5028550757206
1.7199999999999995,37653.83934590095,3765.3839345900956
1.7249999999999999,37802.66170822636,3780.2661708226365
1.7299999999999998,37951.495008811675,3795.1495008811676
1.7349999999999997,38100.33862466363,3810.033862466363
1.7399999999999995,38249.19193865834,3824.919193865834
1.7449999999999999,38398.05433948267,3839.805433948267
1.7499999999999998,38546.92522157651,3854.692522157651
1.7549999999999997,38695.803985075596,3869.58039850756
1.7599999999999996,38844.69003575493,3884.4690035754934
1.765,38993.58278497301,3899.3582784973014
1.7699999999999998,39142.481649616515,3914.2481649616516
1.7749999999999997,39291.386052045666,3929.138605204567
1.7799999999999996,39440.29542004031,3944.029542004031
1.785,39589.20918674644,3958.9209186746443
1.7899999999999998,39738.1267906234,3973.81267906234
1.7949999999999997,39887.04767539181,3988.7047675391814
1.7999999999999996,40035.971289981724,4003.5971289981726
1.8049999999999995,40184.89708848185,4018.489708848185
1.8099999999999998,40333.82453008884,4033.382453008884
1.8149999999999997,40482.75307905756,4048.2753079057566
1.8199999999999996,40631.68220465164,4063.1682204651643
1.8249999999999995,40780.61138109471,4078.0611381094714
1.8299999999999998,40929.54008752214,4092.954008752214
1.8349999999999997,41078.46780793324,4107.846780793324
1.8399999999999996,41227.39403114421,4122.739403114421
1.8449999999999995,41376.31825074134,4137.631825074134
1.8499999999999999,41525.2399650349,4152.523996503491
1.8549999999999998,41674.158677013416,4167.415867701342
1.8599999999999997,41823.0738942986,4182.30738942986
1.8649999999999995,41971.9851291007,4197.19851291007
1.8699999999999999,42120.89189817425,4212.089189817426
1.8749999999999998,42269.793722774426,4226.979372277443
1.8799999999999997,42418.69012861387,4241.869012861387
1.8849999999999996,42567.580645819886,4256.758064581989
1.89,42716.46480889223,4271.646480889223
1.8949999999999998,42865.342156661296,4286.53421566613
1.8999999999999997,43014.212232246675,4301.421223224667
1.9049999999999996,43163.07458301633,4316.307458301633
1.9099999999999995,43311.92876054612,4331.1928760546125
1.9149999999999998,43460.77432057977,4346.077432057977
1.9199999999999997,43609.610822989154,4360.961082298915
1.9249999999999996,43758.43783173535,4375.843783173535
1.9299999999999995,43907.254914829675,4390.725491482967
1.9349999999999998,44056.06164429548,4405.606164429548
1.9399999999999997,44204.85759613013,4420.485759613013
1.9449999999999996,44353.64235026757,4435.364235026757
1.9499999999999995,44502.41549054121,4450.241549054121
1.9549999999999998,44651.17660464711,4465.117660464711
1.9599999999999997,44799.92528410771,4479.992528410771
1.9649999999999996,44948.6611242359,4494.8661124235905
1.9699999999999995,45097.383724099476,4509.738372409948
1.9749999999999999,45246.09268648584,4524.6092686485845
1.9799999999999998,45394.787617867296,4539.47876178673
1.9849999999999997,45543.468128366636,4554.346812836664
1.9899999999999995,45692.133831722924,4569.213383172292
1.9949999999999999,45840.78434525789,4584.078434525789
2.0,45989.41928984252,4598.941928984252
