kernel,k_c,q0_lss,q0_gw,s8_lss,s8_gw,target_error,ligo_impact,score
yukawa,0.008254041852680182,-0.0019997066084589234,-1e-06,0.7725333474775651,0.8299699214302317,0.002533347477565062,0.0,0.002533347477565062
yukawa,0.009085175756516862,-0.0019997578302911015,-1e-06,0.7725319416991246,0.8299699214302317,0.002531941699124629,0.0,0.002531941699124629
yukawa,0.01,-0.001999800109994667,-1e-06,0.7725307813390411,0.8299699214302317,0.002530781339041055,0.0,0.002530781339041055
yukawa,0.011006941712522093,-0.0019998350085126916,-1e-06,0.7725298235561598,0.8299699214302317,0.002529823556159827,0.0,0.002529823556159827
yukawa,0.012115276586285877,-0.001999863814354558,-1e-06,0.7725290329867075,0.8299699214302317,0.00252903298670748,0.0,0.00252903298670748
yukawa,0.01333521432163324,-0.0019998875911297316,-1e-06,0.77252838043957,0.8299699214302317,0.0025283804395699327,0.0,0.0025283804395699327
yukawa,0.01467799267622069,-0.0019999072167925405,-1e-06,0.7725278418191145,0.8299699214302317,0.0025278418191144736,0.0,0.0025278418191144736
yukawa,0.01615598098439873,-0.0019999234160419242,-1e-06,0.7725273972359143,0.8299699214302317,0.0025273972359143304,0.0,0.0025273972359143304
yukawa,0.01778279410038923,-0.001999936787069063,-1e-06,0.7725270302726123,0.8299699214302317,0.0025270302726122518,0.0,0.0025270302726122518
yukawa,0.019573417814876596,-0.001999947823638204,-1e-06,0.772526727377886,0.8299699214302317,0.002526727377885951,0.0,0.002526727377885951
yukawa,0.021544346900318822,-0.0019999569333144698,-1e-06,0.7725264773661659,0.8299699214302317,0.002526477366165847,0.0,0.002526477366165847
yukawa,0.023713737056616554,-0.0019999644525106612,-1e-06,0.7725262710046649,0.8299699214302317,0.0025262710046648484,0.0,0.0025262710046648484
yukawa,0.026101572156825358,-0.001999970658907975,-1e-06,0.7725261006724872,0.8299699214302317,0.0025261006724871526,0.0,0.0025261006724871526
yukawa,0.028729848333536628,-0.00199997578170881,-1e-06,0.7725259600792325,0.8299699214302317,0.0025259600792324477,0.0,0.0025259600792324477
yukawa,0.03162277660168379,-0.0019999800100999497,-1e-06,0.7725258440327245,0.8299699214302317,0.002525844032724489,0.0,0.002525844032724489
yukawa,0.03480700588428409,-0.0019999835002384317,-1e-06,0.7725257482472835,0.8299699214302317,0.002525748247283466,0.0,0.002525748247283466
yukawa,0.03831186849557285,-0.001999986381017932,-1e-06,0.7725256691854648,0.8299699214302317,0.0025256691854648183,0.0,0.0025256691854648183
yukawa,0.042169650342858224,-0.0019999887588285164,-1e-06,0.7725256039274306,0.8299699214302317,0.0025256039274306197,0.0,0.0025256039274306197
yukawa,0.046415888336127774,-0.0019999907214854552,-1e-06,0.7725255500631225,0.8299699214302317,0.0025255500631224947,0.0,0.0025255500631224947
yukawa,0.051089697745069246,-0.0019999923414721586,-1e-06,0.7725255056032618,0.8299699214302317,0.002525505603261813,0.0,0.002525505603261813
yukawa,0.05623413251903491,-0.0019999936786169524,-1e-06,0.7725254689058815,0.8299699214302317,0.002525468905881456,0.0,0.002525468905881456
yukawa,0.061896581889126036,-0.0019999947823025354,-1e-06,0.7725254386156933,0.8299699214302317,0.0025254386156933206,0.0,0.0025254386156933206
yukawa,0.06812920690579609,-0.001999995693289694,-1e-06,0.7725254136140345,0.8299699214302317,0.0025254136140344663,0.0,0.0025254136140344663
yukawa,0.07498942093324558,-0.00199999644522262,-1e-06,0.7725253929775519,0.8299699214302317,0.0025253929775518325,0.0,0.0025253929775518325
yukawa,0.08254041852680181,-0.001999997065871417,-1e-06,0.772525375944108,0.8299699214302317,0.002525375944107955,0.0,0.002525375944107955
yukawa,0.09085175756516861,-0.0019999975781576774,-1e-06,0.7725253618846282,0.8299699214302317,0.0025253618846281523,0.0,0.0025253618846281523
yukawa,0.1,-0.0019999980010009994,-1e-06,0.7725253502798728,0.8299699214302317,0.0025253502798727734,0.0,0.0025253502798727734
yukawa,0.11006941712522092,-0.0019999983500177147,-1e-06,0.7725253407012571,0.8299699214302317,0.002525340701257095,0.0,0.002525340701257095
yukawa,0.12115276586285877,-0.001999998638097618,-1e-06,0.7725253327950262,0.8299699214302317,0.0025253327950262028,0.0,0.0025253327950262028
yukawa,0.1333521432163324,-0.001999998875880007,-1e-06,0.7725253262691901,0.8299699214302317,0.002525326269190109,0.0,0.002525326269190109
yukawa,0.1467799267622069,-0.0019999990721466074,-1e-06,0.7725253208827366,0.8299699214302317,0.0025253208827366036,0.0,0.0025253208827366036
yukawa,0.1615598098439873,-0.0019999992341458955,-1e-06,0.7725253164367349,0.8299699214302317,0.0025253164367349257,0.0,0.0025253164367349257
yukawa,0.1778279410038923,-0.0019999993678607958,-1e-06,0.7725253127669865,0.8299699214302317,0.0025253127669865316,0.0,0.0025253127669865316
yukawa,0.19573417814876595,-0.001999999478229641,-1e-06,0.7725253097379607,0.8299699214302317,0.0025253097379607237,0.0,0.0025253097379607237
yukawa,0.21544346900318823,-0.001999999569328552,-1e-06,0.7725253072377891,0.8299699214302317,0.0025253072377890984,0.0,0.0025253072377890984
yukawa,0.23713737056616552,-0.0019999996445219776,-1e-06,0.7725253051741381,0.8299699214302317,0.0025253051741380705,0.0,0.0025253051741380705
yukawa,0.2610157215682536,-0.001999999706586948,-1e-06,0.7725253034707912,0.8299699214302317,0.0025253034707911626,0.0,0.0025253034707911626
yukawa,0.2872984833353663,-0.001999999757815636,-1e-06,0.7725253020648416,0.8299699214302317,0.0025253020648415836,0.0,0.0025253020648415836
yukawa,0.31622776601683794,-0.0019999998001000103,-1e-06,0.7725253009043648,0.8299699214302317,0.002525300904364758,0.0,0.002525300904364758
yukawa,0.3480700588428409,-0.0019999998350017103,-1e-06,0.7725252999465028,0.8299699214302317,0.002525299946502746,0.0,0.002525299946502746
yukawa,0.3831186849557285,-0.00199999986380972,-1e-06,0.7725252991558796,0.8299699214302317,0.0025252991558796234,0.0,0.0025252991558796234
yukawa,0.4216965034285822,-0.0019999998875879724,-1e-06,0.7725252985032952,0.8299699214302317,0.0025252985032951925,0.0,0.0025252985032951925
yukawa,0.46415888336127775,-0.0019999999072146417,-1e-06,0.7725252979646496,0.8299699214302317,0.00252529796464962,0.0,0.00252529796464962
yukawa,0.5108969774506924,-0.0019999999234145763,-1e-06,0.7725252975200495,0.8299699214302317,0.0025252975200494854,0.0,0.0025252975200494854
yukawa,0.5623413251903491,-0.0019999999367860707,-1e-06,0.7725252971530749,0.8299699214302317,0.0025252971530749235,0.0,0.0025252971530749235
yukawa,0.6189658188912603,-0.001999999947822958,-1e-06,0.7725252968501719,0.8299699214302317,0.0025252968501718875,0.0,0.0025252968501718875
yukawa,0.6812920690579608,-0.0019999999569328512,-1e-06,0.772525296600155,0.8299699214302317,0.0025252966001549915,0.0,0.0025252966001549915
yukawa,0.7498942093324559,-0.001999999964452195,-1e-06,0.7725252963937895,0.8299699214302317,0.002525296393789511,0.0,0.002525296393789511
yukawa,0.8254041852680182,-0.001999999970658693,-1e-06,0.7725252962234548,0.8299699214302317,0.002525296223454765,0.0,0.002525296223454765
yukawa,0.9085175756516861,-0.001999999975781562,-1e-06,0.7725252960828599,0.8299699214302317,0.002525296082859896,0.0,0.002525296082859896
yukawa,1.0,-0.0019999999800100004,-1e-06,0.7725252959668123,0.8299699214302317,0.00252529596681228,0.0,0.00252529596681228
yukawa,1.100694171252208,-0.0019999999835001703,-1e-06,0.7725252958710257,0.8299699214302317,0.002525295871025679,0.0,0.002525295871025679
yukawa,1.2115276586285877,-0.001999999986380972,-1e-06,0.7725252957919635,0.8299699214302317,0.0025252957919634778,0.0,0.0025252957919634778
yukawa,1.333521432163324,-0.0019999999887587968,-1e-06,0.7725252957267048,0.8299699214302317,0.0025252957267047904,0.0,0.0025252957267047904
yukawa,1.4677992676220675,-0.001999999990721464,-1e-06,0.7725252956728409,0.8299699214302317,0.002525295672840877,0.0,0.002525295672840877
yukawa,1.6155980984398728,-0.0019999999923414574,-1e-06,0.7725252956283808,0.8299699214302317,0.002525295628380775,0.0,0.002525295628380775
yukawa,1.7782794100389228,-0.001999999993678607,-1e-06,0.7725252955916836,0.8299699214302317,0.002525295591683574,0.0,0.002525295591683574
yukawa,1.9573417814876577,-0.0019999999947822957,-1e-06,0.7725252955613928,0.8299699214302317,0.002525295561392804,0.0,0.002525295561392804
yukawa,2.154434690031882,-0.001999999995693285,-1e-06,0.7725252955363912,0.8299699214302317,0.0025252955363911367,0.0,0.0025252955363911367
yukawa,2.371373705661655,-0.0019999999964452194,-1e-06,0.7725252955157543,0.8299699214302317,0.002525295515754311,0.0,0.002525295515754311
yukawa,2.6101572156825332,-0.0019999999970658692,-1e-06,0.7725252954987216,0.8299699214302317,0.0025252954987216025,0.0,0.0025252954987216025
yukawa,2.8729848333536627,-0.001999999997578156,-1e-06,0.7725252954846615,0.8299699214302317,0.002525295484661516,0.0,0.002525295484661516
yukawa,3.1622776601683795,-0.001999999998001,-1e-06,0.772525295473057,0.8299699214302317,0.002525295473057021,0.0,0.002525295473057021
yukawa,3.480700588428406,-0.001999999998350017,-1e-06,0.7725252954634784,0.8299699214302317,0.0025252954634783498,0.0,0.0025252954634783498
yukawa,3.831186849557285,-0.0019999999986380973,-1e-06,0.772525295455572,0.8299699214302317,0.0025252954555720075,0.0,0.0025252954555720075
yukawa,4.216965034285822,-0.0019999999988758797,-1e-06,0.7725252954490466,0.8299699214302317,0.0025252954490465607,0.0,0.0025252954490465607
yukawa,4.641588833612772,-0.0019999999990721463,-1e-06,0.7725252954436601,0.8299699214302317,0.0025252954436600916,0.0,0.0025252954436600916
yukawa,5.1089697745069245,-0.0019999999992341456,-1e-06,0.7725252954392141,0.8299699214302317,0.0025252954392140925,0.0,0.0025252954392140925
yukawa,5.623413251903491,-0.0019999999993678607,-1e-06,0.7725252954355437,0.8299699214302317,0.002525295435543695,0.0,0.002525295435543695
yukawa,6.189658188912597,-0.0019999999994782295,-1e-06,0.772525295432515,0.8299699214302317,0.0025252954325150068,0.0,0.0025252954325150068
yukawa,6.812920690579608,-0.0019999999995693285,-1e-06,0.7725252954300147,0.8299699214302317,0.0025252954300146735,0.0,0.0025252954300146735
yukawa,7.498942093324558,-0.001999999999644522,-1e-06,0.7725252954279513,0.8299699214302317,0.002525295427951324,0.0,0.002525295427951324
yukawa,8.254041852680173,-0.001999999999706587,-1e-06,0.7725252954262476,0.8299699214302317,0.0025252954262475757,0.0,0.0025252954262475757
yukawa,9.085175756516861,-0.0019999999997578157,-1e-06,0.7725252954248418,0.8299699214302317,0.0025252954248418114,0.0,0.0025252954248418114
yukawa,10.0,-0.0019999999998001,-1e-06,0.7725252954236816,0.8299699214302317,0.0025252954236816283,0.0,0.0025252954236816283
step,0.0001,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.00011006941712522093,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.00012115276586285888,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.0001333521432163324,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.0001467799267622069,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.00016155980984398745,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.00017782794100389227,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.00019573417814876596,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.00021544346900318845,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.00023713737056616554,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.0002610157215682536,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.0002872984833353666,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.00031622776601683794,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.00034807005884284094,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.00038311868495572853,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.00042169650342858224,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.00046415888336127773,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.0005108969774506924,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.0005623413251903491,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.0006189658188912603,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.0006812920690579609,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.0007498942093324559,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.0008254041852680181,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.0009085175756516862,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.001,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.0011006941712522092,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.0012115276586285877,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.001333521432163324,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.0014677992676220691,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.001615598098439873,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.0017782794100389228,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.0019573417814876598,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.002154434690031882,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.0023713737056616554,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.0026101572156825357,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.002872984833353663,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.0031622776601683794,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.0034807005884284095,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.003831186849557285,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.004216965034285823,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.004641588833612777,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.005108969774506924,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.005623413251903491,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.006189658188912603,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.006812920690579608,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.007498942093324558,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.008254041852680182,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.009085175756516862,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.01,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.011006941712522093,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.012115276586285877,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.01333521432163324,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.01467799267622069,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.01615598098439873,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.01778279410038923,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.019573417814876596,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.021544346900318822,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.023713737056616554,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.026101572156825358,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.028729848333536628,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.03162277660168379,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.03480700588428409,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.03831186849557285,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.042169650342858224,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.046415888336127774,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.051089697745069246,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.05623413251903491,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.061896581889126036,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.06812920690579609,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.07498942093324558,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.08254041852680181,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.09085175756516861,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.1,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.11006941712522092,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.12115276586285877,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.1333521432163324,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.1467799267622069,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.1615598098439873,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.1778279410038923,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.19573417814876595,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.21544346900318823,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.23713737056616552,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.2610157215682536,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.2872984833353663,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.31622776601683794,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.3480700588428409,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.3831186849557285,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.4216965034285822,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.46415888336127775,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.5108969774506924,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.5623413251903491,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.6189658188912603,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.6812920690579608,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.7498942093324559,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.8254041852680182,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,0.9085175756516861,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,1.0,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,1.100694171252208,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,1.2115276586285877,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,1.333521432163324,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,1.4677992676220675,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,1.6155980984398728,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,1.7782794100389228,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,1.9573417814876577,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,2.154434690031882,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,2.371373705661655,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,2.6101572156825332,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,2.8729848333536627,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,3.1622776601683795,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,3.480700588428406,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,3.831186849557285,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,4.216965034285822,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,4.641588833612772,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,5.1089697745069245,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,5.623413251903491,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,6.189658188912597,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,6.812920690579608,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,7.498942093324558,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,8.254041852680173,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,9.085175756516861,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
step,10.0,-0.002,-1e-06,0.772525295418195,0.8299699214302317,0.002525295418195017,0.0,0.002525295418195017
