kernel,k_c,q0_lss,q0_gw,s8_lss,s8_gw,target_error,ligo_impact,score
lorentzian,0.011006941712522093,-0.0019998350153212696,-1.0000242184376026e-06,0.7725298233693006,0.8299699207018799,0.0025298233693006322,2.4218437602602515e-11,0.002529823611485008
lorentzian,0.012115276586285877,-0.001999863818993299,-1.0000293413069291e-06,0.7725290328593987,0.8299699205478136,0.00252903285939865,2.934130692919048e-11,0.0025290331528117194
lorentzian,0.01333521432163324,-0.001999887594290132,-1.0000355478047745e-06,0.7725283803528339,0.8299699203611577,0.00252838035283387,3.554780477456515e-11,0.0025283807083119176
lorentzian,0.01467799267622069,-0.001999907218945731,-1.0000430671485258e-06,0.772527841760021,0.8299699201350187,0.0025278417600209657,4.3067148525798566e-11,0.002527842190692451
lorentzian,0.01615598098439873,-0.0019999234175088953,-1.0000521770413795e-06,0.7725273971956538,0.8299699198610458,0.0025273971956537578,5.217704137953105e-11,0.0025273977174241715
lorentzian,0.01778279410038923,-0.0019999367880685097,-1.0000632139284278e-06,0.7725270302451833,0.8299699195291192,0.0025270302451833038,6.321392842780776e-11,0.0025270308773225883
lorentzian,0.019573417814876596,-0.0019999478243191257,-1.0000765854221884e-06,0.7725267273591985,0.829969919126981,0.002526727359198455,7.658542218841665e-11,0.002526728125052677
lorentzian,0.021544346900318822,-0.00199995693377838,-1.0000927853564771e-06,0.772526477353434,0.82996991863978,0.0025264773534340312,9.278535647719127e-11,0.002526478281287596
lorentzian,0.023713737056616554,-0.0019999644528267213,-1.0001124120245842e-06,0.7725262709959909,0.8299699180495224,0.002526270995990898,1.1241202458421172e-10,0.0025262721201111437
lorentzian,0.026101572156825358,-0.0019999706591233056,-1.000136190275326e-06,0.772526100666577,0.8299699173344086,0.0025261006665769914,1.3619027532615008e-10,0.0025261020284797447
lorentzian,0.028729848333536628,-0.0019999757818555137,-1.000164998283016e-06,0.7725259600752058,0.8299699164680289,0.00252596007520578,1.6499828301604273e-10,0.00252596172518861
lorentzian,0.03162277660168379,-0.001999980010199898,-1.00019989998001e-06,0.772525844029982,0.829969915418386,0.002525844029982016,1.9989998001009824e-10,0.002525846028981816
lorentzian,0.03480700588428409,-0.0019999835003065257,-1.0002421843496185e-06,0.7725257482454141,0.8299699141467153,0.0025257482454140723,2.4218434961850247e-10,0.0025257506672575684
lorentzian,0.03831186849557285,-0.0019999863810643242,-1.0002934130305304e-06,0.7725256691841915,0.8299699126060502,0.0025256691841915035,2.934130305304066e-10,0.002525672118321809
lorentzian,0.042169650342858224,-0.001999988758860123,-1.0003554779908527e-06,0.7725256039265629,0.8299699107394924,0.0025256039265628694,3.5547799085277775e-10,0.0025256074813427777
