a,D_gr,D_lss_step,D_gw_step,growth_delta_lss_percent,growth_delta_gw_percent
0.14894736842105266,0.1487402994338579,0.13904501853693543,0.1487352337596577,-6.518260978245354,-0.0034057173607122044
0.15142857142857144,0.15120739654313933,0.14134230741009288,0.15120224202431037,-6.5242106924524395,-0.0034089065394950118
0.15390977443609025,0.15367378777385696,0.14363886705644013,0.15366854435952396,-6.530014560572944,-0.003412042098367848
0.15639097744360905,0.15613945027006793,0.14593467800336843,0.15613411794798146,-6.5356783625462525,-0.003415102382672857
0.15887218045112783,0.1586043608311718,0.14822972041355237,0.15859893963223465,-6.541207545146147,-0.0034180642377927054
0.16135338345864664,0.1610684959575296,0.15052397407600646,0.1610629859147954,-6.546607279615688,-0.0034209313878763147
0.16383458646616544,0.16353183184091752,0.15281741841013777,0.16352623295813568,-6.551882474601427,-0.0034237265728728106
0.16631578947368422,0.1659943443415529,0.15511003246574595,0.165988656584838,-6.557037782812172,-0.0034264762076555693
0.16879699248120303,0.16845600898828508,0.15740179492302328,0.1684502323055146,-6.562077619938476,-0.003429193654287306
0.17127819548872183,0.17091680097859502,0.15969268409551993,0.1709109353468364,-6.5670061800892,-0.003431863763554774
0.1737593984962406,0.17337669517859544,0.16198267798429766,0.17337074061662414,-6.571827420381266,-0.003434465033014665
0.17624060150375942,0.17583566614203738,0.16427175427028684,0.17582962270183128,-6.57654509205737,-0.0034369820063826655
0.17872180451127823,0.1782936881514676,0.16655989029835455,0.17828755586854417,-6.5811627852718555,-0.0034394279388158117
0.181203007518797,0.18075073518286636,0.1688470630814966,0.1807445140619819,-6.585683919529705,-0.003441823281203179
0.1836842105263158,0.18320678090192416,0.17113324930083756,0.18320047090876404,-6.590111753314361,-0.0034441919284076707
0.18616541353383462,0.18566179866405944,0.17341842530563065,0.18565539976078588,-6.5944493948279685,-0.003446537370423827
0.1886466165413534,0.1881157615144189,0.17570256711371168,0.18810927369483843,-6.598699811634734,-0.003448844226676474
0.1911278195488722,0.1905686421879537,0.17798565045205392,0.19056206548917262,-6.602865818548176,-0.0034510917985040106
0.193609022556391,0.19302041313830248,0.18026765077225504,0.1930137476245373,-6.6069500933613,-0.0034532688314215434
0.1960902255639098,0.19547104656675773,0.1825485432238159,0.19546429228417922,-6.610955213015918,-0.0034553877401004808
0.1985714285714286,0.1979205143890499,0.1848283026599793,0.1979136713538432,-6.614883641286119,-0.0034574663610937115
0.2010526315789474,0.2003687882361837,0.18710690363772983,0.20036185642408613,-6.6187377361495505,-0.0034595268846965297
0.20353383458646618,0.20281583945443826,0.18938432041779402,0.20280881883635704,-6.622519756235104,-0.0034615728732561423
0.20601503759398498,0.20526163910536707,0.19166052696464025,0.20525452968080476,-6.626231866805346,-0.003463591440316637
0.2084962406015038,0.2077061579657979,0.19393549696175924,0.20769895977591057,-6.629876137955528,-0.0034655640245868052
0.21097744360902257,0.21014936654937436,0.1962092038636345,0.2101420796707324,-6.633454535045973,-0.003467475901359873
0.21345864661654138,0.21259123514877667,0.19848162085846044,0.2125838596449048,-6.636968960852019,-0.003469335820314156
0.21593984962406018,0.21503173379923282,0.20075272087367765,0.2150242697086388,-6.64042124074903,-0.0034711577040931257
0.21842105263157896,0.2174708322816376,0.20302247657691708,0.2174632796027594,-6.643813128010221,-0.0034729617755895163
0.22090225563909777,0.21990850012264795,0.20529086037599995,0.21990085883079624,-6.647146307894156,-0.0034747596602452465
0.22338345864661657,0.22234470659468253,0.2075578444189376,0.222336976686999,-6.650422401420266,-0.0034765422581499025
0.22586466165413535,0.22477942071592202,0.209823400594179,0.22477160222365805,-6.653642968786077,-0.003478295405811827
0.22834586466165416,0.22721261125499298,0.2120875005711057,0.2272047042568821,-6.656809496772554,-0.0034799996651594055
0.23082706766917296,0.2296442467857985,0.21435011581529412,0.22963625136659793,-6.659923418316699,-0.0034816544775151887
0.23330827067669174,0.23207429566889928,0.21661121756188656,0.23206621189655055,-6.6629861193563285,-0.003483269151128101
0.23578947368421055,0.234502726042787,0.218870776825252,0.23449455395430313,-6.665998933710823,-0.003484858629050136
0.23827067669172936,0.23692950582754213,0.2211287643989859,0.2369212454156645,-6.668963147231387,-0.003486442876235904
0.24075187969924813,0.23935460272483408,0.22338515085591043,0.23934625398133158,-6.671880000269888,-0.0034880229615215598
0.24323308270676694,0.24177798421792132,0.22563990654807425,0.24176954715715523,-6.674750689997218,-0.0034895901681776262
0.24571428571428575,0.2441996175716511,0.22789300160769588,0.24419109224679472,-6.6775763721950385,-0.0034911294870770297
0.24819548872180452,0.24661946984620894,0.2301444059969776,0.2466108563564602,-6.680358148326704,-0.0034926235767612185
0.25067669172932333,0.24903750795520185,0.23239408950752186,0.2490288063949128,-6.683097090207754,-0.003494076197803213
0.25315789473684214,0.2514536986243619,0.23464202174203977,0.25144490907346434,-6.685794233409355,-0.0034954947752386216
0.25563909774436094,0.25386800840041823,0.2368881721251433,0.2538591309059777,-6.688450578023665,-0.0034968937190796344
0.2581203007518797,0.25628040365310417,0.23913250990334498,0.2562714382157458,-6.691067091095357,-0.0034982921950343867
0.2606015037593985,0.25869085057515745,0.24137500414505822,0.25868179719846984,-6.6936447081913535,-0.0034996895589766374
0.2630827067669173,0.2610993151823199,0.24361562374059692,0.2610901738889121,-6.696184334882106,-0.003501079043966542
0.2655639097744361,0.2635057633133376,0.24585433740217574,0.2634965341633752,-6.698686848140143,-0.0035024470988138713
0.2680451127819549,0.2659101606410528,0.24809111370158604,0.2659008437450818,-6.7011530873844025,-0.0035037758423688984
0.2705263157894737,0.268312472737379,0.25032592109746205,0.2683030682041745,-6.703583868619476,-0.003505067471735376
0.27300751879699253,0.2707126650283795,0.25255872789661954,0.27070317295771573,-6.705979984296938,-0.003506326777418184
0.2754887218045113,0.2731107028059268,0.25478950227461156,0.27310112326968794,-6.708342200830681,-0.003507565298777642
0.2779699248120301,0.2755065512319348,0.25701821227574273,0.2754968842522527,-6.710671261180893,-0.0035088021097323518
0.2804511278195489,0.277900175338358,0.2592448258130688,0.27789042092489386,-6.712967885887559,-0.003510042212909095
0.2829323308270677,0.28029154002719203,0.26146931066839685,0.2802816982047438,-6.7152327740498965,-0.0035112805927985822
0.2854135338345865,0.2826806100704736,0.26369163449228544,0.2826706808908842,-6.717466604254937,-0.0035125081932372835
0.2878947368421053,0.2850673501108263,0.2659117648112263,0.2850573336792127,-6.719670033117726,-0.003513707062448814
0.29037593984962407,0.287451724718713,0.2681296690973268,0.28744162116244265,-6.7218436905514825,-0.0035148706379248625
0.29285714285714287,0.28983369839049794,0.27034531472208345,0.2898235078301035,-6.723988196209487,-0.003516002608050307
0.2953383458646617,0.29221323552547473,0.27255866896800907,0.2922029580685405,-6.7261041486097275,-0.003517108633267124
0.2978195488721805,0.29459030044537726,0.27476969903747905,0.29457993616091477,-6.7281921291815685,-0.0035182028895129162
0.3003007518796993,0.29696485739437944,0.2769783720527314,0.29695440630070785,-6.730252702967243,-0.0035193031806162525
0.3027819548872181,0.2993368705390953,0.2791846550558666,0.2993263326648949,-6.732286419289168,-0.0035204063506887964
0.30526315789473685,0.30170630396857895,0.28138851500884776,0.30169567935263214,-6.7342938123849,-0.003521509430546962
0.30774436090225565,0.3040731216943246,0.28358991879350065,0.30406241040876425,-6.736275402011719,-0.0035226018993936114
0.31022556390977446,0.3064372876544637,0.285788833224608,0.3064264898299298,-6.73823169102669,-0.0035236653530454115
0.31270676691729327,0.30879876579009974,0.28798522512337943,0.3087878815645613,-6.74016316531133,-0.0035246985235245164
0.3151879699248121,0.3111575200023696,0.29017906125204895,0.3111465495128852,-6.74207030257887,-0.0035257028287050433
0.3176691729323309,0.3135135141563494,0.2923703083405906,0.3135024575269219,-6.743953565336489,-0.003526683517063779
0.32015037593984963,0.3158667120966825,0.294558933093834,0.3158555694104859,-6.745813403827893,-0.003527654472546297
0.32263157894736844,0.3182170776475794,0.2967449021914646,0.31820584893382464,-6.7476502565003456,-0.003528633295786656
0.32511278195488724,0.320564574612818,0.2989281822880231,0.32055325991299766,-6.7494645504506,-0.0035296164069341922
0.32759398496240605,0.3229091667757435,0.3011087400129059,0.32289776613640325,-6.751256701850691,-0.0035306025697807966
0.33007518796992485,0.3252508178992683,0.303286541970365,0.3252393313956407,-6.753027116354788,-0.0035315833183074416
0.33255639097744366,0.32758949172641927,0.30546155474282843,0.3275779194932996,-6.75477618863019,-0.0035325410038836947
0.33503759398496247,0.3299251520504233,0.30763374496957635,0.32991349424296024,-6.756504298720478,-0.0035334703615617145
0.3375187969924812,0.33225776269910806,0.3098030792992596,0.33224601946919335,-6.758211822482949,-0.0035343733790627885
0.34,0.33458728750991945,0.3119695243926809,0.33457545900756047,-6.759899123952228,-0.0035352515772520427
0.34248120300751883,0.3369136903606336,0.31413304694349437,0.3369017767046134,-6.761566558116049,-0.003536115141970111
0.34496240601503764,0.33923693516935766,0.3162936136782057,0.3392249364186596,-6.763214471236143,-0.0035369824020141482
0.34744360902255644,0.3415569858945293,0.31845119135617217,0.3415449020950729,-6.764843201155334,-0.0035378575041568497
0.34992481203007525,0.343873806534917,0.3206057467696027,0.34386163774212697,-6.766453077591904,-0.00353873792035954
0.352406015037594,0.34618736112961984,0.32275724674355744,0.346175107408804,-6.768044422421788,-0.003539621081452772
0.3548872180451128,0.34849761375806787,0.32490565813594857,0.34848527521713085,-6.769617549948902,-0.0035404950995112476
0.3573684210526316,0.35080452855272665,0.3270509478552458,0.3507921053621789,-6.771172765493715,-0.0035413426955976882
0.3598496240601504,0.35310806979005965,0.3291930829421574,0.3530955621120643,-6.772710366580103,-0.0035421671339353517
0.3623308270676692,0.35540820180164373,0.33133203047849663,0.3553956098079476,-6.774230645522415,-0.0035429665472828105
0.36481203007518803,0.357704889009137,0.3334677576298373,0.3576922128640341,-6.775733886790844,-0.0035437438772594277
0.3672932330827068,0.3599980959373066,0.33560023165418174,0.3599853357675736,-6.777220368235981,-0.0035445103396402828
0.3697744360902256,0.3622877872140289,0.3377294199019606,0.36227494308240116,-6.778690361306585,-0.0035452841859481858
0.3722556390977444,0.36457392757028917,0.339855289816033,0.36456099954066307,-6.7801441312586554,-0.0035460653240514603
0.3747368421052632,0.3668564818401819,0.34197780893168683,0.36684346997956774,-6.781581937356431,-0.0035468531314682447
0.377218045112782,0.3691354149609104,0.34409694487663806,0.36912231934493844,-6.783004033065696,-0.0035476455092626077
0.3796992481203008,0.3714106919727873,0.34621266537103135,0.3713975127186357,-6.784410666239566,-0.0035484315439643006
0.38218045112781956,0.37368227802753734,0.34832493823666955,0.3736690153185572,-6.78580207889847,-0.0035491939971498687
0.38466165413533837,0.37595013848611564,0.3504337314898576,0.37593679249863815,-6.787178506971176,-0.003549935513051951
0.3871428571428572,0.37821423882863325,0.3525390132509557,0.378200809748851,-6.788540182198386,-0.003550654206948103
0.389624060150376,0.3804745446804168,0.3546407517739262,0.3804610326952056,-6.78988733088306,-0.003551350648848668
0.3921052631578948,0.3827310218324988,0.35673891546432507,0.3827174270997489,-6.79122017434717,-0.003552033144538687
0.3945864661654136,0.3849836362416175,0.3588334728793017,0.3849699588605653,-6.792538929084217,-0.0035527175091803254
0.39706766917293235,0.38723235403021716,0.36092439272759874,0.3872185940652098,-6.793843806906051,-0.003553413051400178
0.39954887218045115,0.38947714148644796,0.3630116438695526,0.3894632990240836,-6.7951350150843846,-0.0035541141930756446
0.40203007518796996,0.39171796506416595,0.36509519531709284,0.3917040401837754,-6.796412756487217,-0.0035548230187134144
0.40451127819548877,0.3939547913829329,0.36717501623374266,0.3939407841875452,-6.79767722971027,-0.0035555337043923062
0.4069924812030076,0.39618758722801667,0.3692510759346185,0.3961734978761211,-6.798928629203998,-0.0035562325397777666
0.4094736842105264,0.3984163195887197,0.37132334391934096,0.39840214828769915,-6.800167146101466,-0.00355690776802967
0.41195488721804513,0.40064095572181824,0.3733917899380956,0.40062670265794337,-6.801392966584998,-0.003557565364027826
0.41443609022556394,0.4028614630418296,0.37545638388385605,0.4028471284199859,-6.802606273394801,-0.0035582013070978484
0.41691729323308274,0.40507780918502867,0.37751709585294935,0.4050633932044267,-6.803807245706301,-0.003558817658015307
0.41939849624060155,0.4072899620130412,0.37957389614949605,0.4072754648393337,-6.80499605896442,-0.0035594232757032314
0.42187969924812035,0.40949788961284417,0.38162675528541046,0.409483311350243,-6.806172884989519,-0.0035600336341008345
0.42436090225563916,0.41170156029676563,0.3836756439804005,0.4116869010272277,-6.807337892079715,-0.0035606543553911144
0.4268421052631579,0.4139009426024845,0.3857205331619678,0.41388620242753027,-6.808491245109703,-0.0035612808372817596
0.4293233082706767,0.41609600529303103,0.3877613939654078,0.41608118430577046,-6.8096331056264,-0.0035619152964806882
0.4318045112781955,0.41828671735678635,0.3897981977338095,0.41827181567080496,-6.810763631941234,-0.0035625529960789325
0.43428571428571433,0.42047304800748264,0.39183091601805564,0.4204580657857815,-6.811882979219465,-0.00356318241374832
0.43676691729323314,0.42265496670467534,0.39385952058968854,0.42263990416813857,-6.812991301036158,-0.003563790259986307
0.43924812030075194,0.42483244324338554,0.39588398353264964,0.42481730058960565,-6.814088747490358,-0.0035643826220710536
0.4417293233082707,0.4270054476332416,0.39790427713369586,0.426990225076203,-6.81517546458587,-0.0035649561669512074
0.4442105263157895,0.42917395015160764,0.3999203739219375,0.429158647908242,-6.816251596662883,-0.0035655107585747434
0.4466917293233083,0.4313379213546252,0.4019322466844802,0.43132253962032474,-6.8173172852031865,-0.0035660519372208523
0.4491729323308271,0.4334973320772133,0.4039398684664244,0.4334818710013442,-6.818372668905892,-0.0035665907780787222
0.4516541353383459,0.4356521534330687,0.4059432125708658,0.43563661310748847,-6.8194178837606065,-0.0035671407699348254
0.4541353383458647,0.4378023568146657,0.4079422525588954,0.4377867373563219,-6.820453063118385,-0.00356769626766577
0.4566165413533835,0.4399479138932561,0.40993696224959897,0.4399322154134972,-6.821478337760375,-0.003568258710442846
0.4590977443609023,0.44208879661886935,0.4119273157200578,0.4420730192315967,-6.822493835964398,-0.003568827663881038
0.4615789473684211,0.4442249772203125,0.41391328730534815,0.4442091210662492,-6.8234996835694215,-0.003569397237074899
0.4640601503759399,0.44635642820517,0.41589485159854134,0.44634049347613003,-6.824496004038025,-0.003569956212810671
0.4665413533834587,0.44848312239374755,0.41787198346917465,0.44846710932296113,-6.825482921450437,-0.003570495741499707
0.4690225563909775,0.45060503297685534,0.41984465814016947,0.450588941771511,-6.826460555371965,-0.0035710221073307438
0.47150375939849626,0.4527221334061164,0.4218128510781837,0.4527059642895946,-6.827429022606535,-0.0035715321449278363
0.47398496240601506,0.45483439745184623,0.42377653803942633,0.45481815064807357,-6.828388439048967,-0.0035720261844042144
0.47646616541353387,0.45694179920677486,0.4257356950789746,0.45692547492085606,-6.829338918429506,-0.0035725087849565696
0.4789473684210527,0.45904431308604704,0.42769029855077395,0.4590279114848967,-6.830280572367277,-0.003572988638087428
0.4814285714285715,0.4611419138272221,0.42964032510763867,0.4611254350243875,-6.831213510421923,-0.003573477565246265
0.4839097744360903,0.4632345764902739,0.43158575170125113,0.4632180206140912,-6.832137840143989,-0.0035739724586510346
0.48639097744360904,0.46532227645759106,0.4335265555821622,0.4653056436411533,-6.833053667123692,-0.0035744724203598376
0.48887218045112785,0.4674049894339768,0.4354627142997912,0.46738827980926473,-6.83396109503824,-0.0035749778221877138
0.49135338345864665,0.4694826914466489,0.437394205702426,0.4694659051622553,-6.83486022569788,-0.003575485252051766
0.49383458646616546,0.47155535884523975,0.4393210079372225,0.4715384960840941,-6.8357511590905835,-0.0035759875970759756
0.49631578947368427,0.47362296830425193,0.44124309945020546,0.4736060292988894,-6.836633993908396,-0.003576474642516882
0.49879699248120307,0.47568549689548423,0.44316045903501405,0.4756684818708888,-6.837508831516142,-0.0035769483632553086
0.5012781954887219,0.4777429220279067,0.4450730658295604,0.4777258312044789,-6.838375764871701,-0.0035774100755321
0.5037593984962406,0.479795221439989,0.44698089926201595,0.4797780550441856,-6.839234888477798,-0.0035778588523416683
0.5062406015037594,0.4818423732229602,0.44888393908768687,0.48182513147467393,-6.840086295196512,-0.0035782963982474987
0.5087218045112782,0.4838843558208091,0.4507821653890241,0.4838670389207483,-6.8409300762852725,-0.0035787269938534387
0.511203007518797,0.4859211480302835,0.452675558575623,0.485903756147352,-6.841766321433816,-0.0035791574419096967
0.5136842105263159,0.48795272900089115,0.4545640993842239,0.48793526226586303,-6.842595118800185,-0.0035795957251595913
0.5161654135338346,0.48997907823489883,0.4564477688787112,0.4899615367966825,-6.843416555045752,-0.0035800382088870385
0.5186466165413535,0.4920001755873331,0.4583265484501144,0.4919825596005692,-6.844230715369214,-0.0035804838367973772
0.5211278195488722,0.49401600126597967,0.46020041981660736,0.4939983108893451,-6.845037683539707,-0.003580931910957873
0.5236090225563911,0.49602653583138395,0.46206936502350876,0.49600877123716175,-6.845837541929082,-0.003581379813164159
0.5260902255639098,0.49803176019685064,0.4639333664432816,0.4980139215804994,-6.846630371543254,-0.003581823043612565
0.5285714285714286,0.5000316556284462,0.4657924067755338,0.5000137432181677,-6.847416252053098,-0.003582255258614401
0.5310526315789474,0.5020262037788443,0.4676464690602889,0.5020082178113056,-6.848195265460806,-0.0035826750483113736
0.5335338345864662,0.5040153866870792,0.4694955367140744,0.5039973273833805,-6.8489674888510255,-0.003583085789780509
0.536015037593985,0.5059991867400238,0.4713395934738314,0.5059810543201899,-6.84973299848405,-0.0035834879401011005
0.5384962406015038,0.5079775866915337,0.47317862341446687,0.5079593813698596,-6.850491869870292,-0.0035838828623603624
0.5409774436090226,0.5099505696624482,0.47501261095108516,0.5099322916428449,-6.851244177350281,-0.0035842728081273527
0.5434586466165414,0.5119181191405897,0.4768415408389876,0.5118997686119304,-6.851989994120311,-0.0035846609004756996
0.5459398496240602,0.5138802189807636,0.47866539817367243,0.5138617961122295,-6.852729392257348,-0.003585051117688782
0.548421052631579,0.5158368534047587,0.4804841683908351,0.5158183583528382,-6.853462442743239,-0.0035854460181460293
0.5509022556390978,0.5177880070013468,0.48229783726636805,0.5177694399388555,-6.8541892154884145,-0.0035858425147361488
0.5533834586466166,0.5197336647262832,0.4841063909163609,0.5197150258363425,-6.854909779355048,-0.003586238722963635
0.5558646616541354,0.5216738119023062,0.48590981579710013,0.521655101378364,-6.85562420217935,-0.0035866327799686853
0.5583458646616541,0.5236084342191374,0.4877080987050695,0.5235896522654201,-6.856332550793694,-0.003587022761637672
0.560827067669173,0.5255375177334816,0.4895012267769498,0.5255186645654463,-6.8570348910478796,-0.0035874066834661925
0.5633082706766918,0.5274610488690253,0.4912891874896187,0.5274421247138131,-6.85773128782985,-0.003587782501245278
0.5657894736842106,0.529379014422205,0.49307196866103775,0.5293600195133269,-6.858421805933296,-0.0035881492013554723
0.5682706766917294,0.5312914015760931,0.49484955846421674,0.5312723361342285,-6.859106509868306,-0.0035885093957905216
0.5707518796992481,0.5331981978823018,0.4966219454221304,0.5331790621141947,-6.859785461661533,-0.0035888658632161068
0.573233082706767,0.5350993912560943,0.49838911839482003,0.5350801853583376,-6.860458722462837,-0.003589220632757671
0.5757142857142857,0.5369949699763849,0.5001510665790584,0.536975694139204,-6.86112635262612,-0.0035895749976416233
0.5781954887218046,0.5388849226857391,0.5019077795083503,0.5388655770967766,-6.861788411726019,-0.0035899295281861254
0.5806766917293233,0.5407692383903733,0.5036592470529317,0.5407498232384731,-6.862444958574433,-0.003590284084570324
0.5831578947368422,0.5426479064601555,0.5054054594197706,0.542628421935402,-6.863096051236585,-0.0035906385192998316
0.585639097744361,0.5445209166286042,0.5071464071525662,0.5445013629152273,-6.863741747046549,-0.0035909939875193773
0.5881203007518797,0.5463882589928896,0.5088820811317498,0.5463686362968072,-6.864382102622712,-0.0035913465853977472
0.5906015037593986,0.5482499240138328,0.5106124725744842,0.5482302325586872,-6.865017173882723,-0.003591693182811898
0.5930827067669173,0.5501059025159059,0.5123375730346633,0.5500861425343551,-6.865647016058057,-0.0035920322724080985
0.5955639097744362,0.5519561856872321,0.5140573744029134,0.551936357412241,-6.86627168370828,-0.003592363942158308
0.5980451127819549,0.5538007650795861,0.515771868906592,0.5537808687357172,-6.86689123073512,-0.0035926898486746883
0.6005263157894737,0.5556396326026455,0.5174810491097883,0.5556196684030983,-6.86750570943263,-0.0035930121567610573
0.6030075187969925,0.5574727804922227,0.5191849078882586,0.5574527486676413,-6.868115169705279,-0.0035933278327504032
0.6054887218045113,0.5593002013811227,0.5208834384485357,0.5592801021375451,-6.868719667491904,-0.0035936413982983707
0.6079699248120302,0.5611218882567984,0.5225766343558228,0.5611017217759513,-6.869319252671057,-0.003593957261189354
0.6104511278195489,0.5629378344497822,0.5242644894926463,0.5629176009009433,-6.869913974592846,-0.0035942776627583095
0.6129323308270678,0.5647480336336856,0.5259469980586441,0.5647277331855473,-6.870503882127582,-0.003594602712960649
0.6154135338345865,0.5665524798251994,0.5276241545705661,0.5665321126577312,-6.871089023675972,-0.0035949304245409086
0.6178947368421053,0.5683511673840937,0.5292959538622733,0.5683307337004054,-6.871669447179431,-0.003595256746346295
0.6203759398496241,0.570144091013218,0.530962391084739,0.5701235910411324,-6.872245200129699,-0.0035955774002847775
0.6228571428571429,0.5719312457585007,0.532623461706047,0.5719106796966622,-6.8728163295788045,-0.003595897582280021
0.6253383458646617,0.5737126270089501,0.5342791615113939,0.5736919950853655,-6.873382882148251,-0.0035962122172829582
