f_Hz,abs_dphi,phi_ref
186.2087136662868,0.00699887559552792,89.23931488369679
190.54607179632484,0.010480197008774894,89.34736299433763
194.98445997580453,0.013813545662998195,89.45186720765406
199.52623149688787,0.01679060059146309,89.55264057680898
204.17379446695296,0.019151760607257984,89.64945422390147
208.92961308540407,0.020573717531860325,89.7420256949175
213.79620895022325,0.020654020574596643,89.83000429271425
218.7761623949552,0.018906962256579618,89.91296771744334
223.872113856834,0.0147364647043986,89.99039569291715
229.08676527677747,0.007411460999634301,90.06164607253464
234.42288153199223,0.0039506194317766585,90.12593903327063
239.8832919019489,0.020422390815113545,90.18231922747434
245.4708915685031,0.04329303912929561,90.22962992908997
251.18864315095823,0.07408319025996946,90.26649882156795
257.03957827688646,0.11453710142586715,90.2913464434794
263.02679918953817,0.16655837579206434,90.30245109131174
269.1534803926914,0.2320321679552393,90.2981272107334
275.4228703338166,0.3124582154341482,90.2770929407095
281.8382931264455,0.4083807076564341,90.2390407980118
288.40315031266056,0.518671125873837,90.18535536784442
295.1209226666384,0.6399584718772786,90.11968358219531
301.9951720402016,0.7667609868750134,90.04780348333595
309.0295432513592,0.8925551105711236,89.97655572187517
316.227766016838,1.011430658700803,89.91218881020409
323.5936569296281,1.1194162394032077,89.8590341100671
331.1311214825911,1.2148746267355932,89.81911083494444
338.8441561392028,1.2981010261927395,89.79252813177314
346.73685045253166,1.3706013269219568,89.77820714618053
354.8133892335753,1.4344581187664858,89.77451529222154
363.0780547701014,1.4919047937320329,89.77969240617878
371.5352290971728,1.5451016893204752,89.79207482578353
380.1893963205613,1.596038548486007,89.810193119475
389.04514499428046,1.6465151256524848,89.83279163482536
398.1071705534973,1.698151311314021,89.8588184931004
407.380277804113,1.7524141132680455,89.88739869030694
416.8693834703355,1.8106463782017812,89.91780542037598
426.5795188015925,1.8740935520309705,89.94943332083098
436.5158322401661,1.9439263985823487,89.98177572020084
446.6835921509635,2.021260413060247,90.01440514969963
457.0881896148752,2.1071709717484595,90.04695807645662
467.7351412871981,2.2027058885713444,90.07912218667452
478.630092322638,2.3088953911393872,90.11062620461215
489.7788193684461,2.4267594854200354,90.14123227728192
501.18723362727246,2.557314402051901,90.17072923047004
512.8613839913648,2.701577368382985,90.19892745061759
524.8074602497722,2.8605703792656243,90.22565471834952
537.0317963702527,3.0353232679214415,90.25075269103606
549.5408738576248,3.2268754734177207,90.27407463622957
562.341325190349,3.436278441368131,90.29548247813256
575.4399373371566,3.6645964680823795,90.31484534553024
588.843655355589,3.912907472943658,90.33203813462973
602.5595860743581,4.182304191339938,90.3469395931458
616.5950018614822,4.473893627932668,90.35943208446751
630.957344480193,4.788797793949485,90.369400006346
645.6542290346556,5.128153224570227,90.37672936643301
660.6934480075964,5.493110991216966,90.3813067985793
676.0829753919819,5.88483582345026,90.38301940300191
691.8309709189363,8.72166544884007,87.96459430051422
707.945784384138,9.166113749271148,87.96459430051422
724.4359600749906,9.637693114183207,87.96459430051422
741.3102413009177,10.137500105182653,87.96459430051422
758.5775750291835,10.666639162484984,87.96459430051422
776.247116628692,11.22622113133221,87.96459430051422
794.3282347242822,11.817361708967951,87.96459430051422
812.8305161640995,12.441179810527046,87.96459430051422
831.7637711026708,13.098795851160958,87.96459430051422
851.1380382023759,13.79132994264387,87.96459430051422
870.9635899560806,14.519900002228752,87.96459430051422
891.2509381337459,15.285619771329522,87.96459430051422
912.0108393559096,16.089596741868604,87.96459430051422
933.2543007969904,16.93292998787763,87.96459430051422
954.992586021436,17.816707900012034,87.96459430051422
977.2372209558112,18.74200582039191,87.96459430051422
1000.0,19.70988357527824,87.96459430051422
1023.2929922807548,20.72138290302715,87.96459430051422
1047.1285480508996,21.77752477474192,87.96459430051422
1071.519305237607,22.879306604490807,87.96459430051422
1096.4781961431852,24.027699347051225,87.96459430051422
1122.018454301963,25.22364447945361,87.96459430051422
1148.1536214968828,26.468050864106203,87.96459430051422
1174.897554939529,27.76179149017628,87.96459430051422
1202.2644346174131,29.105700090103596,87.96459430051422
1230.268770812381,30.5005676283032,87.96459430051422
1258.9254117941675,31.94713865882531,87.96459430051422
1288.2495516931335,33.44610754830876,87.96459430051422
1318.2567385564075,34.998114561468924,87.96459430051422
1348.9628825916532,36.60374180515976,87.96459430051422
1380.3842646028852,38.263509027560445,87.96459430051422
1412.537544622754,39.97786926908964,87.96459430051422
1445.439770745928,41.74720436110752,87.96459430051422
1479.1083881682073,43.571820268495145,87.96459430051422
1513.5612484362086,45.45194227266245,87.96459430051422
1548.816618912481,47.38770999050951,87.96459430051422
1584.893192461114,49.37917222520727,87.96459430051422
1621.81009735893,51.42628164548918,87.96459430051422
1659.5869074375614,53.52888928765955,87.96459430051422
1698.2436524617442,55.686738877366565,87.96459430051422
1737.8008287493765,57.89946096577944,87.96459430051422
1778.2794100389228,60.16656687573584,87.96459430051422
1819.7008586099844,62.48744245329465,87.96459430051422
1862.087136662868,64.86134161969235,87.96459430051422
1905.4607179632485,67.28737971867565,87.96459430051422
1949.8445997580448,69.76452665445493,87.96459430051422
1995.262314968881,72.29159981460987,87.96459430051422
2041.7379446695293,74.86725677292122,87.96459430051422
