T_Gyr,I1,I2,I3
5.128613839913469e-06,80255.95273752618,2.6302679918951984e-46,-0.235111316886215
5.24807460249754e-06,79092.3281328308,2.7542287033379713e-46,-0.235111316886215
5.370317963702334e-06,77941.98415979894,2.8840315031263988e-46,-0.235111316886215
5.495408738576046e-06,76804.83909624293,3.0199517204017967e-46,-0.235111316886215
5.6234132519032845e-06,75680.81032691165,3.1622776601681475e-46,-0.235111316886215
5.754399373371355e-06,74569.81437793998,3.3113112148256644e-46,-0.235111316886215
5.8884365535556665e-06,73471.76695092334,3.4673685045250535e-46,-0.235111316886215
6.025595860743346e-06,72386.58295661319,3.6307805477007344e-46,-0.235111316886215
6.165950018614582e-06,71314.17654822851,3.801893963205317e-46,-0.235111316886215
6.309573444801685e-06,70254.4611543788,3.98107170553466e-46,-0.235111316886215
6.456542290346298e-06,69207.34951159485,4.168693834703022e-46,-0.235111316886215
6.606934480075694e-06,68172.75369646314,4.365158322401308e-46,-0.235111316886215
6.760829753919542e-06,67150.58515736046,4.5708818961483774e-46,-0.235111316886215
6.91830970918908e-06,66140.75474578509,4.786300923225989e-46,-0.235111316886215
7.079457843841084e-06,65143.17274728163,5.011872336272305e-46,-0.235111316886215
7.244359600749595e-06,64157.748911956434,5.248074602497283e-46,-0.235111316886215
7.413102413008859e-06,63184.39248458092,5.495408738575776e-46,-0.235111316886215
7.58577575029151e-06,62223.01223428037,5.754399373371073e-46,-0.235111316886215
7.762471166286579e-06,61273.51648380577,6.025595860743052e-46,-0.235111316886215
7.943282347242464e-06,60335.81313838676,6.309573444801375e-46,-0.235111316886215
8.128305161640629e-06,59409.80971416402,6.6069344800753684e-46,-0.235111316886215
8.317637711026333e-06,58495.41336619893,6.918309709188738e-46,-0.235111316886215
8.511380382023377e-06,57592.53091605974,7.24435960074924e-46,-0.235111316886215
8.709635899560404e-06,56701.06887898246,7.585775750291136e-46,-0.235111316886215
8.91250938133704e-06,55820.93349060573,7.943282347242074e-46,-0.235111316886215
9.120108393558668e-06,54952.03073327872,8.317637711025925e-46,-0.235111316886215
9.332543007969465e-06,54094.26636194153,8.709635899559976e-46,-0.235111316886215
9.5499258602139e-06,53247.5459295774,9.120108393558218e-46,-0.235111316886215
9.772372209557632e-06,52411.77481223658,9.54992586021343e-46,-0.235111316886215
9.99999999999951e-06,51586.85823363185,9.99999999999902e-46,-0.235111316886215
1.0232929922807033e-05,50772.701289305565,1.0471285480507957e-45,-0.235111316886215
1.047128548050847e-05,49969.20897036847,1.0964781961430752e-45,-0.235111316886215
1.0715193052375521e-05,49176.28618681093,1.1481536214967664e-45,-0.235111316886215
1.0964781961431291e-05,48393.837790386824,1.2022644346172904e-45,-0.235111316886215
1.1220184543019057e-05,47621.76859707103,1.2589254117940378e-45,-0.235111316886215
1.1481536214968231e-05,46859.9834090914,1.3182567385562703e-45,-0.235111316886215
1.1748975549394679e-05,46108.387036536005,1.3803842646027401e-45,-0.235111316886215
1.2022644346173491e-05,45366.88431853724,1.4454397707457744e-45,-0.235111316886215
1.2302687708123157e-05,44635.380144033756,1.513561248436046e-45,-0.235111316886215
1.2589254117940992e-05,43913.779472111884,1.5848931924609422e-45,-0.235111316886215
1.2882495516930637e-05,43201.987351928095,1.6595869074373795e-45,-0.235111316886215
1.3182567385563346e-05,42499.90894221422,1.7378008287491842e-45,-0.235111316886215
1.3489628825915788e-05,41807.44953036735,1.8197008586097817e-45,-0.235111316886215
1.3803842646028076e-05,41124.514551126405,1.905460717963034e-45,-0.235111316886215
1.4125375446226745e-05,40451.009604837454,1.9952623149686544e-45,-0.235111316886215
1.4454397707458452e-05,39786.84047531,2.0892961308538017e-45,-0.235111316886215
1.4791083881681226e-05,39131.91314726672,2.1877616239493018e-45,-0.235111316886215
1.5135612484361206e-05,38486.13382338895,2.290867652767508e-45,-0.235111316886215
1.548816618912391e-05,37849.408940960624,2.3988329190192106e-45,-0.235111316886215
1.5848931924610203e-05,37221.64518811326,2.5118864315092846e-45,-0.235111316886215
1.6218100973588336e-05,36602.749519674806,2.630267991895069e-45,-0.235111316886215
1.6595869074374612e-05,35992.62917262526,2.7542287033378364e-45,-0.235111316886215
1.698243652461642e-05,35391.191681161916,2.884031503126258e-45,-0.235111316886215
1.7378008287492697e-05,34798.344891377485,3.0199517204016485e-45,-0.235111316886215
1.7782794100388135e-05,34213.996975554,3.16227766016799e-45,-0.235111316886215
1.819700858609871e-05,33638.05644607599,3.311311214825501e-45,-0.235111316886215
1.8620871366627512e-05,33070.43216896607,3.4673685045248834e-45,-0.235111316886215
1.9054607179631275e-05,32511.03337704631,3.630780547700557e-45,-0.235111316886215
1.949844599757922e-05,31959.76968272905,3.801893963205131e-45,-0.235111316886215
1.9952623149687522e-05,31416.55109044047,3.9810717055344644e-45,-0.235111316886215
2.041737944669398e-05,30881.288008680625,4.1686938347028175e-45,-0.235111316886215
2.089296130853904e-05,30353.891261723675,4.3651583224010934e-45,-0.235111316886215
2.1379620895020924e-05,29834.272100961844,4.570881896148153e-45,-0.235111316886215
2.187761623949409e-05,29322.342215897093,4.7863009232257554e-45,-0.235111316886215
2.2387211385681916e-05,28818.013744784294,5.0118723362720597e-45,-0.235111316886215
2.29086765276762e-05,28321.199284929684,5.248074602497025e-45,-0.235111316886215
2.3442288153197646e-05,27831.811902648697,5.495408738575507e-45,-0.235111316886215
2.3988329190193277e-05,27349.76514288711,5.754399373370788e-45,-0.235111316886215
2.454708915684863e-05,26874.973038509466,6.025595860742755e-45,-0.235111316886215
2.5118864315094074e-05,26407.350119258994,6.309573444801064e-45,-0.235111316886215
2.5703957827686856e-05,25946.81142039298,6.606934480075044e-45,-0.235111316886215
2.6302679918951985e-05,25493.272490997813,6.918309709188399e-45,-0.235111316886215
2.6915348039267266e-05,25046.649401987954,7.244359600748882e-45,-0.235111316886215
2.754228703337972e-05,24606.858753792858,7.585775750290766e-45,-0.235111316886215
2.8183829312642533e-05,24173.817683736313,7.943282347241684e-45,-0.235111316886215
2.8840315031263993e-05,23747.443873112203,8.317637711025518e-45,-0.235111316886215
2.951209226666173e-05,23327.65555396123,8.709635899559551e-45,-0.235111316886215
3.019951720401797e-05,22914.37151555273,9.120108393557773e-45,-0.235111316886215
3.0902954325133644e-05,22507.511110575953,9.549925860212962e-45,-0.235111316886215
3.1622776601681464e-05,22106.994261045154,9.999999999998526e-45,-0.235111316886215
3.2359365692960424e-05,21712.741463922866,1.047128548050744e-44,-0.235111316886215
3.311311214825664e-05,21324.67379646563,1.0964781961430212e-44,-0.235111316886215
3.388441561391771e-05,20942.71292129669,1.1481536214967102e-44,-0.235111316886215
3.4673685045250545e-05,20566.78109120982,1.2022644346172313e-44,-0.235111316886215
3.5481338923354843e-05,20196.801153708955,1.2589254117939754e-44,-0.235111316886215
3.6307805477007355e-05,19832.696555287665,1.3182567385562053e-44,-0.235111316886215
3.715352290971439e-05,19474.39134545317,1.380384264602672e-44,-0.235111316886215
3.801893963205317e-05,19121.810180499033,1.4454397707457032e-44,-0.235111316886215
3.8904514499425023e-05,18774.878327031067,1.513561248435972e-44,-0.235111316886215
3.98107170553466e-05,18433.521665250748,1.5848931924608643e-44,-0.235111316886215
4.0738027780408055e-05,18097.666692000494,1.6595869074372985e-44,-0.235111316886215
4.1686938347030225e-05,17767.24052357521,1.7378008287490992e-44,-0.235111316886215
4.265795188015585e-05,17442.170898304405,1.8197008586096918e-44,-0.235111316886215
4.365158322401308e-05,17122.386178909215,1.9054607179629403e-44,-0.235111316886215
4.4668359215092696e-05,16807.815354638675,1.9952623149685565e-44,-0.235111316886215
4.5708818961483776e-05,16498.388043189498,2.089296130853699e-44,-0.235111316886215
4.677351412871599e-05,16194.034492413657,2.187761623949194e-44,-0.235111316886215
4.786300923225989e-05,15894.685581818092,2.290867652767395e-44,-0.235111316886215
4.8977881936840556e-05,15600.272823860665,2.398832919019092e-44,-0.235111316886215
5.011872336272304e-05,15310.728365046718,2.5118864315091607e-44,-0.235111316886215
5.128613839913218e-05,15025.984986830344,2.63026799189494e-44,-0.235111316886215
5.248074602497283e-05,14745.976106324582,2.7542287033377015e-44,-0.235111316886215
5.370317963702071e-05,14470.63577682468,2.884031503126116e-44,-0.235111316886215
5.495408738575776e-05,14199.89868814854,3.0199517204015004e-44,-0.235111316886215
5.6234132519030076e-05,13933.70016679846,3.1622776601678356e-44,-0.235111316886215
5.754399373371072e-05,13671.976175948234,3.3113112148253383e-44,-0.235111316886215
5.8884365535553785e-05,13414.663315259619,3.4673685045247146e-44,-0.235111316886215
6.0255958607430514e-05,13161.69882053223,3.6307805477003796e-44,-0.235111316886215
6.16595001861428e-05,12913.02056319077,3.801893963204944e-44,-0.235111316886215
6.309573444801375e-05,12668.5670496136,3.9810717055342693e-44,-0.235111316886215
6.456542290345981e-05,12428.277420306498,4.1686938347026134e-44,-0.235111316886215
6.60693448007537e-05,12192.091448925532,4.3651583224008793e-44,-0.235111316886215
6.76082975391921e-05,11959.949541152842,4.570881896147929e-44,-0.235111316886215
6.91830970918874e-05,11731.79273342915,4.78630092322552e-44,-0.235111316886215
7.079457843840736e-05,11507.562691546767,5.011872336271813e-44,-0.235111316886215
7.24435960074924e-05,11287.201709106786,5.248074602496768e-44,-0.235111316886215
7.413102413008495e-05,11070.65270584421,5.495408738575236e-44,-0.235111316886215
7.585775750291138e-05,10857.859225824594,5.754399373370507e-44,-0.235111316886215
7.762471166286197e-05,10648.765435515865,6.025595860742459e-44,-0.235111316886215
7.943282347242074e-05,10443.31612173884,6.309573444800755e-44,-0.235111316886215
8.12830516164023e-05,10241.456689500008,6.606934480074721e-44,-0.235111316886215
8.317637711025926e-05,10043.133159710029,6.91830970918806e-44,-0.235111316886215
8.511380382022959e-05,9848.292166791412,7.244359600748528e-44,-0.235111316886215
8.709635899559978e-05,9656.880956178773,7.585775750290395e-44,-0.235111316886215
8.912509381336602e-05,9468.847381715004,7.943282347241295e-44,-0.235111316886215
9.120108393558221e-05,9284.139902946697,8.31763771102511e-44,-0.235111316886215
9.332543007969009e-05,9102.707582322104,8.709635899559124e-44,-0.235111316886215
9.549925860213431e-05,8924.500082294795,9.120108393557324e-44,-0.235111316886215
9.772372209557151e-05,8749.46766233628,9.549925860212492e-44,-0.235111316886215
9.999999999999018e-05,8577.56117586067,9.999999999998037e-44,-0.235111316886215
0.00010232929922806532,8408.732067064522,1.0471285480506927e-43,-0.235111316886215
0.00010471285480507957,8242.932367684858,1.0964781961429675e-43,-0.235111316886215
0.00010715193052374996,8080.114693678415,1.148153621496654e-43,-0.235111316886215
0.00010964781961430752,7920.232241825062,1.202264434617172e-43,-0.235111316886215
0.00011220184543018505,7763.238786258298,1.258925411793914e-43,-0.235111316886215
0.00011481536214967667,7609.088674925701,1.3182567385561406e-43,-0.235111316886215
0.00011748975549394102,7457.736825982153,1.3803842646026044e-43,-0.235111316886215
0.00012022644346172902,7309.138724118623,1.4454397707456324e-43,-0.235111316886215
0.00012302687708122553,7163.25041682922,1.5135612484358976e-43,-0.235111316886215
0.00012589254117940373,7020.028510619237,1.5848931924607864e-43,-0.235111316886215
0.00012882495516930003,6879.430167156789,1.6595869074372163e-43,-0.235111316886215
0.00013182567385562697,6741.413099370676,1.7378008287490134e-43,-0.235111316886215
0.00013489628825915127,6605.935567496987,1.819700858609603e-43,-0.235111316886215
0.000138038426460274,6472.956375076992,1.9054607179628474e-43,-0.235111316886215
0.0001412537544622605,6342.434864908733,1.995262314968458e-43,-0.235111316886215
0.0001445439770745774,6214.330914954765,2.089296130853596e-43,-0.235111316886215
0.00014791083881680498,6088.604934208413,2.1877616239490863e-43,-0.235111316886215
0.00015135612484360462,5965.2178585208585,2.2908676527672827e-43,-0.235111316886215
0.0001548816618912315,5844.131146391331,2.398832919018975e-43,-0.235111316886215
0.00015848931924609423,5725.306774722671,2.5118864315090377e-43,-0.235111316886215
0.0001621810097358754,5608.707234544422,2.630267991894811e-43,-0.235111316886215
0.00016595869074373796,5494.2955267056195,2.754228703337566e-43,-0.235111316886215
0.00016982436524615584,5382.0351575393815,2.884031503125974e-43,-0.235111316886215
0.00017378008287491844,5271.890134501353,3.0199517204013526e-43,-0.235111316886215
0.00017782794100387265,5163.824961784024,3.162277660167681e-43,-0.235111316886215
0.00018197008586097815,5057.804635908909,3.311311214825176e-43,-0.235111316886215
0.000186208713666266,4953.794641298501,3.4673685045245436e-43,-0.235111316886215
0.00019054607179630337,4851.760945829902,3.6307805477002e-43,-0.235111316886215
0.0001949844599757826,4751.66999637198,3.801893963204757e-43,-0.235111316886215
0.00019952623149686543,4653.488714307857,3.981071705534073e-43,-0.235111316886215
0.00020417379446692978,4557.184491044477,4.1686938347024084e-43,-0.235111316886215
0.00020892961308538016,4462.725183511014,4.3651583224006656e-43,-0.235111316886215
0.00021379620895019876,4370.079109647766,4.570881896147705e-43,-0.235111316886215
0.0002187761623949301,4279.215043887208,4.786300923225283e-43,-0.235111316886215
0.00022387211385680814,4190.102212628777,5.011872336271567e-43,-0.235111316886215
0.00022908676527675075,4102.710289708999,5.2480746024965096e-43,-0.235111316886215
0.00023442288153196496,4017.0093918684256,5.495408738574968e-43,-0.235111316886215
0.00023988329190192104,3932.9700742169243,5.754399373370226e-43,-0.235111316886215
0.00024547089156847423,3850.563325698718,6.0255958607421635e-43,-0.235111316886215
0.0002511886431509284,3769.760564558631,6.309573444800446e-43,-0.235111316886215
0.00025703957827685596,3690.5336338108796,6.606934480074396e-43,-0.235111316886215
0.0002630267991895069,3612.8547967117656,6.91830970918772e-43,-0.235111316886215
0.00026915348039265947,3536.696732237558,7.244359600748172e-43,-0.235111316886215
0.00027542287033378366,3462.0325305688384,7.585775750290021e-43,-0.235111316886215
0.00028183829312641146,3388.835688582526,7.943282347240903e-43,-0.235111316886215
0.00028840315031262575,3317.080105352786,8.3176377110247e-43,-0.235111316886215
0.0002951209226666028,3246.7400776619743,8.709635899558695e-43,-0.235111316886215
0.0003019951720401648,3177.7902955227414,9.120108393556876e-43,-0.235111316886215
0.00030902954325132126,3110.2058377123863,9.549925860212023e-43,-0.235111316886215
0.0003162277660167991,3043.9621673205215,9.999999999997545e-43,-0.235111316886215
0.00032359365692958837,2979.0351273110655,1.0471285480506413e-42,-0.235111316886215
0.0003311311214825501,2915.400936099558,1.0964781961429137e-42,-0.235111316886215
0.00033884415613916045,2853.036183146761,1.1481536214965976e-42,-0.235111316886215
0.00034673685045248843,2791.917824569464,1.2022644346171134e-42,-0.235111316886215
0.0003548133892335311,2732.0231787694042,1.2589254117938523e-42,-0.235111316886215
0.00036307805477005576,2673.3299220811527,1.318256738556076e-42,-0.235111316886215
0.0003715352290971257,2615.8160844398158,1.3803842646025368e-42,-0.235111316886215
0.00038018939632051304,2559.4600450693542,1.4454397707455612e-42,-0.235111316886215
0.0003890451449942311,2504.2405281922925,1.513561248435823e-42,-0.235111316886215
0.00039810717055344645,2450.136598761581,1.584893192460709e-42,-0.235111316886215
0.0004073802778040605,2397.1276582153178,1.6595869074371352e-42,-0.235111316886215
0.0004168693834702818,2345.193440255033,1.7378008287489283e-42,-0.235111316886215
0.00042657951880153755,2294.3140066481988,1.8197008586095135e-42,-0.235111316886215
0.0004365158322401094,2244.469743055606,1.9054607179627534e-42,-0.235111316886215
0.000446683592150905,2195.641354884221,1.9952623149683602e-42,-0.235111316886215
0.00045708818961481536,2147.8098631661096,2.089296130853494e-42,-0.235111316886215
0.00046773514128713693,2100.95660046399,2.1877616239489795e-42,-0.235111316886215
0.0004786300923225754,2055.0632068039604,2.2908676527671702e-42,-0.235111316886215
0.0004897788193683815,2010.1116256358991,2.3988329190188566e-42,-0.235111316886215
0.0005011872336272058,1966.0840998220463,2.5118864315089142e-42,-0.235111316886215
0.0005128613839912966,1922.9631676542185,2.6302679918946823e-42,-0.235111316886215
0.0005248074602497025,1880.7316589001066,2.7542287033374304e-42,-0.235111316886215
0.0005370317963701808,1839.372690879075,2.8840315031258337e-42,-0.235111316886215
0.0005495408738575506,1798.8696645678694,3.019951720401204e-42,-0.235111316886215
0.0005623413251902731,1759.2062607365947,3.162277660167525e-42,-0.235111316886215
0.0005754399373370789,1720.3664361153365,3.3113112148250125e-42,-0.235111316886215
0.0005888436553555089,1682.3344195917525,3.4673685045243733e-42,-0.235111316886215
0.0006025595860742755,1645.094708439953,3.630780547700022e-42,-0.235111316886215
0.0006165950018613977,1608.632064580959,3.80189396320457e-42,-0.235111316886215
0.0006309573444801065,1572.9315108750307,3.9810717055338776e-42,-0.235111316886215
0.0006456542290345664,1537.978327446104,4.168693834702204e-42,-0.235111316886215
0.0006606934480075045,1503.758048038592,4.3651583224004505e-42,-0.235111316886215
0.0006760829753918879,1470.25645640676,4.5708818961474805e-42,-0.235111316886215
0.0006918309709188401,1437.4595827368844,4.786300923225049e-42,-0.235111316886215
0.0007079457843840389,1405.3537001023806,5.011872336271321e-42,-0.235111316886215
0.0007244359600748883,1373.9253209520693,5.2480746024962526e-42,-0.235111316886215
0.0007413102413008131,1343.1611936317322,5.495408738574698e-42,-0.235111316886215
0.0007585775750290765,1313.0482989391,5.754399373369943e-42,-0.235111316886215
0.0007762471166285816,1283.573846712388,6.025595860741867e-42,-0.235111316886215
0.0007943282347241684,1254.725272452492,6.309573444800136e-42,-0.235111316886215
0.0008128305161639831,1226.4902339789305,6.606934480074072e-42,-0.235111316886215
0.0008317637711025517,1198.856608119617,6.918309709187381e-42,-0.235111316886215
0.0008511380382022541,1171.8124874345185,7.244359600747816e-42,-0.235111316886215
0.000870963589955955,1145.3461769732583,7.585775750289648e-42,-0.235111316886215
0.0008912509381336165,1119.446191066692,7.943282347240515e-42,-0.235111316886215
0.0009120108393557773,1094.1012501524865,8.317637711024294e-42,-0.235111316886215
0.000933254300796855,1069.3002776347075,8.709635899558266e-42,-0.235111316886215
0.0009549925860212963,1045.032396777421,9.120108393556429e-42,-0.235111316886215
0.0009772372209556673,1021.2869276322904,9.54992586021156e-42,-0.235111316886215
0.0009999999999998528,998.0533840001469,9.999999999997056e-42,-0.235111316886215
0.0010232929922806028,975.3214704264988,1.0471285480505898e-41,-0.235111316886215
0.0010471285480507441,953.0810792309311,1.0964781961428596e-41,-0.235111316886215
0.001071519305237447,931.3222875703425,1.1481536214965413e-41,-0.235111316886215
0.0010964781961430214,910.0353545359485,1.2022644346170543e-41,-0.235111316886215
0.0011220184543017954,889.2107182839767,1.2589254117937902e-41,-0.235111316886215
0.0011481536214967103,868.8389931999671,1.318256738556011e-41,-0.235111316886215
0.0011748975549393526,848.910967096584,1.380384264602469e-41,-0.235111316886215
0.001202264434617231,829.417598444832,1.4454397707454903e-41,-0.235111316886215
0.001230268770812195,810.3500136385652,1.5135612484357491e-41,-0.235111316886215
0.0012589254117939756,791.69950429217,1.584893192460631e-41,-0.235111316886215
0.0012882495516929372,773.4575245712887,1.659586907437054e-41,-0.235111316886215
0.0013182567385562052,755.6156885564501,1.7378008287488433e-41,-0.235111316886215
0.0013489628825914463,738.1657676394628,1.8197008586094242e-41,-0.235111316886215
0.001380384264602672,721.0996879524171,1.9054607179626594e-41,-0.235111316886215
0.001412537544622536,704.4095278291395,1.995262314968263e-41,-0.235111316886215
0.0014454397707457033,688.087515298937,2.0892961308533914e-41,-0.235111316886215
0.0014791083881679774,672.1260256124531,2.187761623948872e-41,-0.235111316886215
0.0015135612484359717,656.517578799466,2.2908676527670573e-41,-0.235111316886215
0.0015488166189122387,641.2548372584408,2.398832919018739e-41,-0.235111316886215
0.0015848931924608645,626.3306033776481,2.5118864315087906e-41,-0.235111316886215
0.0016218100973586745,611.7378171876558,2.6302679918945533e-41,-0.235111316886215
0.0016595869074372983,597.4695540449936,2.7542287033372956e-41,-0.235111316886215
0.001698243652461475,583.5190223467861,2.884031503125691e-41,-0.235111316886215
0.0017378008287490991,569.879561276146,3.019951720401056e-41,-0.235111316886215
0.0017782794100386391,556.5446385781147,3.1622776601673704e-41,-0.235111316886215
0.0018197008586096923,543.50784836593,3.3113112148248517e-41,-0.235111316886215
0.0018620871366625685,530.7629089574036,3.467368504524203e-41,-0.235111316886215
0.0019054607179629405,518.303660741178,3.630780547699845e-41,-0.235111316886215
0.0019498445997577305,506.12406407263796,3.801893963204384e-41,-0.235111316886215
0.0019952623149685563,494.2181971992418,3.9810717055336825e-41,-0.235111316886215
0.0020417379446691975,482.5802542150364,4.168693834701999e-41,-0.235111316886215
0.002089296130853699,471.2045430441194,4.365158322400237e-41,-0.235111316886215
0.0021379620895018827,460.0854834528047,4.570881896147256e-41,-0.235111316886215
0.002187761623949194,449.2176050902476,4.786300923224814e-41,-0.235111316886215
0.0022387211385679713,438.59554555728414,5.011872336271074e-41,-0.235111316886215
0.002290867652767395,428.2140485032328,5.248074602495994e-41,-0.235111316886215
0.0023442288153195344,418.0679617504102,5.495408738574427e-41,-0.235111316886215
0.002398832919019092,408.1522354461058,5.754399373369659e-41,-0.235111316886215
0.0024547089156846218,398.4619202417599,6.025595860741571e-41,-0.235111316886215
0.002511886431509161,388.99216549909056,6.309573444799826e-41,-0.235111316886215
0.0025703957827684335,379.7382175229084,6.606934480073747e-41,-0.235111316886215
0.0026302679918949403,370.6954178203611,6.918309709187041e-41,-0.235111316886215
0.0026915348039264625,361.8592013863463,7.244359600747461e-41,-0.235111316886215
0.002754228703337701,353.22509501483063,7.585775750289274e-41,-0.235111316886215
0.002818382931263977,344.78871563581185,7.943282347240127e-41,-0.235111316886215
0.0028840315031261163,336.5457686776608,8.317637711023885e-41,-0.235111316886215
0.0029512092266658833,328.49204645457667,8.709635899557841e-41,-0.235111316886215
0.0030199517204015,320.62342657889326,9.120108393555979e-41,-0.235111316886215
0.003090295432513061,312.9358703979679,9.549925860211087e-41,-0.235111316886215
0.003162277660167836,305.42542145538886,9.999999999996563e-41,-0.235111316886215
0.003235936569295725,298.0882039762335,1.0471285480505387e-40,-0.235111316886215
0.003311311214825339,290.92042137611236,1.0964781961428063e-40,-0.235111316886215
0.0033884415613914384,283.91835479373094,1.148153621496485e-40,-0.235111316886215
0.003467368504524714,277.07836164670454,1.2022644346169952e-40,-0.235111316886215
0.003548133892335136,270.3968742103592,1.2589254117937283e-40,-0.235111316886215
