T_Gyr,I1,I2,I3
0.006165950018613675,149.5012631622092,3.801893963204198e-40,-3.2508955500887282e-06
0.006309573444800756,145.81534082196927,3.981071705533488e-40,-3.7566564612401265e-06
0.006456542290345348,142.21729100256113,4.168693834701794e-40,-4.318427562655103e-06
0.006606934480074721,138.70510673020624,4.365158322400023e-40,-4.943392977185823e-06
0.006760829753918547,135.27682436957764,4.570881896147032e-40,-5.63056771785142e-06
0.006918309709188061,131.93052275713129,4.786300923224579e-40,-6.387430527388105e-06
0.007079457843840041,128.66432234990052,5.011872336270828e-40,-7.23161275351103e-06
0.007244359600748528,125.47638438952761,5.2480746024957376e-40,-8.159002153007577e-06
0.007413102413007767,122.36491008130805,5.495408738574158e-40,-9.188325674758246e-06
0.007585775750290393,119.32813978802523,5.754399373369377e-40,-9.77279271663356e-06
0.007762471166285435,116.36435223835527,6.025595860741276e-40,-8.659091051077539e-06
0.007943282347241294,113.47186374962408,6.309573444799517e-40,-4.883704999070204e-06
0.008128305161639433,110.64902746469994,6.606934480073425e-40,2.3886221457436463e-06
0.00831763771102511,107.89423260280812,6.918309709186702e-40,1.3948697613175298e-05
0.008511380382022123,105.20590372405505,7.244359600747106e-40,3.052503450373667e-05
0.008709635899559122,102.58250000745252,7.585775750288904e-40,5.2780214627845545e-05
0.008912509381335728,100.02251454223388,7.943282347239735e-40,8.131462247473742e-05
0.009120108393557324,97.52447363225669,8.317637711023476e-40,0.00011667173496365812
0.009332543007968092,95.08693611328826,8.709635899557411e-40,0.00015934004568696203
0.009549925860212494,92.70849268297285,9.120108393555535e-40,0.0002097551741246928
0.009772372209556193,90.3877652432808,9.54992586021062e-40,0.0002683020899885147
0.009999999999998037,88.12340625524325,9.999999999996073e-40,0.00033531742362324923
0.010232929922805526,85.91409810577689,1.0471285480504872e-39,0.0004110905278829069
0.01047128548050693,83.75855248640615,1.0964781961427524e-39,0.0004958618283177341
0.010715193052373945,81.65550978369255,1.1481536214964287e-39,0.0005898323213349155
0.010964781961429675,79.6037384811821,1.2022644346169359e-39,0.0006931640901364222
0.011220184543017405,77.5863214895331,1.2589254117936668e-39,0.0008059825547931387
0.01148153621496654,75.57912139838221,1.3182567385558818e-39,0.0009283770525878587
0.011748975549392948,73.58608760376411,1.3803842646023333e-39,0.0010603847624930385
0.012022644346171722,71.6112658211582,1.4454397707453488e-39,0.001202023868745461
0.012302687708121346,69.65837154285146,1.5135612484356005e-39,0.0013532904847539662
0.012589254117939139,67.7307960829535,1.5848931924604757e-39,0.001514128913945978
0.01288249551692874,65.8316143469844,1.659586907436891e-39,0.0016844608930756122
0.013182567385561405,63.96359410064268,1.7378008287486727e-39,0.0018642027532821404
0.013489628825913801,62.12920652016896,1.8197008586092455e-39,0.0020532061869099616
0.013803842646026044,60.33063781627687,1.905460717962473e-39,0.0022513390575960024
0.014125375446224666,58.569801734599295,1.9952623149680668e-39,0.0024584167068102403
0.014454397707456323,56.84835274767466,2.0892961308531862e-39,0.0026742531395989033
0.014791083881679047,55.16769976638788,2.187761623948657e-39,0.0028986293859816215
0.015135612484358976,53.52902021221333,2.290867652766833e-39,0.0031313216498684016
0.015488166189121627,51.933274305343005,2.3988329190185035e-39,0.0033720687489966483
0.015848931924607866,50.381219437605914,2.5118864315085442e-39,0.003620625020797519
0.016218100973585947,48.8734245128071,2.6302679918942947e-39,0.0038766903698740363
0.016595869074372167,47.41028415057353,2.754228703337025e-39,0.004139992262362613
0.01698243652461392,45.992032662853006,2.8840315031254086e-39,0.004410219894474432
0.01737800828749014,44.61875772475799,3.01995172040076e-39,0.0046870477595016835
0.017782794100385517,43.290413673388805,3.162277660167059e-39,0.004970167917697665
0.01819700858609603,42.006834379541424,3.3113112148245263e-39,0.005259241365674905
0.018620871366624773,40.76774564775259,3.467368504523863e-39,0.005553918835121019
0.01905460717962847,39.57277710992898,3.630780547699488e-39,0.0058538533529921555
0.019498445997576348,38.42147358682854,3.801893963204011e-39,0.006158699418164826
0.019952623149684583,37.313305899909636,3.9810717055332914e-39,0.006468093099433525
0.020417379446690975,36.247681123543515,4.1686938347015904e-39,0.006781667608718567
0.020892961308535966,35.22395227431939,4.365158322399809e-39,0.007099054211309297
0.021379620895017777,34.23521064695044,4.570881896146807e-39,0.007419882559990043
0.021877616239490864,33.26815413443884,4.786300923224344e-39,0.007743782160657076
0.022387211385678615,32.323739643273605,5.0118723362705816e-39,0.008070381778629176
0.02290867652767283,31.403249367334517,5.24807460249548e-39,0.008399306785478622
0.023442288153194192,30.507777247709754,5.4954087385738877e-39,0.008730183060781327
0.02398832919018975,29.638241665274876,5.7543993733690955e-39,0.009062637584364874
0.024547089156845014,28.795398329746888,6.02559586074098e-39,0.009396298953252558
0.025118864315090375,27.979853226861703,6.309573444799207e-39,0.009730797925163626
0.025703957827683074,27.192075503339396,6.6069344800731e-39,0.01006576798708092
0.026302679918948114,26.43241018676879,6.918309709186363e-39,0.010400845947445059
0.026915348039263307,25.70109065427754,7.24435960074675e-39,0.01073567255057084
0.027542287033375662,24.998250779718266,7.585775750288532e-39,0.011069891093005269
0.02818382931263838,24.32393670399659,7.943282347239344e-39,0.011403147639131306
0.028840315031259747,23.678118187032645,8.317637711023069e-39,0.011735095546239305
0.029512092266657384,23.06069951265537,8.709635899556985e-39,0.012065394330564638
0.03019951720401352,22.471529929479033,9.120108393555086e-39,0.012393710367485045
0.030902954325129094,21.9104136215298,9.54992586021015e-39,0.012719717621106796
0.03162277660167681,21.372007214337966,9.999999999995583e-39,0.013043092364693365
0.032359365692955666,20.84778906124821,1.0471285480504363e-38,0.013363508804122404
0.033113112148251765,20.33768580094386,1.0964781961426986e-38,0.013680661952459428
0.03388441561391272,19.841720187589257,1.1481536214963722e-38,0.013994257634332041
0.034673685045245435,19.359885586296468,1.202264434616877e-38,0.01430399732733978
0.03548133892334962,18.892148503436665,1.258925411793605e-38,0.014609584002760023
0.036307805477002006,18.438451037240327,1.3182567385558169e-38,0.014910751654149679
0.03715352290970892,17.998713244063257,1.3803842646022656e-38,0.015207228980211984
0.038018939632047576,17.57283541681698,1.445439770745278e-38,0.015498739658506344
0.0389045144994193,17.160700273100918,1.5135612484355264e-38,0.015785049320706346
0.039810717055340734,16.762175051531433,1.5848931924603977e-38,0.016065895460168567
0.04073802778040206,16.377113515640684,1.65958690743681e-38,0.01634104854720564
0.04168693834702409,16.00491541418092,1.7378008287485877e-38,0.016610285375871503
0.04265795188014957,15.643861002601785,1.8197008586091562e-38,0.016873373587960927
0.043651583224006654,15.293029169175844,1.9054607179623792e-38,0.017130120879785604
0.04466835921508612,14.951612520459284,1.995262314967969e-38,0.017380306208338525
0.04570881896147705,14.618857870257255,2.0892961308530836e-38,0.01762375780556935
0.0467735141287091,14.294063031149488,2.18776162394855e-38,0.017860274390933628
0.04786300923225284,13.97657392855478,2.2908676527667206e-38,0.018089697035409746
0.04897788193683335,13.665782005392918,2.398832919018386e-38,0.018311854280109396
0.05011872336271567,13.361121888037259,2.5118864315084213e-38,0.018526586546175006
0.05128613839912463,13.062136910206583,2.630267991894166e-38,0.018733762298331014
0.0524807460249651,12.769885474116803,2.75422870333689e-38,0.018933224688153394
0.05370317963701281,12.484494841435602,2.884031503125267e-38,0.019124863996331287
0.05495408738574967,12.205463231372752,3.019951720400611e-38,0.01930855643519891
0.0562341325190218,11.932322959782956,3.162277660166905e-38,0.019484180855459887
0.057543993733702246,11.664638709822574,3.3113112148243635e-38,0.019651653470717956
0.05888436553554511,11.40200595886603,3.467368504523693e-38,0.019810878370338347
0.06025595860742164,11.144049545756806,3.63078054769931e-38,0.01996176386141324
0.06165950018613372,10.890412721904351,3.801893963203824e-38,0.02010424089125329
0.06309573444800445,10.640903284980812,3.9810717055330956e-38,0.02023825235006882
0.06456542290345031,10.395704963426004,4.1686938347013865e-38,0.020363735819203144
0.06606934480074397,10.155017192775896,4.365158322399595e-38,0.020480639390752953
0.06760829753918216,9.919016761254708,4.5708818961465837e-38,0.02058892296372372
0.06918309709187721,9.687858889266602,4.78630092322411e-38,0.020688563457362363
0.07079457843839694,9.461678331091896,5.011872336270336e-38,0.020779536715710867
0.07244359600748172,9.239384345668274,5.248074602495222e-38,0.020861825903510156
0.07413102413007404,9.01946162404826,5.495408738573619e-38,0.020935423038563217
0.0758577575029002,8.802472622449827,5.754399373368813e-38,0.021000328649761313
0.07762471166285054,8.588952693875262,6.025595860740684e-38,0.02105655145805052
0.07943282347240904,8.379385515920443,6.309573444798898e-38,0.021104108079443185
0.08128305161639034,8.174173147379976,6.606934480072776e-38,0.021143023386407056
0.08317637711024702,7.971965787721748,6.918309709186023e-38,0.02117332941319716
0.08511380382021705,7.77218893467131,7.244359600746394e-38,0.021195063991629404
0.08709635899558694,7.57524784632206,7.585775750288159e-38,0.021208272109986104
0.0891250938133529,7.381509150472973,7.943282347238956e-38,0.021213005728133005
0.09120108393556878,7.191292314483714,8.317637711022662e-38,0.021209323588768814
0.09332543007967634,7.003654855955601,8.709635899556557e-38,0.021197291045041533
0.09549925860212025,6.818102276294559,9.120108393554638e-38,0.02117697990377332
0.09772372209555713,6.63500651636905,9.549925860209681e-38,0.021148468283556765
0.09999999999997546,6.454704207201771,9.999999999995092e-38,0.021111840487000322
0.10232929922805024,6.27719176796419,1.0471285480503843e-37,0.021067185802971955
0.10471285480506415,6.101392216811453,1.0964781961426445e-37,0.021014598445564303
0.10715193052373419,5.927524572221753,1.148153621496316e-37,0.020954179152579022
0.10964781961429138,5.7559539352924585,1.202264434616818e-37,0.02088603425706026
0.11220184543016853,5.586811496501263,1.2589254117935431e-37,0.0208102756237889
0.11481536214965976,5.41910088663473,1.3182567385557522e-37,0.020727020597663848
0.11748975549392372,5.253000898325005,1.380384264602198e-37,0.020636391961541656
0.12022644346171131,5.088916334050967,1.4454397707452067e-37,0.020538517902933928
0.12302687708120742,4.926750783627423,1.513561248435452e-37,0.0204335255163125
0.1258925411793852,4.765692023607222,1.5848931924603196e-37,0.020321544807896608
0.12882495516928108,4.6061647526345935,1.659586907436728e-37,0.020202717034530138
0.1318256738556076,4.448551024247359,1.7378008287485022e-37,0.02007718864055752
0.13489628825913139,4.292047385064767,1.8197008586090669e-37,0.01994511077192307
0.13803842646025366,4.136753728397511,1.905460717962286e-37,0.019806624144255602
0.14125375446223973,3.983212610740819,1.995262314967871e-37,0.01966188028851612
0.14454397707455616,3.830896146325694,2.0892961308529813e-37,0.019511042688233893
0.1479108388167832,3.6796899195694297,2.1877616239484425e-37,0.019354277144308485
0.15135612484358232,3.530240457408944,2.2908676527666076e-37,0.019191731501281617
0.1548816618912087,3.382062430868003,2.398832919018269e-37,0.019023575025607142
0.1584893192460709,3.2351897814662527,2.511886431508298e-37,0.01884998708670138
0.16218100973585153,3.0902887917724327,2.6302679918940373e-37,0.018671125171710767
0.16595869074371356,2.946757589428994,2.7542287033367554e-37,0.018487160205099662
0.16982436524613084,2.8050876725636047,2.8840315031251253e-37,0.018298281483935752
0.17378008287489285,2.665661138723462,3.019951720400463e-37,0.018104648579092553
0.17782794100384647,2.5280791806618788,3.1622776601667497e-37,0.017906443162901575
0.18197008586095137,2.393242967593797,3.3113112148242018e-37,0.017703856678273344
0.1862087136662386,2.260821827578866,3.467368504523523e-37,0.017497048112271263
0.19054607179627533,2.1314205680890868,3.6307805476991312e-37,0.01728621847110856
0.1949844599757539,2.0053277059819137,3.801893963203637e-37,0.01707153808716544
0.19952623149683604,1.88262264428396,3.981071705532901e-37,0.01685319151150555
0.20417379446689973,1.7640187947012838,4.168693834701181e-37,0.016631372415314538
0.20892961308534938,1.6493773885152694,4.36515832239938e-37,0.016406247243993644
0.21379620895016727,1.5395193102124343,4.570881896146358e-37,0.016178022188690355
0.21877616239489792,1.4342676171514497,4.786300923223875e-37,0.015946857993435315
0.22387211385677516,1.3343832518233218,5.0118723362700904e-37,0.015712963722691042
0.22908676527671704,1.2396834755187274,5.2480746024949645e-37,0.015476499058754034
0.23442288153193042,1.1507840610306364,5.495408738573349e-37,0.015237672672546165
0.2398832919018857,1.0675028256654184,5.75439937336853e-37,0.014996643397669818
0.2454708915684381,0.9902177685770809,6.025595860740389e-37,0.014753618753631459
0.25118864315089146,0.918816420034071,6.309573444798588e-37,0.01450875656269357
0.2570395782768181,0.8532863865941147,6.6069344800724506e-37,0.014262261015442035
0.2630267991894682,0.7936800259394662,6.918309709185683e-37,0.014014292168158082
0.2691534803926198,0.7396237904304219,7.244359600746038e-37,0.01376504362189368
0.27542287033374313,0.6911841247460656,7.585775750287787e-37,0.013514686855387703
0.28183829312637,0.6479818318106173,7.943282347238567e-37,0.013263392093405213
0.2884031503125833,0.6096899824639841,8.31763771102225e-37,0.013011349275509843
0.2951209226665593,0.5762082038461545,8.709635899556128e-37,0.012758709968872628
0.3019951720401204,0.5470883650858658,9.120108393554191e-37,0.012505665931181187
0.3090295432512758,0.5219383163238579,9.549925860209215e-37,0.012252374406310107
0.31622776601675257,0.5006419740137731,9.9999999999946e-37,0.01199899740203636
0.32359365692954073,0.4828356293708777,1.047128548050333e-36,0.011745716070551193
0.3311311214825014,0.4681157492837003,1.0964781961425909e-36,0.011492674937519265
0.33884415613911056,0.4564116022030125,1.1481536214962595e-36,0.011240040931754569
0.34673685045243735,0.44703330733384344,1.2022644346167591e-36,0.010987978336470694
0.3548133892334788,0.4400695241367731,1.2589254117934814e-36,0.010736626387229942
0.36307805477000227,0.4353576649201531,1.3182567385556877e-36,0.010486145448348805
0.371535229097071,0.4325676004822299,1.3803842646021302e-36,0.01023669014519335
0.38018939632045706,0.43150585159289223,1.4454397707451358e-36,0.00998839404123708
0.38904514499417386,0.43199119469609676,1.5135612484353778e-36,0.00974140145930591
0.39810717055338785,0.4338814383505407,1.5848931924602424e-36,0.009495864026862089
0.40738027780400055,0.4370397125216176,1.6595869074366464e-36,0.009251908660524943
0.4168693834702204,0.4413396315452689,1.7378008287484167e-36,0.009009661597568996
0.42657951880147477,0.4466670748613807,1.8197008586089777e-36,0.008769265945853477
0.43651583224004514,0.4529200669998225,1.9054607179621923e-36,0.008530846300043415
0.44668359215083925,0.46000810123614827,1.9952623149677733e-36,0.00829451831347483
0.45708818961474806,0.46785131235644944,2.0892961308528786e-36,0.008060397900394256
0.467735141287068,0.4763796420854541,2.1877616239483346e-36,0.00782861260949308
0.4786300923225049,0.485532045592116,2.290867652766496e-36,0.0075992714850637855
0.4897788193683094,0.4952557364178634,2.3988329190181506e-36,0.007372477445621528
0.501187233627132,0.505505495723006,2.511886431508174e-36,0.007148330635554867
0.5128613839912212,0.5162441917512448,2.630267991893908e-36,0.006926939194413562
0.5248074602496252,0.5274403364513095,2.7542287033366196e-36,0.006708401964292565
0.5370317963701017,0.5390672122724864,2.8840315031249834e-36,0.006492807642522025
0.5495408738574697,0.5511031415511333,3.0199517204003146e-36,0.006280241563313749
0.5623413251901904,0.5635311926490727,3.162277660166595e-36,0.0060707858087282185
0.5754399373369943,0.5763396356896644,3.311311214824039e-36,0.005864527186089208
0.5888436553554222,0.5895187367134156,3.467368504523352e-36,0.005661543936182456
0.6025595860741868,0.6030617297885101,3.6307805476989534e-36,0.005461905868748729
0.6165950018613069,0.6169655399525171,3.8018939632034504e-36,0.005265679103845344
0.6309573444800136,0.6312283200664772,3.9810717055327055e-36,0.0050729260133403065
0.6456542290344714,0.6458505587851526,4.1686938347009773e-36,0.00488370542796801
0.6606934480074073,0.6608343627620207,4.365158322399166e-36,0.004698078045197174
0.6760829753917883,0.6761830755195058,4.5708818961461346e-36,0.004516096520717161
0.6918309709187381,0.6919013260927497,4.7863009232236384e-36,0.004337806911829389
0.7079457843839346,0.7079946968894124,5.011872336269845e-36,0.004163251391373524
0.7244359600747817,0.7244695413724338,5.248074602494708e-36,0.003992468226671098
0.7413102413007039,0.7413330137175587,5.495408738573079e-36,0.0038254917644300335
0.7585775750289648,0.7585928070902384,5.7543993733682473e-36,0.0036623524214280945
0.7762471166284673,0.7762571493721676,6.025595860740094e-36,0.0035030779559216407
0.7943282347240515,0.7943347342059345,6.309573444798277e-36,0.0033476942112052877
0.8128305161638635,0.8128346508337373,6.606934480072127e-36,0.003196219459141725
0.8317637711024293,0.831766346196642,6.918309709185345e-36,0.003048667875044875
0.8511380382021287,0.8511396035822444,7.244359600745683e-36,0.0029050497769435024
0.8709635899558267,0.8709645139533361,7.585775750287413e-36,0.0027653716455836586
0.8912509381334852,0.8912514629221018,7.943282347238176e-36,0.0026296361490746323
0.912010839355643,0.9120111234126268,8.317637711021845e-36,0.002497842172017206
0.9332543007967176,0.9332544429762559,8.709635899555702e-36,0.0023699848489632247
0.9549925860211557,0.9549926487676528,9.120108393553744e-36,0.0022460556020539313
0.9772372209555233,0.977237241882847,9.549925860208744e-36,0.0021260421826871934
0.9999999999997055,1.0000000007412384,9.999999999994109e-36,0.002009929315582526
1.0232929922804523,1.0232929825080819,1.0471285480502818e-35,0.0018976986615580893
1.04712854805059,1.0471285385006637,1.096478196142537e-35,0.0017893270266151617
1.0715193052372893,1.071519295904747,1.1481536214962031e-35,0.0016847877308998616
1.09647819614286,1.0964781870227513,1.2022644346167001e-35,0.001584050709453777
1.1220184543016303,1.1220184453891218,1.2589254117934197e-35,0.001487082573790266
1.1481536214965413,1.1481536121606186,1.318256738555623e-35,0.001393846676569055
1.1748975549391796,1.1748975549391791,1.3803842646020627e-35,0.0013043031792319137
1.2022644346170541,1.2022644346170541,1.4454397707450648e-35,0.0012184091224748395
1.2302687708120137,1.2302687708120137,1.5135612484353032e-35,0.001136118499428962
1.2589254117937902,1.2589254117937905,1.5848931924601643e-35,0.001057382331427159
1.2882495516927477,1.2882495516927477,1.6595869074365654e-35,0.0009821487462305933
1.318256738556011,1.3182567385560113,1.7378008287483316e-35,0.0009103630585980405
1.3489628825912476,1.348962882591248,1.819700858608888e-35,0.0008419678530781072
1.3803842646024689,1.3803842646024687,1.905460717962099e-35,0.0007769030689055434
1.4125375446223278,1.4125375446223278,1.9952623149676747e-35,0.0007151060868889614
1.4454397707454905,1.4454397707454902,2.0892961308527761e-35,0.0006565118181767193
1.4791083881677596,1.4791083881677594,2.1877616239482278e-35,0.0006010527947851729
1.513561248435749,1.5135612484357497,2.2908676527663832e-35,0.0005486592617859332
1.5488166189120107,1.548816618912011,2.3988329190180328e-35,0.0004992592710371113
1.584893192460631,1.584893192460631,2.511886431508051e-35,0.00045277877635507835
1.6218100973584357,1.6218100973584355,2.6302679918937786e-35,0.0004091417300221556
1.659586907437054,1.6595869074370542,2.754228703336485e-35,0.0003682701805229893
1.698243652461225,1.698243652461225,2.884031503124842e-35,0.0003300843714114654
1.7378008287488431,1.7378008287488431,3.019951720400166e-35,0.0002945028412029149
1.7782794100383772,1.7782794100383776,3.1622776601664387e-35,0.0002614425241959095
1.8197008586094243,1.8197008586094243,3.311311214823876e-35,0.00023081885212228315
1.8620871366622944,1.8620871366622944,3.4673685045231823e-35,0.00020254585652956791
1.90546071796266,1.90546071796266,3.630780547698775e-35,0.00017653627180358455
1.9498445997574434,1.9498445997574434,3.8018939632032647e-35,0.00015270163872793674
1.9952623149682627,1.9952623149682627,3.9810717055325107e-35,0.00013095240849869683
2.041737944668897,2.0417379446688972,4.168693834700771e-35,0.00011119804709214254
2.0892961308533913,2.0892961308533913,4.365158322398951e-35,9.33471399016117e-05
2.137962089501568,2.137962089501568,4.5708818961459106e-35,7.730749655032731e-05
2.1877616239488717,2.1877616239488726,4.786300923223404e-35,6.298625579226336e-05
2.2387211385676418,2.2387211385676413,5.011872336269598e-35,5.028999041356563e-05
2.2908676527670577,2.2908676527670586,5.248074602494449e-35,3.912481204937368e-05
2.3442288153191893,2.3442288153191884,5.495408738572809e-35,2.9396475828336044e-05
2.3988329190187394,2.39883291901874,5.754399373367966e-35,2.101048476221834e-05
2.4547089156842605,2.4547089156842596,6.025595860739797e-35,1.3872193795450016e-05
2.511886431508791,2.511886431508791,6.309573444797968e-35,7.886913436672138e-06
2.5703957827680552,2.5703957827680544,6.606934480071804e-35,2.9600128825801875e-06
2.630267991894553,2.6302679918945526,6.918309709185005e-35,-1.0029774279995962e-06
2.6915348039260665,2.691534803926067,7.24435960074533e-35,-4.096263950037482e-06
2.754228703337296,2.754228703337296,7.585775750287042e-35,-6.413688937279005e-06
2.8183829312635615,2.8183829312635624,7.943282347237786e-35,-8.04863010261947e-06
2.8840315031256916,2.884031503125691,8.317637711021435e-35,-9.093901393475434e-06
2.9512092266654486,2.951209226665449,8.709635899555276e-35,-9.641655987824294e-06
3.0199517204010555,3.019951720401057,9.120108393553295e-35,-9.783257667539402e-06
3.090295432512606,3.0902954325126064,9.549925860208275e-35,-9.609291006462684e-06
3.1622776601673706,3.1622776601673706,9.999999999993619e-35,-9.208232506718872e-06
3.235936569295249,3.235936569295248,1.0471285480502304e-34,-8.745182668246088e-06
3.311311214824851,3.311311214824851,1.0964781961424832e-34,-8.31312172966392e-06
3.3884415613909393,3.3884415613909393,1.1481536214961468e-34,-7.901011126465463e-06
3.4673685045242033,3.4673685045242033,1.202264434616641e-34,-7.508386557386615e-06
3.5481338923346137,3.5481338923346155,1.2589254117933577e-34,-7.1328452164731715e-06
3.6307805476998443,3.6307805476998447,1.318256738555558e-34,-6.775964715322047e-06
3.7153522909705274,3.7153522909705274,1.3803842646019946e-34,-6.433903310121281e-06
3.801893963204384,3.801893963204382,1.4454397707449938e-34,-6.108126723081142e-06
3.8904514499415477,3.89045144994155,1.513561248435229e-34,-5.804455230906669e-06
3.981071705533683,3.981071705533683,1.5848931924600868e-34,-5.513446289739932e-06
4.073802778039806,4.073802778039806,1.6595869074364838e-34,-5.23113270745057e-06
4.168693834701999,4.168693834702002,1.7378008287482458e-34,-4.968228566770705e-06
4.265795188014539,4.265795188014538,1.8197008586087997e-34,-4.7158447480377674e-06
4.365158322400237,4.365158322400237,1.9054607179620052e-34,-4.472492710627662e-06
4.466835921508173,4.4668359215081725,1.9952623149675772e-34,-4.239396940830531e-06
4.570881896147256,4.570881896147257,2.0892961308526734e-34,-4.023861517987726e-06
4.6773514128704505,4.677351412870451,2.18776162394812e-34,-3.8121947274483148e-06
4.786300923224814,4.786300923224815,2.29086765276627e-34,-3.6093199773379325e-06
4.897788193682854,4.897788193682853,2.3988329190179153e-34,-3.423539986835422e-06
5.011872336271074,5.011872336271074,2.511886431507928e-34,-3.2413900572514365e-06
5.128613839911959,5.12861383991196,2.630267991893649e-34,-3.066056005751605e-06
5.248074602495995,5.248074602495995,2.75422870333635e-34,-2.9044723086624202e-06
5.370317963700753,5.370317963700754,2.8840315031247e-34,-2.752473348577311e-06
5.495408738574428,5.495408738574428,3.019951720400018e-34,-2.595778008318561e-06
5.623413251901628,5.623413251901625,3.162277660166284e-34,-2.457527557231387e-06
5.75439937336966,5.75439937336966,3.3113112148237137e-34,-2.3245830447216065e-06
5.888436553553933,5.888436553553934,3.4673685045230124e-34,-2.187512899487487e-06
6.025595860741572,6.025595860741572,3.630780547698597e-34,-2.06731093888024e-06
6.165950018612767,6.165950018612767,3.8018939632030778e-34,-1.9518889424752217e-06
6.309573444799827,6.309573444799827,3.981071705532315e-34,-1.8423437222470085e-06
6.456542290344397,6.456542290344397,4.168693834700567e-34,-1.7277113888436446e-06
6.606934480073749,6.606934480073749,4.365158322398738e-34,-1.6260436210835394e-06
6.760829753917551,6.760829753917548,4.570881896145685e-34,-1.5303346900807924e-06
6.918309709187042,6.918309709187045,4.78630092322317e-34,-1.4388856968139407e-06
7.079457843838999,7.079457843838999,5.011872336269353e-34,-1.3516117600698152e-06
7.244359600747462,7.244359600747461,5.248074602494193e-34,-1.2683281400693858e-06
7.413102413006675,7.413102413006679,5.49540873857254e-34,-1.1890157944893787e-06
7.585775750289276,7.585775750289276,5.754399373367683e-34,-1.1131434363154113e-06
7.762471166284293,7.762471166284292,6.025595860739503e-34,-1.033293248076106e-06
7.943282347240125,7.9432823472401255,6.309573444797658e-34,-9.609209021821385e-07
8.128305161638236,8.128305161638236,6.606934480071479e-34,-8.957666739473069e-07
8.317637711023885,8.317637711023885,6.9183097091846645e-34,-8.329339122870039e-07
8.511380382020869,8.51138038202087,7.244359600744971e-34,-7.730441267117527e-07
8.70963589955784,8.709635899557835,7.5857757502866705e-34,-7.158792147965443e-07
8.912509381334415,8.912509381334415,7.943282347237395e-34,-6.614181944364361e-07
9.120108393555983,9.12010839355598,8.317637711021029e-34,-6.09449621657987e-07
9.332543007966718,9.332543007966716,8.709635899554848e-34,-5.599498711372775e-07
9.549925860211088,9.549925860211081,9.12010839355285e-34,-5.127198432486324e-07
9.772372209554755,9.772372209554755,9.549925860207808e-34,-4.677743881131846e-07
9.999999999996565,9.999999999996565,9.99999999999313e-34,-4.248630001146836e-07
10.23292992280402,10.23292992280402,1.047128548050179e-33,-3.8408986680060764e-07
10.471285480505387,10.471285480505388,1.0964781961424292e-33,-3.451516130681398e-07
10.715193052372367,10.715193052372367,1.1481536214960905e-33,-3.0810560547323007e-07
10.964781961428061,10.964781961428061,1.202264434616582e-33,-2.7290739890162286e-07
11.220184543015751,11.22018454301574,1.2589254117932958e-33,-2.3927172332349755e-07
11.48153621496485,11.481536214964848,1.3182567385554935e-33,-2.0734052186277552e-07
11.748975549391218,11.748975549391218,1.3803842646019269e-33,-1.7708041322173074e-07
12.022644346169951,12.022644346169951,1.4454397707449229e-33,-1.4817661053712072e-07
12.302687708119533,12.302687708119535,1.5135612484351546e-33,-1.206543625009715e-07
12.589254117937285,12.589254117937298,1.584893192460009e-33,-9.454207550163574e-08
12.882495516926843,12.882495516926845,1.659586907436402e-33,-6.97563413698532e-08
13.182567385559464,13.182567385559464,1.7378008287481608e-33,-4.627233085585658e-08
13.489628825911815,13.489628825911815,1.8197008586087096e-33,-2.410992250290178e-08
13.80384264602401,13.80384264602401,1.905460717961912e-33,-3.284132077396862e-09
