T_Gyr,I1,I2,I3
0.004570881896147929,206.4123636796206,2.0892961308532886e-40,8.023432686021792e-07
0.00467735141287114,201.38006763914686,2.1877616239487647e-40,-1.5189239421786738e-08
0.004786300923225519,196.46610249052205,2.2908676527669455e-40,-1.5081492565904853e-07
0.0048977881936835745,191.66781153394507,2.3988329190186215e-40,-3.0284566432392523e-07
0.005011872336271813,186.98259418829213,2.511886431508668e-40,-4.730798572882833e-07
0.005128613839912715,182.4079049019872,2.630267991894424e-40,-6.633931506350166e-07
0.005248074602496768,177.94125208244378,2.754228703337161e-40,-8.759379239720033e-07
0.005370317963701544,173.58019704382974,2.8840315031255502e-40,-1.1233466479243503e-06
0.005495408738575237,169.32235297290575,3.0199517204009077e-40,-1.386686480087107e-06
0.005623413251902455,165.165383912693,3.1622776601672147e-40,-1.6801051847536996e-06
0.005754399373370508,161.10700376372463,3.3113112148246892e-40,-2.0159791997986787e-06
0.0058884365535548005,157.14497530263876,3.4673685045240335e-40,-2.387951373972186e-06
0.00602559586074246,153.2771092178711,3.630780547699667e-40,-2.7987713435706496e-06
