z,mu_obs,sigma_mu,mu_mcgt,mu_lcdm,residual_mcgt,residual_lcdm,delta_mu_vs_lcdm
0.0071,32.3327,0.348317,32.50423669982104,32.51025782618248,0.17153669982103992,0.17755782618247906,-0.006021126361439144
0.0071,32.3221,0.322655,32.50423669982104,32.51025782618248,0.18213669982104363,0.18815782618248278,-0.006021126361439144
0.00719,32.4423,0.300309,32.531663960103984,32.53776023848273,0.08936396010398084,0.09546023848272966,-0.006096278378748821
0.00719,32.4642,0.300269,32.531663960103984,32.53776023848273,0.0674639601039857,0.07356023848273452,-0.006096278378748821
0.00747,32.7943,0.289134,32.614854522280154,32.62118441384253,-0.17944547771984531,-0.17311558615747202,-0.006329891562373291
0.00747,32.7423,0.294759,32.614854522280154,32.62118441384253,-0.1274454777198457,-0.12111558615747242,-0.006329891562373291
0.00747,32.7685,0.292411,32.614854522280154,32.62118441384253,-0.1536454777198486,-0.1473155861574753,-0.006329891562373291
0.0075,32.3312,0.373843,32.62358269314563,32.62993759797232,0.29238269314562615,0.2987375979723197,-0.0063549048266935415
0.0075,32.2998,0.396652,32.62358269314563,32.62993759797232,0.32378269314563113,0.33013759797232467,-0.0063549048266935415
0.00795,32.6418,0.362719,32.75048510630707,32.75721480206187,0.10868510630706396,0.1154148020618635,-0.006729695754799536
0.00814,32.7164,0.317031,32.80192908188077,32.808816804727485,0.08552908188077168,0.0924168047274847,-0.006887722846713018
0.00814,32.6151,0.317457,32.80192908188077,32.808816804727485,0.18682908188077363,0.19371680472748665,-0.006887722846713018
0.00814,32.7092,0.367554,32.80192908188077,32.808816804727485,0.09272908188076912,0.09961680472748213,-0.006887722846713018
0.00815,32.3711,0.371926,32.80460339673243,32.811499433186725,0.43350339673243354,0.4403994331867267,-0.006896036454293153
0.00815,32.7434,0.280148,32.80460339673243,32.811499433186725,0.061203396732430804,0.06809943318672396,-0.006896036454293153
0.00815,32.6707,0.286975,32.80460339673243,32.811499433186725,0.13390339673243545,0.1407994331867286,-0.006896036454293153
0.00817,32.4455,0.490787,32.80994222725101,32.81685488982323,0.36444222725100417,0.3713548898232304,-0.006912662572226225
0.00818,32.484,0.342662,32.81260675890337,32.81952773398677,0.3286067589033692,0.3355277339867655,-0.006920975083396286
0.00821,33.2138,0.462834,32.82058091474029,32.82752682516157,-0.39321908525970883,-0.38627317483842916,-0.006945910421279677
0.00838,32.521,0.465611,32.86522627863148,32.872313426595596,0.34422627863148136,0.3513134265955955,-0.007087147964114138
0.00838,32.6922,0.484865,32.86522627863148,32.872313426595596,0.17302627863148246,0.1801134265955966,-0.007087147964114138
0.00855,32.6928,0.359218,32.90897785003072,32.91620613006275,0.21617785003072498,0.2234061300627488,-0.007228280032023804
0.00855,32.852,0.318032,32.90897785003072,32.91620613006275,0.05697785003072653,0.06420613006275033,-0.007228280032023804
0.00857,32.7527,0.26758,32.914067987138736,32.92131286408427,0.161367987138739,0.1686128640842739,-0.007244876945534884
0.00861,32.7223,0.383433,32.924212838495905,32.931490904886175,0.20191283849590747,0.20919090488617798,-0.00727806639027051
0.00863,32.3744,0.338325,32.92926766236979,32.936562321297544,0.5548676623697872,0.5621623212975422,-0.007294658927754938
0.00863,32.3945,0.331296,32.92926766236979,32.936562321297544,0.5347676623697879,0.5420623212975428,-0.007294658927754938
0.00863,32.335,0.337879,32.92926766236979,32.936562321297544,0.5942676623697878,0.6015623212975427,-0.007294658927754938
0.00864,32.4198,0.425219,32.93179069764999,32.93909365229995,0.5119906976499848,0.5192936522999503,-0.007302954649965443
0.00883,32.8616,0.327035,32.97918325437057,32.98664375766605,0.11758325437056527,0.1250437576660488,-0.007460503295483534
