a,D_gr,delta_percent_q0star_minus_3p000000eminus_03,delta_percent_q0star_minus_2p900000eminus_03,delta_percent_q0star_minus_2p800000eminus_03,delta_percent_q0star_minus_2p700000eminus_03,delta_percent_q0star_minus_2p600000eminus_03,delta_percent_q0star_minus_2p500000eminus_03,delta_percent_q0star_minus_2p400000eminus_03,delta_percent_q0star_minus_2p300000eminus_03,delta_percent_q0star_minus_2p200000eminus_03,delta_percent_q0star_minus_2p100000eminus_03,delta_percent_q0star_minus_2p000000eminus_03,delta_percent_q0star_minus_1p900000eminus_03,delta_percent_q0star_minus_1p800000eminus_03,delta_percent_q0star_minus_1p700000eminus_03,delta_percent_q0star_minus_1p600000eminus_03,delta_percent_q0star_minus_1p500000eminus_03,delta_percent_q0star_minus_1p400000eminus_03,delta_percent_q0star_minus_1p300000eminus_03,delta_percent_q0star_minus_1p200000eminus_03,delta_percent_q0star_minus_1p100000eminus_03,delta_percent_q0star_minus_1p000000eminus_03
4.913533834586466531e-01,4.694826939945880295e-01,-1.002739927012646248e+01,-9.714551970301071648e+00,-9.400301303705994371e+00,-9.084639369567618417e+00,-8.767558497961530861e+00,-8.449051610492457343e+00,-8.129111481197965006e+00,-7.807729950396775642e+00,-7.484899164251501702e+00,-7.160612035879710291e+00,-6.834861023161302285e+00,-6.507637341470591252e+00,-6.178933816439450055e+00,-5.848743075260684599e+00,-5.517055989851772146e+00,-5.183865429137918035e+00,-4.849163545260736896e+00,-4.512941269240865694e+00,-4.175191885236738010e+00,-3.835905722899004999e+00,-3.495076064855770603e+00
4.938345864661654594e-01,4.715553610955384722e-01,-1.002868956589340854e+01,-9.715803583177237357e+00,-9.401513905007513827e+00,-9.085812851554894820e+00,-8.768692527111152657e+00,-8.450145814046496895e+00,-8.130165520741124752e+00,-7.808743728015738128e+00,-7.485872304486691498e+00,-7.161544144413297452e+00,-6.835751881688516107e+00,-6.508486728312895764e+00,-6.179741297227413277e+00,-5.849508359982125150e+00,-5.517778893027026399e+00,-5.184545444247129709e+00,-4.849800559091685948e+00,-4.513534877906915099e+00,-4.175741732493583491e+00,-3.836411602803903698e+00,-3.495537530649695412e+00
4.963157894736842657e-01,4.736229702806260544e-01,-1.002996813061034587e+01,-9.717043820902912188e+00,-9.402715476761512647e+00,-9.086975640340924087e+00,-8.769816243298649283e+00,-8.451230076601010666e+00,-8.131209973519975875e+00,-7.809748267610250316e+00,-7.486836601856091455e+00,-7.162467812268634937e+00,-6.836634617737822772e+00,-6.509328390562683531e+00,-6.180541443041859928e+00,-5.850266664515844539e+00,-5.518495224650809661e+00,-5.185219321092946920e+00,-4.850431761323840796e+00,-4.514123100163300428e+00,-4.176286557785477527e+00,-3.836912892948495468e+00,-3.495994777742756465e+00
4.987969924812030720e-01,4.756854986259467788e-01,-1.003123510535140284e+01,-9.718272826297546629e+00,-9.403906171485109766e+00,-9.088127868159874723e+00,-8.770929770031168360e+00,-8.452304522847349233e+00,-8.132244974759014866e+00,-7.810743682627338202e+00,-7.487792162942048080e+00,-7.163383117708935544e+00,-6.837509337232227757e+00,-6.510162420521963256e+00,-6.181334349262615824e+00,-5.851018081673282190e+00,-5.519205063297022207e+00,-5.185887114818392263e+00,-4.851057224195591822e+00,-4.514706004723835875e+00,-4.176826430270912383e+00,-3.837409650356218282e+00,-3.496447865873288485e+00
5.012781954887218783e-01,4.777429235517893780e-01,-1.003249062880663978e+01,-9.719490738155220910e+00,-9.405086144325910169e+00,-9.089269667699419131e+00,-8.772033229169274193e+00,-8.453369273893313718e+00,-8.133270662643482751e+00,-7.811730086962919373e+00,-7.488739092364988359e+00,-7.164290167800673181e+00,-6.838376147952524242e+00,-6.510988909510418310e+00,-6.182120107862459690e+00,-5.851762706466939967e+00,-5.519908486536810877e+00,-5.186548890110648458e+00,-4.851677021117097865e+00,-4.515283657857524169e+00,-4.177361421715140466e+00,-3.837901930318430743e+00,-3.496896857595102048e+00
5.037593984962406291e-01,4.797952228226356475e-01,-1.003373483733817828e+01,-9.720697691336344093e+00,-9.406255527661292248e+00,-9.090401172096081339e+00,-8.773126740966501913e+00,-8.454424447344610627e+00,-8.134287154630444050e+00,-7.812707594956452617e+00,-7.489677492829192040e+00,-7.165189065899855159e+00,-6.839235159501916961e+00,-6.511807947889772130e+00,-6.182898807425878829e+00,-5.852500636067280659e+00,-5.520605570962812791e+00,-5.187204724871718575e+00,-4.852291226648016043e+00,-4.515856123443660053e+00,-4.177891606437635907e+00,-3.838389786433613615e+00,-3.497341818220048637e+00
5.062406015037593798e-01,4.818423745471603903e-01,-1.003496786503450089e+01,-9.721893816856452375e+00,-9.407414424305290623e+00,-9.091522514930868937e+00,-8.774210424107899087e+00,-8.455470157383869534e+00,-8.135294535914383118e+00,-7.813676321385930379e+00,-7.490607465167260948e+00,-7.166079911505161881e+00,-6.840086483272098228e+00,-6.512619625087324060e+00,-6.183670533224716159e+00,-5.853231969761186093e+00,-5.521296392212682314e+00,-5.187854693326263700e+00,-4.852899916476031805e+00,-4.516423463025124541e+00,-4.178417061261244569e+00,-3.838873270645367430e+00,-3.497782815762547681e+00
5.087218045112782416e-01,4.838843571782311948e-01,-1.003618984376345047e+01,-9.723079241972374831e+00,-9.408562962127319906e+00,-9.092633830225354430e+00,-8.775284395747458888e+00,-8.456506514847236033e+00,-8.136292917909511146e+00,-7.814636381463244241e+00,-7.491529108383319979e+00,-7.166962800343330997e+00,-6.840930232410454614e+00,-6.513424029618946953e+00,-6.184435367291436059e+00,-5.853956808803458145e+00,-5.521981024992028253e+00,-5.188498866102468021e+00,-4.853503167396262086e+00,-4.516985735860018281e+00,-4.178937865463209889e+00,-3.839352433279274113e+00,-3.498219920836143082e+00
5.112030075187969924e-01,4.859211495129085456e-01,-1.003740090322370548e+01,-9.724254090266061468e+00,-9.409701264496057149e+00,-9.093735252438269967e+00,-8.776348771544721927e+00,-8.457533627298861489e+00,-8.137282408013557955e+00,-7.815587890830086870e+00,-7.492442519695057257e+00,-7.167837824452186091e+00,-6.841766497581849293e+00,-6.514221249111750822e+00,-6.185193388490384692e+00,-5.854675220860356077e+00,-5.522659543096833268e+00,-5.189137310310464990e+00,-4.854101057291558163e+00,-4.517542998971951107e+00,-4.179454069621383105e+00,-3.839827323078760291e+00,-3.498653171642874149e+00
5.136842105263158542e-01,4.879527306924460461e-01,-1.003860117099486082e+01,-9.725418481725643716e+00,-9.410829449940356639e+00,-9.094826916116375060e+00,-8.777403665700250102e+00,-8.458551599102952068e+00,-8.138263108998119222e+00,-7.816530965553980081e+00,-7.493347794574568788e+00,-7.168705072261000844e+00,-6.842595341480120830e+00,-6.515011370325797024e+00,-6.185944672586664694e+00,-5.855387262273861637e+00,-5.523332019435171603e+00,-5.189770089618172655e+00,-4.854693665113471113e+00,-4.518095307198548127e+00,-4.179965705385544794e+00,-3.840297987239716271e+00,-3.499082593221948922e+00
5.161654135338346050e-01,4.899790802022898628e-01,-1.003979077258610175e+01,-9.726572532824315331e+00,-9.411947632254076268e+00,-9.095908921113721846e+00,-8.778449190990331275e+00,-8.459560531493945490e+00,-8.139235119108461092e+00,-7.817465717751770349e+00,-7.494245026788044939e+00,-7.169564628668421591e+00,-6.843416848679590991e+00,-6.515794479175593068e+00,-6.186689292313131361e+00,-5.856093005478092195e+00,-5.523998526048439217e+00,-5.190397264325073756e+00,-4.855281067189197941e+00,-4.518642713238678610e+00,-4.180472824185724079e+00,-3.840764471444274353e+00,-3.499508228311427160e+00
5.186466165413534668e-01,4.920001778720796137e-01,-1.004096983148363442e+01,-9.727716356596902259e+00,-9.413055920597836135e+00,-9.096981359660249566e+00,-8.779485458800735387e+00,-8.460560522644465564e+00,-8.140198532160340505e+00,-7.818392217465489402e+00,-7.495134308434472814e+00,-7.170416575118250258e+00,-6.844231099244523442e+00,-6.516570660750979016e+00,-6.187427317435260754e+00,-5.856792518260751201e+00,-5.524659134132094529e+00,-5.191018891433509808e+00,-4.855863297747402996e+00,-4.519185267698249575e+00,-4.180975473073039517e+00,-3.841226819893493349e+00,-3.499930115390587737e+00
5.211278195488722176e-01,4.940160038756473138e-01,-1.004213846919676634e+01,-9.728850062714048619e+00,-9.414154419597595691e+00,-9.098044335249726444e+00,-8.780512579159601927e+00,-8.461551667731335158e+00,-8.141153437633896317e+00,-7.819310545867156570e+00,-7.496015729983144915e+00,-7.171260989672686215e+00,-6.845038168500221509e+00,-6.517339999337411705e+00,-6.188158814814078035e+00,-5.857485863860449449e+00,-5.525313914055724140e+00,-5.191635024717905722e+00,-4.856440400974805449e+00,-4.519723019134564090e+00,-4.181473694806514096e+00,-3.841685075339043465e+00,-3.500348288768272198e+00
5.236090225563910794e-01,4.960265387310182628e-01,-1.004329680530282509e+01,-9.729973757554430946e+00,-9.415243229440392270e+00,-9.099097946109919732e+00,-8.781530660769419683e+00,-8.462534058999732878e+00,-8.142099920764644949e+00,-7.820220786521341338e+00,-7.496889380310225448e+00,-7.172097947083542202e+00,-6.845838127131830042e+00,-6.518102578435931882e+00,-6.188883848467278348e+00,-5.858173101061317389e+00,-5.525962935382759511e+00,-5.192245714791845046e+00,-4.857012425007250833e+00,-4.520256014099351738e+00,-4.181967527941521823e+00,-3.842139279114099804e+00,-3.500762778668583319e+00
5.260902255639098302e-01,4.980317633004104905e-01,-1.004444495749084787e+01,-9.731087544274803491e+00,-9.416322445967200139e+00,-9.100142285312188051e+00,-8.782539810876233588e+00,-8.463507785825406415e+00,-8.143038062631935858e+00,-7.821123017929290988e+00,-7.497755346734377824e+00,-7.172927518861433427e+00,-6.846631041280260455e+00,-6.518858476594471263e+00,-6.189602479628480758e+00,-5.858854284284552350e+00,-5.526606266889641184e+00,-5.192851009173224952e+00,-4.857579413353005471e+00,-4.520784297180684419e+00,-4.182457006915559106e+00,-3.842589471163230019e+00,-3.501173611313901368e+00
5.285714285714285809e-01,5.000316587924306111e-01,-1.004558304199903418e+01,-9.732191523274334344e+00,-9.417392161160718089e+00,-9.101177441276968594e+00,-8.783540108555298431e+00,-8.464472935177006718e+00,-8.143967940647817372e+00,-7.822017314037436719e+00,-7.498613715457394413e+00,-7.173749773750214942e+00,-6.847416973044013311e+00,-6.519607735275268823e+00,-6.190314767216616332e+00,-5.859529464090491579e+00,-5.527243960878072571e+00,-5.193450952763511985e+00,-4.858141405404135860e+00,-4.521307911462657536e+00,-4.182942162551910315e+00,-3.843035690493591616e+00,-3.501580809428892493e+00
5.310526315789474427e-01,5.020262069113144987e-01,-1.004671118118420203e+01,-9.733285819087026169e+00,-9.418452490152729339e+00,-9.102203524890768449e+00,-8.784531648736962239e+00,-8.465429618877951867e+00,-8.144889655938623463e+00,-7.822903771732318212e+00,-7.499464592297012899e+00,-7.174564805378853549e+00,-6.848196008253036204e+00,-6.520350431860556739e+00,-6.191020795770796781e+00,-5.860198715242178835e+00,-5.527876070153729060e+00,-5.194045616084358663e+00,-4.858698464802422734e+00,-4.521826926939872315e+00,-4.183423050615931338e+00,-3.843478003779940977e+00,-3.501984420996683944e+00
5.335338345864661935e-01,5.040153897467066768e-01,-1.004782948291492239e+01,-9.734370560167389996e+00,-9.419503550959721139e+00,-9.103220649186074098e+00,-8.785514541358907081e+00,-8.466377953100316489e+00,-8.145803312790526718e+00,-7.823782490230933639e+00,-7.500308055814270070e+00,-7.175372711471652565e+00,-6.848968235629913082e+00,-6.521086651624106167e+00,-6.191720654430756809e+00,-5.860862115640744108e+00,-5.528502668540083320e+00,-5.194635074039402944e+00,-4.859250658154636859e+00,-4.522341419107298144e+00,-4.183899730368630721e+00,-3.843916483667659811e+00,-3.502384497656950035e+00
5.360150375939850553e-01,5.059991896964390889e-01,-1.004893805826482911e+01,-9.735445865043740099e+00,-9.420545450607685112e+00,-9.104228915432106106e+00,-8.786488884190623239e+00,-8.467318044315755188e+00,-8.146709004573979840e+00,-7.824653556972034352e+00,-7.501144186854163287e+00,-7.176173579606119901e+00,-6.849733732521006146e+00,-6.521816467807826534e+00,-6.192414422534492147e+00,-5.861519731900513008e+00,-5.529123818333729012e+00,-5.195219391363307793e+00,-4.859798040457703472e+00,-4.522851454285164330e+00,-4.184372249878092198e+00,-3.844351170208708979e+00,-3.502781079909864648e+00
5.384962406015038061e-01,5.079775895247423678e-01,-1.005003701664381843e+01,-9.736511852862262728e+00,-9.421578295732096819e+00,-9.105228423785783676e+00,-8.787454773528590835e+00,-8.468249999980098863e+00,-8.147606824487612087e+00,-7.825517058413458571e+00,-7.501973067777167437e+00,-7.176967498053120842e+00,-6.850492575797135331e+00,-6.522539952572750543e+00,-6.193102180564235226e+00,-5.862171630360785812e+00,-5.529739580894855067e+00,-5.195798633688305301e+00,-4.860340666231008022e+00,-4.523357094786140564e+00,-4.184840657220747495e+00,-3.844782094575345699e+00,-3.503174208394149058e+00
5.409774436090225569e-01,5.099505723622465014e-01,-1.005112646578845670e+01,-9.737568642811824660e+00,-9.422602192589987880e+00,-9.106219273317368135e+00,-8.788412304228751637e+00,-8.469173919669835016e+00,-8.148496865565533653e+00,-7.826373080054672471e+00,-7.502794779678076509e+00,-7.177754555767495326e+00,-6.851244841865996804e+00,-6.523257177022872000e+00,-6.193784010128114303e+00,-5.862817877093888796e+00,-5.530350016667831881e+00,-5.196372867529801098e+00,-4.860878589527965588e+00,-4.523858375916478991e+00,-4.185305000483231730e+00,-3.845209298242590279e+00,-3.503563923886062526e+00
5.434586466165414187e-01,5.119181217059801670e-01,-1.005220651179863189e+01,-9.738616332556400579e+00,-9.423617247071735648e+00,-9.107201562035458053e+00,-8.789361569738025182e+00,-8.470089879518543086e+00,-8.149379220684467739e+00,-7.827221706458661998e+00,-7.503609402413554896e+00,-7.178534842379048264e+00,-6.851990606684216445e+00,-6.523968211228416081e+00,-6.194459986984477418e+00,-5.863458537913047053e+00,-5.530955185201286817e+00,-5.196942160272608469e+00,-4.861411863947101786e+00,-4.524355342717871764e+00,-4.185765327764203292e+00,-3.845632822049656063e+00,-3.503950267298461263e+00
5.459398496240601695e-01,5.138802214193706197e-01,-1.005327725917324067e+01,-9.739655014908835895e+00,-9.424623564712794277e+00,-9.108175386911348426e+00,-8.790302662125261790e+00,-8.470997965329573276e+00,-8.150253982570939471e+00,-7.828063021273433897e+00,-7.504417014629177984e+00,-7.179308444347878293e+00,-6.852729945769238995e+00,-6.524673124248479894e+00,-6.195130163430369485e+00,-5.864093678380224439e+00,-5.531555145167724952e+00,-5.197506580157685185e+00,-4.861940542643037766e+00,-4.524848041705229917e+00,-4.186221687176228556e+00,-3.846052706213744177e+00,-3.504333279680053259e+00
5.484210526315790313e-01,5.158368557322445813e-01,-1.005433881084502623e+01,-9.740684787450993198e+00,-9.425621250705336962e+00,-9.109140843903023921e+00,-8.791235672111241684e+00,-8.471898262469188978e+00,-8.151121243808464811e+00,-7.828897107253004251e+00,-7.505217693785769306e+00,-7.180075425133134459e+00,-6.853462934211092872e+00,-6.525371984153276017e+00,-6.195794599879653752e+00,-5.864723363813845403e+00,-5.532149954382724388e+00,-5.198066186633547581e+00,-4.862464678337349078e+00,-4.525336518730837199e+00,-4.186674126847743871e+00,-3.846468990343559380e+00,-3.504713002214749906e+00
5.509022556390977821e-01,5.177880092408273516e-01,-1.005539126821450502e+01,-9.741705746409405009e+00,-9.426610409909544686e+00,-9.110098027978400737e+00,-8.792160689097988424e+00,-8.472790855102399377e+00,-8.151981096844558294e+00,-7.829724046277870109e+00,-7.506011516185033372e+00,-7.180835852291466814e+00,-6.854189646683781945e+00,-6.526064858045572237e+00,-6.196453357036176612e+00,-5.865347659296375582e+00,-5.532739669823467210e+00,-5.198621020889039990e+00,-4.862984323328944924e+00,-4.525820818998740336e+00,-4.187122694925030864e+00,-3.846881713452419138e+00,-3.505089476221058931e+00
5.533834586466166439e-01,5.197336669077432525e-01,-1.005643473118291098e+01,-9.742717986684571230e+00,-9.427591146414412648e+00,-9.111047033138037321e+00,-8.793077801197293653e+00,-8.473675826218977747e+00,-8.152833633597431628e+00,-7.830543919374922446e+00,-7.506798556994411342e+00,-7.181589794433981488e+00,-6.854910157456471254e+00,-6.526751812081757365e+00,-6.197106494842493873e+00,-5.865966629681715006e+00,-5.533324347646911612e+00,-5.199171130927471296e+00,-4.863499529504347052e+00,-4.526300987078657023e+00,-4.187567439574118033e+00,-3.847290913970975446e+00,-3.505462743151536387e+00
5.558646616541353946e-01,5.216738140620154063e-01,-1.005746929818462121e+01,-9.743721601879778760e+00,-9.428563549189897586e+00,-9.111987952437486271e+00,-8.793987095258660958e+00,-8.474553257658843819e+00,-8.153678931171176814e+00,-7.831356806737091780e+00,-7.507578890271609851e+00,-7.182337319386189023e+00,-6.855624540404621214e+00,-6.527432911492387468e+00,-6.197754072496533873e+00,-5.866580339602673000e+00,-5.533904043207578560e+00,-5.199716564527874674e+00,-4.864010348347830082e+00,-4.526777066919726700e+00,-4.188008408982889286e+00,-3.847696629759747466e+00,-3.505832844592453146e+00
5.583458646616541454e-01,5.236084363990659574e-01,-1.005849506621842337e+01,-9.744716684328940559e+00,-9.429527700231293608e+00,-9.112920878008949899e+00,-8.794888656896359791e+00,-8.475423230136778230e+00,-8.154517059412498270e+00,-7.832162787742345422e+00,-7.508352588988278065e+00,-7.183078494205220821e+00,-6.856332869020767440e+00,-6.528108220602120149e+00,-6.198396148467793410e+00,-5.867188853478132238e+00,-5.534478811074762916e+00,-5.200257369064241963e+00,-4.864516830951178150e+00,-4.527249101863747960e+00,-4.188445651363026379e+00,-3.848098898121236733e+00,-3.506199822263483146e+00
5.608270676691730072e-01,5.255375199807160724e-01,-1.005951213087832841e+01,-9.745703325123956873e+00,-9.430483683324649036e+00,-9.113845901082582301e+00,-8.795782570516037069e+00,-8.476285823266641373e+00,-8.155348090209580292e+00,-7.832961940972418269e+00,-7.509119725053189143e+00,-7.183813385196764045e+00,-6.857035216405216183e+00,-6.528777802849329071e+00,-6.199032780513155316e+00,-5.867792235195590678e+00,-5.535048705049399054e+00,-5.200793591514814018e+00,-4.865019028023407799e+00,-4.527717134658251652e+00,-4.188879214754313907e+00,-3.848497755811859378e+00,-3.506563717652117607e+00
5.633082706766917580e-01,5.274610512351854963e-01,-1.006052058638339375e+01,-9.746681614141333938e+00,-9.431431581618099358e+00,-9.114763112007208790e+00,-8.796668919340506321e+00,-8.477141115584814202e+00,-8.156172094995500998e+00,-7.833754344230956512e+00,-7.509880369334831940e+00,-7.184542057931460945e+00,-6.857731648061566432e+00,-6.529441720805039928e+00,-6.199664025692312563e+00,-5.868390537896006620e+00,-5.535613778180531241e+00,-5.201325278471133018e+00,-4.865516989900121381e+00,-4.528181207469115677e+00,-4.189309137437591701e+00,-3.848893239053420512e+00,-3.506924561461772338e+00
5.657894736842106198e-01,5.293790169570932180e-01,-1.006152052560690713e+01,-9.747651640068148993e+00,-9.432371477636841917e+00,-9.115672600248720059e+00,-8.797547785434980838e+00,-8.477989184573273107e+00,-8.156989144759258181e+00,-7.834540074561388678e+00,-7.510634591683490235e+00,-7.185264577261147423e+00,-6.858422218027443229e+00,-6.530100036191545776e+00,-6.200289940382893050e+00,-5.868983806444584062e+00,-5.536174082781329275e+00,-5.201852476146975768e+00,-4.866010766552815170e+00,-4.528641361892940864e+00,-4.189735448543599361e+00,-3.849285383544437611e+00,-3.507282376447070416e+00
5.682706766917293706e-01,5.312914043074568049e-01,-1.006251204010491840e+01,-9.748613490427446848e+00,-9.433303453297773089e+00,-9.116574449370725475e+00,-8.798419249731713521e+00,-8.478830106682014645e+00,-8.157799310056741859e+00,-7.835319208111679146e+00,-7.511382460952739315e+00,-7.185981007334476089e+00,-6.859106980703578493e+00,-6.530752809900569389e+00,-6.200910580295160734e+00,-5.869572086596872573e+00,-5.536729670444718643e+00,-5.202375230387127125e+00,-4.866500407443760778e+00,-4.529097638969163953e+00,-4.190158178259618893e+00,-3.849674224471152595e+00,-3.507637186586030076e+00
5.707518796992481214e-01,5.331982008136929574e-01,-1.006349522014396669e+01,-9.749567251603012963e+00,-9.434227589923851909e+00,-9.117468731746265931e+00,-8.799283392053970587e+00,-8.479663957350918935e+00,-8.158602661021383540e+00,-7.836091813492044089e+00,-7.512124045020409646e+00,-7.186691411612414093e+00,-6.859785990801723798e+00,-6.531400102010931796e+00,-6.201526000486458301e+00,-5.870155424517891518e+00,-5.537280592058736239e+00,-5.202893586675752857e+00,-4.866985954689115879e+00,-4.529550079191838385e+00,-4.190577357433539873e+00,-3.850059796518274347e+00,-3.507989016600941756e+00
5.732330827067669832e-01,5.350993943696173982e-01,-1.006447015472823736e+01,-9.750513008863547881e+00,-9.435143968258211444e+00,-9.118355518754068356e+00,-8.800140291139562976e+00,-8.480490811031238252e+00,-8.159399267374663367e+00,-7.836857949989289196e+00,-7.512859410809137550e+00,-7.187395852883232017e+00,-6.860459303341174930e+00,-6.532041971805838898e+00,-6.202136255375221729e+00,-5.870733866776461696e+00,-5.537826897821358507e+00,-5.203407590145014971e+00,-4.867467441199363698e+00,-4.529998722521118459e+00,-4.190993017563037881e+00,-3.850442133879480977e+00,-3.508337891945589870e+00
5.757142857142857340e-01,5.369949732354445393e-01,-1.006543693162599240e+01,-9.751450846386317650e+00,-9.436052668477888261e+00,-9.119234882180867530e+00,-8.800990024663658318e+00,-8.481310741206360859e+00,-8.160189198436414770e+00,-7.837617676939471423e+00,-7.513588624306337671e+00,-7.188094393277238758e+00,-6.861126973645381710e+00,-6.532678477789788829e+00,-6.202741398754801239e+00,-5.871307460339770579e+00,-5.538368637255126181e+00,-5.203917285583050223e+00,-4.867944900335587022e+00,-4.530443608394588928e+00,-4.191405190784995405e+00,-3.850821270267659191e+00,-3.508683838793158039e+00
5.781954887218045958e-01,5.388849260377877037e-01,-1.006639563739538801e+01,-9.752380847280095466e+00,-9.436953770207352932e+00,-9.120106894217027360e+00,-8.801832669261129283e+00,-8.482123820412246218e+00,-8.160972523134910617e+00,-7.838371054428409757e+00,-7.514311750583623883e+00,-7.188787094281116730e+00,-6.861789057338781639e+00,-6.533309677862794373e+00,-6.203341483806789292e+00,-5.871876252568188015e+00,-5.538905859221287642e+00,-5.204422717442088953e+00,-4.868418366622996096e+00,-4.530884775738050152e+00,-4.191813909865450327e+00,-3.851197238924786159e+00,-3.509026884024307513e+00
5.806766917293233465e-01,5.407692417696592369e-01,-1.006734635740979833e+01,-9.753303093607890162e+00,-9.437847352531871792e+00,-9.120971627452515662e+00,-8.802668302826665681e+00,-8.482930120257389461e+00,-8.161749310016933379e+00,-7.839118143281007534e+00,-7.515028853816044574e+00,-7.189474016752116725e+00,-6.862445610343986147e+00,-6.533935631927663579e+00,-6.203936563114204716e+00,-5.872440291210362595e+00,-5.539438613423494751e+00,-5.204923929846412278e+00,-4.868887875731650716e+00,-4.531322262976464899e+00,-4.192219208189891688e+00,-3.851570072631827824e+00,-3.509367055215891540e+00
5.831578947368422083e-01,5.426479097679091090e-01,-1.006828917378084931e+01,-9.754217662656689214e+00,-9.438733490245223123e+00,-9.121829151094587473e+00,-8.803496994063607417e+00,-8.483729707637301942e+00,-8.162519623439161265e+00,-7.839859001219052992e+00,-7.515739993691767928e+00,-7.190155217072943472e+00,-6.863096685006620845e+00,-6.534556383156020054e+00,-6.204526684774708478e+00,-5.872999620485092720e+00,-5.539966944864247012e+00,-5.205420962658711126e+00,-4.869353460502680697e+00,-4.531756104075031821e+00,-4.192621115770483797e+00,-3.851939799720739632e+00,-3.509704376618197674e+00
5.856390977443609591e-01,5.445209197716015526e-01,-1.006922417532611469e+01,-9.755124636698720764e+00,-9.439612263636259826e+00,-9.122679540772136164e+00,-8.804318806913514095e+00,-8.484522654630328731e+00,-8.163283533489311239e+00,-7.840593692797617642e+00,-7.516445241155047974e+00,-7.190830757181755573e+00,-6.863742340144456833e+00,-6.535171977659225639e+00,-6.205111902535733748e+00,-5.873554291235302927e+00,-5.540490891187429767e+00,-5.205913861718346247e+00,-4.869815161197039721e+00,-4.532186338852801200e+00,-4.193019669576806940e+00,-3.852306454460270757e+00,-3.510038879557859648e+00
5.881203007518797099e-01,5.463882619392881335e-01,-1.007015144479125368e+01,-9.756024105762270082e+00,-9.440483761260887619e+00,-9.123522881301415310e+00,-8.805133815596660085e+00,-8.485309041304800459e+00,-8.164041118793898377e+00,-7.841322292203645183e+00,-7.517144662569649860e+00,-7.191500707413272409e+00,-6.864382643883129909e+00,-6.535782472587614578e+00,-6.205692278665078554e+00,-5.874104363792105765e+00,-5.541010499995830507e+00,-5.206402681737302807e+00,-4.870273028376955970e+00,-4.532613015901726605e+00,-4.193414916446751128e+00,-3.852670083432099712e+00,-3.510370605367971297e+00
5.906015037593985717e-01,5.482499267792150244e-01,-1.007107106211989134e+01,-9.756916156015666530e+00,-9.441348068277102712e+00,-9.124359254964835131e+00,-8.805942093167029583e+00,-8.486088943936788809e+00,-8.164792454685819934e+00,-7.842044871363476055e+00,-7.517838316995090864e+00,-7.192165134544623584e+00,-6.865017661644427172e+00,-6.536387924046690223e+00,-6.206267871868512920e+00,-5.874649895833720770e+00,-5.541525818143318460e+00,-5.206887474084485490e+00,-4.870727110622686595e+00,-4.533036180300154427e+00,-4.193806900724427855e+00,-3.853030732845181383e+00,-3.510699592936410429e+00
5.930827067669173225e-01,5.501059051488255136e-01,-1.007198310626648841e+01,-9.757800869755966389e+00,-9.442205266425634846e+00,-9.125188741476414123e+00,-8.806743711453380641e+00,-8.486862435055332554e+00,-8.165537613181520271e+00,-7.842761499901912181e+00,-7.518526262886599199e+00,-7.192824101775547874e+00,-6.865647456112013103e+00,-6.536988387033225933e+00,-6.206838737268911110e+00,-5.875190942348889500e+00,-5.542036891664628762e+00,-5.207368286759797016e+00,-4.871177454483166969e+00,-4.533455883829689448e+00,-4.194195664218582920e+00,-3.853388429186859643e+00,-3.511025878662739963e+00
5.955639097744361843e-01,5.519561882547606713e-01,-1.007288765521698259e+01,-9.758678328203792773e+00,-9.443055434092055833e+00,-9.126011418029548850e+00,-8.807538741083765998e+00,-8.487629595063268084e+00,-8.166276663040935802e+00,-7.843472245185032499e+00,-7.519208558108279483e+00,-7.193477668792317203e+00,-6.866272087280987257e+00,-6.537583915457011230e+00,-6.207404926469771489e+00,-5.875727555685389625e+00,-5.542543765791528187e+00,-5.207845164453754450e+00,-4.871624104512888742e+00,-4.533872165616101846e+00,-4.194581246248013429e+00,-3.853743197802919518e+00,-3.511349496502344181e+00
5.980451127819549351e-01,5.538007676528584611e-01,-1.007378478600894667e+01,-9.759548620203551295e+00,-9.443898646367220095e+00,-9.126827359343359092e+00,-8.808327251509156852e+00,-8.488390490599284632e+00,-8.167009669825695539e+00,-7.844177172361582961e+00,-7.519885259945753297e+00,-7.194125891829669328e+00,-6.866891612506399234e+00,-6.538174562161793268e+00,-6.207966499262195015e+00,-5.876259785597270024e+00,-5.543046484968667365e+00,-5.208318148605254549e+00,-4.872067103307963443e+00,-4.534285052034024766e+00,-4.194963683685485556e+00,-3.854095064369859269e+00,-3.511670478009401908e+00
6.005263157894736858e-01,5.556396352481541845e-01,-1.007467457475125805e+01,-9.760411811688875616e+00,-9.444734975105994579e+00,-9.127636637708038236e+00,-8.809109311026722011e+00,-8.489145176058578102e+00,-8.167736695955966297e+00,-7.844876344403584945e+00,-7.520556425118759769e+00,-7.194768831585198754e+00,-6.867506086550244859e+00,-6.538760378945884355e+00,-6.208523506495134292e+00,-5.876787679290749189e+00,-5.543545092868953361e+00,-5.208787277484567824e+00,-4.872506491541004792e+00,-4.534694570274772296e+00,-4.195343011000527866e+00,-3.854444054890220350e+00,-3.511988852378663317e+00
