a,D_gr,delta_percent_q0star_minus_3p000000eminus_03,delta_percent_q0star_minus_2p900000eminus_03,delta_percent_q0star_minus_2p800000eminus_03,delta_percent_q0star_minus_2p700000eminus_03,delta_percent_q0star_minus_2p600000eminus_03,delta_percent_q0star_minus_2p500000eminus_03,delta_percent_q0star_minus_2p400000eminus_03,delta_percent_q0star_minus_2p300000eminus_03,delta_percent_q0star_minus_2p200000eminus_03,delta_percent_q0star_minus_2p100000eminus_03,delta_percent_q0star_minus_2p000000eminus_03,delta_percent_q0star_minus_1p900000eminus_03,delta_percent_q0star_minus_1p800000eminus_03,delta_percent_q0star_minus_1p700000eminus_03,delta_percent_q0star_minus_1p600000eminus_03,delta_percent_q0star_minus_1p500000eminus_03,delta_percent_q0star_minus_1p400000eminus_03,delta_percent_q0star_minus_1p300000eminus_03,delta_percent_q0star_minus_1p200000eminus_03,delta_percent_q0star_minus_1p100000eminus_03,delta_percent_q0star_minus_1p000000eminus_03
2.531578947368421373e-01,2.514537000109314246e-01,-9.811437936892676959e+00,-9.505065891735183570e+00,-9.197337203532203631e+00,-8.888244242406232232e+00,-8.577779848699606191e+00,-8.265937217377137713e+00,-7.952709372185366554e+00,-7.638088385040113337e+00,-7.322066990356142391e+00,-7.004638426603370327e+00,-6.685795067585975637e+00,-6.365528896513813706e+00,-6.043833115830063107e+00,-5.720700248907994556e+00,-5.396121902008682802e+00,-5.070091390450011559e+00,-4.742600599790672611e+00,-4.413641536709658197e+00,-4.083207367232673413e+00,-3.751289018816537979e+00,-3.417880005855743253e+00
2.556390977443609436e-01,2.538680097032626759e-01,-9.815287710418475697e+00,-9.508800019527706482e+00,-9.200954891139630831e+00,-8.891744824569535410e+00,-8.581162423173230636e+00,-8.269200814162049440e+00,-7.955853162745827767e+00,-7.641111701718664939e+00,-7.324968861841364642e+00,-7.007417831017035859e+00,-6.688451363925968174e+00,-6.368061197884594904e+00,-6.046240320953117475e+00,-5.722981675985229444e+00,-5.398276660832769913e+00,-5.072118345749608181e+00,-4.744499156022074615e+00,-4.415410566621820188e+00,-4.084846027189374951e+00,-3.752796390151639461e+00,-3.419255114925518590e+00
2.581203007518796944e-01,2.562804048008486824e-01,-9.819079703481655486e+00,-9.512478141385399155e+00,-9.204518264500133995e+00,-8.895192834707549068e+00,-8.584494237321351306e+00,-8.272415474953733749e+00,-7.958949761386551636e+00,-7.644089625662975784e+00,-7.327827211438563637e+00,-7.010155579066454479e+00,-6.691067774392521983e+00,-6.370555515970221627e+00,-6.048611480167139121e+00,-5.725228846213450851e+00,-5.400399110848684181e+00,-5.074114916729173252e+00,-4.746369211860416826e+00,-4.417153104951051290e+00,-4.086460075443395290e+00,-3.754281182658762983e+00,-3.420609564659220059e+00
2.606015037593985006e-01,2.586908515196169045e-01,-9.822815270195176751e+00,-9.516101562375881784e+00,-9.208028635935715300e+00,-8.898589514031984393e+00,-8.587776479569647847e+00,-8.275582345055100930e+00,-7.962000311145706277e+00,-7.647023225955744685e+00,-7.330643059132344597e+00,-7.012852676440287425e+00,-6.693645249130947938e+00,-6.373012739021329587e+00,-6.050947424328112945e+00,-5.727442577792052347e+00,-5.402490007471742572e+00,-5.076081867607263653e+00,-4.748211438368665327e+00,-4.418869771120697898e+00,-4.088050102295245125e+00,-3.755743929970649209e+00,-3.421943852500875405e+00
2.630827067669173069e-01,2.610993159160970856e-01,-9.826495721070449108e+00,-9.519671561675519200e+00,-9.211487289582972693e+00,-8.901936071990890653e+00,-8.591010301570285890e+00,-8.278702541463674791e+00,-7.965005932547480683e+00,-7.649913544482403793e+00,-7.333417391459940760e+00,-7.015510047259709836e+00,-6.696184718125893554e+00,-6.375433728572595271e+00,-6.053248972729527999e+00,-5.729623673205110457e+00,-5.404550082839612912e+00,-5.078019887526321163e+00,-4.750026492099297393e+00,-4.420561171542796153e+00,-4.089616689530799931e+00,-3.757185145750865374e+00,-3.423258470428305777e+00
2.655639097744361132e-01,2.635057638874211405e-01,-9.830122325048710863e+00,-9.523189371432854600e+00,-9.214895422830394978e+00,-8.905233687756441086e+00,-8.594196819916453123e+00,-8.281777139964924928e+00,-7.967967681603596475e+00,-7.652761597205125277e+00,-7.336151163068867831e+00,-7.018128614359148365e+00,-6.698687092150970912e+00,-6.377819320689008364e+00,-6.055516922436574134e+00,-5.731772919963995960e+00,-5.406580046897638603e+00,-5.079929635472286265e+00,-4.751815015776940321e+00,-4.422227888613647018e+00,-4.091160410828170946e+00,-3.758605324621699939e+00,-3.424553905218035599e+00
2.680451127819549195e-01,2.659101611713233226e-01,-9.833696311420176528e+00,-9.526656178934068464e+00,-9.218254173846208488e+00,-8.908483511631299478e+00,-8.597337117762421599e+00,-8.284807177029788861e+00,-7.970886537472742006e+00,-7.655568375367067802e+00,-7.338845298188683586e+00,-7.020709263871679262e+00,-6.701153263666719262e+00,-6.380170327143493303e+00,-6.057752038351784662e+00,-5.733891091309927468e+00,-5.408580588424416469e+00,-5.081811760852295023e+00,-4.753577638944075368e+00,-4.423870481818266143e+00,-4.092681832143189702e+00,-3.760004943040852865e+00,-3.425830638696538699e+00
2.705263157894737258e-01,2.683124733461401124e-01,-9.837218871638123474e+00,-9.530073128649210190e+00,-9.221564660739069552e+00,-8.911686666378388466e+00,-8.600432246354840160e+00,-8.287793651607776368e+00,-7.973763472238368344e+00,-7.658334846631049686e+00,-7.341500692021900143e+00,-7.023252846002411509e+00,-6.703584071361103014e+00,-6.382487536530235595e+00,-6.059955054679538655e+00,-5.735978909279459970e+00,-5.410552376001149355e+00,-5.083666883377428114e+00,-4.755314978571559159e+00,-4.425489488774031699e+00,-4.094181491570803466e+00,-3.761384460129578944e+00,-3.427089129375682219e+00
2.730075187969925321e-01,2.707126658308103839e-01,-9.840691161034566647e+00,-9.533441324167188924e+00,-9.224827954866878343e+00,-8.914844204576032993e+00,-8.603483226481190016e+00,-8.290737526822500314e+00,-7.976599415743865329e+00,-7.661061951034048967e+00,-7.344118212059613349e+00,-7.025760176648940813e+00,-6.705980273265136127e+00,-6.384771715317716811e+00,-6.062126676310787943e+00,-5.738037020369077368e+00,-5.412496058928649489e+00,-5.085495594399670694e+00,-4.757027639613630399e+00,-4.427085426217341357e+00,-4.095659842281321517e+00,-3.762744318456127779e+00,-3.428329752335429248e+00
2.754887218045112829e-01,2.731107038848750168e-01,-9.844114300443608911e+00,-9.536761830026106779e+00,-9.228045082924460019e+00,-8.917957098665638682e+00,-8.606491049840371943e+00,-8.293639731575426666e+00,-7.979395257279869647e+00,-7.663750529251766253e+00,-7.346698699326130289e+00,-7.028232038933897918e+00,-6.708342626652048502e+00,-6.387023608845129097e+00,-6.064267580132595370e+00,-5.740066073058677887e+00,-5.414412268094825897e+00,-5.087298458176223726e+00,-4.758716161842317938e+00,-4.428658790936820466e+00,-4.097117344267804384e+00,-3.764084944776451280e+00,-3.429552890728933878e+00
2.779699248120300892e-01,2.755065526084775618e-01,-9.847489377738570582e+00,-9.540035673445899533e+00,-9.231217028919425971e+00,-8.921026311242886919e+00,-8.609456680340581869e+00,-8.296501162064217283e+00,-7.982151847376947273e+00,-7.666401397984012434e+00,-7.349242969557628236e+00,-7.030669184655489623e+00,-6.710671850366273894e+00,-6.389243942266142895e+00,-6.066378416267800056e+00,-5.742066680626060737e+00,-5.416301616796530993e+00,-5.089076013065866100e+00,-4.760381031588130085e+00,-4.430210060656810889e+00,-4.098554431284378907e+00,-3.765406750735660335e+00,-3.430758904473351745e+00
2.804511278195488955e-01,2.779001769423635748e-01,-9.850817449287765371e+00,-9.543263845968942505e+00,-9.234344736042560342e+00,-8.924052758120616602e+00,-8.612381037108921333e+00,-8.299322683220214714e+00,-7.984869999502418381e+00,-7.669015346002121980e+00,-7.351751814318124190e+00,-7.033072335660716767e+00,-6.712968625715037163e+00,-6.391433402823764709e+00,-6.068459809248352599e+00,-5.744039422059210587e+00,-5.418164700664887867e+00,-5.090828772661455837e+00,-4.762022732719739082e+00,-4.431739694873535917e+00,-4.099971507785377334e+00,-3.766710133532035876e+00,-3.431948126366767049e+00
2.829323308270677018e-01,2.802915416732960630e-01,-9.854099491367666275e+00,-9.546447306761979945e+00,-9.237429110193152937e+00,-8.927037311914963524e+00,-8.615264935857821271e+00,-8.302105131841994279e+00,-7.987550493445406907e+00,-7.671593121411272698e+00,-7.354225991598208445e+00,-7.035442186942222342e+00,-6.715233599894141925e+00,-6.393592581449933476e+00,-6.070512360941779484e+00,-5.745984845358710125e+00,-5.420002035037020605e+00,-5.092557228696102278e+00,-4.763641716898007417e+00,-4.433248137493754903e+00,-4.101368952040993499e+00,-3.767995478405332221e+00,-3.433120865121312093e+00
2.854135338345865081e-01,2.826806116317156503e-01,-9.857336471793496813e+00,-9.549587047261526962e+00,-9.240471085045905753e+00,-8.929980867578370507e+00,-8.618109250578138258e+00,-8.304849381927914109e+00,-7.990194141100933400e+00,-7.674135497950635099e+00,-7.356666221834756492e+00,-7.037779472797505598e+00,-6.717467452676078032e+00,-6.395722134924759494e+00,-6.072536717205105461e+00,-5.747903534768673772e+00,-5.421814163030503231e+00,-5.094261918343269357e+00,-4.765238471542777354e+00,-4.434735884330009981e+00,-4.102747184309710526e+00,-3.769263224611900220e+00,-3.434277473911970802e+00
2.878947368421053143e-01,2.850673515457912144e-01,-9.860529359210200795e+00,-9.552684043535144554e+00,-9.243471574439530158e+00,-8.932884294855956142e+00,-8.620914829526512335e+00,-8.307556295707447802e+00,-7.992801738034199133e+00,-7.676643226665962771e+00,-7.359073232760121819e+00,-7.040084917602675851e+00,-6.719670847299661354e+00,-6.397822700687155972e+00,-6.074533517966574259e+00,-5.749796061013878301e+00,-5.423601631907887466e+00,-5.095943373733639703e+00,-4.766813469585362562e+00,-4.436203427952780665e+00,-4.104106615988739826e+00,-3.770513743984956090e+00,-3.435418299079626703e+00
2.903759398496240651e-01,2.874517259994684992e-01,-9.863679073655658769e+00,-9.555739204050277991e+00,-9.246431459983760703e+00,-8.935748426068361283e+00,-8.623682477139647418e+00,-8.310226647300067881e+00,-7.995374050755692075e+00,-7.679117023401023978e+00,-7.361447718844621235e+00,-7.042359222681326081e+00,-6.721844417563359819e+00,-6.399894878440293589e+00,-6.076503381770907986e+00,-5.751662968123696373e+00,-5.425364952732609325e+00,-5.097602108331360071e+00,-4.768367156186102740e+00,-4.437651169990100897e+00,-4.105447635999484035e+00,-3.771747382081086286e+00,-3.436543666332656066e+00
2.928571428571428714e-01,2.898336994971739133e-01,-9.866786508710726267e+00,-9.558753370886940104e+00,-9.249351612674603373e+00,-8.938574078007771817e+00,-8.626412976262441745e+00,-8.312861181198300642e+00,-7.997911838481501334e+00,-7.681557590878956177e+00,-7.363790353990779636e+00,-7.044603072565447377e+00,-6.723988789880712247e+00,-6.401939252619252230e+00,-6.078446856678356269e+00,-5.753504795588260556e+00,-5.427104622988506044e+00,-5.099238638906403942e+00,-4.769899971151141393e+00,-4.439079516055856267e+00,-4.106770633132600601e+00,-3.772964495353772207e+00,-3.437653903163541802e+00
2.953383458646616777e-01,2.922132364638144741e-01,-9.869852532604070916e+00,-9.561727399793856108e+00,-9.252232893353625087e+00,-8.941362052594636012e+00,-8.629107089050979340e+00,-8.315460645263476280e+00,-8.000415853453914039e+00,-7.683965619257409507e+00,-7.366101792391459568e+00,-7.046817068506261883e+00,-6.726104583600014841e+00,-6.403956393030359351e+00,-6.080364479782192078e+00,-5.755322078559619747e+00,-5.428821127147649861e+00,-5.100853438889244806e+00,-4.771412349163187905e+00,-4.440488874320805301e+00,-4.108075996064845192e+00,-3.774165427303449949e+00,-3.438749338785863419e+00
2.978195488721804840e-01,2.945903012447777525e-01,-9.872877989261866105e+00,-9.564662116777762790e+00,-9.255076133705662400e+00,-8.944113137502631261e+00,-8.631765557830695101e+00,-8.318025760605342711e+00,-8.002886829118994072e+00,-7.686341786656832653e+00,-7.368382669345476366e+00,-7.049001828246269419e+00,-6.728192411308626220e+00,-6.405946855458896749e+00,-6.082256789787728657e+00,-5.757115348043317482e+00,-5.430514937210334736e+00,-5.102446932010010094e+00,-4.772904720001454493e+00,-4.441879636653037089e+00,-4.109364113375783667e+00,-3.775350509011161648e+00,-3.439830304075002676e+00
3.003007518796992903e-01,2.969648581059319836e-01,-9.875863699306249188e+00,-9.567558318646051774e+00,-9.257882076200845134e+00,-8.946828106753519805e+00,-8.634389105912655182e+00,-8.320557222675493136e+00,-8.005325409444736806e+00,-7.688686759663275083e+00,-7.370633602033167087e+00,-7.051157951562170290e+00,-6.730252879123462151e+00,-6.407911182247104875e+00,-6.084124303154244906e+00,-5.758885131081921571e+00,-5.432186513218503876e+00,-5.104019562129754384e+00,-4.774377508751365795e+00,-4.443252179282792369e+00,-4.110635373564647921e+00,-3.776520059646031768e+00,-3.440897131512955287e+00
3.027819548872180966e-01,2.993368712336260673e-01,-9.878810461004837506e+00,-9.570416774189725473e+00,-9.260651476434993867e+00,-8.949507721283650241e+00,-8.636978438370103817e+00,-8.323055702306650261e+00,-8.007732248185927659e+00,-7.691001193807416314e+00,-7.372855190254012037e+00,-7.053286013123558185e+00,-6.732286581362121325e+00,-6.409849902844175773e+00,-6.085967514993952499e+00,-5.760631943606409955e+00,-5.433836303744217666e+00,-5.105571751296863248e+00,-4.775831136004697441e+00,-4.444606863434566790e+00,-4.111890162963227624e+00,-3.777674386947436957e+00,-3.441950153248115374e+00
3.052631578947368474e-01,3.017063047346893456e-01,-9.881719051174481905e+00,-9.573238225308852378e+00,-9.263385062887957488e+00,-8.952152725594510585e+00,-8.639534242777537898e+00,-8.325521846701413153e+00,-8.010107979045546500e+00,-7.693285734020836486e+00,-7.375048017128511546e+00,-7.055386563498234231e+00,-6.734294024980601812e+00,-6.411763534329743663e+00,-6.087786899926652673e+00,-5.762356214871141802e+00,-5.435464746354646159e+00,-5.107103900437748756e+00,-4.777266018050534413e+00,-4.445944035928272697e+00,-4.113128792819968460e+00,-3.778813787683985126e+00,-3.442989628561101245e+00
3.077443609022556537e-01,3.040731226364320472e-01,-9.884590226041757077e+00,-9.576023388083513055e+00,-9.266083531968192233e+00,-8.954763773283870520e+00,-8.642057189914634563e+00,-8.327956280373248532e+00,-8.012453205998824046e+00,-7.695540989858902670e+00,-7.377212649766575758e+00,-7.057460130108633933e+00,-6.736275715614008952e+00,-6.413652581912658412e+00,-6.089582912893092725e+00,-5.764058379084787909e+00,-5.437072268054927271e+00,-5.108616390192524115e+00,-4.778682556880056609e+00,-4.447264029751097247e+00,-4.114351563376119181e+00,-3.779938548090069794e+00,-3.444015805611657211e+00
3.102255639097744599e-01,3.064372888866448985e-01,-9.887424722062496230e+00,-9.578772953793427192e+00,-9.268747549273506081e+00,-8.957341506198554626e+00,-8.644547934436694447e+00,-8.330359606042106790e+00,-8.014768504460578313e+00,-7.697767484475988908e+00,-7.379349639903971081e+00,-7.059507218142098139e+00,-6.738232146659209221e+00,-6.415517539406002889e+00,-6.091355989929020609e+00,-5.765738857830061015e+00,-5.438659285709950275e+00,-5.110109581710424287e+00,-4.780081065645452654e+00,-4.448567164602016177e+00,-4.115558775176956452e+00,-3.781048944281483859e+00,-3.445028934891872119e+00
3.127067669172932662e-01,3.087987673535991795e-01,-9.890223256702649124e+00,-9.581487589888796563e+00,-9.271377750791440775e+00,-8.959886551863295523e+00,-8.647007115513664743e+00,-8.332732405487499605e+00,-8.017054422396533653e+00,-7.699965757395366595e+00,-7.381459524508612091e+00,-7.061528311417458070e+00,-6.740163781801173037e+00,-6.417358889679884548e+00,-6.093106548902043507e+00,-5.767398044964165749e+00,-5.440226206446356905e+00,-5.111583817406478047e+00,-4.781461868347264499e+00,-4.449853747410001503e+00,-4.116750703852904536e+00,-3.782145242651325123e+00,-3.446029243270933407e+00
3.151879699248120725e-01,3.111575218260468345e-01,-9.892986528911576372e+00,-9.584167940915518713e+00,-9.273974744042508433e+00,-8.962399502840272092e+00,-8.649435325505908878e+00,-8.335075240361229376e+00,-8.019311481381619089e+00,-7.702136318383762337e+00,-7.383542826358777234e+00,-7.063523873210603377e+00,-6.742071056154957276e+00,-6.419177066105401508e+00,-6.094834990213603199e+00,-5.769036307683082399e+00,-5.441773421453111048e+00,-5.113039421682516128e+00,-4.782825273154489132e+00,-4.451124072827796319e+00,-4.117927601073301247e+00,-3.783227700247049796e+00,-3.447016934898266438e+00
3.176691729323308788e-01,3.135135160562467771e-01,-9.895715168429184416e+00,-9.586814641805116111e+00,-9.276539121620148265e+00,-8.964880930556363481e+00,-8.651833084919458017e+00,-8.337388665541661581e+00,-8.021540190231284839e+00,-7.704279657144463833e+00,-7.385600046109962236e+00,-7.065494359794998402e+00,-6.743954390151724709e+00,-6.420972441789247753e+00,-6.096541710354975940e+00,-5.770654000467046352e+00,-5.443301241860337036e+00,-5.114476714635619814e+00,-4.784171573144097245e+00,-4.452378436815211060e+00,-4.119089708613265621e+00,-3.784296578334451766e+00,-3.447992205314192038e+00
3.201503759398496296e-01,3.158667139947645697e-01,-9.898409841042044022e+00,-9.589428385458100834e+00,-9.279071529200695778e+00,-8.967331453776060002e+00,-8.654201008100898207e+00,-8.339673297537849805e+00,-8.023741113861039054e+00,-7.706396312685236616e+00,-7.387631671591773141e+00,-7.067440289796548036e+00,-6.745814259417374004e+00,-6.422745487737397951e+00,-6.098227171865548968e+00,-5.772251535607479944e+00,-5.444810062203528922e+00,-5.115896082758500718e+00,-4.785501117648580660e+00,-4.453617207622825092e+00,-4.120237329999828724e+00,-3.785352207821698567e+00,-3.448955313545763346e+00
3.226315789473684359e-01,3.182170794567036332e-01,-9.901071189545067597e+00,-9.592009825786195876e+00,-9.281572568438170023e+00,-8.969751641380879548e+00,-8.656539654993455457e+00,-8.341929715968902315e+00,-8.025914774751392144e+00,-7.708486774700972433e+00,-7.389638186016574295e+00,-7.069362144423959826e+00,-6.747651094928420967e+00,-6.424496622426407733e+00,-6.099891802409290520e+00,-5.773829282243626793e+00,-5.446300241985670532e+00,-5.117297876970520853e+00,-4.786814210314272344e+00,-4.454840716290211056e+00,-4.121370727667904355e+00,-3.786394806919143541e+00,-3.449906478493609985e+00
3.251127819548872422e-01,3.205645762334247140e-01,-9.903699830277741256e+00,-9.594559578343099915e+00,-9.284042830217755338e+00,-8.972142045944979216e+00,-8.658849562607237260e+00,-8.344158434651429701e+00,-8.028061686577817824e+00,-7.710551517565034985e+00,-7.391620055550516710e+00,-7.071260401247619676e+00,-6.749465317164955458e+00,-6.426226245242825819e+00,-6.101536027563447817e+00,-5.775387600797750487e+00,-5.447772122178378140e+00,-5.118682447004248459e+00,-4.788111143971072181e+00,-4.456049212471886456e+00,-4.122490157892066520e+00,-3.787424608459942554e+00,-3.450845914060610031e+00
3.275939849624060485e-01,3.229091681276583525e-01,-9.906296363901859081e+00,-9.597078193037408056e+00,-9.286482904929986404e+00,-8.974503214242380622e+00,-8.661131255801564066e+00,-8.346359944331556591e+00,-8.030182364547643559e+00,-7.712591010935499369e+00,-7.393577733925871698e+00,-7.073135534277164460e+00,-6.751257346644492507e+00,-6.427934747364287382e+00,-6.103160208696490230e+00,-5.776926853548403074e+00,-5.449226036187557298e+00,-5.120050151777418179e+00,-4.789392211387164089e+00,-4.457242970589901709e+00,-4.123595881443224975e+00,-3.788441856017223497e+00,-3.451773839838137459e+00
3.300751879699248548e-01,3.252508189535045502e-01,-9.908861375983992303e+00,-9.599566253603917687e+00,-9.288893382506484997e+00,-8.976835687471483638e+00,-8.663385247737853234e+00,-8.348534756921175415e+00,-8.032277325360546172e+00,-7.714605719938129269e+00,-7.395511662902277905e+00,-7.074987937772144519e+00,-6.753027603932578060e+00,-6.429622512066319295e+00,-6.104764703247669289e+00,-5.778447404573784141e+00,-5.450662310135443001e+00,-5.121401320719107808e+00,-4.790657705278994705e+00,-4.458422271979222806e+00,-4.124688163433866350e+00,-3.789446784258398093e+00,-3.452690480907108395e+00
3.325563909774436611e-01,3.275894925364332688e-01,-9.911395437552474874e+00,-9.602024325504169511e+00,-9.291274847271356663e+00,-8.979140001470666377e+00,-8.665612040312854703e+00,-8.350683365967141114e+00,-8.034347084794022820e+00,-7.716596105342298451e+00,-7.397422272708012336e+00,-7.076818031685926158e+00,-6.754776509654149663e+00,-6.431289915016165537e+00,-6.106349884091798685e+00,-5.779949619698810714e+00,-5.452081263130527766e+00,-5.122736226346588317e+00,-4.791907918321902216e+00,-4.459587386211502746e+00,-4.125767273171360827e+00,-3.790439619270904892e+00,-3.453596067648986523e+00
3.350375939849624674e-01,3.299251527132838202e-01,-9.913899105629637276e+00,-9.604452954125731523e+00,-9.293627800137311823e+00,-8.981416686924717396e+00,-8.667812124572753518e+00,-8.352806247317783317e+00,-8.036392081863859005e+00,-7.718562623729433803e+00,-7.399309982461431012e+00,-7.078626231474680175e+00,-6.756504484505073016e+00,-6.432937324553281044e+00,-6.107916107765140268e+00,-5.781433866445317094e+00,-5.453483207525587240e+00,-5.124055178980788661e+00,-4.793143143160420117e+00,-4.460738571520534990e+00,-4.126833484018156639e+00,-3.791420578873379910e+00,-3.454490835565827034e+00
3.375187969924812181e-01,3.322577633322652546e-01,-9.916372923741274548e+00,-9.606852665505273947e+00,-9.295952751169354045e+00,-8.983666269563499895e+00,-8.669985981109753936e+00,-8.354903859760092644e+00,-8.038412754031524443e+00,-7.720505727655058159e+00,-7.401175200574453328e+00,-7.080412933985239299e+00,-6.758211949264331331e+00,-6.434565101958514610e+00,-6.109463715051489885e+00,-5.782900513964634115e+00,-5.454868449164695043e+00,-5.125358473254579827e+00,-4.794363672419295952e+00,-4.461876075209178616e+00,-4.127887073259641326e+00,-3.792389872913116911e+00,-3.455375025109287179e+00
3.400000000000000244e-01,3.345872882529564718e-01,-9.918817422403986228e+00,-9.609223967019689283e+00,-9.298250207098702091e+00,-8.985889270352503289e+00,-8.672134080441452397e+00,-8.356976645628861888e+00,-8.040409543590625319e+00,-7.722425865804564360e+00,-7.403018325138270406e+00,-7.082178518116902133e+00,-6.759899272738811860e+00,-6.436173601711350223e+00,-6.110993031542273357e+00,-5.784349871791415687e+00,-5.456237287619724263e+00,-5.126646387181550857e+00,-4.795569798714319099e+00,-4.463000134038225042e+00,-4.128928277846109829e+00,-3.793347703550382199e+00,-3.456248836856397055e+00
3.424812030075188307e-01,3.369136913463058325e-01,-9.921233119591560623e+00,-9.611567348046959225e+00,-9.300520650308644832e+00,-8.988086172594496048e+00,-8.674256883374203753e+00,-8.359025031389306193e+00,-8.042382869821578240e+00,-7.724323481631508059e+00,-7.404839744292741166e+00,-7.083923345453950304e+00,-6.761566777361958103e+00,-6.437763171736505363e+00,-6.112504368172107405e+00,-5.785782217401258087e+00,-5.457590016416663303e+00,-5.127919182739839599e+00,-4.796761814663479839e+00,-4.464110974598034076e+00,-4.129957279088942279e+00,-3.794294265530408161e+00,-3.457112416935183674e+00
3.449624060150376370e-01,3.392369364946313248e-01,-9.923620521181762300e+00,-9.613883280598628289e+00,-9.302764539685325573e+00,-8.990257385319951666e+00,-8.676354841351093583e+00,-8.361049428194270661e+00,-8.044333129794651427e+00,-7.726198939090769713e+00,-7.406639836579839375e+00,-7.085647760870690703e+00,-6.763214810917149045e+00,-6.439334153640178471e+00,-6.113998021730771448e+00,-5.787197848999394267e+00,-5.458926923252522379e+00,-5.129177106430102384e+00,-4.797939956562297326e+00,-4.465208813664153453e+00,-4.130974291608400684e+00,-3.795229746443452346e+00,-3.457965945533752805e+00
3.474436090225564433e-01,3.415569875916206755e-01,-9.925980121384117894e+00,-9.616172219924870035e+00,-9.304982311431372111e+00,-8.992403346755931892e+00,-8.678428396785550447e+00,-8.363050232417707619e+00,-8.046260699137862460e+00,-7.728052591109613623e+00,-7.408418971282357823e+00,-7.087352093110118822e+00,-6.764843696803892747e+00,-6.440886882936601054e+00,-6.115474275353235178e+00,-5.788597041509917496e+00,-5.460248290203226773e+00,-5.130420389809296822e+00,-4.799104418891659840e+00,-4.466293858537380146e+00,-4.131979509159696029e+00,-3.796154326973812054e+00,-3.458809582706501740e+00
3.499248120300752496e-01,3.438738085423312385e-01,-9.928312403149874399e+00,-9.618434605093851175e+00,-9.307174379844456169e+00,-8.994524469433033076e+00,-8.680477983340844972e+00,-8.365027826165103875e+00,-8.048165932771723874e+00,-7.729884795065462555e+00,-7.410177508748212460e+00,-7.089036655337742410e+00,-6.766453734731917358e+00,-6.442421687943163278e+00,-6.116933398988369852e+00,-5.789980047370004712e+00,-5.461554393922837924e+00,-5.131649250001133034e+00,-4.800255420073367141e+00,-4.467366307369301737e+00,-4.132973104518072205e+00,-3.797068181138068876e+00,-3.459643468276575540e+00
3.524060150375940004e-01,3.461873632631899400e-01,-9.930617835066193777e+00,-9.620670859546299525e+00,-9.309341138062292131e+00,-8.996621138433383180e+00,-8.682503964170862787e+00,-8.366982577762367868e+00,-8.050049165612152891e+00,-7.731695880973379786e+00,-7.411915800701357249e+00,-7.090701745671473155e+00,-6.768045201522797427e+00,-6.443938815299254053e+00,-6.118375649847489939e+00,-5.791347097289530232e+00,-5.462845480854296554e+00,-5.132863890184446554e+00,-4.801393153764657029e+00,-4.468426349473813453e+00,-4.133955230185573093e+00,-3.797971476513201328e+00,-3.460467722516403999e+00
3.548872180451128067e-01,3.484976158388033429e-01,-9.932896834393481811e+00,-9.622881432292924586e+00,-9.311482999582072040e+00,-8.998693753259900063e+00,-8.684506705515948610e+00,-8.368914883454262821e+00,-8.051910754616367072e+00,-7.733486193920099616e+00,-7.413634191199370171e+00,-7.092347689493660567e+00,-6.769618393826750236e+00,-6.445438539726886518e+00,-6.119801315076297321e+00,-5.792698443367437555e+00,-5.464121754074784398e+00,-5.134064542746541449e+00,-4.802517832488995886e+00,-4.469474208610274779e+00,-4.134926062202342045e+00,-3.798864417741766975e+00,-3.461282490237072462e+00
3.573684210526316130e-01,3.508045305859226470e-01,-9.935149870141911421e+00,-9.625066813560211543e+00,-9.313600414132581662e+00,-9.000742743961074765e+00,-8.686486642494152477e+00,-8.370825183200643949e+00,-8.053751094827974910e+00,-7.735256110397145335e+00,-7.415333012022323977e+00,-7.093974855499266319e+00,-6.771173644473162057e+00,-6.446921197916780422e+00,-6.121210727891798875e+00,-5.794034375567929551e+00,-5.465383505652416929e+00,-5.135251485621912693e+00,-4.803629704375685705e+00,-4.470510159272196304e+00,-4.135885816852735708e+00,-3.799747246464918682e+00,-3.462087957583621201e+00
3.598496240601504192e-01,3.531080717251007250e-01,-9.937377374188914203e+00,-9.627227449420756145e+00,-9.315693782175019422e+00,-9.002768485526082998e+00,-8.688444148453962512e+00,-8.372713873874822355e+00,-8.055570532644464876e+00,-7.737005951489861921e+00,-7.417012590081363932e+00,-7.095583567900299649e+00,-6.772711234606036967e+00,-6.448387066196002770e+00,-6.122604178791864804e+00,-5.795355132891252481e+00,-5.466630972716941095e+00,-5.136424952600127547e+00,-4.804728963482753024e+00,-4.471534423665153746e+00,-4.136834660214755210e+00,-3.800620078253526657e+00,-3.462884260921640145e+00
3.623308270676692255e-01,3.554082035817554552e-01,-9.939579767581065539e+00,-9.629363763809227095e+00,-9.317763507819440960e+00,-9.004771351164423621e+00,-8.690379588650289477e+00,-8.374581296477686010e+00,-8.057369419424162515e+00,-7.738736036882531089e+00,-7.418673244601976080e+00,-7.097174160441118929e+00,-6.774231448112212561e+00,-6.449836415421740909e+00,-6.123981968807688858e+00,-5.796660958329822755e+00,-5.467864387032236095e+00,-5.137585188434534267e+00,-4.805815805412657404e+00,-4.472547150275770989e+00,-4.137772764027080719e+00,-3.801483078764634538e+00,-3.463671543070513614e+00
