a,D_gr,D_lss,D_gw,q0_lss,q0_gw
4.739849624060150646e-01,4.548343998962953161e-01,4.237765972609937593e-01,4.548181344867044396e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
4.764661654135338709e-01,4.569418020770757982e-01,4.257357543725124871e-01,4.569254584747294845e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
4.789473684210526772e-01,4.590443161812775008e-01,4.276903578970231989e-01,4.590278948700535766e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
4.814285714285714834e-01,4.611419169569917487e-01,4.296403845022002677e-01,4.611254184116599930e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
4.839097744360902897e-01,4.632345795984943448e-01,4.315858111571111988e-01,4.632180041501227641e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
4.863909774436090405e-01,4.653222794616795333e-01,4.335266151322168526e-01,4.653056274476067844e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
4.888721804511278468e-01,4.674049922458717310e-01,4.354627739993716107e-01,4.673882639778680348e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
4.913533834586466531e-01,4.694826939945880295e-01,4.373942656318228206e-01,4.694658897262531938e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
4.938345864661654594e-01,4.715553610955384722e-01,4.393210682042114623e-01,4.715384809896999152e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
4.963157894736842657e-01,4.736229702806260544e-01,4.412431601925716484e-01,4.736060143767366615e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
4.987969924812030720e-01,4.756854986259467788e-01,4.431605203743307908e-01,4.756684668992723908e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.012781954887218783e-01,4.777429235517893780e-01,4.450731278283097669e-01,4.777258161128160596e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.037593984962406291e-01,4.797952228226356475e-01,4.469809619347226426e-01,4.797780397585899581e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.062406015037593798e-01,4.818423745471603903e-01,4.488840023751768382e-01,4.818251159231933256e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.087218045112782416e-01,4.838843571782311948e-01,4.507822291326731845e-01,4.838670230502509217e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.112030075187969924e-01,4.859211495129085456e-01,4.526756226091601665e-01,4.859037399404128044e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.136842105263158542e-01,4.879527306924460461e-01,4.545641636547962938e-01,4.879352457513548291e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.161654135338346050e-01,4.899790802022898628e-01,4.564478333264151977e-01,4.899615199977781499e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.186466165413534668e-01,4.920001778720796137e-01,4.583266130151792961e-01,4.919825425514097739e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.211278195488722176e-01,4.940160038756473138e-01,4.602004844481871748e-01,4.939982936410018399e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.236090225563910794e-01,4.960265387310182628e-01,4.620694296884740315e-01,4.960087538523323958e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.260902255639098302e-01,4.980317633004104905e-01,4.639334311350110096e-01,4.980139041282046763e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.285714285714285809e-01,5.000316587924306111e-01,4.657924715227059753e-01,5.000137257684476033e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.310526315789474427e-01,5.020262069113144987e-01,4.676465339224029627e-01,5.020082004299158962e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.335338345864661935e-01,5.040153897467066768e-01,4.694956017408821736e-01,5.039973101264890731e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.360150375939850553e-01,5.059991896964390889e-01,4.713396587208604771e-01,5.059810372290731717e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.384962406015038061e-01,5.079775895247423678e-01,4.731786889409906327e-01,5.079593644655987505e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.409774436090225569e-01,5.099505723622465014e-01,4.750126768158621227e-01,5.099322749210226657e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.434586466165414187e-01,5.119181217059801670e-01,4.768416070960006525e-01,5.118997520373269605e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.459398496240601695e-01,5.138802214193706197e-01,4.786654648678680957e-01,5.138617796135190874e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.484210526315790313e-01,5.158368557322445813e-01,4.804842355538629373e-01,5.158183418137619602e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.509022556390977821e-01,5.177880092408273516e-01,4.822979049123196083e-01,5.177694232722334089e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.533834586466166439e-01,5.197336669077432525e-01,4.841064590375093180e-01,5.197150089937807582e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.558646616541353946e-01,5.216738140620154063e-01,4.859098843596392214e-01,5.216550843327212306e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.583458646616541454e-01,5.236084363990659574e-01,4.877081676448529746e-01,5.235896350078622641e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.608270676691730072e-01,5.255375199807160724e-01,4.895012959953345955e-01,5.255186471025010686e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.633082706766917580e-01,5.274610512351854963e-01,4.912892568873435950e-01,5.274421070644245146e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.657894736842106198e-01,5.293790169570932180e-01,4.930720381924886819e-01,5.293600017059091334e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.682706766917293706e-01,5.312914043074568049e-01,4.948496281159786014e-01,5.312723182037212277e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.707518796992481214e-01,5.331982008136929574e-01,4.966220151968703811e-01,5.331790440991170943e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.732330827067669832e-01,5.350993943696173982e-01,4.983891883080689977e-01,5.350801672978426904e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.757142857142857340e-01,5.369949732354445393e-01,5.001511366563273775e-01,5.369756760701335230e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.781954887218045958e-01,5.388849260377877037e-01,5.019078497822467844e-01,5.388655590507149817e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.806766917293233465e-01,5.407692417696592369e-01,5.036593175602758210e-01,5.407498052388022280e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.831578947368422083e-01,5.426479097679091090e-01,5.054055301987120385e-01,5.426284039981003060e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.856390977443609591e-01,5.445209197716015526e-01,5.071464782397002713e-01,5.445013450568036983e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.881203007518797099e-01,5.463882619392881335e-01,5.088821525592336359e-01,5.463686185075969926e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.906015037593985717e-01,5.482499267792150244e-01,5.106125443671534203e-01,5.482302148076543258e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.930827067669173225e-01,5.501059051488255136e-01,5.123376452071486398e-01,5.500861247786396069e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.955639097744361843e-01,5.519561882547606713e-01,5.140574469567567029e-01,5.519363396067066274e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
5.980451127819549351e-01,5.538007676528584611e-01,5.157719418273627454e-01,5.537808508424986176e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.005263157894736858e-01,5.556396352481541845e-01,5.174811223641998525e-01,5.556196504011490234e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.030075187969925476e-01,5.574727832948807027e-01,5.191849814463496138e-01,5.574527305284597833e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.054887218045112984e-01,5.593002043964678816e-01,5.208835122867411238e-01,5.592800837530788050e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.079699248120301602e-01,5.611218915055430356e-01,5.225767084321518707e-01,5.611017031064072791e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.104511278195489110e-01,5.629378379239305952e-01,5.242645637632069588e-01,5.629175819704024253e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.129323308270677728e-01,5.647480373026525502e-01,5.259470724943799969e-01,5.647277140604175516e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.154135338345865236e-01,5.665524836419277843e-01,5.276242291739923207e-01,5.665320934252014995e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.178947368421052744e-01,5.683511712911728520e-01,5.292960285906398443e-01,5.683307144468994210e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.203759398496241362e-01,5.701440949490016452e-01,5.309624658211163917e-01,5.701235718410521125e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.228571428571428870e-01,5.719312496632248388e-01,5.326235364202370759e-01,5.719106606565960149e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.253383458646617488e-01,5.737126308308510003e-01,5.342792362422984498e-01,5.736919762758638797e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.278195488721804995e-01,5.754882341980854799e-01,5.359295614383372541e-01,5.754675144145837695e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.303007518796992503e-01,5.772580558603311873e-01,5.375745084561309728e-01,5.772372711218802799e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.327819548872181121e-01,5.790220922621883703e-01,5.392140740401974996e-01,5.790012427802734285e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.352631578947368629e-01,5.807803401974543922e-01,5.408482552317950276e-01,5.807594261056789886e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.377443609022557247e-01,5.825327967991362765e-01,5.424770493689226036e-01,5.825118181474091550e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.402255639097744755e-01,5.842794592884935634e-01,5.441004540863194627e-01,5.842584162881713228e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.427067669172933373e-01,5.860203253833000669e-01,5.457184673154654719e-01,5.859992182440693087e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.451879699248120881e-01,5.877553932295291883e-01,5.473310872845807973e-01,5.877342220646024629e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.476691729323308389e-01,5.894846612703950051e-01,5.489383125186264589e-01,5.894634261326661129e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.501503759398497007e-01,5.912081282463516052e-01,5.505401418393036650e-01,5.911868291645514528e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.526315789473684514e-01,5.929257931950929761e-01,5.521365743650541447e-01,5.929044302099455432e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.551127819548873132e-01,5.946376554515536705e-01,5.537276095110603702e-01,5.946162286519313112e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.575939849624060640e-01,5.963437146479078077e-01,5.553132469892447798e-01,5.963222242069874390e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.600751879699249258e-01,5.980439707135699612e-01,5.568934868082709988e-01,5.980224168965542209e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.625563909774436766e-01,5.997384238751948260e-01,5.584683292735425075e-01,5.997168067097924382e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.650375939849624274e-01,6.014270746566772186e-01,5.600377749872036404e-01,6.014053942117087992e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.675187969924812892e-01,6.031099238791519657e-01,5.616018248481391417e-01,6.030881803672836217e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.700000000000000400e-01,6.047869726609939045e-01,5.631604800519740550e-01,6.047651664121632686e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.724812030075189018e-01,6.064582224178185488e-01,5.647137420910743888e-01,6.064363538526614805e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.749624060150376526e-01,6.081236748624806454e-01,5.662616127544900513e-01,6.081017444657580429e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.774436090225564033e-01,6.097833320050759509e-01,5.678040938129080839e-01,6.097613402991000076e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.799248120300752651e-01,6.114371961529398991e-01,5.693411873303136916e-01,6.114151436710010268e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.824060150375940159e-01,6.130852699106478232e-01,5.708728959076896370e-01,6.130631571704413529e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.848872180451128777e-01,6.147275561800158439e-01,5.723992223780485222e-01,6.147053836570682828e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.873684210526316285e-01,6.163640581600995372e-01,5.739201698064312351e-01,6.163418262611952692e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.898496240601504903e-01,6.179947793471950446e-01,5.754357414899080592e-01,6.179724883838031424e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.923308270676692411e-01,6.196197235348382959e-01,5.769459409575781184e-01,6.195973736965390000e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.948120300751879919e-01,6.212388948138055644e-01,5.784507719705697104e-01,6.212164861417169837e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.972932330827068537e-01,6.228522975721133559e-01,5.799502385220398626e-01,6.228298299323177245e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
6.997744360902256044e-01,6.244599363418045224e-01,5.814443448371746648e-01,6.244374095519886758e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.022556390977444662e-01,6.260618154790427159e-01,5.829330953731894915e-01,6.260392297550441132e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.047368421052632170e-01,6.276579401275846903e-01,5.844164948193283360e-01,6.276352955664648015e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.072180451127819678e-01,6.292483157142674255e-01,5.858945480968642538e-01,6.292256122818985498e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.096992481203008296e-01,6.308329478844597604e-01,5.873672603590995855e-01,6.308101854676597675e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.121804511278195804e-01,6.324118425020622825e-01,5.888346369913654010e-01,6.323890209607293533e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.146616541353384422e-01,6.339850056495081043e-01,5.902966836110218329e-01,6.339621248687554722e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.171428571428571930e-01,6.355524436277616429e-01,5.917534060674578544e-01,6.355295035700523343e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.196240601503760548e-01,6.371141629563199515e-01,5.932048104420918344e-01,6.370911637136015271e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.221052631578948056e-01,6.386701703732112767e-01,5.946509030483706493e-01,6.386471122190510163e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.245864661654135563e-01,6.402204728349965013e-01,5.960916904317705711e-01,6.401973561512153132e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.270676691729324181e-01,6.417650775167683674e-01,5.975271793697967126e-01,6.417419022896796443e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.295488721804511689e-01,6.433039918121511436e-01,5.989573768719829161e-01,6.432807581318458201e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.320300751879700307e-01,6.448372233333015124e-01,6.003822901798927525e-01,6.448139314539462763e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.345112781954887815e-01,6.463647799109080161e-01,6.018019267671178563e-01,6.463414302236673015e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.369924812030075323e-01,6.478866695941909448e-01,6.032162943392794796e-01,6.478632626001494810e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.394736842105263941e-01,6.494029006509030033e-01,6.046254008340278263e-01,6.493794369339874750e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.419548872180451449e-01,6.509134815673284225e-01,6.060292544208761845e-01,6.508899617672297966e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.444360902255640067e-01,6.524184210482835145e-01,6.074278630435008264e-01,6.523948458333793665e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.469172932330827575e-01,6.539177280171167839e-01,6.088212347979404804e-01,6.538940980573928474e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.493984962406016193e-01,6.554114116157084835e-01,6.102093783259200377e-01,6.553877275556814208e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.518796992481203700e-01,6.568994812044707254e-01,6.115923024274948494e-01,6.568757436361098989e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.543609022556391208e-01,6.583819463623478141e-01,6.129700160610517257e-01,6.583581557979973908e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.568421052631579826e-01,6.598588168868161352e-01,6.143425283433083806e-01,6.598349737321171915e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.593233082706767334e-01,6.613301027938836008e-01,6.157098485493129880e-01,6.613062073206965596e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.618045112781955952e-01,6.627958143180905370e-01,6.170719861124451810e-01,6.627718666374167178e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.642857142857143460e-01,6.642559619125089077e-01,6.184289506244151635e-01,6.642319619474132963e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.667669172932330968e-01,6.657105562487428685e-01,6.197807518352643763e-01,6.656865037072756675e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.692481203007519586e-01,6.671596082169284347e-01,6.211273996533648312e-01,6.671355025650477222e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.717293233082707093e-01,6.686031288325813282e-01,6.224689041454196659e-01,6.685789693602267603e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.742105263157895712e-01,6.700411285319928245e-01,6.238052755364631441e-01,6.700169151237648224e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.766917293233083219e-01,6.714736184113472284e-01,6.251365242098599895e-01,6.714493510780676910e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.791729323308271837e-01,6.729006098834672267e-01,6.264626607073062736e-01,6.728762886369954455e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.816541353383459345e-01,6.743221145002427086e-01,6.277836957288287500e-01,6.742977394058620177e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.841353383458646853e-01,6.757381439526318756e-01,6.290996401327852983e-01,6.757137151814354148e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.866165413533835471e-01,6.771487100706602424e-01,6.304105049358645907e-01,6.771242279519381624e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.890977443609022979e-01,6.785538248234209702e-01,6.317163013130862037e-01,6.785292898970463060e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.915789473684211597e-01,6.799535003190755322e-01,6.330170405978007286e-01,6.799289130228833855e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.940601503759399105e-01,6.813477488048526043e-01,6.343127342816895498e-01,6.813231092490436014e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.965413533834586612e-01,6.827365826670487303e-01,6.356033940147651773e-01,6.827118910639299321e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
7.990225563909775230e-01,6.841200144310284337e-01,6.368890316053710254e-01,6.840952710786314395e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.015037593984962738e-01,6.854980567612235509e-01,6.381696590201813013e-01,6.854732620235173268e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.039849624060151356e-01,6.868707224611341200e-01,6.394452883842012270e-01,6.868458767482379379e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.064661654135338864e-01,6.882380244733274921e-01,6.407159317382806751e-01,6.882131282217238688e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.089473684210527482e-01,6.895999758794392198e-01,6.419816009770379361e-01,6.895750295321864121e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.114285714285714990e-01,6.909565899001720579e-01,6.432423084927104684e-01,6.909315938871175566e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.139097744360902498e-01,6.923078798952970736e-01,6.444980667818164255e-01,6.922828346132900990e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.163909774436091116e-01,6.936538593636526473e-01,6.457488884346622715e-01,6.936287651567569768e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.188721804511278624e-01,6.949945419431449167e-01,6.469947861353423368e-01,6.949693990828522683e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.213533834586467242e-01,6.963299414107482210e-01,6.482357726617391513e-01,6.963047500761903041e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.238345864661654749e-01,6.976600716825039905e-01,6.494718608855232223e-01,6.976348319406661114e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.263157894736843367e-01,6.989849468135218569e-01,6.507030637721531452e-01,6.989596585994556355e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.287969924812030875e-01,7.003045809979789871e-01,6.519293943808754932e-01,7.002792440950149633e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.312781954887218383e-01,7.016189884567847201e-01,6.531508658647250387e-01,7.015936025890811001e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.337593984962407001e-01,7.029281831525863167e-01,6.543674914705246426e-01,7.029027483626718587e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.362406015037594509e-01,7.042321794750774355e-01,6.555792845388848100e-01,7.042066958160851931e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.387218045112783127e-01,7.055309919354876280e-01,6.567862585042048007e-01,7.055054594688999758e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.412030075187970635e-01,7.068246351231242119e-01,6.579884268946711856e-01,7.067990539599756650e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.436842105263158142e-01,7.081131237053734928e-01,6.591858033322591792e-01,7.080874940474524148e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.461654135338346761e-01,7.093964724277000977e-01,6.603784015327318624e-01,7.093707946087509653e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.486466165413534268e-01,7.106746961136470864e-01,6.615662353056402933e-01,7.106489704918697026e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.511278195488722886e-01,7.119478096648362841e-01,6.627493185543236187e-01,7.119220363711485922e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.536090225563910394e-01,7.132158280609675050e-01,6.639276652759089625e-01,7.131900072907233490e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.560902255639099012e-01,7.144787663598196614e-01,6.651012895613118703e-01,7.144528983745105366e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.585714285714286520e-01,7.157366396972496547e-01,6.662702055952355318e-01,7.157107248098754093e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.610526315789474028e-01,7.169894632871932627e-01,6.674344276561713363e-01,7.169635018476324673e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.635338345864662646e-01,7.182372524216643628e-01,6.685939701163988724e-01,7.182112448020452344e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.660150375939850154e-01,7.194800224707557090e-01,6.697488474419854843e-01,7.194539690508258145e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.684962406015038772e-01,7.207177888826383771e-01,6.708990740633514749e-01,7.206916900351360011e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.709774436090226279e-01,7.219505671835618754e-01,6.720446641418899025e-01,7.219244232595858346e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.734586466165413787e-01,7.231783729778542558e-01,6.731856322072073961e-01,7.231521842922350451e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.759398496240602405e-01,7.244012219479221137e-01,6.743219928620809434e-01,7.243749887645919427e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.784210526315789913e-01,7.256191298542504775e-01,6.754537607530018972e-01,7.255928523716139722e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.809022556390978531e-01,7.268321125354030299e-01,6.765809505701758653e-01,7.268057908717077131e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.833834586466166039e-01,7.280401859080215532e-01,6.777035770475223764e-01,7.280138200867284359e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.858646616541354657e-01,7.292433659668268175e-01,6.788216549626755469e-01,7.292169559019806568e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.883458646616542165e-01,7.304416687846175815e-01,6.799351991369833037e-01,7.304152142662178049e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.908270676691729673e-01,7.316351103512340748e-01,6.810442244355082719e-01,7.316086111916424439e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.933082706766918291e-01,7.328237064889739916e-01,6.821487457670269983e-01,7.327971627539060506e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.957894736842105798e-01,7.340074733179140498e-01,6.832487780840300617e-01,7.339808850921091254e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
8.982706766917294416e-01,7.351864269981612798e-01,6.843443363827227399e-01,7.351597944088009706e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.007518796992481924e-01,7.363605837212079397e-01,6.854354357030241207e-01,7.363339069699802453e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.032330827067669432e-01,7.375299597099315152e-01,6.865220911285675465e-01,7.375032391050944103e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.057142857142858050e-01,7.386945712185952750e-01,6.876043177867009470e-01,7.386678071363668163e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.081954887218045558e-01,7.398544345328477156e-01,6.886821308484858406e-01,7.398276271532228110e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.106766917293234176e-01,7.410095659697225612e-01,6.897555455286984438e-01,7.409827154891469592e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.131578947368421684e-01,7.421599818776390967e-01,6.908245770858291168e-01,7.421330885328573101e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.156390977443610302e-01,7.433056986364021679e-01,6.918892408220822521e-01,7.432787626942670700e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.181203007518797810e-01,7.444467326572016264e-01,6.929495520833764965e-01,7.444197544044846016e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.206015037593985317e-01,7.455831003826131065e-01,6.940055262593449736e-01,7.455560801158129802e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.230827067669173935e-01,7.467148182865975814e-01,6.950571787833346171e-01,7.466877563017506603e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.255639097744361443e-01,7.478419028745010300e-01,6.961045249806583346e-01,7.478147994569908086e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.280451127819550061e-01,7.489643706830555470e-01,6.971475801016138174e-01,7.489372260974219708e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.305263157894737569e-01,7.500822382803777888e-01,6.981863595687406443e-01,7.500550527601272943e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.330075187969925077e-01,7.511955222659706388e-01,6.992208788142749709e-01,7.511682960033854162e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.354887218045113695e-01,7.523042392707217640e-01,7.002511532793708193e-01,7.522769724066696861e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
9.379699248120301203e-01,7.534084059569045033e-01,7.012771984140999670e-01,7.533810985706486107e-01,-1.999996000800240061e-03,-1.000999197651551907e-06
