k, T, P_m
6.918309709189363055e-01,8.570042862960822530e-03,7.587446041962909931e+02
7.079457843841380216e-01,8.260559247403239172e-03,7.207713714267756586e+02
7.244359600749898931e-01,7.961780586314104805e-03,6.846175649375386456e+02
7.413102413009177161e-01,7.673360087430006540e-03,6.502012275873712497e+02
7.585775750291835484e-01,7.394960941530959869e-03,6.174437466176802900e+02
7.762471166286919466e-01,7.126256106546003007e-03,5.862697412964613477e+02
7.943282347242813790e-01,6.866928091936422458e-03,5.566069525680281913e+02
8.128305161640995147e-01,6.616668743684089166e-03,5.283861348195657683e+02
8.317637711026708569e-01,6.375179030190822847e-03,5.015409498600721463e+02
8.511380382023767677e-01,6.142168829372415297e-03,4.760078631926295998e+02
8.709635899560804750e-01,5.917356717210767690e-03,4.517260426474541646e+02
8.912509381337458958e-01,5.700469758006706557e-03,4.286372594304821178e+02
9.120108393559096527e-01,5.491243296557478913e-03,4.066857916306493621e+02
9.332543007969914539e-01,5.289420752463593577e-03,3.858183302181438989e+02
9.549925860214358853e-01,5.094753416752498439e-03,3.659838875560360520e+02
9.772372209558111145e-01,4.907000250988943942e-03,3.471337084384769582e+02
1.000000000000000000e+00,4.725927689026169012e-03,3.292211836603688653e+02
1.023292992280753655e+00,4.551309441535945736e-03,3.122017661157036628e+02
1.047128548050900720e+00,4.382926303441276109e-03,2.960328894149018879e+02
1.071519305237607078e+00,4.220565964361202779e-03,2.806738890051656199e+02
1.096478196143185091e+00,4.064022822163795845e-03,2.660859257722115103e+02
1.122018454301962898e+00,3.913097799711288440e-03,2.522319120967183608e+02
1.148153621496884158e+00,3.767598164868888547e-03,2.390764403342642197e+02
1.174897554939530409e+00,3.627337353838056087e-03,2.265857136835658423e+02
1.202264434617413169e+00,3.492134797864079095e-03,2.147274794042748738e+02
1.230268770812381174e+00,3.361815753358450912e-03,2.034709643425725574e+02
1.258925411794166171e+00,3.236211135466796757e-03,1.927868127201024038e+02
1.288249551693134931e+00,3.115157355104702930e-03,1.826470261395470800e+02
1.318256738556407459e+00,2.998496159475825141e-03,1.730249057582579155e+02
1.348962882591653312e+00,2.886074476078838869e-03,1.638949965797478967e+02
1.380384264602883881e+00,2.777744260203274251e-03,1.552330338116327084e+02
1.412537544622755492e+00,2.673362345907496097e-03,1.470158912375904947e+02
1.445439770745927888e+00,2.572790300466369813e-03,1.392215315502030819e+02
1.479108388168207222e+00,2.475894282270502730e-03,1.318289585910326309e+02
1.513561248436207096e+00,2.382544902154230121e-03,1.248181714440352863e+02
1.548816618912482790e+00,2.292617088124650638e-03,1.181701203283030424e+02
1.584893192461114042e+00,2.205989953460064153e-03,1.118666642362319266e+02
1.621810097358929781e+00,2.122546668142189907e-03,1.058905302634508843e+02
1.659586907437559766e+00,2.042174333583438115e-03,1.002252745772533018e+02
1.698243652461745912e+00,1.964763860607109894e-03,9.485524497076436035e+01
1.737800828749376247e+00,1.890209850635936155e-03,8.976554495072255691e+01
1.778279410038922759e+00,1.818410480041752347e-03,8.494199930746516713e+01
1.819700858609982541e+00,1.749267387607169547e-03,8.037112111652969304e+01
1.862087136662869513e+00,1.682685565048064932e-03,7.604008012215660983e+01
1.905460717963248340e+00,1.618573250544244960e-03,7.193667245393655207e+01
1.949844599758045582e+00,1.556841825224140538e-03,6.804929162883979643e+01
1.995262314968878847e+00,1.497405712548433281e-03,6.436690079192514702e+01
2.041737944669531846e+00,1.440182280536392214e-03,6.087900615010205740e+01
2.089296130854040978e+00,1.385091746778090724e-03,5.757563155444108105e+01
2.137962089502232654e+00,1.332057086174992262e-03,5.444729418766274875e+01
2.187761623949551648e+00,1.281003941351149767e-03,5.148498131459844274e+01
2.238721138568342539e+00,1.231860535676853989e-03,4.868012805457590986e+01
2.290867652767774931e+00,1.184557588846587087e-03,4.602459613586361087e+01
2.344228815319922887e+00,1.139028234953020843e-03,4.351065359347565931e+01
2.398832919019489918e+00,1.095207942999125569e-03,4.113095537282394787e+01
2.454708915685028359e+00,1.053034439790512169e-03,3.887852480286204582e+01
2.511886431509582351e+00,1.012447635150588027e-03,3.674673590352931996e+01
2.570395782768864823e+00,9.733895494015079716e-04,3.472929649345025638e+01
2.630267991895381297e+00,9.358042430543686650e-04,3.282023206497475343e+01
2.691534803926913799e+00,8.996377486527811591e-04,3.101387039476519902e+01
2.754228703338168938e+00,8.648380047144802601e-04,2.930482685922934394e+01
2.818382931264455049e+00,8.313547917164312070e-04,2.768799042517905207e+01
2.884031503126605500e+00,7.991396700695557569e-04,2.615851028714793358e+01
2.951209226666383856e+00,7.681459200301081133e-04,2.471178312383882769e+01
3.019951720402019202e+00,7.383284834954632935e-04,2.334344094717780393e+01
3.090295432513591845e+00,7.096439076330184753e-04,2.204933951843983309e+01
3.162277660168379523e+00,6.820502902917477970e-04,2.082554730686987554e+01
3.235936569296280929e+00,6.555072271469515816e-04,1.966833496716129659e+01
3.311311214825914284e+00,6.299757605295998666e-04,1.857416531306084906e+01
3.388441561392027346e+00,6.054183298926849293e-04,1.753968376525455497e+01
3.467368504525316641e+00,5.817987238679198309e-04,1.656170925254563286e+01
3.548133892335753270e+00,5.590820338671558497e-04,1.563722554616980709e+01
3.630780547701017547e+00,5.372346091838170381e-04,1.476337300789711549e+01
3.715352290971727811e+00,5.162240135506821924e-04,1.393744073335165190e+01
3.801893963205612792e+00,4.960189831112846344e-04,1.315685907273418387e+01
3.890451449942804896e+00,4.765893857632562728e-04,1.241919251186530460e+01
3.981071705534977578e+00,4.579061818328464717e-04,1.172213289716914808e+01
4.073802778041129891e+00,4.399413860408944634e-04,1.106349298890169663e+01
4.168693834703354639e+00,4.226680307214314880e-04,1.044120032758188188e+01
4.265795188015925277e+00,4.060601302551391655e-04,9.853291399221337343e+00
4.365158322401656577e+00,3.900926466807569360e-04,9.297906085555954547e+00
4.466835921509634488e+00,3.747414564485286007e-04,8.773282386073555372e+00
4.570881896148751622e+00,3.599833182806879642e-04,8.277751399197674331e+00
4.677351412871980862e+00,3.457958421048909514e-04,7.809732550533176720e+00
4.786300923226380455e+00,3.321574590274299155e-04,7.367729056604587434e+00
4.897788193684466052e+00,3.190473923139280714e-04,6.950323613022343139e+00
5.011872336272724660e+00,3.064456293461036303e-04,6.556174296497613518e+00
5.128613839913648498e+00,2.943328945240294070e-04,6.184010670591900016e+00
5.248074602497722729e+00,2.826906230841921440e-04,5.832630085536591125e+00
5.370317963702532893e+00,2.715009358044415187e-04,5.500894162886093675e+00
5.495408738576248453e+00,2.607466145677588931e-04,5.187725456182008976e+00
5.623413251903491172e+00,2.504110787575427764e-04,4.892104279200727213e+00
5.754399373371566817e+00,2.404783624579170573e-04,4.613065693737738115e+00
5.888436553555895792e+00,2.309330924332924989e-04,4.349696649244926938e+00
6.025595860743581333e+00,2.217604668621842110e-04,4.101133266987264214e+00
6.165950018614822170e+00,2.129462348009836595e-04,3.866558261718794132e+00
6.309573444801929831e+00,2.044766763541310797e-04,3.645198494199607175e+00
6.456542290346562574e+00,1.963385835277868573e-04,3.436322648181231898e+00
6.606934480075964622e+00,1.885192417448069817e-04,3.239239025782782555e+00
6.760829753919819218e+00,1.810064119994619122e-04,3.053293455460936112e+00
6.918309709189363055e+00,1.737883136310081783e-04,2.877867307046833911e+00
7.079457843841387543e+00,1.668536076958224113e-04,2.712375608580031461e+00
7.244359600749906036e+00,1.601913809184384052e-04,2.556265259916730592e+00
7.413102413009177383e+00,1.537911302024063840e-04,2.409013338324838660e+00
7.585775750291835706e+00,1.476427476824929792e-04,2.270125491504342730e+00
7.762471166286911917e+00,1.417365063002846558e-04,2.139134413686587521e+00
7.943282347242821118e+00,1.360630458858206032e-04,2.015598400672305779e+00
8.128305161640994925e+00,1.306133597284126575e-04,1.899099979865079169e+00
8.317637711026709013e+00,1.253787816203227911e-04,1.789244611544790198e+00
8.511380382023759239e+00,1.203509733574896858e-04,1.685659457805578798e+00
8.709635899560813854e+00,1.155219126819732992e-04,1.587992215754108427e+00
8.912509381337459402e+00,1.108838816512756155e-04,1.495910011727908273e+00
9.120108393559096527e+00,1.064294554201510609e-04,1.409098353449795171e+00
9.332543007969904991e+00,1.021514914209858184e-04,1.327260137183862598e+00
9.549925860214369067e+00,9.804311892925116837e-05,1.250114707100728806e+00
9.772372209558112033e+00,9.409772900097280513e-05,1.177396964195783102e+00
1.000000000000000000e+01,9.030896476956389702e-05,1.108856522233675923e+00
