k, T, P_m
1.995262314968878758e-04,9.996156135560477773e-01,3.659980748895599390e+03
2.041737944669529570e-04,9.995980270968242154e-01,3.742075276670549556e+03
2.089296130854038740e-04,9.995796483053249748e-01,3.826005142857855844e+03
2.137962089502232373e-04,9.995604423249914161e-01,3.911810969334660513e+03
2.187761623949551837e-04,9.995403728228025031e-01,3.999534249783847827e+03
2.238721138568339957e-04,9.995194019305504440e-01,4.089217366611290345e+03
2.290867652767772324e-04,9.994974901840337767e-01,4.180903608073645046e+03
2.344228815319922591e-04,9.994745964601109423e-01,4.274637185611188215e+03
2.398832919019489897e-04,9.994506779115563955e-01,4.370463251379365829e+03
2.454708915685031270e-04,9.994256898996622951e-01,4.468427915972058145e+03
2.511886431509579545e-04,9.993995859245272673e-01,4.568578266328609971e+03
2.570395782768864759e-04,9.993723175529730662e-01,4.670962383816079637e+03
2.630267991895381412e-04,9.993438343440338434e-01,4.775629362476844108e+03
2.691534803926916666e-04,9.993140837719566294e-01,4.882629327431282945e+03
2.754228703338166195e-04,9.992830111466564080e-01,4.992013453423570354e+03
2.818382931264455009e-04,9.992505595315709366e-01,5.103833983498249836e+03
2.884031503126605490e-04,9.992166696588532515e-01,5.218144247793434261e+03
2.951209226666386826e-04,9.991812798418506780e-01,5.334998682435823866e+03
3.019951720402015813e-04,9.991443258848126119e-01,5.454452848520993939e+03
3.090295432513592063e-04,9.991057409897735608e-01,5.576563451161494413e+03
3.162277660168379394e-04,9.990654556605572667e-01,5.701388358583379159e+03
3.235936569296281036e-04,9.990233976038530583e-01,5.828986621250826829e+03
3.311311214825911017e-04,9.989794916273131431e-01,5.959418490996446053e+03
3.388441561392027332e-04,9.989336595346218761e-01,6.092745440133409829e+03
3.467368504525316893e-04,9.988858200174948188e-01,6.229030180523933268e+03
3.548133892335753221e-04,9.988358885445611790e-01,6.368336682576516068e+03
3.630780547701014001e-04,9.987837772470915532e-01,6.510730194142511209e+03
3.715352290971728048e-04,9.987293948015321110e-01,6.656277259280663202e+03
3.801893963205612366e-04,9.986726463088126948e-01,6.805045736856049189e+03
3.890451449942804976e-04,9.986134331703964140e-01,6.957104818937582422e+03
3.981071705534973523e-04,9.985516529610483083e-01,7.112525048956002138e+03
4.073802778041126058e-04,9.984871992982953248e-01,7.271378339581680848e+03
4.168693834703355054e-04,9.984199617085658396e-01,7.433737990279330006e+03
4.265795188015925705e-04,9.983498254899927371e-01,7.599678704493578152e+03
4.365158322401661091e-04,9.982766715718753847e-01,7.769276606417126459e+03
4.466835921509630485e-04,9.982003763707968380e-01,7.942609257289758716e+03
4.570881896148752048e-04,9.981208116434056032e-01,8.119755671174070812e+03
4.677351412871981343e-04,9.980378443358695062e-01,8.300796330150002177e+03
4.786300923226385375e-04,9.979513364300225398e-01,8.485813198867612300e+03
4.897788193684460972e-04,9.978611447862318906e-01,8.674889738393672815e+03
5.011872336272725275e-04,9.977671209830187848e-01,8.868110919284570627e+03
5.128613839913648362e-04,9.976691111534742307e-01,9.065563233813860279e+03
5.248074602497722861e-04,9.975669558185257246e-01,9.267334707279826034e+03
5.370317963702527170e-04,9.974604897171116535e-01,9.473514908313602064e+03
5.495408738576247707e-04,9.973495416333358898e-01,9.684194958105148544e+03
5.623413251903490971e-04,9.972339342206860691e-01,9.899467538459954085e+03
5.754399373371566406e-04,9.971134838234035902e-01,1.011942689859505481e+04
5.888436553555889425e-04,9.969880002951111431e-01,1.034416886057858574e+04
6.025595860743581137e-04,9.968572868148145583e-01,1.057379082331273457e+04
6.165950018614822694e-04,9.967211397004005491e-01,1.080839176495519496e+04
6.309573444801929842e-04,9.965793482197774500e-01,1.104807224366969967e+04
