z,a,rho_m_over_rho_m0,Omega_m_z,tau_gyr
1029.78723404,9.701323095341e-04,1.095234445264e+09,9.999999980145e-01,1.010247495432e+00
1028.41051314,9.714297524982e-04,1.090851913729e+09,9.999999980065e-01,1.010247495436e+00
1027.03379224,9.727306704781e-04,1.086481088818e+09,9.999999979985e-01,1.010247495440e+00
1025.65707134,9.740350774535e-04,1.082121954875e+09,9.999999979904e-01,1.010247495444e+00
1024.28035044,9.753429874792e-04,1.077774496243e+09,9.999999979823e-01,1.010247495448e+00
1022.90362954,9.766544146858e-04,1.073438697266e+09,9.999999979742e-01,1.010247495452e+00
1021.52690864,9.779693732795e-04,1.069114542287e+09,9.999999979660e-01,1.010247495456e+00
1020.15018773,9.792878775437e-04,1.064802015650e+09,9.999999979577e-01,1.010247495461e+00
1018.77346683,9.806099418384e-04,1.060501101700e+09,9.999999979495e-01,1.010247495465e+00
1017.39674593,9.819355806017e-04,1.056211784779e+09,9.999999979411e-01,1.010247495469e+00
1016.02002503,9.832648083495e-04,1.051934049232e+09,9.999999979328e-01,1.010247495473e+00
1014.64330413,9.845976396767e-04,1.047667879402e+09,9.999999979243e-01,1.010247495477e+00
1013.26658323,9.859340892573e-04,1.043413259633e+09,9.999999979159e-01,1.010247495482e+00
1011.88986233,9.872741718450e-04,1.039170174268e+09,9.999999979074e-01,1.010247495486e+00
1010.51314143,9.886179022741e-04,1.034938607652e+09,9.999999978988e-01,1.010247495490e+00
1009.13642053,9.899652954594e-04,1.030718544127e+09,9.999999978902e-01,1.010247495495e+00
1007.75969962,9.913163663975e-04,1.026509968038e+09,9.999999978816e-01,1.010247495499e+00
1006.38297872,9.926711301666e-04,1.022312863729e+09,9.999999978729e-01,1.010247495503e+00
1005.00625782,9.940296019278e-04,1.018127215542e+09,9.999999978641e-01,1.010247495508e+00
1003.62953692,9.953917969251e-04,1.013953007823e+09,9.999999978553e-01,1.010247495512e+00
1002.25281602,9.967577304862e-04,1.009790224914e+09,9.999999978465e-01,1.010247495517e+00
1000.87609512,9.981274180230e-04,1.005638851159e+09,9.999999978376e-01,1.010247495521e+00
999.49937422,9.995008750324e-04,1.001498870902e+09,9.999999978287e-01,1.010247495526e+00
998.12265332,1.000878117096e-03,9.973702684862e+08,9.999999978197e-01,1.010247495530e+00
996.74593242,1.002259159884e-03,9.932530282561e+08,9.999999978106e-01,1.010247495535e+00
995.36921151,1.003644019148e-03,9.891471345549e+08,9.999999978015e-01,1.010247495539e+00
993.99249061,1.005032710733e-03,9.850525717265e+08,9.999999977924e-01,1.010247495544e+00
992.61576971,1.006425250567e-03,9.809693241145e+08,9.999999977832e-01,1.010247495549e+00
991.23904881,1.007821654669e-03,9.768973760627e+08,9.999999977740e-01,1.010247495553e+00
989.86232791,1.009221939146e-03,9.728367119147e+08,9.999999977647e-01,1.010247495558e+00
988.48560701,1.010626120195e-03,9.687873160142e+08,9.999999977553e-01,1.010247495563e+00
987.10888611,1.012034214103e-03,9.647491727050e+08,9.999999977459e-01,1.010247495568e+00
985.73216521,1.013446237248e-03,9.607222663307e+08,9.999999977365e-01,1.010247495572e+00
984.35544431,1.014862206100e-03,9.567065812351e+08,9.999999977270e-01,1.010247495577e+00
982.97872340,1.016282137220e-03,9.527021017619e+08,9.999999977174e-01,1.010247495582e+00
981.60200250,1.017706047263e-03,9.487088122547e+08,9.999999977078e-01,1.010247495587e+00
980.22528160,1.019133952977e-03,9.447266970573e+08,9.999999976982e-01,1.010247495592e+00
978.84856070,1.020565871204e-03,9.407557405134e+08,9.999999976885e-01,1.010247495597e+00
977.47183980,1.022001818882e-03,9.367959269667e+08,9.999999976787e-01,1.010247495602e+00
976.09511890,1.023441813042e-03,9.328472407609e+08,9.999999976689e-01,1.010247495606e+00
974.71839800,1.024885870813e-03,9.289096662397e+08,9.999999976590e-01,1.010247495611e+00
973.34167710,1.026334009421e-03,9.249831877469e+08,9.999999976490e-01,1.010247495616e+00
971.96495620,1.027786246188e-03,9.210677896260e+08,9.999999976390e-01,1.010247495622e+00
970.58823529,1.029242598535e-03,9.171634562208e+08,9.999999976290e-01,1.010247495627e+00
969.21151439,1.030703083982e-03,9.132701718751e+08,9.999999976189e-01,1.010247495632e+00
967.83479349,1.032167720149e-03,9.093879209325e+08,9.999999976087e-01,1.010247495637e+00
966.45807259,1.033636524756e-03,9.055166877368e+08,9.999999975985e-01,1.010247495642e+00
965.08135169,1.035109515623e-03,9.016564566316e+08,9.999999975882e-01,1.010247495647e+00
963.70463079,1.036586710673e-03,8.978072119607e+08,9.999999975779e-01,1.010247495652e+00
962.32790989,1.038068127931e-03,8.939689380677e+08,9.999999975675e-01,1.010247495658e+00
960.95118899,1.039553785524e-03,8.901416192963e+08,9.999999975570e-01,1.010247495663e+00
959.57446809,1.041043701686e-03,8.863252399904e+08,9.999999975465e-01,1.010247495668e+00
958.19774718,1.042537894752e-03,8.825197844935e+08,9.999999975359e-01,1.010247495674e+00
956.82102628,1.044036383165e-03,8.787252371494e+08,9.999999975253e-01,1.010247495679e+00
955.44430538,1.045539185474e-03,8.749415823018e+08,9.999999975146e-01,1.010247495684e+00
954.06758448,1.047046320333e-03,8.711688042944e+08,9.999999975038e-01,1.010247495690e+00
952.69086358,1.048557806506e-03,8.674068874709e+08,9.999999974930e-01,1.010247495695e+00
951.31414268,1.050073662865e-03,8.636558161750e+08,9.999999974821e-01,1.010247495701e+00
949.93742178,1.051593908389e-03,8.599155747504e+08,9.999999974711e-01,1.010247495706e+00
948.56070088,1.053118562170e-03,8.561861475409e+08,9.999999974601e-01,1.010247495712e+00
947.18397997,1.054647643410e-03,8.524675188900e+08,9.999999974490e-01,1.010247495718e+00
945.80725907,1.056181171423e-03,8.487596731416e+08,9.999999974379e-01,1.010247495723e+00
944.43053817,1.057719165633e-03,8.450625946393e+08,9.999999974267e-01,1.010247495729e+00
943.05381727,1.059261645581e-03,8.413762677269e+08,9.999999974154e-01,1.010247495734e+00
941.67709637,1.060808630920e-03,8.377006767480e+08,9.999999974041e-01,1.010247495740e+00
940.30037547,1.062360141418e-03,8.340358060464e+08,9.999999973927e-01,1.010247495746e+00
938.92365457,1.063916196959e-03,8.303816399657e+08,9.999999973812e-01,1.010247495752e+00
937.54693367,1.065476817545e-03,8.267381628497e+08,9.999999973697e-01,1.010247495758e+00
936.17021277,1.067042023293e-03,8.231053590421e+08,9.999999973580e-01,1.010247495763e+00
934.79349186,1.068611834441e-03,8.194832128865e+08,9.999999973464e-01,1.010247495769e+00
933.41677096,1.070186271345e-03,8.158717087267e+08,9.999999973346e-01,1.010247495775e+00
932.04005006,1.071765354481e-03,8.122708309065e+08,9.999999973228e-01,1.010247495781e+00
930.66332916,1.073349104445e-03,8.086805637694e+08,9.999999973109e-01,1.010247495787e+00
929.28660826,1.074937541958e-03,8.051008916592e+08,9.999999972990e-01,1.010247495793e+00
927.90988736,1.076530687861e-03,8.015317989196e+08,9.999999972869e-01,1.010247495799e+00
926.53316646,1.078128563120e-03,7.979732698944e+08,9.999999972748e-01,1.010247495806e+00
925.15644556,1.079731188826e-03,7.944252889271e+08,9.999999972627e-01,1.010247495812e+00
923.77972466,1.081338586194e-03,7.908878403616e+08,9.999999972504e-01,1.010247495818e+00
922.40300375,1.082950776567e-03,7.873609085416e+08,9.999999972381e-01,1.010247495824e+00
921.02628285,1.084567781414e-03,7.838444778106e+08,9.999999972257e-01,1.010247495830e+00
919.64956195,1.086189622335e-03,7.803385325125e+08,9.999999972133e-01,1.010247495837e+00
918.27284105,1.087816321057e-03,7.768430569910e+08,9.999999972007e-01,1.010247495843e+00
916.89612015,1.089447899438e-03,7.733580355897e+08,9.999999971881e-01,1.010247495849e+00
915.51939925,1.091084379468e-03,7.698834526524e+08,9.999999971754e-01,1.010247495856e+00
914.14267835,1.092725783268e-03,7.664192925227e+08,9.999999971626e-01,1.010247495862e+00
912.76595745,1.094372133094e-03,7.629655395444e+08,9.999999971498e-01,1.010247495869e+00
911.38923655,1.096023451335e-03,7.595221780612e+08,9.999999971369e-01,1.010247495875e+00
910.01251564,1.097679760516e-03,7.560891924168e+08,9.999999971239e-01,1.010247495882e+00
908.63579474,1.099341083298e-03,7.526665669549e+08,9.999999971108e-01,1.010247495888e+00
907.25907384,1.101007442480e-03,7.492542860192e+08,9.999999970976e-01,1.010247495895e+00
905.88235294,1.102678860998e-03,7.458523339534e+08,9.999999970844e-01,1.010247495902e+00
904.50563204,1.104355361929e-03,7.424606951012e+08,9.999999970711e-01,1.010247495908e+00
903.12891114,1.106036968490e-03,7.390793538063e+08,9.999999970577e-01,1.010247495915e+00
901.75219024,1.107723704040e-03,7.357082944124e+08,9.999999970442e-01,1.010247495922e+00
900.37546934,1.109415592079e-03,7.323475012633e+08,9.999999970306e-01,1.010247495929e+00
898.99874844,1.111112656255e-03,7.289969587026e+08,9.999999970170e-01,1.010247495936e+00
897.62202753,1.112814920355e-03,7.256566510740e+08,9.999999970033e-01,1.010247495943e+00
896.24530663,1.114522408317e-03,7.223265627213e+08,9.999999969894e-01,1.010247495950e+00
894.86858573,1.116235144223e-03,7.190066779882e+08,9.999999969755e-01,1.010247495957e+00
893.49186483,1.117953152306e-03,7.156969812183e+08,9.999999969616e-01,1.010247495964e+00
892.11514393,1.119676456946e-03,7.123974567553e+08,9.999999969475e-01,1.010247495971e+00
890.73842303,1.121405082674e-03,7.091080889431e+08,9.999999969333e-01,1.010247495978e+00
889.36170213,1.123139054174e-03,7.058288621252e+08,9.999999969191e-01,1.010247495985e+00
887.98498123,1.124878396281e-03,7.025597606454e+08,9.999999969047e-01,1.010247495992e+00
886.60826033,1.126623133986e-03,6.993007688474e+08,9.999999968903e-01,1.010247496000e+00
885.23153942,1.128373292435e-03,6.960518710748e+08,9.999999968758e-01,1.010247496007e+00
883.85481852,1.130128896929e-03,6.928130516715e+08,9.999999968612e-01,1.010247496014e+00
882.47809762,1.131889972928e-03,6.895842949811e+08,9.999999968465e-01,1.010247496022e+00
881.10137672,1.133656546051e-03,6.863655853473e+08,9.999999968317e-01,1.010247496029e+00
879.72465582,1.135428642076e-03,6.831569071138e+08,9.999999968168e-01,1.010247496037e+00
878.34793492,1.137206286943e-03,6.799582446244e+08,9.999999968019e-01,1.010247496044e+00
876.97121402,1.138989506756e-03,6.767695822226e+08,9.999999967868e-01,1.010247496052e+00
875.59449312,1.140778327782e-03,6.735909042524e+08,9.999999967716e-01,1.010247496060e+00
874.21777222,1.142572776452e-03,6.704221950572e+08,9.999999967564e-01,1.010247496067e+00
872.84105131,1.144372879365e-03,6.672634389809e+08,9.999999967410e-01,1.010247496075e+00
871.46433041,1.146178663289e-03,6.641146203672e+08,9.999999967256e-01,1.010247496083e+00
870.08760951,1.147990155158e-03,6.609757235597e+08,9.999999967100e-01,1.010247496091e+00
868.71088861,1.149807382080e-03,6.578467329022e+08,9.999999966944e-01,1.010247496099e+00
867.33416771,1.151630371332e-03,6.547276327383e+08,9.999999966786e-01,1.010247496107e+00
865.95744681,1.153459150367e-03,6.516184074119e+08,9.999999966628e-01,1.010247496115e+00
864.58072591,1.155293746810e-03,6.485190412665e+08,9.999999966468e-01,1.010247496123e+00
863.20400501,1.157134188464e-03,6.454295186459e+08,9.999999966308e-01,1.010247496131e+00
861.82728411,1.158980503308e-03,6.423498238938e+08,9.999999966146e-01,1.010247496139e+00
860.45056320,1.160832719501e-03,6.392799413539e+08,9.999999965984e-01,1.010247496147e+00
859.07384230,1.162690865383e-03,6.362198553700e+08,9.999999965820e-01,1.010247496155e+00
857.69712140,1.164554969472e-03,6.331695502856e+08,9.999999965655e-01,1.010247496164e+00
856.32040050,1.166425060475e-03,6.301290104446e+08,9.999999965490e-01,1.010247496172e+00
854.94367960,1.168301167278e-03,6.270982201905e+08,9.999999965323e-01,1.010247496181e+00
853.56695870,1.170183318956e-03,6.240771638673e+08,9.999999965155e-01,1.010247496189e+00
852.19023780,1.172071544773e-03,6.210658258184e+08,9.999999964986e-01,1.010247496198e+00
850.81351690,1.173965874178e-03,6.180641903877e+08,9.999999964816e-01,1.010247496206e+00
849.43679599,1.175866336816e-03,6.150722419189e+08,9.999999964645e-01,1.010247496215e+00
848.06007509,1.177772962519e-03,6.120899647556e+08,9.999999964472e-01,1.010247496224e+00
846.68335419,1.179685781317e-03,6.091173432416e+08,9.999999964299e-01,1.010247496232e+00
845.30663329,1.181604823432e-03,6.061543617205e+08,9.999999964125e-01,1.010247496241e+00
843.92991239,1.183530119286e-03,6.032010045361e+08,9.999999963949e-01,1.010247496250e+00
842.55319149,1.185461699498e-03,6.002572560321e+08,9.999999963772e-01,1.010247496259e+00
841.17647059,1.187399594887e-03,5.973231005522e+08,9.999999963594e-01,1.010247496268e+00
839.79974969,1.189343836475e-03,5.943985224401e+08,9.999999963415e-01,1.010247496277e+00
838.42302879,1.191294455486e-03,5.914835060395e+08,9.999999963235e-01,1.010247496286e+00
837.04630788,1.193251483350e-03,5.885780356941e+08,9.999999963053e-01,1.010247496295e+00
835.66958698,1.195214951705e-03,5.856820957475e+08,9.999999962871e-01,1.010247496304e+00
834.29286608,1.197184892396e-03,5.827956705437e+08,9.999999962687e-01,1.010247496314e+00
832.91614518,1.199161337478e-03,5.799187444261e+08,9.999999962502e-01,1.010247496323e+00
831.53942428,1.201144319219e-03,5.770513017386e+08,9.999999962315e-01,1.010247496333e+00
830.16270338,1.203133870101e-03,5.741933268248e+08,9.999999962128e-01,1.010247496342e+00
828.78598248,1.205130022821e-03,5.713448040284e+08,9.999999961939e-01,1.010247496352e+00
827.40926158,1.207132810293e-03,5.685057176932e+08,9.999999961749e-01,1.010247496361e+00
826.03254068,1.209142265651e-03,5.656760521628e+08,9.999999961557e-01,1.010247496371e+00
824.65581977,1.211158422250e-03,5.628557917810e+08,9.999999961365e-01,1.010247496381e+00
823.27909887,1.213181313667e-03,5.600449208915e+08,9.999999961171e-01,1.010247496390e+00
821.90237797,1.215210973705e-03,5.572434238379e+08,9.999999960976e-01,1.010247496400e+00
820.52565707,1.217247436392e-03,5.544512849640e+08,9.999999960779e-01,1.010247496410e+00
819.14893617,1.219290735985e-03,5.516684886135e+08,9.999999960581e-01,1.010247496420e+00
817.77221527,1.221340906972e-03,5.488950191301e+08,9.999999960382e-01,1.010247496430e+00
816.39549437,1.223397984073e-03,5.461308608575e+08,9.999999960182e-01,1.010247496440e+00
815.01877347,1.225462002242e-03,5.433759981394e+08,9.999999959980e-01,1.010247496450e+00
813.64205257,1.227532996671e-03,5.406304153195e+08,9.999999959777e-01,1.010247496461e+00
812.26533166,1.229611002787e-03,5.378940967415e+08,9.999999959572e-01,1.010247496471e+00
810.88861076,1.231696056260e-03,5.351670267491e+08,9.999999959366e-01,1.010247496481e+00
809.51188986,1.233788193002e-03,5.324491896860e+08,9.999999959158e-01,1.010247496492e+00
808.13516896,1.235887449169e-03,5.297405698960e+08,9.999999958950e-01,1.010247496503e+00
806.75844806,1.237993861162e-03,5.270411517227e+08,9.999999958739e-01,1.010247496513e+00
805.38172716,1.240107465633e-03,5.243509195099e+08,9.999999958528e-01,1.010247496524e+00
804.00500626,1.242228299484e-03,5.216698576012e+08,9.999999958315e-01,1.010247496535e+00
802.62828536,1.244356399870e-03,5.189979503404e+08,9.999999958100e-01,1.010247496545e+00
801.25156446,1.246491804199e-03,5.163351820711e+08,9.999999957884e-01,1.010247496556e+00
799.87484355,1.248634550140e-03,5.136815371371e+08,9.999999957666e-01,1.010247496567e+00
798.49812265,1.250784675618e-03,5.110369998820e+08,9.999999957447e-01,1.010247496578e+00
797.12140175,1.252942218821e-03,5.084015546497e+08,9.999999957227e-01,1.010247496590e+00
795.74468085,1.255107218202e-03,5.057751857837e+08,9.999999957005e-01,1.010247496601e+00
794.36795995,1.257279712478e-03,5.031578776278e+08,9.999999956781e-01,1.010247496612e+00
792.99123905,1.259459740636e-03,5.005496145258e+08,9.999999956556e-01,1.010247496623e+00
791.61451815,1.261647341935e-03,4.979503808212e+08,9.999999956329e-01,1.010247496635e+00
790.23779725,1.263842555904e-03,4.953601608578e+08,9.999999956101e-01,1.010247496646e+00
788.86107635,1.266045422351e-03,4.927789389794e+08,9.999999955871e-01,1.010247496658e+00
787.48435544,1.268255981359e-03,4.902066995295e+08,9.999999955639e-01,1.010247496670e+00
786.10763454,1.270474273293e-03,4.876434268520e+08,9.999999955406e-01,1.010247496682e+00
784.73091364,1.272700338803e-03,4.850891052905e+08,9.999999955171e-01,1.010247496693e+00
783.35419274,1.274934218820e-03,4.825437191888e+08,9.999999954935e-01,1.010247496705e+00
781.97747184,1.277175954565e-03,4.800072528905e+08,9.999999954696e-01,1.010247496717e+00
780.60075094,1.279425587551e-03,4.774796907394e+08,9.999999954457e-01,1.010247496729e+00
779.22403004,1.281683159582e-03,4.749610170791e+08,9.999999954215e-01,1.010247496742e+00
777.84730914,1.283948712757e-03,4.724512162534e+08,9.999999953972e-01,1.010247496754e+00
776.47058824,1.286222289476e-03,4.699502726059e+08,9.999999953727e-01,1.010247496766e+00
775.09386733,1.288503932437e-03,4.674581704805e+08,9.999999953480e-01,1.010247496779e+00
773.71714643,1.290793684642e-03,4.649748942207e+08,9.999999953232e-01,1.010247496791e+00
772.34042553,1.293091589402e-03,4.625004281703e+08,9.999999952982e-01,1.010247496804e+00
770.96370463,1.295397690333e-03,4.600347566730e+08,9.999999952730e-01,1.010247496817e+00
769.58698373,1.297712031366e-03,4.575778640725e+08,9.999999952476e-01,1.010247496830e+00
768.21026283,1.300034656744e-03,4.551297347125e+08,9.999999952220e-01,1.010247496842e+00
766.83354193,1.302365611028e-03,4.526903529367e+08,9.999999951963e-01,1.010247496855e+00
765.45682103,1.304704939100e-03,4.502597030888e+08,9.999999951703e-01,1.010247496869e+00
764.08010013,1.307052686165e-03,4.478377695125e+08,9.999999951442e-01,1.010247496882e+00
762.70337922,1.309408897753e-03,4.454245365516e+08,9.999999951179e-01,1.010247496895e+00
761.32665832,1.311773619724e-03,4.430199885497e+08,9.999999950914e-01,1.010247496908e+00
759.94993742,1.314146898268e-03,4.406241098506e+08,9.999999950647e-01,1.010247496922e+00
758.57321652,1.316528779912e-03,4.382368847979e+08,9.999999950378e-01,1.010247496935e+00
757.19649562,1.318919311521e-03,4.358582977353e+08,9.999999950108e-01,1.010247496949e+00
755.81977472,1.321318540299e-03,4.334883330067e+08,9.999999949835e-01,1.010247496963e+00
754.44305382,1.323726513795e-03,4.311269749555e+08,9.999999949560e-01,1.010247496977e+00
753.06633292,1.326143279906e-03,4.287742079257e+08,9.999999949283e-01,1.010247496991e+00
751.68961202,1.328568886879e-03,4.264300162608e+08,9.999999949004e-01,1.010247497005e+00
750.31289111,1.331003383314e-03,4.240943843046e+08,9.999999948724e-01,1.010247497019e+00
748.93617021,1.333446818169e-03,4.217672964008e+08,9.999999948441e-01,1.010247497033e+00
747.55944931,1.335899240761e-03,4.194487368931e+08,9.999999948156e-01,1.010247497048e+00
746.18272841,1.338360700772e-03,4.171386901252e+08,9.999999947869e-01,1.010247497062e+00
744.80600751,1.340831248248e-03,4.148371404408e+08,9.999999947579e-01,1.010247497077e+00
743.42928661,1.343310933610e-03,4.125440721836e+08,9.999999947288e-01,1.010247497092e+00
742.05256571,1.345799807647e-03,4.102594696974e+08,9.999999946994e-01,1.010247497106e+00
740.67584481,1.348297921529e-03,4.079833173258e+08,9.999999946699e-01,1.010247497121e+00
739.29912390,1.350805326805e-03,4.057155994124e+08,9.999999946401e-01,1.010247497136e+00
737.92240300,1.353322075410e-03,4.034563003012e+08,9.999999946101e-01,1.010247497152e+00
736.54568210,1.355848219664e-03,4.012054043357e+08,9.999999945798e-01,1.010247497167e+00
735.16896120,1.358383812281e-03,3.989628958596e+08,9.999999945494e-01,1.010247497182e+00
733.79224030,1.360928906368e-03,3.967287592167e+08,9.999999945187e-01,1.010247497198e+00
732.41551940,1.363483555433e-03,3.945029787506e+08,9.999999944877e-01,1.010247497213e+00
731.03879850,1.366047813383e-03,3.922855388051e+08,9.999999944566e-01,1.010247497229e+00
729.66207760,1.368621734535e-03,3.900764237239e+08,9.999999944252e-01,1.010247497245e+00
728.28535670,1.371205373615e-03,3.878756178507e+08,9.999999943936e-01,1.010247497261e+00
726.90863579,1.373798785761e-03,3.856831055291e+08,9.999999943617e-01,1.010247497277e+00
725.53191489,1.376402026532e-03,3.834988711030e+08,9.999999943296e-01,1.010247497293e+00
724.15519399,1.379015151907e-03,3.813228989159e+08,9.999999942972e-01,1.010247497310e+00
722.77847309,1.381638218292e-03,3.791551733116e+08,9.999999942646e-01,1.010247497326e+00
721.40175219,1.384271282521e-03,3.769956786339e+08,9.999999942318e-01,1.010247497343e+00
720.02503129,1.386914401865e-03,3.748443992264e+08,9.999999941987e-01,1.010247497359e+00
718.64831039,1.389567634031e-03,3.727013194328e+08,9.999999941653e-01,1.010247497376e+00
717.27158949,1.392231037169e-03,3.705664235968e+08,9.999999941317e-01,1.010247497393e+00
715.89486859,1.394904669875e-03,3.684396960621e+08,9.999999940978e-01,1.010247497410e+00
714.51814768,1.397588591199e-03,3.663211211725e+08,9.999999940637e-01,1.010247497428e+00
713.14142678,1.400282860643e-03,3.642106832716e+08,9.999999940293e-01,1.010247497445e+00
711.76470588,1.402987538170e-03,3.621083667032e+08,9.999999939946e-01,1.010247497462e+00
710.38798498,1.405702684206e-03,3.600141558110e+08,9.999999939597e-01,1.010247497480e+00
709.01126408,1.408428359648e-03,3.579280349386e+08,9.999999939245e-01,1.010247497498e+00
707.63454318,1.411164625865e-03,3.558499884298e+08,9.999999938890e-01,1.010247497516e+00
706.25782228,1.413911544703e-03,3.537800006282e+08,9.999999938532e-01,1.010247497534e+00
704.88110138,1.416669178491e-03,3.517180558777e+08,9.999999938172e-01,1.010247497552e+00
703.50438048,1.419437590047e-03,3.496641385218e+08,9.999999937809e-01,1.010247497570e+00
702.12765957,1.422216842679e-03,3.476182329043e+08,9.999999937443e-01,1.010247497589e+00
700.75093867,1.425007000191e-03,3.455803233689e+08,9.999999937074e-01,1.010247497608e+00
699.37421777,1.427808126891e-03,3.435503942593e+08,9.999999936702e-01,1.010247497626e+00
697.99749687,1.430620287592e-03,3.415284299193e+08,9.999999936327e-01,1.010247497645e+00
696.62077597,1.433443547620e-03,3.395144146924e+08,9.999999935950e-01,1.010247497664e+00
695.24405507,1.436277972817e-03,3.375083329225e+08,9.999999935569e-01,1.010247497684e+00
693.86733417,1.439123629545e-03,3.355101689532e+08,9.999999935185e-01,1.010247497703e+00
692.49061327,1.441980584697e-03,3.335199071282e+08,9.999999934798e-01,1.010247497722e+00
691.11389237,1.444848905694e-03,3.315375317913e+08,9.999999934409e-01,1.010247497742e+00
689.73717146,1.447728660498e-03,3.295630272862e+08,9.999999934016e-01,1.010247497762e+00
688.36045056,1.450619917611e-03,3.275963779564e+08,9.999999933619e-01,1.010247497782e+00
686.98372966,1.453522746085e-03,3.256375681459e+08,9.999999933220e-01,1.010247497802e+00
685.60700876,1.456437215525e-03,3.236865821982e+08,9.999999932818e-01,1.010247497823e+00
684.23028786,1.459363396098e-03,3.217434044571e+08,9.999999932412e-01,1.010247497843e+00
682.85356696,1.462301358531e-03,3.198080192662e+08,9.999999932003e-01,1.010247497864e+00
681.47684606,1.465251174126e-03,3.178804109694e+08,9.999999931591e-01,1.010247497884e+00
680.10012516,1.468212914761e-03,3.159605639102e+08,9.999999931175e-01,1.010247497905e+00
678.72340426,1.471186652894e-03,3.140484624324e+08,9.999999930756e-01,1.010247497927e+00
677.34668335,1.474172461573e-03,3.121440908798e+08,9.999999930333e-01,1.010247497948e+00
675.96996245,1.477170414440e-03,3.102474335959e+08,9.999999929907e-01,1.010247497970e+00
674.59324155,1.480180585737e-03,3.083584749246e+08,9.999999929478e-01,1.010247497991e+00
673.21652065,1.483203050312e-03,3.064771992094e+08,9.999999929045e-01,1.010247498013e+00
671.83979975,1.486237883627e-03,3.046035907942e+08,9.999999928609e-01,1.010247498035e+00
670.46307885,1.489285161762e-03,3.027376340227e+08,9.999999928169e-01,1.010247498057e+00
669.08635795,1.492344961421e-03,3.008793132384e+08,9.999999927725e-01,1.010247498080e+00
667.70963705,1.495417359943e-03,2.990286127852e+08,9.999999927278e-01,1.010247498102e+00
666.33291615,1.498502435301e-03,2.971855170068e+08,9.999999926827e-01,1.010247498125e+00
664.95619524,1.501600266116e-03,2.953500102468e+08,9.999999926372e-01,1.010247498148e+00
663.57947434,1.504710931659e-03,2.935220768490e+08,9.999999925913e-01,1.010247498171e+00
662.20275344,1.507834511860e-03,2.917017011570e+08,9.999999925451e-01,1.010247498195e+00
660.82603254,1.510971087313e-03,2.898888675147e+08,9.999999924985e-01,1.010247498218e+00
659.44931164,1.514120739285e-03,2.880835602656e+08,9.999999924515e-01,1.010247498242e+00
658.07259074,1.517283549722e-03,2.862857637534e+08,9.999999924041e-01,1.010247498266e+00
656.69586984,1.520459601255e-03,2.844954623220e+08,9.999999923563e-01,1.010247498290e+00
655.31914894,1.523648977210e-03,2.827126403150e+08,9.999999923081e-01,1.010247498314e+00
653.94242804,1.526851761612e-03,2.809372820761e+08,9.999999922595e-01,1.010247498339e+00
652.56570713,1.530068039196e-03,2.791693719490e+08,9.999999922105e-01,1.010247498364e+00
651.18898623,1.533297895410e-03,2.774088942774e+08,9.999999921610e-01,1.010247498389e+00
649.81226533,1.536541416426e-03,2.756558334050e+08,9.999999921112e-01,1.010247498414e+00
648.43554443,1.539798689148e-03,2.739101736755e+08,9.999999920609e-01,1.010247498439e+00
647.05882353,1.543069801216e-03,2.721718994327e+08,9.999999920102e-01,1.010247498465e+00
645.68210263,1.546354841020e-03,2.704409950203e+08,9.999999919590e-01,1.010247498491e+00
644.30538173,1.549653897700e-03,2.687174447818e+08,9.999999919075e-01,1.010247498517e+00
642.92866083,1.552967061160e-03,2.670012330612e+08,9.999999918555e-01,1.010247498543e+00
641.55193992,1.556294422077e-03,2.652923442019e+08,9.999999918030e-01,1.010247498569e+00
640.17521902,1.559636071903e-03,2.635907625479e+08,9.999999917501e-01,1.010247498596e+00
638.79849812,1.562992102880e-03,2.618964724427e+08,9.999999916967e-01,1.010247498623e+00
637.42177722,1.566362608043e-03,2.602094582301e+08,9.999999916429e-01,1.010247498650e+00
636.04505632,1.569747681233e-03,2.585297042538e+08,9.999999915886e-01,1.010247498678e+00
634.66833542,1.573147417105e-03,2.568571948574e+08,9.999999915338e-01,1.010247498705e+00
633.29161452,1.576561911132e-03,2.551919143848e+08,9.999999914786e-01,1.010247498733e+00
631.91489362,1.579991259623e-03,2.535338471796e+08,9.999999914228e-01,1.010247498761e+00
630.53817272,1.583435559722e-03,2.518829775854e+08,9.999999913666e-01,1.010247498790e+00
629.16145181,1.586894909424e-03,2.502392899461e+08,9.999999913099e-01,1.010247498819e+00
627.78473091,1.590369407582e-03,2.486027686053e+08,9.999999912527e-01,1.010247498847e+00
626.40801001,1.593859153918e-03,2.469733979067e+08,9.999999911950e-01,1.010247498877e+00
625.03128911,1.597364249029e-03,2.453511621941e+08,9.999999911368e-01,1.010247498906e+00
623.65456821,1.600884794400e-03,2.437360458110e+08,9.999999910780e-01,1.010247498936e+00
622.27784731,1.604420892411e-03,2.421280331014e+08,9.999999910188e-01,1.010247498966e+00
620.90112641,1.607972646353e-03,2.405271084087e+08,9.999999909590e-01,1.010247498996e+00
619.52440551,1.611540160428e-03,2.389332560769e+08,9.999999908987e-01,1.010247499026e+00
618.14768461,1.615123539769e-03,2.373464604494e+08,9.999999908379e-01,1.010247499057e+00
616.77096370,1.618722890443e-03,2.357667058702e+08,9.999999907765e-01,1.010247499088e+00
615.39424280,1.622338319469e-03,2.341939766828e+08,9.999999907145e-01,1.010247499119e+00
614.01752190,1.625969934819e-03,2.326282572310e+08,9.999999906520e-01,1.010247499151e+00
