T,I1
7.614011780205911e-05,13989.519600882326
7.791518875091601e-05,13660.399792456223
7.973164231073323e-05,13338.801138654793
8.15904432432241e-05,13024.564325783867
8.349257880179936e-05,12717.532921284825
8.543905925592088e-05,12417.553339451732
8.743091842767999e-05,12124.474806893057
8.946921424088471e-05,11838.149327770376
9.155502928294856e-05,11558.431648845033
9.36894713798783e-05,11285.179224362939
9.587367418466676e-05,11018.252180806372
9.810879777940294e-05,10757.513281540614
0.00010039602929141912,10502.82789138231
0.00010273658352380259,10254.063941115204
0.0001051317036006063,10011.091891978158
0.00010758266162710182,9773.78470014909
0.00011009075936542454,9542.017781247725
0.00011265732892597066,9315.668974878974
0.00011528373347491266,9094.618509237875
0.00011797136795820926,8878.74896579613
0.0001207216598424945,8667.945244089351
0.00012353606987323916,8462.094526623325
0.00012641609285058756,8261.0862439167
0.00012936325842328127,8064.812039696734
0.00013237913190109228,7873.165736263875
0.0001354653150861959,7686.043300040275
0.0001386234471239265,7503.342807316416
0.00014185520537336575,7324.964410209516
0.00014516230629822905,7150.810302846353
0.00014854650637851952,6980.784687782809
0.0001520096030434365,6814.793742671462
0.000155553435626033,6652.74558718804
0.0001591798863401293,6494.550250226879
0.0001628908812800014,6340.119637374903
0.0001666883914433756,6189.367498673057
0.0001705744337782723,6042.209396673524
0.00017455107225425505,5898.562674800486
0.0001786204189586539,5758.346426021686
0.0001827846352183453,5621.48146183746
0.00018704593274768426,5487.890281593436
0.0001914065748231983,5357.49704212261
0.00019586887748566773,5230.22752772197
0.0002004352107702298,5106.009120468477
0.00020510799996516094,4984.770770878676
0.0002098897269000049,4866.442968915821
0.0002147829312637317,4750.957715348004
0.00021979021195362667,4638.248493460336
0.00022491422845562678,4528.25024112388
0.00023015770225683687,4420.899323223659
0.00023552341829097623,4316.133504447687
0.0002410142264175231,4213.891922438682
0.000246633042935343,4114.11506130972
0.0002523828521316044,4016.7447255248635
0.0002582667078668045,3921.7240141454167
0.0002642877351967475,3828.997295442221
0.0002704491320323359,3738.510181874136
0.000276754170838057,3650.2095054325378
0.0002832062003700671,3564.0432933514744
0.00028980864745479514,3479.9607441828425
0.00029656501880901185,3397.912204235743
0.0003034789029023307,3317.8491443789235
0.0003105539718631292,3239.7241372050653
0.000317793983428904,3163.4908345553986
0.0003252027829420944,3089.10394540304
0.00033278430539243555,3016.519214093165
0.0003405425775069247,2945.6933989380427
0.00034848171988851223,2876.584251164774
0.0003566059492046515,2809.1504942133975
0.0003649195804268716,2743.3518033829437
0.0003734270291225613,2679.1487858228256
0.00038213281380018195,2616.502960866881
0.00039104155830915483,2555.3767407072237
0.00040015799429569786,2495.7334114049786
0.00040948696371591493,2437.5371142348663
0.0004190334214074748,2380.7528273604967
0.00042880243772124265,2325.346347837163
0.00043879920121426435,2271.284273938827
0.00044902902140553266,2218.5339878059226
0.00045949733159599904,2167.0636384105323
0.000470209691754329,2116.842124835423
0.00048117179146993377,2067.839079863382
0.0004923894529748468,2020.024853873218
0.0005038686342360499,1973.3704990387794
0.0005156154321198907,1927.847753827263
0.0005276360856302739,1883.429027793076
0.0005399369792223449,1840.0873866634645
0.000552524646193425,1797.796537712109
0.0005654057721530024,1756.530815416838
0.0005785871985736174,1716.265167397625
0.0005920759264245317,1676.975140630985
0.0006058791198901097,1638.6368679368939
0.0006200041101748875,1601.2270547343383
0.0006344583993973498,1564.722966061598
0.0006492496645744838,1529.1024138573619
0.0006643857616992257,1494.3437444987774
0.000679874729912965,1460.4258265925369
0.0006957247957753244,1427.3280390151147
0.000711944377633481,1395.030259198268
0.0007285420900933508,1363.5128516559396
0.0007455267485950115,1332.756656748701
0.0007629073740947919,1302.7429796819004
0.0007806931978565164,1273.453579733694
0.0007988936663544495,1244.8706597091557
0.0008175184462905427,1216.9768556166944
0.0008365774297286498,1189.7552265630152
0.000856080739348438,1163.1892448629028
0.0008760387338217832,1137.2627863601208
0.0008964620133145078,1111.960120955754
0.0009173614251163807,1087.2659033403556
0.0009387480694023713,1063.1651639262784
0.000960633305128216,1039.6432999766225
0.0009830287560634316,1016.6860669272419
0.0010059463169649718,994.2795646604778
0.001029398159894821,972.4096574589903
0.0010533967406848633,951.0615187693879
0.001077954805552471,930.2206717504831
0.0011030853978703243,909.8731012582161
0.0011288018650940578,890.0052375880734
0.001155117865851411,870.6039408400572
0.0011820473771966505,851.6564858804458
0.0012096047020341166,833.150547875721
0.0012378044767148355,815.0741883751284
0.0012666616788102347,797.4158419193631
0.0012961916350670867,780.1643031538763
0.001326410029547909,763.308714426222
0.0013573329119611437,746.8385538477702
0.0013889767061855392,730.7436238009687
0.0014213582189932618,715.0140398741478
0.001454494648976375,699.6402202066433
0.0014884035956814188,684.6128752277581
0.0015231030689569485,669.9229977737874
0.001558611498518994,655.5618535680146
0.0015949477437395205,641.5209720492235
0.0016321311036630892,627.7921375348984
0.0016701813272570398,614.3673807058639
0.0017091186239006372,601.238970399683
0.001748963674118753,588.3994057006674
0.001789737640565785,575.8414083148675
0.0018314621792656467,563.5579152188968
0.0018741594511137956,551.5420715719176
0.0019178521336474142,539.7872238805572
0.0019625634330899884,528.2869134069542
0.0020083170966766857,517.0348698105416
0.0020551374252670753,506.025005014564
0.0021030492862518964,495.25140728869746
0.0021520781267607174,484.70833553950126
0.0022022499871775137,474.3902138007664
0.002253591514971335,464.2916259161567
0.0023061299788494126,454.40731040684614
0.002359893283240214,444.7321555171591
0.0024149099831141524,435.2611944315001
0.0024712092991498115,425.98960065613625
0.002528821133253741,416.91268355965735
0.002587776084442071,408.0258840661855
0.0026481054650923795,399.3247704956475
0.002709841317574441,390.8050345456532
0.002773016431268689,382.46248740973965
0.0028376643599814385,374.2930560269532
0.0029038194397661117,366.2927794579408
0.002971516807159932,358.4578053829166
0.003040792417845774,350.7843867170518
0.0031116830657490846,343.2688783390134
0.003184226402580011,335.9077339285478
0.00325846095783112,328.6975029091653
0.0033344261592413286,321.6348274921372
0.0034121623537369155,314.71643981816834
0.0034917108288607325,307.93915919324655
0.0035731138347010007,301.2998894153113
0.0036564146063313395,294.79561618851073
0.003741657386773942,288.4234046219463
0.0038288874504980967,282.18039680992075
0.003918151127466536,276.06380949082217
0.0040094958277423825,270.0709317818892
0.004102970066669762,264.19912298720465
0.004198623490641454,258.44581047637126
0.004296506903467278,252.80848763141736
0.0043966722933572,247.28471185957557
0.0044991728605335134,241.87210266966719
0.0046040630454867405,236.56833980991146
0.00471139855789027,231.37116146506128
0.004821236406189097,226.2783625108456
0.004933634927878356,221.28779282377715
0.005048653820487762,216.3973556444543
0.005166354173288383,211.60500599255852
0.005286798499738609,206.9087491318147
0.005410050770686532,202.30663908324735
0.005536176448346397,197.7967771851263
0.005665242521067126,193.37731069805693
0.0057973175389114395,189.0464314537256
0.005932471650064416,184.80237454586612
0.006070776638090869,180.6434170620675
0.006212305960061301,176.56787685509087
0.006357134785566707,172.57411135241463
0.006505340036642926,168.6605164027727
0.006657000428625774,164.82552515849468
0.006812196511958626,161.06760699250157
0.006971010714974675,157.3852664488503
0.007133527387676587,153.77704222576142
0.007299832846536769,150.24150619010135
0.007470015420342143,146.77726242232762
0.0076441654971076385,143.38294629094108
0.007822375572083422,140.05722355552274
0.008004740296881335,136.7987894974643
0.008191356529746605,133.60636807753457
0.008382323387001575,130.47871111945156
0.008577742295688738,127.41459751866145
0.008777717047441045,124.41283247555067
0.008982353853608124,121.47224675234561
0.009191761401667648,118.59169595297953
0.009406050912951845,115.77005982523049
0.009625336201719788,113.00624158445747
0.009849733735606863,110.29916725828544
0.010079362697483487,107.64778505161077
0.010314345048756012,105.05106473131897
0.010554805594143265,102.5079970301296
0.010800872047963346,100.01759306899733
0.01105267510196574,97.57888379752183
0.011310348494744792,95.19091945183376
0.011574029082771487,92.85276902944203
0.01184385691308116,90.56351978054428
0.012119975297655813,88.32227671531761
0.01240253088954052,86.12816212672237
0.012691673760734348,83.98031512836558
0.012987557481897172,81.87789120698534
0.013290339203914696,79.82006178913049
0.013600179741365046,77.80601382162251
0.0139172436579312,75.83494936539981
0.01424169935380469,73.90608520235541
0.014573719155126947,72.01865245479141
0.01491347940551581,70.17189621712394
0.015261160559725831,68.36507519948327
0.015616947279492076,66.59746138286359
0.015981028531608373,64.86833968548717
0.01635359768829208,63.17700764005645
0.016734852629888657,61.5227750815771
0.017124995849970643,59.90496384544352
0.01752423456288679,58.322907475486716
0.017932780813818553,56.77595094169251
0.018350851591402338,55.2634503673056
0.01877866894297734,53.7847727650429
0.019216460092520045,52.3392957821467
0.019664457561328504,50.92640745401338
0.02012289929151978,49.54550665234489
0.020592028772406713,48.19607149865381
0.021072095169820875,46.87770769239227
0.02156335345845049,45.59002269678132
0.022066064557263544,44.332611993180315
0.022580495468088064,43.10506015846447
0.02310691941742314,41.90694190632847
0.023645616001556034,40.73782309233318
0.024196871335062396,39.59726168261138
0.024760978202768555,38.48480868624215
0.025338236215256483,37.40000905139059
0.02592895196799412,36.3424025253921
0.026533439204175512,35.31152447903634
0.027152018981357297,34.30690669537724
0.027785019841980015,33.32807812346103
0.028432777987864803,32.37456559742474
0.029095637458778204,31.44589452147294
0.02977395031515985,30.541589521291368
0.030468076825110164,29.66117506250154
0.031178385655737304,28.80417603680215
0.03190525406896504,27.970118316479702
0.03264906812190556,27.158529278003684
0.03341022287190356,26.368938295450207
0.03418912258636062,25.600877204523012
0.03498618095745122,24.85388073796178
0.03580182132184454,24.127486933145327
0.036636476885548615,23.42123751271202
0.037490590953996324,22.734678239030554
0.038364617167495514,22.067359243362755
0.03925901974216813,21.418835330565692
0.04017427371650645,20.78866626018316
0.04111086520367732,20.176417004777193
0.04206929164970846,19.581657986348453
0.043050062097693846,19.003965291690534
0.044053697458158646,18.442920867517284
0.04508073078572718,17.898112696194815
0.0461317075622409,17.36913495290035
0.04720718598647682,16.855588145019553
0.048307737270620134,16.357079234581583
0.04943394594364862,15.873221744517943
0.05058641016178987,15.403635849516519
0.05176574202621633,14.947948452226813
0.05297256790814677,14.505793245555926
0.054207528781526945,14.076810761777809
0.05547128056346615,13.660648409160327
0.056764494462610345,13.256960496796465
0.058087857335637094,12.865408248307071
0.059442072052061465,12.485659805063284
0.06082785786754676,12.11739021955733
0.062245950805918326,11.760281439530523
0.06369710405008329,11.414022283447444
0.065182088342064,11.078308407885242
0.06670169239235735,10.752842267387004
0.06825672329883778,10.437333067308083
0.06984800697542613,10.131496710164466
0.07147638859075219,9.835055735972391
0.07314273301704383,9.547739257048939
0.07484792528948132,9.26928288772385
0.07659287107626045,8.999428669393891
0.07837849715961456,8.737924991332012
0.08020575192805061,8.484526507645404
0.08207560588006087,8.23899405075813
0.08398905213957775,8.00109454177641
0.08594710698344561,7.770600898077258
0.08795081038118956,7.547291938444189
0.09000122654736799,7.330952286057257
0.09209944450680226,7.121372269628515
0.09424657867298372,6.918347822958501
0.09644376943996523,6.721680383174084
0.0986921837880516,6.531176787893343
0.10099301590361051,6.3466491715489965
0.10334748781333343,6.167914861088026
0.10575685003328299,5.994796271252013
0.10822238223307189,5.827120799629786
0.1107453939155258,5.664720721661767
0.11332722511219159,5.507433085763434
0.11596924709505982,5.355099608724066
0.1186728631048801,5.207566571525865
0.12143950909645548,5.064684715718246
0.12427065450131237,4.92630914047188
0.12716780300815045,4.792299200427667
0.1301324933614877,4.662518404446508
0.13316630017892397,4.536834315357165
0.13627083478745822,4.41511845079103
0.13944774607930224,4.297246185184851
0.14269872138764683,4.1830966530248235
0.14602548738284452,4.072552653398383
0.14942981098948527,3.9655005559132777
0.15291350032485218,3.861830208036992
0.15647840565925558,3.761434843903685
0.16012642039875574,3.6642109946299155
0.16385948209079573,3.5700584001751805
0.16767957345327905,3.478879922778092
0.17158872342763834,3.3905814619943233
0.17558900825645435,3.3050718713579053
0.17968255258619795,3.2222628766833035
0.18387153059568018,3.1420689960217283
0.1881581671508106,3.06440746128147
0.19254473898627647,2.9891981415186386
0.19703357591477055,2.91636346790147
0.20162706206441033,2.8458283603484276
0.20632763714500502,2.777520155837557
0.2111377977438435,2.711368538382049
0.2160600986516914,2.647305470664595
0.22109715421970105,2.585265127321004
0.22625163974795579,2.525183829861546
0.2315262929063854,2.4669999832167253
0.23692391518880776,2.410654013892546
0.24244737340086897,2.3560883097188126
0.24809960118267185,2.3032471611727483
0.2538836005669023,2.2520767042589394
0.2598024435732801,2.2025248649256253
0.2658592738401816,2.1545413049963544
0.27205730829430136,2.108077369595238
0.2783998388592378,2.0630860360433205
0.2848902342039126,2.019521864202961
0.2915319415317508,1.97734094824664
0.2983284884115728,1.9365008698261599
0.30528348465116956,1.8969606526179055
0.312400624214558,1.8586807182195697
0.3196836871839329,1.8216228433735884
0.32713654176735874,1.785750118492425
0.33476314635326665,1.7510269074608287
0.342567551612849,1.717418808690208
0.35055390265146746,1.6848926174003749
0.35872644121021663,1.653416289104053
0.36708950791881395,1.6229589042697492
0.37564754460101146,1.5934906341388528
0.38440509663375405,1.5649827076730995
0.3933668153613372,1.5374073796089096
0.40253746056584705,1.510737899595474
0.4119219029951933,1.4849484823938859
0.4215251269500798,1.4600142791150807
0.4313522329312853,1.4359113494748315
0.4414084403486604,1.4126166350445695
0.45169909029328065,1.3901079334773674
0.4622296483742272,1.3683638736889878
0.47300570762150146,1.347363891974521
0.4840329914566169,1.3270882090417828
0.495317356732444,1.3075178079432854
0.5068647968439245,1.2886344128893092
0.518681444911306,1.270420468925296
0.530773577037588,1.2528591224575434
0.5431476156419097,1.235934202611921
0.5558101328706495,1.2196302034111355
0.5687678540880483,1.2039322667568746
0.5820276614482106,1.1888261662039936
0.5955965975503807,1.1742982915147764
0.6094818691794338,1.1603356339821895
0.623690851133572,1.1469257725119535
0.6382310901412545,1.134056860454216
0.6531103088694448,1.1217176131765672
0.668336410025303,1.1098972963711518
0.6839174805535014,1.0985857150896639
0.6998617959313941,1.0877732035010867
0.7161778245643186,1.077450615368143
0.7328742322833682,1.0676093152395776
0.7499598869480216,1.0582411703565795
0.7674438631560732,1.0493385432728852
0.7853354470633679,1.0408942851894063
0.8036441413159007,1.0329017300055405
0.8223796700968967,1.0253546890907423
0.841551984291557,1.0182474467813754
0.8611712667722103,1.0115747566093867
0.8812479378066792,1.0053318382709584
0.9017926605927318,0.9995143739387867
0.9228163469215601,0.9941157284415654
0.9443301629732922,0.9891212298420216
0.9663455352476179,0.9845152299497508
0.9888741566326669,0.9802827294045503
1.0119279926153917,0.9764093300399154
1.0355192876367145,0.9728811900048295
1.0596605715948437,0.9696849814500749
1.0843646665002005,0.9668078506015032
1.1096446932854935,0.9642373800576528
1.1355140787745588,0.9619615531629288
1.1619865628136654,0.9599687203203486
1.1890762055690756,0.9582475671197046
1.2167973949947317,0.9567870841679883
1.245164854474043,0.955576538519117
1.2741936506398237,0.954605446609506
1.3038992013765407,0.9538635486148482
1.3342972840091187,0.9533407841516942
1.3654040436826531,0.9530272692551072
1.3972360019374808,0.9529132745708279
1.4298100654841637,0.952989204707082
1.4631435351830442,0.9532455786974305
1.4972541152331444,0.9536730115319099
1.532159922575288,0.9542621967192058
1.5678794965144378,0.9550038898477232
1.6044318085663622,0.9558888931182229
1.641836272533859,0.9569080408251802
1.6801127548178876,0.9580521857682153
1.719281584969087,0.9593121865788495
1.7593635664852851,0.9606788959514839
1.8003799878607303,0.9621431497708711
1.8423526338929181,0.963695757131457
1.8853037972530158,0.9653274912468569
1.9292562903260293,0.9670290812503289
1.9742334573270048,0.9687912048895004
2.0202591866996973,0.9706044821207211
2.06735792380429,0.972459469610312
2.1155546839009083,0.9743466561516151
2.1648750654358193,0.9762564590081386
2.2153452636373765,0.9781792211942447
2.266992084428926,0.9801052097056886
2.319842958666075,0.9820246147129704
2.373925956705868,0.983927549730793
2.4292698033156244,0.9858040527770298
2.4859038929293424,0.9876440885344026
2.543858305259787,0.9894375515276138
2.603163821274537,0.9911742703279127
2.6638519395444935,0.992844012796043
2.7259548929735153,0.9944364923731628
2.789505665918087,0.9959413754277062
2.8545380117060923,0.9973482896641996
2.9210864705640085,0.9986468335978154
2.989186387962046,0.9998265870958868
3.0588739333869683,1.0008785711977957
3.130186119552564,1.0018031575968271
3.203160822057984,1.0026044759351878
3.2778367995043696,1.003286726124317
3.3542537140804716,1.0038541638117742
3.43245215262818,1.0043110952805452
3.512473648199163,1.0046618725079601
3.594360702114059,1.0049108883908915
3.6781568065359385,1.0050625721433184
3.763906467570028,1.0051213848717806
3.8516552289019614,1.0050918153336945
3.941449695987114,1.00497837588297
4.033337560803871,1.0047855986068588
4.127367627183972,1.00451803165748
4.223589836733384,1.0041802357809841
4.322055295357484,1.0037767810468925
4.422816300404612,1.0033122437797115
4.525926368442446,1.0027912036945248
4.6314402636819185,1.0022182412379028
4.739414027063797,1.0015979351351099
4.849905006023358,1.0009348601442716
4.962971884948977,1.0002335850178707
5.078674716350799,0.9994986706716639
5.197074952756061,0.9987346685608671
5.318235479347992,0.9979461192632458
5.442220647365625,0.9971375512685441
5.569096308282276,0.9963134799735309
5.6989298487808275,0.9954784068817935
5.831790226544397,0.9946368190072961
5.9677480068814095,0.993793188480637
6.106875400204504,0.9929519723568802
6.249246300383209,0.992117612623772
6.394936323990734,0.9912945364091925
6.544022850465726,0.9904871563866505
6.696585063210336,0.9896998713777105
6.852703991646408,0.9889370671502781
7.012462554252129,0.9882031174117698
7.175945602602012,0.9875023849963072
7.343239966433582,0.9868392232451914
7.514434499764717,0.9862179775801081
7.689620128086134,0.9856429872686651
7.868889896654076,0.985118587382084
8.052339019908866,0.9846491109451101
8.240064932045563,0.9842388912784422
8.432167338763575,0.9838922645342786
8.628748270222738,0.9836135724258684
8.829912135233958,0.9834071651522973
9.035765776713205,0.983277404520078
9.246418528428348,0.9832286672635118
9.46198227306891,0.9832653485661679
9.682571501669623,0.9833918657862887
9.908303374419349,0.9836126623893605
10.139297782887638,0.9839322120915918
10.375677413702004,0.9843550232185514
10.6175678137097,0.9848856432837658
10.865097456658642,0.9855286637926471
11.118397811432878,0.9862887252777403
11.377603411878837,0.9871705225719145
11.64285192825945,0.9881788103268077
11.914284240374116,0.9893184087845406
12.192044512383305,0.9905942098114936
12.476280269377582,0.9920111832037056
12.76714247573169,0.99357438327433
13.064785615285324,0.9952889557344526
13.369367773393165,0.9971601448795114
13.681050720887791,0.9991933010945734
13.999999999999996,1.0013938886927454
