T,P_calc,dP_dT
0.04111086520367732,0.8294699597765781,-6.0084928651522205
0.04206929164970846,0.823786480812536,-5.8535227688367675
0.043050062097693846,0.818121885909696,-5.69975576760282
0.044053697458158646,0.8124788561423673,-5.547351707020523
0.04508073078572718,0.806860000029764,-5.396457177361491
0.0461317075622409,0.8012678542562959,-5.247206144864883
0.04720718598647682,0.7957048844733918,-5.099720565801853
0.048307737270620134,0.7901734861788834,-4.954110983093716
0.04943394594364862,0.7846759856700478,-4.810477105303586
0.05058641016178987,0.7792146410664932,-4.668908367881549
0.05176574202621633,0.7737916433991529,-4.529484476599488
0.05297256790814677,0.768409117761748,-4.392275933163835
0.054207528781526945,0.7630691245211788,-4.257344543042768
0.05547128056346615,0.7577736605834,-4.124743905588887
0.056764494462610345,0.752524660711447,-3.994519886579335
0.058087857335637094,0.7473239988923899,-3.8667110733328203
0.059442072052061465,0.7421734897500994,-3.741349212597143
0.06082785786754676,0.7370748900008346,-3.618459631431859
0.062245950805918326,0.7320298999487713,-3.498061641338659
0.06369710405008329,0.7270401650187212,-3.380168925917194
0.065182088342064,0.7221072773234062,-3.264789912346384
0.06670169239235735,0.7172327772627862,-3.151928127011081
0.06825672329883778,0.7124181551530576,-3.0415825356112145
0.06984800697542613,0.7076648528830746,-2.9337478681055957
0.07147638859075219,0.7029742655960688,-2.828414928855337
0.07314273301704383,0.6983477433946789,-2.725570892342613
0.07484792528948132,0.6937865930674225,-2.6251995848493253
0.07659287107626045,0.6892920798348885,-2.5272817524872706
0.07837849715961456,0.6848654291140411,-2.4317953159767556
0.08020575192805061,0.6805078282991769,-2.338715612574404
0.08207560588006087,0.6762204285581905,-2.2480156255532346
0.08398905213957775,0.6720043466429498,-2.1596662016390935
0.08594710698344561,0.6678606667127046,-2.0736362568072884
0.08795081038118956,0.6637904421695855,-1.9898929708418949
0.09000122654736799,0.6597946975053844,-1.9084019710577942
0.09209944450680226,0.6558744301589319,-1.8291275055821397
0.09424657867298372,0.652030612383524,-1.7520326065877263
0.09644376943996523,0.6482641931239784,-1.677079243865729
