k, T, P_m
6.918309709189363055e-01,7.918968057599600624e-03,6.992277003405788491e+02
7.079457843841380216e-01,7.632033701067203295e-03,6.640656273353522465e+02
7.244359600749898931e-01,7.355072273365594743e-03,6.305990783573689669e+02
7.413102413009177161e-01,7.087758142299711503e-03,5.987509584321235252e+02
7.585775750291835484e-01,6.829775195750096423e-03,5.684473685762112609e+02
7.762471166286919466e-01,6.580816626772520786e-03,5.396174947442212897e+02
7.943282347242813790e-01,6.340584719651886497e-03,5.121934990655419142e+02
8.128305161640995147e-01,6.108790637190862800e-03,4.861104134522492473e+02
8.317637711026708569e-01,5.885154209493708918e-03,4.613060356455188753e+02
8.511380382023767677e-01,5.669403724484954610e-03,4.377208277550813023e+02
8.709635899560804750e-01,5.461275720384102007e-03,4.152978173344387187e+02
8.912509381337458958e-01,5.260514780338356421e-03,3.939825010235076661e+02
9.120108393559096527e-01,5.066873329398304156e-03,3.737227507802975879e+02
9.332543007969914539e-01,4.880111434003936433e-03,3.544687227138986145e+02
9.549925860214358853e-01,4.699996604132822449e-03,3.361727685226128415e+02
9.772372209558111145e-01,4.526303598246231817e-03,3.187893495332573366e+02
1.000000000000000000e+00,4.358814231154940592e-03,3.022749533307004981e+02
1.023292992280753655e+00,4.197317184912011806e-03,2.865880129602760462e+02
1.047128548050900720e+00,4.041607822827011400e-03,2.716888286800313494e+02
1.071519305237607078e+00,3.891488006683616573e-03,2.575394922346372937e+02
1.096478196143185091e+00,3.746765917230403167e-03,2.441038136181807658e+02
1.122018454301962898e+00,3.607255878004224630e-03,2.313472502890883788e+02
1.148153621496884158e+00,3.472778182534461654e-03,2.192368387968152206e+02
1.174897554939530409e+00,3.343158924967160744e-03,2.077411287768881891e+02
1.202264434617413169e+00,3.218229834138473106e-03,1.968301192681847738e+02
1.230268770812381174e+00,3.097828111118759980e-03,1.864751973041061319e+02
1.258925411794166171e+00,2.981796270240317636e-03,1.766490787273575052e+02
1.288249551693134931e+00,2.869981983614476508e-03,1.673257511764986418e+02
1.318256738556407459e+00,2.762237929136997228e-03,1.584804191911760824e+02
1.348962882591653312e+00,2.658421641974104740e-03,1.500894513819565645e+02
1.380384264602883881e+00,2.558395369515973575e-03,1.421303296099986255e+02
1.412537544622755492e+00,2.462025929778785278e-03,1.345816001213025856e+02
1.445439770745927888e+00,2.369184573231747099e-03,1.274228265800390290e+02
1.479108388168207222e+00,2.279746848020736127e-03,1.206345449453810232e+02
1.513561248436207096e+00,2.193592468556469516e-03,1.141982201364108533e+02
1.548816618912482790e+00,2.110605187430971991e-03,1.080962044299138398e+02
1.584893192461114042e+00,2.030672670623135875e-03,1.023116975363254255e+02
1.621810097358929781e+00,1.953686375950808296e-03,9.682870829961606773e+01
1.659586907437559766e+00,1.879541434724531961e-03,9.163201796758670525e+01
1.698243652461745912e+00,1.808136536555351699e-03,8.670714497978228508e+01
1.737800828749376247e+00,1.739373817267253009e-03,8.204031122109353191e+01
1.778279410038922759e+00,1.673158749862773114e-03,7.761840969002390977e+01
1.819700858609982541e+00,1.609400038489007534e-03,7.342897353160122975e+01
1.862087136662869513e+00,1.548009515349654157e-03,6.946014638593565849e+01
1.905460717963248340e+00,1.488902040507817650e-03,6.570065400452315885e+01
1.949844599758045582e+00,1.431995404523224956e-03,6.213977708750832818e+01
1.995262314968878847e+00,1.377210233866992635e-03,5.876732529628169033e+01
2.041737944669531846e+00,1.324469899056329378e-03,5.557361239695158872e+01
2.089296130854040978e+00,1.273700425451364682e-03,5.254943249143283168e+01
2.137962089502232654e+00,1.224830406655890488e-03,4.968603729408532388e+01
2.187761623949551648e+00,1.177790920463930510e-03,4.697511441306013324e+01
2.238721138568342539e+00,1.132515447293868565e-03,4.440876659670481530e+01
2.290867652767774931e+00,1.088939791052201747e-03,4.197949190659886654e+01
2.344228815319922887e+00,1.047002002369079110e-03,3.968016477998169478e+01
2.398832919019489918e+00,1.006642304148336808e-03,3.750401794553675217e+01
2.454708915685028359e+00,9.678030193749886370e-04,3.544462515766337418e+01
2.511886431509582351e+00,9.304285011237829490e-04,3.349588471553835944e+01
2.570395782768864823e+00,8.944650647129913628e-04,3.165200373441315662e+01
2.630267991895381297e+00,8.598609219481986084e-04,2.990748313771656797e+01
2.691534803926913799e+00,8.265661174016809744e-04,2.825710333964409671e+01
2.754228703338168938e+00,7.945324666736194820e-04,2.669591058899376534e+01
2.818382931264455049e+00,7.637134965822565003e-04,2.521920394607079530e+01
2.884031503126605500e+00,7.340643872308977216e-04,2.382252286551753429e+01
2.951209226666383856e+00,7.055419159006108467e-04,2.250163535893877054e+01
3.019951720402019202e+00,6.781044027182897170e-04,2.125252671217389988e+01
3.090295432513591845e+00,6.517116580507396808e-04,2.007138873302873705e+01
3.162277660168379523e+00,6.263249315763292496e-04,1.895460950620989848e+01
3.235936569296280929e+00,6.019068629867825463e-04,1.789876363311321583e+01
3.311311214825914284e+00,5.784214342725832502e-04,1.690060293499363553e+01
3.388441561392027346e+00,5.558339235464983263e-04,1.595704759889863134e+01
3.467368504525316641e+00,5.341108603606594188e-04,1.506517774657076636e+01
3.548133892335753270e+00,5.132199824736949356e-04,1.422222540732727047e+01
3.630780547701017547e+00,4.931301940253279663e-04,1.342556687669515547e+01
3.715352290971727811e+00,4.738115250768896091e-04,1.267271544332993827e+01
3.801893963205612792e+00,4.552350924771291591e-04,1.196131446746620597e+01
3.890451449942804896e+00,4.373730620137545526e-04,1.128913079484888549e+01
3.981071705534977578e+00,4.201986118120165127e-04,1.065404849076275084e+01
4.073802778041129891e+00,4.036858969426921381e-04,1.005406287943055688e+01
4.168693834703354639e+00,3.878100152026993852e-04,9.487274874671784985e+00
4.265795188015925277e+00,3.725469740325889267e-04,8.951885588320037002e+00
4.365158322401656577e+00,3.578736585360228935e-04,8.446191203474109344e+00
4.466835921509634488e+00,3.437678005673020973e-04,7.968578100218015159e+00
4.570881896148751622e+00,3.302079488538943322e-04,7.517518221981378979e+00
4.677351412871980862e+00,3.171734401217895117e-04,7.091564671227960304e+00
4.786300923226380455e+00,3.046443711924068549e-04,6.689347523657156458e+00
4.897788193684466052e+00,2.926015720206070689e-04,6.309569850579372918e+00
5.011872336272724660e+00,2.810265796442192629e-04,5.951003939584752267e+00
5.128613839913648498e+00,2.699016130163001733e-04,5.612487704064061944e+00
5.248074602497722729e+00,2.592095486921785433e-04,5.292921272563364532e+00
5.370317963702532893e+00,2.489338973440925426e-04,4.991263749358110680e+00
5.495408738576248453e+00,2.390587810770355970e-04,4.706530138021720155e+00
5.623413251903491172e+00,2.295689115201469683e-04,4.437788420134983092e+00
5.754399373371566817e+00,2.204495686687680026e-04,4.184156781641072520e+00
5.888436553555895792e+00,2.116865804529636001e-04,3.944800979691713838e+00
6.025595860743581333e+00,2.032663030090520282e-04,3.718931843158915118e+00
6.165950018614822170e+00,1.951756016313423072e-04,3.505802900299581193e+00
6.309573444801929831e+00,1.874018323819858379e-04,3.304708127362013581e+00
6.456542290346562574e+00,1.799328243374798391e-04,3.114979812210168841e+00
6.606934480075964622e+00,1.727568624510139909e-04,2.935986527317389072e+00
6.760829753919819218e+00,1.658626710104646321e-04,2.767131206744553040e+00
6.918309709189363055e+00,1.592393976724703502e-04,2.607849321970095335e+00
7.079457843841387543e+00,1.528765980535899184e-04,2.457607151679789048e+00
7.244359600749906036e+00,1.467642208601431552e-04,2.315900140855273293e+00
7.413102413009177383e+00,1.408925935388774899e-04,2.182251344720091968e+00
7.585775750291835706e+00,1.352524084311737410e-04,2.056209953313216321e+00
7.762471166286911917e+00,1.298347094140140550e-04,1.937349892660644279e+00
7.943282347242821118e+00,1.246308790114684082e-04,1.825268498708346510e+00
8.128305161640994925e+00,1.196326259609571495e-04,1.719585260363293289e+00
8.317637711026709013e+00,1.148319732190280839e-04,1.619940628164548535e+00
8.511380382023759239e+00,1.102212463918815076e-04,1.525994885274151613e+00
8.709635899560813854e+00,1.057930625763208832e-04,1.437427077637011497e+00
8.912509381337459402e+00,1.015403195972714519e-04,1.353934000311828312e+00
9.120108393559096527e+00,9.745618562843501027e-05,1.275229237120421910e+00
9.332543007969904991e+00,9.353408918308748555e-05,1.201042250901998454e+00
9.549925860214369067e+00,8.976770946242653370e-05,1.131117521791117575e+00
9.772372209558112033e+00,8.615096704928630481e-05,1.065213731064673208e+00
1.000000000000000000e+01,8.267801493541822831e-05,1.003102988223527836e+00
