w0,wa,omega_m,chi2_total,chi2_sn,chi2_bao,chi2_cmb,accepted
-3.441145710031610072e-01,-2.618664348499667227e+00,3.165418810847761555e-01,1.202514526309616031e+03,1.018906941829158086e+03,1.819204964860378766e+02,1.687087994420102266e+00,1.000000000000000000e+00
-2.886327393739772096e-01,-2.754590068761292976e+00,3.071358489342246867e-01,1.185659377009376840e+03,9.874059583798580206e+02,1.981012211915814021e+02,1.521974379375625741e-01,1.000000000000000000e+00
-2.886327393739772096e-01,-2.754590068761292976e+00,3.071358489342246867e-01,1.185659377009376840e+03,9.874059583798580206e+02,1.981012211915814021e+02,1.521974379375625741e-01,0.000000000000000000e+00
-2.482958518213446153e-01,-2.905942209581604097e+00,2.846738240765561700e-01,1.179684093588790120e+03,9.824479220754092239e+02,1.858264723761803339e+02,1.140969913720060269e+01,1.000000000000000000e+00
-2.822339514137751637e-01,-2.929286687646166065e+00,2.957363656804389285e-01,1.176419264571692338e+03,1.006332681734426274e+03,1.690869841220664398e+02,9.995987151996847953e-01,1.000000000000000000e+00
-2.822339514137751637e-01,-2.929286687646166065e+00,2.957363656804389285e-01,1.176419264571692338e+03,1.006332681734426274e+03,1.690869841220664398e+02,9.995987151996847953e-01,0.000000000000000000e+00
-2.822339514137751637e-01,-2.929286687646166065e+00,2.957363656804389285e-01,1.176419264571692338e+03,1.006332681734426274e+03,1.690869841220664398e+02,9.995987151996847953e-01,0.000000000000000000e+00
-2.822339514137751637e-01,-2.929286687646166065e+00,2.957363656804389285e-01,1.176419264571692338e+03,1.006332681734426274e+03,1.690869841220664398e+02,9.995987151996847953e-01,0.000000000000000000e+00
-2.822339514137751637e-01,-2.929286687646166065e+00,2.957363656804389285e-01,1.176419264571692338e+03,1.006332681734426274e+03,1.690869841220664398e+02,9.995987151996847953e-01,0.000000000000000000e+00
-2.822339514137751637e-01,-2.929286687646166065e+00,2.957363656804389285e-01,1.176419264571692338e+03,1.006332681734426274e+03,1.690869841220664398e+02,9.995987151996847953e-01,0.000000000000000000e+00
-2.822339514137751637e-01,-2.929286687646166065e+00,2.957363656804389285e-01,1.176419264571692338e+03,1.006332681734426274e+03,1.690869841220664398e+02,9.995987151996847953e-01,0.000000000000000000e+00
-2.395857574551182867e-01,-2.963351045881063683e+00,3.138854743860579055e-01,1.178089375224996729e+03,9.555819805760520467e+02,2.223241614695725161e+02,1.832331793720135826e-01,1.000000000000000000e+00
-2.395857574551182867e-01,-2.963351045881063683e+00,3.138854743860579055e-01,1.178089375224996729e+03,9.555819805760520467e+02,2.223241614695725161e+02,1.832331793720135826e-01,0.000000000000000000e+00
-2.395857574551182867e-01,-2.963351045881063683e+00,3.138854743860579055e-01,1.178089375224996729e+03,9.555819805760520467e+02,2.223241614695725161e+02,1.832331793720135826e-01,0.000000000000000000e+00
-2.395857574551182867e-01,-2.963351045881063683e+00,3.138854743860579055e-01,1.178089375224996729e+03,9.555819805760520467e+02,2.223241614695725161e+02,1.832331793720135826e-01,0.000000000000000000e+00
-2.395857574551182867e-01,-2.963351045881063683e+00,3.138854743860579055e-01,1.178089375224996729e+03,9.555819805760520467e+02,2.223241614695725161e+02,1.832331793720135826e-01,0.000000000000000000e+00
-2.395857574551182867e-01,-2.963351045881063683e+00,3.138854743860579055e-01,1.178089375224996729e+03,9.555819805760520467e+02,2.223241614695725161e+02,1.832331793720135826e-01,0.000000000000000000e+00
-2.395857574551182867e-01,-2.963351045881063683e+00,3.138854743860579055e-01,1.178089375224996729e+03,9.555819805760520467e+02,2.223241614695725161e+02,1.832331793720135826e-01,0.000000000000000000e+00
-2.395857574551182867e-01,-2.963351045881063683e+00,3.138854743860579055e-01,1.178089375224996729e+03,9.555819805760520467e+02,2.223241614695725161e+02,1.832331793720135826e-01,0.000000000000000000e+00
-2.395857574551182867e-01,-2.963351045881063683e+00,3.138854743860579055e-01,1.178089375224996729e+03,9.555819805760520467e+02,2.223241614695725161e+02,1.832331793720135826e-01,0.000000000000000000e+00
-2.395857574551182867e-01,-2.963351045881063683e+00,3.138854743860579055e-01,1.178089375224996729e+03,9.555819805760520467e+02,2.223241614695725161e+02,1.832331793720135826e-01,0.000000000000000000e+00
-2.395857574551182867e-01,-2.963351045881063683e+00,3.138854743860579055e-01,1.178089375224996729e+03,9.555819805760520467e+02,2.223241614695725161e+02,1.832331793720135826e-01,0.000000000000000000e+00
-2.395857574551182867e-01,-2.963351045881063683e+00,3.138854743860579055e-01,1.178089375224996729e+03,9.555819805760520467e+02,2.223241614695725161e+02,1.832331793720135826e-01,0.000000000000000000e+00
-2.395857574551182867e-01,-2.963351045881063683e+00,3.138854743860579055e-01,1.178089375224996729e+03,9.555819805760520467e+02,2.223241614695725161e+02,1.832331793720135826e-01,0.000000000000000000e+00
-2.395857574551182867e-01,-2.963351045881063683e+00,3.138854743860579055e-01,1.178089375224996729e+03,9.555819805760520467e+02,2.223241614695725161e+02,1.832331793720135826e-01,0.000000000000000000e+00
-2.485976813100338467e-01,-2.976945506109260453e+00,3.197147087790909170e-01,1.181714034984862337e+03,9.591656390005407502e+02,2.205914092417932579e+02,1.956986742528542766e+00,1.000000000000000000e+00
-2.485976813100338467e-01,-2.976945506109260453e+00,3.197147087790909170e-01,1.181714034984862337e+03,9.591656390005407502e+02,2.205914092417932579e+02,1.956986742528542766e+00,0.000000000000000000e+00
-2.485976813100338467e-01,-2.976945506109260453e+00,3.197147087790909170e-01,1.181714034984862337e+03,9.591656390005407502e+02,2.205914092417932579e+02,1.956986742528542766e+00,0.000000000000000000e+00
-2.485976813100338467e-01,-2.976945506109260453e+00,3.197147087790909170e-01,1.181714034984862337e+03,9.591656390005407502e+02,2.205914092417932579e+02,1.956986742528542766e+00,0.000000000000000000e+00
-2.485976813100338467e-01,-2.976945506109260453e+00,3.197147087790909170e-01,1.181714034984862337e+03,9.591656390005407502e+02,2.205914092417932579e+02,1.956986742528542766e+00,0.000000000000000000e+00
-2.485976813100338467e-01,-2.976945506109260453e+00,3.197147087790909170e-01,1.181714034984862337e+03,9.591656390005407502e+02,2.205914092417932579e+02,1.956986742528542766e+00,0.000000000000000000e+00
-2.485976813100338467e-01,-2.976945506109260453e+00,3.197147087790909170e-01,1.181714034984862337e+03,9.591656390005407502e+02,2.205914092417932579e+02,1.956986742528542766e+00,0.000000000000000000e+00
-2.485976813100338467e-01,-2.976945506109260453e+00,3.197147087790909170e-01,1.181714034984862337e+03,9.591656390005407502e+02,2.205914092417932579e+02,1.956986742528542766e+00,0.000000000000000000e+00
-2.485976813100338467e-01,-2.976945506109260453e+00,3.197147087790909170e-01,1.181714034984862337e+03,9.591656390005407502e+02,2.205914092417932579e+02,1.956986742528542766e+00,0.000000000000000000e+00
-2.485976813100338467e-01,-2.976945506109260453e+00,3.197147087790909170e-01,1.181714034984862337e+03,9.591656390005407502e+02,2.205914092417932579e+02,1.956986742528542766e+00,0.000000000000000000e+00
-2.485976813100338467e-01,-2.976945506109260453e+00,3.197147087790909170e-01,1.181714034984862337e+03,9.591656390005407502e+02,2.205914092417932579e+02,1.956986742528542766e+00,0.000000000000000000e+00
-2.485976813100338467e-01,-2.976945506109260453e+00,3.197147087790909170e-01,1.181714034984862337e+03,9.591656390005407502e+02,2.205914092417932579e+02,1.956986742528542766e+00,0.000000000000000000e+00
-2.485976813100338467e-01,-2.976945506109260453e+00,3.197147087790909170e-01,1.181714034984862337e+03,9.591656390005407502e+02,2.205914092417932579e+02,1.956986742528542766e+00,0.000000000000000000e+00
-2.485976813100338467e-01,-2.976945506109260453e+00,3.197147087790909170e-01,1.181714034984862337e+03,9.591656390005407502e+02,2.205914092417932579e+02,1.956986742528542766e+00,0.000000000000000000e+00
-2.485976813100338467e-01,-2.976945506109260453e+00,3.197147087790909170e-01,1.181714034984862337e+03,9.591656390005407502e+02,2.205914092417932579e+02,1.956986742528542766e+00,0.000000000000000000e+00
-2.485976813100338467e-01,-2.976945506109260453e+00,3.197147087790909170e-01,1.181714034984862337e+03,9.591656390005407502e+02,2.205914092417932579e+02,1.956986742528542766e+00,0.000000000000000000e+00
-2.552887798986195333e-01,-2.915533389016255583e+00,3.166709088850955811e-01,1.182020775927358727e+03,9.627610674192322904e+02,2.185074386595874216e+02,7.522698485391300371e-01,1.000000000000000000e+00
-2.552887798986195333e-01,-2.915533389016255583e+00,3.166709088850955811e-01,1.182020775927358727e+03,9.627610674192322904e+02,2.185074386595874216e+02,7.522698485391300371e-01,0.000000000000000000e+00
-2.474956694464889584e-01,-2.969298553035184529e+00,3.195621335824827547e-01,1.181920084045697649e+03,9.579362359110783700e+02,2.222508461582520738e+02,1.733001976367086527e+00,1.000000000000000000e+00
-2.474956694464889584e-01,-2.969298553035184529e+00,3.195621335824827547e-01,1.181920084045697649e+03,9.579362359110783700e+02,2.222508461582520738e+02,1.733001976367086527e+00,0.000000000000000000e+00
-2.474956694464889584e-01,-2.969298553035184529e+00,3.195621335824827547e-01,1.181920084045697649e+03,9.579362359110783700e+02,2.222508461582520738e+02,1.733001976367086527e+00,0.000000000000000000e+00
-2.474956694464889584e-01,-2.969298553035184529e+00,3.195621335824827547e-01,1.181920084045697649e+03,9.579362359110783700e+02,2.222508461582520738e+02,1.733001976367086527e+00,0.000000000000000000e+00
-2.474956694464889584e-01,-2.969298553035184529e+00,3.195621335824827547e-01,1.181920084045697649e+03,9.579362359110783700e+02,2.222508461582520738e+02,1.733001976367086527e+00,0.000000000000000000e+00
-2.474956694464889584e-01,-2.969298553035184529e+00,3.195621335824827547e-01,1.181920084045697649e+03,9.579362359110783700e+02,2.222508461582520738e+02,1.733001976367086527e+00,0.000000000000000000e+00
-2.474956694464889584e-01,-2.969298553035184529e+00,3.195621335824827547e-01,1.181920084045697649e+03,9.579362359110783700e+02,2.222508461582520738e+02,1.733001976367086527e+00,0.000000000000000000e+00
-2.474956694464889584e-01,-2.969298553035184529e+00,3.195621335824827547e-01,1.181920084045697649e+03,9.579362359110783700e+02,2.222508461582520738e+02,1.733001976367086527e+00,0.000000000000000000e+00
-2.631619035196410272e-01,-2.940390932618284214e+00,3.155404552119348005e-01,1.180325745362526732e+03,9.717188448133155134e+02,2.075200761408353571e+02,1.086824408375838269e+00,1.000000000000000000e+00
-2.631619035196410272e-01,-2.940390932618284214e+00,3.155404552119348005e-01,1.180325745362526732e+03,9.717188448133155134e+02,2.075200761408353571e+02,1.086824408375838269e+00,0.000000000000000000e+00
-2.758072428730906078e-01,-2.952643925265071800e+00,3.111033989034258651e-01,1.178349980306683392e+03,9.873119795565255572e+02,1.902962780618724707e+02,7.417226882853901193e-01,1.000000000000000000e+00
-2.307741810003169913e-01,-2.969635365440964403e+00,3.016323606687889014e-01,1.173129938276083976e+03,9.580392323062928881e+02,2.135246649898680857e+02,1.566040979922890486e+00,1.000000000000000000e+00
-2.307741810003169913e-01,-2.969635365440964403e+00,3.016323606687889014e-01,1.173129938276083976e+03,9.580392323062928881e+02,2.135246649898680857e+02,1.566040979922890486e+00,0.000000000000000000e+00
-2.307741810003169913e-01,-2.969635365440964403e+00,3.016323606687889014e-01,1.173129938276083976e+03,9.580392323062928881e+02,2.135246649898680857e+02,1.566040979922890486e+00,0.000000000000000000e+00
-2.307741810003169913e-01,-2.969635365440964403e+00,3.016323606687889014e-01,1.173129938276083976e+03,9.580392323062928881e+02,2.135246649898680857e+02,1.566040979922890486e+00,0.000000000000000000e+00
-2.353696384394970420e-01,-2.997000001575413020e+00,3.121539187180041308e-01,1.175326857544708901e+03,9.557218634705432123e+02,2.195137445790706465e+02,9.124949509504762246e-02,1.000000000000000000e+00
