w0,wa,omega_m,chi2_total,chi2_sn,chi2_bao,chi2_cmb,accepted
-2.198016593143110320e-01,-2.985471366885301681e+00,2.941656181604034304e-01,1.173188137330064365e+03,9.557333586095287501e+02,2.118039116039316525e+02,5.650867116603971674e+00,0.000000000000000000e+00
-2.198016593143110320e-01,-2.985471366885301681e+00,2.941656181604034304e-01,1.173188137330064365e+03,9.557333586095287501e+02,2.118039116039316525e+02,5.650867116603971674e+00,0.000000000000000000e+00
-2.198016593143110320e-01,-2.985471366885301681e+00,2.941656181604034304e-01,1.173188137330064365e+03,9.557333586095287501e+02,2.118039116039316525e+02,5.650867116603971674e+00,0.000000000000000000e+00
-2.198016593143110320e-01,-2.985471366885301681e+00,2.941656181604034304e-01,1.173188137330064365e+03,9.557333586095287501e+02,2.118039116039316525e+02,5.650867116603971674e+00,0.000000000000000000e+00
-2.198016593143110320e-01,-2.985471366885301681e+00,2.941656181604034304e-01,1.173188137330064365e+03,9.557333586095287501e+02,2.118039116039316525e+02,5.650867116603971674e+00,0.000000000000000000e+00
-2.198016593143110320e-01,-2.985471366885301681e+00,2.941656181604034304e-01,1.173188137330064365e+03,9.557333586095287501e+02,2.118039116039316525e+02,5.650867116603971674e+00,0.000000000000000000e+00
-2.198016593143110320e-01,-2.985471366885301681e+00,2.941656181604034304e-01,1.173188137330064365e+03,9.557333586095287501e+02,2.118039116039316525e+02,5.650867116603971674e+00,0.000000000000000000e+00
-2.198016593143110320e-01,-2.985471366885301681e+00,2.941656181604034304e-01,1.173188137330064365e+03,9.557333586095287501e+02,2.118039116039316525e+02,5.650867116603971674e+00,0.000000000000000000e+00
-2.559257102043369647e-01,-2.960526751688653757e+00,2.918368459657460501e-01,1.172855087268910665e+03,9.875084733361431972e+02,1.815676951497445373e+02,3.778918783022852335e+00,1.000000000000000000e+00
-2.559257102043369647e-01,-2.960526751688653757e+00,2.918368459657460501e-01,1.172855087268910665e+03,9.875084733361431972e+02,1.815676951497445373e+02,3.778918783022852335e+00,0.000000000000000000e+00
-2.559257102043369647e-01,-2.960526751688653757e+00,2.918368459657460501e-01,1.172855087268910665e+03,9.875084733361431972e+02,1.815676951497445373e+02,3.778918783022852335e+00,0.000000000000000000e+00
-2.559257102043369647e-01,-2.960526751688653757e+00,2.918368459657460501e-01,1.172855087268910665e+03,9.875084733361431972e+02,1.815676951497445373e+02,3.778918783022852335e+00,0.000000000000000000e+00
-2.559257102043369647e-01,-2.960526751688653757e+00,2.918368459657460501e-01,1.172855087268910665e+03,9.875084733361431972e+02,1.815676951497445373e+02,3.778918783022852335e+00,0.000000000000000000e+00
-2.507536485063690535e-01,-2.891662940270291582e+00,2.940213770086446132e-01,1.176938697066031636e+03,9.754591163284596860e+02,1.967332349206904496e+02,4.746345816881462731e+00,1.000000000000000000e+00
-2.507536485063690535e-01,-2.891662940270291582e+00,2.940213770086446132e-01,1.176938697066031636e+03,9.754591163284596860e+02,1.967332349206904496e+02,4.746345816881462731e+00,0.000000000000000000e+00
-2.533813292483698687e-01,-2.914565097127489235e+00,2.903192418173948797e-01,1.176168893121923247e+03,9.828273977932537946e+02,1.872830592539665986e+02,6.058436074702902019e+00,1.000000000000000000e+00
-2.743642583904072341e-01,-2.972981385412307276e+00,3.046260459308205437e-01,1.174704027405137595e+03,9.936339739171004339e+02,1.810469418449418129e+02,2.311164309527447350e-02,1.000000000000000000e+00
-2.743642583904072341e-01,-2.972981385412307276e+00,3.046260459308205437e-01,1.174704027405137595e+03,9.936339739171004339e+02,1.810469418449418129e+02,2.311164309527447350e-02,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,1.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.518115361140687569e-01,-2.950662299849279968e+00,2.930443307905438721e-01,1.173134348898552162e+03,9.818231242059655415e+02,1.875360420498699909e+02,3.775182642716666592e+00,0.000000000000000000e+00
-2.542343730653796596e-01,-2.963513365201114080e+00,2.959592344122295993e-01,1.172081564121330985e+03,9.824413958487393757e+02,1.875600249681086495e+02,2.080143304483106359e+00,1.000000000000000000e+00
-2.542343730653796596e-01,-2.963513365201114080e+00,2.959592344122295993e-01,1.172081564121330985e+03,9.824413958487393757e+02,1.875600249681086495e+02,2.080143304483106359e+00,0.000000000000000000e+00
-2.542343730653796596e-01,-2.963513365201114080e+00,2.959592344122295993e-01,1.172081564121330985e+03,9.824413958487393757e+02,1.875600249681086495e+02,2.080143304483106359e+00,0.000000000000000000e+00
-2.542343730653796596e-01,-2.963513365201114080e+00,2.959592344122295993e-01,1.172081564121330985e+03,9.824413958487393757e+02,1.875600249681086495e+02,2.080143304483106359e+00,0.000000000000000000e+00
-2.542343730653796596e-01,-2.963513365201114080e+00,2.959592344122295993e-01,1.172081564121330985e+03,9.824413958487393757e+02,1.875600249681086495e+02,2.080143304483106359e+00,0.000000000000000000e+00
-2.542343730653796596e-01,-2.963513365201114080e+00,2.959592344122295993e-01,1.172081564121330985e+03,9.824413958487393757e+02,1.875600249681086495e+02,2.080143304483106359e+00,0.000000000000000000e+00
-2.521147846738329146e-01,-2.976700023035807163e+00,2.982740644266840824e-01,1.171324659424665469e+03,9.795015135629412271e+02,1.905510256152365400e+02,1.272120246487669304e+00,1.000000000000000000e+00
-2.521147846738329146e-01,-2.976700023035807163e+00,2.982740644266840824e-01,1.171324659424665469e+03,9.795015135629412271e+02,1.905510256152365400e+02,1.272120246487669304e+00,0.000000000000000000e+00
-2.521147846738329146e-01,-2.976700023035807163e+00,2.982740644266840824e-01,1.171324659424665469e+03,9.795015135629412271e+02,1.905510256152365400e+02,1.272120246487669304e+00,0.000000000000000000e+00
-2.521147846738329146e-01,-2.976700023035807163e+00,2.982740644266840824e-01,1.171324659424665469e+03,9.795015135629412271e+02,1.905510256152365400e+02,1.272120246487669304e+00,0.000000000000000000e+00
-2.521147846738329146e-01,-2.976700023035807163e+00,2.982740644266840824e-01,1.171324659424665469e+03,9.795015135629412271e+02,1.905510256152365400e+02,1.272120246487669304e+00,0.000000000000000000e+00
-2.521147846738329146e-01,-2.976700023035807163e+00,2.982740644266840824e-01,1.171324659424665469e+03,9.795015135629412271e+02,1.905510256152365400e+02,1.272120246487669304e+00,0.000000000000000000e+00
-2.521147846738329146e-01,-2.976700023035807163e+00,2.982740644266840824e-01,1.171324659424665469e+03,9.795015135629412271e+02,1.905510256152365400e+02,1.272120246487669304e+00,0.000000000000000000e+00
-2.521147846738329146e-01,-2.976700023035807163e+00,2.982740644266840824e-01,1.171324659424665469e+03,9.795015135629412271e+02,1.905510256152365400e+02,1.272120246487669304e+00,0.000000000000000000e+00
-2.521147846738329146e-01,-2.976700023035807163e+00,2.982740644266840824e-01,1.171324659424665469e+03,9.795015135629412271e+02,1.905510256152365400e+02,1.272120246487669304e+00,0.000000000000000000e+00
-2.521147846738329146e-01,-2.976700023035807163e+00,2.982740644266840824e-01,1.171324659424665469e+03,9.795015135629412271e+02,1.905510256152365400e+02,1.272120246487669304e+00,0.000000000000000000e+00
-2.521147846738329146e-01,-2.976700023035807163e+00,2.982740644266840824e-01,1.171324659424665469e+03,9.795015135629412271e+02,1.905510256152365400e+02,1.272120246487669304e+00,0.000000000000000000e+00
-2.521147846738329146e-01,-2.976700023035807163e+00,2.982740644266840824e-01,1.171324659424665469e+03,9.795015135629412271e+02,1.905510256152365400e+02,1.272120246487669304e+00,0.000000000000000000e+00
-2.521147846738329146e-01,-2.976700023035807163e+00,2.982740644266840824e-01,1.171324659424665469e+03,9.795015135629412271e+02,1.905510256152365400e+02,1.272120246487669304e+00,0.000000000000000000e+00
-2.385736163097739448e-01,-2.980794959163971747e+00,3.075908139435543642e-01,1.173652387369412054e+03,9.606190738834845888e+02,2.129623083703438908e+02,7.100511558354882791e-02,1.000000000000000000e+00
-2.385736163097739448e-01,-2.980794959163971747e+00,3.075908139435543642e-01,1.173652387369412054e+03,9.606190738834845888e+02,2.129623083703438908e+02,7.100511558354882791e-02,0.000000000000000000e+00
-2.385736163097739448e-01,-2.980794959163971747e+00,3.075908139435543642e-01,1.173652387369412054e+03,9.606190738834845888e+02,2.129623083703438908e+02,7.100511558354882791e-02,0.000000000000000000e+00
-2.439969449006651747e-01,-2.987294891427654253e+00,3.111242491195805315e-01,1.174925197330156379e+03,9.627336904866024270e+02,2.120864781223962723e+02,1.050287211576212548e-01,1.000000000000000000e+00
-2.439969449006651747e-01,-2.987294891427654253e+00,3.111242491195805315e-01,1.174925197330156379e+03,9.627336904866024270e+02,2.120864781223962723e+02,1.050287211576212548e-01,0.000000000000000000e+00
-2.439969449006651747e-01,-2.987294891427654253e+00,3.111242491195805315e-01,1.174925197330156379e+03,9.627336904866024270e+02,2.120864781223962723e+02,1.050287211576212548e-01,0.000000000000000000e+00
-2.439969449006651747e-01,-2.987294891427654253e+00,3.111242491195805315e-01,1.174925197330156379e+03,9.627336904866024270e+02,2.120864781223962723e+02,1.050287211576212548e-01,0.000000000000000000e+00
-2.278840090711625743e-01,-2.977270201957028739e+00,3.086632400755320305e-01,1.175276259531933874e+03,9.511372913277524503e+02,2.239754342251585228e+02,1.635339790229272949e-01,1.000000000000000000e+00
-2.278840090711625743e-01,-2.977270201957028739e+00,3.086632400755320305e-01,1.175276259531933874e+03,9.511372913277524503e+02,2.239754342251585228e+02,1.635339790229272949e-01,0.000000000000000000e+00
-2.278840090711625743e-01,-2.977270201957028739e+00,3.086632400755320305e-01,1.175276259531933874e+03,9.511372913277524503e+02,2.239754342251585228e+02,1.635339790229272949e-01,0.000000000000000000e+00
-2.278840090711625743e-01,-2.977270201957028739e+00,3.086632400755320305e-01,1.175276259531933874e+03,9.511372913277524503e+02,2.239754342251585228e+02,1.635339790229272949e-01,0.000000000000000000e+00
-2.278840090711625743e-01,-2.977270201957028739e+00,3.086632400755320305e-01,1.175276259531933874e+03,9.511372913277524503e+02,2.239754342251585228e+02,1.635339790229272949e-01,0.000000000000000000e+00
-2.278840090711625743e-01,-2.977270201957028739e+00,3.086632400755320305e-01,1.175276259531933874e+03,9.511372913277524503e+02,2.239754342251585228e+02,1.635339790229272949e-01,0.000000000000000000e+00
-2.278840090711625743e-01,-2.977270201957028739e+00,3.086632400755320305e-01,1.175276259531933874e+03,9.511372913277524503e+02,2.239754342251585228e+02,1.635339790229272949e-01,0.000000000000000000e+00
-2.278840090711625743e-01,-2.977270201957028739e+00,3.086632400755320305e-01,1.175276259531933874e+03,9.511372913277524503e+02,2.239754342251585228e+02,1.635339790229272949e-01,0.000000000000000000e+00
-2.278840090711625743e-01,-2.977270201957028739e+00,3.086632400755320305e-01,1.175276259531933874e+03,9.511372913277524503e+02,2.239754342251585228e+02,1.635339790229272949e-01,0.000000000000000000e+00
-2.278840090711625743e-01,-2.977270201957028739e+00,3.086632400755320305e-01,1.175276259531933874e+03,9.511372913277524503e+02,2.239754342251585228e+02,1.635339790229272949e-01,0.000000000000000000e+00
-2.278840090711625743e-01,-2.977270201957028739e+00,3.086632400755320305e-01,1.175276259531933874e+03,9.511372913277524503e+02,2.239754342251585228e+02,1.635339790229272949e-01,0.000000000000000000e+00
-2.308762969252696751e-01,-2.991438291525825743e+00,2.924188807671789792e-01,1.171468598426889912e+03,9.668545705224037192e+02,1.993319210464368041e+02,5.282106858049415266e+00,1.000000000000000000e+00
-2.308762969252696751e-01,-2.991438291525825743e+00,2.924188807671789792e-01,1.171468598426889912e+03,9.668545705224037192e+02,1.993319210464368041e+02,5.282106858049415266e+00,0.000000000000000000e+00
-2.308762969252696751e-01,-2.991438291525825743e+00,2.924188807671789792e-01,1.171468598426889912e+03,9.668545705224037192e+02,1.993319210464368041e+02,5.282106858049415266e+00,0.000000000000000000e+00
-2.308762969252696751e-01,-2.991438291525825743e+00,2.924188807671789792e-01,1.171468598426889912e+03,9.668545705224037192e+02,1.993319210464368041e+02,5.282106858049415266e+00,0.000000000000000000e+00
-2.308762969252696751e-01,-2.991438291525825743e+00,2.924188807671789792e-01,1.171468598426889912e+03,9.668545705224037192e+02,1.993319210464368041e+02,5.282106858049415266e+00,0.000000000000000000e+00
-2.308762969252696751e-01,-2.991438291525825743e+00,2.924188807671789792e-01,1.171468598426889912e+03,9.668545705224037192e+02,1.993319210464368041e+02,5.282106858049415266e+00,0.000000000000000000e+00
-2.308762969252696751e-01,-2.991438291525825743e+00,2.924188807671789792e-01,1.171468598426889912e+03,9.668545705224037192e+02,1.993319210464368041e+02,5.282106858049415266e+00,0.000000000000000000e+00
-2.308762969252696751e-01,-2.991438291525825743e+00,2.924188807671789792e-01,1.171468598426889912e+03,9.668545705224037192e+02,1.993319210464368041e+02,5.282106858049415266e+00,0.000000000000000000e+00
-2.308762969252696751e-01,-2.991438291525825743e+00,2.924188807671789792e-01,1.171468598426889912e+03,9.668545705224037192e+02,1.993319210464368041e+02,5.282106858049415266e+00,0.000000000000000000e+00
-2.308762969252696751e-01,-2.991438291525825743e+00,2.924188807671789792e-01,1.171468598426889912e+03,9.668545705224037192e+02,1.993319210464368041e+02,5.282106858049415266e+00,0.000000000000000000e+00
-2.308762969252696751e-01,-2.991438291525825743e+00,2.924188807671789792e-01,1.171468598426889912e+03,9.668545705224037192e+02,1.993319210464368041e+02,5.282106858049415266e+00,0.000000000000000000e+00
-2.308762969252696751e-01,-2.991438291525825743e+00,2.924188807671789792e-01,1.171468598426889912e+03,9.668545705224037192e+02,1.993319210464368041e+02,5.282106858049415266e+00,0.000000000000000000e+00
-2.308762969252696751e-01,-2.991438291525825743e+00,2.924188807671789792e-01,1.171468598426889912e+03,9.668545705224037192e+02,1.993319210464368041e+02,5.282106858049415266e+00,0.000000000000000000e+00
-2.628463026018457160e-01,-2.965158026241618838e+00,2.935027863468302467e-01,1.172696512297972959e+03,9.928392124956226326e+02,1.774822901282511225e+02,2.375009674099145762e+00,1.000000000000000000e+00
-2.628463026018457160e-01,-2.965158026241618838e+00,2.935027863468302467e-01,1.172696512297972959e+03,9.928392124956226326e+02,1.774822901282511225e+02,2.375009674099145762e+00,0.000000000000000000e+00
-2.628463026018457160e-01,-2.965158026241618838e+00,2.935027863468302467e-01,1.172696512297972959e+03,9.928392124956226326e+02,1.774822901282511225e+02,2.375009674099145762e+00,0.000000000000000000e+00
-2.628463026018457160e-01,-2.965158026241618838e+00,2.935027863468302467e-01,1.172696512297972959e+03,9.928392124956226326e+02,1.774822901282511225e+02,2.375009674099145762e+00,0.000000000000000000e+00
-2.628463026018457160e-01,-2.965158026241618838e+00,2.935027863468302467e-01,1.172696512297972959e+03,9.928392124956226326e+02,1.774822901282511225e+02,2.375009674099145762e+00,0.000000000000000000e+00
-2.628463026018457160e-01,-2.965158026241618838e+00,2.935027863468302467e-01,1.172696512297972959e+03,9.928392124956226326e+02,1.774822901282511225e+02,2.375009674099145762e+00,0.000000000000000000e+00
-2.628463026018457160e-01,-2.965158026241618838e+00,2.935027863468302467e-01,1.172696512297972959e+03,9.928392124956226326e+02,1.774822901282511225e+02,2.375009674099145762e+00,0.000000000000000000e+00
-2.628463026018457160e-01,-2.965158026241618838e+00,2.935027863468302467e-01,1.172696512297972959e+03,9.928392124956226326e+02,1.774822901282511225e+02,2.375009674099145762e+00,0.000000000000000000e+00
-2.628463026018457160e-01,-2.965158026241618838e+00,2.935027863468302467e-01,1.172696512297972959e+03,9.928392124956226326e+02,1.774822901282511225e+02,2.375009674099145762e+00,0.000000000000000000e+00
-2.452144926412684056e-01,-2.959510114030625250e+00,3.050565088912635670e-01,1.173645457342028976e+03,9.665926662505826243e+02,2.067621926131629664e+02,2.905984782833584412e-01,1.000000000000000000e+00
-2.452144926412684056e-01,-2.959510114030625250e+00,3.050565088912635670e-01,1.173645457342028976e+03,9.665926662505826243e+02,2.067621926131629664e+02,2.905984782833584412e-01,0.000000000000000000e+00
-2.452144926412684056e-01,-2.959510114030625250e+00,3.050565088912635670e-01,1.173645457342028976e+03,9.665926662505826243e+02,2.067621926131629664e+02,2.905984782833584412e-01,0.000000000000000000e+00
-2.849226546093456269e-01,-2.986716755827389491e+00,3.042325933444144370e-01,1.176217268976517062e+03,1.005087622740488541e+03,1.709590478695618003e+02,1.705983664666292088e-01,1.000000000000000000e+00
-2.425433775792587843e-01,-2.977596731707760735e+00,2.891972149449788532e-01,1.172522400845926313e+03,9.788867949107935829e+02,1.873312670677768779e+02,6.304338867355930631e+00,1.000000000000000000e+00
-2.425433775792587843e-01,-2.977596731707760735e+00,2.891972149449788532e-01,1.172522400845926313e+03,9.788867949107935829e+02,1.873312670677768779e+02,6.304338867355930631e+00,0.000000000000000000e+00
-2.425433775792587843e-01,-2.977596731707760735e+00,2.891972149449788532e-01,1.172522400845926313e+03,9.788867949107935829e+02,1.873312670677768779e+02,6.304338867355930631e+00,0.000000000000000000e+00
-2.598373816947923687e-01,-2.998144766930400884e+00,2.913193775281261444e-01,1.171211842383931753e+03,9.948115774334705748e+02,1.734787307188365162e+02,2.921534231624677957e+00,1.000000000000000000e+00
-2.598373816947923687e-01,-2.998144766930400884e+00,2.913193775281261444e-01,1.171211842383931753e+03,9.948115774334705748e+02,1.734787307188365162e+02,2.921534231624677957e+00,0.000000000000000000e+00
-2.598373816947923687e-01,-2.998144766930400884e+00,2.913193775281261444e-01,1.171211842383931753e+03,9.948115774334705748e+02,1.734787307188365162e+02,2.921534231624677957e+00,0.000000000000000000e+00
-2.598373816947923687e-01,-2.998144766930400884e+00,2.913193775281261444e-01,1.171211842383931753e+03,9.948115774334705748e+02,1.734787307188365162e+02,2.921534231624677957e+00,0.000000000000000000e+00
-2.598373816947923687e-01,-2.998144766930400884e+00,2.913193775281261444e-01,1.171211842383931753e+03,9.948115774334705748e+02,1.734787307188365162e+02,2.921534231624677957e+00,0.000000000000000000e+00
-2.598373816947923687e-01,-2.998144766930400884e+00,2.913193775281261444e-01,1.171211842383931753e+03,9.948115774334705748e+02,1.734787307188365162e+02,2.921534231624677957e+00,0.000000000000000000e+00
-2.598373816947923687e-01,-2.998144766930400884e+00,2.913193775281261444e-01,1.171211842383931753e+03,9.948115774334705748e+02,1.734787307188365162e+02,2.921534231624677957e+00,0.000000000000000000e+00
-2.598373816947923687e-01,-2.998144766930400884e+00,2.913193775281261444e-01,1.171211842383931753e+03,9.948115774334705748e+02,1.734787307188365162e+02,2.921534231624677957e+00,0.000000000000000000e+00
-2.598373816947923687e-01,-2.998144766930400884e+00,2.913193775281261444e-01,1.171211842383931753e+03,9.948115774334705748e+02,1.734787307188365162e+02,2.921534231624677957e+00,0.000000000000000000e+00
-2.598373816947923687e-01,-2.998144766930400884e+00,2.913193775281261444e-01,1.171211842383931753e+03,9.948115774334705748e+02,1.734787307188365162e+02,2.921534231624677957e+00,0.000000000000000000e+00
-2.598373816947923687e-01,-2.998144766930400884e+00,2.913193775281261444e-01,1.171211842383931753e+03,9.948115774334705748e+02,1.734787307188365162e+02,2.921534231624677957e+00,0.000000000000000000e+00
-2.598373816947923687e-01,-2.998144766930400884e+00,2.913193775281261444e-01,1.171211842383931753e+03,9.948115774334705748e+02,1.734787307188365162e+02,2.921534231624677957e+00,0.000000000000000000e+00
-3.075269624921274092e-01,-2.946146077261460050e+00,2.995113880773575543e-01,1.182318957681048232e+03,1.029274677642699544e+03,1.530261977640710427e+02,1.808227427767771997e-02,1.000000000000000000e+00
-3.075269624921274092e-01,-2.946146077261460050e+00,2.995113880773575543e-01,1.182318957681048232e+03,1.029274677642699544e+03,1.530261977640710427e+02,1.808227427767771997e-02,0.000000000000000000e+00
-2.960389657364719262e-01,-2.936352519747053691e+00,3.022270059139611775e-01,1.179458663553344195e+03,1.013760803844369661e+03,1.656728340951123641e+02,2.502561386230413298e-02,1.000000000000000000e+00
-2.960389657364719262e-01,-2.936352519747053691e+00,3.022270059139611775e-01,1.179458663553344195e+03,1.013760803844369661e+03,1.656728340951123641e+02,2.502561386230413298e-02,0.000000000000000000e+00
-2.960389657364719262e-01,-2.936352519747053691e+00,3.022270059139611775e-01,1.179458663553344195e+03,1.013760803844369661e+03,1.656728340951123641e+02,2.502561386230413298e-02,0.000000000000000000e+00
-2.363513976910041059e-01,-2.947370738441305260e+00,3.124018461788489742e-01,1.178331809373648412e+03,9.531267531727156666e+02,2.251974504444104070e+02,7.605756522281958108e-03,1.000000000000000000e+00
-2.363513976910041059e-01,-2.947370738441305260e+00,3.124018461788489742e-01,1.178331809373648412e+03,9.531267531727156666e+02,2.251974504444104070e+02,7.605756522281958108e-03,0.000000000000000000e+00
-2.363513976910041059e-01,-2.947370738441305260e+00,3.124018461788489742e-01,1.178331809373648412e+03,9.531267531727156666e+02,2.251974504444104070e+02,7.605756522281958108e-03,0.000000000000000000e+00
-2.363513976910041059e-01,-2.947370738441305260e+00,3.124018461788489742e-01,1.178331809373648412e+03,9.531267531727156666e+02,2.251974504444104070e+02,7.605756522281958108e-03,0.000000000000000000e+00
-2.268403371763663134e-01,-2.992129106346033574e+00,3.116562461345184221e-01,1.176023523028781256e+03,9.491806802963104701e+02,2.268425155593060367e+02,3.271731649045436265e-04,1.000000000000000000e+00
-2.268403371763663134e-01,-2.992129106346033574e+00,3.116562461345184221e-01,1.176023523028781256e+03,9.491806802963104701e+02,2.268425155593060367e+02,3.271731649045436265e-04,0.000000000000000000e+00
-2.268403371763663134e-01,-2.992129106346033574e+00,3.116562461345184221e-01,1.176023523028781256e+03,9.491806802963104701e+02,2.268425155593060367e+02,3.271731649045436265e-04,0.000000000000000000e+00
-2.268403371763663134e-01,-2.992129106346033574e+00,3.116562461345184221e-01,1.176023523028781256e+03,9.491806802963104701e+02,2.268425155593060367e+02,3.271731649045436265e-04,0.000000000000000000e+00
-2.268403371763663134e-01,-2.992129106346033574e+00,3.116562461345184221e-01,1.176023523028781256e+03,9.491806802963104701e+02,2.268425155593060367e+02,3.271731649045436265e-04,0.000000000000000000e+00
-2.268403371763663134e-01,-2.992129106346033574e+00,3.116562461345184221e-01,1.176023523028781256e+03,9.491806802963104701e+02,2.268425155593060367e+02,3.271731649045436265e-04,0.000000000000000000e+00
-2.268403371763663134e-01,-2.992129106346033574e+00,3.116562461345184221e-01,1.176023523028781256e+03,9.491806802963104701e+02,2.268425155593060367e+02,3.271731649045436265e-04,0.000000000000000000e+00
-2.268403371763663134e-01,-2.992129106346033574e+00,3.116562461345184221e-01,1.176023523028781256e+03,9.491806802963104701e+02,2.268425155593060367e+02,3.271731649045436265e-04,0.000000000000000000e+00
-2.171133994825398539e-01,-2.996406870902901698e+00,3.025586073340242876e-01,1.173255124464209075e+03,9.482934354645876738e+02,2.232398496749066226e+02,1.721839324714867780e+00,1.000000000000000000e+00
-2.352230916661922910e-01,-2.984949518218110498e+00,3.013814778032117836e-01,1.171622955713052534e+03,9.629496709453810581e+02,2.074813976693882864e+02,1.191887098283135549e+00,1.000000000000000000e+00
-2.352230916661922910e-01,-2.984949518218110498e+00,3.013814778032117836e-01,1.171622955713052534e+03,9.629496709453810581e+02,2.074813976693882864e+02,1.191887098283135549e+00,0.000000000000000000e+00
-2.352230916661922910e-01,-2.984949518218110498e+00,3.013814778032117836e-01,1.171622955713052534e+03,9.629496709453810581e+02,2.074813976693882864e+02,1.191887098283135549e+00,0.000000000000000000e+00
-2.352230916661922910e-01,-2.984949518218110498e+00,3.013814778032117836e-01,1.171622955713052534e+03,9.629496709453810581e+02,2.074813976693882864e+02,1.191887098283135549e+00,0.000000000000000000e+00
