R_over_R0,f_R,f_RR,m_s2_over_R0
6692.831306348986,0.9520276236768433,1.0900000000000004e-06,288909.0023097623
6962.673124550047,0.9511801962596922,1.0900000000000004e-06,288559.9029216919
7243.395165450132,0.950323370000861,1.0900000000000004e-06,288204.30252921104
7535.436126052653,0.9494571112547732,1.0900000000000004e-06,287842.0446108182
7839.252391781769,0.9485813868746154,1.0900000000000004e-06,287472.96690139844
8155.318749679558,0.9476961642169149,1.0900000000000004e-06,287096.90115589113
8484.129130359335,0.9468014111461062,1.0900000000000004e-06,286713.67290336825
8826.19737987241,0.9458970960390917,1.0900000000000004e-06,286323.1011911408
9182.058062700338,0.9449831877897797,1.0900000000000004e-06,285924.998318482
9552.267297117492,0.9440596558136258,1.0900000000000004e-06,285519.16955956194
9937.403624239365,0.9431264700521493,1.0900000000000004e-06,285105.41287514626
10338.068912108482,0.9421836009774408,1.0900000000000004e-06,284683.51861261233
10754.88929623269,0.9412310195966546,1.0900000000000004e-06,284253.26919381064
11188.51615804531,0.9402686974564852,1.0900000000000004e-06,283814.43879027996
11639.627142815998,0.9392966066476283,1.0900000000000004e-06,283366.79298530845
12108.927218602887,0.9383147198092234,1.0900000000000004e-06,282910.0884223076
12597.149777900857,0.9373230101332805,1.0900000000000004e-06,282444.07243895053
13105.05778370705,0.9363214513690862,1.0900000000000004e-06,281968.482686497
13633.44496179505,0.9353100178275914,1.0900000000000004e-06,281483.04673371086
14183.137041060038,0.934288684385778,1.0900000000000004e-06,280987.48165474687
14754.993043873505,0.9332574264910046,1.0900000000000004e-06,280481.4936003615
15349.906628463788,0.9322162201653305,1.0900000000000004e-06,279964.77735177515
15968.807485419766,0.9311650420098159,1.0900000000000004e-06,279437.01585648564
16612.662790499995,0.930103869208799,1.0900000000000004e-06,278897.879745307
17282.47871601893,0.9290326795341463,1.0900000000000004e-06,278347.0268298732
17979.302003163608,0.9279514513494873,1.0900000000000004e-06,277784.10157982836
18704.221597717773,0.9268601636144023,1.0900000000000004e-06,277208.73457886535
19458.370351720852,0.9257587958886059,1.0900000000000004e-06,276620.5419587859
20242.926793745482,0.9246473283360883,1.0900000000000004e-06,276019.12481067446
21059.116970546555,0.9235257417292324,1.0900000000000004e-06,275404.0685722741
21908.216362963372,0.9223940174529002,1.0900000000000004e-06,274774.94239060243
22791.551879068204,0.9212521375084886,1.0900000000000004e-06,274131.29845880857
23710.503927675138,0.9201000845179546,1.0900000000000004e-06,273472.671326235
24666.50857544977,0.9189378417278072,1.0900000000000004e-06,272798.5771806015
25661.059790989737,0.9177653930130663,1.0900000000000004e-06,272108.51310118876
26695.711779382767,0.9165827228811874,1.0900000000000004e-06,271401.9562818532
27772.08141088996,0.9153898164759522,1.0900000000000004e-06,270678.363222655
28891.850747548968,0.9141866595813226,1.0900000000000004e-06,269937.1688888361
30056.769671645183,0.9129732386252579,1.0900000000000004e-06,269177.7858358301
31268.65862015753,0.9117495406834953,1.0900000000000004e-06,268399.6032989368
32529.41142945183,0.9105155534832914,1.0900000000000004e-06,267601.986246235
33840.99829466615,0.909271265407124,1.0900000000000004e-06,266784.2743932531
35205.468848412005,0.9080166654963555,1.0900000000000004e-06,265945.7811778551
36624.955363602494,0.9067517434548532,1.0900000000000004e-06,265085.79269373894
38101.67608541074,0.9054764896525689,1.0900000000000004e-06,264203.56658087793
39637.93869756536,0.9041908951290759,1.0900000000000004e-06,263298.3308711711
41236.143928402395,0.9028949515970586,1.0900000000000004e-06,262369.28278749227
42898.78930228328,0.9015886514457748,1.0900000000000004e-06,261415.58749427702
44628.473042306694,0.9002719877444366,1.0900000000000004e-06,260436.37679765202
46427.89813031542,0.8989449542455852,1.0900000000000004e-06,259430.74779313186
48299.876530622874,0.8976075453883945,1.0900000000000004e-06,258397.76145872028
50247.33358401866,0.8962597563019357,1.0900000000000004e-06,257336.44119124007
52273.31257893582,0.8949015828083855,1.0900000000000004e-06,256245.7712835918
54380.97950689616,0.8935330214261992,1.0900000000000004e-06,255124.6953405756
56573.6280097047,0.8921540693732157,1.0900000000000004e-06,253972.11463077596
58854.684526082594,0.8907647245697239,1.0900000000000004e-06,252786.88637195522
61227.71364580229,0.8893649856414712,1.0900000000000004e-06,251567.82194726192
63696.42367968341,0.8879548519226212,1.0900000000000004e-06,250313.68504946976
66264.67245415271,0.8865343234586569,1.0900000000000004e-06,249023.1897503456
68936.47333941686,0.88510340100923,1.0900000000000004e-06,247694.9984921301
71716.0015206809,0.8836620860509512,1.0900000000000004e-06,246327.71999798436
74607.60052218453,0.8822103807801299,1.0900000000000004e-06,244919.90709814942
77615.78899427518,0.8807482881154528,1.0900000000000004e-06,243470.05446840753
80745.26777410577,0.8792758117006048,1.0900000000000004e-06,241976.59627731782
84000.92723099266,0.8777929559068322,1.0900000000000004e-06,240437.90373854738
87387.854907909,0.8762997258354459,1.0900000000000004e-06,238852.28256447244
90911.34347105329,0.8747961273202642,1.0900000000000004e-06,237217.97031706906
94576.89897991001,0.8732821669299936,1.0900000000000004e-06,235533.1336519546
98390.24949072367,0.8717578519705487,1.0900000000000004e-06,233795.86545127205
102357.35400682862,0.8702231904873081,1.0900000000000004e-06,232004.1818409372
106484.41178981341,0.8686781912673087,1.0900000000000004e-06,230156.01908758775
110777.8720460714,0.8671228638413719,1.0900000000000004e-06,228249.23037038345
115244.44400386453,0.8655572184861687,1.0900000000000004e-06,226281.58242261657
119891.10739664723,0.8639812662262161,1.0900000000000004e-06,224250.75203788085
124725.12336902597,0.8623950188358073,1.0900000000000004e-06,222154.3224353421
129754.04582239524,0.860798488840874,1.0900000000000004e-06,219989.77947842903
134985.73321795274,0.8591916895207843,1.0900000000000004e-06,217754.5077410445
140428.36085558272,0.8575746349100636,1.0900000000000004e-06,215445.78641513095
146090.43364772515,0.8559473398000528,1.0900000000000004e-06,213060.78505322084
151980.79940823154,0.8543098197404939,1.0900000000000004e-06,210596.55913930316
158108.66267695025,0.8526620910410421,1.0900000000000004e-06,208050.04548109055
164483.5991016344,0.8510041707727095,1.0900000000000004e-06,205418.05741649168
171115.57039964644,0.8493360767692332,1.0900000000000004e-06,202697.27982679458
178014.9399228246,0.8476578276283712,1.0900000000000004e-06,199884.26394877434
185192.48884982744,0.845969442713124,1.0900000000000004e-06,196975.42197761833
192659.43303125055,0.8442709421528821,1.0900000000000004e-06,193967.02145223814
200427.44051382897,0.8425623468444959,1.0900000000000004e-06,190855.17941419638
208508.6497710952,0.8408436784532718,1.0900000000000004e-06,187635.8563311247
216915.68866897427,0.8391149594138895,1.0900000000000004e-06,184304.84977513985
225661.6941959375,0.8373762129312439,1.0900000000000004e-06,180857.7878463828
234760.33298853537,0.8356274629812059,1.0900000000000004e-06,177290.1223314074
244225.8226843671,0.8338687343113075,1.0900000000000004e-06,173597.12158573305
254072.9541358439,0.8321000524413449,1.0900000000000004e-06,169773.86312944183
264317.1145194929,0.8303214436638937,1.0900000000000004e-06,165815.22594423435
274974.31137656746,0.8285329350447908,1.0900000000000004e-06,161715.88246004036
286061.1976233595,0.8267345544234355,1.0900000000000004e-06,157470.29021834047
297595.0975691264,0.8249263304131127,1.0900000000000004e-06,153072.68319962223
309594.03398314625,0.8231082924011788,1.0900000000000004e-06,148517.06280108535
322076.75625282514,0.821280470549176,1.0900000000000004e-06,143797.1884506411
335062.76967689017,0.8194428957928639,1.0900000000000004e-06,138906.56784252395
348572.3659394191,0.8175955998421659,1.0900000000000004e-06,133838.4467792657
362626.65481231007,0.8157386151810306,1.0900000000000004e-06,128585.79860416282
377247.59713568684,0.8138719750672094,1.0900000000000004e-06,123141.31320774023
392458.0391277665,0.8119957135319468,1.0900000000000004e-06,117497.38559103396
408281.7480777566,0.810109865379586,1.0900000000000004e-06,111646.10396783822
424743.4494775464,0.8082144661870851,1.0900000000000004e-06,105579.23738732701
441868.86565014475,0.8063095523034497,1.0900000000000004e-06,99288.22285773446
459684.755935238,0.8043951608490739,1.0900000000000004e-06,92764.15195096767
478218.9584945783,0.8024713297149969,1.0900000000000004e-06,85997.75686724963
497500.43380252336,0.8005380975620672,1.0900000000000004e-06,78979.39593801727
517559.3098896173,0.7985955038200209,1.0900000000000004e-06,71699.0385444458
538426.9294098942,0.796643588686468,1.0900000000000004e-06,64146.24942803766
560135.8986053492,0.7946823931257919,1.0900000000000004e-06,56310.17236879542
582720.138244123,0.7927119588679552,1.0900000000000004e-06,48179.513205462055
606214.9366118565,0.7907323284072162,1.0900000000000004e-06,39742.522171343226
630657.0046390177,0.7887435450007555,1.0900000000000004e-06,30986.975518111904
656084.5332502443,0.7867456526672096,1.0900000000000004e-06,21900.156398912244
682537.2530252908,0.7847386961851139,1.0900000000000004e-06,12468.834980901136
710056.4962646853,0.7827227210912527,1.0900000000000004e-06,2679.247756191296
738685.2615570612,0.7806977736789176,4.4901641484910637e-07,333333.0
768468.2809489282,0.7786639009960726,4.403043863939939e-07,333333.0
799452.0898217945,0.7766211508434279,4.315878076576892e-07,333333.0
831685.0995857118,0.7745695717724174,4.2287290256415313e-07,333333.00000000006
865217.6733027642,0.772509213083086,4.1416593800611573e-07,333332.9999999999
900102.2043585464,0.770440124821882,4.0547320482435784e-07,333333.0
936497.894575367,0.7683564685934074,3.967765043908794e-07,333333.00000000006
974258.435452528,0.7662699327008632,3.8813070622941495e-07,333332.99999999994
1013541.5206085958,0.7641748186398932,3.7951797384684375e-07,333333.00000000006
1054408.5406123337,0.7620711793542092,3.7094450068415706e-07,333333.0
1096923.3613640817,0.759959068520276,3.6241640726550806e-07,333333.0
1141152.423903704,0.7578385405445186,3.539397223774313e-07,333332.9999999999
1187164.8482428868,0.7557096505604377,3.4552036472601543e-07,333332.99999999994
1235032.5413840767,0.7535724544256261,3.3716412519125577e-07,333332.99999999994
1284830.3096948373,0.7514270087186918,3.2887664979186245e-07,333333.0
1336635.9758132736,0.7492733707360857,3.206634234666023e-07,333332.99999999994
1390530.5002671916,0.7471115984888342,3.1252975476994905e-07,333333.0
1446598.1079970808,0.7449417506991749,3.044807615705167e-07,333333.00000000006
1504926.41998062,0.7427638867970984,2.9652135783062355e-07,333332.99999999994
