R_over_R0,f_R,f_RR,m_s2_over_R0,z,T_Gyr,hamiltonian_energy_proxy
6561453319.597093,0.23320907655547624,3.5536873975864136e-11,333332.9999997155,2792.4732431687084,0.00011946844718051023,-270297.2321050059
6307142763.989911,0.23518842883061392,3.728330788746134e-11,333333.00000021077,2755.906613656129,0.00012185319190437455,-269864.088927538
6062688844.641498,0.23717680802924765,3.911427748769726e-11,333332.99999992613,2719.818642171573,0.00012428553921730914,-269430.3658431059
5827709535.418067,0.23917417482065367,4.1033812614670394e-11,333332.99999994197,2684.203063070357,0.0001267664393285601,-268996.08366046316
5601837616.856502,0.24118048903881326,4.3046132259170284e-11,333332.9999998363,2649.053692725231,0.0001292968614147791,-268561.263203528
5384720102.283455,0.2431957096840891,4.515565330365643e-11,333332.99999994255,2614.364428452771,0.0001318777939986372,-268125.9253095769
5176017686.177101,0.24521979492502768,4.7366999658344597e-11,333333.00000003574,2580.1292474538186,0.00013451024533499658,-267690.09082457214
4975404213.909408,0.24725270210028485,4.968501181211944e-11,333333.0000000982,2546.3422057677976,0.00013719524380479051,-267253.7806001856
4782566172.040305,0.24929438772067639,5.2114756816766506e-11,333333.00000000815,2512.9974372407123,0.00013993383831676577,-266817.0154899763
4597202198.367147,0.25134480747135357,5.466153872382327e-11,333333.0000001043,2480.0891525066595,0.00014272709871724436,-266379.8163462912
4419022610.963805,0.25340391621410224,5.733090949418861e-11,333332.99999983626,2447.611637982669,0.00014557611620806462,-265942.20401565864
4247748955.47343,0.2554716679897665,6.01286804015062e-11,333332.99999999965,2415.5592548767054,0.00014848200377286488,-265504.1993370707
4083113569.9472995,0.2575480160207947,6.306093395125126e-11,333332.99999995076,2383.9264382086512,0.00015144589661187638,-265065.8231362823
3924859166.549803,0.2596329127139108,6.613403633839986e-11,333333.0000001085,2352.7076958441075,0.0001544689525853953,-264627.09622435493
3772738429.475798,0.26172630966290844,6.935465046755213e-11,333332.9999999992,2321.897607540842,0.00015755235266610686,-264188.0393926752
3626513628.4520044,0.2638281576515667,7.27297495604122e-11,333333.00000015384,2291.490824007719,0.00016069730140043844,-263748.6734110672
3485956247.218396,0.2659384066566891,7.626663137660511e-11,333333.00000013673,2261.482065975947,0.0001639050273791222,-263309.0190228612
3350846626.409034,0.2680570058512654,7.997293307492964e-11,333332.99999985454,2231.866123282488,0.00016717678371715018,-262869.0969425962
3220973620.274187,0.2701839036077547,8.385664674331472e-11,333333.0000000279,2202.637853965455,0.00017051384854331055,-262428.9278530839
3096134266.707348,0.2723190475014888,8.792613562695979e-11,333332.9999999224,2173.792183371365,0.00017391752549949515,-261988.532400347
2976133470.0613933,0.27446238431419895,9.219015108540943e-11,333333.0000000405,2145.324103274064,0.00017738914424997405,-261547.93119250072
2860783696.258266,0.2766138600376595,9.665785031062456e-11,333332.9999999209,2117.228671005196,0.00018093006100083596,-261107.14479481502
2749904679.7156615,0.2787734198774547,1.0133881483949056e-10,333333.00000011054,2089.501008596048,0.0001845416590297972,-260666.19372809137
2643323141.6327305,0.28094100825686347,1.0624306989562563e-10,333333.00000007864,2062.1363019306305,0.0001882253492265864,-260225.0984638914
2540872519.194551,0.28311656882086256,1.1138110459684086e-10,333332.9999999697,2035.1297999098435,0.00019198257064411602,-259783.8794228108
2442392705.272147,0.2853000444402487,1.167638930661519e-10,333333.000000016,2008.476813626585,0.00019581479106065588,-259342.55697095484
2347729798.211304,0.28749137721587786,1.2240291648584796e-10,333333.0000000014,1982.1727155516555,0.0001997235075532284,-258901.15141649634
2256735861.3191104,0.28969050848302225,1.2831018613580293e-10,333333.0000000954,1956.2129387303196,0.00020371024708244978,-258459.68300733872
2169268691.6724124,0.29189737881584266,1.3449826745894967e-10,333332.9999999968,1930.5929759893859,0.00020777656708904495,-258018.17192750316
2085191597.8868322,0.29411192803197683,1.4098030519865585e-10,333333.00000005495,1905.308379154664,0.00021192405610227013,-257576.6382950907
2004373186.4990768,0.2963340951972443,1.4777004965462111e-10,333333.00000003463,1880.3547582786668,0.00021615433436048004,-257135.10215845724
1926687156.628708,0.298563818630462,1.5488188410587117e-10,333333.0000000496,1855.7277808784222,0.0002204690544440826,-256693.58349411061
1852012102.5984545,0.30080103590837676,1.623308534514687e-10,333332.9999999553,1831.4231711832601,0.00022486990192112797,-256252.10220345636
1780231324.2046266,0.30304568387070996,1.7013269412166984e-10,333332.9999999552,1807.4367093924475,0.00022935859600578483,-255810.678110522
1711232644.3411155,0.3052976986253111,1.7830386531445707e-10,333333.0000000263,1783.764230942541,0.0002339368902299601,-255369.33095881477
1644908233.6919744,0.30755701555342646,1.8686158161466867e-10,333333.00000002614,1760.4016257843296,0.0002386065731283257,-254928.08040874777
1581154442.2186055,0.309823569315076,1.9582384705531272e-10,333333.00000005343,1737.3448376692409,0.00024336946893701875,-254486.9460353028
1519871637.1782234,0.3120972938545392,2.0520949068312172e-10,333332.9999999962,1714.5898634450916,0.0002482274383062891,-254045.947325115
1460964047.4204206,0.31437812240595053,2.1503820369296827e-10,333332.999999966,1692.1327523610516,0.0002531823790273722,-253605.10367427955
1404339613.718554,0.31666598749900254,2.2533057819841085e-10,333332.9999999726,1669.9696053817122,0.00025823622677387107,-253164.43438562288
1349909844.902009,0.31896082096475326,2.3610814770840453e-10,333333.00000003364,1648.096574510128,0.0002633909558579374,-252723.95866635174
1297589679.5645342,0.32126255394154335,2.473934293830736e-10,333333.00000005594,1626.5098621197228,0.000268648580001547,-252283.6956255733
1247297353.1325214,0.32357111688101337,2.592099681444029e-10,333333.00000001857,1605.2057202949406,0.00027401115312317067,-251843.6642720911
1198954270.0854874,0.32588643955422947,2.7158238272079733e-10,333333.0000000118,1584.1804501805266,0.0002794807701401487,-251403.88351213565
1152484881.129066,0.32820845105790675,2.845364137076359e-10,333333.00000001054,1563.430401339327,0.0002850595677870807,-250964.3721469425
1107816565.1285696,0.33053707982073904,2.9809897372926743e-10,333333.00000000524,1542.9519711184953,0.00029074972545055274,-250525.148870646
1064879515.6185938,0.33287225360982525,3.122981997913129e-10,333332.99999998166,1522.7416040239941,0.00029655346602052574,-250086.23226810677
1023606631.7113166,0.3352138995371979,3.271635079156974e-10,333333.00000002113,1502.7957911032856,0.00030247305675871935,-249647.64081287544
983933413.2329977,0.33756194406644896,3.4272565015450475e-10,333332.9999999939,1483.1110693361015,0.00030851081018432963,-249209.3928648991
945797859.9248152,0.33991631301945224,3.590167740825498e-10,333333.00000002707,1463.6840210331895,0.0003146690849774267,-248771.5066688556
909140374.5504935,0.34227693158318456,3.760704848725134e-10,333333.00000000047,1444.5112732429286,0.0003209502869003855,-248334.0003518066
873903669.759318,0.34464372431663753,3.93921910060532e-10,333332.99999997776,1425.5894971657133,0.00032735686973770975,-247896.89192159893
840032678.5589715,0.347016615157827,4.126077671143698e-10,333332.99999999785,1406.9154075760016,0.00033389133625461525,-247460.19926483385
807474468.2582953,0.34939552743089397,4.3216643392062423e-10,333333.00000002247,1388.48576225193,0.00034055623917474874,-247023.94014500192
776178157.7454739,0.3517803838532954,4.52638022311921e-10,333332.9999999989,1370.2973614123944,0.00034735418217742253,-246588.13220075142
746094837.9723793,0.35417110654308676,4.74064454759685e-10,333332.99999999016,1352.3470471614996,0.0003542878209147556,-246152.7929442528
717177495.5207976,0.3565676170262934,4.964895443628631e-10,333332.9999999909,1334.631702940281,0.00036135986404911785,-245717.93975937887
689380939.1311039,0.35896983624436746,5.199590782678863e-10,333333.00000001444,1317.148252985603,0.00036857307431128355,-245283.58990013308
662661729.0785496,0.3613776845617344,5.445209046602767e-10,333332.99999998993,1299.8936617961406,0.00037593026957970645,-244849.7604889852
636978109.2868115,0.3637910817734219,5.702250234734933e-10,333332.9999999866,1282.8649336053516,0.0003834343239813388,-244416.46851549516
612289942.0726949,0.36620994711277294,5.971236809660394e-10,333332.9999999979,1266.0591118613472,0.00039108816901442425,-243983.73083466003
588558645.4200225,0.3686341992592424,6.252714683233689e-10,333333.00000000885,1249.4732787135717,0.0003988947946937028,-243551.56416551737
565747132.6846783,0.3710637563462731,6.547254244468276e-10,333332.99999999494,1233.1045545062007,0.0004068572507184759,-243119.98508974444
543819754.6365772,0.3734985359692527,6.855451430977214e-10,333333.0000000053,1216.950097278171,0.00041497864766398764,-242689.01005036625
522742243.747991,0.37593845519354796,7.177928845705849e-10,333332.9999999987,1201.0071022697555,0.00042326215819658695,-242258.65535032967
502481660.64115906,0.3783834305626166,7.515336920758895e-10,333333.00000000064,1185.2728014355976,0.0004317110183131466,-241828.9371513583
483006342.61149937,0.38083337810619294,7.868355130187096e-10,333333.00000001787,1169.7444629641184,0.00044032852860522245,-241399.87147267733
464285854.1459672,0.3832882133485513,8.237693253663313e-10,333332.99999999296,1154.4193908032153,0.00044911805554844657,-240971.474189813
446290939.3592412,0.3857478513168369,8.624092693043202e-10,333333.0000000014,1139.2949241921708,0.00045808303281765877,-240543.76103361408
428993476.2733962,0.38821220654947247,9.028327843873478e-10,333332.99999999296,1124.368437199687,0.00046722696262828985,-240116.7475889889
412366432.8696186,0.3906811931046312,9.451207523978564e-10,333333.00000000856,1109.637338267967,0.00047655341710452025,-239690.4492940313
396383824.84328103,0.39315472456877987,9.893576461326492e-10,333333.0000000057,1095.0990697627658,0.00048606603967474906,-239264.88143890948
381020674.99635655,0.39563271406528816,1.035631684344553e-09,333333.0000000007,1080.75110752933,0.0004957685464949187,-238840.05916502705
366252974.2037135,0.39811507426310316,1.084034993073482e-09,333333.00000000204,1066.590960454151,0.0005056647279002506,-238415.99746407857
352057643.89228666,0.4006017173854873,1.1346637736085088e-09,333333.0000000011,1052.6161700324521,0.0005157584498859594,-237992.7111771904
338412499.9744944,0.4030925552188187,1.1876184773298806e-09,333333.0000000135,1038.824309941343,0.0005260536556175245,-237570.21499414108
325296218.1795313,0.40558749912145214,1.2430039876873413e-09,333333.00000000274,1025.2129856185556,0.0005365543669711084,-237148.52345254144
312688300.728359,0.40808646003263993,1.3009298095785715e-09,333333.00000000175,1011.7798338466971,0.0005472646861047235,-236727.6509371981
300569044.30032057,0.4105893484815089,1.361510266398993e-09,333333.00000000105,998.5225223429452,0.0005581887970607618,-236307.61167935378
288919509.24130905,0.41309607459609465,1.4248647050417246e-09,333332.99999999336,985.4387493541142,0.000569330967400513,-235888.41975608064
277721489.9653772,0.4156065481124298,1.4911177091338532e-09,333332.9999999946,972.5262432570206,0.0005806955498713098,-235470.08908969862
266957486.5035272,0.41812067838368433,1.5603993208026297e-09,333333.0000000072,959.7827621640812,0.0005922869841069513,-235052.63344719468
256610677.15522182,0.42063837438935964,1.632845271272478e-09,333332.9999999976,947.2060935340733,0.0006041097983620694,-234636.06643969187
246664892.19987363,0.4231595447445296,1.708597220600905e-09,333332.9999999915,934.7940537879899,0.0006161686112811152,-234220.4015220429
237104588.62723365,0.4256840977091313,1.7878030068684106e-09,333333.0000000012,922.544487929924,0.0006284681337026568,-233805.65199234476
227914825.84718442,0.42821194119730144,1.8706169051443518e-09,333332.9999999918,910.455269172915,0.0006410131704996928,-233391.83099152034
219081242.3409801,0.43074298278675927,1.9571998965572584e-09,333332.9999999956,898.5242985696926,0.0006538086224567017,-232978.95150304306
210590033.2174442,0.4332771297282309,2.0477199478043752e-09,333332.9999999956,886.7495046482554,0.0006668594881841586,-232567.02635253803
202427928.6390498,0.43581428895491586,2.1423523014411195e-09,333332.9999999991,875.1288430522181,0.0006801708660712686,-232156.06820755472
194582173.08416775,0.4383543670919948,2.241279777296631e-09,333332.9999999962,863.6602961858681,0.0006937479562776801,-231746.0895772959
187040505.41307396,0.4408972704661752,2.344693085366563e-09,333333.0000000039,852.3418728638674,0.000707596062764953,-231337.10281244427
179791139.70656443,0.44344290511527157,2.4527911505386763e-09,333332.99999999785,841.1716079655404,0.0007217205953685805,-230929.12010494678
172822746.84723058,0.4459911767978253,2.565781449510631e-09,333332.99999999773,830.1475620936861,0.0007361270719113695,-230522.15348794172
166124436.81461483,0.44854199100275394,2.6838803602622514e-09,333332.9999999937,819.2678212378587,0.000750821120359006,-230116.2148356112
159685741.6665732,0.45109525295903447,2.807313524446877e-09,333333.0000000009,808.530496442053,0.0007658084810186508,-229711.31586315727
153496599.18025166,0.45365086764541734,2.9363162230675234e-09,333333.00000000146,797.9337234767418,0.0007810950087814197,-229307.46812673446
147547337.12711024,0.4562087398001662,3.071133765803741e-09,333333.000000005,787.4756625152053,0.0007966866754096281,-228904.68302349834
141828658.1574192,0.45876877393082843,3.2120218943541176e-09,333333.00000000064,777.1544978140986,0.0008125895718696907,-228502.9717916121
136331625.27060622,0.46133087432402803,3.3592472001568615e-09,333333.00000000256,766.9684373981991,0.0008288099107115898,-228102.34551035086
131047647.84874803,0.4638949450552836,3.513087556847151e-09,333333.00000000116,756.9157127492814,0.0008453540284958407,-227702.815100173
125968468.23137887,0.466460889998849,3.673832567804428e-09,333332.9999999973,746.9945784990646,0.0008622283882689019,-227304.39132288005
121086148.81063747,0.46902861283757086,3.8417840291354e-09,333333.00000000023,737.2033121261791,0.0008794395820879987,-226907.0847817833
116393059.6265823,0.47159801707277027,4.0172564084294365e-09,333332.9999999985,727.5402136571,0.0008969943335963445,-226510.90592188208
111881866.44329172,0.4741690060341366,4.200577339611243e-09,333332.99999999825,718.0036053709954,0.0009148995006497674,-226115.86503011815
107545519.28711368,0.4767414828896396,4.392088134202013e-09,333332.99999999866,708.5918315084376,0.0009331620779957677,-225721.9722356167
103377241.42915301,0.479315350655454,4.592144309283532e-09,333333.00000000064,699.3032579839285,0.0009517892000060528,-225329.237509979
99370518.79477823,0.4818905122058976,4.801116132440316e-09,333333.00000000215,690.1362721021868,0.0009707881434636166,-224937.67066759383
95519089.7835978,0.48446687028337715,5.019389183932144e-09,333333.000000003,681.0892822781503,0.0009901663304054534,-224547.2813659839
91816935.48399584,0.4870443275083464,5.247364936323404e-09,333332.99999999907,672.1607177606415,0.0010099313310220155,-224158.07910617118
88258270.26693664,0.48962278638926865,5.485461351765605e-09,333332.9999999982,663.349028359653,0.0010300908666145473,-223770.0732330846
84837532.7443356,0.49220214933258666,5.734113497095831e-09,333332.9999999999,654.6526841771996,0.0010506528126114532,-223383.27293596842
81549377.0778689,0.4947823186526959,5.993774176875272e-09,333332.99999999715,646.0701753416969,0.0010716252016448743,-222997.68724883156
78388664.62463884,0.4973631965819189,6.26491458444904e-09,333333.00000000064,637.6000117458144,0.0010930162266886779,-222613.3250509369
75350455.90663768,0.4999446852804825,6.548024971060373e-09,333332.99999999854,629.240722787761,0.0011148342442590874,-222230.19506727133
72430002.89146231,0.5025266868464926,6.843615332998122e-09,333333.0000000012,620.990857115957,0.0011370877776791972,-221848.30586909674
69622741.57221429,0.5051091033259067,7.152216116697065e-09,333332.99999999924,612.8489823770491,0.0011597855204086552,-221467.66587446613
66924284.83499021,0.5076918367225028,7.47437894164403e-09,333332.99999999785,604.8136849672218,0.0011829363394398075,-221088.28334881357
64330415.60281612,0.5102747890078412,7.810677340869736e-09,333332.9999999995,596.883569786767,0.0012065492787616359,-220710.1664055314
61837080.24531072,0.5128578621312205,8.161707518725786e-09,333333.0000000001,589.0572599978635,0.0012306335628928394,-220333.32300657858
59440382.243778884,0.5154409580296244,8.52808912555757e-09,333333.00000000047,581.3333967855299,0.0012551986004854414,-219957.7609631192
57136576.101835005,0.5180239786376567,8.910466048787005e-09,333332.9999999997,573.7106391217035,0.0012802539880003288,-219583.48793617068
54922061.492040195,0.5206068258974654,9.309507219812963e-09,333333.00000000116,566.1876635324106,0.0013058095134561589,-219210.5114372792
52793377.629405476,0.5231894017686531,9.725907436021746e-09,333333.00000000105,558.7631638679825,0.0013318751602531017,-218838.83882920342
50747197.86296839,0.5257716082381709,1.0160388197074041e-08,333333.0000000019,551.4358510762796,0.0013584611110729068,-218468.47732663347
48780324.4769907,0.5283533473301978,1.0613698554498376e-08,333333.00000000134,544.2044529788852,0.0013855777518568212,-218099.43399691157
46889683.69365243,0.5309345211159995,1.1086615973472978e-08,333332.9999999991,537.067714050227,0.0014132356758629128,-217731.7157607829
45072320.8694333,0.533515031723768,1.1579947205517837e-08,333332.99999999854,530.0243951995918,0.0014414456878043813,-217365.32939315969
43325395.87767362,0.5360947813484412,1.2094529170646335e-08,333333.0000000009,523.0732735559927,0.0014702188080704766,-217000.28152389705
41646178.67009933,0.5386736722614973,1.263122984733939e-08,333332.9999999986,516.2131422558523,0.0014995662770316712,-216636.57863858526
40032045.01037464,0.5412516068207269,1.3190949168505365e-08,333332.99999999907,509.4428102334652,0.0015294995594307707,-216274.22707937603
38480472.373014696,0.5438284874799771,1.377461992137433e-08,333333.0,502.7611020142039,0.0015600303488616755,-215913.233045794
36989036.001249366,0.5464042167988704,1.4383208649045718e-08,333333.0000000011,496.16685751043104,0.001591170572337544,-215553.60259558534
35555405.11767732,0.5489786974524931,1.501771655116295e-08,333332.9999999998,489.6589318200831,0.0016229323949501437,-215195.34164557036
34177339.28178865,0.5515518322410539,1.5679180380927027e-08,333333.0000000008,483.23619502789137,0.001655328224622208,-214838.455972519
32852684.888663553,0.554123524099511,1.6368673335382832e-08,333332.99999999837,476.89753200920416,0.001688370716954656,-214482.95121402136
31579371.803375375,0.5566936761071654,1.708730593561645e-08,333333.00000000105,470.6418422363771,0.00172207278017057,-214128.83286939867
30355410.12583839,0.55926219149722,1.783622689318892e-08,333332.99999999814,464.46803958769846,0.0017564475801578594,-213776.1063005884
29178887.08104455,0.5618289736663019,1.8616623958801062e-08,333333.0000000004,458.37505215881475,0.001791508545612586,-213424.77673308924
28047964.029829014,0.5643939261839492,1.942972474883625e-08,333332.9999999996,452.3618220766254,0.0018272693732849525,-213074.84925686463
26960873.59549354,0.5669569528020555,2.0276797545060595e-08,333332.99999999994,446.42730531561324,0.001863744033330011,-212726.32882730375
25915916.901796717,0.5695179574642771,2.1159152062377342e-08,333333.0000000003,440.57047151657923,0.001900946774765177,-212379.22026616067
24911460.917995088,0.5720768443153985,2.2078140179129792e-08,333332.99999999953,434.79030380775026,0.0019388921310366837,-212033.52826251823
23945935.906785708,0.5746335177106517,2.303515662402943e-08,333332.9999999995,429.08579862822813,0.0019775949256971475,-211689.25737376016
23017832.97116227,0.5771878822249957,2.4031639613351182e-08,333332.9999999993,423.4559655537503,0.002017070278196468,-211346.4120265459
22125701.6963505,0.579739842662347,2.506907143158852e-08,333332.99999999953,417.8998271247305,0.0020573336097883203,-211004.9965178007
21268147.883138362,0.582289304064764,2.6148978948296707e-08,333332.9999999996,412.41641867655153,0.002098400649554547,-210665.01501570924
20443831.36905824,0.5848361717215844,2.727293406337783e-08,333333.0000000005,407.0047881720778,0.0021402874405498104,-210326.4715607202
19651463.93401647,0.5873803511785113,2.8442554072573524e-08,333332.999999999,401.66399603636245,0.002183010346068891,-209989.37006655286
18889807.28709692,0.5899217482466493,2.965950194443815e-08,333333.00000000064,396.3931149935162,0.0022265860560390987,-209653.71432122184
18157671.13139265,0.5924602690114887,3.092548649956425e-08,333333.00000000023,391.1912299057126,0.0022710315935402783,-209319.50798804854
17453911.30384131,0.5949958198418364,3.224226248233057e-08,333333.0000000003,386.0574376143006,0.0023163643214549664,-208986.75460670135
16777427.98715734,0.5975283073986911,3.3611630514942e-08,333333.0000000002,380.9908467829971,0.0023626019492512906,-208655.4575942241
16127163.991066486,0.6000576386440646,3.503543692303589e-08,333332.99999999936,375.99057774313127,0.0024097625399012684,-208325.6202460778
15502103.100156741,0.6025837208497452,3.6515573421644366e-08,333333.00000000064,371.05576234091563,0.0024578645169372007,-207997.24573718742
14901268.485763773,0.6051064616060028,3.805397664983297e-08,333332.99999999953,366.185543786716,0.0025069266716489223,-207670.33712298458
14323721.17940884,0.607625768830235,3.965262754188951e-08,333332.99999999994,361.3790765062943,0.0025569681704247157,-207344.89734047043
13768558.605403598,0.6101415507755531,4.13135505225176e-08,333332.99999999965,356.635525993999,0.0026080085622387653,-207020.92920926356
13234913.170328684,0.6126537160393063,4.303881251310595e-08,333332.9999999998,351.9540686678767,0.0026600677862880628,-206698.4354326662
12721950.907181587,0.6151621735715428,4.483052173580582e-08,333333.0,347.3338917266808,0.0027131661797817615,-206377.4185987245
12228870.172075048,0.617666832683408,4.6690826301861626e-08,333332.99999999977,342.77419300875215,0.0027673244858860127,-206057.88118129515
11754900.391449122,0.6201676030554775,4.8621912570414905e-08,333332.9999999999,338.2741808527461,0.002822563861827393,-205739.8255411147
11299300.85783918,0.6226643947460242,5.0626003263849026e-08,333332.9999999999,333.83307396018336,0.0028789058871580868,-205423.25392686785
10861359.572317807,0.6251571181992187,5.270535532567227e-08,333332.9999999998,329.4501012597999,0.0029363725721860494,-205108.16847626082
10440392.131801708,0.6276456842532606,5.48622575069612e-08,333333.0000000004,325.1245017736725,0.0029949863665734507,-204794.57121709423
10035740.65948457,0.630130004148444,5.70990276675188e-08,333332.9999999999,320.8555244850963,0.0030547701681067543,-204482.46406833554
9646772.776724633,0.6326099895351487,5.9418009778149345e-08,333332.99999999977,316.64242820819294,0.003115747331641856,-204171.84884119773
9272880.614779942,0.6350855524817636,6.18215706108387e-08,333332.9999999999,312.484481459224,0.0031779416782277835,-203862.72724021124
8913479.864847202,0.6375566054825381,6.431209610415253e-08,333332.99999999965,308.38096232959043,0.0032413775044125115,-203555.10086430053
8568008.864919351,0.6400230614653587,6.689198739185542e-08,333332.9999999995,304.33115836049325,0.003306079591734537,-203248.97120786022
8235927.722035033,0.6424848337994542,6.956365648361163e-08,333332.9999999999,300.3343664192359,0.003372073216403919,-202944.33966182944
7916717.46854809,0.6449418363030248,7.232952158767484e-08,333332.9999999998,296.38989257714496,0.003439384159176558,-202641.20751476497
7609879.251098638,0.6473939832507966,7.51920020667177e-08,333333.0000000001,292.4970519890894,0.0035080387154255896,-202339.57595391682
7314933.551018223,0.6498411893814985,7.815351301940757e-08,333333.0,288.6551687745771,0.0035780637054138053,-202039.44606629788
7031419.434950666,0.652283369905264,8.121645948201313e-08,333333.00000000035,284.86357590040694,0.003649486484771131,-201740.81883975657
6758893.834517581,0.6547204405109529,8.438323024623409e-08,333333.0000000002,281.12161506485796,0.0037223349551812487,-201443.6951640435
6496930.853902843,0.6571523173733953,8.765619129159745e-08,333332.9999999998,277.4286365833941,0.0037966375752815315,-201148.07583188027
6245121.104273796,0.6595789171605559,9.103767883316102e-08,333333.0000000001,273.7839992758648,0.0038724233717805645,-200853.96154002348
6003071.063999239,0.6620001570406174,9.452999198790957e-08,333333.0000000002,270.18707035518264,0.003949721950797578,-200561.35289032583
5770402.463664167,0.6644159546889838,9.813538506613157e-08,333333.00000000023,266.63722531745776,0.004028563509428234,-200270.250390797
5546751.694920324,0.6668262282952007,1.0185605949720928e-07,333332.9999999999,263.1338478335707,0.0041089788475412795,-199980.6544566597
5331769.242248687,0.6692308965697932,1.0569415540264943e-07,333333.00000000006,259.6763296421646,0.0041909993798106785,-199692.56541140404
5125119.136745818,0.6716298787510219,1.0965174283280822e-07,333333.0000000001,256.26407044403766,0.00427465714798792,-199405.98348783632
4926478.431080531,0.6740230946115534,1.1373081268760754e-07,333333.00000000006,252.8964777979186,0.004359984833419292,-199120.90882912694
4735536.694800343,0.6764104644650472,1.1793326734558721e-07,333332.9999999998,249.57296701760626,0.004447015769813025,-198837.3414898531
4551995.529198935,0.6787919091726554,1.2226091102985908e-07,333333.00000000006,246.29296107045528,0.00453578395626128,-198555.28143703868
4375568.100986538,0.6811673501494409,1.2671543994389562e-07,333333.0000000002,243.055890477191,0.004626324070522069,-198274.72855118784
4205978.694034432,0.683536709370704,1.3129843221456244e-07,333333.0000000001,239.86119321303576,0.004718671482566308,-197995.68262731735
4042962.2784930635,0.6858999093782261,1.3601133768435092e-07,333333.0000000001,236.70831461012912,0.004812862268395278,-197718.14337598256
3886264.0966103915,0.6882568732864225,1.408554675993332e-07,333333.0,233.59670726122593,0.004908933224133904,-197442.11042429923
3735639.264603186,0.6906075247884107,1.4583198424389766e-07,333333.0000000002,230.52583092465449,0.00500692188040536,-197167.583316961
3590852.3899591267,0.6929517881619867,1.5094189057776409e-07,333333.00000000006,227.49515243051917,0.005106866516992595,-196894.5615172508
3451677.2035715864,0.6952895882755141,1.5618601993507128e-07,333332.99999999965,224.5041455881306,0.00520880617779254,-196623.04440804909
3317896.2061322466,0.697620850593724,1.6156502584939243e-07,333332.99999999994,221.55229109464764,0.005312780686068806,-196353.03129283575
3189300.3282289235,0.6999455011834221,1.6707937207230605e-07,333333.0000000002,218.63907644491556,0.005418830660008852,-196084.5213966856
3065688.603617405,0.7022634667191094,1.727293228565514e-07,333332.9999999998,215.76399584248392,0.005526997528591692,-195817.5138672603
2946867.8551566964,0.7045746744885083,1.7851493357774686e-07,333333.0000000001,212.9265501117894,0.005637323547772348,-195552.00777579506
2832652.3929169057,0.7068790523979994,1.8443604177107713e-07,333333.0000000001,210.1262466114886,0.005749851816989354,-195288.00211807602
2722863.7239879,0.709176528977966,1.904922586611794e-07,333332.99999999994,207.36259914892455,0.005864626296001783,-195025.49581541622
2617330.273535311,0.7114670333880466,1.9668296126459925e-07,333333.00000000006,204.63512789571357,0.005981691822062356,-194764.48771562308
2515887.1166678984,0.7137504954222954,2.030072851445872e-07,333333.0000000001,201.9433593044365,0.006101094127433347,-194504.97659395955
2418375.7206972996,0.7160268455142484,2.0946411789758065e-07,333333.0,199.28682602642104,0.006222879857252139,-194246.9611541006
2324643.6973873093,0.7182960147418995,2.1605209344943349e-07,333332.99999999994,196.66506683059964,0.006347096587753382,-193990.4400290825
2234544.564805582,0.72055793483258,2.2276958723723062e-07,333332.99999999994,194.07762652343033,0.006473792844854909,-193735.41178224556
2147937.5184055218,0.7228125381677462,2.2961471234936525e-07,333332.9999999999,191.52405586986498,0.006603018123114631,-193481.8749081707
2064687.210980662,0.7250597577876734,2.3658531669239414e-07,333333.0000000001,189.00391151535283,0.006734822905065851,-193229.82783360942
1984663.5411476162,0.7272995273960549,2.4367898124804585e-07,333333.0,186.5167559088643,0.006869258680938532,-192979.26891840668
1907741.4500270695,0.729531781364507,2.5089301947762064e-07,333333.0000000001,184.06215722692298,0.007006377968774222,-192730.19645641805
1833800.7258050742,0.73175645473698,2.5822447792392605e-07,333332.99999999994,181.6396892986319,0.007146234334942503,-192482.6086764185
1762725.8158691784,0.7339734832340735,2.6567013805287687e-07,333333.00000000006,179.2489315316808,0.007288882415066979,-192236.50374300597
1694405.6462258757,0.7361828032572577,2.732265193679979e-07,333332.99999999994,176.8894688393227,0.007434377935368962,-191991.8797574961
1628733.4479170826,0.7383843518929997,2.808898838214099e-07,333332.9999999999,174.5608915683056,0.007582777734437219,-191748.7347588119
1565606.590164436,0.740578066916794,2.886562415345098e-07,333333.0,172.26279542774824,0.007734139785432261,-191507.0667243646
1504926.41998062,0.7427638867970984,2.9652135783062355e-07,333332.99999999994,169.99478141894622,0.007888523218733866,-191266.87357092812
1446598.1079970808,0.7449417506991749,3.044807615705167e-07,333333.00000000006,167.75645576609747,0.00804598834504067,-191028.15315550676
1390530.5002671916,0.7471115984888342,3.1252975476994905e-07,333333.0,165.54742984793435,0.008206596678930856,-190790.90327619406
1336635.9758132736,0.7492733707360857,3.206634234666023e-07,333332.99999999994,163.36732013025062,0.008370410962893152,-190555.12167302647
1284830.3096948373,0.7514270087186918,3.2887664979186245e-07,333333.0,161.21574809931158,0.00853749519183751,-190320.80602882765
1235032.5413840767,0.7535724544256261,3.3716412519125577e-07,333332.99999999994,159.0923401961362,0.008707914638095057,-190087.95397004654
1187164.8482428868,0.7557096505604377,3.4552036472601543e-07,333332.99999999994,156.99672775163916,0.008881735876917065,-189856.56306758762
1141152.423903704,0.7578385405445186,3.539397223774313e-07,333332.9999999999,154.92854692262196,0.009059026812482935,-189626.6308376335
