R_over_R0,f_R,f_RR,m_s2_over_R0,z,T_Gyr,hamiltonian_energy_proxy
32209736195743.19,0.015910286675513412,4.939589099664121e-16,333332.99988493667,47474.9383685013,1.7051384854333532e-06,-328112.6338190183
30961342660075.18,0.01618267837220846,5.226736458817398e-16,333333.00020652916,46853.47723464996,1.739175254995204e-06,-328024.68227512494
29761334693615.977,0.016458968887419267,5.530319289718704e-16,333332.9989316895,46240.1510414477,1.773891442499998e-06,-327935.51843666076
28607836955585.055,0.016739199962116518,5.851263555150676e-16,333333.0002071364,45634.853302332864,1.8093006100086222e-06,-327845.1349368219
27499046790159.316,0.01702341354942185,6.190546552493498e-16,333332.99867243785,45037.478924655305,1.8454165902982399e-06,-327753.51504357444
26433231409330.316,0.017311651811899777,6.549199713384211e-16,333333.0001407166,44447.92419143014,1.8822534922661374e-06,-327660.65300346096
25408725184948.824,0.017603957118781724,6.928311553536415e-16,333333.00029675156,43866.0867433302,1.919825706441439e-06,-327566.5330946061
24423927045725.082,0.017900372043121972,7.329030780638828e-16,333333.00058672746,43291.865560914295,1.958147910606843e-06,-327471.1452533061
23477297975116.902,0.018200939358885063,7.752569568661469e-16,333333.00023993663,42725.16094708806,1.997235075532574e-06,-327374.4772321869
22567358606195.25,0.018505702037964946,8.200207007329973e-16,333333.0004659843,42165.8745097944,2.0371024708247935e-06,-327276.51872641087
21692686909728.52,0.01881470324713566,8.673292735981648e-16,333333.0002854145,41613.90914493053,2.0777656708907513e-06,-327177.2572804707
20851915971872.953,0.019127986344932867,9.173250771492823e-16,333332.9991941739,41069.169019488625,2.119240561023009e-06,-327076.6809080193
20043731857995.637,0.01944559487846718,9.70158354046867e-16,333333.0003760378,40531.55955491716,2.161543343605114e-06,-326974.7812444822
19266871559292.168,0.019767572580168084,1.0259876126411321e-15,333333.00022796873,40000.98741070003,2.204690544441146e-06,-326871.54327194893
18520121018989.86,0.020093963364459354,1.0849800743135937e-15,333332.9997737044,39477.360468150655,2.2486990192116063e-06,-326766.9565206623
17802313235051.785,0.020424811324365164,1.1473121446284198e-15,333333.0006859738,38960.58781441819,2.2935859600581813e-06,-326661.01116588427
17112326436416.877,0.02076016072804733,1.2131699095395221e-15,333332.99934215075,38450.57972670314,2.3393689022999408e-06,-326553.69220562465
16449082329925.656,0.021100056015273583,1.282749657963477e-15,333333.00027418754,37947.2476566795,2.3860657312836034e-06,-326444.992643504
15811544415192.172,0.021444541793816704,1.3562584320956729e-15,333332.9998917168,37450.504215120935,2.4336946893705407e-06,-326334.897542584
15198716364788.516,0.021793662835784742,1.4339146069178467e-15,333332.9998196471,36960.26315672809,2.4822743830632516e-06,-326223.39709423116
14609640467210.645,0.022147464073882142,1.515948500419441e-15,333332.99957270315,36476.43936515458,2.53182379027409e-06,-326110.47944507684
14043396130192.15,0.022505990597602128,1.6026030161333043e-15,333332.9998245724,35998.94883822899,2.582362267739086e-06,-325996.1339001607
13499098442026.861,0.022869287649350256,1.6941343196682294e-15,333333.00006244384,35527.708673370245,2.6339095585797564e-06,-325880.34863034595
12975896788652.268,0.023237400620499164,1.7908125510068842e-15,333332.99998234067,35062.63705319399,2.6864858000158596e-06,-325763.1120404756
12472973524332.291,0.023610375047374482,1.8929225744281953e-15,333332.99996595806,34603.65323130733,2.7401115312321046e-06,-325644.41323734226
11989542693862.084,0.0239882566071729,2.000764768008263e-15,333333.0000040853,34150.677518289536,2.7948077014018928e-06,-325524.2409796112
11524848804298.002,0.024371091113811017,2.1146558547534682e-15,333333.00003338256,33703.63126785622,2.850595677871221e-06,-325402.58400980994
11078165644293.176,0.024758924513706846,2.2349297775244636e-15,333332.99985827494,33262.43686320469,2.9074972545059494e-06,-325279.4309807608
10648795149193.547,0.02515180288149264,2.3619386200194842e-15,333332.99994466465,32827.01770353801,2.9655346602056877e-06,-325154.7712326444
10236066310120.887,0.02554977241566051,2.496053576201158e-15,333333.00012749573,32397.298190765443,3.0247305675876325e-06,-325028.5935341168
9839334125337.81,0.025952879434140073,2.6376659706721474e-15,333332.9997220461,31973.20371637701,3.0851081018437443e-06,-324900.8861945925
9457978592256.102,0.02636117036980887,2.7871883326324112e-15,333333.0003452364,31554.66064848987,3.1466908497747235e-06,-324771.639816745
9091403738512.994,0.026774691765935797,2.9450555261846208e-15,333333.00029631756,31141.596319064207,3.209502869004321e-06,-324640.84182190226
8739036690601.337,0.02719349027155789,3.1117259398946257e-15,333332.99990971485,30733.939011286566,3.2735686973775727e-06,-324508.4816703735
8400326778597.972,0.027617612636790172,3.2876827386612866e-15,333332.99971092184,30331.617947118222,3.3389133625466373e-06,-324374.54906559474
8074744675591.299,0.028047105708069904,3.4734351811048884e-15,333333.00012022106,29934.56327500662,3.405562391747982e-06,-324239.0336682453
7761781570463.179,0.028482016423334585,3.6695200058455916e-15,333333.0000271116,29542.706057757652,3.47354182177473e-06,-324101.9237130813
7460948372732.323,0.028922391807134767,3.876502890214196e-15,333332.9997393332,29155.97826056668,3.5428782091480703e-06,-323963.2088809808
7171774948216.59,0.02936827896568148,4.094979985116323e-15,333332.9999587145,28774.312739206223,3.613598640491703e-06,-323822.8793038489
6893809384319.735,0.029819725081829337,4.325579529959207e-15,333333.00020563335,28397.643228368317,3.6857307431133707e-06,-323680.9240366286
6626617283794.268,0.030276777409995053,4.568963551747506e-15,333333.0001950111,28025.904330159385,3.7593026957976106e-06,-323537.33239816816
6369781085876.963,0.030739483271012377,4.825829652661521e-15,333332.99998082395,27659.031502745824,3.834343239813945e-06,-323392.0941138341
6122899413735.868,0.031207890046923325,5.09691289064867e-15,333333.00009097386,27296.96104914811,3.91088169014481e-06,-323245.19944839267
5885586447209.214,0.03168204517570694,5.382987757787049e-15,333332.9998482295,26939.63010618166,3.988947946937607e-06,-323096.6375802917
5657471319855.835,0.03216199614594515,5.684870261419219e-15,333333.00014845474,26586.976633542443,4.06857250718535e-06,-322946.399298858
5438197539374.891,0.032647790491427214,6.003420113305759e-15,333333.00017590995,26238.93940303544,4.149786476640479e-06,-322794.47382275417
5227422430489.088,0.03313947578569229,6.339543032311434e-15,333333.000075849,25895.457987944123,4.232621581966484e-06,-322640.8513936152
5024816599420.831,0.03363709963651189,6.694193166413772e-15,333332.9998414339,25556.472752539084,4.317110183132093e-06,-322485.5221998645
4830063419124.286,0.03414070968031135,7.06837564011378e-15,333332.999965474,25221.924841723998,4.403285286052864e-06,-322328.47701017285
4642858534469.02,0.03465035357653201,7.46314923363329e-15,333333.0000340644,24891.756170817116,4.491180555485118e-06,-322169.7058158963
4462909386601.815,0.03516607900193478,7.879629200603129e-15,333332.9998125232,24565.909415466518,4.580830328177253e-06,-322009.1988851773
4289934755743.4116,0.035687933644844246,8.318990231281012e-15,333332.99975270825,24244.328001697377,4.672269626283577e-06,-321846.9472552666
4123664321705.6836,0.03621596519933642,8.782469568690673e-15,333333.00000656204,23926.956096089514,4.765534171045895e-06,-321682.94178177323
3963838241442.3545,0.03675022135936801,9.271370285441918e-15,333332.9999346151,23613.738596083513,4.860660396748197e-06,-321517.1726682199
3810206742973.1567,0.03729074981285059,9.78706472937927e-15,333332.99982975,23304.621120413733,4.957685464949907e-06,-321349.63113272766
3662529735046.7676,0.037837598235668256,1.0330998146612258e-14,333332.9999873274,22999.54999966656,5.05664727900324e-06,-321180.30851261894
3520576431932.542,0.038390814285640736,1.0904692490907056e-14,333333.00006264914,22698.472266962264,5.157584498860342e-06,-321009.19564852375
3384124992754.661,0.03895044559643188,1.1509750428865661e-14,333332.9999935111,22401.335648758777,5.260536556176009e-06,-320836.2837768977
3252962174805.067,0.03951653977140572,1.2147859550788149e-14,333332.99996385194,22108.08855577593,5.365543669711863e-06,-320661.56449723575
3126883000293.3794,0.04008914437742874,1.2820796797604325e-14,333332.9999824037,21818.6800740384,5.47264686104803e-06,-320485.0293692167
3005690436013.0283,0.04066830693862117,1.3530433114777794e-14,333332.99997554166,21533.05995603601,5.581887970608429e-06,-320306.67000527936
2889195085422.948,0.04125407493005673,1.427873834462566e-14,333333.0001233366,21251.178611999636,5.6933096740059575e-06,-320126.47839647334
2777214892663.6646,0.041846495771412674,1.5067786369064817e-14,333333.000004954,20972.9871012914,5.806955498713942e-06,-319944.4460943786
2669574858045.1963,0.04244561682057069,1.589976051539045e-14,333332.9999069585,20698.437123907486,5.922869841070373e-06,-319760.5654706618
2566106764562.1704,0.043051485367168386,1.6776959238315782e-14,333332.9999784639,20427.481012092263,6.041097983621571e-06,-319574.82890801516
2466648915008.717,0.04366414862610485,1.7701802092157956e-14,333333.0000399325,20160.071722062123,6.1616861128120465e-06,-319387.22862018115
2371045879282.3457,0.044283653730998095,1.867683600773861e-14,333332.99996267015,19896.162825837677,6.28468133702748e-06,-319197.757019124
2279148251481.8804,0.044910047727598316,1.970474188928959e-14,333332.99992856407,19635.708503182857,6.410131704997859e-06,-319006.40696629795
2190812416419.8623,0.045543377567155166,2.0788341547406206e-14,333333.0000029126,19378.663533649553,6.538086224567966e-06,-318813.17136600835
2105900325184.528,0.04618369009974243,2.1930604984883395e-14,333332.99994932173,19124.98328872637,6.668594881842554e-06,-318618.0429916108
2024279279400.607,0.04683103206753908,2.313465805309775e-14,333332.99996628735,18874.623724090154,6.8017086607136745e-06,-318421.0151928143
1945821723851.8093,0.04748545009806956,2.4403790497468963e-14,333333.0000616379,18627.541371958967,6.937479562777808e-06,-318222.08129996463
1870405047140.8953,0.04814699069740267,2.5741464411444754e-14,333332.9999759798,18383.69333354515,7.075960627650557e-06,-318021.2345543166
1797911390075.8198,0.04881570024331109,2.7151323119409413e-14,333333.000004772,18143.037271607158,7.217205953686854e-06,-317818.4688953867
1728227461482.5022,0.04949162497839255,2.863720050991781e-14,333333.0000486817,17905.53140309893,7.361270719114763e-06,-317613.77805710887
1661244361156.3647,0.05017481100315344,3.0203130841706494e-14,333332.99999982136,17671.134491915436,7.50821120359115e-06,-317407.15593950805
1596857409675.9666,0.05086530426905569,3.185335904603408e-14,333332.99998445093,17439.805841733225,7.658084810187619e-06,-317198.5968423474
1534965984812.768,0.05156315057152897,3.359235155005769e-14,333332.9999739202,17211.505288944656,7.810950087815331e-06,-316988.09509704885
1475473364281.3723,0.05226839554294829,3.5424807647160283e-14,333333.00004121865,16986.193195684657,7.966866754097438e-06,-316775.64531359496
1418286574584.4778,0.05298108464557921,3.73556714414132e-14,333333.0000025061,16763.83044294871,8.125895718698087e-06,-316561.24204235064
1363316245716.3643,0.05370126316449017,3.939014439468333e-14,333332.999937943,16544.378423800987,8.288099107117101e-06,-316344.8802717316
1310476471497.797,0.05442897620043565,4.1533698506291854e-14,333332.999995357,16327.799036671337,8.453540284959635e-06,-316126.5552436734
1259684675324.1216,0.05516426866270851,4.3792090156584767e-14,333332.9999975841,16114.054678740054,8.62228388269027e-06,-315906.2620837634
1210861481116.7214,0.05590718526196515,4.6171374647309875e-14,333332.9999989217,15903.108239409203,8.794395820881264e-06,-315683.9963317642
1163930589276.1833,0.05665777050302276,4.867792147329323e-14,333332.99999821396,15694.923093859445,8.969943335964747e-06,-315459.7536717404
1118818657443.29,0.05741606867763164,5.131843036159134e-14,333332.9999750666,15489.46309669117,9.148995006499002e-06,-315233.52996888105
1075455185881.5223,0.058182123857222295,5.4099948116050944e-14,333332.9999993788,15286.692575648889,9.331620779959033e-06,-315005.32137542946
1033772407301.9282,0.05895597988562998,5.702988630705614e-14,333333.000031907,15086.576325427768,9.51789200006191e-06,-314775.12414435565
993705180958.1925,0.05973768037179631,6.01160398481709e-14,333333.00002076087,14889.079601561223,9.707881434637576e-06,-314542.93472306745
955190890846.3989,0.06052726868245155,6.336660650341314e-14,333332.999967962,14694.168114388543,9.901663304055972e-06,-314308.7498184549
918169347850.3907,0.06132478793477617,6.679020737101324e-14,333333.00002023473,14501.808023101476,1.0099313310221621e-05,-314072.56648444524
882582695679.8087,0.06213028098904507,7.039590839173583e-14,333332.9999827125,14311.965929868731,1.030090866614697e-05,-313834.3816657935
848375320453.8076,0.06294379044125537,7.419324293216965e-14,333333.0000388397,14124.608874037403,1.0506528126116059e-05,-313594.1928786889
815493763789.1508,0.0637653586157379,7.819223549582824e-14,333333.0000040178,13939.704326410301,1.0716252016450298e-05,-313351.9975098447
783886639256.859,0.06459502755775569,8.240342661746199e-14,333332.9999583124,13757.220183598174,1.0930162266888367e-05,-313107.7934141756
753504552076.8566,0.06543283902608935,8.683789899865545e-14,333333.0000095019,13577.124762445885,1.1148342442592492e-05,-312861.5786934079
724300021925.1118,0.06627883448561099,9.150730494558837e-14,333333.000026396,13399.386794531529,1.1370877776793623e-05,-312613.35144779546
696227408732.6393,0.06713305509984888,9.642389517277693e-14,333333.00000759034,13223.975420737566,1.1597855204088236e-05,-312363.11012444575
669242841360.4064,0.06799554172354287,1.0160054903968401e-13,333333.0000163444,13050.860185893032,1.1829363394399792e-05,-312110.8534576914
643304149038.6732,0.06886633489519378,1.0705080629031438e-13,333332.999988039,12880.011033485845,1.2065492787618109e-05,-311856.58029048465
618370795463.6263,0.06974547482960655,1.1278890036927935e-13,333333.00002062856,12711.398300444365,1.2306335628930181e-05,-311600.28984812787
594403815448.3147,0.0706330014104288,1.1882979339135146e-13,333332.99999159743,12544.992711987252,1.2551986004856238e-05,-311341.9813815488
571365754028.8829,0.07152895418268763,1.2518921284523494e-13,333332.99998905446,12380.76537654073,1.2802539880005146e-05,-311081.6545720926
549220607930.9411,0.07243337234532479,1.3188369011614783e-13,333332.99998625496,12218.68778072239,1.3058095134563485e-05,-310819.3092287708
527933769304.6001,0.07334629474373164,1.3893060091587242e-13,333332.99999212625,12058.731784390664,1.3318751602532951e-05,-310554.94543046027
507471971640.2354,0.07426775986228623,1.4634820771318532e-13,333332.99999761913,11900.869615759091,1.3584611110731039e-05,-310288.5634772751
487803237780.464,0.07519780581689348,1.541557042620248e-13,333332.99999235687,11745.073866574534,1.3855777518570224e-05,-310020.16390751785
468896829947.0868,0.0761364703475295,1.6237326232941526e-13,333333.00001936255,11591.317487358525,1.413235675863118e-05,-309749.74754987657
450723201704.9008,0.07708379081079299,1.710220807300525e-13,333332.9999911227,11439.5737827109,1.4414456878045907e-05,-309477.31535371137
433253951787.309,0.07803980417246334,1.801244367795577e-13,333332.9999887451,11289.816406674903,1.47021880807069e-05,-309202.86866830656
416461779711.5713,0.07900454700006825,1.8970374028376306e-13,333332.9999939328,11142.019358162957,1.499566277031889e-05,-308926.4089949305
400320443114.32904,0.07997805545546222,1.9978459018699336e-13,333333.0000062222,10996.156976442328,1.529499559430993e-05,-308647.93809689477
384804716740.734,0.08096036528741679,2.1039283400816753e-13,333332.9999989386,10852.203936679864,1.5600303488619018e-05,-308367.45795976394
369890353023.085,0.08195151182422467,2.2155563019969165e-13,333333.0000003965,10710.135245545072,1.591170572337775e-05,-308084.970867484
355554044187.3687,0.08295152996631912,2.333015135705374e-13,333332.99999694317,10569.926236870733,1.6229323949503795e-05,-307800.4793135203
341773385828.4861,0.08396045417891039,2.4566046392163e-13,333332.99998621835,10431.552567370329,1.6553282246224482e-05,-307513.9860510086
328526841897.2389,0.08497831848463956,2.586639780487123e-13,333333.00000419037,10294.990212411521,1.688370716954901e-05,-307225.49411839654
315793711044.3607,0.08600515645625346,2.7234514527523034e-13,333333.0000015773,10160.215461844971,1.72207278017082e-05,-306935.00672619016
303554094268.9945,0.08704100120929997,2.867387266854944e-13,333333.00000398536,10027.204915887743,1.7564475801581145e-05,-306642.52740527963
291788863821.0596,0.08808588539484685,3.0188123823645735e-13,333333.00000499643,9895.935481060606,1.791508545612846e-05,-306348.0599089252
280479633308.90753,0.08913984119222484,3.178110379349024e-13,333332.99999145645,9766.384366178498,1.8272693732852177e-05,-306051.6082366192
269608728965.5559,0.09020290030179676,3.3456841727568087e-13,333332.99998938263,9638.529078393507,1.8637440333302814e-05,-305753.1766766602
259159162028.59082,0.0912750939377548,3.521956971459118e-13,333332.99999381945,9512.34741928962,1.900946774765453e-05,-305452.76974206505
249114602190.5772,0.09235645282094555,3.7073732840973246e-13,333333.00000231375,9387.817481028596,1.9388921310369654e-05,-305150.39220164914
239459352078.48645,0.09344700717172807,3.9023999739835745e-13,333332.999998369,9264.91764254632,1.977594925697435e-05,-304846.0490651088
230178322722.2548,0.09454678670286198,4.1075273654079407e-13,333333.0000025839,9143.626565798892,2.0170702781967612e-05,-304539.7456299639
221257009974.13968,0.0956558206124304,4.323270403816921e-13,333333.00000003766,9023.92319205791,2.057333609788619e-05,-304231.4874151967
212681471842.02066,0.09677413757679865,4.550169872444258e-13,333332.99999196315,8905.786738254212,2.098400649554852e-05,-303921.28020854463
204438306701.22186,0.09790176574360926,4.788793668096655e-13,333333.0000017789,8789.196693369495,2.140287440550121e-05,-303609.1300718624
196514632350.80664,0.09903873272481621,5.03973813892438e-13,333332.9999902056,8674.132814875162,2.1830103460692077e-05,-303295.0432636549
188898065881.61328,0.10018506558975822,5.303629487139789e-13,333333.0000042544,8560.575125217778,2.2265860560394217e-05,-302979.02637459454
181576704324.57275,0.1013407908582747,5.581125239786306e-13,333332.99999925564,8448.503908350553,2.271031593540608e-05,-302661.0861652453
174539106049.0614,0.10250593449386432,5.872915790806169e-13,333333.00000420184,8337.899706310202,2.3163643214553026e-05,-302341.2297161262
167774272882.2237,0.10368052189688867,6.179726017807713e-13,333332.9999920498,8228.743315838634,2.3626019492516336e-05,-302019.46430942946
161271632921.3169,0.10486457789782215,6.502316977092737e-13,333333.0000000298,8121.0157850488495,2.4097625399016184e-05,-301695.7975376928
155021024012.22128,0.1060581267505493,6.84148768067125e-13,333332.9999944878,8014.698410134491,2.4578645169375576e-05,-301370.23718073074
149012677868.29343,0.10726119212571171,7.198076959165784e-13,333332.99999921373,7909.772732122454,2.5069266716492862e-05,-301042.79132124514
143237204804.74576,0.10847379710410666,7.572965414690118e-13,333333.00000284554,7806.220533668028,2.556968170425087e-05,-300713.46826030494
137685579064.69492,0.10969596417013651,7.967077467978217e-13,333332.99999543425,7704.023835891962,2.608008562239144e-05,-300382.2765496949
132349124713.94737,0.11092771520531365,8.381383504239491e-13,333332.9999987057,7603.164895258954,2.660067786288449e-05,-300049.2250183006
127219502082.47789,0.11216907148181997,8.816902122425339e-13,333332.9999973156,7503.626200496986,2.7131661797821553e-05,-299714.3227092198
122288694731.4139,0.11342005365612386,9.274702492810777e-13,333332.99999662326,7405.390469557001,2.7673244858864142e-05,-299377.57893084624
117548996925.15604,0.11468068176265503,9.755906828023798e-13,333333.00000075187,7308.440646612364,2.822563861827803e-05,-299039.0032360202
112993001589.05789,0.1159509752075404,1.0261692972894504e-12,333333.00000009756,7212.759899097604,2.8789058871585048e-05,-298698.60540970945
108613588733.84544,0.11723095276240007,1.0793297118745984e-12,333332.9999981514,7118.331614785925,2.9363725721864757e-05,-298356.3954918826
104403914328.6857,0.11852063255820737,1.1352016648011226e-12,333332.99999788706,7025.139398904964,2.9949863665738855e-05,-298012.3837639987
100357399605.51558,0.11982003207921324,1.1939213115333696e-12,333333.00000153104,6933.167071290306,3.0547701681071974e-05,-297666.58074746054
96467720777.9173,0.1211291681569355,1.255631537159544e-12,333332.9999997263,6842.398663576268,3.115747331642308e-05,-297318.99719253974
92728799158.47145,0.12244805696421682,1.3204822837616476e-12,333333.00000071316,6752.818416423436,3.177941678228245e-05,-296969.64410295174
89134791659.1451,0.12377671400935034,1.388630893458159e-12,333333.00000022654,6664.4107767825235,3.241377504412982e-05,-296618.5327074263
85680081659.86758,0.1251151541302762,1.4602424678578668e-12,333332.9999990963,6577.160395194014,3.3060795917350173e-05,-296265.674473797
82359270231.02539,0.12646339148885016,1.5354902446974545e-12,333333.00000037625,6491.052123123176,3.372073216404408e-05,-295911.08110473875
79167167696.15685,0.1278214395651832,1.6145559924712358e-12,333333.0000000691,6406.071010329943,3.439384159177057e-05,-295554.7645277796
76098785521.66325,0.12918931115205848,1.6976304238988941e-12,333332.99999842467,6322.202302273242,3.508038715426099e-05,-295196.73690352304
73149328520.85995,0.13056701834942214,1.7849136291161541e-12,333332.999997318,6239.431437549284,3.578063705414325e-05,-294837.010621422
70314187360.18521,0.13195457255895124,1.8766155295142525e-12,333333.0000034284,6157.7440453633935,3.6494864847716615e-05,-294475.5983006276
67588931355.855125,0.13335198447870275,1.9729563531968847e-12,333333.000002992,6077.125943034927,3.722334955181789e-05,-294112.5127656718
64969301549.7085,0.13475926409783828,2.074167133067848e-12,333333.0000001726,5997.563133534865,3.796637575282083e-05,-293747.76707831555
62451204053.4188,0.1361764206914346,2.1804902286096408e-12,333333.000000122,5919.0418030556175,3.872423371781127e-05,-293381.3745204006
60030703650.67394,0.13760346281537345,2.2921798724617878e-12,333332.9999983972,5841.548318612659,3.949721950798151e-05,-293013.3485823392
57704017647.32385,0.13904039830131742,2.4095027429590452e-12,333332.9999991433,5765.069225677546,4.0285635094288186e-05,-292643.70297686727
55467509959.886086,0.14048723425176865,2.5327385638427903e-12,333332.9999990116,5689.591245841924,4.108978847541876e-05,-292272.4516225725
53317685433.17035,0.14194397703521747,2.662180732414948e-12,333333.0000006751,5615.101274512115,4.1909993798112876e-05,-291899.6086533894
51251184378.142235,0.1434106322813751,2.798136977461867e-12,333333.00000092,5541.586378633871,4.274657147988541e-05,-291525.1884057101
49264777321.48998,0.14488720487649803,2.940930048336788e-12,333332.9999989736,5469.033794446928,4.359984833419925e-05,-291149.20542319375
47355359958.68866,0.1463736989588017,3.0908984366531076e-12,333332.9999998339,5397.430925268936,4.447015769813671e-05,-290771.6744571032
45519948302.67513,0.14787011791396532,3.2483971321072814e-12,333333.0000004642,5326.765339308414,4.535783956261938e-05,-290392.6104516365
43755674020.551636,0.1493764643707294,3.4137984140198605e-12,333332.99999909877,5257.024767506314,4.626324070522741e-05,-290012.0285494056
42059779951.03108,0.15089274019658883,3.587492680255857e-12,333333.0000002277,5188.19710140586,4.7186714825669934e-05,-289629.94409304357
40429615795.61788,0.15241894649357768,3.769889315261621e-12,333333.0000001348,5120.270391050254,4.8128622683959764e-05,-289246.3726098523
38862633976.79162,0.15395508359415333,3.9614175990349445e-12,333333.0000003012,5053.232842907909,4.908933224134617e-05,-288861.3298206455
37356385656.72,0.15550115105717613,4.16252765892804e-12,333333.0000011613,4987.07281782484,5.0069218804060866e-05,-288474.8316314463
35908516910.27981,0.1570571476639885,4.373691466269809e-12,333333.00000006816,4921.778829003858,5.106866516993337e-05,-288086.8941288185
34516765046.404816,0.15862307141459184,4.595403879884412e-12,333333.00000072207,4857.339540010218,5.208806177793297e-05,-287697.5335850576
33178955072.011806,0.16019891952392637,4.828183738678016e-12,333332.9999991551,4793.743762803362,5.312780686069578e-05,-287306.7664430633
31892996292.978966,0.16178468841825083,5.072575005564233e-12,333332.9999996926,4730.98045579445,5.418830660009638e-05,-286914.60932706867
30656879046.864124,0.1633803737316249,5.3291479651024845e-12,333333.00000015285,4669.038721929291,5.5269975285924946e-05,-286521.07902677066
29468671562.257397,0.16498597030249676,5.5985004773313196e-12,333332.9999998253,4607.907806796386,5.6373235477731664e-05,-286126.19250107626
28326516939.859818,0.16660147217039342,5.881259290391554e-12,333333.0000004465,4547.577096759734,5.749851816990189e-05,-285729.966875749
27228630250.57009,0.16822687257271837,6.178081414652128e-12,333333.0000010572,4488.036117116074,5.864626296002635e-05,-285332.4194357705
26173295746.0445,0.16986216394165435,6.4896555611745104e-12,333332.9999999085,4429.274530276255,5.981691822063224e-05,-284933.56762372656
25158864177.370667,0.17150733790117437,6.816703647480281e-12,333333.0000001815,4371.282133970405,6.101094127434233e-05,-284533.4290413985
24183750217.664967,0.17316238526416194,7.15998237372082e-12,333333.00000052253,4314.048859476604,6.222879857253042e-05,-284132.0214383328
23246429984.565342,0.17482729602963878,7.52028487248836e-12,333333.00000018295,4257.5647698727325,6.347096587754304e-05,-283729.36271287786
22345438658.74831,0.17650205938010413,7.898442435654262e-12,333333.00000025827,4201.820058311214,6.473792844855849e-05,-283325.47090983466
21479368194.747982,0.1781866636789847,8.295326321773536e-12,333333.00000042445,4146.8050463163345,6.60301812311559e-05,-282920.36421424494
20646865120.499622,0.17988109646819617,8.711849647754547e-12,333332.99999976775,4092.5101821038493,6.734822905066829e-05,-282514.0609486431
19846628422.169384,0.18158534446581795,9.148969368659679e-12,333332.99999919283,4038.926038922593,6.869258680939529e-05,-282106.57957160857
19077407510.964153,0.18329939356388086,9.607688349677423e-12,333333.00000044354,3986.0433134177892,7.006377968775239e-05,-281697.93867341185
18338000268.744392,0.1850232288262687,1.0089057534488256e-11,333332.9999998896,3933.852824015794,7.14623433494354e-05,-281288.15696722356
17627251169.38567,0.18675683448673555,1.0594178214437028e-11,333332.9999998382,3882.345509329973,7.288882415068037e-05,-280877.2532951137
16944049472.952822,0.18850019394703818,1.112420440312321e-11,333332.9999992607,3831.5124265874542,7.434377935370042e-05,-280465.24661662336
16287327489.865088,0.19025328977518433,1.168034532122736e-11,333332.9999999086,3781.3447500764696,7.58277773443832e-05,-280052.15601031337
15656058912.338804,0.1920161037037989,1.2263867996609587e-11,333333.0000001476,3731.8337696140225,7.734139785433385e-05,-279638.00066494464
15049257210.500816,0.19378861662860652,1.287609998494066e-11,333333.000000058,3682.9708890336137,7.888523218735012e-05,-279222.79988012277
14465974090.665594,0.1955708086070334,1.351843221636364e-11,333332.99999990524,3634.7476246927627,8.045988345041838e-05,-278806.5730613425
13905298013.366875,0.19736265885692705,1.4192321973929538e-11,333332.9999998685,3587.155604000066,8.206596678932047e-05,-278389.3397160789
13366352768.827848,0.1991641457553957,1.4899296009808174e-11,333332.99999992125,3540.1865639615357,8.370410962894367e-05,-277971.11944999243
12848296107.64363,0.20097524683776768,1.564095380554387e-11,333332.99999989214,3493.8323497459655,8.537495191838751e-05,-277551.93196327385
12350318424.536173,0.2027959387966706,1.641897098290583e-11,333333.00000022503,3448.0849132690814,8.707914638096322e-05,-277131.79704755725
11871641493.124416,0.20462619748123173,1.723510287217619e-11,333332.99999969086,3402.936311796216,8.881735876918355e-05,-276710.7345802881
11411517249.732714,0.20646599789639986,1.8091188245023383e-11,333332.9999999666,3358.3787065632846,9.05902681248425e-05,-276288.764524792
10969226624.336626,0.2083153142023884,1.8989153219428088e-11,333333.00000027585,3314.4043614158063,9.239856704428652e-05,-275865.90692207665
10544078416.819273,0.21017411971424016,1.9931015344461165e-11,333333.00000002724,3271.005641465741,9.424296194898092e-05,-275442.1818892785
10135408216.782011,0.21204238690151628,2.091888787306081e-11,333333.0000001726,3228.175011765909,9.612417336147714e-05,-275017.6096170285
9742577365.221447,0.2139200873881056,2.1954984231317666e-11,333332.999999988,3185.9050360017663,9.804293618688864e-05,-274592.21036303457
9364971956.449947,0.21580719195215958,2.304162269315615e-11,333333.00000026915,3144.1883752002973,9.999999999998548e-05,-274166.00445096346
9002001878.700064,0.21770367052614842,2.4181231269693315e-11,333333.0000001027,3103.0177864558127,0.0001019961293380196,-273739.0122640226
8653099891.913422,0.21960949219704265,2.537635282296971e-11,333333.0000000277,3062.3861216724276,0.00010403210399939534,-273311.25424380816
8317720741.272955,0.22152462520661825,2.662965041417529e-11,333332.99999999243,3022.286326322999,0.00010610871934830173,-272882.75088487053
7995340305.093006,0.22344903695188453,2.794391289694236e-11,333333.00000000664,2982.711438224304,0.00010822678662542578,-272453.52273150376
7685454775.735866,0.2253826939856381,2.932206076674445e-11,333332.9999999409,2943.654586328263,0.00011038713326486781,-272023.5903738393
7387579872.274432,0.22732556201714144,3.0767152277928994e-11,333332.9999998273,2905.1089895289747,0.00011259060321738298,-271592.97444435675
7101250083.670789,0.22927760591292431,3.2282389840418695e-11,333333.0000000462,2867.067955485369,0.00011483805728007508,-271161.69561430847
6826017941.287831,0.2312387896977118,3.3871126708649404e-11,333333.0000001121,2829.524879459278,0.00011713037343267142,-270729.7745890142
