beta,gamma_min,gamma_max
18.987860162054684,0.0,305789.23502006894
19.73454276737846,0.0,305785.73670258635
20.511337678714845,0.0,305781.8646574033
21.31945885289686,0.0,305777.5994568619
22.160169202275142,0.0,305772.9216071357
23.034782568395862,0.0,305767.8115516531
23.94466577524764,0.0,305762.24967428646
24.89124076530562,0.0,305756.2163023143
25.87598682171794,0.0,305749.69170916633
26.900442880099067,0.0,305742.6561169595
27.96620993354757,0.0,305735.08969883353
29.07495353462509,0.0,305726.9725810935
30.228406398277794,0.0,305718.2848451662
31.4283711096447,0.0,305709.00652937905
32.67672294111059,0.0,305699.11763056566
33.975412782929745,0.0,305688.59810550645
35.32647019202524,0.0,305677.4278722091
36.7320065637259,0.0,305665.58681103436
38.19421843139667,0.0,305653.0547656725
39.71539089911964,0.0,305639.8115439756
41.297901212789675,0.0,305625.83691864915
42.944222475205954,0.0,305611.1106278075
44.65692751096496,0.0,305595.61237539735
46.43869288719496,0.0,305579.3218314914
48.292303096415395,0.0,305562.2186324572
50.220654908058265,0.0,305544.28238100064
52.22676189545161,0.0,305525.4926460906
54.31375914535282,0.0,305505.8289627632
56.484908157313846,0.0,305485.2708318098
58.74360194072781,0.0,305463.7977193482
61.09337031726882,0.0,305441.3890562802
63.53788543719846,0.0,305418.0242376348
66.080967518086,0.0,305393.68262179784
68.72659081492276,0.0,305368.3435296297
71.47888983096077,0.0,305341.98624346807
74.3421657789814,0.0,305314.59000601893
77.3208933030915,0.0,305286.134019132
80.41972747155192,0.0,305256.59744246217
83.64351105156594,0.0,305225.95939201367
86.9972820773968,0.0,305194.19893856696
90.48628172364145,0.0,305161.2951059859
94.11596249596406,0.0,305127.22686940327
97.89199675209089,0.0,305091.97315328184
101.82028556638008,0.0,305055.5128293492
105.9069679518217,0.0,305017.82471440296
110.15843045387517,0.0,304978.8875679826
114.58131713117214,0.0,304938.6800899055
119.18253993857046,0.0,304897.18091766274
123.96928952897149,0.0,304854.36862367013
128.94904649060086,0.0,304810.2217123713
134.12959303741576,0.0,304764.71861718677
139.51902517087842,0.0,304717.8376973052
145.12576533210253,0.0,304669.55723431025
150.958575564162,0.0,304619.85542863875
157.026571205032,0.0,304568.71039586316
163.3392351328554,0.0,304516.1001627916
169.90643258529968,0.0,304462.0026633811
176.73842657668874,0.0,304406.3957344538
183.84589393658624,0.0,304349.25711121195
191.23994199531523,0.0,304290.5644225399
198.9321259418727,0.0,304230.29518609063
206.93446688209494,0.0,304168.4268031425
215.25947062478429,0.0,304104.9365532206
223.9201472252931,0.0,304039.8015884728
232.93003131715946,0.0,303972.99892779003
242.30320326352563,0.0,303904.5054506615
252.05431116139584,0.0,303834.29789075325
262.1985937331232,0.0,303762.35282919894
272.75190414090383,0.0,303688.6466875924
283.730734761483,0.0,303613.1557206682
295.15224295980624,0.0,303535.8560086584
307.03427790187465,0.0,303456.72344931215
319.3954084487244,0.0,303375.73374956404
332.254952175102,0.0,303292.86241683754
345.6330055582081,0.0,303208.08474996715
359.55047538365966,0.0,303121.3758297256
374.029111417807,0.0,303032.71050893725
389.0915403972694,0.0,302942.0634021643
404.7613013892217,0.0,302849.4088749438
421.06288257719234,0.0,302754.7210325606
438.0217595301956,0.0,302657.9737083358
455.6644350148876,0.0,302559.1404514103
474.0184804129718,0.0,302458.1945140039
493.11257880858494,0.0,302355.1088381267
512.9765698129955,0.0,302249.8560417223
533.6414961966558,0.0,302142.40840421745
555.1396524015054,0.0,302032.7378514557
577.504635009301,0.0,301920.815939988
600.7713952448667,0.0,301806.61384069495
624.9762935962968,0.0,301690.1023217132
