R_over_R0,f_R,f_RR,m_s2_over_R0,hamiltonian_energy_proxy
242.30320326352563,0.9940318433152208,1.0900000000000004e-06,303904.5054506615,-152407.0472943895
252.05431116139584,0.9938128933019292,1.0900000000000004e-06,303834.29789075325,-152388.57111991936
262.1985937331232,0.9935886902186498,1.0900000000000004e-06,303762.35282919894,-152369.62083481892
272.75190414090383,0.9933591742439409,1.0900000000000004e-06,303688.6466875924,-152350.1888729
283.730734761483,0.9931242857074754,1.0900000000000004e-06,303613.1557206682,-152330.26755925475
295.15224295980624,0.9928839650931395,1.0900000000000004e-06,303535.8560086584,-152309.8491057769
307.03427790187465,0.992638153042164,1.0900000000000004e-06,303456.72344931215,-152288.92560650024
319.3954084487244,0.9923867903562837,1.0900000000000004e-06,303375.73374956404,-152267.4890327463
332.254952175102,0.9921298180009298,1.0900000000000004e-06,303292.86241683754,-152245.53122807379
345.6330055582081,0.9918671771084514,1.0900000000000004e-06,303208.08474996715,-152223.0439030214
359.55047538365966,0.9915988089813711,1.0900000000000004e-06,303121.3758297256,-152200.01862963603
374.029111417807,0.9913246550956705,1.0900000000000004e-06,303032.71050893725,-152176.4468357765
389.0915403972694,0.9910446571041107,1.0900000000000004e-06,302942.0634021643,-152152.31979918553
404.7613013892217,0.9907587568395808,1.0900000000000004e-06,302849.4088749438,-152127.6286413181
421.06288257719234,0.9904668963184826,1.0900000000000004e-06,302754.7210325606,-152102.36432091793
438.0217595301956,0.9901690177441461,1.0900000000000004e-06,302657.9737083358,-152076.51762733108
455.6644350148876,0.9898650635102783,1.0900000000000004e-06,302559.1404514103,-152050.07917354567
474.0184804129718,0.9895549762044431,1.0900000000000004e-06,302458.1945140039,-152023.03938894716
493.11257880858494,0.989238698611576,1.0900000000000004e-06,302355.1088381267,-151995.38851177625
512.9765698129955,0.9889161737175283,1.0900000000000004e-06,302249.8560417223,-151967.11658127865
533.6414961966558,0.9885873447126456,1.0900000000000004e-06,302142.40840421745,-151938.2134295326
555.1396524015054,0.9882521549953781,1.0900000000000004e-06,302032.7378514557,-151908.66867294195
577.504635009301,0.9879105481759212,1.0900000000000004e-06,301920.815939988,-151878.47170338038
600.7713952448667,0.9875624680798896,1.0900000000000004e-06,301806.61384069495,-151847.61167897235
624.9762935962968,0.9872078587520223,1.0900000000000004e-06,301690.1023217132,-151816.07751449628
650.1571566377859,0.9868466644599142,1.0900000000000004e-06,301571.2517306357,-151783.8578713934
676.3533361424934,0.9864788296977938,1.0900000000000004e-06,301450.03197596275,-151750.9411473682
703.6057705806802,0.9861042991903062,1.0900000000000004e-06,301326.41250775935,-151717.31546555934
