# z    H_over_H0
7.175561e+03  3.403844e+05
7.325965e+03  3.511408e+05
7.479523e+03  3.622372e+05
7.636298e+03  3.736842e+05
7.796360e+03  3.854930e+05
7.959777e+03  3.976750e+05
8.126619e+03  4.102420e+05
8.296959e+03  4.232062e+05
8.470868e+03  4.365801e+05
8.648423e+03  4.503766e+05
8.829700e+03  4.646092e+05
9.014776e+03  4.792916e+05
9.203732e+03  4.944380e+05
9.396648e+03  5.100631e+05
9.593608e+03  5.261820e+05
9.794697e+03  5.428103e+05
1.000000e+04  5.599642e+05
1.020961e+04  5.776602e+05
1.042361e+04  5.959154e+05
1.064209e+04  6.147476e+05
1.086516e+04  6.341750e+05
1.109290e+04  6.542163e+05
1.132541e+04  6.748911e+05
1.156280e+04  6.962193e+05
1.180517e+04  7.182215e+05
1.205261e+04  7.409191e+05
1.230524e+04  7.643340e+05
1.256317e+04  7.884889e+05
1.282650e+04  8.134073e+05
1.309535e+04  8.391131e+05
1.336984e+04  8.656314e+05
1.365008e+04  8.929878e+05
1.393619e+04  9.212088e+05
1.422830e+04  9.503216e+05
1.452654e+04  9.803546e+05
1.483103e+04  1.011337e+06
1.514189e+04  1.043298e+06
1.545928e+04  1.076269e+06
1.578331e+04  1.110283e+06
1.611414e+04  1.145371e+06
1.645191e+04  1.181569e+06
1.679675e+04  1.218910e+06
1.714882e+04  1.257432e+06
1.750827e+04  1.297171e+06
1.787526e+04  1.338166e+06
1.824993e+04  1.380456e+06
1.863246e+04  1.424084e+06
1.902301e+04  1.469090e+06
1.942175e+04  1.515518e+06
1.982884e+04  1.563414e+06
2.024447e+04  1.612823e+06
2.066880e+04  1.663794e+06
2.110203e+04  1.716376e+06
2.154435e+04  1.770620e+06
2.199593e+04  1.826578e+06
2.245698e+04  1.884305e+06
2.292769e+04  1.943856e+06
2.340827e+04  2.005289e+06
2.389893e+04  2.068664e+06
2.439986e+04  2.134042e+06
2.491130e+04  2.201486e+06
2.543346e+04  2.271061e+06
2.596656e+04  2.342836e+06
2.651084e+04  2.416878e+06
2.706652e+04  2.493261e+06
2.763385e+04  2.572058e+06
2.821308e+04  2.653346e+06
2.880444e+04  2.737202e+06
2.940820e+04  2.823709e+06
3.002462e+04  2.912950e+06
3.065395e+04  3.005011e+06
3.129648e+04  3.099982e+06
3.195248e+04  3.197954e+06
3.262222e+04  3.299023e+06
3.330600e+04  3.403286e+06
3.400412e+04  3.510844e+06
3.471687e+04  3.621802e+06
3.544456e+04  3.736266e+06
3.618750e+04  3.854348e+06
3.694601e+04  3.976162e+06
3.772042e+04  4.101826e+06
3.851107e+04  4.231461e+06
3.931829e+04  4.365194e+06
4.014242e+04  4.503153e+06
4.098384e+04  4.645473e+06
4.184289e+04  4.792290e+06
4.271994e+04  4.943748e+06
4.361538e+04  5.099992e+06
4.452959e+04  5.261174e+06
4.546295e+04  5.427451e+06
4.641589e+04  5.598983e+06
4.738880e+04  5.775936e+06
4.838210e+04  5.958481e+06
4.939622e+04  6.146796e+06
5.043159e+04  6.341063e+06
5.148867e+04  6.541469e+06
5.256791e+04  6.748210e+06
5.366977e+04  6.961484e+06
5.479472e+04  7.181499e+06
5.594326e+04  7.408467e+06
5.711586e+04  7.642609e+06
5.831305e+04  7.884151e+06
5.953533e+04  8.133326e+06
6.078323e+04  8.390377e+06
6.205729e+04  8.655552e+06
6.335805e+04  8.929108e+06
6.468608e+04  9.211310e+06
6.604194e+04  9.502430e+06
6.742622e+04  9.802752e+06
6.883952e+04  1.011256e+07
7.028244e+04  1.043217e+07
7.175561e+04  1.076188e+07
7.325965e+04  1.110200e+07
7.479523e+04  1.145288e+07
7.636298e+04  1.181484e+07
7.796360e+04  1.218825e+07
7.959777e+04  1.257346e+07
8.126619e+04  1.297084e+07
8.296959e+04  1.338078e+07
8.470868e+04  1.380367e+07
8.648423e+04  1.423994e+07
8.829700e+04  1.468999e+07
9.014776e+04  1.515426e+07
9.203732e+04  1.563321e+07
9.396648e+04  1.612729e+07
9.593608e+04  1.663699e+07
9.794697e+04  1.716280e+07
1.000000e+05  1.770523e+07
