# z   H_over_H0
4.897788e+04 2.046081e-05
5.011872e+04 1.999508e-05
5.128614e+04 1.953994e-05
5.248075e+04 1.909517e-05
5.370318e+04 1.866052e-05
5.495409e+04 1.823576e-05
5.623413e+04 1.782067e-05
5.754399e+04 1.741503e-05
5.888437e+04 1.701862e-05
6.025596e+04 1.663124e-05
6.165950e+04 1.625267e-05
6.309573e+04 1.588272e-05
6.456542e+04 1.552119e-05
6.606934e+04 1.516789e-05
6.760830e+04 1.482263e-05
6.918310e+04 1.448523e-05
7.079458e+04 1.415551e-05
7.244360e+04 1.383330e-05
7.413102e+04 1.351842e-05
7.585776e+04 1.321071e-05
7.762471e+04 1.291000e-05
7.943282e+04 1.261613e-05
8.128305e+04 1.232896e-05
8.317638e+04 1.204832e-05
8.511380e+04 1.177407e-05
8.709636e+04 1.150606e-05
8.912509e+04 1.124416e-05
9.120108e+04 1.098821e-05
9.332543e+04 1.073809e-05
9.549926e+04 1.049367e-05
9.772372e+04 1.025480e-05
1.000000e+05 1.002138e-05
