T_Gyr,chi2_nucleosynthesis
8.69943321754156e-06,14.513638787008356
8.901958046723212e-06,14.514546531575748
9.109197701044546e-06,14.515453380552746
9.321261942731712e-06,14.516359329463903
9.538263089300966e-06,14.517264373841611
9.760316073046525e-06,14.518168509229858
9.987538501913135e-06,14.519071731178373
1.0220050721785882e-05,14.519974035245403
1.0457975880229988e-05,14.520875416997976
1.0701439991714708e-05,14.52177587201225
1.0950572004355433e-05,14.522675395872081
1.1205503868209707e-05,14.523573984169333
1.146637060516304e-05,14.52447163250533
1.1733310380441918e-05,14.525368336489711
1.2006464575791445e-05,14.526264091739574
1.2285977864356568e-05,14.527158893880934
1.2571998287306781e-05,14.528052738548189
1.2864677332244417e-05,14.528945621384654
1.316417001343844e-05,14.529837538041068
1.347063495392608e-05,14.530728484177086
1.3784234469525698e-05,14.531618455461738
1.410513465480575e-05,14.532507447570506
1.4433505471054887e-05,14.53339545618927
1.4769520836300013e-05,14.534282477010777
1.511335871742025e-05,14.535168505736143
1.5465201224405037e-05,14.53605353807658
1.5825234706806736e-05,14.5369375697495
1.619364985243867e-05,14.537820596483375
1.6570641788370724e-05,14.53870261401247
1.6956410184276463e-05,14.539583618080968
1.735115935818591e-05,14.540463604440529
1.7755098384700244e-05,14.54134256885218
1.8168441205726118e-05,14.542220507084838
1.85914067437875e-05,14.54309741491583
1.902421901797566e-05,14.543973288130392
1.9467107262598453e-05,14.54484812252366
1.9920306048591637e-05,14.545721913898205
2.0384055407757053e-05,14.54659465806392
2.085860095989273e-05,14.547466350841747
2.13441940428826e-05,14.54833698805838
2.1841091845815146e-05,14.549206565549898
2.2349557545200616e-05,14.550075079161473
2.2869860444359647e-05,14.55094252474602
2.3402276116056872e-05,14.55180889816485
2.394708654845486e-05,14.552674195288308
2.4504580294466353e-05,14.553538411992939
2.5075052624583025e-05,14.554401544167389
2.5658805683262142e-05,14.555263587705069
2.625614864895438e-05,14.556124538510346
2.6867397897856623e-05,14.556984392494968
2.7492877171477232e-05,14.557843145579154
2.813291774810224e-05,14.558700793690818
2.8787858618253083e-05,14.559557332767502
2.9458046664229584e-05,14.560412758753987
3.0143836843832196e-05,14.5612670676051
3.0845592378361364e-05,14.562120255282416
3.15636849449941e-05,14.562972317755941
3.229849487363849e-05,14.563823251006225
3.3050411348371385e-05,14.564673051019469
3.381983261356553e-05,14.56552171379146
3.460716618481513e-05,14.56636923532678
3.541282906477243e-05,14.56721561163748
3.623724796400842e-05,14.568060838745458
3.7080859527015274e-05,14.568904912678954
3.7944110563470706e-05,14.569747829476233
3.8827458284885626e-05,14.57058958518331
3.9731370546761274e-05,14.571430175854742
4.0656326096383896e-05,14.572269597553902
4.1602814826387684e-05,14.573107846351455
4.2571338034221657e-05,14.57394491832767
4.356240868765574e-05,14.574780809570033
4.457655169646913e-05,14.575615516174985
4.561430419046272e-05,14.576449034247867
4.667621580394413e-05,14.577281359902441
4.776284896683563e-05,14.578112489259258
4.8874779202558616e-05,14.578942418448863
5.0012595432853944e-05,14.579771143610124
5.11769002896976e-05,14.580598660888828
5.2368310434477865e-05,14.58142496644116
5.35874568846039e-05,14.582250056430116
5.483498534771686e-05,14.583073927028266
5.611155656368202e-05,14.583896574415347
5.741784665454253e-05,14.584717994780597
5.875454748261966e-05,14.58553818432118
6.012236701695082e-05,14.58635713924311
6.152202970825735e-05,14.587174855758668
6.295427687264151e-05,14.58799133009169
6.441986708421729e-05,14.588806558472886
6.591957657688039e-05,14.589620537139657
6.74541996554322e-05,14.590433262341616
6.90245491162748e-05,14.591244730333441
7.06314566778992e-05,14.592054937380508
7.22757734213968e-05,14.592863879753684
7.395837024122479e-05,14.593671553735046
7.56801383064655e-05,14.59447795561451
7.744198953282529e-05,14.595283081688711
7.924485706562014e-05,14.596086928264336
8.108969577400607e-05,14.596889491655876
8.297748275671541e-05,14.597690768186752
8.490921785956572e-05,14.598490754187708
8.68859242050184e-05,14.599289445998934
8.890864873406371e-05,14.600086839967904
9.09784627607212e-05,14.600882932451029
9.30964625394506e-05,14.601677719813708
9.526376984577033e-05,14.60247119842908
9.748153257039377e-05,14.603263364678696
9.975092532719749e-05,14.604054214952521
0.00010207315007534164,14.60484374564942
0.00010444943675587603,14.605631953175026
0.00010688104394316375,14.606418833945437
0.00010936925951147221,14.60720438438367
0.00011191540131708102,14.607988600922031
0.00011452081789627101,14.608771480000225
0.00011718688917956085,14.60955301806743
0.00011991502722257323,14.610333211580583
0.00012270667695391376,14.611112057004483
0.0001255633169404626,14.611889550813997
0.00012848646017048042,14.612665689490644
0.00013147765485494703,14.613440469524985
0.00013453848524755358,14.614213887416362
0.00013767057248378624,14.61498593967039
0.0001408755754395418,14.615756622805488
0.00014415519160973457,14.616525933343366
0.00014751115800735467,14.617293867818091
0.00015094525208345943,14.618060422769338
0.00015445929266857963,14.618825594746745
0.00015805514093604462,14.61958938030722
0.00016173470138773117,14.62035177601782
0.0001654999228627635,14.621112778452755
0.00016935279956969336,14.62187238419354
0.00017329537214271217,14.622630589832283
0.0001773297287224494,14.6233873919678
0.0001814580060619349,14.624142787208354
0.00018568239065830538,14.624896772169587
0.00019000511991086038,14.625649343475878
0.00019442848330607486,14.626400497761876
0.0001989548236302023,14.627150231666482
0.00020358653821010445,14.627898541841054
0.0002083260801829709,14.628645424942945
0.00021317595979559493,14.629390877638585
0.00021813874573390002,14.630134896602591
0.0002232170664834146,14.630877478518737
0.00022841361172142269,14.631618620077822
0.0002337311337415202,14.632358317980323
0.00023917244891133931,14.633096568934379
0.00024474043916420486,14.63383336965605
0.00025043805352552095,14.634568716870781
0.0002562683096746882,14.63530260731253
0.00026223429554338666,14.636035037721795
0.00026833917095106334,14.6367660048498
0.0002745861692784981,14.637495505453781
0.0002809785991803265,14.638223536301703
0.00028751984633743484,14.638950094168699
0.0002942133752501471,14.639675175837748
0.00030106273107316175,14.64039877810072
0.0003080715414932025,14.641120897759055
0.00031524351865038484,14.641841531620763
0.0003225824611043088,14.642560676502324
0.0003300922558459267,14.643278329229611
0.0003377768803562433,14.643994486636974
0.00034564040471294776,14.644709145565315
0.0003536869937460835,14.645422302866326
0.00036192090924390755,14.646133955399304
0.0003703465122100979,14.646844100029197
0.000378968265173513,14.647552733633889
0.0003877907345517221,14.648259853096683
0.0003968185930695566,14.648965455309316
0.00040605662223397037,14.649669537172997
0.00041550971486651,14.650372095596804
0.00042518287769474785,14.651073127498025
0.00043508123400403694,14.651772629803038
0.0004452100263510072,14.652470599445369
0.00045557461934022454,14.653167033366906
0.00046618050246549934,14.65386192852022
0.00047703329301733286,14.65455528186336
0.0004881387390580581,14.655247090365052
0.0004995027224662343,14.655937350998926
0.0005111312620519243,14.656626060752686
0.0005230305167444871,14.65731321661611
0.0005352067888545921,14.657998815591958
0.0005476665274121654,14.658682854688976
0.0005604163315820521,14.659365330924398
0.0005734629541591878,14.660046241326025
0.0005868133051451479,14.660725582927162
0.0006004744554079493,14.661403352770577
0.000614453640427064,14.662079547908093
0.0006287582641256067,14.662754165399202
0.0006433959027917474,14.663427202311219
0.0006583743090914048,14.664098655721624
0.0006737014161743662,14.664768522714379
0.0006893853418759888,14.665436800381917
0.0007054343930167287,14.666103485827334
0.0007218570698017513,14.666768576157983
0.0007386620703229793,14.667432068494215
0.0007558582951659354,14.668093959961329
0.0007734548521238474,14.668754247694666
0.0007914610610214851,14.669412928836742
0.0008098864586513102,14.670070000540232
0.0008287408038245284,14.670725459964405
0.000848034082539744,14.671379304276883
0.0008677765132719287,14.672031530654767
0.0008879785523845319,14.672682136283012
0.0009086508996675734,14.673331118355506
0.0009298045040046778,14.673978474073229
0.0009514505691720236,14.674624200646747
0.0009736005597723092,14.675268295293904
0.000996266207306847,14.675910755242484
0.0010194595163890332,14.676551577725842
0.0010431927711024528,14.677190759988518
0.0010674785415070187,14.677828299283478
0.0010923296902965582,14.678464192867906
0.001117759379611408,14.679098438013192
0.0011437810780095894,14.679731031995045
0.0011704085676002929,14.680361972099165
0.0011976559513434118,14.680991255618553
0.001225537660519032,14.681618879855073
0.001254068462370792,14.682244842119601
0.001283263467927203,14.682869139730713
0.00131313814000503,14.683491770014784
0.0013437083013990152,14.68411273030772
0.001374990143262238,14.68473201795374
0.0014070002336815937,14.6853496303037
0.0014397555264528893,14.685965564719767
0.0014732733700602485,14.68657981856885
0.001507571516864535,14.6871923892292
0.00154266813250571,14.687803274085084
0.0015785818055240525,14.68841247053205
0.0016153315572053906,14.689019975971657
0.0016529368516555061,14.689625787813776
0.0016914176061090924,14.6902299034778
0.0017307942014787045,14.690832320390967
0.0017710874931492768,14.691433035988753
0.0018123188220239637,14.692032047715099
0.0018545100258271028,14.692629353022843
0.0018976834506703422,14.69322494937193
0.001941861962888,14.693818834231312
0.001987068961147985,14.694411005078884
0.0020333283888446297,14.695001459400894
0.002080664746780067,14.695590194689506
0.0021291031061407934,14.696177208448294
0.0021786691217763683,14.696762498187889
0.0022293890457872096,14.697346061427975
0.002281289741428749,14.697927895695335
0.0023343986973392438,14.698507998525095
0.0023887440420988565,14.699086367463172
0.002444354559127628,14.699663000059504
0.002501259701930326,14.700237893877965
0.0025594896096961493,14.700811046485269
0.002619075123261645,14.701382455460651
0.002680047801445199,14.70195211838878
0.00274243993776184,14.702520032864449
0.002806284577527132,14.703086196490085
0.0028716155353592818,14.703650606876664
0.002938467413088664,14.704213261644533
0.0030068756180843263,14.704774158418878
0.003076876382007093,14.705333294837413
0.0031485067799992936,14.705890668544384
0.0032218047503211836,14.706446277191834
0.0032968091144445575,14.707000118441254
0.0033735595976140897,14.707552189961977
0.003452096849887408,14.708102489431038
0.003532462467664923,14.708651014535647
0.0036146990157209396,14.709197762969499
0.0036988500497475963,14.709742732435307
0.0037849601394236917,14.710285920644091
0.003873074892020501,14.710827325315215
0.003963240976557201,14.711366944177623
0.004055506148518576,14.711904774965504
0.004149919275148222,14.712440815424571
0.004246530361330518,14.71297506330809
0.004345390576075202,14.713507516375403
0.004446552279618446,14.71403817239774
0.004550069051154918,14.714567029152242
0.0046559957172153865,14.715094084425123
0.004764388380705027,14.71561933601081
0.004875304450617684,14.716142781712124
0.004988802672441952,14.716664419340859
0.005104943159275046,14.71718424671644
0.005223787423661093,14.7177022616662
0.005345398410170532,14.718218462026892
0.005469840528738073,14.71873284564245
0.005597179688776663,14.71924541036699
0.005727483334085742,14.71975615406046
0.005860820478572066,14.720265074593707
0.005997261742802222,14.720772169843958
0.006136879391405991,14.721277437697545
0.006279747371350572,14.721780876049586
0.006425941351105739,14.72228248280246
0.006575538760720871,14.722782255867404
0.006728618832834887,14.723280193165326
0.006885262644640996,14.723776292622867
0.007045553160828307,14.724270552176979
0.0072095752775231964,14.724762969772309
0.007377415867253631,14.725253543361848
0.007549163824960211,14.725742270906935
0.007724910115078465,14.726229150377199
0.007904747819717112,14.72671417975126
0.00808877218795805,14.727197357015477
0.008277080686303926,14.727678680163908
0.008469773050300285,14.728158147199633
0.00866695133735933,14.728635756134596
0.008868719980813611,14.729111504988516
0.009075185845227908,14.72958539178942
0.009286458282998976,14.730057414573713
0.009502649192272762,14.730527571386133
0.00972387307621013,14.730995860280375
0.009950247103632117,14.731462279317217
0.010181891171077226,14.73192682656578
0.010418927966303216,14.732389500106022
0.010661483033267428,14.732850298023138
0.010909684838619748,14.73330921841248
0.011163664839743489,14.73376625937721
0.011423557554380499,14.734221419028714
0.011689500631876928,14.734674695486834
0.011961634926087756,14.735126086879633
0.012240104569978394,14.73557559134303
0.012525057051963303,14.73602320702358
0.012816643294021511,14.736468932072667
0.013115017731630865,14.736912764653567
0.013420338395562979,14.73735470293426
0.013732766995582674,14.737794745094702
0.014052469006095697,14.738232889320233
0.014379613753790477,14.738669133806276
0.014714374507320065,14.739103476755336
0.015056928569072146,14.739535916380191
0.015407457369075213,14.739966450900676
0.01576614656109106,14.740395078544347
0.016133186120944155,14.740821797547143
0.01650877044714045,14.74124660615512
0.016893098463828304,14.741669502621454
0.01728637372615658,14.742090485207706
0.017688804528085234,14.742509552183082
0.018100604012706197,14.742926701826462
0.018521990285132114,14.743341932424379
0.01895318652801344,14.743755242271654
0.019394421119744536,14.744166629671573
0.019845927755422033,14.74457609293564
0.020307945570618744,14.744983630384336
0.020780719268039285,14.745389240345313
0.021264499247124043,14.745792921155157
0.021759541736670756,14.746194671159898
0.022266108930543142,14.746594488711013
0.022784469126539114,14.746992372171889
0.02331489686849159,14.747388319911163
0.02385767309167794,14.747782330308375
0.024413085271614093,14.748174401749399
0.02498142757631293,14.748564532629223
0.025563001022086942,14.748952721350399
0.026158113632978573,14.749338966326414
0.026767080603901573,14.749723265975966
0.02739022446758067,14.750105618727261
0.028027875265377297,14.750486023017537
0.02868037072209273,14.750864477291675
0.029348056424840122,14.75124098000362
0.030031286006081098,14.751615529613014
0.03073042133092306,14.751988124591085
0.03144583268877749,14.752358763417359
0.03217789898947952,14.752727444576522
0.0329270079639732,14.753094166564113
0.03369355636966934,14.753458927884667
0.034477950200583536,14.753821727047914
0.03528060490236658,14.75418256257505
0.03610194559234044,14.754541432994355
0.03694240728465747,14.75489833684235
0.03780243512070063,14.755253272663449
0.0386824846048479,14.755606239012113
0.0395830218457249,14.755957234449301
0.040504523803074774,14.756306257544999
0.04144747854037432,14.756653306877485
0.04241238548333173,14.756998381033338
0.043399755684401624,14.757341478608772
0.044410112093458895,14.757682598205148
0.04544398983477311,14.758021738435966
0.046501936490431425,14.75835889791995
0.04758451239035909,14.758694075285957
0.048692290909092634,14.759027269171224
0.049825858769461134,14.759358478219474
0.05098581635333771,14.759687701084566
0.05217277801962484,14.760014936428782
0.05338737242964351,14.760340182921375
0.05463024288009641,14.760663439240677
0.05590204764378322,14.760984704073884
0.05720346031824722,14.76130397611595
0.058535170182539537,14.761621254070167
0.05989788256228787,14.76193653664746
0.06129231920326471,14.762249822568439
0.06271921865365171,14.76256111056201
0.06417933665520435,14.762870399363525
0.06567344654352189,14.76317768771847
0.06720233965763639,14.763482974380876
0.06876682575913627,14.763786258111585
0.0703677334610485,14.764087537681865
0.072005910666704,14.764386811868075
0.0736822250188206,14.764684079458108
0.07539756435904002,14.764979339246839
0.07715283719816439,14.765272590037595
0.07894897319733857,14.765563830641913
0.08078692366043526,14.765853059880362
0.08266766203790214,14.766140276579954
0.08459218444234035,14.766425479578583
0.08656151017608386,14.766708667720456
0.08857668227106236,14.766989839858901
0.09063876804123093,14.76726899485615
0.09274885964786242,14.767546131582073
0.09490807467799797,14.767821248914945
0.09711755673636528,14.768094345740725
0.09937847605107554,14.768365420954934
0.10169203009342322,14.76863447346151
0.10405944421211288,14.768901502171325
0.1064819722822523,14.76916650600374
0.10896089736945272,14.76942948388885
0.11149753240939202,14.769690434761937
0.11409322090319589,14.769949357567988
0.11674933762900899,14.77020625126081
0.11946728937013033,14.770461114801389
0.12224851566010213,14.770713947160854
0.1250944895451421,14.7709647473162
0.1280067183643269,14.771213514255264
0.13098674454793674,14.771460246972275
0.1340361464343884,14.77170494447046
0.13715653910618422,14.771947605760795
0.14034957524532207,14.772188229865687
0.14361694600862207,14.772426815810176
0.14696038192342828,14.772663362633331
0.1503816538041642,14.77289786937946
0.15388257369022426,14.773130335101117
0.15746499580570233,14.773360758860466
0.16113081754146039,14.77358913972743
0.1648819804600613,14.77381547678018
0.1687204713240952,14.774039769105919
0.17264832314844847,14.77426201579886
0.1766676162770667,14.774482215961628
0.1807804794847869,14.774700368707585
0.1849890911048184,14.77491647315602
0.18929568018247556,14.775130528433854
0.19370252765576582,14.77534253367952
0.19821196756346451,14.775552488037226
0.20282638828131144,14.775760390659544
0.20754823378699053,14.775966240709247
0.21238000495455428,14.776170037354952
0.21732426087898543,14.776371779776756
0.222383620231592,14.776571467158616
0.22756076264696054,14.776769098697873
0.23285843014219373,14.776964673596511
0.23827942856919088,14.777158191067294
0.24382662910073474,14.777349650328162
0.24950296975117991,14.777539050609125
0.25531145693253815,14.777726391145494
0.2612551670467929,14.777911671183357
0.2673372481152798,14.778094889974607
0.2735609214460052,14.778276046781997
0.27992948333977463,14.778455140874701
0.28644630683604394,14.778632171530935
0.29311484349941047,14.778807138037784
0.2999386252477001,14.778980039690083
0.3069212662226068,14.779150875790334
0.3140664647038845,14.7793196456507
0.32137800506809855,14.779486348591554
0.32885975979298276,14.77965098393985
0.3365156915084531,14.779813551032667
0.34434985509537247,14.779974049214788
0.3523663998331715,14.780132477840034
0.3605695715974733,14.78028883626923
0.36896371510887277,14.780443123872155
0.37755327623407164,14.780595340027585
0.3863428043405805,14.780745484121963
0.3953369547062462,14.780893555549524
0.40454049098486633,14.781039553713955
0.4139582877292078,14.781183478026737
0.4235953329727574,14.781325327908263
0.43345673087158465,14.78146510278547
0.44354770440769886,14.781602802096
0.4538735981553465,14.781738425284033
0.46443988111170326,14.781871971803335
0.475252149593474,14.78200344111467
0.48631613020091763,14.78213283268784
0.49763768285088034,14.782260146002226
0.5092228038804327,14.78238538054301
0.5210776292227705,14.78250853580557
0.5332084376570404,14.78262961129304
0.5456216541338299,14.782748606516837
0.5583238531780673,14.782865520996719
0.5713217623711543,14.782980354262058
0.5846222659141526,14.783093105847362
0.5982324082739227,14.783203775298087
0.6121593979141561,14.78331236216852
0.6264106111132549,14.783418866018915
0.6409935958710997,14.783523286418887
0.6559160759067604,14.783625622947273
0.6711859547492874,14.783725875191102
0.6868113199237255,14.783824042744454
0.7028004472345847,14.783920125210448
0.7191618051490254,14.784014122200494
0.735904059282098,14.784106033334954
0.7530360769863857,14.784195858240656
0.7705669320485045,14.78428359655592
0.7885059094949287,14.784369247924193
0.8068625105097144,14.784452811999842
0.8256464574666906,14.78453428844235
0.8448676990788133,14.78461367692275
0.8645364156673849,14.784690977120398
0.8846630245539618,14.784766188719743
0.9052581855777677,14.784839311416146
0.9263328067415654,14.784910344912754
0.9478980499889538,14.78497928892218
0.9699653371161816,14.785046143162283
0.9925463558215694,14.785110907362338
1.0156530658957756,14.785173581258162
1.0392977055561616,14.785234164595739
1.0634927979286422,14.78529265712751
1.0882511576804148,14.78534905861425
1.1135858978071127,14.785403368826902
1.1395104365779518,14.785455587542323
1.1660385046425832,14.785505714548748
1.1931841523033746,14.785553749639659
1.2209617569570035,14.785599692617497
1.2493860307092797,14.785643543294915
1.2784720281672661,14.785685301492272
1.3082351544127786,14.785724967036384
1.3386911731615239,14.785762539764196
1.3698562151121694,14.78579801952115
1.4017467864898088,14.785831406158401
1.4343797777882927,14.785862699539184
1.4677724727161021,14.78589189953328
1.5019425573504621,14.785919006018089
1.5369081295046,14.78594401888002
1.5726877083130426,14.785966938014395
1.6093002440400792,14.785987763323662
1.6467651281165514,14.7860064947199
1.6851022034103318,14.786023132122718
1.72433177473587,14.786037675460285
1.7644746196084231,14.786050124668966
1.8055519992486269,14.786060479694132
1.8475856698432906,14.786068740487533
1.89059789406831,14.786074907011207
1.9346114528798588,14.786078979236198
1.9796496575800593,14.786080957139296
2.025736362163581,14.78608116395191
2.0728959759516363,14.78608116395191
2.1211534765201177,14.78608116395191
2.170534422928682,14.78608116395191
2.221064969257854,14.78608116395191
2.272771878461235,14.78608116395191
2.325682536540215,14.78608116395191
2.3798249670486546,14.78608116395191
2.435227845935282,14.78608116395191
2.491920516731578,14.78608116395191
2.5499330060932675,14.78608116395191
2.609296039703592,14.78608116395191
2.670041058546862,14.780031946398102
2.732200235560817,14.761661379966206
2.795806492676656,14.731111967042857
2.860893518255813,14.68858660842428
2.9274957849326055,14.634346913422934
2.995648567872306,14.568712377554544
3.065387963454223,14.492059574935027
3.1367509083897893,14.404821365044135
3.209775199285669,14.307486113514141
3.2844995126623275,14.200596926625773
3.3609634254386056,14.084750899171373
3.4392074358932416,13.960598375391683
3.5192729851143185,13.828842222644475
3.601202478948097,13.690237117522607
3.6850393104587837,13.545588844119003
3.770827882911236,13.395753604118775
3.8586136332886407,13.241637338463619
3.9484430563577315,13.084195060276176
4.040363729294205,12.924430198775305
4.134424336881499,12.763393953908245
4.23067469729613,12.602184661421688
4.329165788493361,12.44194716811548
4.4299497752070875,12.283872217007529
4.533080036578374,12.12919584216504
4.638611194427096,11.979198772935016
4.746599142181813,11.835205847338989
4.857101074483077,11.69858543438224
4.970175517476005,11.570748865036585
5.085882359807983,11.453149871661584
5.204282884348047,11.347284035633162
5.325439800644651,11.254688242954284
5.449417278139158,11.176940147613452
5.576280980152444,11.115657642480878
5.706098098662783,11.072498337522292
5.838937389893298,11.049159045108713
5.974869210728021,11.047375272221537
6.113965555975598,11.068920719347139
6.256300096500583,11.115606785841939
6.401948218242357,11.189282081588088
6.550987062142547,11.291831944725889
6.703495565001836,11.425177965276172
6.859554501288002,11.59127751446307
7.019246525917185,11.792123279539569
7.182656218031243,12.029742803942144
7.34987012579412,12.30619803258333
7.520976812231167,12.62358486210278
7.696066902135521,12.9840326959057
7.8752331300666345,13.389704003807159
8.058570389466064,13.842793886111629
8.246175782916776,14.345529641963742
8.438148673572408,14.900170341794018
8.634590737783986,15.509006403702655
8.83560601895162,16.174359173615283
9.04130098263,16.898580509051612
9.251784572916643,17.684052366351235
9.467168270153058,18.533186391195272
9.687566149969019,19.448423512279465
9.91309494370152,20.43223353798104
10.143874100220177,21.487114755870806
10.380025849192146,22.61559353492618
10.62167526581964,23.820223930303698
10.868950337084707,25.103587290516003
11.121982029536044,26.468291866884872
11.38090435865414,27.91697242512923
11.645854459831043,29.45228985894168
11.916972661002564,31.07693080543006
12.19440255697158,32.79360726228815
12.478291085461356,34.60505620655528
12.768788604939571,36.51403921484116
13.06604897425393,38.52334208490176
13.370229634121985,40.635774458405635
13.681491690517795,42.85416944480072
13.999999999999998,45.18138324614028
