T_Gyr,I_DH,I_Yp
2.6900920474759736e-06,0.9925983397034454,1.019031074484241
2.75271801617695e-06,0.992596088477294,1.019051436403612
2.8168019319988862e-06,0.9925938449206891,1.0190717987298479
2.8823777362899485e-06,0.9925916090205101,1.0190921614629567
2.9494801605607654e-06,0.9925893807636323,1.0191125246029462
3.0181447448796328e-06,0.9925871601369395,1.019132888149825
3.0884078566958973e-06,0.9925849471273097,1.0191532521036006
3.160306710101593e-06,0.9925827417216213,1.0191736164642822
3.2338793855414566e-06,0.992580543906759,1.0191939812318767
3.309164849981855e-06,0.9925783536695975,1.0192143464063927
3.386202977549199e-06,0.9925761709970199,1.0192347119878389
3.465034570648819e-06,0.992573995875908,1.0192550779762226
3.545701381575552e-06,0.9925718282931416,1.0192754443715528
3.628246134627368e-06,0.9925696682356064,1.0192958111738366
3.7127125487338323e-06,0.9925675156901771,1.0193161783830829
3.799145360611369e-06,0.9925653706437423,1.0193365459992996
3.887590348457544e-06,0.9925632330831806,1.0193569140224945
3.978094356197039e-06,0.9925611029953776,1.0193772824526766
4.0707053182919975e-06,0.9925589803672166,1.019397651289853
4.165472285129972e-06,0.9925568651855772,1.0194180205340326
4.262445449002969e-06,0.9925547574373437,1.019438390185223
4.361676170691224e-06,0.9925526571094023,1.019458760243433
4.4632170066658864e-06,0.9925505641886376,1.01947913070867
4.567121736924989e-06,0.9925484786619324,1.0194995015809423
4.673445393477401e-06,0.99254640051617,1.0195198728602586
4.782244289489992e-06,0.9925443297382398,1.0195402445466264
4.893576049113257e-06,0.9925422663150214,1.019560616640054
5.007499638001287e-06,0.9925402102334027,1.0195809891405496
5.124075394542354e-06,0.9925381614802742,1.0196013620481215
5.243365061816431e-06,0.9925361200425161,1.0196217353627774
5.3654318202967615e-06,0.9925340859070133,1.0196421090845258
5.490340321312714e-06,0.9925320590606569,1.0196624832133747
5.6181567212916104e-06,0.9925300394903342,1.0196828577493324
5.748948716797827e-06,0.9925280271829268,1.0197032326924065
5.882785580387509e-06,0.9925260221253284,1.0197236080426058
6.0197381972979876e-06,0.9925240243044253,1.0197439837999385
6.159879102991446e-06,0.9925220337070997,1.0197643599644117
6.303282521572492e-06,0.9925200503202463,1.0197847365360346
6.450024405100167e-06,0.9925180741307541,1.019805113514815
6.600182473815079e-06,0.9925161051255061,1.019825490900761
6.7538362573031575e-06,0.9925141432913958,1.0198458686938805
6.911067136617581e-06,0.9925121886153109,1.019866246894182
7.071958387381394e-06,0.9925102410841393,1.0198866255016736
7.236595223893475e-06,0.9925083006847731,1.0199070045163632
7.4050648442614515e-06,0.9925063674041009,1.0199273839382592
7.577456476585162e-06,0.9925044412290154,1.0199477637673697
7.753861426215389e-06,0.9925025221464034,1.0199681440037025
7.934373124112674e-06,0.9925006101431604,1.019988524647266
8.119087176332101e-06,0.9924987052061737,1.0200089056980686
8.308101414659948e-06,0.9924968073223347,1.020029287156118
8.501515948429253e-06,0.9924949164785359,1.0200496690214225
8.69943321754156e-06,0.9924930326616672,1.0200700512939902
8.90195804672321e-06,0.9924911558586231,1.0200904339738297
9.109197701044545e-06,0.9924892860562965,1.0201108170609483
9.321261942731712e-06,0.992487423241576,1.0201312005553544
9.538263089300966e-06,0.9924855674013592,1.0201515844570566
9.760316073046523e-06,0.9924837185225353,1.0201719687660626
9.987538501913135e-06,0.992481876592,1.0201923534823807
1.0220050721785882e-05,0.9924800415966474,1.020212738606019
1.0457975880229988e-05,0.9924782135233675,1.0202331241369857
1.0701439991714707e-05,0.9924763923590548,1.0202535100752887
1.0950572004355435e-05,0.9924745780906059,1.0202738964209366
1.1205503868209709e-05,0.9924727707049158,1.0202942831739372
1.146637060516304e-05,0.9924709701888755,1.0203146703342987
1.173331038044192e-05,0.9924691765293826,1.0203350579020292
1.2006464575791445e-05,0.9924673897133325,1.0203554458771367
1.2285977864356568e-05,0.9924656097276213,1.0203758342596299
1.257199828730678e-05,0.9924638365591426,1.0203962230495163
1.2864677332244416e-05,0.9924620701947933,1.0204166122468044
1.3164170013438438e-05,0.9924603106214696,1.020437001851502
1.347063495392608e-05,0.9924585578260663,1.020457391863618
1.3784234469525698e-05,0.9924568117954805,1.0204777822831597
1.4105134654805748e-05,0.9924550725166094,1.0204981731101355
1.4433505471054885e-05,0.9924533399763505,1.0205185643445538
1.4769520836300014e-05,0.9924516141616035,1.0205389559864224
1.511335871742025e-05,0.9924498950592584,1.0205593480357495
1.5465201224405037e-05,0.9924481826562213,1.0205797404925434
1.5825234706806736e-05,0.9924464769393844,1.0206001333568124
1.619364985243867e-05,0.9924447778956507,1.0206205266285644
1.657064178837072e-05,0.9924430855119127,1.0206409203078073
1.6956410184276463e-05,0.9924413997750735,1.0206613143945498
1.735115935818591e-05,0.9924397206720305,1.0206817088887996
1.775509838470024e-05,0.9924380481896852,1.020702103790565
1.8168441205726115e-05,0.9924363823149291,1.0207224990998538
1.85914067437875e-05,0.9924347230346706,1.0207428948166752
1.902421901797566e-05,0.9924330703358054,1.020763290941036
1.946710726259845e-05,0.992431424205234,1.020783687472945
1.9920306048591637e-05,0.9924297846298551,1.0208040844124107
2.0384055407757053e-05,0.9924281515965734,1.0208244817594407
2.0858600959892726e-05,0.9924265250922841,1.020844879514043
2.1344194042882596e-05,0.9924249051038903,1.0208652776762264
2.1841091845815146e-05,0.9924232916182935,1.0208856762459986
2.2349557545200616e-05,0.9924216846223953,1.0209060752233676
2.2869860444359647e-05,0.9924200841030956,1.020926474608342
2.3402276116056872e-05,0.9924184900472967,1.0209468744009296
2.394708654845486e-05,0.9924169024419005,1.0209672746011387
2.4504580294466353e-05,0.9924153212738079,1.0209876752089773
2.5075052624583022e-05,0.9924137465299254,1.0210080762244538
2.565880568326214e-05,0.9924121781971521,1.0210284776475762
2.6256148648954376e-05,0.9924106162623909,1.0210488794783523
2.6867397897856623e-05,0.9924090607125432,1.0210692817167908
2.749287717147723e-05,0.9924075115345128,1.0210896843628998
2.8132917748102236e-05,0.9924059687152053,1.0211100874166874
2.8787858618253083e-05,0.9924044322415245,1.0211304908781613
2.9458046664229587e-05,0.9924029021003707,1.02115089474733
3.0143836843832196e-05,0.9924013782786483,1.0211712990242017
3.0845592378361364e-05,0.9923998607632637,1.0211917037087843
3.15636849449941e-05,0.9923983495411219,1.0212121088010861
3.229849487363849e-05,0.9923968445991278,1.0212325143011154
3.305041134837138e-05,0.9923953459241783,1.0212529202088805
3.381983261356553e-05,0.9923938535031871,1.0212733265243887
3.460716618481513e-05,0.9923923673230557,1.0212937332476488
3.541282906477242e-05,0.9923908873706895,1.0213141403786692
3.623724796400842e-05,0.9923894136329948,1.0213345479174574
3.7080859527015274e-05,0.9923879460968777,1.021354955864022
3.7944110563470706e-05,0.9923864847492424,1.0213753642183707
3.8827458284885626e-05,0.9923850295769956,1.0213957729805123
3.9731370546761274e-05,0.9923835805670439,1.0214161821504544
4.0656326096383896e-05,0.9923821377062964,1.0214365917282051
4.160281482638768e-05,0.9923807009816558,1.0214570017137734
4.2571338034221657e-05,0.9923792703800277,1.0214774121071664
4.356240868765574e-05,0.9923778458883236,1.0214978229083924
4.457655169646913e-05,0.9923764274934489,1.0215182341174602
4.561430419046272e-05,0.9923750151823097,1.0215386457343778
4.667621580394413e-05,0.9923736089418161,1.0215590577591527
4.776284896683562e-05,0.9923722087588721,1.0215794701917935
4.8874779202558616e-05,0.9923708146203903,1.0215998830323088
5.0012595432853944e-05,0.9923694265132751,1.0216202962807057
5.11769002896976e-05,0.9923680444244396,1.021640709936993
5.236831043447786e-05,0.9923666683407885,1.0216611240011793
5.3587456884603894e-05,0.9923652982492288,1.021681538473272
5.483498534771686e-05,0.9923639341366721,1.021701953353279
5.611155656368202e-05,0.992362575990028,1.0217223686412094
5.741784665454253e-05,0.9923612237962038,1.0217427843370708
5.875454748261966e-05,0.9923598775421097,1.0217632004408714
6.0122367016950825e-05,0.9923585372146577,1.0217836169526193
6.152202970825735e-05,0.9923572028007518,1.0218040338723229
6.295427687264151e-05,0.9923558742873065,1.02182445119999
6.441986708421729e-05,0.9923545516612347,1.021844868935629
6.591957657688039e-05,0.9923532349094385,1.021865287079248
6.74541996554322e-05,0.9923519240188351,1.0218857056308552
6.90245491162748e-05,0.9923506189763318,1.0219061245904588
7.06314566778992e-05,0.9923493197688398,1.0219265439580667
7.227577342139679e-05,0.9923480263832725,1.0219469637336869
7.395837024122479e-05,0.9923467388065372,1.0219673839173287
7.56801383064655e-05,0.9923454570255479,1.0219878045089985
7.744198953282529e-05,0.9923441810272167,1.0220082255087057
7.924485706562014e-05,0.9923429107984515,1.0220286469164583
8.108969577400607e-05,0.9923416463261729,1.022049068732264
8.29774827567154e-05,0.9923403875972788,1.0220694909561312
8.490921785956572e-05,0.9923391345986943,1.022089913588068
8.68859242050184e-05,0.9923378873173241,1.022110336628083
8.890864873406371e-05,0.9923366457400847,1.0221307600761838
9.09784627607212e-05,0.9923354098538878,1.0221511839323787
9.30964625394506e-05,0.9923341796456423,1.022171608196676
9.526376984577032e-05,0.9923329551022658,1.0221920328690839
9.748153257039377e-05,0.9923317362106739,1.02221245794961
9.975092532719747e-05,0.9923305229577722,1.0222328834382628
0.00010207315007534164,0.9923293153304829,1.0222533093350508
0.00010444943675587603,0.9923281133157096,1.0222737356399818
0.00010688104394316373,0.992326916900375,1.022294162353064
0.00010936925951147221,0.9923257260713872,1.0223145894743058
0.00011191540131708102,0.9923245408156649,1.0223350170037147
0.00011452081789627101,0.9923233611201189,1.0223554449412993
0.00011718688917956085,0.9923221869716617,1.022375873287068
0.00011991502722257323,0.9923210183572149,1.0223963020410287
0.00012270667695391376,0.9923198552636889,1.0224167312031895
0.0001255633169404626,0.9923186976779957,1.0224371607735585
0.0001284864601704804,0.9923175455870584,1.022457590752144
0.00013147765485494703,0.9923163989777848,1.0224780211389541
0.0001345384852475536,0.9923152578370946,1.022498451933997
0.00013767057248378624,0.9923141221518997,1.022518883137281
0.0001408755754395418,0.9923129919091163,1.022539314748814
0.00014415519160973454,0.9923118670956605,1.0225597467686043
0.00014751115800735467,0.992310747698451,1.0225801791966598
0.00015094525208345943,0.9923096337044037,1.0226006120329891
0.00015445929266857963,0.9923085251004298,1.0226210452776001
0.00015805514093604462,0.9923074218734499,1.0226414789305007
0.00016173470138773117,0.9923063240103832,1.0226619129916996
0.0001654999228627635,0.9923052314981405,1.0226823474612048
0.00016935279956969333,0.9923041443236392,1.0227027823390242
0.00017329537214271217,0.9923030624737967,1.022723217625166
0.0001773297287224494,0.9923019859355324,1.0227436533196388
0.0001814580060619349,0.9923009146957664,1.0227640894224503
0.00018568239065830538,0.992299848741406,1.0227845259336086
0.00019000511991086038,0.9922987880593774,1.0228049628531222
0.00019442848330607484,0.9922977326365989,1.0228254001809993
0.0001989548236302023,0.9922966824599804,1.0228458379172476
0.00020358653821010443,0.9922956375164464,1.0228662760618754
0.00020832608018297088,0.9922945977929136,1.0228867146148914
0.00021317595979559493,0.9922935632763004,1.0229071535763032
0.00021813874573390002,0.9922925339535217,1.022927592946119
0.0002232170664834146,0.9922915098114984,1.0229480327243472
0.00022841361172142269,0.9922904908371517,1.022968472910996
0.0002337311337415202,0.9922894770173987,1.022988913506073
0.00023917244891133934,0.9922884683391547,1.023009354509587
0.00024474043916420486,0.9922874647893412,1.023029795921546
0.00025043805352552095,0.9922864663548818,1.023050237741958
0.00025626830967468816,0.9922854730226902,1.0230706799708311
0.00026223429554338666,0.9922844847796863,1.0230911226081736
0.00026833917095106334,0.9922835016127923,1.023111565653994
0.0002745861692784981,0.992282523508926,1.0231320091082998
0.0002809785991803265,0.9922815504550057,1.0231524529710994
0.00028751984633743484,0.9922805824379538,1.0231728972424017
0.0002942133752501471,0.992279619444689,1.0231933419222135
0.00030106273107316175,0.9922786614621357,1.023213787010544
0.0003080715414932025,0.9922777084772069,1.0232342325074009
0.00031524351865038484,0.9922767604768271,1.0232546784127927
0.0003225824611043088,0.9922758174479218,1.023275124726727
0.0003300922558459267,0.9922748793774018,1.0232955714492127
0.0003377768803562433,0.9922739462521944,1.0233160185802577
0.0003456404047129478,0.9922730180592172,1.0233364661198696
0.00035368699374608355,0.9922720947853935,1.0233569140680572
0.00036192090924390755,0.9922711764176428,1.0233773624248284
0.0003703465122100979,0.9922702629428892,1.0233978111901918
0.00037896826517351296,0.9922693543480504,1.023418260364155
0.0003877907345517221,0.9922684506200503,1.0234387099467261
0.0003968185930695566,0.9922675517458114,1.0234591599379144
0.0004060566222339703,0.9922666577122553,1.0234796103377264
0.00041550971486651,0.9922657685063008,1.0235000611461713
0.0004251828776947478,0.9922648841148722,1.023520512363257
0.00043508123400403694,0.9922640045248904,1.0235409639889919
0.0004452100263510072,0.9922631297232795,1.0235614160233837
0.00045557461934022454,0.9922622596969608,1.0235818684664408
0.00046618050246549934,0.992261394432859,1.0236023213181717
0.00047703329301733286,0.9922605339178913,1.0236227745785842
0.0004881387390580581,0.9922596781389846,1.0236432282476864
0.0004995027224662343,0.9922588270830605,1.0236636823254865
0.0005111312620519243,0.9922579807370462,1.023684136811993
0.000523030516744487,0.9922571390878571,1.0237045917072138
0.0005352067888545921,0.9922563021224231,1.0237250470111572
0.0005476665274121654,0.9922554698276596,1.0237455027238311
0.000560416331582052,0.9922546421904985,1.023765958845244
0.0005734629541591878,0.9922538191978579,1.0237864153754035
0.0005868133051451479,0.9922530008366637,1.0238068723143183
0.0006004744554079493,0.9922521870938382,1.0238273296619969
0.000614453640427064,0.9922513779563074,1.0238477874184464
0.0006287582641256067,0.9922505734109938,1.0238682455836758
0.0006433959027917474,0.9922497734448219,1.0238887041576932
0.0006583743090914048,0.9922489780447163,1.0239091631405064
0.0006737014161743661,0.9922481871975977,1.0239296225321237
0.0006893853418759888,0.9922474008903928,1.0239500823325536
0.0007054343930167287,0.9922466191100284,1.0239705425418042
0.0007218570698017513,0.9922458418434258,1.023991003159883
0.0007386620703229793,0.9922450690775118,1.0240114641867986
0.0007558582951659353,0.9922443007992098,1.0240319256225596
0.0007734548521238474,0.9922435369954427,1.0240523874671736
0.0007914610610214851,0.9922427776531405,1.024072849720649
0.0008098864586513102,0.9922420227592263,1.024093312382994
0.0008287408038245283,0.9922412723006219,1.0241137754542167
0.000848034082539744,0.9922405262642569,1.0241342389343253
0.0008677765132719287,0.992239784637053,1.0241547028233278
0.0008879785523845318,0.9922390474059383,1.0241751671212325
0.0009086508996675734,0.9922383145578366,1.0241956318280476
0.0009298045040046778,0.9922375860796762,1.0242160969437815
0.0009514505691720237,0.9922368619583811,1.0242365624684415
0.0009736005597723093,0.9922361421808757,1.0242570284020371
0.000996266207306847,0.9922354267340883,1.0242774947445754
0.0010194595163890332,0.9922347156049456,1.0242979614960648
0.0010431927711024528,0.9922340087803697,1.024318428656514
0.0010674785415070187,0.9922333062472918,1.0243388962259308
0.0010923296902965582,0.992232607992634,1.024359364204323
0.001117759379611408,0.9922319140033238,1.024379832591699
0.0011437810780095894,0.9922312242662878,1.0244003013880676
0.0011704085676002929,0.9922305387684532,1.024420770593436
0.0011976559513434118,0.992229857496747,1.0244412402078134
0.001225537660519032,0.9922291804380964,1.0244617102312068
0.001254068462370792,0.9922285075794266,1.0244821806636255
0.001283263467927203,0.9922278389076652,1.0245026515050768
0.00131313814000503,0.9922271744097395,1.0245231227555691
0.0013437083013990152,0.9922265140725752,1.0245435944151113
0.001374990143262238,0.992225857883102,1.0245640664837106
0.0014070002336815939,0.9922252058282455,1.0245845389613752
0.0014397555264528893,0.9922245578949314,1.024605011848114
0.0014732733700602485,0.9922239140700898,1.0246254851439351
0.001507571516864535,0.9922232743406486,1.024645958848846
0.0015426681325057098,0.992222638693534,1.0246664329628552
0.0015785818055240525,0.9922220071156761,1.0246869074859712
0.0016153315572053906,0.9922213795940011,1.0247073824182018
0.0016529368516555061,0.9922207561154355,1.024727857759555
0.0016914176061090924,0.9922201366669073,1.0247483335100394
0.0017307942014787045,0.9922195212353454,1.0247688096696632
0.0017710874931492766,0.9922189098076784,1.0247892862384342
0.0018123188220239637,0.9922183023708325,1.0248097632163609
0.0018545100258271028,0.9922176989117409,1.0248302406034515
0.0018976834506703422,0.9922170994173262,1.0248507183997138
0.001941861962888,0.9922165038745213,1.024871196605156
0.001987068961147985,0.9922159122702513,1.0248916752197867
0.0020333283888446297,0.992215324591447,1.024912154243614
0.002080664746780067,0.9922147408250358,1.0249326336766458
0.002129103106140793,0.9922141609579487,1.0249531135188903
0.0021786691217763683,0.9922135849771112,1.024973593770356
0.0022293890457872096,0.9922130128694523,1.0249940744310506
0.002281289741428749,0.9922124446219059,1.0250145555009826
0.0023343986973392438,0.9922118802213972,1.0250350369801602
0.002388744042098856,0.9922113196548539,1.0250555188685915
0.002444354559127628,0.9922107629092074,1.0250760011662845
0.002501259701930326,0.9922102099713878,1.0250964838732477
0.0025594896096961493,0.9922096608283246,1.0251169669894893
0.002619075123261645,0.9922091154669439,1.025137450515017
0.0026800478014451985,0.9922085738741776,1.0251579344498392
0.00274243993776184,0.9922080360369536,1.0251784187939643
0.0028062845775271325,0.9922075019422063,1.0251989035474007
0.002871615535359282,0.9922069715768594,1.0252193887101557
0.002938467413088664,0.9922064449278454,1.025239874282238
0.0030068756180843263,0.9922059219820947,1.0252603602636563
0.0030768763820070927,0.9922054027265353,1.0252808466544177
0.003148506779999293,0.992204887148102,1.0253013334545313
0.0032218047503211836,0.9922043752337213,1.0253218206640045
0.003296809114444557,0.9922038669703195,1.0253423082828463
0.0033735595976140897,0.9922033623448334,1.0253627963110643
0.003452096849887408,0.9922028613441898,1.0253832847486668
0.003532462467664923,0.9922023639553174,1.0254037735956623
0.0036146990157209396,0.9922018701651509,1.0254242628520582
0.0036988500497475963,0.9922013799606194,1.0254447525178636
0.0037849601394236917,0.9922008933286498,1.025465242593086
0.0038730748920205015,0.9922004102561791,1.0254857330777343
0.003963240976557201,0.9921999307301325,1.0255062239718158
0.004055506148518576,0.992199454737447,1.0255267152753393
0.004149919275148221,0.992198982265046,1.025547206988313
0.004246530361330518,0.9921985132998626,1.0255676991107443
0.004345390576075202,0.9921980478288264,1.0255881916426426
0.004446552279618446,0.9921975858388746,1.0256086845840149
0.0045500690511549174,0.9921971273169327,1.0256291779348705
0.004655995717215386,0.9921966722499344,1.0256496716952164
0.004764388380705027,0.9921962206248089,1.0256701658650615
0.004875304450617684,0.9921957724284863,1.0256906604444143
0.004988802672441952,0.9921953276479021,1.0257111554332823
0.005104943159275046,0.9921948862699861,1.0257316508316738
0.005223787423661093,0.9921944482816681,1.0257521466395971
0.005345398410170532,0.992194013669878,1.0257726428570608
0.0054698405287380725,0.9921935824215519,1.0257931394840722
0.005597179688776663,0.9921931545236176,1.0258136365206403
0.005727483334085742,0.9921927299630091,1.025834133966773
0.005860820478572067,0.9921923087266546,1.0258546318224782
0.005997261742802222,0.9921918908014925,1.0258751300877644
0.0061368793914059905,0.9921914761744467,1.0258956287626395
0.006279747371350571,0.9921910648324536,1.0259161278471125
0.006425941351105739,0.9921906567624456,1.0259366273411903
0.006575538760720871,0.992190251951353,1.0259571272448822
0.006728618832834887,0.9921898503861082,1.025977627558196
0.006885262644640995,0.9921894520536418,1.0259981282811392
0.007045553160828307,0.9921890569408882,1.026018629413721
0.0072095752775231964,0.9921886650347783,1.0260391309559491
0.00737741586725363,0.9921882763222445,1.0260596329078324
0.007549163824960211,0.9921878907902174,1.0260801352693776
0.007724910115078465,0.9921875084256321,1.0261006380405941
0.007904747819717112,0.9921871292154212,1.02612114122149
0.00808877218795805,0.9921867531465154,1.0261416448120728
0.008277080686303926,0.9921863802058459,1.0261621488123513
0.008469773050300283,0.9921860103803496,1.0261826532223335
0.00866695133735933,0.9921856436569533,1.0262031580420277
0.008868719980813611,0.9921852800225942,1.0262236632714419
0.009075185845227908,0.9921849194642035,1.0262441689105841
0.009286458282998974,0.9921845619687121,1.026264674959463
0.009502649192272762,0.9921842075230554,1.0262851814180864
0.009723873076210128,0.9921838561141665,1.026305688286463
0.009950247103632117,0.9921835077289727,1.0263261955646001
0.010181891171077226,0.9921831623544155,1.0263467032525067
0.010418927966303216,0.9921828199774221,1.0263672113501905
0.010661483033267428,0.9921824805849259,1.0263877198576599
0.010909684838619746,0.9921821441638626,1.0264082287749234
0.011163664839743489,0.9921818107011615,1.0264287381019885
0.011423557554380499,0.9921814801837582,1.0264492478388636
0.011689500631876928,0.9921811525985843,1.0264697579855573
0.011961634926087756,0.9921808279325754,1.0264902685420778
0.012240104569978393,0.9921805061726635,1.0265107795084325
0.012525057051963301,0.99218018730578,1.02653129088463
0.012816643294021511,0.9921798713188607,1.0265518026706788
0.013115017731630865,0.9921795581988415,1.026572314866587
0.013420338395562979,0.9921792479326501,1.0265928274723626
0.013732766995582674,0.9921789405072227,1.0266133404880138
0.014052469006095695,0.992178635909491,1.0266338539135489
0.014379613753790477,0.9921783341263889,1.0266543677489761
0.014714374507320065,0.9921780351448527,1.0266748819943032
0.015056928569072148,0.9921777389518164,1.0266953966495387
0.015407457369075214,0.9921774455342078,1.0267159117146913
0.01576614656109106,0.9921771548789674,1.0267364271897685
0.016133186120944155,0.9921768669730231,1.0267569430747785
0.01650877044714045,0.9921765818033172,1.0267774593697299
0.016893098463828304,0.9921762993567721,1.0267979760746304
0.01728637372615658,0.992176019620328,1.0268184931894886
0.017688804528085238,0.9921757425809191,1.0268390107143126
0.018100604012706197,0.9921754682254799,1.0268595286491107
0.01852199028513211,0.9921751965409407,1.0268800469938906
0.01895318652801344,0.992174927514238,1.026900565748661
0.019394421119744536,0.9921746611323062,1.0269210849134298
0.019845927755422033,0.9921743973820758,1.0269416044882054
0.020307945570618744,0.9921741362504856,1.0269621244729956
0.020780719268039285,0.9921738777244697,1.0269826448678094
0.021264499247124043,0.992173621790959,1.0270031656726542
0.021759541736670756,0.9921733684368863,1.0270236868875386
0.022266108930543146,0.99217311764919,1.0270442085124707
0.022784469126539114,0.9921728694148028,1.0270647305474587
0.02331489686849159,0.9921726237206616,1.0270852529925105
0.02385767309167794,0.9921723805536931,1.0271057758476347
0.02441308527161409,0.99217213990084,1.0271262991128391
0.024981427576312925,0.9921719017490335,1.0271468227881326
0.025563001022086942,0.9921716660852059,1.0271673468735227
0.026158113632978573,0.9921714328962986,1.027187871369018
0.02676708060390157,0.9921712021692384,1.0272083962746263
0.02739022446758067,0.992170973890962,1.027228921590356
0.028027875265377297,0.9921707480484028,1.0272494473162155
0.02868037072209273,0.9921705246284994,1.0272699734522126
0.029348056424840122,0.9921703036181833,1.027290499998356
0.030031286006081098,0.9921700850043892,1.0273110269546535
0.03073042133092306,0.9921698687740523,1.0273315543211132
0.03144583268877749,0.99216965491411,1.027352082097744
0.03217789898947952,0.992169443411493,1.027372610284553
0.032927007963973194,0.9921692342531391,1.0273931388815492
0.033693556369669336,0.992169027425981,1.0274136678887407
0.034477950200583536,0.9921688229169501,1.0274341973061356
0.03528060490236658,0.9921686207129896,1.027454727133742
0.03610194559234043,0.9921684208010271,1.027475257371568
0.03694240728465747,0.9921682231680016,1.0274957880196223
0.037802435120700625,0.9921680278008466,1.0275163190779124
0.0386824846048479,0.9921678346864955,1.027536850546447
0.0395830218457249,0.9921676438118877,1.0275573824252342
0.04050452380307477,0.9921674551639545,1.0275779147142823
0.04144747854037432,0.9921672687296316,1.027598447413599
0.042412385483331726,0.9921670844958544,1.027618980523193
0.043399755684401624,0.9921669024495562,1.0276395140430727
0.044410112093458895,0.9921667225776768,1.0276600479732454
0.045443989834773116,0.9921665448671456,1.0276805823137203
0.046501936490431425,0.9921663693049001,1.0277011170645047
0.04758451239035909,0.9921661958778741,1.0277216522256076
0.048692290909092634,0.9921660245730052,1.0277421877970367
0.049825858769461134,0.9921658553772309,1.0277627237788003
0.05098581635333771,0.992165688277479,1.027783260170907
0.05217277801962484,0.9921655232606932,1.0278037969733642
0.05338737242964351,0.9921653603138031,1.0278243341861808
0.0546302428800964,0.9921651994237445,1.0278448718093645
0.05590204764378322,0.9921650405774531,1.0278654098429238
0.05720346031824722,0.9921648837618648,1.027885948286867
0.058535170182539537,0.9921647289639154,1.027906487141202
0.05989788256228787,0.9921645761705385,1.0279270264059375
0.061292319203264715,0.9921644253686742,1.0279475660810808
0.06271921865365171,0.9921642765452523,1.0279681061666408
0.06417933665520435,0.9921641296872085,1.0279886466626258
0.06567344654352189,0.9921639847814848,1.0280091875690436
0.06720233965763639,0.9921638418150093,1.0280297288859024
0.06876682575913627,0.9921637007747196,1.0280502706132106
0.0703677334610485,0.9921635616475499,1.0280708127509766
0.07200591066670399,0.9921634244204423,1.0280913552992081
0.07368222501882059,0.9921632890803243,1.0281118982579136
0.07539756435904,0.9921631556141361,1.0281324416271012
0.07715283719816439,0.9921630240088101,1.0281529854067792
0.07894897319733857,0.992162894251286,1.0281735295969558
0.08078692366043524,0.992162766328496,1.0281940741976392
0.08266766203790214,0.99216264022738,1.0282146192088375
0.08459218444234035,0.9921625159348684,1.028235164630559
0.08656151017608385,0.9921623934378969,1.0282557104628116
0.08857668227106236,0.9921622727234038,1.0282762567056039
0.09063876804123093,0.9921621537783276,1.0282968033589441
0.09274885964786242,0.9921620365895979,1.0283173504228404
0.09490807467799797,0.9921619211441531,1.0283378978973006
0.09711755673636528,0.9921618074289317,1.0283584457823334
