k,I1_cs2
0.0005623413251903491,1778.2231767955343
0.0005732358369467713,1744.4253763573736
0.0005843414133735175,1711.2698710180634
0.0005956621435290103,1678.74445296494
0.0006072021956909884,1646.8371463826468
0.0006189658188912603,1615.5362030436575
0.000630957344480193,1584.8300979825929
0.0006431811877215091,1554.7075252527447
0.0006556418494179785,1525.157393763249
0.0006683439175686149,1496.1688231953449
0.0006812920690579615,1467.7311399962778
0.0006944910713781214,1439.8338734492952
0.000707945784384138,1412.466751818353
0.0007216611620833883,1385.6196985660733
0.0007356422544596414,1359.2828286435795
0.0007498942093324559,1333.4464448508336
0.0007644222742526002,1308.1010342661434
0.000779231798434194,1283.237264743516
0.0007943282347242813,1258.8459814765786
0.0008097171416105618,1234.9182036277884
0.0008254041852680181,1211.445121021705
0.0008413951416451947,1188.4180909010952
0.0008576958985908946,1165.8286347446813
0.0008743124580220731,1143.6684351453712
0.0008912509381337459,1121.9293327477849
0.0009085175756516871,1100.6033232440118
0.0009261187281287938,1079.682554426424
0.0009440608762859235,1059.1593232965108
0.0009623506263980887,1039.0260732286465
0.0009809947127268773,1019.275391187753
0.001,999.9000049998332
0.0010193734859388728,980.8927806743685
0.001039122303835169,962.2467197775956
0.0010592537251772887,943.9549568556947
0.0010797751623277093,926.0107569069435
0.0011006941712522103,908.4075129018989
0.001122018454301963,891.138743350707
0.001143755863049539,874.1980899166202
0.0011659144011798312,857.5793150748833
0.001188502227437019,841.276299816076
0.0012115276586285877,825.2830413931181
0.0012349991726875852,809.5936511110596
0.0012589254117941675,794.2023521588865
0.0012833151855576512,779.1034774825033
0.0013081774742601943,764.2914676981413
0.001333521432163324,749.7608690454052
0.0013593563908785254,735.5063313792122
0.0013856918628031274,721.5226061998818
0.001412537544622754,707.8045447206534
0.0014399033208816327,694.3470959719148
0.0014677992676220704,681.1453049414515
0.0014962356560944327,668.1943107500277
0.0015252229565390198,655.4893448616185
0.0015547718420411726,643.0257293276611
0.001584893192461114,630.7988750646389
0.001615598098439873,618.8042801644078
0.0016468978654828688,607.0375282366007
0.0016788040181225606,595.4942867825387
0.001711328304161781,584.1703056000168
0.0017444826989992542,573.0614152184012
0.0017782794100389228,562.163525363448
0.0018127308811846986,551.4726234512847
0.0018478497974222907,540.9847731109983
0.0018836490894898002,530.6961127352835
0.001920141938638801,520.602854058622
0.0019573417814876615,510.7012807624663
0.001995262314968879,500.98774710691737
0.002033917501372293,491.4586765883833
0.002073321573485954,482.1105606227447
0.0021134890398366475,472.93995725351306
0.002154434690031882,463.94348988453993
0.0021961736002054366,455.1178460367766
0.00223872113856834,446.4597761286577
0.0022820929710674507,437.96609227963353
0.0023263050671536263,429.63366713642955
0.0023713737056616554,421.4594327215912
0.0024173154808041037,413.44037930389277
0.0024641473082812814,405.5735542901949
0.0025118864315095794,397.85606113834194
0.0025605504279704754,390.2850582907
0.0026101572156825388,382.85775812794196
0.0026607250597988083,375.5714259426975
0.0027122725793320298,368.4233789326811
0.0027648187540101057,361.41098521294566
0.002818382931264455,354.53166284687364
0.002872984833353663,347.7828788955756
0.0029286445646252374,341.16214848531956
0.0029853826189179603,334.6670338926747
0.003043219887107722,328.2951436470087
0.0031021776647995013,322.04413165002575
0.0031622776601683794,315.9116963120127
0.0032235420019524627,309.8955797044779
0.003285993247600654,303.9935667288709
0.003349654391578276,298.20348430107737
0.003414548873833601,292.52320055138836
0.003480700588428413,286.9506240396515
0.0035481338923357532,281.4837029853139
0.003616873614408161,276.120424512072
0.0036869450645195733,270.85881390685773
0.003758374042884443,265.69693389287625
0.003831186849557285,260.6328839164438
0.003905410294116381,255.66479944734576
0.003981071705534973,250.79085129247605
0.004058198942243799,246.00924492248893
0.004136820402388507,241.31821981122874
0.004216965034285823,236.7160487876868
0.004298662347082277,232.2010374002515
0.004381942421619436,227.77152329301683
0.0044668359215096305,223.42587559391998
0.004553374104426249,219.16249431448458
0.004641588833612782,214.97980976094777
0.0047315125896148025,210.87628195655805
0.004823178482239309,206.8504000748253
0.00491662026274564,202.90068188352691
0.005011872336272725,199.02567319925106
0.005108969774506924,195.22394735229315
0.005207948328595465,191.49410466169448
0.005308844442309879,187.8347719202447
0.0054116952654646375,184.24460188924675
0.00551653866759558,180.72227280287183
0.005623413251903491,177.26648788191184
0.005732358369467713,173.8759748567606
0.005843414133735175,170.54948549944393
0.005956621435290103,167.28579516453112
0.006072021956909884,164.0837023387586
0.00618965818891261,160.94202819920204
0.00630957344480193,157.85961617983776
0.006431811877215091,154.835331546331
0.006556418494179785,151.86806097890496
0.006683439175686149,148.95671216312812
0.006812920690579608,146.10021338848316
0.006944910713781214,143.29751315456113
0.0070794578438413735,140.54757978474836
0.007216611620833884,137.84940104725746
0.007356422544596414,135.20198378337395
0.007498942093324558,132.60435354277766
0.007644222742526002,130.05555422581324
0.00779231798434194,127.55464773257752
0.007943282347242814,125.10071361870095
0.008097171416105617,122.69284875769772
0.00825404185268019,120.33016700976611
0.008413951416451947,118.01179889692078
0.008576958985908946,115.73689128433958
0.008743124580220732,113.50460706781772
0.008912509381337459,111.31412486721133
0.009085175756516862,109.16463872577128
0.009261187281287938,107.05535781525377
0.009440608762859227,104.98550614671254
0.009623506263980888,102.95432228686505
0.009809947127268775,100.9610590799419
0.01,99.0049833749168
0.010193734859388726,97.08537575802953
0.01039122303835169,95.20153029050746
0.010592537251772886,93.35275425139855
0.010797751623277094,91.53836788542887
0.011006941712522093,89.75770415580101
0.01122018454301963,88.01010850185124
0.011437558630495377,86.29493860148636
0.01165914401179831,84.61156413832296
0.01188502227437019,82.95936657345352
0.012115276586285889,81.33773892176845
0.012349991726875852,79.74608553276086
0.012589254117941675,78.18382187574893
0.012833151855576513,76.65037432944816
0.013081774742601943,75.14517997583025
0.01333521432163324,73.66768639820793
0.013593563908785255,72.21735148348586
0.013856918628031274,70.79364322852153
0.01412537544622754,69.39603955054146
0.014399033208816327,68.0240281015603
0.01467799267622069,66.67710608675395
0.014962356560944329,65.35478008673806
0.015252229565390182,64.05656588370752
0.015547718420411727,62.78198829139427
0.01584893192461114,61.530580988802484
0.016155980984398747,60.30188635768401
0.01646897865482869,59.09545532371727
0.016788040181225608,57.91084720135788
0.01711328304161781,56.747629542329335
0.01744482698999254,55.6053779877258
0.01778279410038923,54.48367612370143
0.018127308811846987,53.38211534072251
0.018478497974222907,52.300294696361966
0.018836490894898,51.23782078161781
0.019201419386388013,50.19430759073966
0.019573417814876596,49.16937639455019
0.01995262314968879,48.162655617250365
0.02033917501372291,47.17378071670058
0.02073321573485954,46.202394068171266
0.021134890398366475,45.24814485156024
0.021544346900318846,44.310688942075224
0.021961736002054366,43.38968880438279
0.0223872113856834,42.4848133902281
0.02282092971067451,41.59573803953062
0.02326305067153626,40.72214438496449
0.023713737056616554,39.86372026003301
0.024173154808041036,39.020159610650154
0.024641473082812813,38.191162410242484
0.025118864315095794,37.37643457838744
0.025605504279704754,36.57568790300496
0.026101572156825358,35.78863996612093
0.026607250597988085,35.01501407322207
0.027122725793320267,34.25453918622238
0.02764818754010106,33.50694986006205
0.02818382931264455,32.7719861829598
0.028729848333536655,32.0493937203396
0.029286445646252372,31.338923462451156
0.029853826189179603,30.64033177570418
0.03043219887107722,29.95338035773284
0.031021776647995013,29.277836196206064
0.03162277660168379,28.613471531395504
0.032235420019524626,27.960063822509923
0.03285993247600654,27.31739571779997
0.03349654391578276,26.685255028432405
0.034145488738336005,26.063434706126266
0.03480700588428409,25.451732824536187
0.03548133892335753,24.84995256436018
0.03616873614408157,24.25790220213858
0.036869450645195735,23.67539510270107
0.03758374042884443,23.102249715205016
0.03831186849557289,22.53828957269561
0.03905410294116381,21.983343295101374
0.039810717055349734,21.437244595562188
0.040581989422437986,20.899832289967332
0.04136820402388507,20.370950309558967
0.042169650342858224,19.850447716434005
0.042986623470822764,19.33817872175057
0.043819424216194364,18.834002706417618
0.0446683592150963,18.33778424401489
0.045533741044262485,17.849393125657556
0.046415888336127774,17.368704386483625
0.04731512589614803,16.895598333402713
0.04823178482239304,16.42996057370395
0.049166202627456405,15.971682044075234
0.05011872336272725,15.520659039538549
0.051089697745069294,15.076793241756045
0.05207948328595465,14.639991746106809
0.053088444423098846,14.210167086879377
0.054116952654646375,13.787237259865071
0.0551653866759558,13.371125741576057
0.05623413251903491,12.961761504248308
0.05732358369467713,12.559079025724309
0.05843414133735175,12.163018293242745
0.059566214352901034,11.773524800094906
0.060720219569098836,11.390549534038756
0.061896581889126036,11.014048956293799
0.0630957344480193,10.643984969872767
0.06431811877215085,10.280324875941623
0.06556418494179785,9.923041316837907
0.06683439175686148,9.5721122043204
0.06812920690579616,9.227520631572766
0.06944910713781215,8.889254767439528
0.0707945784384138,8.557307731340101
0.07216611620833883,8.231677447282916
0.07356422544596414,7.912366475393135
0.07498942093324558,7.5993818193736935
0.07644222742526002,7.292734708344474
0.0779231798434194,6.992440351549663
0.07943282347242814,6.69851766449264
0.08097171416105617,6.410988965153109
0.08254041852680181,6.129879639065662
0.08413951416451948,5.85521777219597
0.08576958985908938,5.587033750742442
0.08743124580220732,5.325359827220289
0.08912509381337459,5.0702296524550565
0.09085175756516871,4.821677773424578
0.09261187281287937,4.579739097244204
0.09440608762859236,4.344448321993388
0.09623506263980887,4.115839335528599
0.09809947127268774,3.8939445839232993
0.1,3.6787944117144225
0.10193734859388727,3.470416376717838
0.10391223038351691,3.2688345427968244
0.10592537251772886,3.0740687546239283
0.10797751623277094,2.8861338991609538
0.11006941712522092,2.705039159285179
0.1122018454301963,2.5307872657033967
0.11437558630495377,2.363373754005182
0.11659144011798311,2.202786234400112
0.1188502227437019,2.049003682343115
0.12115276586285889,1.9019957588603398
0.12349991726875852,1.7617221699236154
0.12589254117941676,1.6281320746644892
0.12833151855576513,1.5011635525445879
0.13081774742601943,1.3807431397843235
0.1333521432163324,1.2667854453731555
0.13593563908785256,1.159192856817015
0.13856918628031273,1.057855345400676
0.1412537544622754,0.962650380134053
0.14399033208816325,0.8734429586951336
0.1467799267622069,0.7900857625657359
0.1496235656094433,0.7124194421730684
0.15252229565390182,0.640273036200088
0.15547718420411727,0.5734645273188963
0.15848931924611143,0.5118015344514277
0.16155980984398746,0.45508213929744157
0.1646897865482869,0.40309584232939144
0.16788040181225605,0.355624640786025
0.1711328304161781,0.3124442184611659
0.1744482698999254,0.27332523435105555
0.1778279410038923,0.2380346945718643
0.18127308811846987,0.20633738947433058
0.18478497974222907,0.17799737565594956
0.18836490894898,0.15277948069461236
0.1920141938638801,0.13045080699127193
0.19573417814876595,0.11078221019648717
0.1995262314968879,0.09354972737912928
0.2033917501372291,0.078535930432132
0.2073321573485954,0.06553118123658373
0.21134890398366454,0.054334766834272574
0.21544346900318845,0.044755895274957144
0.21961736002054366,0.03661453586330009
0.223872113856834,0.029742091156069836
0.2282092971067451,0.023981892147607153
0.23263050671536262,0.019189512498201864
0.23713737056616552,0.015232902250843233
0.24173154808041036,0.011992346075641654
0.24641473082812812,0.009360255498609613
0.25118864315095796,0.007240808634266726
0.25605504279704755,0.005549454482524976
0.2610157215682536,0.004212301723571448
0.26607250597988086,0.0031654140344500024
0.2712272579332027,0.002354035180582932
0.2764818754010106,0.0017317674713510354
0.2818382931264452,0.001259726624683019
0.28729848333536656,0.0009056947215428222
0.29286445646252374,0.0006432908501315799
0.298538261891796,0.00045117638041759333
0.3043219887107722,0.00031230873737083173
0.31021776647995014,0.00021325423587307402
0.31622776601683794,0.00014356718366111961
0.32235420019524624,9.523922240501854e-05
0.3285993247600654,6.221991111867811e-05
0.3349654391578276,4.0006979809016e-05
0.34145488738336005,2.5302577201813546e-05
0.3480700588428409,1.573024783697127e-05
0.3548133892335753,9.606305750659644e-06
0.36168736144081576,5.758695066586296e-06
0.36869450645195734,3.3862852456029196e-06
0.3758374042884439,1.9517643849207994e-06
0.3831186849557289,1.101781414004148e-06
0.3905410294116381,6.086592077308103e-07
0.3981071705534973,3.287731336498531e-07
0.4058198942243799,1.7349226394976873e-07
0.4136820402388507,8.935707436116646e-08
0.4216965034285822,4.48777060271007e-08
0.42986623470822766,2.195618910345876e-08
0.43819424216194364,1.0453527091848976e-08
0.44668359215096304,4.83822283188596e-09
0.4553374104426248,2.174430248531818e-09
0.46415888336127775,9.47855988585924e-10
0.4731512589614803,4.0027422930329883e-10
0.4823178482239304,1.6355059475436916e-10
0.49166202627456407,6.4575174734512e-11
0.501187233627272,2.460457321553442e-11
0.510896977450693,9.034370768936883e-12
0.5207948328595465,3.1921492381144775e-12
0.5308844442309885,1.0837233994060808e-12
0.5411695265464638,3.5295954258469657e-13
0.5516538667595581,1.1010252819605168e-13
0.5623413251903491,3.283995999733066e-14
0.5732358369467714,9.349304757453784e-15
0.5843414133735175,2.5359225898617296e-15
0.5956621435290104,6.541092565562715e-16
0.6072021956909883,1.601281553415418e-16
0.6189658188912603,3.712788876795291e-17
0.630957344480193,8.136268316651592e-18
0.6431811877215085,1.681449904321426e-18
0.6556418494179785,3.2694896305591565e-19
0.6683439175686142,5.967302818127476e-20
0.6812920690579615,1.0197706059938254e-20
0.6944910713781214,1.6275537221205812e-21
0.707945784384138,2.419440819365782e-22
0.7216611620833884,3.340676755093692e-23
0.7356422544596414,4.27208040528777e-24
0.7498942093324559,5.04459787219045e-25
0.7644222742526002,5.483293960214035e-26
0.779231798434194,5.468611035492333e-27
0.7943282347242814,4.987359767922299e-28
0.8097171416105617,4.1447938603212636e-29
0.8254041852680182,3.1274812718016767e-30
0.8413951416451948,2.134544609723927e-31
0.8576958985908937,1.312591205155576e-32
0.8743124580220731,7.242621310242073e-34
0.891250938133745,3.570779920341839e-35
0.9085175756516871,1.566095950125371e-36
0.9261187281287937,6.082382702806237e-38
0.9440608762859236,2.081917701260187e-39
0.9623506263980888,6.249443489432439e-41
0.9809947127268774,1.6367285696983368e-42
1.0,3.7200759760208416e-44
1.0193734859388717,7.297236283003374e-46
1.0391223038351691,1.2282700546195278e-47
1.0592537251772898,1.7634277482273543e-49
1.0797751623277094,2.1460882969940502e-51
1.1006941712522103,2.199660478025191e-53
1.122018454301963,1.8860971247016295e-55
1.1437558630495388,1.343509756276758e-57
1.165914401179831,7.892877882010225e-60
1.188502227437019,3.795542763782945e-62
1.2115276586285877,1.4823624992236009e-64
1.234999172687585,4.6638219666706335e-67
1.2589254117941662,1.1720960728054901e-69
1.2833151855576512,2.3323898506088665e-72
1.3081774742601928,3.64157627632751e-75
1.333521432163324,4.418821859871165e-78
1.3593563908785242,4.1263838592528187e-81
1.3856918628031274,2.9351377706625668e-84
1.4125375446227555,1.5734707207768001e-87
1.4399033208816328,6.287164290286244e-91
1.4677992676220706,1.8510731575831653e-94
1.4962356560944328,3.968042362142331e-98
1.5252229565390198,6.116757706679608e-102
1.5547718420411727,6.693540570928419e-106
1.584893192461114,5.13048429796416e-110
1.6155980984398728,2.716308543348728e-114
1.646897865482869,9.791108679735585e-119
1.678804018122559,2.3669250510008085e-123
1.711328304161781,3.7778897467346857e-128
1.7444826989992523,3.917174461630753e-133
1.7782794100389228,2.5943358337083173e-138
1.8127308811846967,1.0784329936687358e-143
1.8478497974222907,2.7628666479800954e-149
1.8836490894898021,4.280583276770089e-155
1.920141938638801,3.9325749323471855e-161
1.9573417814876617,2.0989521740908116e-167
1.9952623149688788,6.371660429372485e-174
2.0339175013722928,1.076067038320604e-180
2.073321573485954,9.880971417528166e-188
2.1134890398366477,4.817045761739293e-195
2.154434690031882,1.216255722069304e-202
2.196173600205437,1.550077192616397e-210
2.2387211385683377,9.70845306363578e-219
2.282092971067451,2.9063275051760494e-227
2.326305067153624,4.0401192116331145e-236
2.371373705661655,2.530844858900993e-245
2.4173154808041013,6.9249284575775485e-255
2.464147308281281,8.012542483170507e-265
2.5118864315095824,3.790591425902082e-275
2.5605504279704756,7.079936452382344e-286
2.6101572156825386,5.0343937202179335e-297
2.6607250597988084,1.312358097576524e-308
2.7122725793320295,1.206e-320
2.764818754010106,0.0
2.818382931264455,0.0
2.8729848333536627,0.0
2.9286445646252375,0.0
2.9853826189179573,0.0
3.043219887107722,0.0
3.1021776647994983,0.0
3.1622776601683795,0.0
3.223542001952459,0.0
3.285993247600654,0.0
3.3496543915782793,0.0
3.414548873833601,0.0
3.4807005884284132,0.0
3.5481338923357533,0.0
3.6168736144081612,0.0
3.6869450645195734,0.0
3.7583740428844434,0.0
3.831186849557285,0.0
3.905410294116381,0.0
3.981071705534969,0.0
4.058198942243799,0.0
4.136820402388503,0.0
4.216965034285822,0.0
4.2986623470822725,0.0
4.381942421619437,0.0
4.4668359215096345,0.0
4.553374104426249,0.0
4.641588833612782,0.0
4.731512589614803,0.0
4.823178482239309,0.0
4.91662026274564,0.0
5.011872336272725,0.0
5.1089697745069245,0.0
5.207948328595465,0.0
5.308844442309879,0.0
5.411695265464638,0.0
5.516538667595575,0.0
5.623413251903491,0.0
5.732358369467708,0.0
5.843414133735175,0.0
5.95662143529011,0.0
6.072021956909884,0.0
6.18965818891261,0.0
6.30957344480193,0.0
6.431811877215091,0.0
6.556418494179785,0.0
6.683439175686149,0.0
6.812920690579608,0.0
6.944910713781214,0.0
7.079457843841373,0.0
7.216611620833883,0.0
7.356422544596406,0.0
7.498942093324558,0.0
7.6442227425259945,0.0
7.79231798434194,0.0
7.943282347242821,0.0
8.097171416105617,0.0
8.25404185268019,0.0
8.413951416451948,0.0
8.576958985908945,0.0
8.743124580220732,0.0
8.91250938133746,0.0
9.085175756516861,0.0
9.261187281287938,0.0
9.440608762859226,0.0
9.623506263980888,0.0
9.809947127268764,0.0
10.0,0.0
