alpha,k,P_R
-0.25,0.00026560877829466864,2.0607677202761773e-09
-0.25,0.0003053855508833416,2.0513995461407066e-09
-0.25,0.0003511191734215131,2.0420739593797225e-09
-0.25,0.0004037017258596554,2.0327907663925887e-09
-0.25,0.0004641588833612782,2.023549774458772e-09
-0.25,0.0005336699231206312,2.014350791733838e-09
-0.25,0.0006135907273413176,2.0051936272454716e-09
-0.25,0.0007054802310718645,1.996078090889509e-09
-0.25,0.0008111308307896872,1.987003993425995e-09
-0.25,0.0009326033468832199,1.97797114647525e-09
-0.25,0.0010722672220103231,1.968979362513963e-09
-0.25,0.0012328467394420659,1.960028454871298e-09
-0.25,0.0014174741629268048,1.951118237725015e-09
-0.25,0.0016297508346206436,1.9422485260976165e-09
-0.25,0.001873817422860383,1.933419135852507e-09
-0.25,0.0021544346900318843,1.9246298836901674e-09
-0.25,0.0024770763559917113,1.9158805871443522e-09
-0.25,0.002848035868435802,1.9071710645783007e-09
-0.25,0.0032745491628777285,1.8985011351809662e-09
-0.25,0.0037649358067924675,1.8898706189632628e-09
-0.25,0.004328761281083062,1.8812793367543272e-09
-0.25,0.004977023564332114,1.8727271101978014e-09
-0.25,0.00572236765935022,1.8642137617481283e-09
-0.25,0.006579332246575682,1.8557391146668668e-09
-0.25,0.007564633275546291,1.8473029930190212e-09
-0.25,0.008697490026177835,1.838905221669391e-09
-0.25,0.01,1.8305456262789334e-09
-0.25,0.011497569953977356,1.8222240333011441e-09
-0.25,0.013219411484660288,1.8139402699784555e-09
-0.25,0.01519911082952933,1.8056941643386489e-09
-0.25,0.01747528400007685,1.7974855451912854e-09
-0.25,0.02009233002565048,1.7893142421241518e-09
-0.25,0.023101297000831605,1.7811800854997216e-09
-0.25,0.026560877829466867,1.773082906451635e-09
-0.25,0.030538555088334154,1.765022536881192e-09
-0.25,0.03511191734215131,1.7569988094538636e-09
-0.25,0.040370172585965536,1.749011557595817e-09
-0.25,0.04641588833612782,1.7410606154904585e-09
-0.25,0.05336699231206313,1.7331458180749892e-09
-0.25,0.061359072734131756,1.7252670010369814e-09
-0.25,0.07054802310718646,1.7174240008109636e-09
-0.25,0.08111308307896872,1.7096166545750292e-09
-0.25,0.093260334688322,1.7018448002474522e-09
-0.25,0.10722672220103231,1.694108276483325e-09
-0.25,0.12328467394420659,1.6864069226712074e-09
-0.25,0.14174741629268048,1.678740578929794e-09
-0.25,0.16297508346206452,1.6711090861045922e-09
-0.25,0.1873817422860385,1.6635122857646215e-09
-0.25,0.21544346900318845,1.6559500201991218e-09
-0.25,0.24770763559917114,1.648422132414281e-09
-0.25,0.2848035868435802,1.6409284661299748e-09
-0.25,0.32745491628777285,1.6334688657765218e-09
-0.25,0.37649358067924676,1.6260431764914564e-09
-0.25,0.43287612810830617,1.61865124411631e-09
-0.25,0.49770235643321137,1.6112929151934147e-09
-0.25,0.572236765935022,1.6039680369627137e-09
-0.25,0.6579332246575682,1.5966764573585936e-09
-0.25,0.7564633275546291,1.589418025006724e-09
-0.25,0.8697490026177834,1.5821925892209173e-09
-0.25,1.0,1.575e-09
-0.25,1.1497569953977356,1.5678401080246984e-09
-0.25,1.3219411484660286,1.5607127646545385e-09
-0.25,1.5199110829529332,1.55361782192476e-09
-0.25,1.747528400007683,1.5465551325432459e-09
-0.25,2.009233002565046,1.5395245498874632e-09
-0.25,2.310129700083158,1.5325259280014193e-09
-0.25,2.6560877829466896,1.5255591215926325e-09
-0.25,3.0538555088334185,1.5186239860291156e-09
-0.25,3.5111917342151346,1.5117203773363724e-09
-0.25,4.037017258596558,1.5048481521944101e-09
-0.25,4.641588833612782,1.498007167934763e-09
-0.25,5.336699231206313,1.491197282537531e-09
-0.25,6.135907273413176,1.4844183546284314e-09
-0.25,7.054802310718645,1.4776702434758634e-09
-0.25,8.111308307896872,1.4709528089879874e-09
-0.25,9.326033468832199,1.4642659117098155e-09
-0.25,10.722672220103231,1.4576094128203177e-09
-0.25,12.32846739442066,1.4509831741295393e-09
-0.25,14.174741629268048,1.4443870580757311e-09
-0.25,16.297508346206435,1.4378209277224956e-09
-0.25,18.73817422860383,1.4312846467559427e-09
-0.25,21.544346900318867,1.42477807948186e-09
-0.25,24.77076355991714,1.418301090822896e-09
-0.25,28.48035868435805,1.4118535463157567e-09
-0.25,32.745491628777316,1.4054353121084125e-09
-0.25,37.649358067924716,1.3990462549573202e-09
-0.25,43.287612810830616,1.3926862422246568e-09
-0.25,49.770235643321136,1.3863551418755665e-09
-0.25,57.223676593502205,1.3800528224754186e-09
-0.25,65.79332246575683,1.3737791531870795e-09
-0.25,75.64633275546291,1.3675340037681962e-09
-0.25,86.97490026177834,1.3613172445684934e-09
-0.25,100.0,1.3551287465270804e-09
-0.225,0.0001,2.20343882361747e-09
-0.225,0.00011497569953977356,2.1933470803033506e-09
-0.225,0.00013219411484660288,2.1833015571438488e-09
-0.225,0.0001519911082952933,2.173302042450793e-09
-0.225,0.0001747528400007683,2.1633483255055425e-09
-0.225,0.00020092330025650479,2.1534401965545467e-09
-0.225,0.00023101297000831605,2.1435774468049274e-09
-0.225,0.00026560877829466864,2.1337598684200754e-09
-0.225,0.0003053855508833416,2.1239872545152735e-09
-0.225,0.0003511191734215131,2.114259399153336e-09
-0.225,0.0004037017258596554,2.104576097340268e-09
-0.225,0.0004641588833612782,2.0949371450209473e-09
-0.225,0.0005336699231206312,2.085342339074823e-09
-0.225,0.0006135907273413176,2.075791477311637e-09
-0.225,0.0007054802310718645,2.06628435846716e-09
-0.225,0.0008111308307896872,2.056820782198954e-09
-0.225,0.0009326033468832199,2.047400549082148e-09
-0.225,0.0010722672220103231,2.038023460605236e-09
-0.225,0.0012328467394420659,2.028689319165895e-09
-0.225,0.0014174741629268048,2.0193979280668193e-09
-0.225,0.0016297508346206436,2.0101490915115762e-09
-0.225,0.001873817422860383,2.000942614600481e-09
-0.225,0.0021544346900318843,1.9917783033264884e-09
-0.225,0.0024770763559917113,1.9826559645711043e-09
-0.225,0.002848035868435802,1.973575406100318e-09
-0.225,0.0032745491628777285,1.9645364365605493e-09
-0.225,0.0037649358067924675,1.955538865474616e-09
-0.225,0.004328761281083062,1.9465825032377215e-09
-0.225,0.004977023564332114,1.9376671611134597e-09
-0.225,0.00572236765935022,1.928792651229835e-09
-0.225,0.006579332246575682,1.9199587865753063e-09
-0.225,0.007564633275546291,1.9111653809948437e-09
-0.225,0.008697490026177835,1.9024122491860073e-09
-0.225,0.01,1.8936992066950422e-09
-0.225,0.011497569953977356,1.8850260699129907e-09
-0.225,0.013219411484660288,1.876392656071823e-09
-0.225,0.01519911082952933,1.8677987832405876e-09
-0.225,0.01747528400007685,1.8592442703215756e-09
-0.225,0.02009233002565048,1.850728937046505e-09
-0.225,0.023101297000831605,1.8422526039727222e-09
-0.225,0.026560877829466867,1.83381509247942e-09
-0.225,0.030538555088334154,1.8254162247638748e-09
-0.225,0.03511191734215131,1.8170558238376975e-09
-0.225,0.040370172585965536,1.8087337135231076e-09
-0.225,0.04641588833612782,1.8004497184492156e-09
-0.225,0.05336699231206313,1.7922036640483326e-09
-0.225,0.061359072734131756,1.7839953765522874e-09
-0.225,0.07054802310718646,1.7758246829887675e-09
-0.225,0.08111308307896872,1.7676914111776725e-09
-0.225,0.093260334688322,1.7595953897274874e-09
-0.225,0.10722672220103231,1.7515364480316684e-09
-0.225,0.12328467394420659,1.7435144162650495e-09
-0.225,0.14174741629268048,1.7355291253802649e-09
-0.225,0.16297508346206452,1.7275804071041833e-09
-0.225,0.1873817422860385,1.7196680939343654e-09
-0.225,0.21544346900318845,1.7117920191355314e-09
-0.225,0.24770763559917114,1.7039520167360487e-09
-0.225,0.2848035868435802,1.6961479215244354e-09
-0.225,0.32745491628777285,1.6883795690458768e-09
-0.225,0.37649358067924676,1.6806467955987603e-09
-0.225,0.43287612810830617,1.6729494382312276e-09
-0.225,0.49770235643321137,1.6652873347377382e-09
-0.225,0.572236765935022,1.6576603236556532e-09
-0.225,0.6579332246575682,1.6500682442618315e-09
-0.225,0.7564633275546291,1.6425109365692444e-09
-0.225,0.8697490026177834,1.634988241323602e-09
-0.225,1.0,1.6275000000000002e-09
-0.225,1.1497569953977356,1.6200460547995774e-09
-0.225,1.3219411484660286,1.6126262486461902e-09
-0.225,1.5199110829529332,1.6052404251831041e-09
-0.225,1.747528400007683,1.597888428769698e-09
-0.225,2.009233002565046,1.590570104478184e-09
-0.225,2.310129700083158,1.5832852980903429e-09
-0.225,2.6560877829466896,1.5760338560942746e-09
-0.225,3.0538555088334185,1.5688156256811638e-09
-0.225,3.5111917342151346,1.561630454742058e-09
-0.225,4.037017258596558,1.5544781918646638e-09
-0.225,4.641588833612782,1.5473586863301558e-09
-0.225,5.336699231206313,1.54027178811e-09
-0.225,6.135907273413176,1.5332173478627932e-09
-0.225,7.054802310718645,1.5261952169311144e-09
-0.225,8.111308307896872,1.519205247338394e-09
-0.225,9.326033468832199,1.5122472917857948e-09
-0.225,10.722672220103231,1.5053212036491072e-09
-0.225,12.32846739442066,1.4984268369756601e-09
-0.225,14.174741629268048,1.4915640464812454e-09
-0.225,16.297508346206435,1.4847326875470566e-09
-0.225,18.73817422860383,1.4779326162166403e-09
-0.225,21.544346900318867,1.4711636891928634e-09
-0.225,24.77076355991714,1.4644257638348937e-09
-0.225,28.48035868435805,1.457718698155193e-09
-0.225,32.745491628777316,1.4510423508165262e-09
-0.225,37.649358067924716,1.4443965811289811e-09
-0.225,43.287612810830616,1.4377812490470066e-09
-0.225,49.770235643321136,1.4311962151664583e-09
-0.225,57.223676593502205,1.4246413407216635e-09
-0.225,65.79332246575683,1.4181164875824953e-09
-0.225,75.64633275546291,1.4116215182514623e-09
-0.225,86.97490026177834,1.4051562958608114e-09
-0.225,100.0,1.3987206841696436e-09
-0.2,0.0001,2.2796558152389055e-09
-0.2,0.00011497569953977356,2.2691374154206446e-09
-0.2,0.00013219411484660288,2.2586675478123766e-09
-0.2,0.0001519911082952933,2.2482459884850395e-09
-0.2,0.0001747528400007683,2.2378725145427862e-09
-0.2,0.00020092330025650479,2.2275469041182184e-09
-0.2,0.00023101297000831605,2.2172689363676394e-09
-0.2,0.00026560877829466864,2.2070383914663335e-09
-0.2,0.0003053855508833416,2.1968550506038616e-09
-0.2,0.0003511191734215131,2.186718695979383e-09
-0.2,0.0004037017258596554,2.1766291107969957e-09
-0.2,0.0004641588833612782,2.166586079261102e-09
-0.2,0.0005336699231206312,2.15658938657179e-09
-0.2,0.0006135907273413176,2.1466388189202415e-09
-0.2,0.0007054802310718645,2.1367341634841594e-09
-0.2,0.0008111308307896872,2.126875208423214e-09
-0.2,0.0009326033468832199,2.117061742874513e-09
-0.2,0.0010722672220103231,2.1072935569480934e-09
-0.2,0.0012328467394420659,2.097570441722428e-09
-0.2,0.0014174741629268048,2.087892189239963e-09
-0.2,0.0016297508346206436,2.0782585925026642e-09
-0.2,0.001873817422860383,2.0686694454675936e-09
-0.2,0.0021544346900318843,2.059124543042502e-09
-0.2,0.0024770763559917113,2.049623681081441e-09
-0.2,0.002848035868435802,2.0401666563803983e-09
-0.2,0.0032745491628777285,2.0307532666729507e-09
-0.2,0.0037649358067924675,2.021383310625938e-09
-0.2,0.004328761281083062,2.0120565878351576e-09
-0.2,0.004977023564332114,2.002772898821078e-09
-0.2,0.00572236765935022,1.9935320450245724e-09
-0.2,0.006579332246575682,1.9843338288026703e-09
-0.2,0.007564633275546291,1.9751780534243333e-09
-0.2,0.008697490026177835,1.9660645230662456e-09
-0.2,0.01,1.956993042808625e-09
-0.2,0.011497569953977356,1.9479634186310565e-09
-0.2,0.013219411484660288,1.93897545740834e-09
-0.2,0.01519911082952933,1.930028966906361e-09
-0.2,0.01747528400007685,1.921123755777979e-09
-0.2,0.02009233002565048,1.9122596335589355e-09
-0.2,0.023101297000831605,1.903436410663778e-09
-0.2,0.026560877829466867,1.8946538983818096e-09
-0.2,0.030538555088334154,1.8859119088730477e-09
-0.2,0.03511191734215131,1.8772102551642102e-09
-0.2,0.040370172585965536,1.8685487511447155e-09
-0.2,0.04641588833612782,1.8599272115627007e-09
-0.2,0.05336699231206313,1.8513454520210618e-09
-0.2,0.061359072734131756,1.8428032889735074e-09
-0.2,0.07054802310718646,1.8343005397206345e-09
-0.2,0.08111308307896872,1.8258370224060214e-09
-0.2,0.093260334688322,1.817412556012336e-09
-0.2,0.10722672220103231,1.8090269603574667e-09
-0.2,0.12328467394420659,1.8006800560906666e-09
-0.2,0.14174741629268048,1.7923716646887195e-09
-0.2,0.16297508346206452,1.7841016084521197e-09
-0.2,0.1873817422860385,1.7758697105012726e-09
-0.2,0.21544346900318845,1.7676757947727117e-09
-0.2,0.24770763559917114,1.7595196860153322e-09
-0.2,0.2848035868435802,1.7514012097866428e-09
-0.2,0.32745491628777285,1.743320192449036e-09
-0.2,0.37649358067924676,1.735276461166073e-09
-0.2,0.43287612810830617,1.7272698438987862e-09
-0.2,0.49770235643321137,1.7193001694020034e-09
-0.2,0.572236765935022,1.7113672672206807e-09
-0.2,0.6579332246575682,1.7034709676862595e-09
-0.2,0.7564633275546291,1.695611101913037e-09
-0.2,0.8697490026177834,1.6877875017945541e-09
-0.2,1.0,1.6800000000000002e-09
-0.2,1.1497569953977356,1.6722484299706332e-09
-0.2,1.3219411484660286,1.6645326259162186e-09
-0.2,1.5199110829529332,1.656852422811483e-09
-0.2,1.747528400007683,1.6492076563925843e-09
-0.2,2.009233002565046,1.641598163153599e-09
-0.2,2.310129700083158,1.6340237803430243e-09
-0.2,2.6560877829466896,1.6264843459602981e-09
-0.2,3.0538555088334185,1.6189796987523335e-09
-0.2,3.5111917342151346,1.6115096782100703e-09
-0.2,4.037017258596558,1.6040741245650416e-09
-0.2,4.641588833612782,1.5966728787859574e-09
-0.2,5.336699231206313,1.5893057825753023e-09
-0.2,6.135907273413176,1.5819726783659508e-09
-0.2,7.054802310718645,1.5746734093177966e-09
-0.2,8.111308307896872,1.5674078193143985e-09
-0.2,9.326033468832199,1.5601757529596406e-09
-0.2,10.722672220103231,1.5529770555744103e-09
-0.2,12.32846739442066,1.545811573193288e-09
-0.2,14.174741629268048,1.538679152561256e-09
-0.2,16.297508346206435,1.5315796411304193e-09
-0.2,18.73817422860383,1.5245128870567435e-09
-0.2,21.544346900318867,1.5174787391968072e-09
-0.2,24.77076355991714,1.5104770471045693e-09
-0.2,28.48035868435805,1.503507661028151e-09
-0.2,32.745491628777316,1.4965704319066333e-09
-0.2,37.649358067924716,1.489665211366869e-09
-0.2,43.287612810830616,1.4827918517203082e-09
-0.2,49.770235643321136,1.475950205959841e-09
-0.2,57.223676593502205,1.4691401277566526e-09
-0.2,65.79332246575683,1.4623614714570938e-09
-0.2,75.64633275546291,1.4556140920795653e-09
-0.2,86.97490026177834,1.4488978453114174e-09
-0.2,100.0,1.4422125875058636e-09
-0.175,0.0001,2.356205922482171e-09
-0.175,0.00011497569953977356,2.345254132814757e-09
-0.175,0.00013219411484660288,2.3343532477375466e-09
-0.175,0.0001519911082952933,2.323503030642882e-09
-0.175,0.0001747528400007683,2.3127032460228717e-09
-0.175,0.00020092330025650479,2.3019536594642803e-09
-0.175,0.00023101297000831605,2.2912540376434383e-09
-0.175,0.00026560877829466864,2.28060414832118e-09
-0.175,0.0003053855508833416,2.270003760337802e-09
-0.175,0.0003511191734215131,2.259452643608043e-09
-0.175,0.0004037017258596554,2.2489505691160943e-09
-0.175,0.0004641588833612782,2.2384973089106266e-09
-0.175,0.0005336699231206312,2.2280926360998414e-09
-0.175,0.0006135907273413176,2.2177363248465476e-09
-0.175,0.0007054802310718645,2.207428150363259e-09
-0.175,0.0008111308307896872,2.197167888907317e-09
-0.175,0.0009326033468832199,2.1869553177760297e-09
-0.175,0.0010722672220103231,2.1767902153018437e-09
-0.175,0.0012328467394420659,2.166672360847528e-09
-0.175,0.0014174741629268048,2.156601534801389e-09
-0.175,0.0016297508346206436,2.1465775185724992e-09
-0.175,0.001873817422860383,2.1366000945859576e-09
-0.175,0.0021544346900318843,2.126669046278163e-09
-0.175,0.0024770763559917113,2.1167841580921155e-09
-0.175,0.002848035868435802,2.106945215472738e-09
-0.175,0.0032745491628777285,2.0971520048622187e-09
-0.175,0.0037649358067924675,2.087404313695374e-09
-0.175,0.004328761281083062,2.0777019303950376e-09
-0.175,0.004977023564332114,2.068044644367467e-09
-0.175,0.00572236765935022,2.0584322459977716e-09
-0.175,0.006579332246575682,2.0488645266453637e-09
-0.175,0.007564633275546291,2.0393412786394306e-09
-0.175,0.008697490026177835,2.029862295274426e-09
-0.175,0.01,2.0204273708055832e-09
-0.175,0.011497569953977356,2.0110363004444497e-09
-0.175,0.013219411484660288,2.0016888803544435e-09
-0.175,0.01519911082952933,1.992384907646426e-09
-0.175,0.01747528400007685,1.9831241803743006e-09
-0.175,0.02009233002565048,1.9739064975306285e-09
-0.175,0.023101297000831605,1.964731659042266e-09
-0.175,0.026560877829466867,1.9555994657660207e-09
-0.175,0.030538555088334154,1.9465097194843316e-09
-0.175,0.03511191734215131,1.9374622229009634e-09
-0.175,0.040370172585965536,1.9284567796367266e-09
-0.175,0.04641588833612782,1.9194931942252145e-09
-0.175,0.05336699231206313,1.9105712721085595e-09
-0.175,0.061359072734131756,1.9016908196332114e-09
-0.175,0.07054802310718646,1.8928516440457333e-09
-0.175,0.08111308307896872,1.884053553488619e-09
-0.175,0.093260334688322,1.875296356996126e-09
-0.175,0.10722672220103231,1.8665798644901347e-09
-0.175,0.12328467394420659,1.8579038867760176e-09
-0.175,0.14174741629268048,1.8492682355385368e-09
-0.175,0.16297508346206452,1.8406727233377562e-09
-0.175,0.1873817422860385,1.8321171636049696e-09
-0.175,0.21544346900318845,1.823601370638656e-09
-0.175,0.24770763559917114,1.8151251596004441e-09
-0.175,0.2848035868435802,1.8066883465111054e-09
-0.175,0.32745491628777285,1.798290748246556e-09
-0.175,0.37649358067924676,1.7899321825338846e-09
-0.175,0.43287612810830617,1.7816124679473954e-09
-0.175,0.49770235643321137,1.7733314239046716e-09
-0.175,0.572236765935022,1.7650888706626524e-09
-0.175,0.6579332246575682,1.7568846293137358e-09
-0.175,0.7564633275546291,1.748718521781892e-09
-0.175,0.8697490026177834,1.7405903708188001e-09
-0.175,1.0,1.7325e-09
-0.175,1.1497569953977356,1.7244472337210636e-09
-0.175,1.3219411484660286,1.7164318971937828e-09
-0.175,1.5199110829529332,1.7084538164423753e-09
-0.175,1.747528400007683,1.7005128182997103e-09
-0.175,2.009233002565046,1.6926087304035468e-09
-0.175,2.310129700083158,1.6847413811927953e-09
-0.175,2.6560877829466896,1.6769105999037918e-09
-0.175,3.0538555088334185,1.6691162165665933e-09
-0.175,3.5111917342151346,1.661358062001287e-09
-0.175,4.037017258596558,1.6536359678143185e-09
-0.175,4.641588833612782,1.6459497663948368e-09
-0.175,5.336699231206313,1.6382992909110577e-09
-0.175,6.135907273413176,1.6306843753066395e-09
-0.175,7.054802310718645,1.6231048542970823e-09
-0.175,8.111308307896872,1.6155605633661378e-09
-0.175,9.326033468832199,1.6080513387622392e-09
-0.175,10.722672220103231,1.6005770174949472e-09
-0.175,12.32846739442066,1.5931374373314125e-09
-0.175,14.174741629268048,1.5857324367928534e-09
-0.175,16.297508346206435,1.5783618551510519e-09
-0.175,18.73817422860383,1.5710255324248643e-09
-0.175,21.544346900318867,1.5637233093767493e-09
-0.175,24.77076355991714,1.5564550275093114e-09
-0.175,28.48035868435805,1.549220529061861e-09
-0.175,32.745491628777316,1.5420196570069892e-09
-0.175,37.649358067924716,1.5348522550471606e-09
-0.175,43.287612810830616,1.5277181676113202e-09
-0.175,49.770235643321136,1.520617239851517e-09
-0.175,57.223676593502205,1.5135493176395426e-09
-0.175,65.79332246575683,1.506514247563586e-09
-0.175,75.64633275546291,1.4995118769249034e-09
-0.175,86.97490026177834,1.492542053734505e-09
-0.175,100.0,1.485604626709854e-09
-0.15,0.0001,2.433090261448332e-09
-0.15,0.00011497569953977356,2.4216983096188415e-09
-0.15,0.00013219411484660288,2.4103596959529794e-09
-0.15,0.0001519911082952933,2.3990741707165686e-09
-0.15,0.0001747528400007683,2.387841485344712e-09
-0.15,0.00020092330025650479,2.3766613924363167e-09
-0.15,0.00023101297000831605,2.365533645748643e-09
-0.15,0.00026560877829466864,2.3544580001918827e-09
-0.15,0.0003053855508833416,2.3434342118237616e-09
-0.15,0.0003511191734215131,2.3324620378441643e-09
-0.15,0.0004037017258596554,2.3215412365897882e-09
-0.15,0.0004641588833612782,2.310671567528821e-09
-0.15,0.0005336699231206312,2.299852791255642e-09
-0.15,0.0006135907273413176,2.2890846694855495e-09
-0.15,0.0007054802310718645,2.278366965049512e-09
-0.15,0.0008111308307896872,2.267699441888947e-09
-0.15,0.0009326033468832199,2.257081865050519e-09
-0.15,0.0010722672220103231,2.2465140006809636e-09
-0.15,0.0012328467394420659,2.235995616021942e-09
-0.15,0.0014174741629268048,2.2255264794049104e-09
-0.15,0.0016297508346206436,2.215106360246017e-09
-0.15,0.001873817422860383,2.2047350290410255e-09
-0.15,0.0021544346900318843,2.1944122573602605e-09
-0.15,0.0024770763559917113,2.1841378178435737e-09
-0.15,0.002848035868435802,2.173911484195339e-09
-0.15,0.0032745491628777285,2.1637330311794665e-09
-0.15,0.0037649358067924675,2.153602234614443e-09
-0.15,0.004328761281083062,2.1435188713683935e-09
-0.15,0.004977023564332114,2.133482719354166e-09
-0.15,0.00572236765935022,2.1234935575244426e-09
-0.15,0.006579332246575682,2.1135511658668672e-09
-0.15,0.007564633275546291,2.103655325399204e-09
-0.15,0.008697490026177835,2.0938058181645104e-09
-0.15,0.01,2.084002427226339e-09
-0.15,0.011497569953977356,2.0742449366639584e-09
-0.15,0.013219411484660288,2.064533131567598e-09
-0.15,0.01519911082952933,2.054866798033714e-09
-0.15,0.01747528400007685,2.0452457231602796e-09
-0.15,0.02009233002565048,2.0356696950420942e-09
-0.15,0.023101297000831605,2.026138502766117e-09
-0.15,0.026560877829466867,2.016651936406821e-09
-0.15,0.030538555088334154,2.0072097870215698e-09
-0.15,0.03511191734215131,1.997811846646017e-09
-0.15,0.040370172585965536,1.988457908289522e-09
-0.15,0.04641588833612782,1.9791477659305947e-09
-0.15,0.05336699231206313,1.9698812145123575e-09
-0.15,0.061359072734131756,1.960658049938026e-09
-0.15,0.07054802310718646,1.9514780690664157e-09
-0.15,0.08111308307896872,1.9423410697074702e-09
-0.15,0.093260334688322,1.933246850617803e-09
-0.15,0.10722672220103231,1.9241952114962676e-09
-0.15,0.12328467394420659,1.9151859529795482e-09
-0.15,0.14174741629268048,1.906218876637764e-09
-0.15,0.16297508346206452,1.897293784970102e-09
-0.15,0.1873817422860385,1.888410481400466e-09
-0.15,0.21544346900318845,1.879568770273148e-09
-0.15,0.24770763559917114,1.8707684568485154e-09
-0.15,0.2848035868435802,1.8620093472987278e-09
-0.15,0.32745491628777285,1.8532912487034621e-09
-0.15,0.37649358067924676,1.844613969045667e-09
-0.15,0.43287612810830617,1.8359773172073323e-09
-0.15,0.49770235643321137,1.8273811029652796e-09
-0.15,0.572236765935022,1.8188251369869728e-09
-0.15,0.6579332246575682,1.8103092308263493e-09
-0.15,0.7564633275546291,1.8018331969196668e-09
-0.15,0.8697490026177834,1.7933968485813746e-09
-0.15,1.0,1.7850000000000004e-09
-0.15,1.1497569953977356,1.7766424662340582e-09
-0.15,1.3219411484660286,1.7683240632079752e-09
-0.15,1.5199110829529332,1.7600446077080375e-09
-0.15,1.747528400007683,1.7518039173783544e-09
-0.15,2.009233002565046,1.743601810716842e-09
-0.15,2.310129700083158,1.7354381070712264e-09
-0.15,2.6560877829466896,1.7273126266350636e-09
-0.15,3.0538555088334185,1.71922519044378e-09
-0.15,3.5111917342151346,1.7111756203707312e-09
-0.15,4.037017258596558,1.7031637391232773e-09
-0.15,4.641588833612782,1.6951893702388787e-09
-0.15,5.336699231206313,1.6872523380812107e-09
-0.15,6.135907273413176,1.6793524678362926e-09
-0.15,7.054802310718645,1.6714895855086399e-09
-0.15,8.111308307896872,1.6636635179174301e-09
-0.15,9.326033468832199,1.65587409269269e-09
-0.15,10.722672220103231,1.648121138271498e-09
-0.15,12.32846739442066,1.6404044838942054e-09
-0.15,14.174741629268048,1.6327239596006767e-09
-0.15,16.297508346206435,1.6250793962265447e-09
-0.15,18.73817422860383,1.6174706253994856e-09
-0.15,21.544346900318867,1.6098974795355103e-09
-0.15,24.77076355991714,1.6023597918352732e-09
-0.15,28.48035868435805,1.5948573962803985e-09
-0.15,32.745491628777316,1.5873901276298238e-09
-0.15,37.649358067924716,1.57995782141616e-09
-0.15,43.287612810830616,1.5725603139420704e-09
-0.15,49.770235643321136,1.5651974422766634e-09
-0.15,57.223676593502205,1.557869044251905e-09
-0.15,65.79332246575683,1.550574958459047e-09
-0.15,75.64633275546291,1.5433150242450718e-09
-0.15,86.97490026177834,1.5360890817091535e-09
-0.15,100.0,1.528896971699137e-09
-0.125,0.0001,2.5103099515811286e-09
-0.125,0.00011497569953977356,2.498471026143357e-09
-0.125,0.00013219411484660288,2.486687934510265e-09
-0.125,0.0001519911082952933,2.474960413362875e-09
-0.125,0.0001747528400007683,2.463288200624052e-09
-0.125,0.00020092330025650479,2.4516710354526513e-09
-0.125,0.00023101297000831605,2.440108658237684e-09
-0.125,0.00026560877829466864,2.4286008105925196e-09
-0.125,0.0003053855508833416,2.4171472353491094e-09
-0.125,0.0003511191734215131,2.4057476765522408e-09
-0.125,0.0004037017258596554,2.3944018794538172e-09
-0.125,0.0004641588833612782,2.3831095905071644e-09
-0.125,0.0005336699231206312,2.371870557361364e-09
-0.125,0.0006135907273413176,2.360684528855618e-09
-0.125,0.0007054802310718645,2.3495512550136294e-09
-0.125,0.0008111308307896872,2.338470487038022e-09
-0.125,0.0009326033468832199,2.327441977304778e-09
-0.125,0.0010722672220103231,2.3164654793577043e-09
-0.125,0.0012328467394420659,2.3055407479029236e-09
-0.125,0.0014174741629268048,2.2946675388033965e-09
-0.125,0.0016297508346206436,2.2838456090734616e-09
-0.125,0.001873817422860383,2.2730747168734077e-09
-0.125,0.0021544346900318843,2.26235462150407e-09
-0.125,0.0024770763559917113,2.251685083401449e-09
-0.125,0.002848035868435802,2.2410658641313583e-09
-0.125,0.0032745491628777285,2.230496726384095e-09
-0.125,0.0037649358067924675,2.21997743396914e-09
-0.125,0.004328761281083062,2.2095077518098748e-09
-0.125,0.004977023564332114,2.1990874459383316e-09
-0.125,0.00572236765935022,2.1887162834899633e-09
-0.125,0.006579332246575682,2.1783940326984418e-09
-0.125,0.007564633275546291,2.168120462890475e-09
-0.125,0.008697490026177835,2.1578953444806547e-09
-0.125,0.01,2.1477184489663266e-09
-0.125,0.011497569953977356,2.1375895489224803e-09
-0.125,0.013219411484660288,2.127508417996671e-09
-0.125,0.01519911082952933,2.117474830903958e-09
-0.125,0.01747528400007685,2.107488563421873e-09
-0.125,0.02009233002565048,2.097549392385407e-09
-0.125,0.023101297000831605,2.0876570956820247e-09
-0.125,0.026560877829466867,2.0778114522467006e-09
-0.125,0.030538555088334154,2.0680122420569784e-09
-0.125,0.03511191734215131,2.0582592461280532e-09
-0.125,0.040370172585965536,2.0485522465078807e-09
-0.125,0.04641588833612782,2.038891026272304e-09
-0.125,0.05336699231206313,2.0292753695202064e-09
-0.125,0.061359072734131756,2.019705061368688e-09
-0.125,0.07054802310718646,2.010179887948261e-09
-0.125,0.08111308307896872,2.0006996363980747e-09
-0.125,0.093260334688322,1.991264094861152e-09
-0.125,0.10722672220103231,1.981873052479663e-09
-0.125,0.12328467394420659,1.9725262993902067e-09
-0.125,0.14174741629268048,1.9632236267191225e-09
-0.125,0.16297508346206452,1.953964826577826e-09
-0.125,0.1873817422860385,1.9447496920581573e-09
