a w(a)
9.8173889631e-03 -1.0353785555e+00
9.8854740126e-03 -1.0354089214e+00
9.9540312420e-03 -1.0354394979e+00
1.0023063926e-02 -1.0354702865e+00
1.0092575362e-02 -1.0355012886e+00
1.0162568870e-02 -1.0355325057e+00
1.0233047793e-02 -1.0355639393e+00
1.0304015499e-02 -1.0355955909e+00
1.0375475375e-02 -1.0356274620e+00
1.0447430837e-02 -1.0356595542e+00
1.0519885320e-02 -1.0356918689e+00
1.0592842286e-02 -1.0357244077e+00
1.0666305220e-02 -1.0357571721e+00
1.0740277630e-02 -1.0357901638e+00
1.0814763049e-02 -1.0358233843e+00
1.0889765036e-02 -1.0358568352e+00
1.0965287173e-02 -1.0358905181e+00
1.1041333067e-02 -1.0359244345e+00
1.1117906350e-02 -1.0359585862e+00
1.1195010681e-02 -1.0359929748e+00
1.1272649741e-02 -1.0360276018e+00
1.1350827240e-02 -1.0360624689e+00
1.1429546912e-02 -1.0360975779e+00
1.1508812516e-02 -1.0361329304e+00
1.1588627839e-02 -1.0361685280e+00
1.1668996693e-02 -1.0362043725e+00
1.1749922917e-02 -1.0362404656e+00
1.1831410376e-02 -1.0362768090e+00
1.1913462963e-02 -1.0363134045e+00
1.1996084597e-02 -1.0363502537e+00
1.2079279224e-02 -1.0363873585e+00
1.2163050818e-02 -1.0364247207e+00
1.2247403381e-02 -1.0364623419e+00
1.2332340941e-02 -1.0365002241e+00
1.2417867556e-02 -1.0365383689e+00
1.2503987310e-02 -1.0365767783e+00
1.2590704318e-02 -1.0366154541e+00
1.2678022721e-02 -1.0366543981e+00
1.2765946690e-02 -1.0366936122e+00
1.2854480425e-02 -1.0367330983e+00
1.2943628155e-02 -1.0367728582e+00
1.3033394137e-02 -1.0368128938e+00
1.3123782660e-02 -1.0368532071e+00
1.3214798040e-02 -1.0368937999e+00
1.3306444626e-02 -1.0369346743e+00
1.3398726794e-02 -1.0369758322e+00
1.3491648953e-02 -1.0370172754e+00
1.3585215541e-02 -1.0370590061e+00
1.3679431027e-02 -1.0371010262e+00
1.3774299912e-02 -1.0371433378e+00
1.3869826726e-02 -1.0371859427e+00
1.3966016033e-02 -1.0372288432e+00
1.4062872427e-02 -1.0372720411e+00
1.4160400534e-02 -1.0373155386e+00
1.4258605014e-02 -1.0373593378e+00
1.4357490555e-02 -1.0374034408e+00
1.4457061883e-02 -1.0374478496e+00
1.4557323753e-02 -1.0374925664e+00
1.4658280954e-02 -1.0375375933e+00
1.4759938308e-02 -1.0375829325e+00
1.4862300671e-02 -1.0376285861e+00
1.4965372932e-02 -1.0376745563e+00
1.5069160014e-02 -1.0377208454e+00
1.5173666875e-02 -1.0377674554e+00
1.5278898507e-02 -1.0378143887e+00
1.5384859936e-02 -1.0378616475e+00
1.5491556223e-02 -1.0379092341e+00
1.5598992464e-02 -1.0379571506e+00
1.5707173792e-02 -1.0380053995e+00
1.5816105374e-02 -1.0380539830e+00
1.5925792412e-02 -1.0381029034e+00
1.6036240146e-02 -1.0381521631e+00
1.6147453851e-02 -1.0382017644e+00
1.6259438840e-02 -1.0382517097e+00
1.6372200462e-02 -1.0383020014e+00
1.6485744102e-02 -1.0383526419e+00
1.6600075184e-02 -1.0384036335e+00
1.6715199169e-02 -1.0384549788e+00
1.6831121556e-02 -1.0385066802e+00
1.6947847882e-02 -1.0385587402e+00
1.7065383723e-02 -1.0386111611e+00
1.7183734692e-02 -1.0386639457e+00
1.7302906442e-02 -1.0387170963e+00
1.7422904666e-02 -1.0387706155e+00
1.7543735096e-02 -1.0388245059e+00
1.7665403503e-02 -1.0388787700e+00
1.7787915698e-02 -1.0389334104e+00
1.7911277533e-02 -1.0389884298e+00
1.8035494901e-02 -1.0390438307e+00
1.8160573735e-02 -1.0390996159e+00
1.8286520009e-02 -1.0391557879e+00
1.8413339740e-02 -1.0392123495e+00
1.8541038983e-02 -1.0392693034e+00
1.8669623841e-02 -1.0393266522e+00
1.8799100453e-02 -1.0393843988e+00
1.8929475005e-02 -1.0394425459e+00
1.9060753723e-02 -1.0395010962e+00
1.9192942879e-02 -1.0395600525e+00
1.9326048787e-02 -1.0396194178e+00
1.9460077803e-02 -1.0396791947e+00
1.9595036331e-02 -1.0397393862e+00
1.9730930816e-02 -1.0397999951e+00
1.9867767750e-02 -1.0398610244e+00
2.0005553668e-02 -1.0399224769e+00
2.0144295152e-02 -1.0399843556e+00
2.0283998828e-02 -1.0400466635e+00
2.0424671371e-02 -1.0401094034e+00
2.0566319498e-02 -1.0401725785e+00
2.0708949976e-02 -1.0402361917e+00
2.0852569618e-02 -1.0403002460e+00
2.0997185283e-02 -1.0403647446e+00
2.1142803879e-02 -1.0404296905e+00
2.1289432362e-02 -1.0404950868e+00
2.1437077735e-02 -1.0405609367e+00
2.1585747051e-02 -1.0406272432e+00
2.1735447410e-02 -1.0406940095e+00
2.1886185964e-02 -1.0407612389e+00
2.2037969912e-02 -1.0408289346e+00
2.2190806504e-02 -1.0408970997e+00
2.2344703041e-02 -1.0409657376e+00
2.2499666872e-02 -1.0410348514e+00
2.2655705402e-02 -1.0411044446e+00
2.2812826081e-02 -1.0411745204e+00
2.2971036416e-02 -1.0412450822e+00
2.3130343962e-02 -1.0413161334e+00
2.3290756331e-02 -1.0413876773e+00
2.3452281183e-02 -1.0414597174e+00
2.3614926233e-02 -1.0415322571e+00
2.3778699252e-02 -1.0416052999e+00
2.3943608060e-02 -1.0416788492e+00
2.4109660536e-02 -1.0417529086e+00
2.4276864610e-02 -1.0418274816e+00
2.4445228269e-02 -1.0419025718e+00
2.4614759555e-02 -1.0419781828e+00
2.4785466566e-02 -1.0420543181e+00
2.4957357455e-02 -1.0421309814e+00
2.5130440433e-02 -1.0422081764e+00
2.5304723767e-02 -1.0422859068e+00
2.5480215782e-02 -1.0423641762e+00
2.5656924860e-02 -1.0424429885e+00
2.5834859442e-02 -1.0425223473e+00
2.6014028027e-02 -1.0426022565e+00
2.6194439172e-02 -1.0426827199e+00
2.6376101495e-02 -1.0427637413e+00
2.6559023674e-02 -1.0428453246e+00
2.6743214445e-02 -1.0429274736e+00
2.6928682606e-02 -1.0430101924e+00
2.7115437017e-02 -1.0430934849e+00
2.7303486597e-02 -1.0431773550e+00
2.7492840328e-02 -1.0432618068e+00
2.7683507256e-02 -1.0433468442e+00
2.7875496488e-02 -1.0434324714e+00
2.8068817193e-02 -1.0435186925e+00
2.8263478606e-02 -1.0436055115e+00
2.8459490025e-02 -1.0436929326e+00
2.8656860813e-02 -1.0437809599e+00
2.8855600395e-02 -1.0438695978e+00
2.9055718267e-02 -1.0439588503e+00
2.9257223985e-02 -1.0440487219e+00
2.9460127176e-02 -1.0441392167e+00
2.9664437530e-02 -1.0442303391e+00
2.9870164807e-02 -1.0443220935e+00
3.0077318833e-02 -1.0444144842e+00
3.0285909503e-02 -1.0445075156e+00
3.0495946781e-02 -1.0446011923e+00
3.0707440698e-02 -1.0446955186e+00
3.0920401356e-02 -1.0447904990e+00
3.1134838929e-02 -1.0448861382e+00
3.1350763658e-02 -1.0449824406e+00
3.1568185857e-02 -1.0450794109e+00
3.1787115911e-02 -1.0451770537e+00
3.2007564278e-02 -1.0452753737e+00
3.2229541486e-02 -1.0453743755e+00
3.2453058140e-02 -1.0454740639e+00
3.2678124915e-02 -1.0455744437e+00
3.2904752561e-02 -1.0456755196e+00
3.3132951903e-02 -1.0457772965e+00
3.3362733842e-02 -1.0458797793e+00
3.3594109353e-02 -1.0459829728e+00
3.3827089487e-02 -1.0460868819e+00
3.4061685374e-02 -1.0461915117e+00
3.4297908217e-02 -1.0462968671e+00
3.4535769301e-02 -1.0464029531e+00
3.4775279987e-02 -1.0465097749e+00
3.5016451714e-02 -1.0466173375e+00
3.5259296004e-02 -1.0467256460e+00
3.5503824455e-02 -1.0468347057e+00
3.5750048747e-02 -1.0469445217e+00
3.5997980641e-02 -1.0470550994e+00
3.6247631979e-02 -1.0471664439e+00
3.6499014687e-02 -1.0472785606e+00
3.6752140771e-02 -1.0473914548e+00
3.7007022322e-02 -1.0475051320e+00
3.7263671514e-02 -1.0476195975e+00
3.7522100606e-02 -1.0477348569e+00
3.7782321943e-02 -1.0478509156e+00
3.8044347953e-02 -1.0479677792e+00
3.8308191153e-02 -1.0480854533e+00
3.8573864144e-02 -1.0482039434e+00
3.8841379617e-02 -1.0483232553e+00
3.9110750349e-02 -1.0484433947e+00
3.9381989207e-02 -1.0485643672e+00
3.9655109147e-02 -1.0486861787e+00
3.9930123215e-02 -1.0488088350e+00
4.0207044546e-02 -1.0489323419e+00
4.0485886367e-02 -1.0490567053e+00
4.0766661998e-02 -1.0491819313e+00
4.1049384849e-02 -1.0493080256e+00
4.1334068425e-02 -1.0494349945e+00
4.1620726325e-02 -1.0495628439e+00
4.1909372239e-02 -1.0496915800e+00
4.2200019955e-02 -1.0498212089e+00
4.2492683357e-02 -1.0499517368e+00
4.2787376423e-02 -1.0500831699e+00
4.3084113228e-02 -1.0502155145e+00
4.3382907948e-02 -1.0503487769e+00
4.3683774853e-02 -1.0504829636e+00
4.3986728315e-02 -1.0506180808e+00
4.4291782805e-02 -1.0507541351e+00
4.4598952892e-02 -1.0508911330e+00
4.4908253249e-02 -1.0510290809e+00
4.5219698651e-02 -1.0511679856e+00
4.5533303972e-02 -1.0513078536e+00
4.5849084193e-02 -1.0514486916e+00
4.6167054397e-02 -1.0515905063e+00
4.6487229771e-02 -1.0517333045e+00
4.6809625609e-02 -1.0518770930e+00
4.7134257310e-02 -1.0520218788e+00
4.7461140380e-02 -1.0521676686e+00
4.7790290432e-02 -1.0523144695e+00
4.8121723189e-02 -1.0524622885e+00
4.8455454482e-02 -1.0526111327e+00
4.8791500250e-02 -1.0527610091e+00
4.9129876546e-02 -1.0529119249e+00
4.9470599531e-02 -1.0530638874e+00
4.9813685481e-02 -1.0532169037e+00
5.0159150783e-02 -1.0533709812e+00
5.0507011939e-02 -1.0535261273e+00
5.0857285562e-02 -1.0536823494e+00
5.1209988386e-02 -1.0538396548e+00
5.1565137256e-02 -1.0539980512e+00
5.1922749136e-02 -1.0541575461e+00
5.2282841107e-02 -1.0543181471e+00
5.2645430370e-02 -1.0544798619e+00
5.3010534243e-02 -1.0546426983e+00
5.3378170165e-02 -1.0548066639e+00
5.3748355698e-02 -1.0549717666e+00
5.4121108522e-02 -1.0551380144e+00
5.4496446442e-02 -1.0553054151e+00
5.4874387386e-02 -1.0554739768e+00
5.5254949407e-02 -1.0556437074e+00
5.5638150682e-02 -1.0558146152e+00
5.6024009514e-02 -1.0559867082e+00
5.6412544335e-02 -1.0561599948e+00
5.6803773703e-02 -1.0563344831e+00
5.7197716304e-02 -1.0565101815e+00
5.7594390955e-02 -1.0566870984e+00
5.7993816605e-02 -1.0568652422e+00
5.8396012330e-02 -1.0570446215e+00
5.8800997343e-02 -1.0572252448e+00
5.9208790986e-02 -1.0574071208e+00
5.9619412739e-02 -1.0575902581e+00
6.0032882215e-02 -1.0577746655e+00
6.0449219163e-02 -1.0579603517e+00
6.0868443470e-02 -1.0581473258e+00
6.1290575159e-02 -1.0583355965e+00
6.1715634394e-02 -1.0585251729e+00
6.2143641478e-02 -1.0587160641e+00
6.2574616855e-02 -1.0589082791e+00
6.3008581110e-02 -1.0591018272e+00
6.3445554972e-02 -1.0592967175e+00
6.3885559312e-02 -1.0594929595e+00
6.4328615147e-02 -1.0596905624e+00
6.4774743641e-02 -1.0598895357e+00
6.5223966101e-02 -1.0600898889e+00
6.5676303987e-02 -1.0602916316e+00
6.6131778902e-02 -1.0604947734e+00
6.6590412604e-02 -1.0606993240e+00
6.7052226998e-02 -1.0609052932e+00
6.7517244144e-02 -1.0611126909e+00
6.7985486253e-02 -1.0613215269e+00
6.8456975690e-02 -1.0615318112e+00
6.8931734977e-02 -1.0617435538e+00
6.9409786790e-02 -1.0619567649e+00
6.9891153963e-02 -1.0621714547e+00
7.0375859488e-02 -1.0623876333e+00
7.0863926519e-02 -1.0626053112e+00
7.1355378367e-02 -1.0628244988e+00
7.1850238506e-02 -1.0630452064e+00
7.2348530574e-02 -1.0632674446e+00
7.2850278371e-02 -1.0634912242e+00
7.3355505864e-02 -1.0637165556e+00
7.3864237184e-02 -1.0639434498e+00
7.4376496631e-02 -1.0641719175e+00
7.4892308674e-02 -1.0644019697e+00
7.5411697950e-02 -1.0646336173e+00
7.5934689268e-02 -1.0648668714e+00
7.6461307608e-02 -1.0651017432e+00
7.6991578124e-02 -1.0653382438e+00
7.7525526145e-02 -1.0655763847e+00
7.8063177175e-02 -1.0658161770e+00
7.8604556895e-02 -1.0660576324e+00
7.9149691163e-02 -1.0663007623e+00
7.9698606018e-02 -1.0665455783e+00
8.0251327680e-02 -1.0667920921e+00
8.0807882548e-02 -1.0670403156e+00
8.1368297206e-02 -1.0672902606e+00
8.1932598424e-02 -1.0675419389e+00
8.2500813154e-02 -1.0677953627e+00
8.3072968538e-02 -1.0680505440e+00
8.3649091904e-02 -1.0683074950e+00
8.4229210771e-02 -1.0685662280e+00
8.4813352849e-02 -1.0688267554e+00
8.5401546039e-02 -1.0690890895e+00
8.5993818435e-02 -1.0693532430e+00
8.6590198329e-02 -1.0696192285e+00
8.7190714206e-02 -1.0698870585e+00
8.7795394749e-02 -1.0701567461e+00
8.8404268842e-02 -1.0704283039e+00
8.9017365567e-02 -1.0707017450e+00
8.9634714209e-02 -1.0709770825e+00
9.0256344256e-02 -1.0712543295e+00
9.0882285398e-02 -1.0715334993e+00
9.1512567536e-02 -1.0718146051e+00
9.2147220774e-02 -1.0720976605e+00
9.2786275426e-02 -1.0723826788e+00
9.3429762017e-02 -1.0726696739e+00
9.4077711283e-02 -1.0729586592e+00
9.4730154174e-02 -1.0732496488e+00
9.5387121852e-02 -1.0735426563e+00
9.6048645700e-02 -1.0738376960e+00
9.6714757313e-02 -1.0741347818e+00
9.7385488509e-02 -1.0744339279e+00
9.8060871325e-02 -1.0747351486e+00
9.8740938022e-02 -1.0750384584e+00
9.9425721081e-02 -1.0753438716e+00
1.0011525321e-01 -1.0756514029e+00
1.0080956735e-01 -1.0759610670e+00
1.0150869666e-01 -1.0762728787e+00
1.0221267454e-01 -1.0765868528e+00
1.0292153461e-01 -1.0769030044e+00
1.0363531073e-01 -1.0772213486e+00
1.0435403699e-01 -1.0775419005e+00
1.0507774772e-01 -1.0778646755e+00
1.0580647750e-01 -1.0781896890e+00
1.0654026112e-01 -1.0785169565e+00
1.0727913365e-01 -1.0788464936e+00
1.0802313036e-01 -1.0791783161e+00
1.0877228680e-01 -1.0795124399e+00
1.0952663875e-01 -1.0798488809e+00
1.1028622225e-01 -1.0801876551e+00
1.1105107357e-01 -1.0805287788e+00
1.1182122925e-01 -1.0808722682e+00
1.1259672607e-01 -1.0812181398e+00
1.1337760107e-01 -1.0815664101e+00
1.1416389156e-01 -1.0819170956e+00
1.1495563510e-01 -1.0822702133e+00
1.1575286949e-01 -1.0826257798e+00
1.1655563282e-01 -1.0829838122e+00
1.1736396343e-01 -1.0833443277e+00
1.1817789993e-01 -1.0837073434e+00
1.1899748121e-01 -1.0840728766e+00
1.1982274640e-01 -1.0844409449e+00
1.2065373493e-01 -1.0848115658e+00
1.2149048649e-01 -1.0851847570e+00
1.2233304105e-01 -1.0855605363e+00
1.2318143884e-01 -1.0859389217e+00
1.2403572040e-01 -1.0863199313e+00
1.2489592653e-01 -1.0867035832e+00
1.2576209832e-01 -1.0870898959e+00
1.2663427714e-01 -1.0874788876e+00
1.2751250464e-01 -1.0878705771e+00
1.2839682279e-01 -1.0882649830e+00
1.2928727381e-01 -1.0886621241e+00
1.3018390024e-01 -1.0890620195e+00
1.3108674491e-01 -1.0894646882e+00
1.3199585094e-01 -1.0898701495e+00
1.3291126176e-01 -1.0902784227e+00
1.3383302109e-01 -1.0906895274e+00
1.3476117295e-01 -1.0911034831e+00
1.3569576169e-01 -1.0915203097e+00
1.3663683193e-01 -1.0919400270e+00
1.3758442864e-01 -1.0923626552e+00
1.3853859707e-01 -1.0927882143e+00
1.3949938281e-01 -1.0932167247e+00
1.4046683173e-01 -1.0936482070e+00
1.4144099006e-01 -1.0940826816e+00
1.4242190431e-01 -1.0945201693e+00
1.4340962136e-01 -1.0949606911e+00
1.4440418837e-01 -1.0954042680e+00
1.4540565284e-01 -1.0958509212e+00
1.4641406263e-01 -1.0963006719e+00
1.4742946588e-01 -1.0967535418e+00
1.4845191111e-01 -1.0972095524e+00
1.4948144715e-01 -1.0976687254e+00
1.5051812317e-01 -1.0981310829e+00
1.5156198869e-01 -1.0985966470e+00
1.5261309358e-01 -1.0990654397e+00
1.5367148803e-01 -1.0995374837e+00
1.5473722261e-01 -1.1000128013e+00
1.5581034821e-01 -1.1004914153e+00
1.5689091610e-01 -1.1009733486e+00
1.5797897789e-01 -1.1014586241e+00
1.5907458555e-01 -1.1019472652e+00
1.6017779141e-01 -1.1024392950e+00
1.6128864816e-01 -1.1029347371e+00
1.6240720888e-01 -1.1034336152e+00
1.6353352697e-01 -1.1039359530e+00
1.6466765625e-01 -1.1044417747e+00
1.6580965089e-01 -1.1049511043e+00
1.6695956543e-01 -1.1054639662e+00
1.6811745479e-01 -1.1059803848e+00
1.6928337429e-01 -1.1065003849e+00
1.7045737962e-01 -1.1070239913e+00
1.7163952685e-01 -1.1075512290e+00
1.7282987244e-01 -1.1080821231e+00
1.7402847325e-01 -1.1086166991e+00
1.7523538655e-01 -1.1091549824e+00
1.7645066996e-01 -1.1096969988e+00
1.7767438154e-01 -1.1102427742e+00
1.7890657975e-01 -1.1107923346e+00
1.8014732343e-01 -1.1113457063e+00
1.8139667186e-01 -1.1119029156e+00
1.8265468470e-01 -1.1124639894e+00
1.8392142205e-01 -1.1130289542e+00
1.8519694440e-01 -1.1135978372e+00
1.8648131270e-01 -1.1141706655e+00
1.8777458828e-01 -1.1147474664e+00
1.8907683292e-01 -1.1153282675e+00
1.9038810882e-01 -1.1159130965e+00
1.9170847861e-01 -1.1165019815e+00
1.9303800536e-01 -1.1170949504e+00
1.9437675258e-01 -1.1176920316e+00
1.9572478421e-01 -1.1182932538e+00
1.9708216463e-01 -1.1188986454e+00
1.9844895870e-01 -1.1195082356e+00
1.9982523168e-01 -1.1201220533e+00
2.0121104932e-01 -1.1207401280e+00
2.0260647781e-01 -1.1213624891e+00
2.0401158380e-01 -1.1219891664e+00
2.0542643441e-01 -1.1226201897e+00
2.0685109722e-01 -1.1232555894e+00
2.0828564028e-01 -1.1238953956e+00
2.0973013211e-01 -1.1245396389e+00
2.1118464170e-01 -1.1251883502e+00
2.1264923854e-01 -1.1258415604e+00
2.1412399257e-01 -1.1264993007e+00
2.1560897424e-01 -1.1271616025e+00
2.1710425447e-01 -1.1278284975e+00
2.1860990470e-01 -1.1285000175e+00
2.2012599683e-01 -1.1291761946e+00
2.2165260329e-01 -1.1298570611e+00
2.2318979699e-01 -1.1305426495e+00
2.2473765136e-01 -1.1312329925e+00
2.2629624033e-01 -1.1319281232e+00
2.2786563834e-01 -1.1326280747e+00
2.2944592036e-01 -1.1333328805e+00
2.3103716187e-01 -1.1340425742e+00
2.3263943888e-01 -1.1347571897e+00
2.3425282791e-01 -1.1354767612e+00
2.3587740604e-01 -1.1362013231e+00
2.3751325086e-01 -1.1369309099e+00
2.3916044051e-01 -1.1376655565e+00
2.4081905366e-01 -1.1384052979e+00
2.4248916954e-01 -1.1391501696e+00
2.4417086792e-01 -1.1399002071e+00
2.4586422912e-01 -1.1406554462e+00
2.4756933404e-01 -1.1414159230e+00
2.4928626412e-01 -1.1421816738e+00
2.5101510136e-01 -1.1429527352e+00
2.5275592834e-01 -1.1437291440e+00
2.5450882822e-01 -1.1445109374e+00
2.5627388471e-01 -1.1452981526e+00
2.5805118214e-01 -1.1460908272e+00
2.5984080539e-01 -1.1468889992e+00
2.6164283994e-01 -1.1476927066e+00
2.6345737186e-01 -1.1485019879e+00
2.6528448784e-01 -1.1493168816e+00
2.6712427514e-01 -1.1501374267e+00
2.6897682163e-01 -1.1509636624e+00
2.7084221581e-01 -1.1517956283e+00
2.7272054677e-01 -1.1526333639e+00
2.7461190424e-01 -1.1534769093e+00
2.7651637855e-01 -1.1543263048e+00
2.7843406068e-01 -1.1551815911e+00
2.8036504221e-01 -1.1560428088e+00
2.8230941539e-01 -1.1569099993e+00
2.8426727309e-01 -1.1577832038e+00
2.8623870881e-01 -1.1586624641e+00
2.8822381674e-01 -1.1595478223e+00
2.9022269169e-01 -1.1604393205e+00
2.9223542913e-01 -1.1613370014e+00
2.9426212520e-01 -1.1622409078e+00
2.9630287671e-01 -1.1631510830e+00
2.9835778114e-01 -1.1640675704e+00
3.0042693663e-01 -1.1649904137e+00
3.0251044203e-01 -1.1659196571e+00
3.0460839684e-01 -1.1668553450e+00
3.0672090128e-01 -1.1677975220e+00
3.0884805625e-01 -1.1687462331e+00
3.1098996336e-01 -1.1697015237e+00
3.1314672492e-01 -1.1706634393e+00
3.1531844393e-01 -1.1716320260e+00
3.1750522414e-01 -1.1726073300e+00
3.1970716999e-01 -1.1735893978e+00
3.2192438666e-01 -1.1745782765e+00
3.2415698006e-01 -1.1755740131e+00
3.2640505683e-01 -1.1765766553e+00
3.2866872434e-01 -1.1775862511e+00
3.3094809072e-01 -1.1786028485e+00
3.3324326485e-01 -1.1796264961e+00
3.3555435635e-01 -1.1806572429e+00
3.3788147562e-01 -1.1816951381e+00
3.4022473380e-01 -1.1827402313e+00
3.4258424282e-01 -1.1837925723e+00
3.4496011539e-01 -1.1848522115e+00
3.4735246499e-01 -1.1859191994e+00
3.4976140588e-01 -1.1869935870e+00
3.5218705314e-01 -1.1880754257e+00
3.5462952263e-01 -1.1891647671e+00
3.5708893100e-01 -1.1902616632e+00
3.5956539574e-01 -1.1913661665e+00
3.6205903512e-01 -1.1924783297e+00
3.6456996826e-01 -1.1935982058e+00
3.6709831510e-01 -1.1947258485e+00
3.6964419640e-01 -1.1958613116e+00
3.7220773376e-01 -1.1970046493e+00
3.7478904964e-01 -1.1981559161e+00
3.7738826732e-01 -1.1993151672e+00
3.8000551097e-01 -1.2004824579e+00
3.8264090559e-01 -1.2016578439e+00
3.8529457706e-01 -1.2028413814e+00
3.8796665213e-01 -1.2040331269e+00
3.9065725845e-01 -1.2052331373e+00
3.9336652451e-01 -1.2064414699e+00
3.9609457974e-01 -1.2076581826e+00
3.9884155444e-01 -1.2088833333e+00
4.0160757981e-01 -1.2101169806e+00
4.0439278799e-01 -1.2113591834e+00
4.0719731199e-01 -1.2126100011e+00
4.1002128578e-01 -1.2138694935e+00
4.1286484425e-01 -1.2151377205e+00
4.1572812322e-01 -1.2164147430e+00
4.1861125946e-01 -1.2177006217e+00
4.2151439067e-01 -1.2189954182e+00
4.2443765553e-01 -1.2202991944e+00
4.2738119367e-01 -1.2216120124e+00
4.3034514567e-01 -1.2229339350e+00
4.3332965313e-01 -1.2242650253e+00
4.3633485859e-01 -1.2256053469e+00
4.3936090559e-01 -1.2269549639e+00
4.4240793868e-01 -1.2283139407e+00
4.4547610339e-01 -1.2296823421e+00
4.4856554629e-01 -1.2310602336e+00
4.5167641493e-01 -1.2324476811e+00
4.5480885790e-01 -1.2338447506e+00
4.5796302483e-01 -1.2352515091e+00
4.6113906638e-01 -1.2366680236e+00
4.6433713424e-01 -1.2380943619e+00
4.6755738118e-01 -1.2395305920e+00
4.7079996101e-01 -1.2409767826e+00
4.7406502862e-01 -1.2424330028e+00
4.7735273995e-01 -1.2438993220e+00
4.8066325205e-01 -1.2453758104e+00
4.8399672304e-01 -1.2468625385e+00
4.8735331215e-01 -1.2483595772e+00
4.9073317970e-01 -1.2498669981e+00
4.9413648713e-01 -1.2513848733e+00
4.9756339701e-01 -1.2529132751e+00
5.0101407301e-01 -1.2544522766e+00
5.0448867997e-01 -1.2560019513e+00
5.0798738384e-01 -1.2575623732e+00
5.1151035174e-01 -1.2591336169e+00
5.1505775195e-01 -1.2607157574e+00
5.1862975390e-01 -1.2623088702e+00
5.2222652822e-01 -1.2639130316e+00
5.2584824670e-01 -1.2655283180e+00
5.2949508233e-01 -1.2671548067e+00
5.3316720931e-01 -1.2687925754e+00
5.3686480304e-01 -1.2704417022e+00
5.4058804013e-01 -1.2721022659e+00
5.4433709842e-01 -1.2737743459e+00
5.4811215698e-01 -1.2754580220e+00
5.5191339614e-01 -1.2771533747e+00
5.5574099746e-01 -1.2788604849e+00
5.5959514376e-01 -1.2805794341e+00
5.6347601913e-01 -1.2823103045e+00
5.6738380895e-01 -1.2840531788e+00
5.7131869988e-01 -1.2858081401e+00
5.7528087985e-01 -1.2875752724e+00
5.7927053814e-01 -1.2893546600e+00
5.8328786529e-01 -1.2911463879e+00
5.8733305321e-01 -1.2929505417e+00
5.9140629510e-01 -1.2947672076e+00
5.9550778553e-01 -1.2965964723e+00
5.9963772041e-01 -1.2984384233e+00
6.0379629699e-01 -1.3002931485e+00
6.0798371393e-01 -1.3021607364e+00
6.1220017122e-01 -1.3040412764e+00
6.1644587027e-01 -1.3059348581e+00
6.2072101387e-01 -1.3078415722e+00
6.2502580622e-01 -1.3097615096e+00
6.2936045295e-01 -1.3116947620e+00
6.3372516110e-01 -1.3136414219e+00
6.3812013915e-01 -1.3156015821e+00
6.4254559702e-01 -1.3175753363e+00
6.4700174610e-01 -1.3195627788e+00
6.5148879924e-01 -1.3215640045e+00
6.5600697075e-01 -1.3235791090e+00
6.6055647646e-01 -1.3256081885e+00
6.6513753366e-01 -1.3276513400e+00
6.6975036117e-01 -1.3297086611e+00
6.7439517933e-01 -1.3317802500e+00
6.7907220999e-01 -1.3338662057e+00
6.8378167655e-01 -1.3359666277e+00
6.8852380396e-01 -1.3380816166e+00
6.9329881873e-01 -1.3402112732e+00
6.9810694893e-01 -1.3423556992e+00
7.0294842423e-01 -1.3445149972e+00
7.0782347589e-01 -1.3466892702e+00
7.1273233674e-01 -1.3488786222e+00
7.1767524128e-01 -1.3510831576e+00
7.2265242559e-01 -1.3533029818e+00
7.2766412742e-01 -1.3555382008e+00
7.3271058614e-01 -1.3577889214e+00
7.3779204280e-01 -1.3600552511e+00
7.4290874012e-01 -1.3623372981e+00
7.4806092249e-01 -1.3646351714e+00
7.5324883601e-01 -1.3669489809e+00
7.5847272848e-01 -1.3692788369e+00
7.6373284943e-01 -1.3716248508e+00
7.6902945009e-01 -1.3739871347e+00
7.7436278346e-01 -1.3763658014e+00
7.7973310429e-01 -1.3787609645e+00
7.8514066909e-01 -1.3811727384e+00
7.9058573616e-01 -1.3836012383e+00
7.9606856558e-01 -1.3860465802e+00
8.0158941923e-01 -1.3885088810e+00
8.0714856082e-01 -1.3909882581e+00
8.1274625589e-01 -1.3934848301e+00
8.1838277179e-01 -1.3959987162e+00
8.2405837778e-01 -1.3985300365e+00
8.2977334493e-01 -1.4010789118e+00
8.3552794623e-01 -1.4036454640e+00
8.4132245654e-01 -1.4062298156e+00
8.4715715265e-01 -1.4088320901e+00
8.5303231323e-01 -1.4114524117e+00
8.5894821893e-01 -1.4140909056e+00
8.6490515231e-01 -1.4167476979e+00
8.7090339791e-01 -1.4194229155e+00
8.7694324223e-01 -1.4221166860e+00
8.8302497376e-01 -1.4248291383e+00
8.8914888301e-01 -1.4275604018e+00
8.9531526248e-01 -1.4303106071e+00
9.0152440671e-01 -1.4330798854e+00
9.0777661227e-01 -1.4358683691e+00
9.1407217780e-01 -1.4386761913e+00
9.2041140402e-01 -1.4415034862e+00
9.2679459371e-01 -1.4443503888e+00
9.3322205177e-01 -1.4472170351e+00
9.3969408520e-01 -1.4501035620e+00
9.4621100315e-01 -1.4530101074e+00
9.5277311689e-01 -1.4559368101e+00
9.5938073986e-01 -1.4588838100e+00
9.6603418768e-01 -1.4618512477e+00
9.7273377815e-01 -1.4648392651e+00
