a w(a)
9.8400317163e-05 -1.0310438865e+00
9.9082737967e-05 -1.0310441909e+00
9.9769891460e-05 -1.0310444974e+00
1.0046181047e-04 -1.0310448060e+00
1.0115852803e-04 -1.0310451167e+00
1.0186007744e-04 -1.0310454296e+00
1.0256649219e-04 -1.0310457447e+00
1.0327780604e-04 -1.0310460619e+00
1.0399405295e-04 -1.0310463813e+00
1.0471526714e-04 -1.0310467030e+00
1.0544148306e-04 -1.0310470269e+00
1.0617273539e-04 -1.0310473530e+00
1.0690905907e-04 -1.0310476814e+00
1.0765048926e-04 -1.0310480121e+00
1.0839706138e-04 -1.0310483451e+00
1.0914881109e-04 -1.0310486804e+00
1.0990577430e-04 -1.0310490180e+00
1.1066798715e-04 -1.0310493579e+00
1.1143548607e-04 -1.0310497002e+00
1.1220830770e-04 -1.0310500449e+00
1.1298648897e-04 -1.0310503920e+00
1.1377006704e-04 -1.0310507414e+00
1.1455907934e-04 -1.0310510933e+00
1.1535356356e-04 -1.0310514477e+00
1.1615355764e-04 -1.0310518045e+00
1.1695909981e-04 -1.0310521638e+00
1.1777022852e-04 -1.0310525255e+00
1.1858698253e-04 -1.0310528898e+00
1.1940940086e-04 -1.0310532566e+00
1.2023752278e-04 -1.0310536259e+00
1.2107138784e-04 -1.0310539978e+00
1.2191103589e-04 -1.0310543723e+00
1.2275650701e-04 -1.0310547494e+00
1.2360784161e-04 -1.0310551291e+00
1.2446508034e-04 -1.0310555114e+00
1.2532826414e-04 -1.0310558964e+00
1.2619743425e-04 -1.0310562841e+00
1.2707263219e-04 -1.0310566744e+00
1.2795389975e-04 -1.0310570674e+00
1.2884127904e-04 -1.0310574632e+00
1.2973481243e-04 -1.0310578617e+00
1.3063454261e-04 -1.0310582630e+00
1.3154051255e-04 -1.0310586671e+00
1.3245276553e-04 -1.0310590739e+00
1.3337134512e-04 -1.0310594836e+00
1.3429629519e-04 -1.0310598961e+00
1.3522765993e-04 -1.0310603115e+00
1.3616548382e-04 -1.0310607298e+00
1.3710981166e-04 -1.0310611510e+00
1.3806068855e-04 -1.0310615751e+00
1.3901815992e-04 -1.0310620021e+00
1.3998227149e-04 -1.0310624321e+00
1.4095306932e-04 -1.0310628651e+00
1.4193059977e-04 -1.0310633010e+00
1.4291490955e-04 -1.0310637400e+00
1.4390604565e-04 -1.0310641821e+00
1.4490405544e-04 -1.0310646272e+00
1.4590898657e-04 -1.0310650754e+00
1.4692088705e-04 -1.0310655267e+00
1.4793980520e-04 -1.0310659812e+00
1.4896578971e-04 -1.0310664387e+00
1.4999888957e-04 -1.0310668995e+00
1.5103915413e-04 -1.0310673635e+00
1.5208663308e-04 -1.0310678306e+00
1.5314137646e-04 -1.0310683011e+00
1.5420343463e-04 -1.0310687747e+00
1.5527285834e-04 -1.0310692517e+00
1.5634969865e-04 -1.0310697320e+00
1.5743400702e-04 -1.0310702156e+00
1.5852583522e-04 -1.0310707025e+00
1.5962523542e-04 -1.0310711929e+00
1.6073226012e-04 -1.0310716866e+00
1.6184696220e-04 -1.0310721837e+00
1.6296939490e-04 -1.0310726844e+00
1.6409961184e-04 -1.0310731884e+00
1.6523766700e-04 -1.0310736960e+00
1.6638361475e-04 -1.0310742071e+00
1.6753750981e-04 -1.0310747217e+00
1.6869940731e-04 -1.0310752399e+00
1.6986936273e-04 -1.0310757617e+00
1.7104743198e-04 -1.0310762872e+00
1.7223367130e-04 -1.0310768162e+00
1.7342813737e-04 -1.0310773489e+00
1.7463088725e-04 -1.0310778854e+00
1.7584197837e-04 -1.0310784255e+00
1.7706146859e-04 -1.0310789694e+00
1.7828941615e-04 -1.0310795171e+00
1.7952587971e-04 -1.0310800685e+00
1.8077091833e-04 -1.0310806238e+00
1.8202459148e-04 -1.0310811830e+00
1.8328695904e-04 -1.0310817460e+00
1.8455808130e-04 -1.0310823129e+00
1.8583801899e-04 -1.0310828838e+00
1.8712683323e-04 -1.0310834586e+00
1.8842458559e-04 -1.0310840374e+00
1.8973133806e-04 -1.0310846202e+00
1.9104715305e-04 -1.0310852070e+00
1.9237209341e-04 -1.0310857980e+00
1.9370622243e-04 -1.0310863930e+00
1.9504960383e-04 -1.0310869921e+00
1.9640230178e-04 -1.0310875954e+00
1.9776438089e-04 -1.0310882029e+00
1.9913590622e-04 -1.0310888146e+00
2.0051694329e-04 -1.0310894306e+00
2.0190755805e-04 -1.0310900508e+00
2.0330781693e-04 -1.0310906753e+00
2.0471778682e-04 -1.0310913041e+00
2.0613753505e-04 -1.0310919373e+00
2.0756712945e-04 -1.0310925749e+00
2.0900663830e-04 -1.0310932170e+00
2.1045613036e-04 -1.0310938634e+00
2.1191567486e-04 -1.0310945144e+00
2.1338534151e-04 -1.0310951699e+00
2.1486520053e-04 -1.0310958299e+00
2.1635532258e-04 -1.0310964945e+00
2.1785577885e-04 -1.0310971637e+00
2.1936664101e-04 -1.0310978375e+00
2.2088798123e-04 -1.0310985160e+00
2.2241987216e-04 -1.0310991993e+00
2.2396238698e-04 -1.0310998872e+00
2.2551559938e-04 -1.0311005800e+00
2.2707958353e-04 -1.0311012775e+00
2.2865441414e-04 -1.0311019799e+00
2.3024016644e-04 -1.0311026871e+00
2.3183691617e-04 -1.0311033993e+00
2.3344473959e-04 -1.0311041164e+00
2.3506371350e-04 -1.0311048384e+00
2.3669391525e-04 -1.0311055655e+00
2.3833542268e-04 -1.0311062976e+00
2.3998831421e-04 -1.0311070348e+00
2.4165266878e-04 -1.0311077771e+00
2.4332856591e-04 -1.0311085245e+00
2.4501608563e-04 -1.0311092772e+00
2.4671530854e-04 -1.0311100350e+00
2.4842631582e-04 -1.0311107981e+00
2.5014918920e-04 -1.0311115665e+00
2.5188401095e-04 -1.0311123403e+00
2.5363086395e-04 -1.0311131194e+00
2.5538983163e-04 -1.0311139039e+00
2.5716099802e-04 -1.0311146938e+00
2.5894444771e-04 -1.0311154892e+00
2.6074026588e-04 -1.0311162902e+00
2.6254853833e-04 -1.0311170966e+00
2.6436935141e-04 -1.0311179087e+00
2.6620279209e-04 -1.0311187264e+00
2.6804894797e-04 -1.0311195498e+00
2.6990790720e-04 -1.0311203789e+00
2.7177975860e-04 -1.0311212138e+00
2.7366459156e-04 -1.0311220544e+00
2.7556249612e-04 -1.0311229009e+00
2.7747356293e-04 -1.0311237532e+00
2.7939788327e-04 -1.0311246115e+00
2.8133554906e-04 -1.0311254757e+00
2.8328665284e-04 -1.0311263458e+00
2.8525128783e-04 -1.0311272221e+00
2.8722954784e-04 -1.0311281044e+00
2.8922152739e-04 -1.0311289928e+00
2.9122732160e-04 -1.0311298874e+00
2.9324702630e-04 -1.0311307882e+00
2.9528073795e-04 -1.0311316952e+00
2.9732855369e-04 -1.0311326085e+00
2.9939057134e-04 -1.0311335282e+00
3.0146688939e-04 -1.0311344542e+00
3.0355760701e-04 -1.0311353867e+00
3.0566282407e-04 -1.0311363256e+00
3.0778264112e-04 -1.0311372711e+00
3.0991715941e-04 -1.0311382231e+00
3.1206648091e-04 -1.0311391817e+00
3.1423070827e-04 -1.0311401469e+00
3.1640994487e-04 -1.0311411188e+00
3.1860429480e-04 -1.0311420975e+00
3.2081386287e-04 -1.0311430830e+00
3.2303875462e-04 -1.0311440753e+00
3.2527907633e-04 -1.0311450745e+00
3.2753493500e-04 -1.0311460806e+00
3.2980643839e-04 -1.0311470937e+00
3.3209369499e-04 -1.0311481138e+00
3.3439681405e-04 -1.0311491410e+00
3.3671590558e-04 -1.0311501753e+00
3.3905108036e-04 -1.0311512168e+00
3.4140244993e-04 -1.0311522655e+00
3.4377012659e-04 -1.0311533215e+00
3.4615422344e-04 -1.0311543848e+00
3.4855485435e-04 -1.0311554555e+00
3.5097213400e-04 -1.0311565336e+00
3.5340617784e-04 -1.0311576192e+00
3.5585710213e-04 -1.0311587123e+00
3.5832502395e-04 -1.0311598130e+00
3.6081006117e-04 -1.0311609213e+00
3.6331233250e-04 -1.0311620373e+00
3.6583195744e-04 -1.0311631611e+00
3.6836905636e-04 -1.0311642926e+00
3.7092375044e-04 -1.0311654320e+00
3.7349616170e-04 -1.0311665793e+00
3.7608641302e-04 -1.0311677345e+00
3.7869462811e-04 -1.0311688978e+00
3.8132093156e-04 -1.0311700691e+00
3.8396544881e-04 -1.0311712486e+00
3.8662830619e-04 -1.0311724362e+00
3.8930963087e-04 -1.0311736321e+00
3.9200955094e-04 -1.0311748363e+00
3.9472819536e-04 -1.0311760488e+00
3.9746569398e-04 -1.0311772697e+00
4.0022217756e-04 -1.0311784991e+00
4.0299777776e-04 -1.0311797370e+00
4.0579262716e-04 -1.0311809835e+00
4.0860685925e-04 -1.0311822387e+00
4.1144060847e-04 -1.0311835025e+00
4.1429401015e-04 -1.0311847751e+00
4.1716720060e-04 -1.0311860566e+00
4.2006031705e-04 -1.0311873469e+00
4.2297349769e-04 -1.0311886462e+00
4.2590688167e-04 -1.0311899545e+00
4.2886060911e-04 -1.0311912718e+00
4.3183482108e-04 -1.0311925983e+00
4.3482965966e-04 -1.0311939340e+00
4.3784526789e-04 -1.0311952790e+00
4.4088178980e-04 -1.0311966333e+00
4.4393937045e-04 -1.0311979970e+00
4.4701815587e-04 -1.0311993701e+00
4.5011829313e-04 -1.0312007528e+00
4.5323993029e-04 -1.0312021450e+00
4.5638321648e-04 -1.0312035469e+00
4.5954830182e-04 -1.0312049585e+00
4.6273533750e-04 -1.0312063800e+00
4.6594447574e-04 -1.0312078112e+00
4.6917586983e-04 -1.0312092524e+00
4.7242967412e-04 -1.0312107036e+00
4.7570604403e-04 -1.0312121649e+00
4.7900513605e-04 -1.0312136363e+00
4.8232710776e-04 -1.0312151179e+00
4.8567211784e-04 -1.0312166098e+00
4.8904032605e-04 -1.0312181120e+00
4.9243189330e-04 -1.0312196246e+00
4.9584698156e-04 -1.0312211478e+00
4.9928575397e-04 -1.0312226814e+00
5.0274837478e-04 -1.0312242258e+00
5.0623500937e-04 -1.0312257808e+00
5.0974582430e-04 -1.0312273466e+00
5.1328098724e-04 -1.0312289233e+00
5.1684066707e-04 -1.0312305109e+00
5.2042503380e-04 -1.0312321096e+00
5.2403425865e-04 -1.0312337193e+00
5.2766851401e-04 -1.0312353402e+00
5.3132797347e-04 -1.0312369723e+00
5.3501281182e-04 -1.0312386157e+00
5.3872320508e-04 -1.0312402705e+00
5.4245933046e-04 -1.0312419369e+00
5.4622136643e-04 -1.0312436147e+00
5.5000949267e-04 -1.0312453042e+00
5.5382389013e-04 -1.0312470055e+00
5.5766474101e-04 -1.0312487185e+00
5.6153222875e-04 -1.0312504434e+00
5.6542653810e-04 -1.0312521802e+00
5.6934785506e-04 -1.0312539291e+00
5.7329636694e-04 -1.0312556902e+00
5.7727226233e-04 -1.0312574634e+00
5.8127573114e-04 -1.0312592490e+00
5.8530696461e-04 -1.0312610469e+00
5.8936615528e-04 -1.0312628573e+00
5.9345349704e-04 -1.0312646803e+00
5.9756918512e-04 -1.0312665159e+00
6.0171341610e-04 -1.0312683642e+00
6.0588638795e-04 -1.0312702253e+00
6.1008829997e-04 -1.0312720994e+00
6.1431935288e-04 -1.0312739864e+00
6.1857974877e-04 -1.0312758866e+00
6.2286969113e-04 -1.0312777999e+00
6.2718938488e-04 -1.0312797265e+00
6.3153903635e-04 -1.0312816664e+00
6.3591885330e-04 -1.0312836198e+00
6.4032904493e-04 -1.0312855868e+00
6.4476982189e-04 -1.0312875673e+00
6.4924139630e-04 -1.0312895617e+00
6.5374398174e-04 -1.0312915698e+00
6.5827779328e-04 -1.0312935919e+00
6.6284304748e-04 -1.0312956280e+00
6.6743996239e-04 -1.0312976782e+00
6.7206875759e-04 -1.0312997427e+00
6.7672965417e-04 -1.0313018214e+00
6.8142287476e-04 -1.0313039146e+00
6.8614864353e-04 -1.0313060223e+00
6.9090718621e-04 -1.0313081446e+00
6.9569873008e-04 -1.0313102816e+00
7.0052350403e-04 -1.0313124335e+00
7.0538173850e-04 -1.0313146003e+00
7.1027366555e-04 -1.0313167821e+00
7.1519951883e-04 -1.0313189790e+00
7.2015953364e-04 -1.0313211912e+00
7.2515394689e-04 -1.0313234187e+00
7.3018299714e-04 -1.0313256616e+00
7.3524692460e-04 -1.0313279201e+00
7.4034597114e-04 -1.0313301943e+00
7.4548038033e-04 -1.0313324842e+00
7.5065039741e-04 -1.0313347901e+00
7.5585626932e-04 -1.0313371119e+00
7.6109824473e-04 -1.0313394498e+00
7.6637657402e-04 -1.0313418040e+00
7.7169150930e-04 -1.0313441744e+00
7.7704330445e-04 -1.0313465613e+00
7.8243221509e-04 -1.0313489648e+00
7.8785849863e-04 -1.0313513849e+00
7.9332241425e-04 -1.0313538218e+00
7.9882422294e-04 -1.0313562756e+00
8.0436418748e-04 -1.0313587464e+00
8.0994257250e-04 -1.0313612344e+00
8.1555964445e-04 -1.0313637396e+00
8.2121567163e-04 -1.0313662622e+00
8.2691092419e-04 -1.0313688023e+00
8.3264567418e-04 -1.0313713600e+00
8.3842019551e-04 -1.0313739354e+00
8.4423476400e-04 -1.0313765287e+00
8.5008965738e-04 -1.0313791400e+00
8.5598515533e-04 -1.0313817694e+00
8.6192153942e-04 -1.0313844170e+00
8.6789909322e-04 -1.0313870830e+00
8.7391810224e-04 -1.0313897675e+00
8.7997885398e-04 -1.0313924706e+00
8.8608163794e-04 -1.0313951924e+00
8.9222674561e-04 -1.0313979331e+00
8.9841447051e-04 -1.0314006929e+00
9.0464510820e-04 -1.0314034717e+00
9.1091895629e-04 -1.0314062699e+00
9.1723631445e-04 -1.0314090874e+00
9.2359748442e-04 -1.0314119245e+00
9.3000277005e-04 -1.0314147812e+00
9.3645247729e-04 -1.0314176578e+00
9.4294691421e-04 -1.0314205543e+00
9.4948639101e-04 -1.0314234709e+00
9.5607122005e-04 -1.0314264078e+00
9.6270171585e-04 -1.0314293650e+00
9.6937819513e-04 -1.0314323427e+00
9.7610097679e-04 -1.0314353410e+00
9.8287038193e-04 -1.0314383602e+00
9.8968673391e-04 -1.0314414003e+00
9.9655035829e-04 -1.0314444615e+00
1.0034615829e-03 -1.0314475439e+00
1.0104207379e-03 -1.0314506476e+00
1.0174281557e-03 -1.0314537730e+00
1.0244841710e-03 -1.0314569199e+00
1.0315891208e-03 -1.0314600887e+00
1.0387433444e-03 -1.0314632795e+00
1.0459471837e-03 -1.0314664924e+00
1.0532009826e-03 -1.0314697276e+00
1.0605050878e-03 -1.0314729853e+00
1.0678598479e-03 -1.0314762655e+00
1.0752656145e-03 -1.0314795685e+00
1.0827227411e-03 -1.0314828943e+00
1.0902315840e-03 -1.0314862433e+00
1.0977925018e-03 -1.0314896155e+00
1.1054058558e-03 -1.0314930110e+00
1.1130720094e-03 -1.0314964301e+00
1.1207913290e-03 -1.0314998729e+00
1.1285641832e-03 -1.0315033396e+00
1.1363909433e-03 -1.0315068304e+00
1.1442719832e-03 -1.0315103453e+00
1.1522076792e-03 -1.0315138846e+00
1.1601984105e-03 -1.0315174485e+00
1.1682445587e-03 -1.0315210371e+00
1.1763465081e-03 -1.0315246505e+00
1.1845046457e-03 -1.0315282891e+00
1.1927193612e-03 -1.0315319528e+00
1.2009910470e-03 -1.0315356420e+00
1.2093200981e-03 -1.0315393568e+00
1.2177069125e-03 -1.0315430973e+00
1.2261518907e-03 -1.0315468637e+00
1.2346554360e-03 -1.0315506563e+00
1.2432179547e-03 -1.0315544752e+00
1.2518398557e-03 -1.0315583206e+00
1.2605215509e-03 -1.0315621926e+00
1.2692634550e-03 -1.0315660915e+00
1.2780659854e-03 -1.0315700174e+00
1.2869295627e-03 -1.0315739706e+00
1.2958546102e-03 -1.0315779512e+00
1.3048415543e-03 -1.0315819593e+00
1.3138908241e-03 -1.0315859953e+00
1.3230028520e-03 -1.0315900593e+00
1.3321780731e-03 -1.0315941514e+00
1.3414169258e-03 -1.0315982719e+00
1.3507198512e-03 -1.0316024211e+00
1.3600872939e-03 -1.0316065989e+00
1.3695197011e-03 -1.0316108058e+00
1.3790175235e-03 -1.0316150418e+00
1.3885812147e-03 -1.0316193072e+00
1.3982112315e-03 -1.0316236022e+00
1.4079080339e-03 -1.0316279270e+00
1.4176720851e-03 -1.0316322817e+00
1.4275038514e-03 -1.0316366667e+00
1.4374038025e-03 -1.0316410821e+00
1.4473724112e-03 -1.0316455281e+00
1.4574101537e-03 -1.0316500049e+00
1.4675175094e-03 -1.0316545128e+00
1.4776949611e-03 -1.0316590520e+00
1.4879429950e-03 -1.0316636226e+00
1.4982621005e-03 -1.0316682249e+00
1.5086527705e-03 -1.0316728591e+00
1.5191155014e-03 -1.0316775255e+00
1.5296507929e-03 -1.0316822243e+00
1.5402591481e-03 -1.0316869556e+00
1.5509410739e-03 -1.0316917197e+00
1.5616970805e-03 -1.0316965169e+00
1.5725276815e-03 -1.0317013473e+00
1.5834333944e-03 -1.0317062113e+00
1.5944147399e-03 -1.0317111090e+00
1.6054722428e-03 -1.0317160406e+00
1.6166064311e-03 -1.0317210065e+00
1.6278178366e-03 -1.0317260068e+00
1.6391069949e-03 -1.0317310417e+00
1.6504744452e-03 -1.0317361116e+00
1.6619207304e-03 -1.0317412166e+00
1.6734463973e-03 -1.0317463571e+00
1.6850519965e-03 -1.0317515332e+00
1.6967380822e-03 -1.0317567452e+00
1.7085052126e-03 -1.0317619933e+00
1.7203539498e-03 -1.0317672779e+00
1.7322848598e-03 -1.0317725990e+00
1.7442985124e-03 -1.0317779571e+00
1.7563954814e-03 -1.0317833524e+00
1.7685763448e-03 -1.0317887850e+00
1.7808416842e-03 -1.0317942554e+00
1.7931920856e-03 -1.0317997637e+00
1.8056281389e-03 -1.0318053101e+00
1.8181504380e-03 -1.0318108951e+00
1.8307595811e-03 -1.0318165188e+00
1.8434561705e-03 -1.0318221815e+00
1.8562408127e-03 -1.0318278834e+00
1.8691141182e-03 -1.0318336249e+00
1.8820767020e-03 -1.0318394062e+00
1.8951291833e-03 -1.0318452276e+00
1.9082721854e-03 -1.0318510894e+00
1.9215063363e-03 -1.0318569918e+00
1.9348322679e-03 -1.0318629352e+00
1.9482506168e-03 -1.0318689198e+00
1.9617620240e-03 -1.0318749459e+00
1.9753671348e-03 -1.0318810137e+00
1.9890665991e-03 -1.0318871237e+00
2.0028610711e-03 -1.0318932760e+00
2.0167512099e-03 -1.0318994710e+00
2.0307376789e-03 -1.0319057090e+00
2.0448211461e-03 -1.0319119902e+00
2.0590022842e-03 -1.0319183150e+00
2.0732817706e-03 -1.0319246837e+00
2.0876602874e-03 -1.0319310965e+00
2.1021385214e-03 -1.0319375538e+00
2.1167171640e-03 -1.0319440559e+00
2.1313969117e-03 -1.0319506030e+00
2.1461784656e-03 -1.0319571956e+00
2.1610625318e-03 -1.0319638339e+00
2.1760498212e-03 -1.0319705182e+00
2.1911410497e-03 -1.0319772489e+00
2.2063369380e-03 -1.0319840263e+00
2.2216382122e-03 -1.0319908506e+00
2.2370456029e-03 -1.0319977223e+00
2.2525598462e-03 -1.0320046417e+00
2.2681816830e-03 -1.0320116090e+00
2.2839118596e-03 -1.0320186247e+00
2.2997511273e-03 -1.0320256890e+00
2.3157002427e-03 -1.0320328023e+00
2.3317599676e-03 -1.0320399649e+00
2.3479310690e-03 -1.0320471773e+00
2.3642143195e-03 -1.0320544396e+00
2.3806104967e-03 -1.0320617523e+00
2.3971203838e-03 -1.0320691157e+00
2.4137447694e-03 -1.0320765302e+00
2.4304844476e-03 -1.0320839961e+00
2.4473402180e-03 -1.0320915137e+00
2.4643128856e-03 -1.0320990835e+00
2.4814032612e-03 -1.0321067059e+00
2.4986121611e-03 -1.0321143810e+00
2.5159404073e-03 -1.0321221094e+00
2.5333888274e-03 -1.0321298914e+00
2.5509582550e-03 -1.0321377274e+00
2.5686495291e-03 -1.0321456177e+00
2.5864634948e-03 -1.0321535627e+00
2.6044010030e-03 -1.0321615628e+00
2.6224629105e-03 -1.0321696185e+00
2.6406500800e-03 -1.0321777299e+00
2.6589633802e-03 -1.0321858977e+00
2.6774036859e-03 -1.0321941220e+00
2.6959718778e-03 -1.0322024035e+00
2.7146688429e-03 -1.0322107423e+00
2.7334954742e-03 -1.0322191390e+00
2.7524526710e-03 -1.0322275939e+00
2.7715413388e-03 -1.0322361074e+00
2.7907623894e-03 -1.0322446800e+00
2.8101167407e-03 -1.0322533121e+00
2.8296053174e-03 -1.0322620040e+00
2.8492290502e-03 -1.0322707562e+00
2.8689888766e-03 -1.0322795690e+00
2.8888857402e-03 -1.0322884430e+00
2.9089205916e-03 -1.0322973786e+00
2.9290943876e-03 -1.0323063761e+00
2.9494080919e-03 -1.0323154360e+00
2.9698626748e-03 -1.0323245588e+00
2.9904591132e-03 -1.0323337448e+00
3.0111983910e-03 -1.0323429945e+00
3.0320814987e-03 -1.0323523083e+00
3.0531094339e-03 -1.0323616868e+00
3.0742832010e-03 -1.0323711303e+00
3.0956038113e-03 -1.0323806393e+00
3.1170722831e-03 -1.0323902142e+00
3.1386896420e-03 -1.0323998556e+00
3.1604569205e-03 -1.0324095638e+00
3.1823751584e-03 -1.0324193393e+00
3.2044454024e-03 -1.0324291826e+00
3.2266687069e-03 -1.0324390942e+00
3.2490461332e-03 -1.0324490746e+00
3.2715787504e-03 -1.0324591241e+00
3.2942676346e-03 -1.0324692434e+00
3.3171138695e-03 -1.0324794328e+00
3.3401185465e-03 -1.0324896929e+00
3.3632827644e-03 -1.0325000241e+00
3.3866076295e-03 -1.0325104270e+00
3.4100942561e-03 -1.0325209020e+00
3.4337437658e-03 -1.0325314497e+00
3.4575572885e-03 -1.0325420706e+00
3.4815359614e-03 -1.0325527650e+00
3.5056809300e-03 -1.0325635337e+00
3.5299933476e-03 -1.0325743770e+00
3.5544743754e-03 -1.0325852956e+00
3.5791251827e-03 -1.0325962898e+00
3.6039469470e-03 -1.0326073603e+00
3.6289408540e-03 -1.0326185076e+00
3.6541080974e-03 -1.0326297322e+00
3.6794498794e-03 -1.0326410346e+00
3.7049674104e-03 -1.0326524155e+00
3.7306619093e-03 -1.0326638752e+00
3.7565346033e-03 -1.0326754144e+00
3.7825867283e-03 -1.0326870337e+00
3.8088195287e-03 -1.0326987335e+00
3.8352342574e-03 -1.0327105145e+00
3.8618321762e-03 -1.0327223772e+00
3.8886145555e-03 -1.0327343221e+00
3.9155826746e-03 -1.0327463499e+00
3.9427378215e-03 -1.0327584611e+00
3.9700812935e-03 -1.0327706563e+00
3.9976143965e-03 -1.0327829360e+00
4.0253384457e-03 -1.0327953009e+00
4.0532547652e-03 -1.0328077516e+00
4.0813646886e-03 -1.0328202887e+00
4.1096695584e-03 -1.0328329126e+00
4.1381707268e-03 -1.0328456241e+00
4.1668695549e-03 -1.0328584238e+00
4.1957674137e-03 -1.0328713123e+00
4.2248656834e-03 -1.0328842901e+00
4.2541657540e-03 -1.0328973579e+00
4.2836690249e-03 -1.0329105164e+00
4.3133769053e-03 -1.0329237661e+00
4.3432908144e-03 -1.0329371077e+00
4.3734121808e-03 -1.0329505418e+00
4.4037424433e-03 -1.0329640691e+00
4.4342830508e-03 -1.0329776902e+00
4.4650354618e-03 -1.0329914058e+00
4.4960011455e-03 -1.0330052165e+00
4.5271815807e-03 -1.0330191230e+00
4.5585782568e-03 -1.0330331259e+00
4.5901926736e-03 -1.0330472259e+00
4.6220263411e-03 -1.0330614237e+00
4.6540807797e-03 -1.0330757200e+00
4.6863575207e-03 -1.0330901155e+00
4.7188581056e-03 -1.0331046107e+00
4.7515840869e-03 -1.0331192065e+00
4.7845370278e-03 -1.0331339035e+00
4.8177185022e-03 -1.0331487025e+00
4.8511300950e-03 -1.0331636040e+00
4.8847734022e-03 -1.0331786089e+00
4.9186500307e-03 -1.0331937179e+00
4.9527615987e-03 -1.0332089317e+00
4.9871097355e-03 -1.0332242509e+00
5.0216960817e-03 -1.0332396765e+00
5.0565222893e-03 -1.0332552089e+00
5.0915900218e-03 -1.0332708491e+00
5.1269009543e-03 -1.0332865978e+00
5.1624567733e-03 -1.0333024557e+00
5.1982591773e-03 -1.0333184236e+00
5.2343098762e-03 -1.0333345022e+00
5.2706105920e-03 -1.0333506923e+00
5.3071630587e-03 -1.0333669947e+00
5.3439690222e-03 -1.0333834102e+00
5.3810302405e-03 -1.0333999395e+00
5.4183484838e-03 -1.0334165834e+00
5.4559255348e-03 -1.0334333428e+00
5.4937631881e-03 -1.0334502184e+00
5.5318632512e-03 -1.0334672110e+00
5.5702275438e-03 -1.0334843215e+00
5.6088578986e-03 -1.0335015506e+00
5.6477561605e-03 -1.0335188992e+00
5.6869241877e-03 -1.0335363682e+00
5.7263638510e-03 -1.0335539583e+00
5.7660770342e-03 -1.0335716704e+00
5.8060656342e-03 -1.0335895053e+00
5.8463315611e-03 -1.0336074639e+00
5.8868767382e-03 -1.0336255470e+00
5.9277031020e-03 -1.0336437556e+00
5.9688126028e-03 -1.0336620904e+00
6.0102072041e-03 -1.0336805524e+00
6.0518888831e-03 -1.0336991424e+00
6.0938596307e-03 -1.0337178614e+00
6.1361214516e-03 -1.0337367102e+00
6.1786763646e-03 -1.0337556897e+00
6.2215264022e-03 -1.0337748008e+00
6.2646736112e-03 -1.0337940444e+00
6.3081200525e-03 -1.0338134215e+00
6.3518678013e-03 -1.0338329330e+00
6.3959189472e-03 -1.0338525799e+00
6.4402755943e-03 -1.0338723629e+00
6.4849398614e-03 -1.0338922832e+00
6.5299138818e-03 -1.0339123416e+00
6.5751998038e-03 -1.0339325391e+00
6.6207997903e-03 -1.0339528767e+00
6.6667160194e-03 -1.0339733553e+00
6.7129506845e-03 -1.0339939760e+00
6.7595059938e-03 -1.0340147397e+00
6.8063841711e-03 -1.0340356473e+00
6.8535874555e-03 -1.0340567000e+00
6.9011181017e-03 -1.0340778987e+00
6.9489783799e-03 -1.0340992444e+00
6.9971705764e-03 -1.0341207381e+00
7.0456969928e-03 -1.0341423809e+00
7.0945599471e-03 -1.0341641737e+00
7.1437617733e-03 -1.0341861178e+00
7.1933048215e-03 -1.0342082140e+00
7.2431914580e-03 -1.0342304634e+00
7.2934240658e-03 -1.0342528671e+00
7.3440050441e-03 -1.0342754262e+00
7.3949368091e-03 -1.0342981418e+00
7.4462217934e-03 -1.0343210149e+00
7.4978624467e-03 -1.0343440467e+00
7.5498612355e-03 -1.0343672381e+00
7.6022206437e-03 -1.0343905904e+00
7.6549431722e-03 -1.0344141047e+00
7.7080313392e-03 -1.0344377820e+00
7.7614876805e-03 -1.0344616235e+00
7.8153147495e-03 -1.0344856304e+00
7.8695151173e-03 -1.0345098037e+00
7.9240913726e-03 -1.0345341448e+00
7.9790461223e-03 -1.0345586546e+00
8.0343819914e-03 -1.0345833344e+00
8.0901016229e-03 -1.0346081853e+00
8.1462076784e-03 -1.0346332086e+00
8.2027028377e-03 -1.0346584055e+00
8.2595897992e-03 -1.0346837771e+00
8.3168712804e-03 -1.0347093246e+00
8.3745500171e-03 -1.0347350493e+00
8.4326287643e-03 -1.0347609524e+00
8.4911102964e-03 -1.0347870352e+00
8.5499974065e-03 -1.0348132988e+00
8.6092929075e-03 -1.0348397446e+00
8.6689996315e-03 -1.0348663738e+00
8.7291204306e-03 -1.0348931877e+00
8.7896581763e-03 -1.0349201875e+00
8.8506157603e-03 -1.0349473746e+00
8.9119960942e-03 -1.0349747503e+00
8.9738021098e-03 -1.0350023157e+00
9.0360367593e-03 -1.0350300724e+00
9.0987030153e-03 -1.0350580215e+00
9.1618038711e-03 -1.0350861645e+00
9.2253423407e-03 -1.0351145027e+00
9.2893214590e-03 -1.0351430374e+00
9.3537442820e-03 -1.0351717699e+00
9.4186138869e-03 -1.0352007018e+00
9.4839333721e-03 -1.0352298343e+00
9.5497058576e-03 -1.0352591688e+00
9.6159344850e-03 -1.0352887068e+00
9.6826224178e-03 -1.0353184496e+00
9.7497728414e-03 -1.0353483987e+00
