z H(z)_km_s_Mpc chi_Mpc
4.6223111556e+00 4.7174777798e+02 8.0158463563e+03
4.6323161581e+00 4.7299981762e+02 8.0221960513e+03
4.6423211606e+00 4.7425301299e+02 8.0285289531e+03
4.6523261631e+00 4.7550736282e+02 8.0348451347e+03
4.6623311656e+00 4.7676286586e+02 8.0411446690e+03
4.6723361681e+00 4.7801952085e+02 8.0474276285e+03
4.6823411706e+00 4.7927732655e+02 8.0536940848e+03
4.6923461731e+00 4.8053628173e+02 8.0599441097e+03
4.7023511756e+00 4.8179638514e+02 8.0661777741e+03
4.7123561781e+00 4.8305763555e+02 8.0723951486e+03
4.7223611806e+00 4.8432003174e+02 8.0785963036e+03
4.7323661831e+00 4.8558357250e+02 8.0847813087e+03
4.7423711856e+00 4.8684825659e+02 8.0909502334e+03
4.7523761881e+00 4.8811408282e+02 8.0971031466e+03
4.7623811906e+00 4.8938104998e+02 8.1032401170e+03
4.7723861931e+00 4.9064915687e+02 8.1093612127e+03
4.7823911956e+00 4.9191840229e+02 8.1154665013e+03
4.7923961981e+00 4.9318878505e+02 8.1215560504e+03
4.8024012006e+00 4.9446030397e+02 8.1276299268e+03
4.8124062031e+00 4.9573295785e+02 8.1336881972e+03
4.8224112056e+00 4.9700674553e+02 8.1397309277e+03
4.8324162081e+00 4.9828166584e+02 8.1457581841e+03
4.8424212106e+00 4.9955771760e+02 8.1517700318e+03
4.8524262131e+00 5.0083489965e+02 8.1577665358e+03
4.8624312156e+00 5.0211321084e+02 8.1637477608e+03
4.8724362181e+00 5.0339265000e+02 8.1697137711e+03
4.8824412206e+00 5.0467321599e+02 8.1756646305e+03
4.8924462231e+00 5.0595490766e+02 8.1816004026e+03
4.9024512256e+00 5.0723772388e+02 8.1875211506e+03
4.9124562281e+00 5.0852166350e+02 8.1934269372e+03
4.9224612306e+00 5.0980672539e+02 8.1993178248e+03
4.9324662331e+00 5.1109290842e+02 8.2051938756e+03
4.9424712356e+00 5.1238021148e+02 8.2110551513e+03
4.9524762381e+00 5.1366863344e+02 8.2169017131e+03
4.9624812406e+00 5.1495817318e+02 8.2227336222e+03
4.9724862431e+00 5.1624882959e+02 8.2285509392e+03
4.9824912456e+00 5.1754060157e+02 8.2343537243e+03
4.9924962481e+00 5.1883348801e+02 8.2401420376e+03
5.0025012506e+00 5.2012748781e+02 8.2459159387e+03
5.0125062531e+00 5.2142259989e+02 8.2516754868e+03
5.0225112556e+00 5.2271882314e+02 8.2574207409e+03
5.0325162581e+00 5.2401615648e+02 8.2631517597e+03
5.0425212606e+00 5.2531459883e+02 8.2688686013e+03
5.0525262631e+00 5.2661414911e+02 8.2745713238e+03
5.0625312656e+00 5.2791480624e+02 8.2802599848e+03
5.0725362681e+00 5.2921656915e+02 8.2859346415e+03
5.0825412706e+00 5.3051943678e+02 8.2915953510e+03
5.0925462731e+00 5.3182340805e+02 8.2972421699e+03
5.1025512756e+00 5.3312848192e+02 8.3028751545e+03
5.1125562781e+00 5.3443465733e+02 8.3084943608e+03
5.1225612806e+00 5.3574193321e+02 8.3140998446e+03
5.1325662831e+00 5.3705030853e+02 8.3196916613e+03
5.1425712856e+00 5.3835978224e+02 8.3252698658e+03
5.1525762881e+00 5.3967035330e+02 8.3308345131e+03
5.1625812906e+00 5.4098202067e+02 8.3363856575e+03
5.1725862931e+00 5.4229478332e+02 8.3419233533e+03
5.1825912956e+00 5.4360864021e+02 8.3474476543e+03
5.1925962981e+00 5.4492359032e+02 8.3529586141e+03
5.2026013007e+00 5.4623963263e+02 8.3584562859e+03
5.2126063032e+00 5.4755676612e+02 8.3639407228e+03
5.2226113057e+00 5.4887498977e+02 8.3694119774e+03
5.2326163082e+00 5.5019430256e+02 8.3748701020e+03
5.2426213107e+00 5.5151470350e+02 8.3803151489e+03
5.2526263132e+00 5.5283619157e+02 8.3857471699e+03
5.2626313157e+00 5.5415876577e+02 8.3911662164e+03
5.2726363182e+00 5.5548242511e+02 8.3965723397e+03
5.2826413207e+00 5.5680716858e+02 8.4019655908e+03
5.2926463232e+00 5.5813299520e+02 8.4073460204e+03
5.3026513257e+00 5.5945990397e+02 8.4127136789e+03
5.3126563282e+00 5.6078789392e+02 8.4180686165e+03
5.3226613307e+00 5.6211696405e+02 8.4234108830e+03
5.3326663332e+00 5.6344711340e+02 8.4287405280e+03
5.3426713357e+00 5.6477834098e+02 8.4340576008e+03
5.3526763382e+00 5.6611064582e+02 8.4393621506e+03
5.3626813407e+00 5.6744402696e+02 8.4446542261e+03
5.3726863432e+00 5.6877848342e+02 8.4499338758e+03
5.3826913457e+00 5.7011401425e+02 8.4552011480e+03
5.3926963482e+00 5.7145061848e+02 8.4604560908e+03
5.4027013507e+00 5.7278829516e+02 8.4656987518e+03
5.4127063532e+00 5.7412704333e+02 8.4709291787e+03
5.4227113557e+00 5.7546686205e+02 8.4761474185e+03
5.4327163582e+00 5.7680775037e+02 8.4813535184e+03
5.4427213607e+00 5.7814970734e+02 8.4865475250e+03
5.4527263632e+00 5.7949273202e+02 8.4917294849e+03
5.4627313657e+00 5.8083682348e+02 8.4968994442e+03
5.4727363682e+00 5.8218198077e+02 8.5020574491e+03
5.4827413707e+00 5.8352820297e+02 8.5072035451e+03
5.4927463732e+00 5.8487548915e+02 8.5123377779e+03
5.5027513757e+00 5.8622383838e+02 8.5174601927e+03
5.5127563782e+00 5.8757324974e+02 8.5225708346e+03
5.5227613807e+00 5.8892372230e+02 8.5276697482e+03
5.5327663832e+00 5.9027525516e+02 8.5327569783e+03
5.5427713857e+00 5.9162784739e+02 8.5378325690e+03
5.5527763882e+00 5.9298149808e+02 8.5428965645e+03
5.5627813907e+00 5.9433620633e+02 8.5479490087e+03
5.5727863932e+00 5.9569197123e+02 8.5529899451e+03
5.5827913957e+00 5.9704879187e+02 8.5580194172e+03
5.5927963982e+00 5.9840666736e+02 8.5630374680e+03
5.6028014007e+00 5.9976559680e+02 8.5680441407e+03
5.6128064032e+00 6.0112557928e+02 8.5730394778e+03
5.6228114057e+00 6.0248661393e+02 8.5780235219e+03
5.6328164082e+00 6.0384869985e+02 8.5829963153e+03
5.6428214107e+00 6.0521183615e+02 8.5879578999e+03
5.6528264132e+00 6.0657602195e+02 8.5929083177e+03
5.6628314157e+00 6.0794125637e+02 8.5978476103e+03
5.6728364182e+00 6.0930753853e+02 8.6027758190e+03
5.6828414207e+00 6.1067486755e+02 8.6076929851e+03
5.6928464232e+00 6.1204324257e+02 8.6125991496e+03
5.7028514257e+00 6.1341266270e+02 8.6174943531e+03
5.7128564282e+00 6.1478312708e+02 8.6223786363e+03
5.7228614307e+00 6.1615463485e+02 8.6272520395e+03
5.7328664332e+00 6.1752718514e+02 8.6321146028e+03
5.7428714357e+00 6.1890077709e+02 8.6369663663e+03
5.7528764382e+00 6.2027540984e+02 8.6418073696e+03
5.7628814407e+00 6.2165108255e+02 8.6466376522e+03
5.7728864432e+00 6.2302779434e+02 8.6514572535e+03
5.7828914457e+00 6.2440554439e+02 8.6562662126e+03
5.7928964482e+00 6.2578433183e+02 8.6610645684e+03
5.8029014507e+00 6.2716415582e+02 8.6658523597e+03
5.8129064532e+00 6.2854501552e+02 8.6706296250e+03
5.8229114557e+00 6.2992691009e+02 8.6753964026e+03
5.8329164582e+00 6.3130983868e+02 8.6801527307e+03
5.8429214607e+00 6.3269380048e+02 8.6848986472e+03
5.8529264632e+00 6.3407879463e+02 8.6896341900e+03
5.8629314657e+00 6.3546482031e+02 8.6943593965e+03
5.8729364682e+00 6.3685187669e+02 8.6990743041e+03
5.8829414707e+00 6.3823996295e+02 8.7037789501e+03
5.8929464732e+00 6.3962907826e+02 8.7084733714e+03
5.9029514757e+00 6.4101922180e+02 8.7131576049e+03
5.9129564782e+00 6.4241039275e+02 8.7178316872e+03
5.9229614807e+00 6.4380259030e+02 8.7224956547e+03
5.9329664832e+00 6.4519581362e+02 8.7271495438e+03
5.9429714857e+00 6.4659006192e+02 8.7317933905e+03
5.9529764882e+00 6.4798533436e+02 8.7364272307e+03
5.9629814907e+00 6.4938163016e+02 8.7410511002e+03
5.9729864932e+00 6.5077894851e+02 8.7456650345e+03
5.9829914957e+00 6.5217728859e+02 8.7502690691e+03
5.9929964982e+00 6.5357664961e+02 8.7548632390e+03
6.0030015008e+00 6.5497703078e+02 8.7594475794e+03
6.0130065033e+00 6.5637843129e+02 8.7640221250e+03
6.0230115058e+00 6.5778085035e+02 8.7685869107e+03
6.0330165083e+00 6.5918428717e+02 8.7731419708e+03
6.0430215108e+00 6.6058874096e+02 8.7776873398e+03
6.0530265133e+00 6.6199421093e+02 8.7822230518e+03
6.0630315158e+00 6.6340069629e+02 8.7867491408e+03
6.0730365183e+00 6.6480819626e+02 8.7912656407e+03
6.0830415208e+00 6.6621671007e+02 8.7957725851e+03
6.0930465233e+00 6.6762623692e+02 8.8002700076e+03
6.1030515258e+00 6.6903677605e+02 8.8047579415e+03
6.1130565283e+00 6.7044832668e+02 8.8092364200e+03
6.1230615308e+00 6.7186088803e+02 8.8137054762e+03
6.1330665333e+00 6.7327445934e+02 8.8181651428e+03
6.1430715358e+00 6.7468903984e+02 8.8226154526e+03
6.1530765383e+00 6.7610462875e+02 8.8270564382e+03
6.1630815408e+00 6.7752122532e+02 8.8314881319e+03
6.1730865433e+00 6.7893882877e+02 8.8359105659e+03
6.1830915458e+00 6.8035743836e+02 8.8403237724e+03
6.1930965483e+00 6.8177705333e+02 8.8447277833e+03
6.2031015508e+00 6.8319767290e+02 8.8491226303e+03
6.2131065533e+00 6.8461929634e+02 8.8535083450e+03
6.2231115558e+00 6.8604192289e+02 8.8578849590e+03
6.2331165583e+00 6.8746555179e+02 8.8622525035e+03
6.2431215608e+00 6.8889018230e+02 8.8666110097e+03
6.2531265633e+00 6.9031581368e+02 8.8709605086e+03
6.2631315658e+00 6.9174244517e+02 8.8753010311e+03
6.2731365683e+00 6.9317007603e+02 8.8796326080e+03
6.2831415708e+00 6.9459870553e+02 8.8839552696e+03
6.2931465733e+00 6.9602833292e+02 8.8882690466e+03
6.3031515758e+00 6.9745895747e+02 8.8925739692e+03
6.3131565783e+00 6.9889057844e+02 8.8968700675e+03
6.3231615808e+00 7.0032319510e+02 8.9011573716e+03
6.3331665833e+00 7.0175680671e+02 8.9054359112e+03
6.3431715858e+00 7.0319141255e+02 8.9097057161e+03
6.3531765883e+00 7.0462701189e+02 8.9139668160e+03
6.3631815908e+00 7.0606360400e+02 8.9182192401e+03
6.3731865933e+00 7.0750118816e+02 8.9224630178e+03
6.3831915958e+00 7.0893976365e+02 8.9266981783e+03
6.3931965983e+00 7.1037932974e+02 8.9309247506e+03
6.4032016008e+00 7.1181988572e+02 8.9351427636e+03
6.4132066033e+00 7.1326143087e+02 8.9393522460e+03
6.4232116058e+00 7.1470396448e+02 8.9435532264e+03
6.4332166083e+00 7.1614748583e+02 8.9477457334e+03
6.4432216108e+00 7.1759199421e+02 8.9519297953e+03
6.4532266133e+00 7.1903748891e+02 8.9561054402e+03
6.4632316158e+00 7.2048396922e+02 8.9602726964e+03
6.4732366183e+00 7.2193143444e+02 8.9644315917e+03
6.4832416208e+00 7.2337988386e+02 8.9685821539e+03
6.4932466233e+00 7.2482931678e+02 8.9727244108e+03
6.5032516258e+00 7.2627973250e+02 8.9768583900e+03
6.5132566283e+00 7.2773113031e+02 8.9809841189e+03
6.5232616308e+00 7.2918350953e+02 8.9851016247e+03
6.5332666333e+00 7.3063686946e+02 8.9892109347e+03
6.5432716358e+00 7.3209120940e+02 8.9933120760e+03
6.5532766383e+00 7.3354652865e+02 8.9974050755e+03
6.5632816408e+00 7.3500282654e+02 9.0014899600e+03
6.5732866433e+00 7.3646010236e+02 9.0055667562e+03
6.5832916458e+00 7.3791835544e+02 9.0096354907e+03
6.5932966483e+00 7.3937758508e+02 9.0136961898e+03
6.6033016508e+00 7.4083779061e+02 9.0177488801e+03
6.6133066533e+00 7.4229897133e+02 9.0217935876e+03
6.6233116558e+00 7.4376112657e+02 9.0258303385e+03
6.6333166583e+00 7.4522425566e+02 9.0298591587e+03
6.6433216608e+00 7.4668835790e+02 9.0338800740e+03
6.6533266633e+00 7.4815343263e+02 9.0378931103e+03
6.6633316658e+00 7.4961947917e+02 9.0418982932e+03
6.6733366683e+00 7.5108649685e+02 9.0458956480e+03
6.6833416708e+00 7.5255448500e+02 9.0498852003e+03
6.6933466733e+00 7.5402344295e+02 9.0538669753e+03
6.7033516758e+00 7.5549337003e+02 9.0578409981e+03
6.7133566783e+00 7.5696426557e+02 9.0618072938e+03
6.7233616808e+00 7.5843612891e+02 9.0657658874e+03
6.7333666833e+00 7.5990895938e+02 9.0697168036e+03
6.7433716858e+00 7.6138275633e+02 9.0736600672e+03
6.7533766883e+00 7.6285751909e+02 9.0775957027e+03
6.7633816908e+00 7.6433324701e+02 9.0815237347e+03
6.7733866933e+00 7.6580993942e+02 9.0854441875e+03
6.7833916958e+00 7.6728759568e+02 9.0893570854e+03
6.7933966983e+00 7.6876621513e+02 9.0932624526e+03
6.8034017009e+00 7.7024579711e+02 9.0971603131e+03
6.8134067034e+00 7.7172634097e+02 9.1010506909e+03
6.8234117059e+00 7.7320784607e+02 9.1049336097e+03
6.8334167084e+00 7.7469031176e+02 9.1088090934e+03
6.8434217109e+00 7.7617373739e+02 9.1126771656e+03
6.8534267134e+00 7.7765812231e+02 9.1165378498e+03
6.8634317159e+00 7.7914346588e+02 9.1203911694e+03
6.8734367184e+00 7.8062976747e+02 9.1242371477e+03
6.8834417209e+00 7.8211702642e+02 9.1280758079e+03
6.8934467234e+00 7.8360524210e+02 9.1319071733e+03
6.9034517259e+00 7.8509441387e+02 9.1357312667e+03
6.9134567284e+00 7.8658454110e+02 9.1395481110e+03
6.9234617309e+00 7.8807562315e+02 9.1433577292e+03
6.9334667334e+00 7.8956765938e+02 9.1471601439e+03
6.9434717359e+00 7.9106064917e+02 9.1509553776e+03
6.9534767384e+00 7.9255459188e+02 9.1547434530e+03
6.9634817409e+00 7.9404948689e+02 9.1585243924e+03
6.9734867434e+00 7.9554533356e+02 9.1622982182e+03
6.9834917459e+00 7.9704213127e+02 9.1660649525e+03
6.9934967484e+00 7.9853987940e+02 9.1698246176e+03
7.0035017509e+00 8.0003857732e+02 9.1735772353e+03
7.0135067534e+00 8.0153822441e+02 9.1773228277e+03
7.0235117559e+00 8.0303882005e+02 9.1810614165e+03
7.0335167584e+00 8.0454036362e+02 9.1847930236e+03
7.0435217609e+00 8.0604285449e+02 9.1885176705e+03
7.0535267634e+00 8.0754629206e+02 9.1922353788e+03
7.0635317659e+00 8.0905067571e+02 9.1959461700e+03
7.0735367684e+00 8.1055600483e+02 9.1996500654e+03
7.0835417709e+00 8.1206227879e+02 9.2033470863e+03
7.0935467734e+00 8.1356949700e+02 9.2070372539e+03
7.1035517759e+00 8.1507765883e+02 9.2107205893e+03
7.1135567784e+00 8.1658676369e+02 9.2143971135e+03
7.1235617809e+00 8.1809681095e+02 9.2180668474e+03
7.1335667834e+00 8.1960780003e+02 9.2217298118e+03
7.1435717859e+00 8.2111973031e+02 9.2253860275e+03
7.1535767884e+00 8.2263260119e+02 9.2290355150e+03
7.1635817909e+00 8.2414641206e+02 9.2326782950e+03
7.1735867934e+00 8.2566116233e+02 9.2363143879e+03
7.1835917959e+00 8.2717685140e+02 9.2399438142e+03
7.1935967984e+00 8.2869347867e+02 9.2435665940e+03
7.2036018009e+00 8.3021104353e+02 9.2471827476e+03
7.2136068034e+00 8.3172954540e+02 9.2507922952e+03
7.2236118059e+00 8.3324898368e+02 9.2543952567e+03
7.2336168084e+00 8.3476935778e+02 9.2579916521e+03
7.2436218109e+00 8.3629066711e+02 9.2615815014e+03
7.2536268134e+00 8.3781291107e+02 9.2651648242e+03
7.2636318159e+00 8.3933608907e+02 9.2687416403e+03
7.2736368184e+00 8.4086020053e+02 9.2723119693e+03
7.2836418209e+00 8.4238524486e+02 9.2758758307e+03
7.2936468234e+00 8.4391122147e+02 9.2794332440e+03
7.3036518259e+00 8.4543812979e+02 9.2829842286e+03
7.3136568284e+00 8.4696596921e+02 9.2865288037e+03
7.3236618309e+00 8.4849473918e+02 9.2900669886e+03
7.3336668334e+00 8.5002443909e+02 9.2935988024e+03
7.3436718359e+00 8.5155506838e+02 9.2971242641e+03
7.3536768384e+00 8.5308662646e+02 9.3006433928e+03
7.3636818409e+00 8.5461911277e+02 9.3041562072e+03
7.3736868434e+00 8.5615252671e+02 9.3076627263e+03
7.3836918459e+00 8.5768686772e+02 9.3111629687e+03
7.3936968484e+00 8.5922213522e+02 9.3146569532e+03
7.4037018509e+00 8.6075832864e+02 9.3181446983e+03
7.4137068534e+00 8.6229544741e+02 9.3216262224e+03
7.4237118559e+00 8.6383349096e+02 9.3251015441e+03
7.4337168584e+00 8.6537245872e+02 9.3285706817e+03
7.4437218609e+00 8.6691235012e+02 9.3320336534e+03
7.4537268634e+00 8.6845316460e+02 9.3354904775e+03
7.4637318659e+00 8.6999490158e+02 9.3389411721e+03
7.4737368684e+00 8.7153756051e+02 9.3423857552e+03
7.4837418709e+00 8.7308114083e+02 9.3458242448e+03
7.4937468734e+00 8.7462564196e+02 9.3492566588e+03
7.5037518759e+00 8.7617106335e+02 9.3526830151e+03
7.5137568784e+00 8.7771740445e+02 9.3561033314e+03
7.5237618809e+00 8.7926466468e+02 9.3595176253e+03
7.5337668834e+00 8.8081284350e+02 9.3629259145e+03
7.5437718859e+00 8.8236194034e+02 9.3663282166e+03
7.5537768884e+00 8.8391195465e+02 9.3697245490e+03
7.5637818909e+00 8.8546288588e+02 9.3731149290e+03
7.5737868934e+00 8.8701473348e+02 9.3764993741e+03
7.5837918959e+00 8.8856749688e+02 9.3798779015e+03
7.5937968984e+00 8.9012117555e+02 9.3832505284e+03
7.6038019010e+00 8.9167576893e+02 9.3866172718e+03
7.6138069035e+00 8.9323127647e+02 9.3899781488e+03
7.6238119060e+00 8.9478769763e+02 9.3933331765e+03
7.6338169085e+00 8.9634503186e+02 9.3966823717e+03
7.6438219110e+00 8.9790327861e+02 9.4000257513e+03
7.6538269135e+00 8.9946243733e+02 9.4033633319e+03
7.6638319160e+00 9.0102250750e+02 9.4066951305e+03
7.6738369185e+00 9.0258348855e+02 9.4100211635e+03
7.6838419210e+00 9.0414537996e+02 9.4133414475e+03
7.6938469235e+00 9.0570818119e+02 9.4166559992e+03
7.7038519260e+00 9.0727189168e+02 9.4199648348e+03
7.7138569285e+00 9.0883651091e+02 9.4232679708e+03
7.7238619310e+00 9.1040203834e+02 9.4265654235e+03
7.7338669335e+00 9.1196847343e+02 9.4298572091e+03
7.7438719360e+00 9.1353581565e+02 9.4331433438e+03
7.7538769385e+00 9.1510406446e+02 9.4364238437e+03
7.7638819410e+00 9.1667321933e+02 9.4396987249e+03
7.7738869435e+00 9.1824327973e+02 9.4429680033e+03
7.7838919460e+00 9.1981424513e+02 9.4462316950e+03
7.7938969485e+00 9.2138611500e+02 9.4494898157e+03
7.8039019510e+00 9.2295888881e+02 9.4527423812e+03
7.8139069535e+00 9.2453256603e+02 9.4559894072e+03
7.8239119560e+00 9.2610714614e+02 9.4592309096e+03
7.8339169585e+00 9.2768262861e+02 9.4624669037e+03
7.8439219610e+00 9.2925901291e+02 9.4656974053e+03
7.8539269635e+00 9.3083629853e+02 9.4689224298e+03
7.8639319660e+00 9.3241448494e+02 9.4721419926e+03
7.8739369685e+00 9.3399357161e+02 9.4753561091e+03
7.8839419710e+00 9.3557355803e+02 9.4785647945e+03
7.8939469735e+00 9.3715444368e+02 9.4817680642e+03
7.9039519760e+00 9.3873622804e+02 9.4849659333e+03
7.9139569785e+00 9.4031891059e+02 9.4881584170e+03
7.9239619810e+00 9.4190249081e+02 9.4913455303e+03
7.9339669835e+00 9.4348696820e+02 9.4945272882e+03
7.9439719860e+00 9.4507234223e+02 9.4977037057e+03
7.9539769885e+00 9.4665861238e+02 9.5008747976e+03
7.9639819910e+00 9.4824577816e+02 9.5040405789e+03
7.9739869935e+00 9.4983383904e+02 9.5072010642e+03
7.9839919960e+00 9.5142279452e+02 9.5103562683e+03
7.9939969985e+00 9.5301264409e+02 9.5135062059e+03
8.0040020010e+00 9.5460338723e+02 9.5166508916e+03
8.0140070035e+00 9.5619502343e+02 9.5197903398e+03
8.0240120060e+00 9.5778755220e+02 9.5229245652e+03
8.0340170085e+00 9.5938097303e+02 9.5260535821e+03
8.0440220110e+00 9.6097528540e+02 9.5291774049e+03
8.0540270135e+00 9.6257048882e+02 9.5322960480e+03
8.0640320160e+00 9.6416658278e+02 9.5354095256e+03
8.0740370185e+00 9.6576356678e+02 9.5385178519e+03
8.0840420210e+00 9.6736144033e+02 9.5416210411e+03
8.0940470235e+00 9.6896020290e+02 9.5447191074e+03
8.1040520260e+00 9.7055985402e+02 9.5478120646e+03
8.1140570285e+00 9.7216039318e+02 9.5508999270e+03
8.1240620310e+00 9.7376181988e+02 9.5539827083e+03
8.1340670335e+00 9.7536413362e+02 9.5570604225e+03
8.1440720360e+00 9.7696733391e+02 9.5601330834e+03
8.1540770385e+00 9.7857142026e+02 9.5632007049e+03
8.1640820410e+00 9.8017639217e+02 9.5662633006e+03
8.1740870435e+00 9.8178224914e+02 9.5693208842e+03
8.1840920460e+00 9.8338899069e+02 9.5723734694e+03
8.1940970485e+00 9.8499661632e+02 9.5754210697e+03
8.2041020510e+00 9.8660512554e+02 9.5784636986e+03
8.2141070535e+00 9.8821451786e+02 9.5815013697e+03
8.2241120560e+00 9.8982479280e+02 9.5845340964e+03
8.2341170585e+00 9.9143594987e+02 9.5875618920e+03
8.2441220610e+00 9.9304798857e+02 9.5905847698e+03
8.2541270635e+00 9.9466090843e+02 9.5936027432e+03
8.2641320660e+00 9.9627470895e+02 9.5966158254e+03
8.2741370685e+00 9.9788938966e+02 9.5996240294e+03
8.2841420710e+00 9.9950495006e+02 9.6026273685e+03
8.2941470735e+00 1.0011213897e+03 9.6056258557e+03
8.3041520760e+00 1.0027387080e+03 9.6086195041e+03
8.3141570785e+00 1.0043569047e+03 9.6116083265e+03
8.3241620810e+00 1.0059759790e+03 9.6145923361e+03
8.3341670835e+00 1.0075959307e+03 9.6175715455e+03
8.3441720860e+00 1.0092167592e+03 9.6205459677e+03
8.3541770885e+00 1.0108384640e+03 9.6235156155e+03
8.3641820910e+00 1.0124610447e+03 9.6264805015e+03
8.3741870935e+00 1.0140845008e+03 9.6294406385e+03
8.3841920960e+00 1.0157088318e+03 9.6323960391e+03
8.3941970985e+00 1.0173340372e+03 9.6353467159e+03
8.4042021011e+00 1.0189601166e+03 9.6382926814e+03
8.4142071036e+00 1.0205870695e+03 9.6412339482e+03
8.4242121061e+00 1.0222148954e+03 9.6441705287e+03
8.4342171086e+00 1.0238435939e+03 9.6471024353e+03
8.4442221111e+00 1.0254731644e+03 9.6500296804e+03
8.4542271136e+00 1.0271036065e+03 9.6529522762e+03
8.4642321161e+00 1.0287349198e+03 9.6558702352e+03
8.4742371186e+00 1.0303671038e+03 9.6587835694e+03
8.4842421211e+00 1.0320001579e+03 9.6616922910e+03
8.4942471236e+00 1.0336340818e+03 9.6645964123e+03
8.5042521261e+00 1.0352688750e+03 9.6674959453e+03
8.5142571286e+00 1.0369045370e+03 9.6703909020e+03
8.5242621311e+00 1.0385410673e+03 9.6732812944e+03
8.5342671336e+00 1.0401784655e+03 9.6761671346e+03
8.5442721361e+00 1.0418167312e+03 9.6790484344e+03
8.5542771386e+00 1.0434558638e+03 9.6819252056e+03
8.5642821411e+00 1.0450958629e+03 9.6847974602e+03
8.5742871436e+00 1.0467367280e+03 9.6876652099e+03
8.5842921461e+00 1.0483784587e+03 9.6905284665e+03
8.5942971486e+00 1.0500210546e+03 9.6933872416e+03
8.6043021511e+00 1.0516645151e+03 9.6962415469e+03
8.6143071536e+00 1.0533088398e+03 9.6990913940e+03
8.6243121561e+00 1.0549540283e+03 9.7019367945e+03
8.6343171586e+00 1.0566000801e+03 9.7047777599e+03
8.6443221611e+00 1.0582469947e+03 9.7076143018e+03
8.6543271636e+00 1.0598947718e+03 9.7104464315e+03
8.6643321661e+00 1.0615434107e+03 9.7132741604e+03
8.6743371686e+00 1.0631929112e+03 9.7160975000e+03
8.6843421711e+00 1.0648432727e+03 9.7189164616e+03
8.6943471736e+00 1.0664944948e+03 9.7217310564e+03
8.7043521761e+00 1.0681465770e+03 9.7245412957e+03
8.7143571786e+00 1.0697995189e+03 9.7273471906e+03
8.7243621811e+00 1.0714533200e+03 9.7301487524e+03
8.7343671836e+00 1.0731079800e+03 9.7329459922e+03
8.7443721861e+00 1.0747634983e+03 9.7357389210e+03
8.7543771886e+00 1.0764198745e+03 9.7385275499e+03
8.7643821911e+00 1.0780771081e+03 9.7413118899e+03
8.7743871936e+00 1.0797351988e+03 9.7440919520e+03
8.7843921961e+00 1.0813941460e+03 9.7468677470e+03
8.7943971986e+00 1.0830539494e+03 9.7496392859e+03
8.8044022011e+00 1.0847146084e+03 9.7524065796e+03
8.8144072036e+00 1.0863761227e+03 9.7551696387e+03
