T,P_calc,dP_dT
0.07484792528948132,0.9693216502179323,-0.4783995720984814
0.07659287107626045,0.9684936873323171,-0.47069353593657287
0.07837849715961458,0.9676602306941358,-0.4629370359247856
0.08020575192805061,0.9668215567134976,-0.4551403024625879
0.08207560588006087,0.9659779409810794,-0.4473130341080035
0.08398905213957775,0.9651296582539964,-0.43946441806863834
0.08594710698344561,0.9642769824424524,-0.43160315003552807
0.08795081038118956,0.9634201865971653,-0.4237374533774592
0.09000122654736799,0.962559542897565,-0.4158750977131126
0.09209944450680226,0.9616953226407591,-0.4080234168779595
0.09424657867298372,0.960827796231263,-0.4001893263025148
0.09644376943996524,0.9599572331714902,-0.3923793398181192
0.0986921837880516,0.9590839020529985,-0.38459958590618143
0.10099301590361051,0.9582080705484886,-0.37685582340633694
0.10334748781333343,0.9573300054045497,-0.3691534566987633
0.10575685003328299,0.9564499724351502,-0.36149755037540876
0.10822238223307189,0.9555682365158658,-0.35389284341467686
0.1107453939155258,0.9546850615788437,-0.3463437628737816
0.11332722511219159,0.9538007106084974,-0.3388544371124793
0.11596924709505983,0.9529154456379265,-0.3314287085618283
0.1186728631048801,0.9520295277460589,-0.32407014605110174
0.12143950909645548,0.9511432170555099,-0.31678205670577436
0.12427065450131236,0.9502567727311538,-0.3095674974291429
0.12716780300815045,0.9493704529794044,-0.30242928597990515
0.1301324933614877,0.9484845150481965,-0.29537001165764853
0.133166300178924,0.9475992152276704,-0.28839204560793485
0.13627083478745822,0.9467148088515468,-0.28149755075841404
0.13944774607930224,0.9458315502991943,-0.2746884913970878
0.14269872138764683,0.9449496929983817,-0.2679666424035675
0.14602548738284454,0.9440694894287106,-0.2613335981438757
0.14942981098948527,0.9431911911257247,-0.2547907810391693
0.15291350032485218,0.9423150486856922,-0.24833944981836883
0.1564784056592556,0.941441311771054,-0.24198070746449848
0.16012642039875574,0.9405702291165366,-0.23571550886430165
0.16385948209079573,0.9397020485359238,-0.2295446681704048
0.16767957345327905,0.9388370169294814,-0.22346886588507323
0.17158872342763834,0.937975380292035,-0.21748865567437556
0.17558900825645438,0.9371173837216918,-0.21160447092137158
0.17968255258619795,0.9362632714292057,-0.20581663102656328
0.18387153059568018,0.9354132867479802,-0.2001253474639047
0.1881581671508106,0.9345676721447052,-0.1945307296001178
0.19254473898627647,0.9337266692306246,-0.18903279028509684
0.19703357591477055,0.9328905187734302,-0.18363145122086252
0.20162706206441033,0.932059460709778,-0.17832654811634358
0.20632763714500502,0.9312337341584235,-0.17311783563504196
0.2111377977438435,0.9304135774339737,-0.1680049921425059
0.2160600986516914,0.92959922806125,-0.16298762426026223
0.22109715421970105,0.9287909227902601,-0.1580652712327052
0.2262516397479558,0.9279888976117763,-0.15323740911328285
0.2315262929063854,0.9271933877735153,-0.14850345477608798
0.2369239151888078,0.9264046277969182,-0.14386276975885415
0.24244737340086894,0.9256228514945266,-0.13931466394308073
0.24809960118267185,0.9248482919879525,-0.13485839907697625
0.2538836005669023,0.9240811817264406,-0.13049319214663135
0.2598024435732801,0.9233217525060174,-0.12621821860073454
0.26585927384018165,0.9225702354892288,-0.12203261543397745
0.27205730829430136,0.9218268612254599,-0.1179354841341143
0.2783998388592378,0.9210918596718389,-0.11392589349755307
0.28489023420391263,0.9203654602147199,-0.11000288231813557
0.2915319415317509,0.9196478916917442,-0.10616546195369243
0.2983284884115728,0.9189393824144799,-0.10241261877475213
0.30528348465116956,0.9182401601916353,-0.09874331649973209
0.312400624214558,0.9175504523528472,-0.09515649842071884
0.319683687183933,0.9168704857730425,-0.09165108952388289
0.32713654176735874,0.9162004868973725,-0.08822599850841922
0.33476314635326665,0.9155406817667171,-0.08488011970779934
0.342567551612849,0.9148912960437611,-0.08161233491697317
0.35055390265146746,0.9142525550396413,-0.07842151512908108
0.35872644121021663,0.9136246837411633,-0.0753065221851038
0.36708950791881395,0.9130079068385887,-0.07226621033977146
0.37564754460101146,0.9124024487539936,-0.0692994277469425
0.384405096633754,0.9118085336701972,-0.06640501786756697
0.3933668153613372,0.9112263855602637,-0.06358182080325764
0.40253746056584705,0.9106562282175744,-0.06082867455836478
0.4119219029951933,0.9100982852864761,-0.05814441623338262
0.4215251269500799,0.9095527802935016,-0.055527883152408475
0.43135223293128533,0.9090199366791699,-0.052977913927304957
0.4414084403486604,0.908499977830361,-0.05049334946109391
0.4516990902932807,0.907993127113274,-0.04807303389305431
0.4622296483742272,0.9074996079069654,-0.04571581548791064
0.47300570762150146,0.9070196436374736,-0.04342054747139762
0.4840329914566168,0.90655345781253,-0.04118608881444636
0.4953173567324439,0.9061012740568615,-0.03901130496810698
0.5068647968439245,0.9056633161480857,-0.036895068551307725
0.518681444911306,0.9052398080532045,-0.034836259993439915
0.5307735770375881,0.9048309739656974,-0.03283376813369975
0.5431476156419098,0.9044370383432213,-0.030886490779056735
0.5558101328706495,0.9040582259459179,-0.028993335222641897
0.5687678540880483,0.9036947618753363,-0.027153218724293268
0.5820276614482107,0.9033468716139736,-0.02536506895493831
0.5955965975503807,0.9030147810654403,-0.023627824406416722
0.6094818691794339,0.9026987165952531,-0.021940434768307367
0.623690851133572,0.9023989050722658,-0.02030186127325961
0.6382310901412546,0.902115573910738,-0.01871107701227119
0.6531103088694448,0.9018489511130545,-0.017167067221306304
0.668336410025303,0.9015992653130963,-0.01566882954059658
0.6839174805535015,0.901366745820275,-0.014215374247918328
0.6998617959313941,0.9011516226642344,-0.012813577357091068
0.7161778245643184,0.9009541266402292,-0.012646291076849467
0.7328742322833682,0.9007744893551876,-0.014997424587956897
0.7499598869480216,0.9006129432744668,-0.01881715128706888
0.767443863156073,0.9004697217693108,-0.022013011323134976
0.785335447063368,0.9003450591650167,-0.02287943585027152
0.8036441413159008,0.9002391907898235,-0.020064626055827935
0.8223796700968967,0.9001523530245293,-0.012541236411854846
0.841551984291557,0.900084783352849,0.0004195953650896183
0.8611712667722103,0.9000367204125229,0.01927126967681887
0.8812479378066792,0.9000084040471867,0.044212144709179044
0.9017926605927318,0.900005914867376,0.07520365750793254
0.9228163469215601,0.9009277956409313,0.11198641182187372
0.9443301629732922,0.9033936133142069,0.1540944655515155
0.9663455352476179,0.907370072389762,0.20086802260272973
0.9888741566326669,0.9128308074577859,0.2514647097492299
1.0119279926153917,0.9197557834890687,0.3048695982164151
1.0355192876367145,0.9281307559885356,0.3599041116539953
1.059660571594844,0.9379467815807017,0.41523394657649904
1.0843646665002007,0.949199770639654,0.46937611788723144
1.1096446932854935,0.9618900744556157,0.5207052304790056
1.1355140787745586,0.9760221001730784,0.5674717427212917
1.1619865628136654,0.9916039473635374,0.6097046482195932
1.1890762055690756,1.0086470606276319,0.6493328668438904
1.216797394994732,1.0271658930731415,0.6874104087412509
1.2451648544740432,1.047177575900959,0.7240609891964834
1.274193650639824,1.0687015896634053,0.759388708369974
1.3038992013765407,1.0917594330493134,0.7934796051425559
1.3342972840091187,1.116374285308392,0.8264030063786788
1.3654040436826531,1.1425706586629012,0.8582127013600711
1.3972360019374808,1.1703740372763896,0.888947967757902
1.4298100654841637,1.1998104995654146,0.9186344726664716
1.463143535183044,1.2309063208587079,0.9472850698305717
1.4972541152331444,1.2636875536367032,0.9749005121887334
1.532159922575288,1.2981795828300593,1.0014700971623516
1.5678794965144378,1.3344066539258825,1.0269722606908511
1.6044318085663625,1.3723913719316296,1.0513751347969111
1.6418362725338593,1.4121541695857847,1.0746370824199394
1.6801127548178876,1.4537127435876391,1.0967072223414736
1.719281584969087,1.497081458051761,1.1175259562075772
1.7593635664852851,1.542270714881475,1.137025508898075
1.8003799878607303,1.589286291304622,1.1551304927707746
1.8423526338929184,1.6381286454281203,1.1717585055928246
1.8853037972530158,1.6887921913483763,1.1868207712352563
1.9292562903260293,1.7412645461044163,1.2002228314267689
1.9742334573270048,1.7955257515801237,1.2118652960168594
2.0202591866996973,1.8515474753502286,1.2216446582666511
2.06735792380429,1.9092921954186235,1.22945418065049
2.1155546839009083,1.9687123748122721,1.2351848554975133
2.1648750654358198,2.0297496330618525,1.238726443517577
2.2153452636373765,2.0923339227114632,1.239968591831364
2.266992084428926,2.1563827201413077,1.238802031554871
2.319842958666075,2.221800241143352,1.2351198532729895
2.373925956705868,2.288476692841659,1.2284323314728585
2.4292698033156244,2.356287574674007,1.2177310163188786
2.4859038929293424,2.425093042224134,1.2028996630252449
2.543858305259787,2.494737348685712,1.184873857921283
2.6031638212745376,2.565048379618333,1.1645788809819784
2.6638519395444935,2.635837297387879,1.1428986457088381
2.725954892973516,2.7068983122320907,1.1206653995379685
2.7895056659180875,2.778008597218386,1.0986490812814795
2.854538011706092,2.848928364425829,1.0775463739934814
2.921086470564008,2.9194011194469365,1.057969498040142
2.989186387962046,2.9891541107293826,1.0404347956574023
3.0588739333869683,3.0588739333869683,1.0253511648240232
3.1301861195525644,3.1301861195525644,1.0130084067753227
3.203160822057984,3.203160822057984,1.0035655578382272
3.2778367995043696,3.2778367995043696,0.9970392823756457
3.3542537140804716,3.3542537140804716,0.993292409373872
3.43245215262818,3.43245215262818,0.9920227004698502
3.512473648199163,3.512473648199163,0.9927519418692203
3.5943607021140593,3.5943607021140593,0.9948154565209236
3.678156806535939,3.678156806535939,0.9973521359583521
3.7639064675700284,3.7639064675700284,0.9992950932602281
3.8516552289019614,3.8516552289019614,0.999986905068727
3.941449695987114,3.941449695987114,0.9999999999999848
4.033337560803871,4.033337560803871,0.9999999999999848
4.127367627183972,4.127367627183972,0.9999999999999846
4.223589836733384,4.223589836733384,0.9999999999999846
4.322055295357484,4.322055295357484,0.9999999999999846
4.422816300404612,4.422816300404612,0.999999999999985
4.525926368442446,4.525926368442446,0.9999999999999845
4.6314402636819185,4.6314402636819185,0.9999999999999843
4.739414027063797,4.739414027063797,0.9999999999999841
4.849905006023358,4.849905006023358,0.9999999999999846
4.962971884948977,4.962971884948977,0.9999999999999848
5.078674716350799,5.078674716350799,0.9999999999999852
5.197074952756061,5.197074952756061,0.9999999999999855
5.318235479347992,5.318235479347992,0.999999999999985
5.442220647365626,5.442220647365626,0.9999999999999852
5.569096308282276,5.569096308282276,0.9999999999999852
5.6989298487808275,5.6989298487808275,0.9999999999999857
5.831790226544397,5.831790226544397,0.9999999999999853
5.9677480068814095,5.9677480068814095,0.9999999999999855
6.106875400204504,6.106875400204504,0.9999999999999857
6.24924630038321,6.24924630038321,0.9999999999999859
6.394936323990734,6.394936323990734,0.9999999999999856
6.544022850465726,6.544022850465726,0.9999999999999859
6.696585063210337,6.696585063210337,0.9999999999999858
6.8527039916464085,6.8527039916464085,0.9999999999999859
7.01246255425213,7.01246255425213,0.9999999999999857
7.175945602602012,7.175945602602012,0.9999999999999855
7.343239966433583,7.343239966433583,0.9999999999999853
7.514434499764717,7.514434499764717,0.9999999999999848
7.689620128086133,7.689620128086133,0.999999999999985
7.868889896654076,7.868889896654076,0.9999999999999846
8.052339019908866,8.052339019908866,0.9999999999999846
8.240064932045563,8.240064932045563,0.9999999999999843
8.432167338763575,8.432167338763575,0.9999999999999841
8.62874827022274,8.62874827022274,0.9999999999999841
8.829912135233958,8.829912135233958,0.9999999999999848
9.035765776713205,9.035765776713205,0.9999999999999849
9.24641852842835,9.24641852842835,0.9999999999999846
9.46198227306891,9.46198227306891,0.9999999999999848
9.682571501669624,9.682571501669624,0.9999999999999852
9.908303374419349,9.908303374419349,0.9999999999999856
10.139297782887638,10.139297782887638,0.9999999999999851
10.375677413702004,10.375677413702004,0.9999999999999855
10.6175678137097,10.6175678137097,0.9999999999999851
10.865097456658642,10.865097456658642,0.9999999999999848
11.11839781143288,11.11839781143288,0.9999999999999848
11.377603411878836,11.377603411878836,1.0
11.64285192825945,11.64285192825945,0.9999999999999997
11.914284240374114,11.914284240374114,0.9999999999999994
12.192044512383305,12.192044512383305,0.9999999999999993
12.476280269377582,12.476280269377582,0.9999999999999992
12.767142475731692,12.767142475731692,0.9999999999999993
13.064785615285324,13.064785615285324,0.9999999999999997
13.369367773393167,13.369367773393167,1.0
13.681050720887793,13.681050720887793,1.0000000000000009
13.999999999999998,13.999999999999998,1.0000000000000018
