T,P_calc,dP_dT
3.398702496323283e-05,0.9999999129522839,-0.004504492565562888
3.4779371788951514e-05,0.9999999093836196,-0.004502677633741362
3.5590190766701924e-05,0.9999999057339011,-0.004499253434756621
3.641991254173888e-05,0.9999999020025984,-0.004494279497330402
3.726897779904272e-05,0.9999998981891818,-0.004487813824987693
3.8137837497377524e-05,0.9999998942931216,-0.004479912918376972
3.902695310880608e-05,0.9999998903138881,-0.004470631784175452
3.993679686378867e-05,0.9999998862509517,-0.004460023994647762
4.08678520019959e-05,0.9999998821037825,-0.004448141722962522
4.182061302896878e-05,0.999999877871851,-0.004435035699655531
4.279558597876242e-05,0.9999998735546272,-0.004420755348073407
4.379328868271272e-05,0.9999998691515815,-0.00440534873716432
4.481425104446894e-05,0.9999998646621842,-0.00438886263171276
4.5859015321438124e-05,0.9999998600859056,-0.004371342522214029
4.692813641279092e-05,0.9999998554222159,-0.0043528326670219915
4.8022182154181755e-05,0.9999998506705856,-0.00433337609575514
4.914173361933981e-05,0.9999998458304846,-0.004313014640217631
5.028738542869117e-05,0.9999998409013836,-0.00429178897894461
5.1459746065175835e-05,0.9999998358827527,-0.004269738636041482
5.265943819742752e-05,0.999999830774062,-0.0042469020135891536
5.388709901048777e-05,0.999999825574782,-0.004223316455769508
5.51433805442301e-05,0.999999820284383,-0.004199018226887681
5.642895003967388e-05,0.9999998149023351,-0.0041740425343202315
5.7744490293371964e-05,0.9999998094281087,-0.004148423571157624
5.909070002006012e-05,0.9999998038611742,-0.004122194538505433
6.0468294223761095e-05,0.9999997982010016,-0.004095387653913894
6.187800457754028e-05,0.9999997924470614,-0.004068034224713085
6.332057981211466e-05,0.9999997865988238,-0.004040164602630357
6.479678611352151e-05,0.9999997806557592,-0.00401180821196179
6.630740753005805e-05,0.9999997746173377,-0.003982993630889738
6.785324638870819e-05,0.9999997684830296,-0.003953748558487726
6.943512372127738e-05,0.9999997622523054,-0.003924099834205446
7.105387970046225e-05,0.9999997559246351,-0.0038940734838887833
7.271037408608629e-05,0.9999997494994891,-0.0038636947389032762
7.440548668173871e-05,0.9999997429763378,-0.003832988045943232
7.614011780205911e-05,0.9999997363546513,-0.0038019770600958894
7.791518875091601e-05,0.9999997296338999,-0.003770684709670949
7.973164231073323e-05,0.9999997228135541,-0.0037391331855446993
8.15904432432241e-05,0.9999997158930839,-0.0037073439696454344
8.349257880179936e-05,0.9999997088719598,-0.0036753378532016164
8.54390592559209e-05,0.9999997017496518,-0.0036431349423552343
8.743091842767997e-05,0.9999996945256305,-0.003610754694791341
8.946921424088471e-05,0.999999687199366,-0.00357821589604778
9.155502928294856e-05,0.9999996797703287,-0.0035455367317467263
9.36894713798783e-05,0.9999996722379887,-0.003512734765911905
9.587367418466677e-05,0.9999996646018164,-0.0034798269722035955
9.810879777940294e-05,0.9999996568612822,-0.0034468297353076973
0.00010039602929141914,0.9999996490158563,-0.0034137588607162928
0.00010273658352380259,0.9999996410650087,-0.0033806296177602154
0.0001051317036006063,0.9999996330082102,-0.003347456732749335
0.00010758266162710182,0.9999996248449305,-0.0033142544096563574
0.00011009075936542456,0.9999996165746404,-0.0032810363304783554
0.00011265732892597068,0.99999960819681,-0.003247815691828252
0.00011528373347491266,0.9999995997109095,-0.003214605209806072
0.00011797136795820926,0.9999995911164092,-0.003181417115175259
0.00012072165984249448,0.9999995824127794,-0.0031482631853778395
0.00012353606987323916,0.9999995735994905,-0.0031151547502238997
0.00012641609285058756,0.9999995646760126,-0.0030821027008824634
0.0001293632584232813,0.9999995556418162,-0.0030491175186047595
0.00013237913190109228,0.9999995464963713,-0.0030162092538549025
0.0001354653150861959,0.9999995372391485,-0.0029833875699370924
0.0001386234471239265,0.9999995278696178,-0.002950661740108071
0.00014185520537336578,0.9999995183872497,-0.0029180406462023154
0.00014516230629822908,0.9999995087915142,-0.00288553281232171
0.00014854650637851954,0.9999994990818819,-0.0028531464031229816
0.00015200960304343652,0.999999489257823,-0.0028208892343261063
0.000155553435626033,0.9999994793188077,-0.002788768773014
0.00015917988634012932,0.9999994692643063,-0.002756792170703758
0.0001628908812800014,0.9999994590937891,-0.002724966250473986
0.0001666883914433756,0.9999994488067264,-0.0026932975309928286
0.0001705744337782723,0.9999994384025885,-0.0026617922242012674
0.00017455107225425505,0.9999994278808456,-0.0026304562498174664
0.0001786204189586539,0.9999994172409681,-0.002599295244042232
0.0001827846352183453,0.9999994064824262,-0.002568314571456476
0.00018704593274768426,0.9999993956046902,-0.002537519317604924
0.00019140657482319832,0.9999993846072305,-0.002506914314584465
0.00019586887748566773,0.9999993734895172,-0.0024765041421715775
0.00020043521077022983,0.9999993622510206,-0.002446293135842767
0.00020510799996516094,0.9999993508912112,-0.00241628538730261
0.00020988972690000492,0.999999339409559,-0.0023864847638308
0.00021478293126373172,0.9999993278055344,-0.002356894909637924
0.00021979021195362667,0.9999993160786077,-0.002327519245399262
0.00022491422845562678,0.9999993042282492,-0.0022983609910697564
0.00023015770225683687,0.9999992922539293,-0.002269423153910438
0.00023552341829097623,0.9999992801551181,-0.0022407085519265684
0.0002410142264175231,0.9999992679312858,-0.002212219809443554
0.000246633042935343,0.999999255581903,-0.0021839593639000595
0.0002523828521316044,0.9999992431064397,-0.0021559294777026583
0.0002582667078668045,0.9999992305043663,-0.0021281322349553378
0.0002642877351967475,0.9999992177751531,-0.0021005695597576175
0.0002704491320323359,0.9999992049182704,-0.0020732432099156844
0.000276754170838057,0.9999991919331884,-0.0020461547860117723
0.00028320620037006715,0.9999991788193775,-0.002019305734272682
0.00028980864745479514,0.9999991655763079,-0.0019926973625155227
0.00029656501880901185,0.9999991522034498,-0.0019655064176430184
0.0003034789029023307,0.9999991387002738,-0.0019188027808580703
0.0003105539718631292,0.9999991250662498,-0.001838361071879729
0.000317793983428904,0.9999991113008483,-0.001743268876231703
0.0003252027829420944,0.9999990974035395,-0.0016608412535176315
0.00033278430539243555,0.9999990833737938,-0.0016135929603497763
0.0003405425775069247,0.9999990692110815,-0.0016194953998574005
0.0003484817198885122,0.9999990549148727,-0.0016922231884464432
0.0003566059492046515,0.9999990404846378,-0.0018413906723305585
0.00036491958042687156,0.9999990259198472,-0.002072778747582061
0.0003734270291225613,0.9999990112199709,-0.002388552352728688
0.00038213281380018195,0.999998996124704,-0.0027874689388917703
0.0003910415583091549,0.999998974641393,-0.0032650782612125852
0.00040015799429569786,0.9999989443564703,-0.003813913793672546
0.000409486963715915,0.999998905392894,-0.004423676072602514
0.0004190334214074748,0.9999988578736225,-0.005081408255640543
0.00042880243772124265,0.999998801921614,-0.005771664180414163
0.00043879920121426435,0.9999987376598273,-0.006476669202225993
0.0004490290214055327,0.999998665211221,-0.007176474062511297
0.00045949733159599904,0.9999985846987542,-0.007849102053498388
0.000470209691754329,0.9999984962453862,-0.008470689717232837
0.00048117179146993377,0.999998399974076,-0.009016951952299167
0.0004923894529748468,0.9999982960077832,-0.009492498440713839
0.0005038686342360499,0.9999981844694672,-0.009923239832814831
0.0005156154321198907,0.9999980654820878,-0.010319078489529456
0.000527636085630274,0.9999979391686047,-0.010681616936115992
0.0005399369792223449,0.9999978056519778,-0.011012397425357793
0.000552524646193425,0.9999976650551671,-0.011312903971719069
0.0005654057721530025,0.9999975175011325,-0.011584564328576307
0.0005785871985736175,0.9999973631128343,-0.011828751893672365
0.0005920759264245317,0.9999972020132326,-0.012046787563591354
0.0006058791198901097,0.9999970343252876,-0.012239941520074012
0.0006200041101748875,0.9999968601719598,-0.012409434965200403
0.0006344583993973498,0.9999966796762093,-0.01255644180449325
0.000649249664574484,0.9999964929609966,-0.012682090268248193
0.0006643857616992258,0.9999963001492821,-0.012787464484938808
0.000679874729912965,0.9999961013640262,-0.01287360600731958
0.0006957247957753244,0.9999958967281892,-0.01294151528319093
0.000711944377633481,0.9999956863647318,-0.01299215308647112
0.0007285420900933508,0.9999954703966142,-0.013026441894703455
0.0007455267485950115,0.9999952489467968,-0.013045267228832652
0.0007629073740947919,0.9999950221382402,-0.013049478945170149
0.0007806931978565164,0.9999947900939046,-0.013030896362358857
0.0007988936663544495,0.9999945529367504,-0.012803015540186155
0.0008175184462905427,0.9999943107897379,-0.012228042847455064
0.0008365774297286498,0.9999940637758273,-0.011493162561284563
0.000856080739348438,0.9999938120179791,-0.010863854568996157
0.0008760387338217832,0.999993555639153,-0.010561951946312532
0.0008964620133145078,0.9999932947623095,-0.010767547200205353
0.0009173614251163808,0.9999930295104085,-0.01162083307222152
0.0009387480694023712,0.9999927600064098,-0.01322387992508253
0.000960633305128216,0.9999924863732734,-0.015642351671289318
0.0009830287560634316,0.9999922087339592,-0.018907162153797397
0.0010059463169649718,0.999991919749165,-0.023016073819457125
0.0010293981598948213,0.9999914637906823,-0.027935240481319856
0.0010533967406848635,0.9999907790918673,-0.033600695919989286
0.001077954805552471,0.9999898661193177,-0.039919790002460605
0.0011030853978703243,0.999988725339786,-0.04677257397030041
0.001128801865094058,0.9999873572201785,-0.054013136489219384
0.0011551178658514112,0.9999857622275542,-0.06147089199917302
0.0011820473771966507,0.9999839408291239,-0.06895182287900718
0.0012096047020341166,0.9999818934922488,-0.0762396768751702
0.0012378044767148357,0.9999796206844396,-0.08309712120707927
0.0012666616788102349,0.9999771228733558,-0.08928137479513784
0.0012961916350670867,0.9999744005268041,-0.09483264287896476
0.0013264100295479091,0.9999714541127375,-0.09999600347918844
0.001357332911961144,0.9999682840992545,-0.10485991013538344
0.001388976706185539,0.9999648909545981,-0.10943566385351271
0.0014213582189932618,0.9999612751471538,-0.11373419860992218
0.001454494648976375,0.9999574371454504,-0.11776609237588806
0.0014884035956814188,0.9999533774181568,-0.12154157782777121
0.0015231030689569485,0.9999490964340827,-0.12507055275147597
0.001558611498518994,0.9999445946621768,-0.1283625901470558
0.0015949477437395205,0.9999398725715256,-0.13142694804149233
0.0016321311036630892,0.9999349306313529,-0.13427257902363351
0.0016701813272570398,0.9999297693110182,-0.13690813950370026
0.0017091186239006372,0.9999243890800165,-0.13934199870235156
0.0017489636741187533,0.9999187904079762,-0.14158224738571745
0.0017897376405657853,0.9999129737646588,-0.14363670634563624
0.0018314621792656467,0.9999069396199579,-0.14551293463532228
0.0018741594511137954,0.9999006884438978,-0.14721823756756552
0.0019178521336474142,0.9998942207066326,-0.1487596744812255
0.0019625634330899884,0.9998875368784454,-0.15014406628196472
0.0020083170966766857,0.9998806374297472,-0.15137800276527766
0.0020551374252670757,0.9998735228310756,-0.15246784972690008
0.002103049286251897,0.9998661935530941,-0.15341975586566933
0.0021520781267607174,0.9998586500665912,-0.1542396594854714
0.0022022499871775137,0.9998508928424791,-0.1549332950029116
0.002253591514971335,0.9998429223517925,-0.15550619926550238
0.0023061299788494126,0.9998347390656884,-0.15596371768335424
0.002359893283240214,0.9998263434554445,-0.15631101018365462
0.002414909983114153,0.9998177359924579,-0.15655305698958943
0.002471209299149812,0.999808917148245,-0.15669466423062697
0.002528821133253741,0.9997998873944398,-0.15674046938749076
0.002587776084442071,0.9997906472027931,-0.15669494657919786
0.00264810546509238,0.9997811970451718,-0.15656241169193788
0.002709841317574441,0.9997715373935573,-0.1563470273583735
0.002773016431268689,0.9997616687200452,-0.156052807790297
0.0028376643599814385,0.9997515914968438,-0.1556836234680781
0.0029038194397661117,0.9997413061962732,-0.15524320569191438
0.002971516807159932,0.9997308132907649,-0.154735150998022
0.003040792417845774,0.9997201132528599,-0.15416292544412497
0.003111683065749085,0.9997092065552083,-0.1535298687687876
0.003184226402580011,0.9996980936705685,-0.15283919842524735
0.00325846095783112,0.9996867750718056,-0.15209401349694576
0.0033344261592413286,0.9996752512318908,-0.15129729849516593
0.003412162353736916,0.9996635226239007,-0.15045192704476945
0.0034917108288607325,0.9996515897210158,-0.14956066545844235
0.0035731138347010007,0.9996394529965197,-0.1486261762053143
0.00365641460633134,0.9996271129237987,-0.14765102127452698
0.003741657386773942,0.9996145699763399,-0.14663766543878642
0.0038288874504980967,0.999601824627731,-0.1455884794190537
0.003918151127466536,0.9995888773516588,-0.1445057429551186
0.0040094958277423825,0.9995757286219088,-0.14339164778257305
0.004102970066669762,0.999562378912364,-0.14224830052079745
0.004198623490641454,0.9995488286970036,-0.14107772547348935
0.004296506903467278,0.9995350784499026,-0.13988186734388405
0.0043966722933572,0.9995211286452308,-0.13866259386798183
0.004499172860533514,0.9995069797572513,-0.13742169836826265
0.0046040630454867405,0.9994926322603203,-0.13616090222942318
0.004711398557890271,0.9994780866288856,-0.1348818572986
0.004821236406189097,0.9994633433374862,-0.13358614821251355
0.004933634927878356,0.9994484028607507,-0.1322752946533633
0.005048653820487762,0.999433265673397,-0.1309507535361224
0.005166354173288383,0.9994179322502309,-0.12961392112817427
0.005286798499738609,0.9994024030661456,-0.12826613510402785
0.005410050770686533,0.9993866785961205,-0.12690867653725982
0.005536176448346397,0.9993707593152202,-0.12554277183051238
0.005665242521067126,0.999354645698594,-0.12416959458634977
0.0057973175389114395,0.9993383382214743,-0.1227902674197615
0.005932471650064416,0.9993218373591765,-0.12140586371517328
0.006070776638090869,0.9993051435870974,-0.12001740932803749
0.006212305960061302,0.9992882573807148,-0.11862588423437519
0.006357134785566707,0.9992711792155862,-0.11723222412862118
0.006505340036642926,0.999253909567348,-0.11583732197119236
0.006657000428625774,0.9992364489117149,-0.11444202948845182
0.006812196511958626,0.9992187977244786,-0.1130471586246039
0.006971010714974675,0.9992009564815071,-0.11165348294899824
0.007133527387676587,0.9991829256587437,-0.11026173901877465
0.0072998328465367695,0.9991647057322062,-0.1088726276983745
0.007470015420342143,0.9991462971779859,-0.10748681543767742
0.007644165497107638,0.999127700472247,-0.10610493550910968
0.007822375572083422,0.9991089160912252,-0.10472758920622315
0.008004740296881335,0.9990899445112273,-0.10335534700387695
0.008191356529746606,0.9990707862086302,-0.10198874968120496
0.008382323387001577,0.9990514416598798,-0.10062830940885358
0.008577742295688737,0.9990319113414902,-0.09927451080174783
0.008777717047441045,0.9990121957300431,-0.09792781193760516
0.008982353853608124,0.9989922953021864,-0.09658864534277611
0.009191761401667648,0.998972210534634,-0.09525741894666157
0.009406050912951845,0.9989519419041645,-0.09393451700498548
0.009625336201719788,0.9989314898876201,-0.09262030099303555
0.009849733735606863,0.9989108549619063,-0.09131511047017717
0.010079362697483487,0.9988900376039908,-0.09001926391625795
0.010314345048756012,0.9988690382909025,-0.08873305954026837
0.010554805594143265,0.9988478574997306,-0.08745677606315366
0.010800872047963348,0.9988264957076242,-0.08619067347446653
0.011052675101965738,0.998804953391791,-0.0849349937642192
0.011310348494744792,0.9987832310294966,-0.08368996163097449
0.011574029082771487,0.9987613290980636,-0.08245578516586327
0.01184385691308116,0.9987392480748707,-0.08123265651439059
0.012119975297655813,0.9987169884373521,-0.08002075251604454
0.01240253088954052,0.9986945506629964,-0.0788202353227131
0.01269167376073435,0.9986719352293459,-0.07763125299622455
0.012987557481897172,0.9986491426139958,-0.07645394008594132
0.013290339203914698,0.998626173294593,-0.07528841818671397
0.013600179741365046,0.9986030277488358,-0.07413479647842217
0.013917243657931202,0.9985797064544726,-0.07299317224676319
0.014241699353804692,0.9985562098893014,-0.07186363138655533
0.014573719155126947,0.9985325385311687,-0.07074624888801315
0.01491347940551581,0.9985086928579693,-0.06964108930605468
0.015261160559725831,0.9984846733476442,-0.06854820721380323
0.015616947279492074,0.9984604804781814,-0.06742100447502138
0.015981028531608373,0.9984361147276134,-0.06534729026485922
0.01635359768829208,0.998411576574018,-0.06167750684697705
0.01673485262988866,0.9983868664955163,-0.05734383829715383
0.017124995849970643,0.9983619849702724,-0.053631724830894574
0.01752423456288679,0.9983369324764925,-0.05160196206024377
0.017932780813818557,0.998311709492424,-0.05210238638337694
0.018350851591402338,0.9982863164963549,-0.05577911017293394
0.01877866894297734,0.9982607539666128,-0.06308732119534038
0.019216460092520045,0.9982350223815643,-0.07430166030105217
0.019664457561328504,0.9982091222196138,-0.08952619104505737
0.02012289929151978,0.9981822799989792,-0.10870397452297056
0.020592028772406713,0.9981393409126598,-0.13162626234274016
0.021072095169820875,0.9980746493742553,-0.15794132029482824
0.021563353458450493,0.9979884790324709,-0.18716289493462393
0.022066064557263544,0.9978811048413097,-0.21867833494933833
0.022580495468088064,0.9977528030018702,-0.25175637884799074
0.02310691941742314,0.9976038509047601,-0.28555462018775923
0.023645616001556034,0.9974345270731398,-0.31912666123039074
0.024196871335062396,0.9972451111064059,-0.3514289656127414
0.024760978202768555,0.9970358836245279,-0.3813274203103812
0.025338236215256486,0.9968071262130471,-0.4076789005831234
0.02592895196799412,0.9965591213687504,-0.4307322712196434
0.026533439204175512,0.9962921524460261,-0.45171040181360916
0.027152018981357297,0.9960065036039152,-0.4710543202500332
0.027785019841980015,0.9957024597538632,-0.48883682555811686
0.028432777987864807,0.9953803065081857,-0.5051281417552999
0.029095637458778204,0.9950403301292524,-0.5199959945805068
0.02977395031515985,0.9946828174794012,-0.5335056863291173
0.030468076825110164,0.9943080559715862,-0.5457201688243073
0.031178385655737304,0.993916333520771,-0.5567001145596808
0.03190525406896504,0.9935079384960713,-0.5665039860476182
0.032649068121905565,0.9930831596736555,-0.5751881034076067
0.03341022287190357,0.9926422861904073,-0.5828067102282759
0.034189122586360615,0.9921856074983592,-0.5894120377371628
0.03498618095745122,0.991713413319899,-0.5950543673112992
0.03580182132184455,0.9912259936037581,-0.5997820913616901
0.036636476885548615,0.990723638481783,-0.6036417726244926
0.037490590953996324,0.9902066382264977,-0.6066782018912217
0.03836461716749552,0.9896752832094585,-0.6089344542100752
0.03925901974216814,0.9891298638604071,-0.6104519435900063
0.04017427371650645,0.9885706706272244,-0.6112704762389624
0.04111086520367732,0.9879979939366885,-0.6114283023671225
0.04206929164970846,0.9874121241560403,-0.6109621665858593
0.043050062097693846,0.9868133515553585,-0.609907356932572
0.044053697458158646,0.9862019662707472,-0.6082977525512331
0.04508073078572718,0.9855782582683373,-0.6061658700579846
0.0461317075622409,0.9849425173091044,-0.6035429086209899
0.047207185986476816,0.9842950329145037,-0.6004587937830137
0.048307737270620134,0.9836360943329241,-0.5969422200550181
0.04943394594364862,0.9829659905069613,-0.5930206923085971
0.05058641016178988,0.9822850100415118,-0.5887205659946702
0.05176574202621634,0.9815934411726875,-0.5840670862153738
0.05297256790814677,0.9808915717375511,-0.5790844256757146
0.05420752878152695,0.9801796891446727,-0.5737957215413452
0.055471280563466153,0.9794580803455061,-0.5682231112279246
0.056764494462610345,0.978727031806587,-0.5623877671475842
0.058087857335637094,0.9779868294825488,-0.5563099304373236
0.059442072052061465,0.9772377587899574,-0.5500089436939364
0.06082785786754676,0.9764801045819641,-0.5435032827393677
0.06224595080591832,0.9757141511237725,-0.5368105874403396
0.06369710405008329,0.9749401820689219,-0.5299476916054078
0.065182088342064,0.9741584804363819,-0.5229306519822722
0.06670169239235735,0.9733693285884581,-0.5157747763777838
0.06825672329883778,0.9725730082095064,-0.5084946509226644
0.06984800697542613,0.9717698002854532,-0.5011041665025155
0.07147638859075219,0.9709599850841205,-0.4936165443763328
0.07314273301704384,0.970143842136351,-0.4860443610033442
