T,dP_dT
6.544022850465726,0.9999999999999859
6.696585063210337,0.9999999999999858
6.8527039916464085,0.9999999999999859
7.01246255425213,0.9999999999999857
7.175945602602012,0.9999999999999855
7.343239966433583,0.9999999999999853
7.514434499764717,0.9999999999999848
7.689620128086133,0.999999999999985
7.868889896654076,0.9999999999999846
8.052339019908866,0.9999999999999846
8.240064932045563,0.9999999999999843
8.432167338763575,0.9999999999999841
8.62874827022274,0.9999999999999841
8.829912135233958,0.9999999999999848
9.035765776713205,0.9999999999999849
9.24641852842835,0.9999999999999846
9.46198227306891,0.9999999999999848
9.682571501669624,0.9999999999999852
