T,dP_dT
9.908303374419349,0.9999999999999856
10.139297782887638,0.9999999999999851
10.375677413702004,0.9999999999999855
10.6175678137097,0.9999999999999851
10.865097456658642,0.9999999999999848
11.11839781143288,0.9999999999999848
11.377603411878836,1.0
11.64285192825945,0.9999999999999997
11.914284240374114,0.9999999999999994
12.192044512383305,0.9999999999999993
12.476280269377582,0.9999999999999992
12.767142475731692,0.9999999999999993
13.064785615285324,0.9999999999999997
13.369367773393167,1.0
13.681050720887793,1.0000000000000009
13.999999999999998,1.0000000000000018
