q0star,mu_calc
-0.7649999999999999,41.27532966684376
-0.76,41.165027830004405
-0.7549999999999999,41.09488927365796
-0.75,41.03718348798802
-0.7449999999999999,40.98641547972954
-0.74,40.940332615033704
-0.7349999999999999,40.89773960355152
-0.73,40.85790554195727
-0.7249999999999999,40.82034102198222
-0.72,40.78469695973407
-0.7150000000000001,40.75071251384729
-0.71,40.71818572360935
-0.7050000000000001,40.68695577335183
-0.7,40.65689168175799
-0.6950000000000001,40.627884764922406
-0.69,40.5998434287285
-0.685,40.572689459475285
-0.6799999999999999,40.54635531232919
-0.675,40.52078208441758
-0.6699999999999999,40.49591796995346
-0.665,40.47171706248227
-0.6599999999999999,40.44813841212102
-0.655,40.42514527345111
-0.6499999999999999,40.402704498229724
-0.645,40.3807860396784
-0.6399999999999999,40.359362543848604
-0.635,40.338409009741994
-0.6299999999999999,40.317902504298935
-0.625,40.297821921602534
-0.6199999999999999,40.278147778034345
-0.615,40.25886203690489
-0.6099999999999999,40.23994795743393
-0.605,40.22138996399017
-0.5999999999999999,40.203173532297726
-0.595,40.18528508994017
-0.5900000000000001,40.16771192898135
-0.585,40.15044212891066
-0.5800000000000001,40.133464488429546
-0.575,40.11676846484529
-0.5700000000000001,40.1003441200391
-0.565,40.084182072140266
-0.56,40.068273452171944
-0.5549999999999999,40.052609865045156
-0.55,40.03718335436922
-0.5449999999999999,40.02198637062324
-0.54,40.00701174229688
-0.5349999999999999,39.99225264966252
-0.53,39.97770260088581
-0.5249999999999999,39.963355410220466
-0.52,39.949205178064815
-0.5149999999999999,39.93524627268669
-0.51,39.92147331344569
-0.5049999999999999,39.907881155363405
-0.5,39.894464874909325
-0.4949999999999999,39.881219756885365
-0.49,39.86814128230558
-0.4849999999999999,39.855225117178726
-0.48,39.84246710211168
-0.47499999999999987,39.82986324266035
-0.47,39.817409700362695
-0.46499999999999986,39.805102784394656
-0.45999999999999996,39.79293894379666
-0.45500000000000007,39.78091476022275
-0.44999999999999996,39.769026941169734
-0.44500000000000006,39.75727231364746
-0.43999999999999995,39.745647818255314
-0.43500000000000005,39.73415050363302
-0.42999999999999994,39.72277752125707
-0.42500000000000004,39.71152612055647
-0.41999999999999993,39.700393644323945
-0.41500000000000004,39.68937752440087
-0.4099999999999999,39.67847527761601
-0.405,39.66768450195997
-0.3999999999999999,39.65700287297854
-0.395,39.64642814036995
-0.3899999999999999,39.635958124771726
-0.385,39.62559071472459
-0.3799999999999999,39.61532386380121
-0.375,39.60515558788929
-0.3699999999999999,39.59508396261859
-0.365,39.58510712092279
-0.3599999999999999,39.57522325072756
-0.355,39.565430592756975
-0.34999999999999987,39.55572743845072
-0.345,39.54611212798551
-0.33999999999999986,39.53658304839434
-0.33499999999999996,39.52713863177755
-0.33000000000000007,39.51777735360045
-0.32499999999999996,39.50849773107235
-0.32000000000000006,39.49929832160225
-0.31499999999999995,39.49017772132677
-0.31000000000000005,39.48113456370641
-0.30499999999999994,39.47216751818598
-0.30000000000000004,39.46327528891593
-0.29499999999999993,39.45445661353105
-0.29000000000000004,39.44571026198353
-0.2849999999999999,39.437035035427364
-0.28,39.428429765151414
-0.2749999999999999,39.419893311558546
-0.27,39.4114245631884
-0.2649999999999999,39.40302243578164
-0.26,39.39468587138339
-0.2549999999999999,39.386413837484035
-0.25,39.37820532619536
-0.24499999999999988,39.37005935346041
-0.24,39.36197495829523
-0.23499999999999988,39.353951202061126
-0.22999999999999998,39.34598716776579
-0.22499999999999987,39.33808195939203
-0.21999999999999997,39.33023470125265
-0.21499999999999986,39.32244453737044
-0.20999999999999996,39.314710630881876
-0.20500000000000007,39.307032163463646
-0.19999999999999996,39.299408334780765
-0.19500000000000006,39.29183836195541
-0.18999999999999995,39.284321479055514
-0.18500000000000005,39.27685693660214
-0.17999999999999994,39.269444001095025
-0.17500000000000004,39.262081954555214
-0.16999999999999993,39.2547700940842
-0.16500000000000004,39.24750773143885
-0.15999999999999992,39.24029419262138
-0.15500000000000003,39.23312881748372
-0.1499999999999999,39.226010959345786
-0.14500000000000002,39.2189399846269
-0.1399999999999999,39.21191527248993
-0.135,39.20493621449761
-0.1299999999999999,39.1980022142804
-0.125,39.19111268721568
-0.11999999999999988,39.18426706011754
-0.11499999999999999,39.17746477093693
-0.10999999999999988,39.17070526847166
-0.10499999999999998,39.16398801208591
-0.09999999999999987,39.157312471438786
-0.09499999999999997,39.150678126221756
-0.08999999999999986,39.14408446590435
-0.08499999999999996,39.13753098948806
-0.08000000000000007,39.131017205268
-0.07499999999999996,39.12454263060202
-0.07000000000000006,39.118106791687026
-0.06499999999999995,39.11170922334223
-0.06000000000000005,39.10534946879912
-0.05499999999999994,39.09902707949776
-0.050000000000000044,39.09274161488937
-0.04499999999999993,39.08649264224481
-0.040000000000000036,39.080279736468825
-0.03499999999999992,39.07410247991982
-0.030000000000000027,39.06796046223499
-0.02499999999999991,39.06185328016058
-0.020000000000000018,39.05578053738709
-0.014999999999999902,39.04974184438937
-0.010000000000000009,39.04373681827114
-0.004999999999999893,39.037765082614236
0.0,39.03182626733189
0.004999999999999893,39.02592000852639
0.010000000000000231,39.02004594835065
0.015000000000000124,39.01420373487362
0.020000000000000018,39.00839302194961
0.02499999999999991,39.00261346909103
0.03000000000000025,38.9968647413448
0.03500000000000014,38.99114650917206
0.040000000000000036,38.985458448331194
0.04499999999999993,38.97980023976397
0.04999999999999982,38.97417156948483
0.05500000000000016,38.96857212847307
