alpha,k,P_R
-5.000000e-02,2.848036e-01,2.079684e-09
-5.000000e-02,3.274549e-01,2.070100e-09
-5.000000e-02,3.764936e-01,2.060560e-09
-5.000000e-02,4.328761e-01,2.051064e-09
-5.000000e-02,4.977024e-01,2.041612e-09
-5.000000e-02,5.722368e-01,2.032203e-09
-5.000000e-02,6.579332e-01,2.022838e-09
-5.000000e-02,7.564633e-01,2.013516e-09
-5.000000e-02,8.697490e-01,2.004236e-09
-5.000000e-02,1.000000e+00,1.995000e-09
-5.000000e-02,1.149757e+00,1.985806e-09
-5.000000e-02,1.321941e+00,1.976655e-09
-5.000000e-02,1.519911e+00,1.967545e-09
-5.000000e-02,1.747528e+00,1.958478e-09
-5.000000e-02,2.009233e+00,1.949452e-09
-5.000000e-02,2.310130e+00,1.940468e-09
-5.000000e-02,2.656088e+00,1.931526e-09
-5.000000e-02,3.053856e+00,1.922624e-09
-5.000000e-02,3.511192e+00,1.913764e-09
-5.000000e-02,4.037017e+00,1.904944e-09
-5.000000e-02,4.641589e+00,1.896165e-09
-5.000000e-02,5.336699e+00,1.887427e-09
-5.000000e-02,6.135907e+00,1.878729e-09
-5.000000e-02,7.054802e+00,1.870071e-09
-5.000000e-02,8.111308e+00,1.861453e-09
-5.000000e-02,9.326033e+00,1.852874e-09
-5.000000e-02,1.072267e+01,1.844335e-09
-5.000000e-02,1.232847e+01,1.835836e-09
-5.000000e-02,1.417474e+01,1.827375e-09
-5.000000e-02,1.629751e+01,1.818954e-09
-5.000000e-02,1.873817e+01,1.810571e-09
-5.000000e-02,2.154435e+01,1.802227e-09
-5.000000e-02,2.477076e+01,1.793922e-09
-5.000000e-02,2.848036e+01,1.785655e-09
-5.000000e-02,3.274549e+01,1.777425e-09
-5.000000e-02,3.764936e+01,1.769234e-09
-5.000000e-02,4.328761e+01,1.761081e-09
-5.000000e-02,4.977024e+01,1.752965e-09
-5.000000e-02,5.722368e+01,1.744886e-09
-5.000000e-02,6.579332e+01,1.736845e-09
-5.000000e-02,7.564633e+01,1.728841e-09
-5.000000e-02,8.697490e+01,1.720874e-09
-5.000000e-02,1.000000e+02,1.712943e-09
-4.000000e-02,1.000000e-04,2.744672e-09
-4.000000e-02,1.149757e-04,2.731871e-09
-4.000000e-02,1.321941e-04,2.719130e-09
-4.000000e-02,1.519911e-04,2.706448e-09
-4.000000e-02,1.747528e-04,2.693825e-09
-4.000000e-02,2.009233e-04,2.681261e-09
-4.000000e-02,2.310130e-04,2.668755e-09
-4.000000e-02,2.656088e-04,2.656308e-09
-4.000000e-02,3.053856e-04,2.643919e-09
-4.000000e-02,3.511192e-04,2.631587e-09
-4.000000e-02,4.037017e-04,2.619314e-09
-4.000000e-02,4.641589e-04,2.607097e-09
-4.000000e-02,5.336699e-04,2.594937e-09
-4.000000e-02,6.135907e-04,2.582835e-09
-4.000000e-02,7.054802e-04,2.570788e-09
-4.000000e-02,8.111308e-04,2.558798e-09
-4.000000e-02,9.326033e-04,2.546864e-09
-4.000000e-02,1.072267e-03,2.534985e-09
-4.000000e-02,1.232847e-03,2.523162e-09
-4.000000e-02,1.417474e-03,2.511394e-09
-4.000000e-02,1.629751e-03,2.499680e-09
-4.000000e-02,1.873817e-03,2.488022e-09
-4.000000e-02,2.154435e-03,2.476417e-09
-4.000000e-02,2.477076e-03,2.464867e-09
-4.000000e-02,2.848036e-03,2.453371e-09
-4.000000e-02,3.274549e-03,2.441929e-09
-4.000000e-02,3.764936e-03,2.430539e-09
-4.000000e-02,4.328761e-03,2.419203e-09
-4.000000e-02,4.977024e-03,2.407920e-09
-4.000000e-02,5.722368e-03,2.396689e-09
-4.000000e-02,6.579332e-03,2.385511e-09
-4.000000e-02,7.564633e-03,2.374385e-09
-4.000000e-02,8.697490e-03,2.363311e-09
-4.000000e-02,1.000000e-02,2.352288e-09
-4.000000e-02,1.149757e-02,2.341317e-09
-4.000000e-02,1.321941e-02,2.330397e-09
-4.000000e-02,1.519911e-02,2.319528e-09
-4.000000e-02,1.747528e-02,2.308710e-09
-4.000000e-02,2.009233e-02,2.297942e-09
-4.000000e-02,2.310130e-02,2.287224e-09
-4.000000e-02,2.656088e-02,2.276556e-09
-4.000000e-02,3.053856e-02,2.265938e-09
-4.000000e-02,3.511192e-02,2.255370e-09
-4.000000e-02,4.037017e-02,2.244851e-09
-4.000000e-02,4.641589e-02,2.234381e-09
-4.000000e-02,5.336699e-02,2.223960e-09
-4.000000e-02,6.135907e-02,2.213587e-09
-4.000000e-02,7.054802e-02,2.203263e-09
-4.000000e-02,8.111308e-02,2.192987e-09
-4.000000e-02,9.326033e-02,2.182758e-09
-4.000000e-02,1.072267e-01,2.172578e-09
-4.000000e-02,1.232847e-01,2.162445e-09
-4.000000e-02,1.417474e-01,2.152359e-09
-4.000000e-02,1.629751e-01,2.142321e-09
-4.000000e-02,1.873817e-01,2.132329e-09
-4.000000e-02,2.154435e-01,2.122384e-09
-4.000000e-02,2.477076e-01,2.112485e-09
-4.000000e-02,2.848036e-01,2.102632e-09
-4.000000e-02,3.274549e-01,2.092825e-09
-4.000000e-02,3.764936e-01,2.083064e-09
-4.000000e-02,4.328761e-01,2.073349e-09
-4.000000e-02,4.977024e-01,2.063679e-09
-4.000000e-02,5.722368e-01,2.054053e-09
-4.000000e-02,6.579332e-01,2.044473e-09
-4.000000e-02,7.564633e-01,2.034938e-09
-4.000000e-02,8.697490e-01,2.025447e-09
-4.000000e-02,1.000000e+00,2.016000e-09
-4.000000e-02,1.149757e+00,2.006597e-09
-4.000000e-02,1.321941e+00,1.997238e-09
-4.000000e-02,1.519911e+00,1.987923e-09
-4.000000e-02,1.747528e+00,1.978652e-09
-4.000000e-02,2.009233e+00,1.969423e-09
-4.000000e-02,2.310130e+00,1.960238e-09
-4.000000e-02,2.656088e+00,1.951095e-09
-4.000000e-02,3.053856e+00,1.941995e-09
-4.000000e-02,3.511192e+00,1.932937e-09
-4.000000e-02,4.037017e+00,1.923922e-09
-4.000000e-02,4.641589e+00,1.914949e-09
-4.000000e-02,5.336699e+00,1.906018e-09
-4.000000e-02,6.135907e+00,1.897128e-09
-4.000000e-02,7.054802e+00,1.888280e-09
-4.000000e-02,8.111308e+00,1.879473e-09
-4.000000e-02,9.326033e+00,1.870707e-09
-4.000000e-02,1.072267e+01,1.861982e-09
-4.000000e-02,1.232847e+01,1.853297e-09
-4.000000e-02,1.417474e+01,1.844653e-09
-4.000000e-02,1.629751e+01,1.836050e-09
-4.000000e-02,1.873817e+01,1.827486e-09
-4.000000e-02,2.154435e+01,1.818963e-09
-4.000000e-02,2.477076e+01,1.810479e-09
-4.000000e-02,2.848036e+01,1.802035e-09
-4.000000e-02,3.274549e+01,1.793630e-09
-4.000000e-02,3.764936e+01,1.785265e-09
-4.000000e-02,4.328761e+01,1.776938e-09
-4.000000e-02,4.977024e+01,1.768651e-09
-4.000000e-02,5.722368e+01,1.760402e-09
-4.000000e-02,6.579332e+01,1.752191e-09
-4.000000e-02,7.564633e+01,1.744019e-09
-4.000000e-02,8.697490e+01,1.735885e-09
-4.000000e-02,1.000000e+02,1.727788e-09
-3.000000e-02,1.000000e-04,2.783499e-09
-3.000000e-02,1.149757e-04,2.770362e-09
-3.000000e-02,1.321941e-04,2.757287e-09
-3.000000e-02,1.519911e-04,2.744274e-09
-3.000000e-02,1.747528e-04,2.731322e-09
-3.000000e-02,2.009233e-04,2.718431e-09
-3.000000e-02,2.310130e-04,2.705601e-09
-3.000000e-02,2.656088e-04,2.692832e-09
-3.000000e-02,3.053856e-04,2.680123e-09
-3.000000e-02,3.511192e-04,2.667474e-09
-3.000000e-02,4.037017e-04,2.654884e-09
-3.000000e-02,4.641589e-04,2.642354e-09
-3.000000e-02,5.336699e-04,2.629883e-09
-3.000000e-02,6.135907e-04,2.617471e-09
-3.000000e-02,7.054802e-04,2.605118e-09
-3.000000e-02,8.111308e-04,2.592823e-09
-3.000000e-02,9.326033e-04,2.580586e-09
-3.000000e-02,1.072267e-03,2.568406e-09
-3.000000e-02,1.232847e-03,2.556285e-09
-3.000000e-02,1.417474e-03,2.544220e-09
-3.000000e-02,1.629751e-03,2.532212e-09
-3.000000e-02,1.873817e-03,2.520261e-09
-3.000000e-02,2.154435e-03,2.508367e-09
-3.000000e-02,2.477076e-03,2.496528e-09
-3.000000e-02,2.848036e-03,2.484746e-09
-3.000000e-02,3.274549e-03,2.473019e-09
-3.000000e-02,3.764936e-03,2.461347e-09
-3.000000e-02,4.328761e-03,2.449730e-09
-3.000000e-02,4.977024e-03,2.438169e-09
-3.000000e-02,5.722368e-03,2.426662e-09
-3.000000e-02,6.579332e-03,2.415209e-09
-3.000000e-02,7.564633e-03,2.403810e-09
-3.000000e-02,8.697490e-03,2.392465e-09
-3.000000e-02,1.000000e-02,2.381173e-09
-3.000000e-02,1.149757e-02,2.369935e-09
-3.000000e-02,1.321941e-02,2.358750e-09
-3.000000e-02,1.519911e-02,2.347618e-09
-3.000000e-02,1.747528e-02,2.336538e-09
-3.000000e-02,2.009233e-02,2.325510e-09
-3.000000e-02,2.310130e-02,2.314535e-09
-3.000000e-02,2.656088e-02,2.303611e-09
-3.000000e-02,3.053856e-02,2.292739e-09
-3.000000e-02,3.511192e-02,2.281918e-09
-3.000000e-02,4.037017e-02,2.271149e-09
-3.000000e-02,4.641589e-02,2.260430e-09
-3.000000e-02,5.336699e-02,2.249762e-09
-3.000000e-02,6.135907e-02,2.239144e-09
-3.000000e-02,7.054802e-02,2.228576e-09
-3.000000e-02,8.111308e-02,2.218058e-09
-3.000000e-02,9.326033e-02,2.207589e-09
-3.000000e-02,1.072267e-01,2.197170e-09
-3.000000e-02,1.232847e-01,2.186801e-09
-3.000000e-02,1.417474e-01,2.176480e-09
-3.000000e-02,1.629751e-01,2.166208e-09
-3.000000e-02,1.873817e-01,2.155984e-09
-3.000000e-02,2.154435e-01,2.145809e-09
-3.000000e-02,2.477076e-01,2.135681e-09
-3.000000e-02,2.848036e-01,2.125602e-09
-3.000000e-02,3.274549e-01,2.115570e-09
-3.000000e-02,3.764936e-01,2.105585e-09
-3.000000e-02,4.328761e-01,2.095648e-09
-3.000000e-02,4.977024e-01,2.085757e-09
-3.000000e-02,5.722368e-01,2.075913e-09
-3.000000e-02,6.579332e-01,2.066116e-09
-3.000000e-02,7.564633e-01,2.056365e-09
-3.000000e-02,8.697490e-01,2.046659e-09
-3.000000e-02,1.000000e+00,2.037000e-09
-3.000000e-02,1.149757e+00,2.027386e-09
-3.000000e-02,1.321941e+00,2.017818e-09
-3.000000e-02,1.519911e+00,2.008294e-09
-3.000000e-02,1.747528e+00,1.998816e-09
-3.000000e-02,2.009233e+00,1.989383e-09
-3.000000e-02,2.310130e+00,1.979993e-09
-3.000000e-02,2.656088e+00,1.970649e-09
-3.000000e-02,3.053856e+00,1.961348e-09
-3.000000e-02,3.511192e+00,1.952091e-09
-3.000000e-02,4.037017e+00,1.942878e-09
-3.000000e-02,4.641589e+00,1.933709e-09
-3.000000e-02,5.336699e+00,1.924582e-09
-3.000000e-02,6.135907e+00,1.915499e-09
-3.000000e-02,7.054802e+00,1.906459e-09
-3.000000e-02,8.111308e+00,1.897461e-09
-3.000000e-02,9.326033e+00,1.888506e-09
-3.000000e-02,1.072267e+01,1.879593e-09
-3.000000e-02,1.232847e+01,1.870722e-09
-3.000000e-02,1.417474e+01,1.861893e-09
-3.000000e-02,1.629751e+01,1.853105e-09
-3.000000e-02,1.873817e+01,1.844359e-09
-3.000000e-02,2.154435e+01,1.835655e-09
-3.000000e-02,2.477076e+01,1.826991e-09
-3.000000e-02,2.848036e+01,1.818369e-09
-3.000000e-02,3.274549e+01,1.809787e-09
-3.000000e-02,3.764936e+01,1.801245e-09
-3.000000e-02,4.328761e+01,1.792744e-09
-3.000000e-02,4.977024e+01,1.784283e-09
-3.000000e-02,5.722368e+01,1.775862e-09
-3.000000e-02,6.579332e+01,1.767481e-09
-3.000000e-02,7.564633e+01,1.759139e-09
-3.000000e-02,8.697490e+01,1.750836e-09
-3.000000e-02,1.000000e+02,1.742573e-09
-2.000000e-02,1.000000e-04,2.822574e-09
-2.000000e-02,1.149757e-04,2.809096e-09
-2.000000e-02,1.321941e-04,2.795682e-09
-2.000000e-02,1.519911e-04,2.782332e-09
-2.000000e-02,1.747528e-04,2.769046e-09
-2.000000e-02,2.009233e-04,2.755824e-09
-2.000000e-02,2.310130e-04,2.742664e-09
-2.000000e-02,2.656088e-04,2.729568e-09
-2.000000e-02,3.053856e-04,2.716534e-09
-2.000000e-02,3.511192e-04,2.703562e-09
-2.000000e-02,4.037017e-04,2.690652e-09
-2.000000e-02,4.641589e-04,2.677803e-09
-2.000000e-02,5.336699e-04,2.665017e-09
-2.000000e-02,6.135907e-04,2.652291e-09
-2.000000e-02,7.054802e-04,2.639626e-09
-2.000000e-02,8.111308e-04,2.627021e-09
-2.000000e-02,9.326033e-04,2.614477e-09
-2.000000e-02,1.072267e-03,2.601992e-09
-2.000000e-02,1.232847e-03,2.589567e-09
-2.000000e-02,1.417474e-03,2.577202e-09
-2.000000e-02,1.629751e-03,2.564895e-09
-2.000000e-02,1.873817e-03,2.552647e-09
-2.000000e-02,2.154435e-03,2.540458e-09
-2.000000e-02,2.477076e-03,2.528327e-09
-2.000000e-02,2.848036e-03,2.516254e-09
-2.000000e-02,3.274549e-03,2.504238e-09
-2.000000e-02,3.764936e-03,2.492280e-09
-2.000000e-02,4.328761e-03,2.480379e-09
-2.000000e-02,4.977024e-03,2.468535e-09
-2.000000e-02,5.722368e-03,2.456747e-09
-2.000000e-02,6.579332e-03,2.445016e-09
-2.000000e-02,7.564633e-03,2.433341e-09
-2.000000e-02,8.697490e-03,2.421721e-09
-2.000000e-02,1.000000e-02,2.410157e-09
-2.000000e-02,1.149757e-02,2.398648e-09
-2.000000e-02,1.321941e-02,2.387194e-09
-2.000000e-02,1.519911e-02,2.375795e-09
-2.000000e-02,1.747528e-02,2.364450e-09
-2.000000e-02,2.009233e-02,2.353160e-09
-2.000000e-02,2.310130e-02,2.341923e-09
-2.000000e-02,2.656088e-02,2.330740e-09
-2.000000e-02,3.053856e-02,2.319611e-09
-2.000000e-02,3.511192e-02,2.308534e-09
-2.000000e-02,4.037017e-02,2.297510e-09
-2.000000e-02,4.641589e-02,2.286539e-09
-2.000000e-02,5.336699e-02,2.275621e-09
-2.000000e-02,6.135907e-02,2.264754e-09
-2.000000e-02,7.054802e-02,2.253940e-09
-2.000000e-02,8.111308e-02,2.243177e-09
-2.000000e-02,9.326033e-02,2.232466e-09
-2.000000e-02,1.072267e-01,2.221805e-09
-2.000000e-02,1.232847e-01,2.211196e-09
-2.000000e-02,1.417474e-01,2.200637e-09
-2.000000e-02,1.629751e-01,2.190129e-09
-2.000000e-02,1.873817e-01,2.179670e-09
-2.000000e-02,2.154435e-01,2.169262e-09
-2.000000e-02,2.477076e-01,2.158904e-09
-2.000000e-02,2.848036e-01,2.148595e-09
-2.000000e-02,3.274549e-01,2.138335e-09
-2.000000e-02,3.764936e-01,2.128124e-09
-2.000000e-02,4.328761e-01,2.117962e-09
-2.000000e-02,4.977024e-01,2.107848e-09
-2.000000e-02,5.722368e-01,2.097783e-09
-2.000000e-02,6.579332e-01,2.087766e-09
-2.000000e-02,7.564633e-01,2.077796e-09
-2.000000e-02,8.697490e-01,2.067874e-09
-2.000000e-02,1.000000e+00,2.058000e-09
-2.000000e-02,1.149757e+00,2.048173e-09
-2.000000e-02,1.321941e+00,2.038392e-09
-2.000000e-02,1.519911e+00,2.028659e-09
-2.000000e-02,1.747528e+00,2.018972e-09
-2.000000e-02,2.009233e+00,2.009331e-09
-2.000000e-02,2.310130e+00,1.999736e-09
-2.000000e-02,2.656088e+00,1.990187e-09
-2.000000e-02,3.053856e+00,1.980683e-09
-2.000000e-02,3.511192e+00,1.971225e-09
-2.000000e-02,4.037017e+00,1.961812e-09
-2.000000e-02,4.641589e+00,1.952445e-09
-2.000000e-02,5.336699e+00,1.943121e-09
-2.000000e-02,6.135907e+00,1.933843e-09
-2.000000e-02,7.054802e+00,1.924608e-09
-2.000000e-02,8.111308e+00,1.915418e-09
-2.000000e-02,9.326033e+00,1.906272e-09
-2.000000e-02,1.072267e+01,1.897169e-09
-2.000000e-02,1.232847e+01,1.888110e-09
-2.000000e-02,1.417474e+01,1.879094e-09
-2.000000e-02,1.629751e+01,1.870121e-09
-2.000000e-02,1.873817e+01,1.861190e-09
-2.000000e-02,2.154435e+01,1.852303e-09
-2.000000e-02,2.477076e+01,1.843458e-09
-2.000000e-02,2.848036e+01,1.834655e-09
-2.000000e-02,3.274549e+01,1.825894e-09
-2.000000e-02,3.764936e+01,1.817176e-09
-2.000000e-02,4.328761e+01,1.808498e-09
-2.000000e-02,4.977024e+01,1.799862e-09
-2.000000e-02,5.722368e+01,1.791268e-09
-2.000000e-02,6.579332e+01,1.782714e-09
-2.000000e-02,7.564633e+01,1.774202e-09
-2.000000e-02,8.697490e+01,1.765729e-09
-2.000000e-02,1.000000e+02,1.757298e-09
-1.000000e-02,1.000000e-04,2.861900e-09
-1.000000e-02,1.149757e-04,2.848075e-09
-1.000000e-02,1.321941e-04,2.834317e-09
-1.000000e-02,1.519911e-04,2.820625e-09
-1.000000e-02,1.747528e-04,2.807000e-09
-1.000000e-02,2.009233e-04,2.793440e-09
-1.000000e-02,2.310130e-04,2.779946e-09
-1.000000e-02,2.656088e-04,2.766517e-09
-1.000000e-02,3.053856e-04,2.753152e-09
-1.000000e-02,3.511192e-04,2.739853e-09
-1.000000e-02,4.037017e-04,2.726617e-09
-1.000000e-02,4.641589e-04,2.713446e-09
-1.000000e-02,5.336699e-04,2.700338e-09
-1.000000e-02,6.135907e-04,2.687293e-09
-1.000000e-02,7.054802e-04,2.674312e-09
-1.000000e-02,8.111308e-04,2.661393e-09
-1.000000e-02,9.326033e-04,2.648537e-09
-1.000000e-02,1.072267e-03,2.635742e-09
-1.000000e-02,1.232847e-03,2.623010e-09
-1.000000e-02,1.417474e-03,2.610339e-09
-1.000000e-02,1.629751e-03,2.597729e-09
-1.000000e-02,1.873817e-03,2.585180e-09
-1.000000e-02,2.154435e-03,2.572692e-09
-1.000000e-02,2.477076e-03,2.560264e-09
-1.000000e-02,2.848036e-03,2.547896e-09
-1.000000e-02,3.274549e-03,2.535588e-09
-1.000000e-02,3.764936e-03,2.523340e-09
-1.000000e-02,4.328761e-03,2.511150e-09
-1.000000e-02,4.977024e-03,2.499019e-09
-1.000000e-02,5.722368e-03,2.486947e-09
-1.000000e-02,6.579332e-03,2.474934e-09
-1.000000e-02,7.564633e-03,2.462978e-09
-1.000000e-02,8.697490e-03,2.451080e-09
-1.000000e-02,1.000000e-02,2.439240e-09
-1.000000e-02,1.149757e-02,2.427457e-09
-1.000000e-02,1.321941e-02,2.415730e-09
-1.000000e-02,1.519911e-02,2.404061e-09
-1.000000e-02,1.747528e-02,2.392447e-09
-1.000000e-02,2.009233e-02,2.380890e-09
-1.000000e-02,2.310130e-02,2.369389e-09
-1.000000e-02,2.656088e-02,2.357943e-09
-1.000000e-02,3.053856e-02,2.346552e-09
-1.000000e-02,3.511192e-02,2.335217e-09
-1.000000e-02,4.037017e-02,2.323936e-09
-1.000000e-02,4.641589e-02,2.312710e-09
-1.000000e-02,5.336699e-02,2.301538e-09
-1.000000e-02,6.135907e-02,2.290420e-09
-1.000000e-02,7.054802e-02,2.279355e-09
-1.000000e-02,8.111308e-02,2.268345e-09
-1.000000e-02,9.326033e-02,2.257387e-09
-1.000000e-02,1.072267e-01,2.246482e-09
-1.000000e-02,1.232847e-01,2.235630e-09
-1.000000e-02,1.417474e-01,2.224830e-09
-1.000000e-02,1.629751e-01,2.214083e-09
-1.000000e-02,1.873817e-01,2.203387e-09
-1.000000e-02,2.154435e-01,2.192743e-09
-1.000000e-02,2.477076e-01,2.182151e-09
-1.000000e-02,2.848036e-01,2.171610e-09
-1.000000e-02,3.274549e-01,2.161119e-09
-1.000000e-02,3.764936e-01,2.150680e-09
-1.000000e-02,4.328761e-01,2.140290e-09
-1.000000e-02,4.977024e-01,2.129951e-09
-1.000000e-02,5.722368e-01,2.119662e-09
-1.000000e-02,6.579332e-01,2.109423e-09
-1.000000e-02,7.564633e-01,2.099233e-09
-1.000000e-02,8.697490e-01,2.089092e-09
-1.000000e-02,1.000000e+00,2.079000e-09
-1.000000e-02,1.149757e+00,2.068957e-09
-1.000000e-02,1.321941e+00,2.058962e-09
-1.000000e-02,1.519911e+00,2.049016e-09
-1.000000e-02,1.747528e+00,2.039118e-09
-1.000000e-02,2.009233e+00,2.029268e-09
-1.000000e-02,2.310130e+00,2.019465e-09
-1.000000e-02,2.656088e+00,2.009709e-09
-1.000000e-02,3.053856e+00,2.000001e-09
-1.000000e-02,3.511192e+00,1.990340e-09
-1.000000e-02,4.037017e+00,1.980725e-09
-1.000000e-02,4.641589e+00,1.971157e-09
-1.000000e-02,5.336699e+00,1.961635e-09
-1.000000e-02,6.135907e+00,1.952159e-09
-1.000000e-02,7.054802e+00,1.942728e-09
-1.000000e-02,8.111308e+00,1.933344e-09
-1.000000e-02,9.326033e+00,1.924004e-09
-1.000000e-02,1.072267e+01,1.914710e-09
-1.000000e-02,1.232847e+01,1.905460e-09
-1.000000e-02,1.417474e+01,1.896256e-09
-1.000000e-02,1.629751e+01,1.887096e-09
-1.000000e-02,1.873817e+01,1.877980e-09
-1.000000e-02,2.154435e+01,1.868908e-09
-1.000000e-02,2.477076e+01,1.859879e-09
-1.000000e-02,2.848036e+01,1.850895e-09
-1.000000e-02,3.274549e+01,1.841954e-09
-1.000000e-02,3.764936e+01,1.833056e-09
-1.000000e-02,4.328761e+01,1.824201e-09
-1.000000e-02,4.977024e+01,1.815389e-09
-1.000000e-02,5.722368e+01,1.806619e-09
-1.000000e-02,6.579332e+01,1.797892e-09
-1.000000e-02,7.564633e+01,1.789207e-09
-1.000000e-02,8.697490e+01,1.780564e-09
-1.000000e-02,1.000000e+02,1.771962e-09
0.000000e+00,1.000000e-04,2.901478e-09
0.000000e+00,1.149757e-04,2.887301e-09
0.000000e+00,1.321941e-04,2.873193e-09
0.000000e+00,1.519911e-04,2.859154e-09
0.000000e+00,1.747528e-04,2.845183e-09
0.000000e+00,2.009233e-04,2.831281e-09
0.000000e+00,2.310130e-04,2.817446e-09
0.000000e+00,2.656088e-04,2.803680e-09
0.000000e+00,3.053856e-04,2.789980e-09
0.000000e+00,3.511192e-04,2.776348e-09
0.000000e+00,4.037017e-04,2.762782e-09
0.000000e+00,4.641589e-04,2.749282e-09
0.000000e+00,5.336699e-04,2.735848e-09
0.000000e+00,6.135907e-04,2.722480e-09
0.000000e+00,7.054802e-04,2.709178e-09
0.000000e+00,8.111308e-04,2.695940e-09
0.000000e+00,9.326033e-04,2.682767e-09
0.000000e+00,1.072267e-03,2.669658e-09
0.000000e+00,1.232847e-03,2.656614e-09
0.000000e+00,1.417474e-03,2.643633e-09
0.000000e+00,1.629751e-03,2.630715e-09
0.000000e+00,1.873817e-03,2.617861e-09
0.000000e+00,2.154435e-03,2.605069e-09
0.000000e+00,2.477076e-03,2.592340e-09
0.000000e+00,2.848036e-03,2.579674e-09
0.000000e+00,3.274549e-03,2.567069e-09
0.000000e+00,3.764936e-03,2.554525e-09
0.000000e+00,4.328761e-03,2.542043e-09
0.000000e+00,4.977024e-03,2.529622e-09
0.000000e+00,5.722368e-03,2.517262e-09
0.000000e+00,6.579332e-03,2.504962e-09
0.000000e+00,7.564633e-03,2.492722e-09
0.000000e+00,8.697490e-03,2.480542e-09
0.000000e+00,1.000000e-02,2.468421e-09
0.000000e+00,1.149757e-02,2.456360e-09
0.000000e+00,1.321941e-02,2.444358e-09
0.000000e+00,1.519911e-02,2.432414e-09
0.000000e+00,1.747528e-02,2.420529e-09
0.000000e+00,2.009233e-02,2.408701e-09
0.000000e+00,2.310130e-02,2.396932e-09
0.000000e+00,2.656088e-02,2.385220e-09
0.000000e+00,3.053856e-02,2.373565e-09
0.000000e+00,3.511192e-02,2.361967e-09
0.000000e+00,4.037017e-02,2.350426e-09
0.000000e+00,4.641589e-02,2.338941e-09
0.000000e+00,5.336699e-02,2.327512e-09
0.000000e+00,6.135907e-02,2.316140e-09
0.000000e+00,7.054802e-02,2.304822e-09
0.000000e+00,8.111308e-02,2.293561e-09
0.000000e+00,9.326033e-02,2.282354e-09
0.000000e+00,1.072267e-01,2.271201e-09
0.000000e+00,1.232847e-01,2.260104e-09
0.000000e+00,1.417474e-01,2.249060e-09
0.000000e+00,1.629751e-01,2.238071e-09
0.000000e+00,1.873817e-01,2.227135e-09
0.000000e+00,2.154435e-01,2.216253e-09
0.000000e+00,2.477076e-01,2.205424e-09
0.000000e+00,2.848036e-01,2.194647e-09
0.000000e+00,3.274549e-01,2.183924e-09
0.000000e+00,3.764936e-01,2.173253e-09
0.000000e+00,4.328761e-01,2.162634e-09
0.000000e+00,4.977024e-01,2.152066e-09
0.000000e+00,5.722368e-01,2.141551e-09
0.000000e+00,6.579332e-01,2.131087e-09
0.000000e+00,7.564633e-01,2.120674e-09
0.000000e+00,8.697490e-01,2.110312e-09
0.000000e+00,1.000000e+00,2.100000e-09
0.000000e+00,1.149757e+00,2.089739e-09
0.000000e+00,1.321941e+00,2.079528e-09
0.000000e+00,1.519911e+00,2.069367e-09
0.000000e+00,1.747528e+00,2.059255e-09
0.000000e+00,2.009233e+00,2.049193e-09
0.000000e+00,2.310130e+00,2.039180e-09
0.000000e+00,2.656088e+00,2.029217e-09
0.000000e+00,3.053856e+00,2.019301e-09
0.000000e+00,3.511192e+00,2.009434e-09
0.000000e+00,4.037017e+00,1.999616e-09
0.000000e+00,4.641589e+00,1.989845e-09
0.000000e+00,5.336699e+00,1.980122e-09
0.000000e+00,6.135907e+00,1.970447e-09
0.000000e+00,7.054802e+00,1.960819e-09
0.000000e+00,8.111308e+00,1.951238e-09
0.000000e+00,9.326033e+00,1.941704e-09
0.000000e+00,1.072267e+01,1.932216e-09
0.000000e+00,1.232847e+01,1.922775e-09
0.000000e+00,1.417474e+01,1.913379e-09
0.000000e+00,1.629751e+01,1.904030e-09
0.000000e+00,1.873817e+01,1.894727e-09
0.000000e+00,2.154435e+01,1.885469e-09
0.000000e+00,2.477076e+01,1.876256e-09
0.000000e+00,2.848036e+01,1.867088e-09
0.000000e+00,3.274549e+01,1.857965e-09
0.000000e+00,3.764936e+01,1.848886e-09
0.000000e+00,4.328761e+01,1.839852e-09
0.000000e+00,4.977024e+01,1.830862e-09
0.000000e+00,5.722368e+01,1.821916e-09
0.000000e+00,6.579332e+01,1.813014e-09
0.000000e+00,7.564633e+01,1.804155e-09
0.000000e+00,8.697490e+01,1.795339e-09
0.000000e+00,1.000000e+02,1.786567e-09
1.000000e-02,1.000000e-04,2.941309e-09
1.000000e-02,1.149757e-04,2.926774e-09
1.000000e-02,1.321941e-04,2.912310e-09
1.000000e-02,1.519911e-04,2.897918e-09
1.000000e-02,1.747528e-04,2.883597e-09
1.000000e-02,2.009233e-04,2.869347e-09
1.000000e-02,2.310130e-04,2.855167e-09
1.000000e-02,2.656088e-04,2.841058e-09
1.000000e-02,3.053856e-04,2.827018e-09
1.000000e-02,3.511192e-04,2.813047e-09
1.000000e-02,4.037017e-04,2.799146e-09
1.000000e-02,4.641589e-04,2.785313e-09
1.000000e-02,5.336699e-04,2.771549e-09
1.000000e-02,6.135907e-04,2.757852e-09
1.000000e-02,7.054802e-04,2.744223e-09
1.000000e-02,8.111308e-04,2.730662e-09
1.000000e-02,9.326033e-04,2.717168e-09
1.000000e-02,1.072267e-03,2.703740e-09
1.000000e-02,1.232847e-03,2.690379e-09
1.000000e-02,1.417474e-03,2.677083e-09
1.000000e-02,1.629751e-03,2.663854e-09
