alpha,k,P_R
1.000000e-02,1.873817e-03,2.650689e-09
1.000000e-02,2.154435e-03,2.637590e-09
1.000000e-02,2.477076e-03,2.624556e-09
1.000000e-02,2.848036e-03,2.611586e-09
1.000000e-02,3.274549e-03,2.598680e-09
1.000000e-02,3.764936e-03,2.585838e-09
1.000000e-02,4.328761e-03,2.573059e-09
1.000000e-02,4.977024e-03,2.560344e-09
1.000000e-02,5.722368e-03,2.547691e-09
1.000000e-02,6.579332e-03,2.535101e-09
1.000000e-02,7.564633e-03,2.522573e-09
1.000000e-02,8.697490e-03,2.510107e-09
1.000000e-02,1.000000e-02,2.497702e-09
1.000000e-02,1.149757e-02,2.485359e-09
1.000000e-02,1.321941e-02,2.473077e-09
1.000000e-02,1.519911e-02,2.460856e-09
1.000000e-02,1.747528e-02,2.448695e-09
1.000000e-02,2.009233e-02,2.436594e-09
1.000000e-02,2.310130e-02,2.424552e-09
1.000000e-02,2.656088e-02,2.412571e-09
1.000000e-02,3.053856e-02,2.400648e-09
1.000000e-02,3.511192e-02,2.388785e-09
1.000000e-02,4.037017e-02,2.376980e-09
1.000000e-02,4.641589e-02,2.365233e-09
1.000000e-02,5.336699e-02,2.353545e-09
1.000000e-02,6.135907e-02,2.341914e-09
1.000000e-02,7.054802e-02,2.330341e-09
1.000000e-02,8.111308e-02,2.318825e-09
1.000000e-02,9.326033e-02,2.307366e-09
1.000000e-02,1.072267e-01,2.295963e-09
1.000000e-02,1.232847e-01,2.284617e-09
1.000000e-02,1.417474e-01,2.273327e-09
1.000000e-02,1.629751e-01,2.262093e-09
1.000000e-02,1.873817e-01,2.250914e-09
1.000000e-02,2.154435e-01,2.239790e-09
1.000000e-02,2.477076e-01,2.228722e-09
1.000000e-02,2.848036e-01,2.217708e-09
1.000000e-02,3.274549e-01,2.206748e-09
1.000000e-02,3.764936e-01,2.195843e-09
1.000000e-02,4.328761e-01,2.184992e-09
1.000000e-02,4.977024e-01,2.174194e-09
1.000000e-02,5.722368e-01,2.163449e-09
1.000000e-02,6.579332e-01,2.152758e-09
1.000000e-02,7.564633e-01,2.142120e-09
1.000000e-02,8.697490e-01,2.131534e-09
1.000000e-02,1.000000e+00,2.121000e-09
1.000000e-02,1.149757e+00,2.110518e-09
1.000000e-02,1.321941e+00,2.100089e-09
1.000000e-02,1.519911e+00,2.089710e-09
1.000000e-02,1.747528e+00,2.079384e-09
1.000000e-02,2.009233e+00,2.069108e-09
1.000000e-02,2.310130e+00,2.058883e-09
1.000000e-02,2.656088e+00,2.048708e-09
1.000000e-02,3.053856e+00,2.038584e-09
1.000000e-02,3.511192e+00,2.028509e-09
1.000000e-02,4.037017e+00,2.018485e-09
1.000000e-02,4.641589e+00,2.008510e-09
1.000000e-02,5.336699e+00,1.998584e-09
1.000000e-02,6.135907e+00,1.988708e-09
1.000000e-02,7.054802e+00,1.978880e-09
1.000000e-02,8.111308e+00,1.969101e-09
1.000000e-02,9.326033e+00,1.959370e-09
1.000000e-02,1.072267e+01,1.949687e-09
1.000000e-02,1.232847e+01,1.940052e-09
1.000000e-02,1.417474e+01,1.930465e-09
1.000000e-02,1.629751e+01,1.920925e-09
1.000000e-02,1.873817e+01,1.911432e-09
1.000000e-02,2.154435e+01,1.901986e-09
1.000000e-02,2.477076e+01,1.892587e-09
1.000000e-02,2.848036e+01,1.883234e-09
1.000000e-02,3.274549e+01,1.873928e-09
1.000000e-02,3.764936e+01,1.864667e-09
1.000000e-02,4.328761e+01,1.855452e-09
1.000000e-02,4.977024e+01,1.846283e-09
1.000000e-02,5.722368e+01,1.837159e-09
1.000000e-02,6.579332e+01,1.828080e-09
1.000000e-02,7.564633e+01,1.819046e-09
1.000000e-02,8.697490e+01,1.810057e-09
1.000000e-02,1.000000e+02,1.801112e-09
2.000000e-02,1.000000e-04,2.981395e-09
2.000000e-02,1.149757e-04,2.966496e-09
2.000000e-02,1.321941e-04,2.951671e-09
2.000000e-02,1.519911e-04,2.936921e-09
2.000000e-02,1.747528e-04,2.922244e-09
2.000000e-02,2.009233e-04,2.907640e-09
2.000000e-02,2.310130e-04,2.893110e-09
2.000000e-02,2.656088e-04,2.878652e-09
2.000000e-02,3.053856e-04,2.864266e-09
2.000000e-02,3.511192e-04,2.849953e-09
2.000000e-02,4.037017e-04,2.835710e-09
2.000000e-02,4.641589e-04,2.821539e-09
2.000000e-02,5.336699e-04,2.807439e-09
2.000000e-02,6.135907e-04,2.793410e-09
2.000000e-02,7.054802e-04,2.779450e-09
2.000000e-02,8.111308e-04,2.765560e-09
2.000000e-02,9.326033e-04,2.751740e-09
2.000000e-02,1.072267e-03,2.737988e-09
2.000000e-02,1.232847e-03,2.724306e-09
2.000000e-02,1.417474e-03,2.710691e-09
2.000000e-02,1.629751e-03,2.697145e-09
2.000000e-02,1.873817e-03,2.683667e-09
2.000000e-02,2.154435e-03,2.670255e-09
2.000000e-02,2.477076e-03,2.656911e-09
2.000000e-02,2.848036e-03,2.643634e-09
2.000000e-02,3.274549e-03,2.630423e-09
2.000000e-02,3.764936e-03,2.617277e-09
2.000000e-02,4.328761e-03,2.604198e-09
2.000000e-02,4.977024e-03,2.591184e-09
2.000000e-02,5.722368e-03,2.578235e-09
2.000000e-02,6.579332e-03,2.565351e-09
2.000000e-02,7.564633e-03,2.552531e-09
2.000000e-02,8.697490e-03,2.539775e-09
2.000000e-02,1.000000e-02,2.527083e-09
2.000000e-02,1.149757e-02,2.514454e-09
2.000000e-02,1.321941e-02,2.501889e-09
2.000000e-02,1.519911e-02,2.489386e-09
2.000000e-02,1.747528e-02,2.476945e-09
2.000000e-02,2.009233e-02,2.464567e-09
2.000000e-02,2.310130e-02,2.452251e-09
2.000000e-02,2.656088e-02,2.439996e-09
2.000000e-02,3.053856e-02,2.427803e-09
2.000000e-02,3.511192e-02,2.415670e-09
2.000000e-02,4.037017e-02,2.403598e-09
2.000000e-02,4.641589e-02,2.391587e-09
2.000000e-02,5.336699e-02,2.379635e-09
2.000000e-02,6.135907e-02,2.367743e-09
2.000000e-02,7.054802e-02,2.355911e-09
2.000000e-02,8.111308e-02,2.344138e-09
2.000000e-02,9.326033e-02,2.332423e-09
2.000000e-02,1.072267e-01,2.320767e-09
2.000000e-02,1.232847e-01,2.309170e-09
2.000000e-02,1.417474e-01,2.297630e-09
2.000000e-02,1.629751e-01,2.286148e-09
2.000000e-02,1.873817e-01,2.274723e-09
2.000000e-02,2.154435e-01,2.263356e-09
2.000000e-02,2.477076e-01,2.252045e-09
2.000000e-02,2.848036e-01,2.240791e-09
2.000000e-02,3.274549e-01,2.229593e-09
2.000000e-02,3.764936e-01,2.218451e-09
2.000000e-02,4.328761e-01,2.207364e-09
2.000000e-02,4.977024e-01,2.196333e-09
2.000000e-02,5.722368e-01,2.185358e-09
2.000000e-02,6.579332e-01,2.174437e-09
2.000000e-02,7.564633e-01,2.163570e-09
2.000000e-02,8.697490e-01,2.152758e-09
2.000000e-02,1.000000e+00,2.142000e-09
2.000000e-02,1.149757e+00,2.131296e-09
2.000000e-02,1.321941e+00,2.120645e-09
2.000000e-02,1.519911e+00,2.110047e-09
2.000000e-02,1.747528e+00,2.099503e-09
2.000000e-02,2.009233e+00,2.089011e-09
2.000000e-02,2.310130e+00,2.078571e-09
2.000000e-02,2.656088e+00,2.068184e-09
2.000000e-02,3.053856e+00,2.057849e-09
2.000000e-02,3.511192e+00,2.047565e-09
2.000000e-02,4.037017e+00,2.037332e-09
2.000000e-02,4.641589e+00,2.027151e-09
2.000000e-02,5.336699e+00,2.017021e-09
2.000000e-02,6.135907e+00,2.006941e-09
2.000000e-02,7.054802e+00,1.996912e-09
2.000000e-02,8.111308e+00,1.986932e-09
2.000000e-02,9.326033e+00,1.977003e-09
2.000000e-02,1.072267e+01,1.967123e-09
2.000000e-02,1.232847e+01,1.957293e-09
2.000000e-02,1.417474e+01,1.947512e-09
2.000000e-02,1.629751e+01,1.937779e-09
2.000000e-02,1.873817e+01,1.928096e-09
2.000000e-02,2.154435e+01,1.918460e-09
2.000000e-02,2.477076e+01,1.908873e-09
2.000000e-02,2.848036e+01,1.899334e-09
2.000000e-02,3.274549e+01,1.889842e-09
2.000000e-02,3.764936e+01,1.880398e-09
2.000000e-02,4.328761e+01,1.871001e-09
2.000000e-02,4.977024e+01,1.861651e-09
2.000000e-02,5.722368e+01,1.852348e-09
2.000000e-02,6.579332e+01,1.843091e-09
2.000000e-02,7.564633e+01,1.833880e-09
2.000000e-02,8.697490e+01,1.824716e-09
2.000000e-02,1.000000e+02,1.815597e-09
3.000000e-02,1.000000e-04,3.021736e-09
3.000000e-02,1.149757e-04,3.006468e-09
3.000000e-02,1.321941e-04,2.991276e-09
3.000000e-02,1.519911e-04,2.976162e-09
3.000000e-02,1.747528e-04,2.961123e-09
3.000000e-02,2.009233e-04,2.946161e-09
3.000000e-02,2.310130e-04,2.931275e-09
3.000000e-02,2.656088e-04,2.916463e-09
3.000000e-02,3.053856e-04,2.901727e-09
3.000000e-02,3.511192e-04,2.887065e-09
3.000000e-02,4.037017e-04,2.872477e-09
3.000000e-02,4.641589e-04,2.857962e-09
3.000000e-02,5.336699e-04,2.843522e-09
3.000000e-02,6.135907e-04,2.829154e-09
3.000000e-02,7.054802e-04,2.814858e-09
3.000000e-02,8.111308e-04,2.800635e-09
3.000000e-02,9.326033e-04,2.786484e-09
3.000000e-02,1.072267e-03,2.772404e-09
3.000000e-02,1.232847e-03,2.758395e-09
3.000000e-02,1.417474e-03,2.744458e-09
3.000000e-02,1.629751e-03,2.730590e-09
3.000000e-02,1.873817e-03,2.716793e-09
3.000000e-02,2.154435e-03,2.703065e-09
3.000000e-02,2.477076e-03,2.689407e-09
3.000000e-02,2.848036e-03,2.675818e-09
3.000000e-02,3.274549e-03,2.662297e-09
3.000000e-02,3.764936e-03,2.648845e-09
3.000000e-02,4.328761e-03,2.635461e-09
3.000000e-02,4.977024e-03,2.622144e-09
3.000000e-02,5.722368e-03,2.608895e-09
3.000000e-02,6.579332e-03,2.595712e-09
3.000000e-02,7.564633e-03,2.582596e-09
3.000000e-02,8.697490e-03,2.569547e-09
3.000000e-02,1.000000e-02,2.556563e-09
3.000000e-02,1.149757e-02,2.543645e-09
3.000000e-02,1.321941e-02,2.530792e-09
3.000000e-02,1.519911e-02,2.518005e-09
3.000000e-02,1.747528e-02,2.505281e-09
3.000000e-02,2.009233e-02,2.492623e-09
3.000000e-02,2.310130e-02,2.480028e-09
3.000000e-02,2.656088e-02,2.467496e-09
3.000000e-02,3.053856e-02,2.455028e-09
3.000000e-02,3.511192e-02,2.442623e-09
3.000000e-02,4.037017e-02,2.430281e-09
3.000000e-02,4.641589e-02,2.418001e-09
3.000000e-02,5.336699e-02,2.405783e-09
3.000000e-02,6.135907e-02,2.393627e-09
3.000000e-02,7.054802e-02,2.381533e-09
3.000000e-02,8.111308e-02,2.369499e-09
3.000000e-02,9.326033e-02,2.357526e-09
3.000000e-02,1.072267e-01,2.345614e-09
3.000000e-02,1.232847e-01,2.333762e-09
3.000000e-02,1.417474e-01,2.321970e-09
3.000000e-02,1.629751e-01,2.310237e-09
3.000000e-02,1.873817e-01,2.298564e-09
3.000000e-02,2.154435e-01,2.286949e-09
3.000000e-02,2.477076e-01,2.275394e-09
3.000000e-02,2.848036e-01,2.263896e-09
3.000000e-02,3.274549e-01,2.252457e-09
3.000000e-02,3.764936e-01,2.241076e-09
3.000000e-02,4.328761e-01,2.229752e-09
3.000000e-02,4.977024e-01,2.218485e-09
3.000000e-02,5.722368e-01,2.207275e-09
3.000000e-02,6.579332e-01,2.196122e-09
3.000000e-02,7.564633e-01,2.185026e-09
3.000000e-02,8.697490e-01,2.173985e-09
3.000000e-02,1.000000e+00,2.163000e-09
3.000000e-02,1.149757e+00,2.152071e-09
3.000000e-02,1.321941e+00,2.141196e-09
3.000000e-02,1.519911e+00,2.130377e-09
3.000000e-02,1.747528e+00,2.119613e-09
3.000000e-02,2.009233e+00,2.108903e-09
3.000000e-02,2.310130e+00,2.098247e-09
3.000000e-02,2.656088e+00,2.087644e-09
3.000000e-02,3.053856e+00,2.077096e-09
3.000000e-02,3.511192e+00,2.066600e-09
3.000000e-02,4.037017e+00,2.056158e-09
3.000000e-02,4.641589e+00,2.045769e-09
3.000000e-02,5.336699e+00,2.035432e-09
3.000000e-02,6.135907e+00,2.025147e-09
3.000000e-02,7.054802e+00,2.014914e-09
3.000000e-02,8.111308e+00,2.004733e-09
3.000000e-02,9.326033e+00,1.994603e-09
3.000000e-02,1.072267e+01,1.984525e-09
3.000000e-02,1.232847e+01,1.974497e-09
3.000000e-02,1.417474e+01,1.964520e-09
3.000000e-02,1.629751e+01,1.954594e-09
3.000000e-02,1.873817e+01,1.944717e-09
3.000000e-02,2.154435e+01,1.934891e-09
3.000000e-02,2.477076e+01,1.925114e-09
3.000000e-02,2.848036e+01,1.915387e-09
3.000000e-02,3.274549e+01,1.905709e-09
3.000000e-02,3.764936e+01,1.896079e-09
3.000000e-02,4.328761e+01,1.886499e-09
3.000000e-02,4.977024e+01,1.876966e-09
3.000000e-02,5.722368e+01,1.867482e-09
3.000000e-02,6.579332e+01,1.858046e-09
3.000000e-02,7.564633e+01,1.848658e-09
3.000000e-02,8.697490e+01,1.839317e-09
3.000000e-02,1.000000e+02,1.830023e-09
4.000000e-02,1.000000e-04,3.062335e-09
4.000000e-02,1.149757e-04,3.046691e-09
4.000000e-02,1.321941e-04,3.031127e-09
4.000000e-02,1.519911e-04,3.015643e-09
4.000000e-02,1.747528e-04,3.000238e-09
4.000000e-02,2.009233e-04,2.984911e-09
4.000000e-02,2.310130e-04,2.969663e-09
4.000000e-02,2.656088e-04,2.954493e-09
4.000000e-02,3.053856e-04,2.939400e-09
4.000000e-02,3.511192e-04,2.924384e-09
4.000000e-02,4.037017e-04,2.909445e-09
4.000000e-02,4.641589e-04,2.894583e-09
4.000000e-02,5.336699e-04,2.879796e-09
4.000000e-02,6.135907e-04,2.865085e-09
4.000000e-02,7.054802e-04,2.850449e-09
4.000000e-02,8.111308e-04,2.835887e-09
4.000000e-02,9.326033e-04,2.821401e-09
4.000000e-02,1.072267e-03,2.806988e-09
4.000000e-02,1.232847e-03,2.792648e-09
4.000000e-02,1.417474e-03,2.778382e-09
4.000000e-02,1.629751e-03,2.764189e-09
4.000000e-02,1.873817e-03,2.750069e-09
4.000000e-02,2.154435e-03,2.736020e-09
4.000000e-02,2.477076e-03,2.722043e-09
4.000000e-02,2.848036e-03,2.708138e-09
4.000000e-02,3.274549e-03,2.694304e-09
4.000000e-02,3.764936e-03,2.680540e-09
4.000000e-02,4.328761e-03,2.666847e-09
4.000000e-02,4.977024e-03,2.653224e-09
4.000000e-02,5.722368e-03,2.639670e-09
4.000000e-02,6.579332e-03,2.626185e-09
4.000000e-02,7.564633e-03,2.612770e-09
4.000000e-02,8.697490e-03,2.599423e-09
4.000000e-02,1.000000e-02,2.586144e-09
4.000000e-02,1.149757e-02,2.572932e-09
4.000000e-02,1.321941e-02,2.559789e-09
4.000000e-02,1.519911e-02,2.546712e-09
4.000000e-02,1.747528e-02,2.533703e-09
4.000000e-02,2.009233e-02,2.520760e-09
4.000000e-02,2.310130e-02,2.507882e-09
4.000000e-02,2.656088e-02,2.495071e-09
4.000000e-02,3.053856e-02,2.482325e-09
4.000000e-02,3.511192e-02,2.469645e-09
4.000000e-02,4.037017e-02,2.457029e-09
4.000000e-02,4.641589e-02,2.444477e-09
4.000000e-02,5.336699e-02,2.431990e-09
4.000000e-02,6.135907e-02,2.419566e-09
4.000000e-02,7.054802e-02,2.407206e-09
4.000000e-02,8.111308e-02,2.394909e-09
4.000000e-02,9.326033e-02,2.382675e-09
4.000000e-02,1.072267e-01,2.370503e-09
4.000000e-02,1.232847e-01,2.358394e-09
4.000000e-02,1.417474e-01,2.346346e-09
4.000000e-02,1.629751e-01,2.334360e-09
4.000000e-02,1.873817e-01,2.322435e-09
4.000000e-02,2.154435e-01,2.310571e-09
4.000000e-02,2.477076e-01,2.298768e-09
4.000000e-02,2.848036e-01,2.287024e-09
4.000000e-02,3.274549e-01,2.275341e-09
4.000000e-02,3.764936e-01,2.263718e-09
4.000000e-02,4.328761e-01,2.252154e-09
4.000000e-02,4.977024e-01,2.240649e-09
4.000000e-02,5.722368e-01,2.229203e-09
4.000000e-02,6.579332e-01,2.217815e-09
4.000000e-02,7.564633e-01,2.206486e-09
4.000000e-02,8.697490e-01,2.195214e-09
4.000000e-02,1.000000e+00,2.184000e-09
4.000000e-02,1.149757e+00,2.172843e-09
4.000000e-02,1.321941e+00,2.161743e-09
4.000000e-02,1.519911e+00,2.150700e-09
4.000000e-02,1.747528e+00,2.139714e-09
4.000000e-02,2.009233e+00,2.128783e-09
4.000000e-02,2.310130e+00,2.117908e-09
4.000000e-02,2.656088e+00,2.107089e-09
4.000000e-02,3.053856e+00,2.096325e-09
4.000000e-02,3.511192e+00,2.085616e-09
4.000000e-02,4.037017e+00,2.074962e-09
4.000000e-02,4.641589e+00,2.064363e-09
4.000000e-02,5.336699e+00,2.053817e-09
4.000000e-02,6.135907e+00,2.043325e-09
4.000000e-02,7.054802e+00,2.032887e-09
4.000000e-02,8.111308e+00,2.022502e-09
4.000000e-02,9.326033e+00,2.012170e-09
4.000000e-02,1.072267e+01,2.001891e-09
4.000000e-02,1.232847e+01,1.991665e-09
4.000000e-02,1.417474e+01,1.981491e-09
4.000000e-02,1.629751e+01,1.971368e-09
4.000000e-02,1.873817e+01,1.961298e-09
4.000000e-02,2.154435e+01,1.951279e-09
4.000000e-02,2.477076e+01,1.941311e-09
4.000000e-02,2.848036e+01,1.931394e-09
4.000000e-02,3.274549e+01,1.921527e-09
4.000000e-02,3.764936e+01,1.911711e-09
4.000000e-02,4.328761e+01,1.901946e-09
4.000000e-02,4.977024e+01,1.892230e-09
4.000000e-02,5.722368e+01,1.882563e-09
4.000000e-02,6.579332e+01,1.872946e-09
4.000000e-02,7.564633e+01,1.863379e-09
4.000000e-02,8.697490e+01,1.853860e-09
4.000000e-02,1.000000e+02,1.844389e-09
5.000000e-02,1.000000e-04,3.103192e-09
5.000000e-02,1.149757e-04,3.087167e-09
5.000000e-02,1.321941e-04,3.071225e-09
5.000000e-02,1.519911e-04,3.055365e-09
5.000000e-02,1.747528e-04,3.039588e-09
5.000000e-02,2.009233e-04,3.023891e-09
5.000000e-02,2.310130e-04,3.008276e-09
5.000000e-02,2.656088e-04,2.992741e-09
5.000000e-02,3.053856e-04,2.977287e-09
5.000000e-02,3.511192e-04,2.961913e-09
5.000000e-02,4.037017e-04,2.946617e-09
5.000000e-02,4.641589e-04,2.931401e-09
5.000000e-02,5.336699e-04,2.916264e-09
5.000000e-02,6.135907e-04,2.901204e-09
5.000000e-02,7.054802e-04,2.886222e-09
5.000000e-02,8.111308e-04,2.871318e-09
5.000000e-02,9.326033e-04,2.856491e-09
5.000000e-02,1.072267e-03,2.841740e-09
5.000000e-02,1.232847e-03,2.827065e-09
5.000000e-02,1.417474e-03,2.812467e-09
5.000000e-02,1.629751e-03,2.797943e-09
5.000000e-02,1.873817e-03,2.783495e-09
5.000000e-02,2.154435e-03,2.769121e-09
5.000000e-02,2.477076e-03,2.754821e-09
5.000000e-02,2.848036e-03,2.740596e-09
5.000000e-02,3.274549e-03,2.726443e-09
5.000000e-02,3.764936e-03,2.712364e-09
5.000000e-02,4.328761e-03,2.698358e-09
5.000000e-02,4.977024e-03,2.684423e-09
5.000000e-02,5.722368e-03,2.670561e-09
5.000000e-02,6.579332e-03,2.656771e-09
5.000000e-02,7.564633e-03,2.643051e-09
5.000000e-02,8.697490e-03,2.629403e-09
5.000000e-02,1.000000e-02,2.615824e-09
5.000000e-02,1.149757e-02,2.602316e-09
5.000000e-02,1.321941e-02,2.588878e-09
5.000000e-02,1.519911e-02,2.575509e-09
5.000000e-02,1.747528e-02,2.562210e-09
5.000000e-02,2.009233e-02,2.548978e-09
5.000000e-02,2.310130e-02,2.535816e-09
5.000000e-02,2.656088e-02,2.522721e-09
5.000000e-02,3.053856e-02,2.509694e-09
5.000000e-02,3.511192e-02,2.496734e-09
5.000000e-02,4.037017e-02,2.483841e-09
5.000000e-02,4.641589e-02,2.471014e-09
5.000000e-02,5.336699e-02,2.458254e-09
5.000000e-02,6.135907e-02,2.445560e-09
5.000000e-02,7.054802e-02,2.432931e-09
5.000000e-02,8.111308e-02,2.420368e-09
5.000000e-02,9.326033e-02,2.407869e-09
5.000000e-02,1.072267e-01,2.395435e-09
5.000000e-02,1.232847e-01,2.383065e-09
5.000000e-02,1.417474e-01,2.370759e-09
5.000000e-02,1.629751e-01,2.358516e-09
5.000000e-02,1.873817e-01,2.346337e-09
5.000000e-02,2.154435e-01,2.334221e-09
5.000000e-02,2.477076e-01,2.322167e-09
5.000000e-02,2.848036e-01,2.310175e-09
5.000000e-02,3.274549e-01,2.298246e-09
5.000000e-02,3.764936e-01,2.286378e-09
5.000000e-02,4.328761e-01,2.274571e-09
5.000000e-02,4.977024e-01,2.262825e-09
5.000000e-02,5.722368e-01,2.251140e-09
5.000000e-02,6.579332e-01,2.239515e-09
5.000000e-02,7.564633e-01,2.227951e-09
5.000000e-02,8.697490e-01,2.216446e-09
5.000000e-02,1.000000e+00,2.205000e-09
5.000000e-02,1.149757e+00,2.193613e-09
5.000000e-02,1.321941e+00,2.182286e-09
5.000000e-02,1.519911e+00,2.171017e-09
5.000000e-02,1.747528e+00,2.159806e-09
5.000000e-02,2.009233e+00,2.148652e-09
5.000000e-02,2.310130e+00,2.137557e-09
5.000000e-02,2.656088e+00,2.126519e-09
5.000000e-02,3.053856e+00,2.115537e-09
5.000000e-02,3.511192e+00,2.104613e-09
5.000000e-02,4.037017e+00,2.093745e-09
5.000000e-02,4.641589e+00,2.082933e-09
5.000000e-02,5.336699e+00,2.072177e-09
5.000000e-02,6.135907e+00,2.061476e-09
5.000000e-02,7.054802e+00,2.050831e-09
5.000000e-02,8.111308e+00,2.040240e-09
5.000000e-02,9.326033e+00,2.029705e-09
5.000000e-02,1.072267e+01,2.019223e-09
5.000000e-02,1.232847e+01,2.008796e-09
5.000000e-02,1.417474e+01,1.998423e-09
5.000000e-02,1.629751e+01,1.988103e-09
5.000000e-02,1.873817e+01,1.977837e-09
5.000000e-02,2.154435e+01,1.967623e-09
5.000000e-02,2.477076e+01,1.957462e-09
5.000000e-02,2.848036e+01,1.947354e-09
5.000000e-02,3.274549e+01,1.937298e-09
5.000000e-02,3.764936e+01,1.927294e-09
5.000000e-02,4.328761e+01,1.917342e-09
5.000000e-02,4.977024e+01,1.907441e-09
5.000000e-02,5.722368e+01,1.897591e-09
5.000000e-02,6.579332e+01,1.887792e-09
5.000000e-02,7.564633e+01,1.878043e-09
5.000000e-02,8.697490e+01,1.868345e-09
5.000000e-02,1.000000e+02,1.858697e-09
6.000000e-02,1.000000e-04,3.144309e-09
6.000000e-02,1.149757e-04,3.127897e-09
6.000000e-02,1.321941e-04,3.111571e-09
6.000000e-02,1.519911e-04,3.095330e-09
6.000000e-02,1.747528e-04,3.079174e-09
6.000000e-02,2.009233e-04,3.063102e-09
6.000000e-02,2.310130e-04,3.047115e-09
6.000000e-02,2.656088e-04,3.031210e-09
6.000000e-02,3.053856e-04,3.015389e-09
6.000000e-02,3.511192e-04,2.999650e-09
6.000000e-02,4.037017e-04,2.983994e-09
6.000000e-02,4.641589e-04,2.968419e-09
6.000000e-02,5.336699e-04,2.952925e-09
6.000000e-02,6.135907e-04,2.937512e-09
6.000000e-02,7.054802e-04,2.922180e-09
6.000000e-02,8.111308e-04,2.906928e-09
6.000000e-02,9.326033e-04,2.891755e-09
6.000000e-02,1.072267e-03,2.876662e-09
6.000000e-02,1.232847e-03,2.861647e-09
6.000000e-02,1.417474e-03,2.846711e-09
6.000000e-02,1.629751e-03,2.831852e-09
6.000000e-02,1.873817e-03,2.817072e-09
6.000000e-02,2.154435e-03,2.802368e-09
6.000000e-02,2.477076e-03,2.787741e-09
6.000000e-02,2.848036e-03,2.773191e-09
6.000000e-02,3.274549e-03,2.758716e-09
6.000000e-02,3.764936e-03,2.744317e-09
6.000000e-02,4.328761e-03,2.729993e-09
6.000000e-02,4.977024e-03,2.715744e-09
6.000000e-02,5.722368e-03,2.701569e-09
6.000000e-02,6.579332e-03,2.687468e-09
6.000000e-02,7.564633e-03,2.673441e-09
6.000000e-02,8.697490e-03,2.659487e-09
6.000000e-02,1.000000e-02,2.645606e-09
6.000000e-02,1.149757e-02,2.631797e-09
6.000000e-02,1.321941e-02,2.618061e-09
6.000000e-02,1.519911e-02,2.604396e-09
6.000000e-02,1.747528e-02,2.590802e-09
6.000000e-02,2.009233e-02,2.577280e-09
6.000000e-02,2.310130e-02,2.563827e-09
6.000000e-02,2.656088e-02,2.550446e-09
6.000000e-02,3.053856e-02,2.537134e-09
6.000000e-02,3.511192e-02,2.523891e-09
6.000000e-02,4.037017e-02,2.510718e-09
6.000000e-02,4.641589e-02,2.497613e-09
6.000000e-02,5.336699e-02,2.484577e-09
6.000000e-02,6.135907e-02,2.471609e-09
6.000000e-02,7.054802e-02,2.458708e-09
6.000000e-02,8.111308e-02,2.445875e-09
6.000000e-02,9.326033e-02,2.433109e-09
6.000000e-02,1.072267e-01,2.420409e-09
6.000000e-02,1.232847e-01,2.407776e-09
6.000000e-02,1.417474e-01,2.395209e-09
6.000000e-02,1.629751e-01,2.382707e-09
6.000000e-02,1.873817e-01,2.370270e-09
6.000000e-02,2.154435e-01,2.357899e-09
6.000000e-02,2.477076e-01,2.345592e-09
6.000000e-02,2.848036e-01,2.333349e-09
6.000000e-02,3.274549e-01,2.321170e-09
6.000000e-02,3.764936e-01,2.309055e-09
6.000000e-02,4.328761e-01,2.297003e-09
6.000000e-02,4.977024e-01,2.285014e-09
6.000000e-02,5.722368e-01,2.273087e-09
6.000000e-02,6.579332e-01,2.261223e-09
6.000000e-02,7.564633e-01,2.249420e-09
6.000000e-02,8.697490e-01,2.237680e-09
6.000000e-02,1.000000e+00,2.226000e-09
6.000000e-02,1.149757e+00,2.214381e-09
6.000000e-02,1.321941e+00,2.202824e-09
6.000000e-02,1.519911e+00,2.191326e-09
6.000000e-02,1.747528e+00,2.179888e-09
6.000000e-02,2.009233e+00,2.168510e-09
6.000000e-02,2.310130e+00,2.157192e-09
6.000000e-02,2.656088e+00,2.145933e-09
6.000000e-02,3.053856e+00,2.134732e-09
6.000000e-02,3.511192e+00,2.123590e-09
6.000000e-02,4.037017e+00,2.112506e-09
6.000000e-02,4.641589e+00,2.101480e-09
6.000000e-02,5.336699e+00,2.090511e-09
6.000000e-02,6.135907e+00,2.079600e-09
6.000000e-02,7.054802e+00,2.068745e-09
6.000000e-02,8.111308e+00,2.057947e-09
6.000000e-02,9.326033e+00,2.047206e-09
6.000000e-02,1.072267e+01,2.036521e-09
6.000000e-02,1.232847e+01,2.025891e-09
6.000000e-02,1.417474e+01,2.015317e-09
6.000000e-02,1.629751e+01,2.004798e-09
6.000000e-02,1.873817e+01,1.994334e-09
6.000000e-02,2.154435e+01,1.983925e-09
6.000000e-02,2.477076e+01,1.973570e-09
6.000000e-02,2.848036e+01,1.963269e-09
6.000000e-02,3.274549e+01,1.953021e-09
6.000000e-02,3.764936e+01,1.942828e-09
6.000000e-02,4.328761e+01,1.932687e-09
6.000000e-02,4.977024e+01,1.922599e-09
6.000000e-02,5.722368e+01,1.912564e-09
6.000000e-02,6.579332e+01,1.902582e-09
6.000000e-02,7.564633e+01,1.892651e-09
6.000000e-02,8.697490e+01,1.882773e-09
6.000000e-02,1.000000e+02,1.872946e-09
7.000000e-02,1.000000e-04,3.185687e-09
7.000000e-02,1.149757e-04,3.168882e-09
7.000000e-02,1.321941e-04,3.152166e-09
