T_Gyr,DH_calc,Yp_calc
1e-06,2.5333833283882233e-05,0.24699999999999997
1.023280232644729e-06,2.5333725996478405e-05,0.24699999999999997
1.047102434521453e-06,2.5333618879695283e-05,0.24699999999999997
1.0714792227999746e-06,2.5333511933531167e-05,0.24699999999999997
1.0964235083807514e-06,2.533340515798437e-05,0.24699999999999997
1.1219485027330053e-06,2.533329855305321e-05,0.24699999999999997
1.1480677248920374e-06,2.5333192118735887e-05,0.24699999999999997
1.174795008619429e-06,2.533308585503094e-05,0.24699999999999997
1.2021445097299555e-06,2.5332979761936476e-05,0.24699999999999997
1.2301307135890526e-06,2.5332873839450927e-05,0.24699999999999997
1.258768442784835e-06,2.5332768087572576e-05,0.24699999999999997
1.2880728649787091e-06,2.5332662506299804e-05,0.24699999999999997
1.3180595009387761e-06,2.5332557095630844e-05,0.24699999999999997
1.3487442327602263e-06,2.533245185556409e-05,0.24699999999999997
1.380143312277124e-06,2.533234678609794e-05,0.24699999999999997
1.412273369670002e-06,2.533224188723063e-05,0.24699999999999997
1.4451514222738753e-06,2.5332137158960568e-05,0.24699999999999997
1.478794883591272e-06,2.533203260128605e-05,0.24699999999999997
1.513221572515115e-06,2.533192821420555e-05,0.24699999999999997
1.5484497227662896e-06,2.5331823997717313e-05,0.24699999999999997
1.584497992550955e-06,2.5331719951819653e-05,0.24699999999999997
1.6213854744426474e-06,2.53316160765111e-05,0.24699999999999997
1.65913170549446e-06,2.5331512371789865e-05,0.24699999999999997
1.697756677586617e-06,2.5331408837654373e-05,0.24699999999999997
1.7372808480149756e-06,2.5331305474103005e-05,0.24699999999999997
1.7777251503259964e-06,2.5331202281134194e-05,0.24699999999999997
1.8191110054039753e-06,2.5331099258746217e-05,0.24699999999999997
1.8614603328163667e-06,2.533099640693747e-05,0.24699999999999997
1.9047955624232666e-06,2.5330893725706444e-05,0.24699999999999997
1.9491396462571276e-06,2.533079121505138e-05,0.24699999999999997
1.9945160706790627e-06,2.533068887497078e-05,0.24699999999999997
2.040948868818122e-06,2.533058670546304e-05,0.24699999999999997
2.0884626333002044e-06,2.5330484706526475e-05,0.24699999999999997
2.1370825292732565e-06,2.5330382878159587e-05,0.24699999999999997
2.1868343077357286e-06,2.5330281220360742e-05,0.24699999999999997
2.237744319175291e-06,2.53301797331283e-05,0.24699999999999997
2.2898395275251126e-06,2.5330078416460736e-05,0.24699999999999997
2.343147524444994e-06,2.532997727035647e-05,0.24699999999999997
2.3976965439349992e-06,2.532987629481393e-05,0.24699999999999997
2.4535154772892685e-06,2.5329775489831494e-05,0.24699999999999997
2.5106338883980062e-06,2.5329674855407594e-05,0.24699999999999997
2.5690820294056526e-06,2.532957439154077e-05,0.24699999999999997
2.628890856733614e-06,2.5329474098229307e-05,0.24699999999999997
2.6900920474759736e-06,2.5329373975471648e-05,0.24699999999999997
2.75271801617695e-06,2.5329274023266396e-05,0.24699999999999997
2.8168019319988862e-06,2.5329174241611846e-05,0.24699999999999997
2.882377736289948e-06,2.5329074630506504e-05,0.24699999999999997
2.949480160560766e-06,2.5328975189948825e-05,0.24699999999999997
3.018144744879633e-06,2.5328875919937218e-05,0.24699999999999997
3.0884078566958973e-06,2.5328776820470202e-05,0.24699999999999997
3.160306710101593e-06,2.5328677891546186e-05,0.24699999999999997
3.2338793855414566e-06,2.5328579133163702e-05,0.24699999999999997
3.309164849981855e-06,2.5328480545321165e-05,0.24699999999999997
3.3862029775491996e-06,2.5328382128017057e-05,0.24699999999999997
3.465034570648819e-06,2.532828388124986e-05,0.24699999999999997
3.545701381575552e-06,2.532818580501805e-05,0.24699999999999997
3.628246134627368e-06,2.532808789932018e-05,0.24699999999999997
3.7127125487338323e-06,2.5327990164154577e-05,0.24699999999999997
3.7991453606113685e-06,2.532789259951989e-05,0.24699999999999997
3.887590348457544e-06,2.5327795205414524e-05,0.24699999999999997
3.978094356197039e-06,2.532769798183697e-05,0.24699999999999997
4.070705318291998e-06,2.532760092878579e-05,0.24699999999999997
4.165472285129972e-06,2.5327504046259443e-05,0.24699999999999997
4.262445449002968e-06,2.5327407334256487e-05,0.24699999999999997
4.3616761706912245e-06,2.5327310792775393e-05,0.24699999999999997
4.4632170066658864e-06,2.532721442181462e-05,0.24699999999999997
4.567121736924989e-06,2.5327118221372802e-05,0.24699999999999997
4.673445393477402e-06,2.5327022191448355e-05,0.24699999999999997
4.782244289489993e-06,2.5326926332039864e-05,0.24699999999999997
4.893576049113257e-06,2.532683064314581e-05,0.24699999999999997
5.007499638001287e-06,2.532673512476483e-05,0.24699999999999997
5.124075394542354e-06,2.532663977689526e-05,0.24699999999999997
5.243365061816431e-06,2.53265445995359e-05,0.24699999999999997
5.365431820296762e-06,2.5326449592685036e-05,0.24699999999999997
5.490340321312714e-06,2.532635475634143e-05,0.24699999999999997
5.6181567212916104e-06,2.5326260090503474e-05,0.24699999999999997
5.748948716797827e-06,2.532616559516978e-05,0.24699999999999997
5.882785580387509e-06,2.532607127033891e-05,0.24699999999999997
6.0197381972979876e-06,2.5325977116009424e-05,0.24699999999999997
6.159879102991447e-06,2.5325883132179892e-05,0.24699999999999997
6.3032825215724925e-06,2.532578931884883e-05,0.24699999999999997
6.450024405100167e-06,2.5325695676014763e-05,0.24699999999999997
6.600182473815079e-06,2.532560220367647e-05,0.24699999999999997
6.7538362573031575e-06,2.5325508901832335e-05,0.24699999999999997
6.911067136617581e-06,2.5325415770480933e-05,0.24699999999999997
7.071958387381394e-06,2.5325322809621013e-05,0.24699999999999997
7.236595223893475e-06,2.5325230019251007e-05,0.24699999999999997
7.405064844261451e-06,2.5325137399369615e-05,0.24699999999999997
7.577456476585162e-06,2.5325044949975276e-05,0.24699999999999997
7.753861426215389e-06,2.5324952671066756e-05,0.24699999999999997
7.934373124112674e-06,2.5324860562642546e-05,0.24699999999999997
8.119087176332103e-06,2.532476862470126e-05,0.24699999999999997
8.30810141465995e-06,2.5324676857241615e-05,0.24699999999999997
8.501515948429253e-06,2.5324585260262064e-05,0.24699999999999997
8.69943321754156e-06,2.5324493833761336e-05,0.24699999999999997
8.901958046723212e-06,2.5324402577737998e-05,0.24699999999999997
9.109197701044546e-06,2.5324311492190626e-05,0.24699999999999997
9.321261942731712e-06,2.5324220577117898e-05,0.24699999999999997
