alpha,q0star,chi2
-0.010000000000000009,-0.07,655340.779516464
-0.010000000000000009,-0.060000000000000005,516873.6289077909
-0.010000000000000009,-0.05,387463.8924501704
-0.010000000000000009,-0.04000000000000001,269614.0639714934
-0.010000000000000009,-0.03,166802.57116728873
-0.010000000000000009,-0.020000000000000004,83405.95419468399
-0.010000000000000009,-0.010000000000000009,25315.25489438752
-0.010000000000000009,0.0,469.16913519427175
-0.010000000000000009,0.009999999999999995,18493.521923517976
-0.010000000000000009,0.01999999999999999,88568.34386184499
-0.010000000000000009,0.03,216552.44656649616
-0.010000000000000009,0.04000000000000001,402742.18703426275
-0.010000000000000009,0.04999999999999999,641256.6469261653
-0.010000000000000009,0.06,922705.1874580864
-0.010000000000000009,0.07,1239263.441545265
-0.010000000000000009,0.07999999999999999,1589813.950900661
-0.010000000000000009,0.09,1983982.773624741
-0.010000000000000009,0.1,2440474.8341346188
0.0,-0.1,1096395.1252527775
0.0,-0.09000000000000001,936203.1407648243
0.0,-0.08,783015.3088367489
0.0,-0.07,637543.3256514919
0.0,-0.060000000000000005,500202.16081421287
0.0,-0.05,372263.3133644812
0.0,-0.04000000000000001,256265.97380532534
0.0,-0.03,155730.5395424775
0.0,-0.020000000000000004,75120.09611007832
0.0,-0.010000000000000009,20487.730457943948
0.0,0.0,0.43942734675531303
0.0,0.009999999999999995,23516.707769897137
0.0,0.01999999999999999,100390.95264909
0.0,0.03,236530.55964438245
0.0,0.04000000000000001,432137.87500555324
0.0,0.04999999999999999,681135.5631943633
0.0,0.06,973933.6462009232
0.0,0.07,1302605.6602623262
0.0,0.07999999999999999,1666074.0464471653
0.0,0.09,2074184.1506824046
0.0,0.1,2545988.917103101
0.009999999999999995,-0.1,1077171.9091984252
0.009999999999999995,-0.09000000000000001,917345.0058518585
0.009999999999999995,-0.08,764765.8999378629
0.009999999999999995,-0.07,620165.627465751
0.009999999999999995,-0.060000000000000005,483999.43290728633
0.009999999999999995,-0.05,357585.0850494635
0.009999999999999995,-0.04000000000000001,243498.68187148764
0.009999999999999995,-0.03,145303.21725907509
0.009999999999999995,-0.020000000000000004,67549.69601086079
0.009999999999999995,-0.010000000000000009,16455.08739941802
0.009999999999999995,0.0,416.40402093638767
0.009999999999999995,0.009999999999999995,29525.5707104286
0.009999999999999995,0.01999999999999999,113311.48648108481
0.009999999999999995,0.03,257729.54437473728
0.009999999999999995,0.04000000000000001,462887.5809117426
0.009999999999999995,0.04999999999999999,722511.8966929517
0.009999999999999995,0.06,1026814.1047363341
0.009999999999999995,0.07,1367767.1117658764
0.009999999999999995,0.07999999999999999,1744334.1759690873
0.009999999999999995,0.09,2166580.0313847107
0.009999999999999995,0.1,2653905.0228212057
0.01999999999999999,-0.1,1058246.1784304779
0.01999999999999999,-0.09000000000000001,898821.3982138307
0.01999999999999999,-0.08,746891.6182156091
0.01999999999999999,-0.07,603207.6293828505
0.01999999999999999,-0.060000000000000005,468265.3409398298
0.01999999999999999,-0.05,343429.04960446904
0.01999999999999999,-0.04000000000000001,231311.96872524952
0.01999999999999999,-0.03,135520.31892929683
0.01999999999999999,-0.020000000000000004,60694.403110396786
0.01999999999999999,-0.010000000000000009,13216.903617635979
0.01999999999999999,0.0,1716.5404865967823
0.01999999999999999,0.009999999999999995,36519.42482303106
0.01999999999999999,0.01999999999999999,127329.00201937686
0.01999999999999999,0.03,280148.0982334448
0.01999999999999999,0.04000000000000001,494989.5675989292
0.01999999999999999,0.04999999999999999,765383.4549989508
0.01999999999999999,0.06,1081343.9545809252
0.01999999999999999,0.07,1434744.8494860467
0.01999999999999999,0.07999999999999999,1824591.1343199322
0.01999999999999999,0.09,2261166.990357969
0.01999999999999999,0.1,2764219.471679856
0.03,-0.1,1039618.0282244658
0.03,-0.09000000000000001,880632.3637969877
0.03,-0.08,729392.4573471255
0.03,-0.07,586669.2753449606
0.03,-0.060000000000000005,452999.7800819648
0.03,-0.05,329795.0486245818
0.03,-0.04000000000000001,219705.61462539862
0.03,-0.03,126381.5589224172
0.03,-0.020000000000000004,54553.86599486854
0.03,-0.010000000000000009,10772.755573138524
0.03,0.0,3900.324118364235
0.03,0.009999999999999995,44497.58167677067
0.03,0.01999999999999999,142442.5543085604
0.03,0.03,303784.91917319444
0.03,0.04000000000000001,528442.1012042831
0.03,0.04999999999999999,809748.0516260144
0.03,0.06,1137520.5947329148
0.03,0.07,1503535.934221367
0.03,0.07999999999999999,1906841.7220676676
0.03,0.09,2357941.6055767066
0.03,0.1,2876928.585547976
0.04000000000000001,-0.1,1021287.5532771678
0.04000000000000001,-0.09000000000000001,862777.9481426778
0.04000000000000001,-0.08,712268.410637916
0.04000000000000001,-0.07,570550.5088061922
0.04000000000000001,-0.060000000000000005,438202.6449167424
0.04000000000000001,-0.05,316682.9231932632
0.04000000000000001,-0.04000000000000001,208679.3995198349
0.04000000000000001,-0.03,117886.65134594541
0.04000000000000001,-0.020000000000000004,49127.73260794609
0.04000000000000001,-0.010000000000000009,9122.21828323713
0.04000000000000001,0.0,6967.227941362089
0.04000000000000001,0.009999999999999995,53459.35034523996
0.04000000000000001,0.01999999999999999,158651.19678214248
0.04000000000000001,0.03,328638.705609077
0.04000000000000001,0.04000000000000001,563243.4511149393
0.04000000000000001,0.04999999999999999,855603.5059602158
0.04000000000000001,0.06,1195341.4315977981
0.04000000000000001,0.07,1574137.4340723192
0.04000000000000001,0.07999999999999999,1991082.7454511994
0.04000000000000001,0.09,2456900.4583522985
0.04000000000000001,0.1,2992028.687784234
0.04999999999999999,-0.1,1003254.8476988252
0.04999999999999999,-0.09000000000000001,845258.1963773188
0.04999999999999999,-0.08,695519.4710125631
0.04999999999999999,-0.07,554851.2727273302
0.04999999999999999,-0.060000000000000005,423873.82943676185
0.04999999999999999,-0.05,304092.5138753915
0.04999999999999999,-0.04000000000000001,198233.10303229716
0.04999999999999999,-0.03,110035.31002777047
0.04999999999999999,-0.020000000000000004,44415.6502351805
0.04999999999999999,-0.010000000000000009,8264.865317377047
0.04999999999999999,0.0,10916.722719596259
0.04999999999999999,0.009999999999999995,63404.037419882334
0.04999999999999999,0.01999999999999999,175953.98126819285
0.04999999999999999,0.03,354708.15640501765
0.04999999999999999,0.04000000000000001,599391.8899281237
0.04999999999999999,0.04999999999999999,902947.6431963574
0.04999999999999999,0.06,1254803.878915003
0.04999999999999999,0.07,1646546.4243761387
0.04999999999999999,0.07999999999999999,2077311.0163427219
0.04999999999999999,0.09,2558040.133324958
0.04999999999999999,0.1,3109516.103248148
0.06,-0.1,985520.0050065626
0.06,-0.09000000000000001,828073.1532034577
0.06,-0.08,679145.631005015
0.06,-0.07,539571.5095697471
0.06,-0.060000000000000005,410013.22703974374
0.06,-0.05,292023.66071046644
0.06,-0.04000000000000001,188366.50444887666
0.06,-0.03,102827.24849839587
0.06,-0.020000000000000004,40417.26548955248
0.06,-0.010000000000000009,8200.268792730436
0.06,0.0,15748.276963950897
0.06,0.009999999999999995,74330.94702338896
0.06,0.01999999999999999,194349.95799610717
0.06,0.03,381991.97085999337
0.06,0.04000000000000001,636885.6934117017
0.06,0.04999999999999999,951778.2942756772
0.06,0.06,1315905.3576839713
0.06,0.07,1720759.9876415613
0.06,0.07999999999999999,2165523.3522070115
0.06,0.09,2661357.2184529137
0.06,0.1,3229387.158314673
0.07,-0.1,968083.1181183308
0.07,-0.09000000000000001,811222.8628888502
0.07,-0.08,663146.8827505382
0.07,-0.07,524711.1612904702
0.07,-0.060000000000000005,396620.7305253731
0.07,-0.05,280476.2032056046
0.07,-0.04000000000000001,179079.38270495614
0.07,-0.03,96262.17997360988
0.07,-0.020000000000000004,37132.224296855784
0.07,-0.010000000000000009,8927.999370087906
0.07,0.0,21461.3569402582
0.07,0.009999999999999995,86239.38082352336
0.07,0.01999999999999999,213838.17560243933
0.07,0.03,410488.848695261
0.07,0.04000000000000001,675723.1404649898
0.07,0.04999999999999999,1002093.2958238772
0.07,0.06,1378643.296092481
0.07,0.07,1796775.21348555
0.07,0.07999999999999999,2255716.576062207
0.07,0.09,2766848.305004003
0.07,0.1,3351638.1808836544
0.07999999999999999,-0.1,950944.279344952
0.07999999999999999,-0.09000000000000001,794707.3692578046
0.07999999999999999,-0.08,647523.2179758939
0.07999999999999999,-0.07,510270.1693356482
0.07999999999999999,-0.060000000000000005,383696.2320912958
0.07999999999999999,-0.05,269449.98032928375
0.07999999999999999,-0.04000000000000001,170371.5163722844
0.07999999999999999,-0.03,90339.81733751517
0.07999999999999999,-0.020000000000000004,34560.17188151862
0.07999999999999999,-0.010000000000000009,10447.62624998129
0.07999999999999999,0.0,28055.426677527423
0.07999999999999999,0.009999999999999995,99128.63804646593
0.07999999999999999,0.01999999999999999,234417.6811380422
0.07999999999999999,0.03,440197.49004122027
0.07999999999999999,0.04000000000000001,715902.5130811218
0.07999999999999999,0.04999999999999999,1053890.4900903134
0.07999999999999999,0.06,1443015.1294457826
0.07999999999999999,0.07,1874589.1985704256
0.07999999999999999,0.07999999999999999,2347887.516441249
0.07999999999999999,0.09,2874509.9875465487
0.07999999999999999,0.1,3476265.500394056
0.09,-0.1,934103.5803852582
0.09,-0.09000000000000001,778526.7156818658
0.09,-0.08,632274.6279913037
0.09,-0.07,496248.4746363683
0.09,-0.060000000000000005,371239.62332943326
0.09,-0.05,258944.83050471646
0.09,-0.04000000000000001,162242.68364650305
0.09,-0.03,85059.87312597362
0.09,-0.020000000000000004,32700.75275296106
0.09,-0.010000000000000009,12758.71716908091
0.09,0.0,35529.947976359195
0.09,0.009999999999999995,112998.01549085534
0.09,0.01999999999999999,256087.52007429508
0.09,0.03,471116.59542572935
0.09,0.04000000000000001,757422.0963085088
0.09,0.04999999999999999,1107167.7248877108
0.09,0.06,1509018.3000949149
0.09,0.07,1954199.046541213
0.09,0.07999999999999999,2442033.007354024
0.09,0.09,2984338.86394033
0.09,0.1,3603265.447834382
0.1,-0.1,917561.1123189679
0.1,-0.09000000000000001,762680.945070017
0.1,-0.08,617401.1036820661
0.1,-0.07,482646.01760289684
0.1,-0.060000000000000005,359250.79522321775
0.1,-0.05,248960.59160356334
0.1,-0.04000000000000001,154692.66233481307
0.1,-0.03,80422.05951010765
0.1,-0.020000000000000004,31553.610692106515
0.1,-0.010000000000000009,15860.838396791576
0.1,0.0,43884.3804173108
0.1,0.009999999999999995,127846.80754141769
0.1,0.01999999999999999,278846.7363101961
0.1,0.03,503244.86576133285
0.1,0.04000000000000001,800280.1782142734
0.1,0.04999999999999999,1161922.8535320133
0.1,0.06,1576650.2573693832
0.1,0.07,2035601.8679637401
0.1,0.07999999999999999,2538149.888249568
0.1,0.09,3096331.5353291095
0.1,0.1,3732634.3557577655
