ell,cl_lcdm,cl_mcgt,delta_cls,delta_cls_rel
1337,9.851435944928353e-11,9.851435944928341e-11,-1.1632227364026952e-25,-1.1807646549247851e-15
1338,9.864545657959075e-11,9.864545657959063e-11,-1.1632227364026952e-25,-1.1791954507952068e-15
1339,9.878045993865324e-11,9.878045993865312e-11,-1.1632227364026952e-25,-1.1775838431255582e-15
1340,9.89191948167826e-11,9.891919481678248e-11,-1.1632227364026952e-25,-1.1759322733643432e-15
1341,9.906168692440076e-11,9.906168692440065e-11,-1.1632227364026952e-25,-1.174240791286355e-15
1342,9.92076623801014e-11,9.920766238010127e-11,-1.2924697071141057e-25,-1.3027922199821363e-15
1343,9.935704769826086e-11,9.935704769826073e-11,-1.2924697071141057e-25,-1.3008334456949944e-15
1344,9.950956977621188e-11,9.950956977621175e-11,-1.2924697071141057e-25,-1.2988396091157409e-15
1345,9.96652558809957e-11,9.966525588099559e-11,-1.1632227364026952e-25,-1.1671296342143842e-15
1346,9.982383363571015e-11,9.982383363571002e-11,-1.2924697071141057e-25,-1.2947506222118767e-15
1347,9.998523100547361e-11,9.998523100547348e-11,-1.2924697071141057e-25,-1.2926606200903317e-15
1348,1.0014917628302698e-10,1.0014917628302685e-10,-1.2924697071141057e-25,-1.2905445207672168e-15
1349,1.0031569807399712e-10,1.0031569807399699e-10,-1.2924697071141057e-25,-1.2884022460380281e-15
1350,1.0048452528184739e-10,1.0048452528184726e-10,-1.2924697071141057e-25,-1.2862375609467017e-15
1351,1.0065558715725088e-10,1.0065558715725075e-10,-1.2924697071141057e-25,-1.2840516295383814e-15
1352,1.008287134766228e-10,1.0082871347662266e-10,-1.4217166778255163e-25,-1.4100315562938747e-15
1353,1.0100403433217467e-10,1.0100403433217451e-10,-1.550963648536927e-25,-1.5355462371297282e-15
1354,1.0118038005118791e-10,1.0118038005118776e-10,-1.4217166778255163e-25,-1.4051307942372418e-15
1355,1.0135918117983003e-10,1.0135918117982989e-10,-1.4217166778255163e-25,-1.4026520945380632e-15
1356,1.0153946846683667e-10,1.0153946846683653e-10,-1.4217166778255163e-25,-1.4001616310310473e-15
1357,1.0172127284709201e-10,1.0172127284709187e-10,-1.4217166778255163e-25,-1.397659150375211e-15
1358,1.0190462542513999e-10,1.0190462542513985e-10,-1.4217166778255163e-25,-1.3951444028121389e-15
1359,1.0208855745865878e-10,1.0208855745865862e-10,-1.6802106192483375e-25,-1.6458363807606414e-15
1360,1.022731003419306e-10,1.0227310034193044e-10,-1.550963648536927e-25,-1.5164922578386457e-15
1361,1.0245828558933877e-10,1.0245828558933862e-10,-1.550963648536927e-25,-1.5137513180274328e-15
1362,1.02645144818923e-10,1.0264514481892285e-10,-1.550963648536927e-25,-1.5109956260210772e-15
1363,1.0283170973602321e-10,1.0283170973602305e-10,-1.550963648536927e-25,-1.5082542656524608e-15
1364,1.0301901211704093e-10,1.0301901211704077e-10,-1.6802106192483375e-25,-1.6309713952017258e-15
1365,1.0320708379334651e-10,1.0320708379334635e-10,-1.550963648536927e-25,-1.5027686003050437e-15
1366,1.0339395663535889e-10,1.0339395663535872e-10,-1.6802106192483375e-25,-1.6250568930000067e-15
1367,1.035816625368224e-10,1.0358166253682224e-10,-1.6802106192483375e-25,-1.6221120400061514e-15
1368,1.0376923339930504e-10,1.0376923339930487e-10,-1.6802106192483375e-25,-1.6191799478587939e-15
1369,1.039557011169391e-10,1.0395570111693893e-10,-1.6802106192483375e-25,-1.6162755877701017e-15
1370,1.0414309756142413e-10,1.0414309756142396e-10,-1.6802106192483375e-25,-1.6133672404523409e-15
1371,1.0432845456731039e-10,1.0432845456731023e-10,-1.550963648536927e-25,-1.4866161441472133e-15
1372,1.045138039175779e-10,1.0451380391757772e-10,-1.809457589959748e-25,-1.7313096664118454e-15
1373,1.0469817732952497e-10,1.0469817732952479e-10,-1.809457589959748e-25,-1.728260831384578e-15
1374,1.0488160644097768e-10,1.048816064409775e-10,-1.809457589959748e-25,-1.7252382484988193e-15
1375,1.050631227968289e-10,1.0506312279682872e-10,-1.809457589959748e-25,-1.7222575741051193e-15
1376,1.0524375783591446e-10,1.0524375783591428e-10,-1.809457589959748e-25,-1.7193015787034831e-15
1377,1.0542354287823031e-10,1.0542354287823013e-10,-1.809457589959748e-25,-1.7163695513911594e-15
1378,1.0560150911249381e-10,1.0560150911249364e-10,-1.6802106192483375e-25,-1.591085803005395e-15
1379,1.057776875840487e-10,1.0577768758404852e-10,-1.809457589959748e-25,-1.7106231297805517e-15
1380,1.0595110918311235e-10,1.0595110918311216e-10,-1.809457589959748e-25,-1.7078231685451382e-15
1381,1.0612380463336084e-10,1.0612380463336066e-10,-1.809457589959748e-25,-1.7050440249584975e-15
1382,1.0629380448084626e-10,1.0629380448084608e-10,-1.809457589959748e-25,-1.7023170812234926e-15
1383,1.0646113908323785e-10,1.0646113908323765e-10,-1.9387045606711586e-25,-1.82104435230151e-15
1384,1.0662583859937776e-10,1.0662583859937758e-10,-1.809457589959748e-25,-1.6970160457620144e-15
1385,1.0678893297913961e-10,1.0678893297913943e-10,-1.809457589959748e-25,-1.6944242624029323e-15
1386,1.0694945195357724e-10,1.0694945195357706e-10,-1.809457589959748e-25,-1.6918811241269063e-15
1387,1.0710642502534906e-10,1.0710642502534886e-10,-1.9387045606711586e-25,-1.810073074712672e-15
1388,1.072608814594026e-10,1.0726088145940242e-10,-1.809457589959748e-25,-1.686968786140932e-15
1389,1.0741185027390253e-10,1.0741185027390234e-10,-1.9387045606711586e-25,-1.8049261377840714e-15
1390,1.0756036023138447e-10,1.0756036023138429e-10,-1.809457589959748e-25,-1.6822717830874054e-15
1391,1.0770543983011631e-10,1.0770543983011613e-10,-1.809457589959748e-25,-1.6800057571964832e-15
1392,1.0784711729564812e-10,1.0784711729564794e-10,-1.809457589959748e-25,-1.6777987537667489e-15
1393,1.0798642057253118e-10,1.07986420572531e-10,-1.809457589959748e-25,-1.6756343810325584e-15
1394,1.0812137731618681e-10,1.0812137731618663e-10,-1.809457589959748e-25,-1.673542859769744e-15
1395,1.0825201488490509e-10,1.0825201488490491e-10,-1.809457589959748e-25,-1.6715232431318589e-15
1396,1.0837936033195425e-10,1.0837936033195407e-10,-1.809457589959748e-25,-1.669559207968727e-15
1397,1.0850344039778146e-10,1.0850344039778128e-10,-1.809457589959748e-25,-1.6676499688177127e-15
1398,1.0862228150228647e-10,1.086222815022863e-10,-1.6802106192483375e-25,-1.5468379010368785e-15
1399,1.087379097371498e-10,1.0873790973714963e-10,-1.6802106192483375e-25,-1.545193045654345e-15
1400,1.0884835085819868e-10,1.0884835085819851e-10,-1.6802106192483375e-25,-1.5436252419085508e-15
1401,1.0895563028801316e-10,1.08955630288013e-10,-1.6802106192483375e-25,-1.5421053641806953e-15
1402,1.0905777313897655e-10,1.0905777313897638e-10,-1.6802106192483375e-25,-1.5406610376201061e-15
1403,1.0915580417500391e-10,1.0915580417500374e-10,-1.6802106192483375e-25,-1.5392773952308958e-15
1404,1.0924974779368833e-10,1.0924974779368816e-10,-1.6802106192483375e-25,-1.5379537739723809e-15
1405,1.0933862801863495e-10,1.093386280186348e-10,-1.4217166778255163e-25,-1.300287650932668e-15
1406,1.0942246849175443e-10,1.0942246849175427e-10,-1.550963648536927e-25,-1.4174087551806605e-15
1407,1.0950129246550762e-10,1.0950129246550746e-10,-1.550963648536927e-25,-1.4163884403697545e-15
1408,1.0957612279509599e-10,1.0957612279509584e-10,-1.550963648536927e-25,-1.4154211784233156e-15
1409,1.0964498193059307e-10,1.0964498193059294e-10,-1.2924697071141057e-25,-1.178776889153266e-15
1410,1.0970989190901493e-10,1.0970989190901479e-10,-1.4217166778255163e-25,-1.2958874109588773e-15
1411,1.0976887434632883e-10,1.0976887434632872e-10,-1.1632227364026952e-25,-1.0597017991936788e-15
1412,1.0982295042940198e-10,1.0982295042940185e-10,-1.2924697071141057e-25,-1.1768666768290388e-15
1413,1.0987114090789302e-10,1.0987114090789292e-10,-1.0339757656912846e-25,-9.410803939481118e-16
1414,1.099144660860923e-10,1.0991446608609219e-10,-1.1632227364026952e-25,-1.0582981274653893e-15
1415,1.0995194581471725e-10,1.0995194581471713e-10,-1.1632227364026952e-25,-1.0579373814474103e-15
1416,1.0998459948267232e-10,1.0998459948267221e-10,-1.1632227364026952e-25,-1.0576232871457214e-15
1417,1.1001144600878393e-10,1.1001144600878384e-10,-9.04728794979874e-26,-8.223951486899239e-16
1418,1.1003350383352296e-10,1.1003350383352286e-10,-1.0339757656912846e-25,-9.39691757208473e-16
1419,1.1004979091072872e-10,1.1004979091072863e-10,-9.04728794979874e-26,-8.221085996553877e-16
1420,1.1006032469934994e-10,1.1006032469934985e-10,-9.04728794979874e-26,-8.220299162766487e-16
1421,1.1006512215522008e-10,1.1006512215522e-10,-7.754818242684634e-26,-7.04566359518354e-16
1422,1.1006419972288488e-10,1.100641997228848e-10,-7.754818242684634e-26,-7.045722643883658e-16
1423,1.1005857332750191e-10,1.1005857332750182e-10,-9.04728794979874e-26,-8.220429973116837e-16
1424,1.1004625836683259e-10,1.1004625836683252e-10,-6.462348535570529e-26,-5.872392784158711e-16
1425,1.1002826970334832e-10,1.1002826970334826e-10,-6.462348535570529e-26,-5.873352869216183e-16
1426,1.1000462165647281e-10,1.1000462165647275e-10,-6.462348535570529e-26,-5.874615482748925e-16
1427,1.0997432799498345e-10,1.0997432799498338e-10,-6.462348535570529e-26,-5.87623371143974e-16
1428,1.0993840192959538e-10,1.099384019295953e-10,-7.754818242684634e-26,-7.05378476180764e-16
1429,1.0989685610575136e-10,1.098968561057513e-10,-5.169878828456423e-26,-4.70430093421559e-16
1430,1.0984970259664178e-10,1.0984970259664173e-10,-5.169878828456423e-26,-4.706320277843402e-16
1431,1.0979595289647808e-10,1.0979595289647804e-10,-3.877409121342317e-26,-3.531468163492475e-16
1432,1.0973661791404323e-10,1.0973661791404319e-10,-3.877409121342317e-26,-3.533377640979873e-16
1433,1.0967070796654264e-10,1.0967070796654261e-10,-2.5849394142282115e-26,-2.357000754492076e-16
1434,1.0959923277377775e-10,1.0959923277377773e-10,-2.5849394142282115e-26,-2.358537873676314e-16
1435,1.0952120145266459e-10,1.0952120145266456e-10,-2.5849394142282115e-26,-2.3602182773217937e-16
1436,1.0943762251211822e-10,1.094376225121182e-10,-1.2924697071141057e-26,-1.1810104034113025e-16
1437,1.093475038483232e-10,1.0934750384832318e-10,-1.2924697071141057e-26,-1.1819837322550142e-16
1438,1.0925085274040916e-10,1.0925085274040914e-10,-1.2924697071141057e-26,-1.1830293994914086e-16
1439,1.0914867584654915e-10,1.0914867584654913e-10,-1.2924697071141057e-26,-1.1841368638600562e-16
1440,1.0904097920049706e-10,1.0904097920049706e-10,0.0,0.0
1441,1.0892676820857912e-10,1.0892676820857914e-10,1.2924697071141057e-26,1.1865492095012053e-16
1442,1.0880604764715252e-10,1.0880604764715253e-10,1.2924697071141057e-26,1.187865688592476e-16
1443,1.086788216605429e-10,1.086788216605429e-10,0.0,0.0
1444,1.0854609375947029e-10,1.085460937594703e-10,1.2924697071141057e-26,1.1907104736335498e-16
1445,1.0840686681997156e-10,1.0840686681997156e-10,0.0,0.0
1446,1.082611430828253e-10,1.0826114308282531e-10,1.2924697071141057e-26,1.193844504417712e-16
1447,1.0810992415348324e-10,1.0810992415348327e-10,2.5849394142282115e-26,2.391028792655874e-16
1448,1.0795221100251033e-10,1.0795221100251035e-10,2.5849394142282115e-26,2.39452197432816e-16
1449,1.077880039665333e-10,1.077880039665333e-10,0.0,0.0
1450,1.076183027496961e-10,1.0761830274969612e-10,2.5849394142282115e-26,2.401951478681456e-16
1451,1.0744310637000111e-10,1.0744310637000113e-10,2.5849394142282115e-26,2.4058680929481625e-16
1452,1.0726141299491251e-10,1.0726141299491254e-10,2.5849394142282115e-26,2.4099434662032814e-16
1453,1.0707322011115244e-10,1.0707322011115246e-10,1.2924697071141057e-26,1.2070896025844709e-16
1454,1.0687952458374208e-10,1.0687952458374211e-10,3.877409121342317e-26,3.6278315574881657e-16
1455,1.0668032265989343e-10,1.0668032265989347e-10,3.877409121342317e-26,3.6346057310904937e-16
1456,1.0647560997335592e-10,1.0647560997335596e-10,3.877409121342317e-26,3.641593715511549e-16
1457,1.0626538154920274e-10,1.0626538154920277e-10,2.5849394142282115e-26,2.432532002937701e-16
1458,1.0604863180904057e-10,1.060486318090406e-10,2.5849394142282115e-26,2.437503784945434e-16
1459,1.058263545766249e-10,1.0582635457662494e-10,3.877409121342317e-26,3.663935261546622e-16
1460,1.0559854308386156e-10,1.0559854308386158e-10,2.5849394142282115e-26,2.447893066266426e-16
1461,1.0536518997717409e-10,1.0536518997717414e-10,5.169878828456423e-26,4.906628868202492e-16
1462,1.051262873242157e-10,1.0512628732421573e-10,2.5849394142282115e-26,2.4588896650141414e-16
1463,1.048818266209029e-10,1.0488182662090292e-10,2.5849394142282115e-26,2.4646208952591164e-16
1464,1.0463179879874837e-10,1.0463179879874841e-10,3.877409121342317e-26,3.7057655185688157e-16
1465,1.0437619423246863e-10,1.0437619423246867e-10,3.877409121342317e-26,3.714840486238153e-16
1466,1.0411600274784266e-10,1.041160027478427e-10,3.877409121342317e-26,3.724124072197594e-16
1467,1.0385021362979672e-10,1.0385021362979675e-10,3.877409121342317e-26,3.7336554117880127e-16
1468,1.0357981563069091e-10,1.0357981563069094e-10,2.5849394142282115e-26,2.4956014822855977e-16
1469,1.0330379697878258e-10,1.0330379697878262e-10,3.877409121342317e-26,3.753404264645464e-16
1470,1.0302214538684236e-10,1.0302214538684239e-10,2.5849394142282115e-26,2.509110448556385e-16
1471,1.0273684806089832e-10,1.0273684806089833e-10,1.2924697071141057e-26,1.2580390887094192e-16
1472,1.024458917090851e-10,1.0244589170908513e-10,2.5849394142282115e-26,2.523224085518867e-16
1473,1.0214926255057477e-10,1.021492625505748e-10,3.877409121342317e-26,3.7958268366573734e-16
1474,1.0184894632456718e-10,1.0184894632456719e-10,1.2924697071141057e-26,1.2690064588349568e-16
1475,1.0154292829931868e-10,1.0154292829931872e-10,3.877409121342317e-26,3.8184925196492814e-16
1476,1.0123319328118934e-10,1.0123319328118936e-10,1.2924697071141057e-26,1.2767252175124917e-16
1477,1.0091872562368889e-10,1.0091872562368891e-10,2.5849394142282115e-26,2.5614071107745366e-16
1478,1.005995092365049e-10,1.0059950923650492e-10,2.5849394142282115e-26,2.5695348156730424e-16
1479,1.0027652759449589e-10,1.0027652759449591e-10,2.5849394142282115e-26,2.5778110553262687e-16
1480,9.99487637466355e-11,9.994876374663552e-11,2.5849394142282115e-26,2.586264519269981e-16
1481,9.96172003248941e-11,9.961720032489411e-11,1.2924697071141057e-26,1.2974362890131543e-16
1482,9.928081955304673e-11,9.928081955304676e-11,2.5849394142282115e-26,2.603664459928287e-16
1483,9.894060325539773e-11,9.894060325539774e-11,1.2924697071141057e-26,1.3063086989451873e-16
1484,9.859753286541375e-11,9.859753286541376e-11,1.2924697071141057e-26,1.3108540036983835e-16
1485,9.824958943425982e-11,9.824958943425983e-11,1.2924697071141057e-26,1.3154962932225945e-16
1486,9.789875363923352e-11,9.789875363923354e-11,1.2924697071141057e-26,1.3202105839641053e-16
1487,9.75430057920953e-11,9.754300579209532e-11,2.5849394142282115e-26,2.6500510141524574e-16
1488,9.718432584729443e-11,9.718432584729443e-11,0.0,0.0
1489,9.682269341009153e-11,9.682269341009156e-11,2.5849394142282115e-26,2.6697660674236016e-16
1490,9.645658774458126e-11,9.645658774458126e-11,0.0,0.0
1491,9.608748778161929e-11,9.60874877816193e-11,1.2924697071141057e-26,1.345096783102018e-16
1492,9.571517212666088e-11,9.571517212666089e-11,1.2924697071141057e-26,1.3503289796143991e-16
1493,9.533971906751835e-11,9.533971906751836e-11,1.2924697071141057e-26,1.355646649429285e-16
1494,9.496110658204748e-11,9.496110658204747e-11,-1.2924697071141057e-26,-1.361051649074242e-16
1495,9.457951234577379e-11,9.457951234577379e-11,0.0,0.0
1496,9.419501373947093e-11,9.419501373947092e-11,-1.2924697071141057e-26,-1.3721211514325803e-16
1497,9.380778785670461e-11,9.380778785670462e-11,1.2924697071141057e-26,1.3777850822880593e-16
1498,9.341781151135695e-11,9.341781151135694e-11,-1.2924697071141057e-26,-1.3835367005541316e-16
1499,9.302526124514628e-11,9.302526124514628e-11,0.0,0.0
1500,9.263021333515909e-11,9.263021333515909e-11,0.0,0.0
1501,9.22327437427698e-11,9.22327437427698e-11,0.0,0.0
1502,9.183312794532517e-11,9.183312794532515e-11,-2.5849394142282115e-26,-2.8148223544854215e-16
1503,9.143124111973756e-11,9.143124111973756e-11,0.0,0.0
1504,9.102725820887825e-11,9.102725820887824e-11,-1.2924697071141057e-26,-1.419871072188403e-16
1505,9.062135392942945e-11,9.062135392942943e-11,-1.2924697071141057e-26,-1.4262308507557773e-16
1506,9.021350277985324e-11,9.021350277985323e-11,-1.2924697071141057e-26,-1.43267877566854e-16
1507,8.98037790484952e-11,8.980377904849519e-11,-1.2924697071141057e-26,-1.4392152766935959e-16
1508,8.939235682183896e-11,8.939235682183894e-11,-1.2924697071141057e-26,-1.4458391668652701e-16
1509,8.897930999292818e-11,8.897930999292816e-11,-1.2924697071141057e-26,-1.4525508314425315e-16
1510,8.856471226997094e-11,8.856471226997094e-11,0.0,0.0
1511,8.814863718514116e-11,8.814863718514115e-11,-1.2924697071141057e-26,-1.466239012180635e-16
1512,8.773145810358988e-11,8.773145810358988e-11,0.0,0.0
1513,8.731304823267861e-11,8.731304823267861e-11,0.0,0.0
1514,8.689368063144515e-11,8.689368063144514e-11,-1.2924697071141057e-26,-1.4874150775083935e-16
1515,8.647352822031093e-11,8.647352822031092e-11,-1.2924697071141057e-26,-1.4946420409969233e-16
1516,8.605256379103753e-11,8.605256379103751e-11,-1.2924697071141057e-26,-1.5019537480052604e-16
1517,8.563096001693777e-11,8.563096001693776e-11,-1.2924697071141057e-26,-1.509348612766289e-16
1518,8.520888946334561e-11,8.520888946334561e-11,0.0,0.0
1519,8.478632459834692e-11,8.478632459834691e-11,-1.2924697071141057e-26,-1.5243846377783722e-16
1520,8.436343780377118e-11,8.436343780377116e-11,-1.2924697071141057e-26,-1.5320258879449437e-16
1521,8.394030138644262e-11,8.394030138644262e-11,0.0,0.0
1522,8.351698758968696e-11,8.351698758968696e-11,0.0,0.0
1523,8.309356860508788e-11,8.309356860508786e-11,-1.2924697071141057e-26,-1.5554389212199112e-16
1524,8.267021658448566e-11,8.267021658448566e-11,0.0,0.0
1525,8.224700365220867e-11,8.224700365220866e-11,-1.2924697071141057e-26,-1.5714489886822735e-16
1526,8.182410191752524e-11,8.182410191752524e-11,0.0,0.0
1527,8.140148348730353e-11,8.140148348730352e-11,-1.2924697071141057e-26,-1.587771686391559e-16
1528,8.097932047886289e-11,8.097932047886288e-11,-1.2924697071141057e-26,-1.596049089410999e-16
1529,8.055778503300078e-11,8.055778503300078e-11,0.0,0.0
1530,8.01368493271757e-11,8.01368493271757e-11,0.0,0.0
1531,7.971668558882612e-11,7.971668558882612e-11,0.0,0.0
1532,7.929726610880373e-11,7.929726610880372e-11,-1.2924697071141057e-26,-1.629904498019779e-16
1533,7.88788632548979e-11,7.887886325489792e-11,1.2924697071141057e-26,1.6385501182204867e-16
1534,7.846144948542714e-11,7.846144948542713e-11,-1.2924697071141057e-26,-1.6472671810048064e-16
1535,7.804509736287204e-11,7.804509736287202e-11,-1.2924697071141057e-26,-1.6560549615368476e-16
1536,7.762997956752412e-11,7.762997956752412e-11,0.0,0.0
1537,7.721596891112322e-11,7.72159689111232e-11,-1.2924697071141057e-26,-1.6738373232119362e-16
1538,7.680343835045606e-11,7.680343835045606e-11,0.0,0.0
1539,7.639236100088881e-11,7.63923610008888e-11,-1.2924697071141057e-26,-1.6918834425068602e-16
1540,7.598281014980482e-11,7.598281014980484e-11,1.2924697071141057e-26,1.701002772292735e-16
1541,7.557485926992047e-11,7.557485926992047e-11,0.0,0.0
1542,7.516878203245061e-11,7.516878203245061e-11,0.0,0.0
1543,7.476445232009687e-11,7.476445232009685e-11,-1.2924697071141057e-26,-1.7287222296239396e-16
1544,7.436214423983144e-11,7.436214423983145e-11,1.2924697071141057e-26,1.7380748233209304e-16
1545,7.396173213545067e-11,7.396173213545067e-11,0.0,0.0
1546,7.356349059987278e-11,7.356349059987278e-11,0.0,0.0
1547,7.316749448715597e-11,7.316749448715597e-11,0.0,0.0
1548,7.277361892421385e-11,7.277361892421385e-11,0.0,0.0
1549,7.238213932220642e-11,7.238213932220642e-11,0.0,0.0
1550,7.199303138758698e-11,7.199303138758698e-11,0.0,0.0
1551,7.160637112477056e-11,7.160637112477057e-11,1.2924697071141057e-26,1.8049646795562944e-16
1552,7.122223482239105e-11,7.122223482239105e-11,0.0,0.0
1553,7.084079908726037e-11,7.084079908726038e-11,1.2924697071141057e-26,1.824470818746787e-16
1554,7.046194086188887e-11,7.046194086188888e-11,1.2924697071141057e-26,1.8342805936150006e-16
1555,7.008583743357289e-11,7.00858374335729e-11,1.2924697071141057e-26,1.8441239406450754e-16
1556,6.971256644305668e-11,6.971256644305668e-11,0.0,0.0
1557,6.934220589276221e-11,6.934220589276221e-11,0.0,0.0
1558,6.897483415458307e-11,6.897483415458308e-11,1.2924697071141057e-26,1.8738279300787951e-16
1559,6.861052997724053e-11,6.861052997724054e-11,1.2924697071141057e-26,1.8837774719752835e-16
1560,6.824927249320195e-11,6.824927249320196e-11,1.2924697071141057e-26,1.8937486948931856e-16
1561,6.789114122516447e-11,6.789114122516449e-11,1.2924697071141057e-26,1.9037383726214932e-16
1562,6.75363160921086e-11,6.753631609210859e-11,-1.2924697071141057e-26,-1.9137403132136882e-16
1563,6.718467741492854e-11,6.718467741492855e-11,1.2924697071141057e-26,1.9237566612575815e-16
1564,6.683650592164866e-11,6.683650592164867e-11,1.2924697071141057e-26,1.93377808922155e-16
1565,6.649168275223665e-11,6.649168275223666e-11,1.2924697071141057e-26,1.943806583945463e-16
1566,6.61503894630266e-11,6.61503894630266e-11,0.0,0.0
1567,6.581250803076651e-11,6.581250803076651e-11,0.0,0.0
1568,6.547822085630678e-11,6.547822085630678e-11,0.0,0.0
1569,6.514761076794731e-11,6.514761076794733e-11,1.2924697071141057e-26,1.9839096044793128e-16
1570,6.482056102446276e-11,6.482056102446276e-11,0.0,0.0
1571,6.4497355317826e-11,6.449735531782602e-11,1.2924697071141057e-26,2.0039111692954772e-16
1572,6.417777777565183e-11,6.417777777565183e-11,0.0,0.0
1573,6.38620129633827e-11,6.38620129633827e-11,0.0,0.0
1574,6.355014588624008e-11,6.355014588624008e-11,0.0,0.0
1575,6.324216199096456e-11,6.324216199096458e-11,1.2924697071141057e-26,2.0436836224839395e-16
1576,6.293804716736867e-11,6.293804716736867e-11,0.0,0.0
1577,6.26379877497263e-11,6.263798774972631e-11,1.2924697071141057e-26,2.063395957542958e-16
1578,6.234197051802262e-11,6.234197051802264e-11,1.2924697071141057e-26,2.0731935426078036e-16
1579,6.205008269908785e-11,6.205008269908787e-11,2.5849394142282115e-26,4.165891972721272e-16
1580,6.17622119676379e-11,6.176221196763793e-11,2.5849394142282115e-26,4.185308997000731e-16
1581,6.147854644724432e-11,6.147854644724432e-11,0.0,0.0
1582,6.119907471125483e-11,6.119907471125483e-11,0.0,0.0
1583,6.092378578368478e-11,6.09237857836848e-11,1.2924697071141057e-26,2.121453370778914e-16
1584,6.06526691400989e-11,6.065266914009892e-11,2.5849394142282115e-26,4.2618724796057617e-16
1585,6.03857147085007e-11,6.038571470850071e-11,1.2924697071141057e-26,2.1403567273373025e-16
1586,6.012311287024598e-11,6.0123112870246e-11,1.2924697071141057e-26,2.1497052388212745e-16
1587,5.986475446099493e-11,5.986475446099495e-11,1.2924697071141057e-26,2.1589827248956954e-16
1588,5.961063077171529e-11,5.96106307717153e-11,1.2924697071141057e-26,2.1681865975613382e-16
1589,5.936083354974754e-11,5.936083354974756e-11,1.2924697071141057e-26,2.1773105763936877e-16
1590,5.91153549999408e-11,5.911535499994083e-11,2.5849394142282115e-26,4.372703867262237e-16
1591,5.887418778586596e-11,5.887418778586597e-11,1.2924697071141057e-26,2.1953079196863103e-16
1592,5.863742503111057e-11,5.863742503111058e-11,1.2924697071141057e-26,2.2041720052140339e-16
1593,5.84049603206579e-11,5.840496032065792e-11,1.2924697071141057e-26,2.212945099214386e-16
1594,5.817688770234983e-11,5.817688770234985e-11,1.9387045606711586e-26,3.3324308625620277e-16
1595,5.7953201688431725e-11,5.795320168843174e-11,1.2924697071141057e-26,2.230195518899348e-16
1596,5.773379725717449e-11,5.77337972571745e-11,1.2924697071141057e-26,2.238670879999137e-16
1597,5.751886985456738e-11,5.751886985456739e-11,1.2924697071141057e-26,2.2470359907662113e-16
1598,5.7308315396072557e-11,5.7308315396072576e-11,1.9387045606711586e-26,3.3829376195623116e-16
1599,5.710203026843054e-11,5.710203026843056e-11,1.9387045606711586e-26,3.3951587212530196e-16
1600,5.690031133150348e-11,5.690031133150349e-11,1.2924697071141057e-26,2.2714633309897476e-16
1601,5.6702855950718766e-11,5.6702855950718785e-11,1.9387045606711586e-26,3.4190598130649955e-16
1602,5.650976209067347e-11,5.650976209067348e-11,1.2924697071141057e-26,2.287161827084419e-16
1603,5.6321028225263134e-11,5.6321028225263154e-11,1.9387045606711586e-26,3.442239287459495e-16
1604,5.6136653308933185e-11,5.61366533089332e-11,1.2924697071141057e-26,2.3023633062009263e-16
1605,5.5956636778454366e-11,5.5956636778454385e-11,1.9387045606711586e-26,3.464655262157644e-16
1606,5.5780878554622626e-11,5.5780878554622646e-11,1.9387045606711586e-26,3.4755719359506144e-16
1607,5.560947904385987e-11,5.560947904385989e-11,1.9387045606711586e-26,3.4862843421749716e-16
1608,5.544233913969124e-11,5.544233913969126e-11,1.9387045606711586e-26,3.496794310547474e-16
1609,5.5279460224074265e-11,5.5279460224074284e-11,1.9387045606711586e-26,3.5070974875888e-16
1610,5.512084416855416e-11,5.512084416855418e-11,1.9387045606711586e-26,3.5171895313192035e-16
1611,5.496649333522013e-11,5.496649333522014e-11,1.2924697071141057e-26,2.351377409564433e-16
1612,5.481641057743686e-11,5.481641057743687e-11,1.2924697071141057e-26,2.357815284691594e-16
1613,5.467049924032605e-11,5.4670499240326064e-11,1.2924697071141057e-26,2.364108111456122e-16
1614,5.452876316097304e-11,5.452876316097305e-11,1.2924697071141057e-26,2.370253114486821e-16
1615,5.4391206668334344e-11,5.439120666833436e-11,1.2924697071141057e-26,2.3762475338988207e-16
1616,5.425783458282277e-11,5.425783458282279e-11,1.9387045606711586e-26,3.573132941219375e-16
1617,5.412855221554776e-11,5.4128552215547773e-11,1.2924697071141057e-26,2.387778084230488e-16
1618,5.4003365367189925e-11,5.4003365367189944e-11,1.9387045606711586e-26,3.5899698981519964e-16
1619,5.388218032649035e-11,5.388218032649037e-11,1.9387045606711586e-26,3.5980440081004374e-16
1620,5.376500386833645e-11,5.376500386833647e-11,1.9387045606711586e-26,3.6058856527171384e-16
1621,5.3651843251428495e-11,5.3651843251428515e-11,1.9387045606711586e-26,3.61349106234023e-16
1622,5.3542606215512333e-11,5.3542606215512346e-11,1.2924697071141057e-26,2.41390884469059e-16
1623,5.34373009781664e-11,5.343730097816642e-11,1.9387045606711586e-26,3.6279986548408974e-16
1624,5.3335836231132946e-11,5.3335836231132966e-11,1.9387045606711586e-26,3.6349004678012474e-16
1625,5.3238221136185913e-11,5.323822113618593e-11,1.9387045606711586e-26,3.6415652501083004e-16
1626,5.3144465320530267e-11,5.314446532053028e-11,1.2924697071141057e-26,2.431993057637953e-16
1627,5.305437887173e-11,5.305437887173002e-11,1.9387045606711586e-26,3.6541838805772853e-16
1628,5.296807233216455e-11,5.2968072332164564e-11,1.2924697071141057e-26,2.440092021867409e-16
