alpha,q0star,chi2
0.01999999999999999,-0.04000000000000001,253190.8551603945
0.01999999999999999,-0.03,153206.70720984487
0.01999999999999999,-0.020000000000000004,73267.52451587544
0.01999999999999999,-0.010000000000000009,19464.248863456785
0.01999999999999999,0.0,17.89548815488245
0.01999999999999999,0.009999999999999995,24842.342165687893
0.01999999999999999,0.01999999999999999,103334.31567068807
0.01999999999999999,0.03,241412.96977538895
0.01999999999999999,0.04000000000000001,439256.9245860211
0.01999999999999999,0.04999999999999999,690738.6720326201
0.01999999999999999,0.06,986216.9528010284
0.01999999999999999,0.07,1317737.1254983763
0.01999999999999999,0.07999999999999999,1684230.2185806695
0.01999999999999999,0.09,2095597.6229503271
0.01999999999999999,0.1,2570981.0863069044
0.03,-0.1,1089502.0355382655
0.03,-0.09000000000000001,929434.6171607762
0.03,-0.08,776461.1816142587
0.03,-0.07,631299.9387366582
0.03,-0.060000000000000005,494378.50689202297
0.03,-0.05,366982.9309481627
0.03,-0.04000000000000001,251664.0665923687
0.03,-0.03,151957.01105440102
0.03,-0.020000000000000004,72355.07409937853
0.03,-0.010000000000000009,18968.175897515353
0.03,0.0,44.363657811115985
0.03,0.009999999999999995,25525.287814498985
0.03,0.01999999999999999,104828.8546193012
0.03,0.03,243879.99620158228
0.03,0.04000000000000001,442845.51303099276
0.03,0.04999999999999999,695572.9503715007
0.03,0.06,992395.1570257641
0.03,0.07,1325343.4062072365
0.03,0.07999999999999999,1693353.1166991275
0.03,0.09,2106353.6955188634
0.03,0.1,2583531.63162336
0.04000000000000001,-0.1,1087210.3100448055
0.04000000000000001,-0.09000000000000001,927185.5155803221
0.04000000000000001,-0.08,774284.6928174819
0.04000000000000001,-0.07,629228.3346461075
0.04000000000000001,-0.060000000000000005,492448.275116743
0.04000000000000001,-0.05,365235.37608755514
0.04000000000000001,-0.04000000000000001,250144.4623651798
0.04000000000000001,-0.03,150715.47081185214
0.04000000000000001,-0.020000000000000004,71451.85770304887
0.04000000000000001,-0.010000000000000009,18482.55283059135
0.04000000000000001,0.0,82.6717078147265
0.04000000000000001,0.009999999999999995,26221.663369414135
0.04000000000000001,0.01999999999999999,106338.62787838148
0.04000000000000001,0.03,246364.2702270613
0.04000000000000001,0.04000000000000001,446453.5533969007
0.04000000000000001,0.04999999999999999,700429.0542984814
0.04000000000000001,0.06,998597.7178896473
0.04000000000000001,0.07,1332976.7357566573
0.04000000000000001,0.07999999999999999,1702505.9305729526
0.04000000000000001,0.09,2117142.7496224903
0.04000000000000001,0.1,2596118.4519543056
0.04999999999999999,-0.1,1084921.6059203816
0.04999999999999999,-0.09000000000000001,924939.9563692404
0.04999999999999999,-0.08,772112.3290028718
0.04999999999999999,-0.07,627161.5063097201
0.04999999999999999,-0.060000000000000005,490523.5446391338
0.04999999999999999,-0.05,363494.12687470263
0.04999999999999999,-0.04000000000000001,248632.04878576042
0.04999999999999999,-0.03,149482.09354500117
0.04999999999999999,-0.020000000000000004,70557.88322117044
0.04999999999999999,-0.010000000000000009,18007.388484063325
0.04999999999999999,0.0,132.82948849507176
0.04999999999999999,0.009999999999999995,26931.47979248103
0.04999999999999999,0.01999999999999999,107863.64757843628
0.04999999999999999,0.03,248865.80518878545
0.04999999999999999,0.04000000000000001,450081.0602742505
0.04999999999999999,0.04999999999999999,705306.9997452854
0.04999999999999999,0.06,1004824.652808775
0.04999999999999999,0.07,1340637.1332395372
0.04999999999999999,0.07999999999999999,1711688.6811765477
0.04999999999999999,0.09,2127964.8082970516
0.04999999999999999,0.1,2608741.572516532
0.06,-0.1,1082635.9261259031
0.06,-0.09000000000000001,922697.9429053079
0.06,-0.08,769944.0940131764
0.06,-0.07,625099.4580963366
0.06,-0.060000000000000005,488604.3204197112
0.06,-0.05,361759.1889199669
0.06,-0.04000000000000001,247126.83216565452
0.06,-0.03,148256.8863215567
0.06,-0.020000000000000004,69673.15855324747
0.06,-0.010000000000000009,17542.691685123453
0.06,0.0,194.8468564490201
0.06,0.009999999999999995,27654.748052590854
0.06,0.01999999999999999,109403.92585727636
0.06,0.03,251384.61443134848
0.06,0.04000000000000001,453728.0482625522
0.06,0.04999999999999999,710206.8026530546
0.06,0.06,1011075.9792099562
0.06,0.07,1348324.6177594513
0.06,0.07999999999999999,1720901.3894963493
0.06,0.09,2138819.8945897776
0.06,0.1,2621401.018540492
0.07,-0.1,1080353.273625337
0.07,-0.09000000000000001,920459.478569289
0.07,-0.08,767779.9916938886
0.07,-0.07,623042.1943782775
0.07,-0.060000000000000005,486690.60742259707
0.07,-0.05,360030.5678379874
0.07,-0.04000000000000001,245628.81882082112
0.07,-0.03,147039.85621432375
0.07,-0.020000000000000004,68797.69160426769
0.07,-0.010000000000000009,17088.471266729965
0.07,0.0,268.7336745309228
0.07,0.009999999999999995,28391.47912540798
0.07,0.01999999999999999,110959.47486028935
0.07,0.03,253920.71130804854
0.07,0.04000000000000001,457394.5319700061
0.07,0.04999999999999999,715128.4789724397
0.07,0.06,1017351.7145301513
0.07,0.07,1356039.208431218
0.07,0.07999999999999999,1730144.076530328
0.07,0.09,2149708.0315613854
0.07,0.1,2634096.815269811
0.07999999999999999,-0.1,1078073.65138428
0.07999999999999999,-0.09000000000000001,918224.5667443975
0.07999999999999999,-0.08,765620.02589393
0.07999999999999999,-0.07,620989.7195309664
0.07999999999999999,-0.060000000000000005,484782.4106156333
0.07999999999999999,-0.05,358308.2692473059
0.07999999999999999,-0.04000000000000001,244138.01507187376
0.07999999999999999,-0.03,145831.01030095815
0.07999999999999999,-0.020000000000000004,67931.49028451253
0.07999999999999999,-0.010000000000000009,16644.736067656162
0.07999999999999999,0.0,354.49981187631886
0.07999999999999999,0.009999999999999995,29141.683993387065
0.07999999999999999,0.01999999999999999,112530.30674013225
0.07999999999999999,0.03,256474.10917979153
0.07999999999999999,0.04000000000000001,461080.5260137991
0.07999999999999999,0.04999999999999999,720072.0446636576
0.07999999999999999,0.06,1023651.8762164016
0.07999999999999999,0.07,1363780.924380581
0.07999999999999999,0.07999999999999999,1739416.7632881766
0.07999999999999999,0.09,2160629.2422848335
0.07999999999999999,0.1,2646828.9879620597
0.09,-0.1,1075797.0623716316
0.09,-0.09000000000000001,915993.2108169365
0.09,-0.08,763464.2004650149
0.09,-0.07,618942.0379336
0.09,-0.060000000000000005,482879.73497058684
0.09,-0.05,356592.2987708294
0.09,-0.04000000000000001,242654.42724390843
0.09,-0.03,144630.35566409724
0.09,-0.020000000000000004,67074.5625096377
0.09,-0.010000000000000009,16211.494932479054
0.09,0.0,452.1551438826656
0.09,0.009999999999999995,29905.37364586805
0.09,0.01999999999999999,114116.43365705086
0.09,0.03,259044.82141589222
0.09,0.04000000000000001,464786.04501981597
0.09,0.04999999999999999,725037.5156966547
0.09,0.06,1029976.4817262037
0.09,0.07,1371549.7847442487
0.09,0.07999999999999999,1748719.4707917366
0.09,0.09,2171583.549845647
0.09,0.1,2659597.561887989
0.1,-0.1,1073523.5095583408
0.1,-0.09000000000000001,913765.4141760231
0.1,-0.08,761312.5192621895
0.1,-0.07,616899.1539684641
0.1,-0.060000000000000005,480982.58546252945
0.1,-0.05,354882.6620353643
0.1,-0.04000000000000001,241178.06166658914
0.1,-0.03,143437.8993913267
0.1,-0.020000000000000004,66226.91620070003
0.1,-0.010000000000000009,15788.756711551543
0.1,0.0,561.7095522308935
0.1,0.009999999999999995,30682.559078954684
0.1,0.01999999999999999,115717.86777863679
0.1,0.03,261632.86139366822
0.1,0.04000000000000001,468511.10362271813
0.1,0.04999999999999999,730024.9080506599
0.1,0.06,1036325.5485272334
0.1,0.07,1379345.8086700696
0.1,0.07999999999999999,1758052.2200744867
0.1,0.09,2182570.977341991
0.1,0.1,2672402.5623321156
