ell,delta_Cl
1864,-1.2160660189495323e-14
1865,-1.2123017456631702e-14
1866,-1.2085603464630331e-14
1867,-1.2048422515457243e-14
1868,-1.201147901822421e-14
1869,-1.1974777486998007e-14
1870,-1.1938322538473964e-14
1871,-1.1902118889384569e-14
1872,-1.1866171353733578e-14
1873,-1.1830484839926737e-14
1874,-1.1795064347669848e-14
1875,-1.1759914964873313e-14
1876,-1.1725041864369252e-14
1877,-1.1690450300615712e-14
1878,-1.1656145606355629e-14
1879,-1.162213318931457e-14
1880,-1.1588418528820921e-14
1881,-1.1555007172510097e-14
1882,-1.1521904733119207e-14
1883,-1.1489116885352823e-14
1884,-1.1456649362787512e-14
1885,-1.1424507955009015e-14
1886,-1.1392698504852826e-14
1887,-1.1361226905761087e-14
1888,-1.1330099099430302e-14
1889,-1.1299321073568892e-14
1890,-1.1268898859913262e-14
1891,-1.1238838532437723e-14
1892,-1.1209146205881084e-14
1893,-1.1179828034408941e-14
1894,-1.1150890210644327e-14
1895,-1.1122338964827604e-14
1896,-1.1094180564448114e-14
1897,-1.1066421313875818e-14
1898,-1.1039067554535788e-14
1899,-1.1012125665114994e-14
1900,-1.0985602062215007e-14
1901,-1.0959501478000401e-14
1902,-1.0933821792161698e-14
1903,-1.0908559202343493e-14
1904,-1.0883709948958201e-14
1905,-1.0859270316833963e-14
1906,-1.0835236637301976e-14
1907,-1.0811605290354924e-14
1908,-1.0788372707012194e-14
1909,-1.076553537185958e-14
1910,-1.0743089825757008e-14
1911,-1.0721032668617344e-14
1912,-1.0699360562353225e-14
1913,-1.0678070233862667e-14
1914,-1.0657158478176225e-14
1915,-1.0636622161507225e-14
1916,-1.0616458224470008e-14
1917,-1.0596663685265875e-14
1918,-1.0577235642836709e-14
1919,-1.055817127996044e-14
1920,-1.0539467866449906e-14
1921,-1.0521122762047992e-14
1922,-1.0503133419471388e-14
1923,-1.0485497387176477e-14
1924,-1.0468212312112298e-14
1925,-1.045127594226671e-14
1926,-1.0434686129102693e-14
1927,-1.0418440829820177e-14
1928,-1.0402538109462764e-14
1929,-1.0386976142746573e-14
1930,-1.0371753215811534e-14
1931,-1.035686772769481e-14
1932,-1.0342318191565098e-14
1933,-1.0328103235795383e-14
1934,-1.031422160481597e-14
1935,-1.0300672159631466e-14
1936,-1.0287453878234375e-14
1937,-1.0274565855689107e-14
1938,-1.0262007304067354e-14
1939,-1.0249777552092663e-14
1940,-1.0237876044545896e-14
1941,-1.0226302341528526e-14
1942,-1.0215056117441585e-14
1943,-1.0204137159744892e-14
1944,-1.0193545367606422e-14
1945,-1.0183280750235022e-14
1946,-1.0173343425116189e-14
1947,-1.0163733616079826e-14
1948,-1.0154451651096584e-14
1949,-1.0145497960093587e-14
1950,-1.0136873072485812e-14
1951,-1.012857608746065e-14
1952,-1.0120600089646006e-14
1953,-1.0112936728084911e-14
1954,-1.0105577740496741e-14
1955,-1.009851495047256e-14
1956,-1.0091740264405501e-14
1957,-1.0085245668556868e-14
1958,-1.007902322596066e-14
1959,-1.0073065073341041e-14
1960,-1.0067363418062103e-14
1961,-1.0061910535025945e-14
1962,-1.0056698763577205e-14
1963,-1.0051720504485143e-14
1964,-1.0046968216886952e-14
1965,-1.0042434415360312e-14
1966,-1.0038111666918401e-14
1967,-1.003399258817292e-14
1968,-1.0030069842503588e-14
1969,-1.0026336137318103e-14
1970,-1.0022784221325032e-14
1971,-1.0019406882000574e-14
1972,-1.0016196942977765e-14
1973,-1.0013147261642488e-14
1974,-1.001025072675533e-14
1975,-1.0007500256125133e-14
1976,-1.0004888794495807e-14
1977,-1.0002409311278048e-14
1978,-1.0000054798610631e-14
1979,-9.997818269331234e-15
1980,-9.995692755076505e-15
1981,-9.993671304479072e-15
1982,-9.99174698133223e-15
1983,-9.989912862916195e-15
1984,-9.988162038343745e-15
1985,-9.986487606951094e-15
1986,-9.984882676714612e-15
1987,-9.983340362732182e-15
1988,-9.981853785756239e-15
1989,-9.980416070668659e-15
1990,-9.979020345123666e-15
1991,-9.97765973805503e-15
1992,-9.976327378247884e-15
1993,-9.9750163929881e-15
1994,-9.973719906608253e-15
1995,-9.972431039072374e-15
1996,-9.971142904560689e-15
1997,-9.969848610009133e-15
1998,-9.968541253681169e-15
1999,-9.967213923694372e-15
2000,-9.96585969647593e-15
2001,-9.964472124320988e-15
2002,-9.963046700859429e-15
2003,-9.961579392467781e-15
2004,-9.960066147583093e-15
2005,-9.958502895139043e-15
2006,-9.956885542879271e-15
2007,-9.955209975696553e-15
2008,-9.95347205390735e-15
2009,-9.951667611519907e-15
2010,-9.949792454560495e-15
2011,-9.947842359205802e-15
2012,-9.945813070135024e-15
2013,-9.943700298636406e-15
2014,-9.941499720901177e-15
2015,-9.939206976239942e-15
2016,-9.936817665234453e-15
2017,-9.93432734807032e-15
2018,-9.931731542708168e-15
2019,-9.929025723203426e-15
2020,-9.92620531795503e-15
2021,-9.923265708076913e-15
2022,-9.92020222571133e-15
2023,-9.91701015249082e-15
2024,-9.913684717890306e-15
2025,-9.910221097831232e-15
2026,-9.906614413156442e-15
2027,-9.902859728221392e-15
2028,-9.898952049672766e-15
2029,-9.894886325033223e-15
2030,-9.890657441628642e-15
2031,-9.886260225360282e-15
2032,-9.881689439735425e-15
2033,-9.876939784814017e-15
2034,-9.872005896323323e-15
2035,-9.866882344817822e-15
2036,-9.86156363496189e-15
2037,-9.856044204754314e-15
2038,-9.850318424991918e-15
2039,-9.84438059870734e-15
2040,-9.838224960658506e-15
2041,-9.83184567699905e-15
2042,-9.825236844845335e-15
2043,-9.8183924920632e-15
2044,-9.811306577015922e-15
2045,-9.803972988370352e-15
2046,-9.796385545006437e-15
2047,-9.7885379959526e-15
2048,-9.780424020230644e-15
2049,-9.772037226984992e-15
2050,-9.763371155392225e-15
2051,-9.754420743623982e-15
2052,-9.745186735541814e-15
2053,-9.735671274086346e-15
2054,-9.725876432475924e-15
2055,-9.715804214310012e-15
2056,-9.705456553549807e-15
2057,-9.694835314641023e-15
2058,-9.68394229248804e-15
2059,-9.672779212531456e-15
2060,-9.661347730670534e-15
2061,-9.649649433224431e-15
2062,-9.637685836925737e-15
2063,-9.625458388707213e-15
2064,-9.612968465630708e-15
2065,-9.60021737466744e-15
2066,-9.587206352478273e-15
2067,-9.573936565097066e-15
2068,-9.560409107672175e-15
2069,-9.546625004052867e-15
2070,-9.532585206427424e-15
2071,-9.518290594825544e-15
2072,-9.503741976653055e-15
2073,-9.488940086194307e-15
2074,-9.473885583998257e-15
2075,-9.458579056277465e-15
2076,-9.443021014365259e-15
2077,-9.427211893946715e-15
2078,-9.411152054502894e-15
2079,-9.394841778541826e-15
2080,-9.378281270965195e-15
2081,-9.361470658331636e-15
2082,-9.344409988152334e-15
2083,-9.327099228248025e-15
2084,-9.309538266038135e-15
2085,-9.291726907907471e-15
2086,-9.273664878576142e-15
2087,-9.255351820511482e-15
2088,-9.236787293346445e-15
2089,-9.217970773443392e-15
2090,-9.198901653412646e-15
2091,-9.179579241682746e-15
2092,-9.160002762287193e-15
2093,-9.140171354476705e-15
2094,-9.120084072680444e-15
2095,-9.099739886337996e-15
2096,-9.079137679915524e-15
2097,-9.058276253022095e-15
2098,-9.037154320574467e-15
2099,-9.015770513081431e-15
2100,-8.994123377070329e-15
2101,-8.972212684471956e-15
2102,-8.95004336007411e-15
2103,-8.927621555428367e-15
2104,-8.904953340676868e-15
2105,-8.882044705511976e-15
2106,-8.858901560210255e-15
2107,-8.835529736750452e-15
2108,-8.811934990086582e-15
2109,-8.78812299947271e-15
2110,-8.764099369929902e-15
2111,-8.739869633768113e-15
2112,-8.71543925226639e-15
2113,-8.690813617340164e-15
2114,-8.665998053399172e-15
2115,-8.640997819198923e-15
2116,-8.615818109844022e-15
2117,-8.590464058762422e-15
2118,-8.5649407398283e-15
2119,-8.539253169497869e-15
2120,-8.513406308987185e-15
2121,-8.48740506650489e-15
2122,-8.461254299517268e-15
2123,-8.434958817039142e-15
2124,-8.408523381908624e-15
2125,-8.381952713155565e-15
2126,-8.355251488289229e-15
2127,-8.32842434564089e-15
2128,-8.30147588663858e-15
2129,-8.274410678159386e-15
2130,-8.247233254755728e-15
2131,-8.219948120943028e-15
2132,-8.192559753358139e-15
2133,-8.165072603024394e-15
2134,-8.137491097387246e-15
2135,-8.109819642463004e-15
2136,-8.082062624868004e-15
2137,-8.054224413737928e-15
2138,-8.026309362724675e-15
2139,-7.998321811825198e-15
2140,-7.97026608914573e-15
2141,-7.942146512662774e-15
2142,-7.913967391887152e-15
2143,-7.885733029450522e-15
2144,-7.85744772262725e-15
2145,-7.829115764843377e-15
2146,-7.800741447001394e-15
2147,-7.772329058876115e-15
2148,-7.743882890387754e-15
2149,-7.715407232761921e-15
2150,-7.686906379757468e-15
2151,-7.658384581444536e-15
2152,-7.62984590350308e-15
2153,-7.601294369995525e-15
2154,-7.572734011611439e-15
2155,-7.54416886658841e-15
2156,-7.515602981574777e-15
2157,-7.487040412524654e-15
2158,-7.458485225502505e-15
2159,-7.429941497503855e-15
2160,-7.401413317243698e-15
2161,-7.372904785964289e-15
2162,-7.344420018162162e-15
2163,-7.31596314242177e-15
2164,-7.287538302129575e-15
2165,-7.259149656314155e-15
2166,-7.230801380379678e-15
2167,-7.202497666975088e-15
2168,-7.17424272674051e-15
2169,-7.146040789228129e-15
2170,-7.117896103713221e-15
2171,-7.089812940118263e-15
2172,-7.061795589904741e-15
2173,-7.033848367078043e-15
2174,-7.005975609105113e-15
2175,-6.978181677993666e-15
2176,-6.950470961306772e-15
2177,-6.922847873232377e-15
2178,-6.895316855775607e-15
2179,-6.8678823798282865e-15
2180,-6.840548946412939e-15
2181,-6.813321087862166e-15
2182,-6.786203369091733e-15
2183,-6.7592003888671845e-15
2184,-6.7323167811157044e-15
2185,-6.705557216218585e-15
2186,-6.6789264023844746e-15
2187,-6.65242908702586e-15
2188,-6.626070058083847e-15
2189,-6.599854145453108e-15
2190,-6.573786222361591e-15
2191,-6.5478712067599315e-15
2192,-6.522114062720543e-15
2193,-6.496519801830258e-15
2194,-6.471093484528032e-15
2195,-6.4458402215201994e-15
2196,-6.4207651750729425e-15
2197,-6.3958735603629215e-15
2198,-6.371170646766514e-15
2199,-6.346661759116742e-15
2200,-6.322352278898805e-15
2201,-6.298246591394565e-15
2202,-6.2743449244567375e-15
2203,-6.250646511973904e-15
2204,-6.227150648974925e-15
2205,-6.2038566926661475e-15
2206,-6.180764063339365e-15
2207,-6.157872245318551e-15
2208,-6.1351807877191865e-15
2209,-6.112689305294825e-15
2210,-6.090397479057482e-15
2211,-6.068305057017568e-15
2212,-6.0464118546944206e-15
2213,-6.024717755678524e-15
2214,-6.003222712070951e-15
2215,-5.981926744877565e-15
2216,-5.960829944345064e-15
2217,-5.9399324702130104e-15
2218,-5.919234551940013e-15
2219,-5.898736488852363e-15
2220,-5.8784386502021925e-15
2221,-5.858341475248257e-15
2222,-5.838445473210696e-15
2223,-5.818751223193487e-15
2224,-5.799259374077815e-15
2225,-5.779970644373439e-15
2226,-5.7608858219537375e-15
2227,-5.742005763884453e-15
2228,-5.723331396074729e-15
2229,-5.704863712989531e-15
2230,-5.686603777294221e-15
2231,-5.668552719463585e-15
2232,-5.650711737381166e-15
2233,-5.633082095941829e-15
2234,-5.6156651265541626e-15
2235,-5.598462226720425e-15
2236,-5.58147485956156e-15
2237,-5.564704553309906e-15
2238,-5.5481529008374424e-15
2239,-5.531821559135569e-15
2240,-5.5157122488304335e-15
2241,-5.499826753688559e-15
2242,-5.48416692008047e-15
2243,-5.468734656492786e-15
2244,-5.453531933046775e-15
2245,-5.4385607809652096e-15
2246,-5.423823292116774e-15
2247,-5.4093216184958424e-15
2248,-5.395057971773346e-15
2249,-5.381034622770093e-15
2250,-5.367253901056101e-15
2251,-5.3537171467705915e-15
2252,-5.3404215672742685e-15
2253,-5.327363379602003e-15
2254,-5.314538857637947e-15
2255,-5.30194433169871e-15
2256,-5.289576188013141e-15
2257,-5.277430868328127e-15
2258,-5.265504869404526e-15
2259,-5.253794742555112e-15
2260,-5.2422970931728235e-15
2261,-5.2310085802719346e-15
2262,-5.219925915948451e-15
2263,-5.209045864895433e-15
2264,-5.198365243882777e-15
2265,-5.187880921191758e-15
2266,-5.177589816098046e-15
2267,-5.1674888982319285e-15
2268,-5.15757518701932e-15
2269,-5.147845751029066e-15
2270,-5.138297707310549e-15
2271,-5.1289282207183744e-15
2272,-5.11973450318859e-15
2273,-5.110713812992281e-15
2274,-5.1018634539471655e-15
2275,-5.093180774593645e-15
2276,-5.084663167370853e-15
2277,-5.076308067699006e-15
2278,-5.068112953081131e-15
2279,-5.060075342117563e-15
2280,-5.0521927935301266e-15
2281,-5.044462905121699e-15
2282,-5.036883312700231e-15
2283,-5.029451688993067e-15
2284,-5.0221657424869614e-15
2285,-5.015023216268079e-15
2286,-5.008021886807079e-15
2287,-5.0011595627215736e-15
2288,-4.994434083525662e-15
2289,-4.987843318295457e-15
2290,-4.981385164392773e-15
2291,-4.9750575460757164e-15
2292,-4.968858413157752e-15
2293,-4.96278573959891e-15
2294,-4.956837522106688e-15
2295,-4.9510117786949444e-15
2296,-4.945306547278343e-15
2297,-4.939719884176314e-15
2298,-4.934249862701034e-15
2299,-4.9288945716516975e-15
2300,-4.92365211388957e-15
2301,-4.9185204361552695e-15
2302,-4.91349682159023e-15
2303,-4.9085783942877936e-15
2304,-4.903762286554949e-15
2305,-4.899045637416296e-15
2306,-4.894425591208483e-15
2307,-4.8898992961584945e-15
2308,-4.885463902961931e-15
2309,-4.88111656340653e-15
2310,-4.8768544289892234e-15
2311,-4.872674649571969e-15
2312,-4.868574372047276e-15
2313,-4.86455073903927e-15
2314,-4.860600887614461e-15
2315,-4.8567219480248085e-15
2316,-4.852911042489575e-15
2317,-4.84916528397717e-15
2318,-4.845481775022542e-15
2319,-4.841857606612423e-15
2320,-4.838289857025335e-15
2321,-4.834775590762074e-15
2322,-4.831311857447111e-15
2323,-4.827895690846311e-15
2324,-4.824524107800649e-15
2325,-4.821194107269784e-15
2326,-4.8179026693627005e-15
2327,-4.814646754407137e-15
2328,-4.8114233020254664e-15
2329,-4.808229230265511e-15
2330,-4.805061434721662e-15
2331,-4.801916787688315e-15
2332,-4.7987921373488425e-15
2333,-4.795684306948413e-15
2334,-4.7925900940443605e-15
2335,-4.789506269666078e-15
2336,-4.786429577626778e-15
2337,-4.783356733744779e-15
2338,-4.780284425103566e-15
2339,-4.7772093093700144e-15
2340,-4.774128014057681e-15
2341,-4.77103713582887e-15
2342,-4.767933239825783e-15
2343,-4.764812858962886e-15
2344,-4.761672493270987e-15
2345,-4.758508609241304e-15
2346,-4.755317639124302e-15
2347,-4.752095980296381e-15
2348,-4.748839994636263e-15
2349,-4.745546007852901e-15
2350,-4.7422103088134035e-15
2351,-4.738829801891262e-15
2352,-4.73540396496749e-15
2353,-4.731932890159634e-15
2354,-4.728416630255388e-15
2355,-4.724855198108363e-15
2356,-4.721248566059708e-15
2357,-4.7175966652854105e-15
2358,-4.7138993852728485e-15
2359,-4.710156573187479e-15
2360,-4.70636803332677e-15
2361,-4.7025335265482836e-15
2362,-4.698652769733298e-15
2363,-4.694725435234281e-15
2364,-4.690751150393442e-15
2365,-4.6867294969611205e-15
2366,-4.682660010691892e-15
2367,-4.678542180843733e-15
2368,-4.674375449696579e-15
2369,-4.670159212164579e-15
2370,-4.665892815356662e-15
2371,-4.661575558234027e-15
2372,-4.6572066911658595e-15
2373,-4.6527854156950705e-15
2374,-4.648310884166712e-15
2375,-4.643782199450095e-15
2376,-4.6391984146916055e-15
2377,-4.6345585331046784e-15
2378,-4.629861507751692e-15
2379,-4.625106241398567e-15
2380,-4.620291586364515e-15
2381,-4.615416344447723e-15
2382,-4.610479266813875e-15
2383,-4.605479054009083e-15
2384,-4.600414355924336e-15
2385,-4.595283771837512e-15
2386,-4.590085850471535e-15
2387,-4.584819090083234e-15
2388,-4.579481938611977e-15
2389,-4.574072793818611e-15
2390,-4.5685900034696386e-15
2391,-4.563031865594098e-15
2392,-4.5573966286919725e-15
2393,-4.5516824920508445e-15
2394,-4.545887606030241e-15
2395,-4.540010072420293e-15
2396,-4.534047944785856e-15
2397,-4.5279992288736356e-15
2398,-4.52186188300801e-15
2399,-4.515633818545009e-15
2400,-4.5093129003295216e-15
2401,-4.5028976576651156e-15
2402,-4.496389416330058e-15
2403,-4.489790167592037e-15
2404,-4.483101858215777e-15
2405,-4.476326391052729e-15
2406,-4.469465625558059e-15
2407,-4.4625213783900275e-15
2408,-4.455495424006146e-15
2409,-4.448389495227012e-15
2410,-4.441205283879317e-15
2411,-4.433944441372608e-15
2412,-4.426608579356834e-15
2413,-4.419199270307185e-15
2414,-4.4117180481816395e-15
2415,-4.404166409039734e-15
2416,-4.396545811687179e-15
2417,-4.388857678294632e-15
2418,-4.38110339504878e-15
2419,-4.373284312787262e-15
2420,-4.36540174763521e-15
2421,-4.357456981643412e-15
2422,-4.349451263418383e-15
2423,-4.341385808755681e-15
2424,-4.333261801281292e-15
2425,-4.3250803930833256e-15
2426,-4.316842705317861e-15
2427,-4.30854982886972e-15
2428,-4.300202824951853e-15
2429,-4.2918027257515694e-15
2430,-4.2833505350283094e-15
2431,-4.274847228759876e-15
2432,-4.2662937557595905e-15
2433,-4.2576910382837524e-15
2434,-4.249039972685953e-15
2435,-4.240341430005149e-15
2436,-4.231596256623206e-15
2437,-4.2228052748691285e-15
2438,-4.213969283670141e-15
2439,-4.205089059186614e-15
2440,-4.196165355432451e-15
2441,-4.187198904939091e-15
2442,-4.178190419403364e-15
2443,-4.169140590332105e-15
2444,-4.160050089723937e-15
2445,-4.150919570723578e-15
2446,-4.141749668306856e-15
2447,-4.132540999980254e-15
2448,-4.123294166444917e-15
2449,-4.1140097523479025e-15
2450,-4.104688326942952e-15
2451,-4.0953306381628985e-15
2452,-4.08593819319221e-15
2453,-4.076512679354936e-15
2454,-4.067055771569032e-15
2455,-4.057569133107302e-15
2456,-4.048054416382573e-15
2457,-4.0385132637280245e-15
2458,-4.028947308193671e-15
2459,-4.019358174341233e-15
2460,-4.009747479079394e-15
2461,-4.000116832465135e-15
2462,-3.990467838538987e-15
2463,-3.98080209617322e-15
2464,-3.9711211999070985e-15
2465,-3.9614267407934505e-15
2466,-3.951720307264621e-15
2467,-3.942003485993581e-15
2468,-3.932277862730802e-15
2469,-3.92254502321706e-15
2470,-3.912806554004157e-15
2471,-3.903064043351572e-15
2472,-3.8933190820746396e-15
2473,-3.883573264439591e-15
2474,-3.873828188979423e-15
2475,-3.8640854593986246e-15
2476,-3.8543466853922846e-15
2477,-3.844613483518504e-15
2478,-3.8348874780255805e-15
2479,-3.825170301674338e-15
2480,-3.8154635965846985e-15
2481,-3.805769015017624e-15
2482,-3.796088220221683e-15
2483,-3.7864228871536076e-15
2484,-3.776774703320007e-15
2485,-3.767145369497925e-15
2486,-3.757536600476393e-15
2487,-3.747950125835141e-15
2488,-3.738387690605375e-15
2489,-3.728851055991945e-15
2490,-3.719342000058351e-15
2491,-3.709862318364903e-15
2492,-3.7004138246504966e-15
2493,-3.6909983514255345e-15
2494,-3.681617750606852e-15
2495,-3.672273894089636e-15
2496,-3.662968674319339e-15
2497,-3.653704004866834e-15
2498,-3.644481820943782e-15
2499,-3.63530407991316e-15
2500,-3.626172761814324e-15
2501,-3.617089525675931e-15
2502,-3.608054677496648e-15
2503,-3.599068203190168e-15
2504,-3.5901301131737994e-15
2505,-3.5812404427529665e-15
2506,-3.57239925258812e-15
2507,-3.563606629016235e-15
2508,-3.554862684478947e-15
2509,-3.546167557873127e-15
2510,-3.5375214148966234e-15
2511,-3.52892444841015e-15
2512,-3.5203768787490958e-15
2513,-3.5118789540724912e-15
2514,-3.5034309506812793e-15
2515,-3.4950331732929647e-15
2516,-3.4866859553970438e-15
2517,-3.4783896595102666e-15
2518,-3.470144677511064e-15
2519,-3.4619514308786545e-15
2520,-3.4538103710339323e-15
2521,-3.4457219795704975e-15
2522,-3.4376867685955442e-15
2523,-3.4297052809237312e-15
2524,-3.4217780904423046e-15
2525,-3.41390580233728e-15
2526,-3.4060890533648612e-15
2527,-3.398328512134168e-15
2528,-3.3906248793915798e-15
2529,-3.382978888272766e-15
2530,-3.3753913045579503e-15
2531,-3.3678629269934118e-15
2532,-3.3603945874966644e-15
2533,-3.3529871514488785e-15
2534,-3.3456415179452968e-15
2535,-3.3383586200682683e-15
2536,-3.3311394251085844e-15
2537,-3.3239849348562837e-15
2538,-3.3168961858058323e-15
2539,-3.3098742494033083e-15
2540,-3.302920232280662e-15
2541,-3.296035276470589e-15
2542,-3.2892205596084782e-15
2543,-3.282477295158595e-15
2544,-3.275806732553021e-15
2545,-3.2692101574113735e-15
2546,-3.2626888916829783e-15
2547,-3.2562442937761157e-15
2548,-3.2498777587082705e-15
2549,-3.243590718199836e-15
2550,-3.237384640769434e-15
2551,-3.2312605187171444e-15
2552,-3.225217328938487e-15
2553,-3.2192535721718332e-15
2554,-3.2133677861121093e-15
2555,-3.2075585453445585e-15
2556,-3.201824461304351e-15
2557,-3.1961641822119607e-15
2558,-3.1905763929665356e-15
2559,-3.1850598149665686e-15
2560,-3.1796132060145775e-15
2561,-3.1742353600715356e-15
2562,-3.168925107041999e-15
2563,-3.1636813125317678e-15
2564,-3.1585028775522346e-15
2565,-3.1533887381908043e-15
2566,-3.1483378653071633e-15
2567,-3.1433492640825313e-15
2568,-3.138421973680388e-15
2569,-3.1335550667795673e-15
2570,-3.1287476490847366e-15
2571,-3.1239988588611054e-15
2572,-3.1193078663964362e-15
2573,-3.1146738734501288e-15
2574,-3.11009611267484e-15
2575,-3.1055738470041767e-15
2576,-3.101106369033925e-15
2577,-3.0966930003903565e-15
2578,-3.092333091017754e-15
2579,-3.0880260185273305e-15
2580,-3.083771187476676e-15
2581,-3.0795680286378976e-15
2582,-3.0754159982657584e-15
2583,-3.0713145773496606e-15
2584,-3.067263270867244e-15
2585,-3.06326160697013e-15
2586,-3.0593091362536772e-15
2587,-3.055405430950802e-15
2588,-3.0515500841403416e-15
2589,-3.047742708997422e-15
2590,-3.043982937942043e-15
2591,-3.0402704219201418e-15
2592,-3.0366048295699505e-15
2593,-3.032985846490135e-15
2594,-3.0294131744336167e-15
2595,-3.025886530580559e-15
2596,-3.0224056467531906e-15
2597,-3.0189702687130273e-15
2598,-3.0155801554063903e-15
2599,-3.0122350782697057e-15
2600,-3.0089348205251073e-15
2601,-3.0056789950746867e-15
2602,-3.0024664995064073e-15
2603,-2.99929605979572e-15
2604,-2.996166411044528e-15
2605,-2.9930762969351176e-15
2606,-2.990024469075845e-15
2607,-2.987009686472841e-15
2608,-2.9840307149354723e-15
2609,-2.981086326549663e-15
2610,-2.9781752991625207e-15
2611,-2.975296415845961e-15
2612,-2.972448464449191e-15
2613,-2.9696302370833375e-15
2614,-2.9668405296803897e-15
2615,-2.9640781415553767e-15
2616,-2.9613418749426938e-15
2617,-2.958630534597052e-15
2618,-2.955942927381503e-15
2619,-2.9532778618522353e-15
2620,-2.9506341478692145e-15
2621,-2.9480105962116764e-15
2622,-2.945406018164535e-15
2623,-2.9428192251855725e-15
2624,-2.940249028493464e-15
2625,-2.937694238686499e-15
2626,-2.935153665370997e-15
2627,-2.9326261167816435e-15
2628,-2.930110399380825e-15
2629,-2.9276053174902756e-15
2630,-2.925109672859714e-15
2631,-2.922622264279103e-15
2632,-2.920141887156983e-15
2633,-2.9176673331101098e-15
2634,-2.915197389493321e-15
2635,-2.9127308389697896e-15
2636,-2.9102664590651206e-15
2637,-2.9078030216390556e-15
2638,-2.9053392924751127e-15
2639,-2.902874030694129e-15
2640,-2.9004059883002793e-15
2641,-2.897933909604314e-15
2642,-2.8954565307162618e-15
2643,-2.8929725789525115e-15
2644,-2.8904807722848956e-15
2645,-2.887979818752617e-15
2646,-2.885468415830554e-15
2647,-2.8829452498767303e-15
2648,-2.880408995465077e-15
2649,-2.877858314763431e-15
2650,-2.8752918569066885e-15
2651,-2.8727084834245237e-15
2652,-2.8701079457491623e-15
2653,-2.867490206394136e-15
2654,-2.864855212219553e-15
2655,-2.8622028937955562e-15
2656,-2.8595331647367015e-15
2657,-2.856845921036336e-15
2658,-2.8541410404494433e-15
2659,-2.8514183818124825e-15
2660,-2.8486777844520816e-15
2661,-2.8459190675404197e-15
2662,-2.843142029473225e-15
2663,-2.8403464473398628e-15
2664,-2.83753207626256e-15
2665,-2.8346986488907262e-15
2666,-2.8318458748581175e-15
2667,-2.828973440238382e-15
2668,-2.826081007095928e-15
2669,-2.823168212983475e-15
2670,-2.820234670499385e-15
2671,-2.8172799668918406e-15
2672,-2.8143036636743383e-15
2673,-2.8113052962266365e-15
2674,-2.8082843735314155e-15
2675,-2.8052403778333885e-15
2676,-2.802172764384039e-15
2677,-2.7990809612380568e-15
2678,-2.795964369001306e-15
2679,-2.7928223607161183e-15
2680,-2.7896542816932733e-15
2681,-2.7864594494102145e-15
2682,-2.783237153462583e-15
2683,-2.7799866555076717e-15
2684,-2.7767071892337287e-15
2685,-2.7733979604132724e-15
2686,-2.7700581469289403e-15
2687,-2.7666868988429593e-15
2688,-2.7632833385053906e-15
2689,-2.7598465606704512e-15
2690,-2.7563756326532264e-15
2691,-2.752869594445992e-15
2692,-2.7493274589912478e-15
2693,-2.745748212302888e-15
2694,-2.742130813715001e-15
2695,-2.738474196120975e-15
2696,-2.7347772662012982e-15
2697,-2.7310389046707418e-15
2698,-2.727257966577244e-15
2699,-2.723433281510322e-15
2700,-2.719563653914493e-15
2701,-2.7156482220436587e-15
2702,-2.7116875343121024e-15
2703,-2.707682473481481e-15
2704,-2.7036338982492804e-15
2705,-2.69954264350408e-15
2706,-2.6954095205791977e-15
2707,-2.6912353175160324e-15
2708,-2.6870207992967075e-15
2709,-2.6827667080928718e-15
2710,-2.6784737634563385e-15
2711,-2.6741426625808105e-15
2712,-2.669774080468286e-15
2713,-2.665368670124544e-15
2714,-2.6609270627223197e-15
2715,-2.6564498678145603e-15
2716,-2.651937673423284e-15
2717,-2.6473910462326413e-15
2718,-2.642810531693122e-15
2719,-2.6381966541297972e-15
2720,-2.6335499168683378e-15
2721,-2.628870802348911e-15
2722,-2.6241597721657636e-15
2723,-2.61941726720697e-15
2724,-2.6146437076891672e-15
2725,-2.609839493252874e-15
2726,-2.6050050030327704e-15
2727,-2.6001405957142413e-15
2728,-2.5952466096093107e-15
2729,-2.5903233627244953e-15
2730,-2.5853711528432e-15
2731,-2.580390257600843e-15
2732,-2.5753809345559402e-15
2733,-2.5703434213290477e-15
2734,-2.56527793566496e-15
2735,-2.560184675578115e-15
2736,-2.55506381948103e-15
2737,-2.549915526338594e-15
2738,-2.544739935831239e-15
2739,-2.5395371685447733e-15
2740,-2.534307326183638e-15
2741,-2.529050491793859e-15
2742,-2.523766730014269e-15
2743,-2.518456087363277e-15
2744,-2.5131185925337096e-15
2745,-2.507754256722394e-15
2746,-2.5023630739758914e-15
2747,-2.496945021566122e-15
2748,-2.491500060417688e-15
2749,-2.4860281355093456e-15
2750,-2.4805291763522206e-15
2751,-2.475003259181023e-15
2752,-2.4694510926754728e-15
2753,-2.463873533271234e-15
2754,-2.4582714240180237e-15
2755,-2.4526455951143715e-15
2756,-2.4469968645271965e-15
2757,-2.4413260386073462e-15
2758,-2.435633912702712e-15
2759,-2.429921271818197e-15
2760,-2.424188891266796e-15
2761,-2.418437537332796e-15
2762,-2.41266796797294e-15
2763,-2.4068809334586226e-15
2764,-2.4010771771158295e-15
2765,-2.39525743596491e-15
2766,-2.3894224414451676e-15
2767,-2.3835729200845206e-15
2768,-2.377709594179665e-15
2769,-2.3718331824625034e-15
2770,-2.365944400776269e-15
2771,-2.3600439626959105e-15
2772,-2.3541325801920985e-15
