ell,delta_Cl_rel
254,-0.053030963073041795
255,-0.05830310557110348
256,-0.06355499876400554
257,-0.06878492049093404
258,-0.07399121409285735
259,-0.07917318900696638
260,-0.08433010240335423
261,-0.08946147926683455
262,-0.09456641956863811
263,-0.09964419215402014
264,-0.10469401063775004
265,-0.10971519039627083
266,-0.11470685395482122
267,-0.11966788936993529
268,-0.12459745605136975
269,-0.12949468221948646
270,-0.13435846421791992
271,-0.13918721604764792
272,-0.14398007840377058
273,-0.1487350655253395
274,-0.1534511787213013
275,-0.15812668572030908
276,-0.16275949004027457
277,-0.16734811744746433
278,-0.1718907740652011
279,-0.17638530018376047
280,-0.18082940746683404
281,-0.18522126111405118
282,-0.189558356360679
283,-0.19383804788990114
284,-0.19805818480352727
285,-0.20221588091085993
286,-0.20630843378588357
287,-0.21033232495023138
288,-0.2142849032347043
289,-0.2181630562471701
290,-0.22196278619271362
291,-0.2256806453978419
292,-0.22931342956660827
293,-0.23285701416362417
294,-0.2363070780172936
295,-0.2396599358961504
296,-0.24291090945736937
297,-0.24605597974271154
298,-0.24908963874023687
299,-0.25200702439987144
300,-0.25480369573255146
301,-0.25747705474344473
302,-0.2600249840091586
303,-0.2624457307144847
304,-0.2647369526186656
305,-0.2668961812940589
306,-0.2689218525902906
307,-0.2708107689639804
308,-0.27256063475783343
309,-0.27416905686446347
310,-0.2756340908221616
311,-0.2769515004495846
312,-0.2781196707741204
313,-0.27913466261265935
314,-0.2799935290435113
315,-0.280693802959878
316,-0.28123116550397614
317,-0.28160233292190023
318,-0.281803311677678
319,-0.2818311968268295
320,-0.2816823852057302
321,-0.2813513045644813
322,-0.28083596803744787
323,-0.2801305623551896
324,-0.2792322880066841
325,-0.2781357241400545
326,-0.27683724469421783
327,-0.2753318503879967
328,-0.27361508270923224
329,-0.27168239233543506
330,-0.2695284918367186
331,-0.26714930934154285
332,-0.2645393947788153
333,-0.26169452774992596
334,-0.25860911813200405
335,-0.25527752004596205
336,-0.25169533851829384
337,-0.24785748410883304
338,-0.24375883316191888
339,-0.23939360355489192
340,-0.2347566507734803
341,-0.2298434552583736
342,-0.22464937966191972
343,-0.21917189472872892
344,-0.2134097343886739
345,-0.20736119179046852
346,-0.2010247602496576
347,-0.1943997129610722
348,-0.18748496290843278
349,-0.1802791507219728
350,-0.17278228944564888
351,-0.1649936436061783
352,-0.1569133643498248
353,-0.1485424214525323
354,-0.1398816538648148
355,-0.1309319010088113
356,-0.1216956896659655
357,-0.11217509471432174
358,-0.10237267630005802
359,-0.09229180827041394
360,-0.08193628380852938
361,-0.07131009349000124
362,-0.06041801289717848
363,-0.04926495494640422
364,-0.03785712771858057
365,-0.026200492209802743
366,-0.014302198010883699
367,-0.002169756309162115
368,0.010188638858211493
369,0.022764230954266447
370,0.0355474389078327
371,0.04852842402450662
372,0.061696246536155026
373,0.07503980493786597
374,0.08854695117057697
375,0.1022054961970022
376,0.11600200350617676
377,0.12992223172432818
378,0.14395277903622766
379,0.15807770287134418
380,0.17228137042016517
381,0.18654832915514688
382,0.20086126702234053
383,0.21520297304516764
384,0.229557194290977
385,0.24390863971080745
386,0.2582411528493295
387,0.27253909913707375
388,0.2867888741606115
389,0.30097343055202214
390,0.3150765219904406
391,0.32908169909730683
392,0.3429751832936202
393,0.35673763952216
394,0.37035531351371315
395,0.38381167841699393
396,0.3970901848580105
397,0.41017602983984214
398,0.42305112710002984
399,0.4357009429081066
400,0.4481094058098987
401,0.4602606176242693
402,0.47214091667249974
403,0.48373503824473546
404,0.4950279994338042
405,0.5060094828893991
406,0.5166654730141464
407,0.5269823246949801
408,0.5369491093258733
409,0.5465578603144675
410,0.5557918050080901
411,0.5646489271888178
412,0.573113473393615
413,0.5811774117494494
414,0.5888333648819208
415,0.5960771729733255
416,0.6028950566572521
417,0.6092866533670286
418,0.6152418731779151
419,0.6207590614279721
420,0.6258292293764008
421,0.6304519422990975
422,0.6346247182335943
423,0.6383402195896906
424,0.6415997649453032
425,0.6444025233084112
426,0.6467467671987646
427,0.6486446770285701
428,0.650096488339943
429,0.651119147080523
430,0.651718980550103
431,0.6519025997468004
432,0.6516822800939531
433,0.6510623970701453
434,0.6500582839121081
435,0.648674676217481
436,0.6469218231990294
437,0.6448100620409886
438,0.6423497886532283
439,0.6395488556302092
440,0.6364203162967965
441,0.6329745857581849
442,0.6292245339982879
443,0.6251779125287935
444,0.6208473800233204
445,0.6162429589340536
446,0.6113745439973323
447,0.6062518869276591
448,0.6008799452069062
449,0.5952706277076822
450,0.5894332838217227
451,0.5833748567240677
452,0.5771022284742408
453,0.5706286605905866
454,0.5639605864150863
455,0.55710851412224
456,0.5500805441416791
457,0.5428845472399872
458,0.5355301243004483
459,0.5280264900347826
460,0.5203749172982429
461,0.512587993473247
462,0.5046649266909455
463,0.4966177118746663
464,0.4884454974494189
465,0.48015968767053746
466,0.47176103586339047
467,0.4632570030352635
468,0.45465533427957505
469,0.44596295665349783
470,0.4371903306654546
471,0.42834746018260234
472,0.4194410373891533
473,0.4104803999580323
474,0.4014717374347691
475,0.39242242829210927
476,0.3833382953308735
477,0.3742275333785677
478,0.3650943017779825
479,0.355943968835869
480,0.3467852126225934
481,0.3376206687062446
482,0.32845957110139745
483,0.31930533770809816
484,0.31016444276842575
485,0.3010430118112464
486,0.29194403228785565
487,0.28287326186114237
488,0.27383526816398274
489,0.26483276359395874
490,0.25587095269919663
491,0.24695319505274302
492,0.23808280973081297
493,0.2292630780582728
494,0.22049792948041863
495,0.2117911434732766
496,0.20314573141590672
497,0.19456587519900143
498,0.18605437537563427
499,0.17761456072403675
500,0.16924964095344391
501,0.16096271222328962
502,0.15275629985457242
503,0.14463336689618608
504,0.13659637089458626
505,0.12864739472993497
506,0.12078971190613298
507,0.11302540593555101
508,0.10535729803310195
509,0.09778813386538568
510,0.09031951623768779
511,0.08295338615013793
512,0.0756900715988069
513,0.06853092107835511
514,0.06147679452807391
515,0.05452859699398395
516,0.047687278928856804
517,0.040953955765735406
518,0.034329711279103926
519,0.027815440523569684
520,0.021412351100813003
521,0.015121422969475617
522,0.008943814476012661
523,0.002880667234092909
524,-0.003066862920375516
525,-0.008897529112614697
526,-0.014609992019599838
527,-0.020202897288528292
528,-0.025674822072131395
529,-0.031024282843687894
530,-0.03624963030559969
531,-0.04134944957100897
532,-0.04632184629949903
533,-0.051165187433486484
534,-0.0558778289224361
535,-0.06045759104999646
536,-0.0649028633170095
537,-0.06921127140629064
538,-0.07338089969818083
539,-0.0774093618966701
540,-0.08129484793651523
541,-0.08503433773728086
542,-0.08862561830175399
543,-0.09206643675846635
544,-0.09535367249324518
545,-0.09848460743461061
546,-0.1014567276121231
547,-0.10426686176098678
548,-0.10691201896564598
549,-0.10938911178196237
550,-0.11169495300634491
551,-0.11382559408256286
552,-0.11577905606199662
553,-0.11755508471685144
554,-0.1191544269773053
555,-0.12057843161081852
556,-0.12182803160443725
557,-0.12290300363734691
558,-0.12380481310762922
559,-0.1245337811959373
560,-0.1250905077897125
561,-0.12547477863006481
562,-0.12568777192102348
563,-0.12572911668525083
564,-0.125598731419553
565,-0.12529757565140415
566,-0.12482504920512172
567,-0.12418085159480342
568,-0.12336535170900251
569,-0.12237810586585979
570,-0.12121896855775484
571,-0.11988735936590213
572,-0.11838263673270735
573,-0.11670445512845834
574,-0.11485239728094807
575,-0.1128249420536148
576,-0.11062225130651701
577,-0.10824271255258532
578,-0.10568601993171238
579,-0.10295113745097384
580,-0.10003699033350937
581,-0.09694246935083245
582,-0.09366672696344043
583,-0.09020885101010827
584,-0.08656732029922222
585,-0.0827411551795611
586,-0.0787293143345582
587,-0.0745304570565498
588,-0.07014300709753736
589,-0.0655662733710178
590,-0.060798419331133516
591,-0.05583826425150331
592,-0.050684573329584114
593,-0.045335909357295846
594,-0.03979160519835217
595,-0.034053247854588624
596,-0.028123388018584945
597,-0.0220045904661355
598,-0.01569938271308422
599,-0.00921039274509985
600,-0.0025403658022924566
601,0.004307899517980522
602,0.011331545953167174
603,0.018527501902962276
604,0.025892791390054754
605,0.03342425872434907
606,0.041118462934468816
607,0.048972203397715956
608,0.05698175091859774
609,0.06514331995643943
610,0.07345371163376688
611,0.08190819402213288
612,0.09050337943626598
613,0.09923501543720349
614,0.10809788936972772
615,0.11708880563384064
616,0.12620175011335416
617,0.13543249842028196
618,0.14477583982973483
619,0.154226888783698
620,0.16378007733146108
621,0.1734289677193485
622,0.18316872746746618
623,0.19299387097692797
624,0.202897323873207
625,0.21287316769171416
626,0.22291455514882888
627,0.233016106581834
628,0.24316887207371884
629,0.25336804803112783
630,0.2636050946928604
631,0.2738730998457782
632,0.28416504779798957
633,0.29447158213216956
634,0.30478638933039576
635,0.31510081715463695
636,0.32540612683716413
637,0.335695345974665
638,0.34596160851226904
639,0.3561965929189677
640,0.366393157613579
641,0.37654262424154467
642,0.3866391046189003
643,0.3966705953356609
644,0.4066341259373977
645,0.41651732886676546
646,0.42631233852767825
647,0.4360129860525956
648,0.44560969478847556
649,0.45509451033628984
650,0.46445574349221325
651,0.4736889634610874
652,0.4827842429435486
653,0.49173149543418077
654,0.5005225095007728
655,0.5091470378882113
656,0.5176010056531017
657,0.525872139939374
658,0.5339522611803799
659,0.5418332497021475
660,0.5495070538803171
661,0.5569656982687363
662,0.5641989840332424
663,0.5712013571357772
664,0.577962753085042
665,0.5844754978061653
666,0.5907344666862289
667,0.5967298674777107
668,0.6024519386773134
669,0.6078984748148988
670,0.6130575170044006
671,0.6179247262089855
672,0.6224934545489907
673,0.6267572297484976
674,0.6307097616701771
675,0.634342335611073
676,0.6376516309295766
677,0.6406319452195555
678,0.6432813875536372
679,0.6455941741201892
680,0.6475736055246746
681,0.6492232110736935
682,0.6505440603166499
683,0.6515347365837824
684,0.6521966780798296
685,0.6525368532404474
686,0.6525543914051779
687,0.6522512681033666
688,0.6516296300433837
689,0.6506917915873898
690,0.6494428696522232
691,0.6478854700584624
692,0.6460223457772477
693,0.6438563928955009
694,0.6413932332608029
695,0.6386334168110124
696,0.6355878972405865
697,0.6322523237516626
698,0.6286377672586978
699,0.6247426980136945
700,0.6205757344413413
701,0.616140512645483
702,0.6114431664979216
703,0.6064850144034903
704,0.6012699180741521
705,0.5958088259764961
706,0.5900985449351819
707,0.5841499656431857
708,0.57796691951115
709,0.5715510595929418
710,0.5649107581242154
711,0.558049855444948
712,0.5509700999404854
713,0.54368172943822
714,0.5361863931990448
715,0.5284879044443624
716,0.5205940338539319
717,0.5125083894378961
718,0.5042345787911896
719,0.49577806711055994
720,0.4871430936100238
721,0.4783386654108936
722,0.4693725735608038
723,0.4602525298892972
724,0.4509878264391622
725,0.4415858895667924
726,0.43205563969216404
727,0.4224042078137901
728,0.41263863634411546
729,0.4027702459423063
730,0.39280269808753593
731,0.3827440135228241
732,0.37260328758458755
733,0.3623853230091356
734,0.35209749491637565
735,0.3417481299149712
736,0.3313404719455778
737,0.3208836304667176
738,0.31038180043737185
739,0.2998413417231944
740,0.2892683675946317
741,0.27866874782117607
742,0.26804719054026166
743,0.25740832740830943
744,0.2467583989142384
745,0.23610165151416135
746,0.22544302623950677
747,0.21478651697886247
748,0.20413673986058478
749,0.1934974480827808
750,0.18287294620668507
751,0.17226733268033617
752,0.16168450784359528
753,0.15112717834972147
754,0.14059907480392853
755,0.13010373669955952
756,0.11964451768290427
757,0.10922352455538016
758,0.09884438969069914
759,0.088509858539508
760,0.07822289572408335
761,0.06798608137527055
762,0.05780218288393697
763,0.047673776738524715
764,0.037603683754470124
765,0.027594269403019414
766,0.017647881684517704
767,0.00776690134841
768,-0.002046533640432446
769,-0.011790319904150878
770,-0.02146239020792362
771,-0.031060828333463394
772,-0.04058383183958664
773,-0.05002940366560719
774,-0.05939597907285429
775,-0.0686817927128922
776,-0.07788483182159914
777,-0.08700349829413459
778,-0.09603600055717383
779,-0.10498053604648908
780,-0.11383563657857644
781,-0.12259918024680126
782,-0.13127012002218277
783,-0.13984632708017392
784,-0.14832689570588192
785,-0.15671015307219396
786,-0.1649953935768045
787,-0.173180518470776
788,-0.1812643909836567
789,-0.18924650262265047
790,-0.19712414291906702
791,-0.20489682715683444
792,-0.21256231713116888
793,-0.22011955706958758
794,-0.22756686464535125
795,-0.2349032129008338
796,-0.24212618496713678
797,-0.24923397559992191
798,-0.25622549247314125
799,-0.2630981277911045
800,-0.26985073872351056
801,-0.2764814002834851
802,-0.2829873120309193
803,-0.2893680997050151
804,-0.2956213818099607
805,-0.30174930592806265
806,-0.3077536955626236
807,-0.31363545933393977
808,-0.31939544100912426
809,-0.32503537103991365
810,-0.3305560135310703
811,-0.3359580682681146
812,-0.34124017618359404
813,-0.3464038324455011
814,-0.35144847705079585
815,-0.3563734311168275
816,-0.3611789560247125
817,-0.36586632615042936
818,-0.3704357297065828
819,-0.3748883935974463
820,-0.3792255388956592
821,-0.3834483783255189
822,-0.3875569773465735
823,-0.391552486894837
824,-0.39543372075942057
825,-0.39919937872249817
826,-0.4028492337203419
827,-0.4063817977892401
828,-0.40979668121438406
829,-0.4130909910362521
830,-0.41626414325203287
831,-0.4193154911713996
832,-0.4222455762944274
833,-0.4250549163749109
834,-0.427741457775988
835,-0.4303068834757743
836,-0.4327515916341662
837,-0.43507334226972655
838,-0.43726978214481615
839,-0.4393424015720855
840,-0.4412847184763053
841,-0.4430967131631018
842,-0.4447756327144694
843,-0.44631996287514436
844,-0.44772403006753037
845,-0.4489901874388906
846,-0.4501145136737957
847,-0.45110083621318614
848,-0.45194941205451705
849,-0.4526632059836285
850,-0.4532451556128371
851,-0.45369395751613006
852,-0.4540124365084754
853,-0.45420055950630467
854,-0.4542596422962663
855,-0.4541866827775256
856,-0.45398571562783846
857,-0.4536536078077956
858,-0.45319143977947673
859,-0.45260024990727793
860,-0.4518810343658443
861,-0.4510333036540737
862,-0.45005940778680054
863,-0.4489573208287887
864,-0.4477293084457691
865,-0.4463761515416679
866,-0.4448956852723198
867,-0.44329150755387264
868,-0.44156282157394916
869,-0.4397087869711206
870,-0.43773142901870976
871,-0.43562982544832657
872,-0.43340301478654175
873,-0.4310529003579581
874,-0.4285769923327865
875,-0.42597566790068225
876,-0.4232478205052015
877,-0.42039375669807133
878,-0.4174094282157916
879,-0.41429796684038617
880,-0.4110567148973501
881,-0.4076872924437757
882,-0.4041870001706576
883,-0.40055739396881124
884,-0.3967985628437759
885,-0.39290915471232707
886,-0.38888920484915107
887,-0.3847387129468029
888,-0.3804551058055136
889,-0.3760422640293746
890,-0.37149739542637716
891,-0.3668232383976738
892,-0.36201980223738023
893,-0.3570884742834861
894,-0.3520279965100393
895,-0.3468424607589276
896,-0.34152936895973884
897,-0.3360915344070359
898,-0.3305291845190817
899,-0.3248426170473267
900,-0.31903345267987704
901,-0.31310333564577725
902,-0.30705150801519326
903,-0.3008797660142193
904,-0.2945899401433314
905,-0.28818273465733363
906,-0.28166010882945197
907,-0.2750218176157097
908,-0.26827113125651075
909,-0.26140912602101196
910,-0.25443807698557014
911,-0.24735927924048054
912,-0.24017418067150623
913,-0.23288538200976794
914,-0.22549555699802773
915,-0.21800745466663085
916,-0.21042207478744226
917,-0.20274337368041379
918,-0.1949744296297004
919,-0.18711675227601132
920,-0.17917378077190482
921,-0.17114982917099766
922,-0.16304698083586586
923,-0.15486838845781664
924,-0.14661947557089133
925,-0.13830232669138676
926,-0.12992198192957718
927,-0.12148234036668369
928,-0.11298758368604597
929,-0.10444268456302835
930,-0.09585231857748658
931,-0.08721948557854362
932,-0.07854606001669472
933,-0.06983534739839986
934,-0.06108998561243795
935,-0.052313133228311264
936,-0.0435080507815206
937,-0.034677928340026545
938,-0.025826368113576567
939,-0.016956998780407587
940,-0.008073827768221546
941,0.0008191862792884759
942,0.009717745541786244
943,0.01861741537261006
944,0.027513588097365066
945,0.036401328881816915
946,0.04527585811535192
947,0.054131577131640886
948,0.06296337667280148
949,0.07176581150307702
950,0.08053240518634514
951,0.08925761455022546
952,0.09793541514912525
953,0.10655903871124155
954,0.1151226650724801
955,0.12361842329719165
956,0.13204014686852972
957,0.1403801136416138
958,0.14863197268535683
959,0.15678760917489754
960,0.16483855552477117
961,0.17277804096710517
962,0.18059722066161335
963,0.1882880372503897
964,0.1958423082504984
965,0.20325173085070994
966,0.210507887076476
967,0.21760091405748894
968,0.22452341517797747
969,0.23126522870401747
970,0.2378173912791783
971,0.24417239318723258
972,0.25032064029171425
973,0.2562577718711832
974,0.2619787683340844
975,0.26748364506335515
976,0.2727675744954308
977,0.27782563886122214
978,0.28265652082152004
979,0.2872572831512072
980,0.2916231752805817
981,0.29575330306970765
982,0.2996450457414022
983,0.3032958975985293
984,0.3067014285157286
985,0.3098613654285137
986,0.3127735849481167
987,0.31543397260383327
988,0.3178427620035309
989,0.31999825896967893
990,0.32189892035742174
991,0.32354335860494504
992,0.32492811764633345
993,0.32605657646787406
994,0.32692337234658997
995,0.32753228199652923
996,0.3278805143718364
997,0.32796769987662594
998,0.327793650460668
999,0.3273606490673841
1000,0.3266665917579194
1001,0.32571640993526496
1002,0.32450605718769765
1003,0.3230407977163106
1004,0.32131922387851153
1005,0.31934690457824344
1006,0.3171205185411686
1007,0.3146459312462336
1008,0.3119224219089772
1009,0.30895169429313585
1010,0.30573996481600696
1011,0.3022848385192129
1012,0.2985927593397751
1013,0.2946659274212282
1014,0.29050314275398265
1015,0.2861161757666823
1016,0.28150713749595174
1017,0.27668248131673373
1018,0.271652674072474
1019,0.2664223187023182
1020,0.2609981416735655
1021,0.25538879978740076
1022,0.24960110788288148
1023,0.2436454388982388
1024,0.2375251305501546
1025,0.23125217023860542
1026,0.22483006377082587
1027,0.21826894311501496
1028,0.21157559775379237
1029,0.20475394804492397
1030,0.1978153509600732
1031,0.19076383361273108
1032,0.18360904206093212
1033,0.17635524091650373
1034,0.16901188959298954
1035,0.16158461280851136
1036,0.15408249544452862
1037,0.1465131505092695
1038,0.13888103898234966
1039,0.13119471257707963
1040,0.12346139664158952
1041,0.11568645628972403
1042,0.1078769498198544
1043,0.10003968050221543
1044,0.09217927939686957
1045,0.08430311696331817
1046,0.07641702562495044
1047,0.06852679765717108
1048,0.06063818346488997
1049,0.05275725130600036
1050,0.04488949898644589
1051,0.03704063237390884
1052,0.029215898080745213
1053,0.021420498327466442
1054,0.013659589914205326
1055,0.005938363651387788
1056,-0.0017386461119818007
1057,-0.009367781732406268
1058,-0.016945736850385695
1059,-0.024469396714656373
1060,-0.031935445877340665
1061,-0.03934092175149057
1062,-0.0466827721280668
1063,-0.053958326297425495
1064,-0.061164720167492664
1065,-0.06829955956044648
1066,-0.07535965976857695
1067,-0.08234329326966401
1068,-0.08924676623321844
1069,-0.09606918577130608
1070,-0.1028068384931803
1071,-0.10945852752380031
1072,-0.11602114078205397
1073,-0.12249378598337686
1074,-0.12887340036328165
1075,-0.1351585055173202
1076,-0.141345963032221
1077,-0.14743531759827644
1078,-0.1534234654687011
1079,-0.1593102009130239
1080,-0.16509139300472256
1081,-0.1707669628427987
1082,-0.17633485931122395
1083,-0.18179301876693127
1084,-0.1871393647825012
1085,-0.19237301746190344
1086,-0.19749196268066488
1087,-0.20249416785823537
1088,-0.2073788774338299
1089,-0.21214410236267617
1090,-0.2167878293789295
1091,-0.22130802068477481
1092,-0.22570401285896907
1093,-0.2299737895169573
1094,-0.23411530380278545
1095,-0.23812647801290632
1096,-0.24200669275958678
1097,-0.2457523589282938
1098,-0.24936344833972238
1099,-0.25284243671130013
1100,-0.2561877303812095
1101,-0.2594054533516938
1102,-0.26249387367240956
1103,-0.2654575324359575
1104,-0.2682945094784353
1105,-0.2710092890267405
1106,-0.27360309163029495
1107,-0.27607540389421165
1108,-0.27843065724273347
1109,-0.2806665351028465
1110,-0.282787400727988
1111,-0.28479249307173765
1112,-0.2866844073964166
1113,-0.28846224589529657
1114,-0.29012850938228346
1115,-0.2916839229040372
1116,-0.29312915460533207
1117,-0.2944648164379516
1118,-0.2956914648213597
1119,-0.29681138179060695
1120,-0.2978250303576391
1121,-0.2987310258661765
1122,-0.2995314998825615
1123,-0.30022674734670507
1124,-0.30081520579329524
1125,-0.3013006600737575
1126,-0.3016832473223929
1127,-0.3019594303995617
1128,-0.3021310337635972
1129,-0.302199833279456
1130,-0.3021621206840097
1131,-0.30202137300293624
1132,-0.3017755825403689
1133,-0.3014244977971839
1134,-0.30096961895507823
1135,-0.3004087761996075
1136,-0.29974155453742524
1137,-0.2989692814038236
1138,-0.298089628384024
1139,-0.2971020154685941
1140,-0.29600984104288236
1141,-0.29480938929521316
1142,-0.2935062897059591
1143,-0.2921007841871075
1144,-0.29059661273048243
1145,-0.28899394412184165
1146,-0.28729467858826946
1147,-0.28550067778158333
1148,-0.2836154898155502
1149,-0.28163915968156866
1150,-0.27957343887295605
1151,-0.27742004418197336
1152,-0.27518065663371916
1153,-0.2728552531740534
1154,-0.27044880588596626
1155,-0.2679595721148053
1156,-0.2653907830341669
1157,-0.2627423489378442
1158,-0.2600158151585883
1159,-0.25721270337153074
1160,-0.2543345124454986
1161,-0.25138271928074585
1162,-0.24835723062602486
1163,-0.2452610624418433
1164,-0.24209411485444085
1165,-0.23885783613957573
1166,-0.23555514244609474
1167,-0.23218593363210377
1168,-0.22875161263011357
1169,-0.2252521395824225
1170,-0.2216903588873794
1171,-0.21806624573516065
1172,-0.21438121480930394
1173,-0.21063667308265546
1174,-0.2068340205453606
1175,-0.20297465094087327
1176,-0.19905866328391122
1177,-0.1950875063560254
1178,-0.19106387275101935
1179,-0.18698669603765602
1180,-0.18285869046858844
1181,-0.17868130375714428
1182,-0.17445483747932533
1183,-0.1701808381143624
1184,-0.1658608627171824
1185,-0.16149647557083896
1186,-0.15708924910047084
1187,-0.15263973880490828
1188,-0.1481496157673377
1189,-0.14362056468165604
1190,-0.13905523006513473
1191,-0.1344524913402395
1192,-0.12981602668197378
1193,-0.1251467264718645
1194,-0.1204456163507157
1195,-0.11571546668399169
1196,-0.11095818261707222
1197,-0.10617495265777022
1198,-0.10136711460643849
1199,-0.09653752119582287
1200,-0.0916882846669505
1201,-0.08682093333936194
1202,-0.08193774280144481
1203,-0.0770410267513689
1204,-0.07213261960678809
1205,-0.06721550200281799
1206,-0.062291660750048244
1207,-0.0573636814332584
