z,delta_lcdm,delta_k0,delta_ratio_k0_over_lcdm,delta_boost_pct,f_lcdm,f_k0,f_ratio_k0_over_lcdm,f_boost_pct
1.909547738693467389e+00,2.206835574978512327e+01,1.640334698701058613e+01,7.432971977157973864e-01,-2.567028022842026047e+01,9.545326849030186800e-01,9.947072711687435786e-01,1.042088224846702493e+00,4.208822484670249331e+00
2.010050251256281673e+00,2.167489280371050242e+01,1.613870009262505079e+01,7.445803879529352409e-01,-2.554196120470647458e+01,9.586832821224826606e-01,9.960198685558253606e-01,1.038945694714401569e+00,3.894569471440156860e+00
2.110552763819095734e+00,2.130102838972499413e+01,1.588680833709972973e+01,7.458235370815744503e-01,-2.541764629184255497e+01,9.623567092110714150e-01,9.970354649539348024e-01,1.036035240790592837e+00,3.603524079059283736e+00
2.211055276381909795e+00,2.094519901383316451e+01,1.564667378365275674e+01,7.470291293636780461e-01,-2.529708706363219406e+01,9.656175090159756502e-01,9.978309066524326809e-01,1.033360411690633640e+00,3.336041169063364009e+00
2.311557788944723857e+00,2.060600990031149493e+01,1.541740471852526717e+01,7.481994230378491428e-01,-2.518005769621508705e+01,9.685204139310721327e-01,9.984632801347202991e-01,1.030916091982114091e+00,3.091609198211409115e+00
2.412060301507537918e+00,2.028221231968207050e+01,1.519820152607722719e+01,7.493364770335597669e-01,-2.506635229664402331e+01,9.711119615896568469e-01,9.989752177199410221e-01,1.028692115051979661e+00,2.869211505197966083e+00
2.512562814070351980e+00,1.997268452881600709e+01,1.498834479528987806e+01,7.504421738432373035e-01,-2.495578261567627010e+01,9.734318322716690730e-01,9.993987682345910617e-01,1.026675659354927550e+00,2.667565935492755003e+00
2.613065326633166041e+00,1.967641566262415154e+01,1.478718525249779958e+01,7.515182391977229814e-01,-2.484817608022770230e+01,9.755139559284220496e-01,9.997582179010900960e-01,1.024852808947868121e+00,2.485280894786812134e+00
2.713567839195980103e+00,1.939249205229136663e+01,1.459413519778754420e+01,7.525662590674176977e-01,-2.474337409325822890e+01,9.773874291644752965e-01,1.000072147597256711e+00,1.023209545934280706e+00,2.320954593428070645e+00
2.814070351758794164e+00,1.912008554985731124e+01,1.440866118652290595e+01,7.535876944143921063e-01,-2.464123055856078892e+01,9.790772757638286361e-01,1.000354936055318777e+00,1.021732360476746093e+00,2.173236047674609317e+00
2.914572864321608225e+00,1.885844352068825458e+01,1.423027774744604024e+01,7.545838940438014397e-01,-2.454161059561985780e+01,9.806050785154019067e-01,1.000617861199791125e+00,1.020408605995277718e+00,2.040860599527771768e+00
3.015075376884422287e+00,1.860688022956609800e+01,1.405854196811048951e+01,7.555561058415178888e-01,-2.444438941584821023e+01,9.819895051612930192e-01,1.000869909660023760e+00,1.019226686639211676e+00,1.922668663921167642e+00
3.115577889447236348e+00,1.836476939685376308e+01,1.389304880951647547e+01,7.565054866355479524e-01,-2.434945133644520610e+01,9.832467471798143066e-01,1.001118373857002419e+00,1.018176136080234384e+00,1.817613608023438410e+00
3.216080402010050410e+00,1.813153774155338382e+01,1.373342703660394726e+01,7.574331108789542633e-01,-2.425668891210457190e+01,9.843908867196926593e-01,1.001369293948961348e+00,1.017247627399158638e+00,1.724762739915863818e+00
3.316582914572864471e+00,1.790665936037053996e+01,1.357933567111942352e+01,7.583399783195757804e-01,-2.416600216804242152e+01,9.854342042150538994e-01,1.001627786009455789e+00,1.016432940652086225e+00,1.643294065208622534e+00
3.417085427135678533e+00,1.768965081789163918e+01,1.343046088937883198e+01,7.592270207954029404e-01,-2.407729792045970640e+01,9.863874369330082326e-01,1.001898286377131297e+00,1.015724905714889603e+00,1.572490571488960320e+00
