z,w_z,F_zw,E2,H_km_s_Mpc,I_H
9.640909577905015e-08,-0.24330028904408219,1.00000021885826,1.0000002400546986,67.36000808504176,0.0
9.760374397920411e-08,-0.24330029262575625,1.0000002215702302,1.0000002430293233,67.36000818522712,0.0
9.881319559920781e-08,-0.24330029625181243,1.0000002243158055,1.0000002460408082,67.36000828665391,0.0
1.0003763407485326e-07,-0.2433002999228007,1.0000002270954025,1.0000002490896098,67.36000838933754,0.0
1.0127724511496794e-07,-0.24330030363927782,1.0000002299094428,1.0000002521761902,67.36000849329355,0.0
1.0253221672958048e-07,-0.24330030740180744,1.000000232758353,1.0000002553010179,67.36000859853773,0.0
1.0380273925843514e-07,-0.24330031121096027,1.0000002356425655,1.0000002584645669,67.36000870508605,0.0
1.0508900539986169e-07,-0.24330031506731398,1.0000002385625175,1.000000261667317,67.36000881295466,0.0
1.0639121024000103e-07,-0.24330031897145346,1.0000002415186517,1.0000002649097532,67.36000892215989,0.0
1.0770955128239299e-07,-0.2433003229239709,1.000000244511417,1.000000268192368,67.36000903271835,0.0
1.090442284779327e-07,-0.24330032692546574,1.0000002475412668,1.0000002715156597,67.3600091446468,0.0
1.1039544425519622e-07,-0.24330033097654488,1.0000002506086607,1.0000002748801313,67.36000925796219,0.0
1.1176340355114188e-07,-0.24330033507782273,1.0000002537140642,1.0000002782862936,67.36000937268172,0.0
1.1314831384219418e-07,-0.24330033922992134,1.0000002568579482,1.0000002817346634,67.3600094888228,0.0
1.1455038517571048e-07,-0.24330034343347046,1.0000002600407893,1.0000002852257632,67.36000960640303,0.0
1.1596983020183909e-07,-0.2433003476891076,1.0000002632630705,1.000000288760123,67.36000972544024,0.0
1.1740686420577064e-07,-0.24330035199747824,1.0000002665252803,1.0000002923382785,67.3600098459525,0.0
1.1886170514039149e-07,-0.2433003563592358,1.0000002698279136,1.0000002959607726,67.36000996795808,0.0
1.2033457365933943e-07,-0.24330036077504186,1.0000002731714714,1.0000002996281547,67.3600100914755,0.0
1.2182569315047034e-07,-0.2433003652455661,1.0000002765564606,1.0000003033409808,67.36001021652346,0.0
1.2333528976973815e-07,-0.24330036977148664,1.000000279983395,1.0000003070998145,67.36001034312096,0.0
1.2486359247549698e-07,-0.24330037435348983,1.0000002834527937,1.0000003109052253,67.36001047128718,0.0
1.2641083306322636e-07,-0.2433003789922707,1.0000002869651834,1.0000003147577905,67.36001060104155,0.0
1.279772462006864e-07,-0.2433003836885327,1.0000002905210965,1.0000003186580946,67.36001073240378,0.0
1.2956306946351109e-07,-0.2433003884429882,1.0000002941210726,1.000000322606729,67.36001086539376,0.0
1.311685433712403e-07,-0.2433003932563583,1.0000002977656577,1.0000003266042932,67.36001100003169,0.0
1.3279391142379828e-07,-0.24330039812937296,1.0000003014554044,1.0000003306513927,67.36001113633799,0.0
1.3443942013842643e-07,-0.24330040306277131,1.0000003051908724,1.0000003347486415,67.3600112743333,0.0
1.361053190870715e-07,-0.2433004080573016,1.0000003089726281,1.0000003388966614,67.36001141403858,0.0
1.3779186093423696e-07,-0.24330041311372133,1.0000003128012456,1.0000003430960813,67.36001155547503,0.0
1.3949930147530592e-07,-0.2433004182327974,1.0000003166773048,1.0000003473475378,67.36001169866407,0.0
1.412278996753365e-07,-0.2433004234153062,1.000000320601394,1.000000351651676,67.3600118436274,0.0
1.4297791770833756e-07,-0.24330042866203377,1.0000003245741085,1.0000003560091488,67.36001199038706,0.0
1.4474962099703435e-07,-0.24330043397377588,1.0000003285960506,1.000000360420617,67.36001213896529,0.0
1.4654327825312338e-07,-0.24330043935133813,1.0000003326678304,1.0000003648867497,67.36001228938461,0.0
1.483591615180282e-07,-0.24330044479553614,1.0000003367900654,1.0000003694082242,67.36001244166785,0.0
1.5019754620415842e-07,-0.24330045030719563,1.0000003409633806,1.0000003739857264,67.36001259583809,0.0
1.5205871113668267e-07,-0.24330045588715252,1.0000003451884094,1.0000003786199503,67.36001275191872,0.0
1.5394293859581672e-07,-0.24330046153625315,1.0000003494657925,1.000000383311599,67.36001290993342,0.0
1.558505143596369e-07,-0.24330046725535426,1.0000003537961784,1.000000388061384,67.36001306990615,0.0
1.5778172774742255e-07,-0.24330047304532332,1.0000003581802241,1.0000003928700256,67.36001323186116,0.0
1.597368716635384e-07,-0.24330047890703843,1.0000003626185945,1.0000003977382534,67.36001339582305,0.0
1.617162426418582e-07,-0.24330048484138864,1.0000003671119626,1.0000004026668055,67.36001356181664,0.0
1.6372014089073836e-07,-0.24330049084927402,1.00000037166101,1.0000004076564295,67.36001372986715,0.0
1.6574887033855228e-07,-0.2433004969316058,1.0000003762664267,1.000000412707882,67.36001390000004,0.0
1.6780273867978578e-07,-0.2433005030893064,1.000000380928911,1.0000004178219293,67.36001407224111,0.0
1.6988205742170343e-07,-0.24330050932330982,1.0000003856491704,1.0000004229993473,67.36001424661652,0.0
1.7198714193159667e-07,-0.24330051563456154,1.0000003904279204,1.0000004282409207,67.36001442315266,0.0
1.7411831148461395e-07,-0.24330052202401875,1.0000003952658862,1.000000433547445,67.36001460187636,0.0
1.7627588931218387e-07,-0.24330052849265058,1.0000004001638014,1.0000004389197248,67.3600147828147,0.0
1.7846020265104108e-07,-0.24330053504143806,1.0000004051224087,1.0000004443585748,67.36001496599513,0.0
1.8067158279285692e-07,-0.2433005416713745,1.0000004101424604,1.00000044986482,67.36001515144544,0.0
1.8291036513448487e-07,-0.2433005483834654,1.0000004152247177,1.0000004554392956,67.36001533919374,0.0
1.8517688922883179e-07,-0.24330055517872878,1.0000004203699515,1.000000461082847,67.3600155292685,0.0
1.8747149883635605e-07,-0.24330056205819528,1.000000425578942,1.00000046679633,67.36001572169856,0.0
1.8979454197720589e-07,-0.24330056902290828,1.0000004308524797,1.0000004725806118,67.36001591651312,0.0
1.921463709840016e-07,-0.24330057607392414,1.000000436191364,1.0000004784365686,67.3600161137417,0.0
1.9452734255527563e-07,-0.24330058321231227,1.0000004415964048,1.0000004843650894,67.36001631341423,0.0
1.9693781780957102e-07,-0.24330059043915528,1.0000004470684216,1.0000004903670732,67.360016515561,0.0
