9.999999999999999547e-07 1.000000000000000000e+00
1.023313215163017405e-06 1.000000000000000000e+00
1.047169936327272043e-06 1.000000000000000000e+00
1.071582834365113156e-06 1.000000000000000000e+00
1.096564875547663097e-06 1.000000000000000000e+00
1.122129328431513207e-06 1.000000000000000000e+00
1.148289770905969321e-06 1.000000000000000000e+00
1.175060097404592245e-06 1.000000000000000000e+00
1.202454526284861764e-06 1.000000000000000000e+00
1.230487607379884910e-06 1.000000000000000000e+00
1.259174229726158758e-06 1.000000000000000000e+00
1.288529629471491403e-06 1.000000000000000000e+00
1.318569397967283479e-06 1.000000000000000000e+00
1.349309490049465089e-06 1.000000000000000000e+00
1.380766232512489753e-06 1.000000000000000000e+00
1.412956332780882483e-06 1.000000000000000000e+00
1.445896887782951127e-06 1.000000000000000000e+00
1.479605393031372369e-06 1.000000000000000000e+00
1.514099751915473933e-06 1.000000000000000000e+00
1.549398285210150743e-06 1.000000000000000000e+00
1.585519740806465081e-06 1.000000000000000000e+00
1.622483303669098031e-06 1.000000000000000000e+00
1.660308606025939002e-06 1.000000000000000000e+00
1.699015737795231348e-06 1.000000000000000000e+00
1.738625257255804372e-06 1.000000000000000000e+00
1.779158201966065578e-06 1.000000000000000000e+00
1.820636099937547695e-06 1.000000000000000000e+00
1.863080981068948842e-06 1.000000000000000000e+00
1.906515388846734792e-06 1.000000000000000000e+00
1.950962392318522494e-06 1.000000000000000000e+00
1.996445598345599693e-06 1.000000000000000000e+00
2.042989164141089686e-06 1.000000000000000000e+00
2.090617810100424186e-06 1.000000000000000000e+00
2.139356832930931888e-06 1.000000000000000000e+00
2.189232119087522095e-06 1.000000000000000000e+00
2.240270158521598151e-06 1.000000000000000000e+00
2.292498058750499584e-06 1.000000000000000000e+00
2.345943559254949712e-06 1.000000000000000000e+00
2.400635046212155294e-06 1.000000000000000000e+00
2.456601567572379742e-06 1.000000000000000000e+00
2.513872848487000698e-06 1.000000000000000000e+00
2.572479307096245751e-06 1.000000000000000000e+00
2.632452070684990233e-06 1.000000000000000000e+00
2.693822992215200491e-06 1.000000000000000000e+00
2.756624667243797059e-06 1.000000000000000000e+00
2.820890451234932791e-06 1.000000000000000000e+00
2.886654477275874149e-06 1.000000000000000000e+00
2.953951674205894481e-06 1.000000000000000000e+00
3.022817785167812179e-06 1.000000000000000000e+00
3.093289386592025132e-06 1.000000000000000000e+00
3.165403907623123275e-06 1.000000000000000000e+00
3.239199649999397384e-06 1.000000000000000000e+00
3.314715808395804479e-06 1.000000000000000000e+00
3.391992491241191214e-06 1.000000000000000000e+00
3.471070742020836650e-06 1.000000000000000000e+00
3.551992561075623158e-06 1.000000000000000000e+00
3.634800927909416491e-06 1.000000000000000000e+00
3.719539824016504189e-06 1.000000000000000000e+00
3.806254256241212921e-06 1.000000000000000000e+00
3.894990280682115079e-06 1.000000000000000000e+00
3.985795027153519516e-06 1.000000000000000000e+00
4.078716724217233999e-06 1.000000000000000000e+00
4.173804724797908791e-06 1.000000000000000000e+00
4.271109532395541435e-06 1.000000000000000000e+00
4.370682827909093354e-06 1.000000000000000000e+00
4.472577497085443778e-06 1.000000000000000000e+00
4.576847658608266892e-06 1.000000000000000000e+00
4.683548692841753550e-06 1.000000000000000000e+00
4.792737271244442771e-06 1.000000000000000000e+00
4.904471386468777231e-06 1.000000000000000000e+00
5.018810383162386585e-06 1.000000000000000000e+00
5.135814989487437895e-06 1.000000000000000000e+00
5.255547349374808307e-06 1.000000000000000000e+00
5.378071055530209535e-06 1.000000000000000000e+00
5.503451183209781646e-06 1.000000000000000000e+00
5.631754324783114071e-06 1.000000000000000000e+00
5.763048625102037209e-06 1.000000000000000000e+00
5.897403817693972654e-06 1.000000000000000000e+00
6.034891261799073073e-06 1.000000000000000000e+00
6.175583980270808840e-06 1.000000000000000000e+00
6.319556698360145562e-06 1.000000000000000000e+00
6.466885883403903857e-06 1.000000000000000000e+00
6.617649785438379820e-06 1.000000000000000000e+00
6.771928478759800924e-06 1.000000000000000000e+00
6.929803904453693605e-06 1.000000000000000000e+00
7.091359913915741026e-06 1.000000000000000000e+00
7.256682313387255860e-06 1.000000000000000000e+00
7.425858909528916426e-06 1.000000000000000000e+00
7.598979556056973513e-06 1.000000000000000000e+00
7.776136201466700223e-06 1.000000000000000000e+00
7.957422937868422985e-06 1.000000000000000000e+00
8.142936050962080888e-06 1.000000000000000000e+00
8.332774071176850885e-06 1.000000000000000000e+00
8.527037826003010829e-06 1.000000000000000000e+00
8.725830493543806937e-06 1.000000000000000000e+00
8.929257657315812241e-06 1.000000000000000000e+00
9.137427362326837731e-06 1.000000000000000000e+00
9.350450172461225292e-06 1.000000000000000000e+00
9.568439229202886889e-06 1.000000000000000000e+00
9.791510311727550484e-06 1.000000000000000000e+00
1.001978189839573926e-05 9.999999999998072653e-01
1.025337522967954720e-05 9.999999999689984653e-01
1.049241437255622002e-05 9.999999998852103777e-01
1.073702628640315944e-05 9.999999997479132041e-01
1.098734089042905069e-05 9.999999995565773681e-01
1.124349113267704236e-05 9.999999993106731822e-01
1.150561306063662144e-05 9.999999990096707370e-01
1.177384589350169186e-05 9.999999986530404561e-01
1.204833209611310503e-05 9.999999982402526522e-01
1.232921745462528019e-05 9.999999977707775267e-01
1.261665115393658973e-05 9.999999972440852813e-01
1.291078585692504601e-05 9.999999966596463397e-01
1.321177778553118247e-05 9.999999960169309032e-01
1.351978680373124462e-05 9.999999953154092847e-01
1.383497650244475518e-05 9.999999945545516855e-01
1.415751428642154111e-05 9.999999937338285294e-01
1.448757146315437888e-05 9.999999928527100179e-01
